ai.swim	swim-fabric	3.10.0	-	e77cf0e7d6793d1bc27fe0fa45971da2c8171f14
io.ktor	ktor-client-resources-macosx64	2.3.6	-	c108cf8b5317400637868e4fc1ab361e4738382d
io.ktor	ktor-client-resources-macosx64	2.3.6	2.3.6-kdoc	c108cf8b5317400637868e4fc1ab361e4738382d
io.ktor	ktor-client-resources-macosx64	2.3.6	2.3.6-metadata	53b92b25dade7d97d84ee9fb6fdbcbabebb20461
io.ktor	ktor-client-resources-macosx64	2.3.7	-	8034d53e4a76142eee57f217dcd5ded4788aa8d6
io.ktor	ktor-client-resources-macosx64	2.3.7	2.3.7-kdoc	8034d53e4a76142eee57f217dcd5ded4788aa8d6
io.ktor	ktor-client-resources-macosx64	2.3.7	2.3.7-metadata	e1a4eb1476e74e2a7ab4e93aaca31e875c4b4e92
io.ktor	ktor-client-resources-macosx64	2.3.8	-	9fc5ed0a6314d16fb88ec97d202283591ba52f9b
io.ktor	ktor-client-resources-macosx64	2.3.8	2.3.8-kdoc	9fc5ed0a6314d16fb88ec97d202283591ba52f9b
io.ktor	ktor-client-resources-macosx64	2.3.8	2.3.8-metadata	35762dcb95b054d9165e846ebb7df39291200ecf
io.ktor	ktor-client-resources-macosx64	2.3.9	-	2c28106b94d061ed01ccf485685497583066ae1c
io.ktor	ktor-client-resources-macosx64	2.3.9	2.3.9-kdoc	2c28106b94d061ed01ccf485685497583066ae1c
io.ktor	ktor-client-resources-macosx64	2.3.9	2.3.9-metadata	cc03c5f72b964d89db183ffed1350fd99059b106
io.ktor	ktor-client-resources-macosx64	3.0.0	-	a33ca518d942ee48cbbabf35d73bbd01faf84a4b
io.ktor	ktor-client-resources-macosx64	3.0.0	3.0.0-kdoc	a33ca518d942ee48cbbabf35d73bbd01faf84a4b
io.ktor	ktor-client-resources-macosx64	3.0.0	3.0.0-metadata	cc4d13abb20087ca990db08652f8c4f9f8f34b68
io.ktor	ktor-client-resources-macosx64	3.0.0-beta-1	-	c34b8380a1dd1b6cab93274afded476309ab9a6f
io.ktor	ktor-client-resources-macosx64	3.0.0-beta-1	3.0.0-beta-1-kdoc	c34b8380a1dd1b6cab93274afded476309ab9a6f
io.ktor	ktor-client-resources-macosx64	3.0.0-beta-1	3.0.0-beta-1-metadata	97b544bf5a6c037d49ac9376735a6703e3086812
io.ktor	ktor-client-resources-macosx64	3.0.0-beta-2	-	960de96bf2c9a825d9e7695d7a7d0b62ef0823d0
io.ktor	ktor-client-resources-macosx64	3.0.0-beta-2	3.0.0-beta-2-kdoc	960de96bf2c9a825d9e7695d7a7d0b62ef0823d0
io.ktor	ktor-client-resources-macosx64	3.0.0-beta-2	3.0.0-beta-2-metadata	fbb361c3bec65bdf5a773e79d34ac2b5cfb01c01
io.ktor	ktor-client-resources-macosx64	3.0.0-rc-1	-	264b96e84cd0c144d97bdfae090871a1358a94df
io.ktor	ktor-client-resources-macosx64	3.0.0-rc-1	3.0.0-rc-1-kdoc	264b96e84cd0c144d97bdfae090871a1358a94df
io.ktor	ktor-client-resources-macosx64	3.0.0-rc-1	3.0.0-rc-1-metadata	d3789a0df4927fe9561a75b7fa43115cf3a4abf7
io.ktor	ktor-client-resources-macosx64	3.0.0-rc-2	-	22f6979751d6305559fd88fddc19a5ae4c413f74
io.ktor	ktor-client-resources-macosx64	3.0.0-rc-2	3.0.0-rc-2-kdoc	22f6979751d6305559fd88fddc19a5ae4c413f74
io.ktor	ktor-client-resources-macosx64	3.0.0-rc-2	3.0.0-rc-2-metadata	37613810f33e50ea95f84b40b1d6597485c0ee70
io.ktor	ktor-client-resources-macosx64	3.0.1	-	4058e1085809279f082a81bdcccda782737f9569
io.ktor	ktor-client-resources-macosx64	3.0.1	3.0.1-kdoc	4058e1085809279f082a81bdcccda782737f9569
io.ktor	ktor-client-resources-macosx64	3.0.1	3.0.1-metadata	9bf6c96ce2a2a106d3ec5e717f61c927229ec890
io.ktor	ktor-client-resources-macosx64	3.0.2	-	8ebf7cb7bf4b28e57320ada68f9d21b6d16fc2c4
io.ktor	ktor-client-resources-macosx64	3.0.2	3.0.2-kdoc	8ebf7cb7bf4b28e57320ada68f9d21b6d16fc2c4
io.ktor	ktor-client-resources-macosx64	3.0.2	3.0.2-metadata	ca1bb96e80acf3002dcded53a75bac56d57c7b90
io.ktor	ktor-client-resources-macosx64	3.1.0	-	c311f629a5c83243563936a33cd3a7105b19034f
io.ktor	ktor-client-resources-macosx64	3.1.0	3.1.0-kdoc	c311f629a5c83243563936a33cd3a7105b19034f
io.ktor	ktor-client-resources-macosx64	3.1.0	3.1.0-metadata	7fb2e51b03eca26e0c241d1be8bbf9c2a5160e5e
io.ktor	ktor-client-resources-macosx64	3.1.1	-	046e1b9dd6e13ef4003fb9c00a2530f144706da6
io.ktor	ktor-client-resources-macosx64	3.1.1	3.1.1-kdoc	046e1b9dd6e13ef4003fb9c00a2530f144706da6
io.ktor	ktor-client-resources-macosx64	3.1.1	3.1.1-metadata	d59a4364a7f5f3b323bb6b228bd94c0a1707da95
io.ktor	ktor-client-resources-macosx64	3.1.2	-	5903921754b4af9a0c0052dc7c7a1bc1c9520eb1
io.ktor	ktor-client-resources-macosx64	3.1.2	3.1.2-kdoc	5903921754b4af9a0c0052dc7c7a1bc1c9520eb1
io.ktor	ktor-client-resources-macosx64	3.1.2	3.1.2-metadata	9728789b0c7f921f8f08cd08b892a7558de547d5
io.ktor	ktor-serialization-kotlinx-json-watchosx86	2.0.0	-	6a1b704a818895f5a3d7e88a89762ddaa4228916
io.ktor	ktor-serialization-kotlinx-json-watchosx86	2.0.0	2.0.0-kdoc	6a1b704a818895f5a3d7e88a89762ddaa4228916
io.ktor	ktor-serialization-kotlinx-json-watchosx86	2.0.0	2.0.0-metadata	f20ff34d2867d9c06a0e38b1d9b96b745eb90a5a
io.ktor	ktor-serialization-kotlinx-json-watchosx86	2.0.0-beta-1	-	eb1ff3d5a4bed401ac6ef9aa4b79de8c5bfc609b
io.ktor	ktor-serialization-kotlinx-json-watchosx86	2.0.0-beta-1	2.0.0-beta-1-kdoc	eb1ff3d5a4bed401ac6ef9aa4b79de8c5bfc609b
io.ktor	ktor-serialization-kotlinx-json-watchosx86	2.0.0-beta-1	2.0.0-beta-1-metadata	de56246eb2b630d85c714157786441d926815ac7
io.ktor	ktor-serialization-kotlinx-json-watchosx86	2.0.0-rc-1	-	7c33c0024d01a2a22bad44a414682c732122fa13
io.ktor	ktor-serialization-kotlinx-json-watchosx86	2.0.0-rc-1	2.0.0-rc-1-kdoc	7c33c0024d01a2a22bad44a414682c732122fa13
io.ktor	ktor-serialization-kotlinx-json-watchosx86	2.0.0-rc-1	2.0.0-rc-1-metadata	a8e9cd6673a348661e69f37bd4066a7934c0d788
io.ktor	ktor-serialization-kotlinx-json-watchosx86	2.0.1	-	e78ccfb264ebec1dc9c25f1ca8c1e1e3eaa438eb
io.ktor	ktor-serialization-kotlinx-json-watchosx86	2.0.1	2.0.1-kdoc	e78ccfb264ebec1dc9c25f1ca8c1e1e3eaa438eb
io.ktor	ktor-serialization-kotlinx-json-watchosx86	2.0.1	2.0.1-metadata	989bd35d0608e4aeedbcdd66d43061257ef9792a
io.ktor	ktor-serialization-kotlinx-json-watchosx86	2.0.2	-	3e35c9dfa6ab1d84455074cc442b981bf417277a
io.ktor	ktor-serialization-kotlinx-json-watchosx86	2.0.2	2.0.2-kdoc	3e35c9dfa6ab1d84455074cc442b981bf417277a
io.ktor	ktor-serialization-kotlinx-json-watchosx86	2.0.2	2.0.2-metadata	50bbb98f8176d6c3fe683463386269179f4dddee
io.ktor	ktor-serialization-kotlinx-json-watchosx86	2.0.3	-	2cf5070036eb4503e28403575653afbd6debca40
io.ktor	ktor-serialization-kotlinx-json-watchosx86	2.0.3	2.0.3-kdoc	2cf5070036eb4503e28403575653afbd6debca40
io.ktor	ktor-serialization-kotlinx-json-watchosx86	2.0.3	2.0.3-metadata	2f1c1338fa57afa5e0ed75fc43fa96637df55f4e
io.ktor	ktor-serialization-kotlinx-json-watchosx86	2.1.0	-	26c49685163fc87f688c0f2bdf2d80776f6c06b7
io.ktor	ktor-serialization-kotlinx-json-watchosx86	2.1.0	2.1.0-kdoc	26c49685163fc87f688c0f2bdf2d80776f6c06b7
io.ktor	ktor-serialization-kotlinx-json-watchosx86	2.1.0	2.1.0-metadata	9d34b6ff46d2358b18feecd71864612a85507bfd
io.ktor	ktor-serialization-kotlinx-json-watchosx86	2.1.1	-	cc30791a046d5b748b53b3b2e9edc5dce084ae0b
io.ktor	ktor-serialization-kotlinx-json-watchosx86	2.1.1	2.1.1-kdoc	cc30791a046d5b748b53b3b2e9edc5dce084ae0b
io.ktor	ktor-serialization-kotlinx-json-watchosx86	2.1.1	2.1.1-metadata	c64efcf3426289fe1a1619cc5fe4251b08a1e4fd
io.ktor	ktor-serialization-kotlinx-json-watchosx86	2.1.2	-	4447cc72bdf08e21edd0c14967237dbc141ce3b1
io.ktor	ktor-serialization-kotlinx-json-watchosx86	2.1.2	2.1.2-kdoc	4447cc72bdf08e21edd0c14967237dbc141ce3b1
io.ktor	ktor-serialization-kotlinx-json-watchosx86	2.1.2	2.1.2-metadata	d90a956050856d30a7095aac7aa21037f18ef7ae
io.ktor	ktor-serialization-kotlinx-json-watchosx86	2.1.3	-	d2339b14399ce67b33bb806895f6d6bdd6296147
io.ktor	ktor-serialization-kotlinx-json-watchosx86	2.1.3	2.1.3-kdoc	d2339b14399ce67b33bb806895f6d6bdd6296147
io.ktor	ktor-serialization-kotlinx-json-watchosx86	2.1.3	2.1.3-metadata	15a7a8b69daebd7698ccbf2681e583ad2cce8a90
io.ktor	ktor-serialization-kotlinx-json-watchosx86	2.2.0	-	97a4cadf01b869ac54a835d7fca69c93d6f01871
io.ktor	ktor-serialization-kotlinx-json-watchosx86	2.2.0	2.2.0-kdoc	97a4cadf01b869ac54a835d7fca69c93d6f01871
io.ktor	ktor-serialization-kotlinx-json-watchosx86	2.2.0	2.2.0-metadata	a23ffe04fdd8c7155811fdd24558e536bbadbf80
io.ktor	ktor-serialization-kotlinx-json-watchosx86	2.2.1	-	0498010af7c9ac9751e0c7b31c6ad256ce38be27
io.ktor	ktor-serialization-kotlinx-json-watchosx86	2.2.1	2.2.1-kdoc	0498010af7c9ac9751e0c7b31c6ad256ce38be27
io.ktor	ktor-serialization-kotlinx-json-watchosx86	2.2.1	2.2.1-metadata	af6cf95badc533b4dc2081644a4006cdda321caf
io.ktor	ktor-serialization-kotlinx-json-watchosx86	2.2.2	-	9b04dbb0e71eb12cbe1f4837254005a884199dc2
io.ktor	ktor-serialization-kotlinx-json-watchosx86	2.2.2	2.2.2-kdoc	9b04dbb0e71eb12cbe1f4837254005a884199dc2
io.ktor	ktor-serialization-kotlinx-json-watchosx86	2.2.2	2.2.2-metadata	9e38a00fd8ddfd4190214f23a3bd85f04b853a2a
io.ktor	ktor-serialization-kotlinx-json-watchosx86	2.2.3	-	5a45960bd557fafb5aeeac0195947a717796b4d8
io.ktor	ktor-serialization-kotlinx-json-watchosx86	2.2.3	2.2.3-kdoc	5a45960bd557fafb5aeeac0195947a717796b4d8
io.ktor	ktor-serialization-kotlinx-json-watchosx86	2.2.3	2.2.3-metadata	6e5c3cf4dce8551e5f38a5b971e595e787f8de93
io.ktor	ktor-serialization-kotlinx-json-watchosx86	2.2.4	-	13f4ec1de76bc49ec397e4edfcc7c35ea1e7ab58
io.ktor	ktor-serialization-kotlinx-json-watchosx86	2.2.4	2.2.4-kdoc	13f4ec1de76bc49ec397e4edfcc7c35ea1e7ab58
io.ktor	ktor-serialization-kotlinx-json-watchosx86	2.2.4	2.2.4-metadata	9b3479129c6531b2a6d1297c2140333a8f6b34e1
io.ktor	ktor-serialization-kotlinx-json-watchosx86	2.3.0	-	613b4ab177ceaebcbb0a61603407240191dd52b7
io.ktor	ktor-serialization-kotlinx-json-watchosx86	2.3.0	2.3.0-kdoc	613b4ab177ceaebcbb0a61603407240191dd52b7
io.ktor	ktor-serialization-kotlinx-json-watchosx86	2.3.0	2.3.0-metadata	aa2d19fb33600861bec848697e15386583b72cb0
io.ktor	ktor-serialization-kotlinx-json-watchosx86	2.3.1	-	35d0cf50d7ba9c0d70d41c362c962bfc1f0711e3
io.ktor	ktor-serialization-kotlinx-json-watchosx86	2.3.1	2.3.1-kdoc	35d0cf50d7ba9c0d70d41c362c962bfc1f0711e3
io.ktor	ktor-serialization-kotlinx-json-watchosx86	2.3.1	2.3.1-metadata	6ff29dcff3d656b35c2cc2a1158984a9a9189a4e
io.ktor	ktor-serialization-kotlinx-json-watchosx86	2.3.2	-	c2e26e49a05b8aaa05d19d00fadcba94a8446f4f
io.ktor	ktor-serialization-kotlinx-json-watchosx86	2.3.2	2.3.2-kdoc	c2e26e49a05b8aaa05d19d00fadcba94a8446f4f
io.ktor	ktor-serialization-kotlinx-json-watchosx86	2.3.2	2.3.2-metadata	ba8c3893a764731519e93f7cd3f4ee94fb2b1df8
io.ktor	ktor-serialization-watchosarm32	2.0.0	-	b0b76ef99da30e2e95580334f5b634bed1cee359
io.ktor	ktor-serialization-watchosarm32	2.0.0	2.0.0-kdoc	b0b76ef99da30e2e95580334f5b634bed1cee359
io.ktor	ktor-serialization-watchosarm32	2.0.0	2.0.0-metadata	9c5136f373c5125ae5acbb36a7fa26644c770603
io.ktor	ktor-serialization-watchosarm32	2.0.0-beta-1	-	a0e356fe418c710e27674c1761f59899b8bc5147
io.ktor	ktor-serialization-watchosarm32	2.0.0-beta-1	2.0.0-beta-1-kdoc	a0e356fe418c710e27674c1761f59899b8bc5147
io.ktor	ktor-serialization-watchosarm32	2.0.0-beta-1	2.0.0-beta-1-metadata	c6fdb3381ed04c3a6969694aabd449a4564e47e7
io.ktor	ktor-serialization-watchosarm32	2.0.0-rc-1	-	78ae6481964a93436bd6012c44c946b8569e3fbf
io.ktor	ktor-serialization-watchosarm32	2.0.0-rc-1	2.0.0-rc-1-kdoc	78ae6481964a93436bd6012c44c946b8569e3fbf
io.ktor	ktor-serialization-watchosarm32	2.0.0-rc-1	2.0.0-rc-1-metadata	815dd5304b25729bc200c2782f965e55eceac693
io.ktor	ktor-serialization-watchosarm32	2.0.1	-	e78ccfb264ebec1dc9c25f1ca8c1e1e3eaa438eb
io.ktor	ktor-serialization-watchosarm32	2.0.1	2.0.1-kdoc	e78ccfb264ebec1dc9c25f1ca8c1e1e3eaa438eb
io.ktor	ktor-serialization-watchosarm32	2.0.1	2.0.1-metadata	14f9df64498ea1f14e72adb7afc4e93fe8e2f3b9
io.ktor	ktor-serialization-watchosarm32	2.0.2	-	3e35c9dfa6ab1d84455074cc442b981bf417277a
io.ktor	ktor-serialization-watchosarm32	2.0.2	2.0.2-kdoc	3e35c9dfa6ab1d84455074cc442b981bf417277a
io.ktor	ktor-serialization-watchosarm32	2.0.2	2.0.2-metadata	87637c23e6794929ba7ad1d67a3578f7066b6ac0
io.ktor	ktor-serialization-watchosarm32	2.0.3	-	2cf5070036eb4503e28403575653afbd6debca40
io.ktor	ktor-serialization-watchosarm32	2.0.3	2.0.3-kdoc	2cf5070036eb4503e28403575653afbd6debca40
io.ktor	ktor-serialization-watchosarm32	2.0.3	2.0.3-metadata	7f0f43bfb7938131b3a069715e7f4f4da3f8d54e
io.ktor	ktor-serialization-watchosarm32	2.1.0	-	22c8a4dcd880bde5e7f0f29f14f9951e89bcb865
io.ktor	ktor-serialization-watchosarm32	2.1.0	2.1.0-kdoc	22c8a4dcd880bde5e7f0f29f14f9951e89bcb865
io.ktor	ktor-serialization-watchosarm32	2.1.0	2.1.0-metadata	f33f95fd0d6f2ff9557d7e9386aa398475928642
io.ktor	ktor-serialization-watchosarm32	2.1.1	-	198c1337633a2413d6044462639c3dd1f3a0bb4e
io.ktor	ktor-serialization-watchosarm32	2.1.1	2.1.1-kdoc	198c1337633a2413d6044462639c3dd1f3a0bb4e
io.ktor	ktor-serialization-watchosarm32	2.1.1	2.1.1-metadata	f2dab4d03c4399a02b1e6105916dc5ef5fe2a082
io.ktor	ktor-serialization-watchosarm32	2.1.2	-	5a69257dd37f361e5f030333bc7e5ff6684dd3ed
io.ktor	ktor-serialization-watchosarm32	2.1.2	2.1.2-kdoc	5a69257dd37f361e5f030333bc7e5ff6684dd3ed
io.ktor	ktor-serialization-watchosarm32	2.1.2	2.1.2-metadata	5dbedfd9a19fb86f407c03442f46630a8fd6cf47
io.ktor	ktor-serialization-watchosarm32	2.1.3	-	8918baf0e54afef8c8b1fbf5951921e36a31079d
io.ktor	ktor-serialization-watchosarm32	2.1.3	2.1.3-kdoc	8918baf0e54afef8c8b1fbf5951921e36a31079d
io.ktor	ktor-serialization-watchosarm32	2.1.3	2.1.3-metadata	5ce57bfeaece3e7488c22ec915adcebb02906186
io.ktor	ktor-serialization-watchosarm32	2.2.0	-	215188ccb6bcaced909b9fff89b746c0a7c024c9
io.ktor	ktor-serialization-watchosarm32	2.2.0	2.2.0-kdoc	215188ccb6bcaced909b9fff89b746c0a7c024c9
io.ktor	ktor-serialization-watchosarm32	2.2.0	2.2.0-metadata	3aa7036a035b78608f4273221d77b85d630b21da
io.ktor	ktor-serialization-watchosarm32	2.2.1	-	0498010af7c9ac9751e0c7b31c6ad256ce38be27
io.ktor	ktor-serialization-watchosarm32	2.2.1	2.2.1-kdoc	0498010af7c9ac9751e0c7b31c6ad256ce38be27
io.ktor	ktor-serialization-watchosarm32	2.2.1	2.2.1-metadata	d2f6e4e228a873fafeab39a4fa3b60d7e8fc8eb0
io.ktor	ktor-serialization-watchosarm32	2.2.2	-	c82ca70f9e20ca804254c5be0a3abee074f5f674
io.ktor	ktor-serialization-watchosarm32	2.2.2	2.2.2-kdoc	c82ca70f9e20ca804254c5be0a3abee074f5f674
io.ktor	ktor-serialization-watchosarm32	2.2.2	2.2.2-metadata	7409a60072daa9e06054fa1ecc99c17032d15da9
io.ktor	ktor-serialization-watchosarm32	2.2.3	-	a8259f42e361b7ecc4a74e432c4feafca4315926
io.ktor	ktor-serialization-watchosarm32	2.2.3	2.2.3-kdoc	a8259f42e361b7ecc4a74e432c4feafca4315926
io.ktor	ktor-serialization-watchosarm32	2.2.3	2.2.3-metadata	ce79b3dede91b37f1e548d7bcd755faf3fb13c64
io.ktor	ktor-serialization-watchosarm32	2.2.4	-	829c53ad229c5bfa7090f4a4c232a1685e95b99c
io.ktor	ktor-serialization-watchosarm32	2.2.4	2.2.4-kdoc	829c53ad229c5bfa7090f4a4c232a1685e95b99c
io.ktor	ktor-serialization-watchosarm32	2.2.4	2.2.4-metadata	8a1ea2231dadedde00c8bc3157134b5fd1003b8c
io.ktor	ktor-serialization-watchosarm32	2.3.0	-	60831e5236c0b186a57645bba266b94cbcd8b2e7
io.ktor	ktor-serialization-watchosarm32	2.3.0	2.3.0-kdoc	60831e5236c0b186a57645bba266b94cbcd8b2e7
io.ktor	ktor-serialization-watchosarm32	2.3.0	2.3.0-metadata	38096a66de9e102319ed50d199c1302a406e4c75
io.ktor	ktor-serialization-watchosarm32	2.3.1	-	35d0cf50d7ba9c0d70d41c362c962bfc1f0711e3
io.ktor	ktor-serialization-watchosarm32	2.3.1	2.3.1-kdoc	35d0cf50d7ba9c0d70d41c362c962bfc1f0711e3
io.ktor	ktor-serialization-watchosarm32	2.3.1	2.3.1-metadata	f3febb59a73e8ca9d98d9002ccbbe1f08fb620ef
io.ktor	ktor-serialization-watchosarm32	2.3.10	-	d02db8ead51f45175fa280556aa5ae4455462146
io.ktor	ktor-serialization-watchosarm32	2.3.10	2.3.10-kdoc	d02db8ead51f45175fa280556aa5ae4455462146
io.ktor	ktor-serialization-watchosarm32	2.3.10	2.3.10-metadata	f32fb2213d045230126714d1a38779f8b63eeafa
io.ktor	ktor-serialization-watchosarm32	2.3.11	-	392cc57eb2e9d7f78bcf09482fc2928770538263
io.ktor	ktor-serialization-watchosarm32	2.3.11	2.3.11-kdoc	392cc57eb2e9d7f78bcf09482fc2928770538263
io.ktor	ktor-serialization-watchosarm32	2.3.11	2.3.11-metadata	baa18abe07f5f2724937521b75db1a8d67aae49f
io.ktor	ktor-serialization-watchosarm32	2.3.12	-	3f637be20ded17016d9abb0230844c5541bbc5cb
io.ktor	ktor-serialization-watchosarm32	2.3.12	2.3.12-kdoc	3f637be20ded17016d9abb0230844c5541bbc5cb
io.ktor	ktor-serialization-watchosarm32	2.3.12	2.3.12-metadata	ff9f77cd670710419099a5a93d46eabf539e006b
io.ktor	ktor-serialization-watchosarm32	2.3.13	-	79c8d374b6f4746f5ee9aca75fa5d174afaa6f61
io.ktor	ktor-serialization-watchosarm32	2.3.13	2.3.13-kdoc	79c8d374b6f4746f5ee9aca75fa5d174afaa6f61
io.ktor	ktor-serialization-watchosarm32	2.3.13	2.3.13-metadata	c6e5a0d606cfb59c0181cefc86325bbbac37becd
io.ktor	ktor-serialization-watchosarm32	2.3.2	-	618d24b1eccdf3d02a0f74e868fbaccc0b891c94
io.ktor	ktor-serialization-watchosarm32	2.3.2	2.3.2-kdoc	618d24b1eccdf3d02a0f74e868fbaccc0b891c94
io.ktor	ktor-serialization-watchosarm32	2.3.2	2.3.2-metadata	b82a576b439d7f2aada7a17631ce7c14692a4105
io.ktor	ktor-serialization-watchosarm32	2.3.3	-	addac3b5f50942cf4a2d24b8c7e1b2ba0d63125f
io.ktor	ktor-serialization-watchosarm32	2.3.3	2.3.3-kdoc	addac3b5f50942cf4a2d24b8c7e1b2ba0d63125f
io.ktor	ktor-serialization-watchosarm32	2.3.3	2.3.3-metadata	4c958b103be9f5e7d9802855789871ec2976c33f
io.ktor	ktor-serialization-watchosarm32	2.3.4	-	8d0f25dccef8b0c768a490392c3622e24ed8f455
io.ktor	ktor-serialization-watchosarm32	2.3.4	2.3.4-kdoc	8d0f25dccef8b0c768a490392c3622e24ed8f455
io.ktor	ktor-serialization-watchosarm32	2.3.4	2.3.4-metadata	271fe8568e82a66215d477b9b996e60263f51deb
io.ktor	ktor-serialization-watchosarm32	2.3.5	-	63c5503cc59218bc46a9825dd9b793538e341745
io.ktor	ktor-serialization-watchosarm32	2.3.5	2.3.5-kdoc	63c5503cc59218bc46a9825dd9b793538e341745
io.ktor	ktor-serialization-watchosarm32	2.3.5	2.3.5-metadata	9964e6f1ddf1410bb744123c6b18519c82ed7382
io.ktor	ktor-serialization-watchosarm32	2.3.6	-	c108cf8b5317400637868e4fc1ab361e4738382d
io.ktor	ktor-serialization-watchosarm32	2.3.6	2.3.6-kdoc	c108cf8b5317400637868e4fc1ab361e4738382d
io.ktor	ktor-serialization-watchosarm32	2.3.6	2.3.6-metadata	7e1e7f13e4f7906e09501be5bb1608c8e2787ff0
io.ktor	ktor-serialization-watchosarm32	2.3.7	-	59e739c7bfda9df6ae4ce2b388ffb0533950165d
io.ktor	ktor-serialization-watchosarm32	2.3.7	2.3.7-kdoc	59e739c7bfda9df6ae4ce2b388ffb0533950165d
io.ktor	ktor-serialization-watchosarm32	2.3.7	2.3.7-metadata	030cc05c4bd8173050273aa5c7a2e6251160a98a
io.ktor	ktor-serialization-watchosarm32	2.3.8	-	30a68e5cede1fcc9bfc6b38c704b6f6f11a8ad94
io.ktor	ktor-serialization-watchosarm32	2.3.8	2.3.8-kdoc	30a68e5cede1fcc9bfc6b38c704b6f6f11a8ad94
io.ktor	ktor-serialization-watchosarm32	2.3.8	2.3.8-metadata	3f9b62b88997de5d3331d9c59723487b345820c3
io.ktor	ktor-serialization-watchosarm32	2.3.9	-	b693ea2102f9c4cc8225d37950a60c380bc9ce41
io.ktor	ktor-serialization-watchosarm32	2.3.9	2.3.9-kdoc	b693ea2102f9c4cc8225d37950a60c380bc9ce41
io.ktor	ktor-serialization-watchosarm32	2.3.9	2.3.9-metadata	18598ffd5aa97d57df36c0ccc371a3ae67884d8f
io.ktor	ktor-serialization-watchosarm32	3.0.0	-	edb6ff477b69461a4ea93ca9489885c076883431
io.ktor	ktor-serialization-watchosarm32	3.0.0	3.0.0-kdoc	edb6ff477b69461a4ea93ca9489885c076883431
io.ktor	ktor-serialization-watchosarm32	3.0.0	3.0.0-metadata	dbb662d8603a81de5efcd4dc09ca020ad8e4d5a7
io.ktor	ktor-serialization-watchosarm32	3.0.0-beta-1	-	ca02d0ec7d31c96ca772521922c92628160f0aeb
io.ktor	ktor-serialization-watchosarm32	3.0.0-beta-1	3.0.0-beta-1-kdoc	ca02d0ec7d31c96ca772521922c92628160f0aeb
io.ktor	ktor-serialization-watchosarm32	3.0.0-beta-1	3.0.0-beta-1-metadata	4b7a12717b24327fcd5ffc1558d463a4e34faef8
io.ktor	ktor-serialization-watchosarm32	3.0.0-beta-2	-	23739035f7bec53f5610b3dd5db18979dde0a05f
io.ktor	ktor-serialization-watchosarm32	3.0.0-beta-2	3.0.0-beta-2-kdoc	23739035f7bec53f5610b3dd5db18979dde0a05f
io.ktor	ktor-serialization-watchosarm32	3.0.0-beta-2	3.0.0-beta-2-metadata	dfcc300e416e785151cc45136213ce107a6d5a31
io.ktor	ktor-serialization-watchosarm32	3.0.0-rc-1	-	6c073b49e43e6b75e2ce2dbd1100b13c2439ed0a
io.ktor	ktor-serialization-watchosarm32	3.0.0-rc-1	3.0.0-rc-1-kdoc	6c073b49e43e6b75e2ce2dbd1100b13c2439ed0a
io.ktor	ktor-serialization-watchosarm32	3.0.0-rc-1	3.0.0-rc-1-metadata	d97efdaf541e62b3576752466825266f08c8b1fa
io.ktor	ktor-serialization-watchosarm32	3.0.0-rc-2	-	c5a97c4d8340633aa2122f5b97b2de14ae0893da
io.ktor	ktor-serialization-watchosarm32	3.0.0-rc-2	3.0.0-rc-2-kdoc	c5a97c4d8340633aa2122f5b97b2de14ae0893da
io.ktor	ktor-serialization-watchosarm32	3.0.0-rc-2	3.0.0-rc-2-metadata	6dfe8b262bf5e9adb4a17f5c2955243234e15aa3
io.ktor	ktor-serialization-watchosarm32	3.0.1	-	310cd117b16b72183b8079284843453fafe36949
io.ktor	ktor-serialization-watchosarm32	3.0.1	3.0.1-kdoc	310cd117b16b72183b8079284843453fafe36949
io.ktor	ktor-serialization-watchosarm32	3.0.1	3.0.1-metadata	1ff6bc98b4ce8a152d408e89802b61e250939f4c
io.ktor	ktor-serialization-watchosarm32	3.0.2	-	13d961bf34903a0f9d9c0b268690722e1c4a908c
io.ktor	ktor-serialization-watchosarm32	3.0.2	3.0.2-kdoc	13d961bf34903a0f9d9c0b268690722e1c4a908c
io.ktor	ktor-serialization-watchosarm32	3.0.2	3.0.2-metadata	10d70553eb0c871e9828910867ed84cbdfa8fd8e
io.ktor	ktor-serialization-watchosarm32	3.1.0	-	541569948b16b65a1b904a7cc39513767126ab18
io.ktor	ktor-serialization-watchosarm32	3.1.0	3.1.0-kdoc	541569948b16b65a1b904a7cc39513767126ab18
io.ktor	ktor-serialization-watchosarm32	3.1.0	3.1.0-metadata	82e66edae5e1853d8f807b4f593c30190aa10f96
io.ktor	ktor-serialization-watchosarm32	3.1.1	-	13febf37c908174264301a488702a8d50dc46ffc
io.ktor	ktor-serialization-watchosarm32	3.1.1	3.1.1-kdoc	13febf37c908174264301a488702a8d50dc46ffc
io.ktor	ktor-serialization-watchosarm32	3.1.1	3.1.1-metadata	02d7cff904050e7da0060aedd56a0f1c23ec8aba
io.ktor	ktor-serialization-watchosarm32	3.1.2	-	f22d34df8cedce1d674308283698c9d454aa54dc
io.ktor	ktor-serialization-watchosarm32	3.1.2	3.1.2-kdoc	f22d34df8cedce1d674308283698c9d454aa54dc
io.ktor	ktor-serialization-watchosarm32	3.1.2	3.1.2-metadata	d4164cd6edefc66bd213d04a86be1b89f56dcdc1
io.ktor	ktor-server-cio-kotlinMultiplatform	1.3.2-1.4.0-rc	-	801889354c1acf0854c65c7418fc316ba20813f7
