ch.epfl.scala	case-app_sjs0.6_2.12	1.2.0-faster-compile-time		54ca25f6ec7ffb2a979dcc4bcdeb5740479ede3b
cn.com.antcloud.api	antcloud-api-provider-bot	1.11.47		46d127f7935ef40db74693cb91f8576bd4edd215
cn.com.antcloud.api	antcloud-api-provider-bot	1.11.48		719b5067ec70e42306a120caea0773d3e4cd9e14
cn.com.antcloud.api	antcloud-api-provider-bot	1.11.7		178bc1480f6d23550adb8b26630b7798f2fa5072
cn.com.antcloud.api	antcloud-api-provider-bot	1.12.15		88918fee5fa7b719380ed937cb9caef4e2528ac4
cn.com.antcloud.api	antcloud-api-provider-bot	1.12.23		ec129a2d1d4c05f33ec49d47799b88c7169f9831
cn.com.antcloud.api	antcloud-api-provider-bot	1.12.24		373c0ac146788a74506f170855f51cf7706fe418
cn.com.antcloud.api	antcloud-api-provider-bot	1.2.3		0b594fe08256bc24c1bf26dc4f62a180bdc408c7
cn.com.antcloud.api	antcloud-api-provider-bot	1.2.7		fc546995ff86ebff48848097704171bb6961d026
cn.com.antcloud.api	antcloud-api-provider-bot	1.3.11		1bbe60aec13178b2648be0678d2e8e45b77fc920
cn.com.antcloud.api	antcloud-api-provider-bot	1.3.14		616d3446efe398b9339117b1ef40d2f8aa53f5a3
cn.com.antcloud.api	antcloud-api-provider-bot	1.3.15		3411f4d270041208519e7cfa11627b6a12b9fb21
cn.com.antcloud.api	antcloud-api-provider-bot	1.3.16		b8f38eb67bb01a2db35766d14df217471e189e34
cn.com.antcloud.api	antcloud-api-provider-bot	1.3.3		d395caf15d67fbe20897de52dc50e52c971fdfe3
cn.com.antcloud.api	antcloud-api-provider-bot	1.3.4		e203e7cd4a74498f093198e28c383605e97bfb33
cn.com.antcloud.api	antcloud-api-provider-bot	1.3.5		c9716252cbaab1c22fceb6fc2d2552256212fe90
cn.com.antcloud.api	antcloud-api-provider-bot	1.3.7		e5e02eeed6aedb5df26cf3f9ddc88eb7a96143d3
cn.com.antcloud.api	antcloud-api-provider-bot	1.5.1		0203b174433f47032e06dc13a9e25de64795871f
cn.com.antcloud.api	antcloud-api-provider-bot	1.5.10		c506bd5b66eba8f17521bfa793af2127ddc4ebf5
cn.com.antcloud.api	antcloud-api-provider-bot	1.5.12		4d2c5a911f3ee8035ffce49a66f30c2947a7f5d6
cn.com.antcloud.api	antcloud-api-provider-bot	1.5.13		003dcc3e9f1c092a2c3a648511111a13f90cf45d
cn.com.antcloud.api	antcloud-api-provider-bot	1.5.15		792d5e697e3210bdc932520aa1923f8dda159450
cn.com.antcloud.api	antcloud-api-provider-bot	1.5.16		b44e795df1d9a21fe5ba3815c59a1f8bed9c26f5
cn.com.antcloud.api	antcloud-api-provider-bot	1.5.18		a8677165e087a351ab2c398060bb644ad8038a0f
cn.com.antcloud.api	antcloud-api-provider-bot	1.5.2		7b1dd26505a4e982d811c3bdfa53d4de56d36028
cn.com.antcloud.api	antcloud-api-provider-bot	1.5.21		44673e65f20cc8cdd45a8d8b408d5d4a86c61b06
cn.com.antcloud.api	antcloud-api-provider-bot	1.5.22		7398c93c4a7813d8739944de3eacaf52dc76b38e
cn.com.antcloud.api	antcloud-api-provider-bot	1.5.25		1b6583841dda768241b484af4088cbf92778ab42
cn.com.antcloud.api	antcloud-api-provider-bot	1.5.26		62a659acedf70911256bd208a2439038d9323c13
cn.com.antcloud.api	antcloud-api-provider-bot	1.5.4		b0dad63d4336878dc1b62dd895dacda0a338ddd2
cn.com.antcloud.api	antcloud-api-provider-bot	1.5.7		3224a07859cd9d3b7663c5f257202495de22f4be
cn.com.antcloud.api	antcloud-api-provider-bot	1.5.9		05a0859af859ee355247c211ed7149febb0c810c
cn.com.antcloud.api	antcloud-api-provider-bot	1.6.106		7f533c79e02105ef3fb95f198b6375d3c1416f1c
cn.com.antcloud.api	antcloud-api-provider-bot	1.6.114		96b5f72bed6bc13537480b080fab65ab276f226a
cn.com.antcloud.api	antcloud-api-provider-bot	1.6.115		f836eed0bc21ff1078baa8823e5124e1482ca5bc
cn.com.antcloud.api	antcloud-api-provider-bot	1.6.116		e10bb459d6a859a09ddcafa8f17fd14d449e17c8
cn.com.antcloud.api	antcloud-api-provider-bot	1.6.118		1215e22567d6859841ea3bb0fccb19e86aa7bee1
cn.com.antcloud.api	antcloud-api-provider-bot	1.6.13		70214fe31ab267cb7c0d6e878afcb195ad1b719b
cn.com.antcloud.api	antcloud-api-provider-bot	1.6.21		9fc220eab0153ae5085985e8fca2caa6c3f7c830
cn.com.antcloud.api	antcloud-api-provider-bot	1.6.35		37a0ca673c1c6b0511673c24a754c85055b306da
cn.com.antcloud.api	antcloud-api-provider-bot	1.6.48		8e1b1b8689b93f5cdd4bb7adfdec444eb258ee3d
cn.com.antcloud.api	antcloud-api-provider-bot	1.6.49		b76c73bb3a40645106c9765871e18f8df79d7efa
cn.com.antcloud.api	antcloud-api-provider-bot	1.6.53		915a5ff8afff934910f7840373c44bcbb743ced7
cn.com.antcloud.api	antcloud-api-provider-bot	1.6.54		66243baac10f738df5082c8643f28bfaec12babc
cn.com.antcloud.api	antcloud-api-provider-bot	1.6.60		ef94bb7a88c08891655b936ae0bc4bbade1f6486
cn.com.antcloud.api	antcloud-api-provider-bot	1.6.66		188c5a5585cefe2695aff7252be60b61681ed767
cn.com.antcloud.api	antcloud-api-provider-bot	1.6.72		a47ad49d82c03610c56de01c1081491a517edef2
cn.com.antcloud.api	antcloud-api-provider-bot	1.6.73		93fad9ffc3baa7862be8ecf4941e047e3852c6ff
cn.com.antcloud.api	antcloud-api-provider-bot	1.6.75		bf84ef74e951972f209170d8fba40928516f60c8
cn.com.antcloud.api	antcloud-api-provider-bot	1.6.86		acb3e886a9b55c61d9e3c77f6705bf3edf2f78c9
cn.com.antcloud.api	antcloud-api-provider-bot	1.7.13		0a066001e43523742277fbdb6bf483a3e70e9451
cn.com.antcloud.api	antcloud-api-provider-bot	1.7.18		540bd8bf78796352611bccc4adb0db3c4fe497f8
cn.com.antcloud.api	antcloud-api-provider-bot	1.7.19		63d5410347ce830ac148a6ec0a912d0014673841
cn.com.antcloud.api	antcloud-api-provider-bot	1.7.24		995f2fa280bab742a7ccd9c80f91ec526c4c81dc
cn.com.antcloud.api	antcloud-api-provider-bot	1.7.26		5569c7c2b9d4e92225e407461d9a4fc5a319452d
cn.com.antcloud.api	antcloud-api-provider-bot	1.7.27		a8b1dd31f4d92301038fb69ee4a197e728aeefe9
cn.com.antcloud.api	antcloud-api-provider-bot	1.7.34		00aad7e12829dd15468070740c69ec4e507c4ac9
cn.com.antcloud.api	antcloud-api-provider-bot	1.7.43		2d37a7b58f24c235f20d6952086387aaed2966c1
cn.com.antcloud.api	antcloud-api-provider-bot	1.7.94		8cef0de22329e9e7335cb8ad182ff1f2bca16699
cn.com.antcloud.api	antcloud-api-provider-bot	1.8.103		a56ce326996b954e5cfdfbac1e4b9a89940d1dc5
cn.com.antcloud.api	antcloud-api-provider-bot	1.8.104		b59c919eb546e133eefdecf7f2a18e583c9bfa7a
cn.com.antcloud.api	antcloud-api-provider-bot	1.8.19		a11f021d363c702bbdf2ff3998ae43c6afe44654
cn.com.antcloud.api	antcloud-api-provider-bot	1.8.4		d866db581449308be99a589db17ccc13fad57033
cn.com.antcloud.api	antcloud-api-provider-bot	1.8.56		7ac024a6eba029c1a3f8e22ffd04c849c468e059
cn.com.antcloud.api	antcloud-api-provider-bot	1.8.7		8a45e2b967e934df8f1a0eb14e208115ef99b668
cn.com.antcloud.api	antcloud-api-provider-bot	1.8.70		27c0a9f7410d52712825cc33c5c37db38eede8cb
cn.com.antcloud.api	antcloud-api-provider-bot	1.8.76		9857d47fe5d94bfd22fbb86c9dc34b58f1c45148
cn.com.antcloud.api	antcloud-api-provider-bot	1.8.83		4a6d6b4e88a9e6d49ca19d54260a3018a9e1e95d
cn.com.antcloud.api	antcloud-api-provider-bot	1.8.90		35cbfb22f59baadb4d3b588780500784f846cdd5
cn.com.antcloud.api	antcloud-api-provider-bot	1.8.94		e3fc799e72eb832a1369891d671480529b762ea1
cn.com.antcloud.api	antcloud-api-provider-bot	1.8.95		71e7f9a8be8948700388c7dcaaa0b96e4f602dcd
cn.com.antcloud.api	antcloud-api-provider-bot	1.9.1		a6dc26762ca9d175b982a5738aa1924133dc30db
cn.hll520.linclient	BilibiliClient	1.0.2		dba89790e549c9019e2d7c7131adafdd61413e4a
cn.hll520.linclient	BilibiliClient	1.0.4-bate		d29accd64f594ef1ca57d2a03d62216dd65d2a17
cn.hll520.linclient	BilibiliClient	1.0.5-bate		587c666946a9027bc0d1de976b4878b4a42d1316
cn.hll520.linclient	BilibiliClient	1.0.6		d0a3f6a2fe65fa4bd87171049e0c3f5ab8a6c3c5
cn.moltres.android	auth_qq	0.1.0		N/A
cn.moltres.android	auth_qq	0.2.0		N/A
cn.moltres.android	auth_qq	0.3.0		N/A
cn.moltres.android	auth_qq	0.4.0		N/A
cn.moltres.android	auth_qq	0.5.0		N/A
cn.moltres.android	auth_qq	0.6.0		N/A
cn.moltres.android	auth_qq	0.7.0		N/A
cn.moltres.android	auth_qq	0.8.0		N/A
cn.moltres.android	auth_qq	0.9.0		N/A
cn.moltres.android	auth_qq	0.9.1		N/A
cn.moltres.android	auth_qq	0.9.2		N/A
cn.moltres.android	auth_qq	0.9.4		N/A
cn.moltres.android	auth_qq	0.9.6		N/A
cn.moltres.android	auth_qq	0.9.7		N/A
cn.moltres.android	auth_qq	0.9.8		N/A
cn.moltres.android	auth_qq	0.9.9		N/A
cn.moltres.android	auth_qq	1.0.1		N/A
cn.moltres.android	auth_qq	1.0.2		N/A
cn.moltres.android	auth_qq	1.0.3		N/A
cn.moltres.android	auth_qq	1.0.8		N/A
cn.moltres.android	auth_qq	1.1.0		N/A
cn.moltres.android	auth_qq	1.1.5		N/A
com.alpinenow	plugin-spark	0.9.9.12		3bdd4e978aa49c553963b94f0a9fe7fe629b4157
com.alpinenow	plugin-spark	0.9.9.13		cba1cb6b05c49de240c64959d91ebcea56d99670
com.alpinenow	plugin-spark	0.9.9.14		4ead56df1e385487a0d9bddc16ebd09763e6483d
com.alpinenow	plugin-spark	0.9.9.19		a5dce2d9d352fb1e757a448b22fcee5ed9233615
com.alpinenow	plugin-spark	1.0		c56a800371d4daeba963e1e8da718e499162b57b
com.alpinenow	plugin-spark	1.1		bde7c53fba7293ccc1d58de7f6c8edb38dff4c76
com.alpinenow	plugin-spark	1.10		4951f59f3e71a70981d577c2e118f0c7fa5dda55
com.alpinenow	plugin-spark	1.10-beta		524785c087eeefb828ef929792d29fc9b8bc8878
com.alpinenow	plugin-spark	1.11		db44eb590cd84f4632fd217c803ec1f8008ef408
com.alpinenow	plugin-spark	1.2		6e46292f42ff991fcb5b15311efa86f1fbe417b8
com.alpinenow	plugin-spark	1.2.1		f95dcae94c9ab1e792f28cc634720603f5d2130a
com.alpinenow	plugin-spark	1.3		568da839e13110ebb2b5d21f73aa04e72124afe3
com.alpinenow	plugin-spark	1.4		e2f0f1f8a7801169c06a0cb9e6ab8b470f6663c5
com.alpinenow	plugin-spark	1.4.1		f01a51bbf34886c8bde60c7c01d2f839d7b82633
com.alpinenow	plugin-spark	1.4.2		17eed7c53e1245dc808f5bfc2c3b463baa9f8df4
com.alpinenow	plugin-spark	1.5		980913d0269a5ba1756705c62d1cef24d6f7c3ba
com.alpinenow	plugin-spark	1.5-alpha		625f5f07c7d238407500835c5e699872443d1c96
com.alpinenow	plugin-spark	1.5-alpha-1		6c2589a2dd71f1959abc7a1fca9b4c09108af1ac
com.alpinenow	plugin-spark	1.5-beta		c58f6ef37b0175da455fe34718f3753778d65cd2
com.alpinenow	plugin-spark	1.5-beta-1		d1432b1fea2bd2a9a929369b1c15711b9cc0a045
com.alpinenow	plugin-spark	1.5.1		55811c2ce1ff8e252b88e6b7addc1e51fa283ebc
com.alpinenow	plugin-spark	1.6		af954cc608a53537e85a61345ddc39c1c8badef9
com.alpinenow	plugin-spark	1.6-alpha		307087dfb175ae27d57ab13b425b8b0e251c943d
com.alpinenow	plugin-spark	1.6-alpha-1		19e55c3e72f55182d72708b04e44d7fd8139e016
com.alpinenow	plugin-spark	1.6-alpha-2		d64f8e15364e5ed68f5dce30309fed76d022f649
com.alpinenow	plugin-spark	1.6-beta		8c70464866f00c4ff79c0cf2d518ab99589b2a02
com.alpinenow	plugin-spark	1.6-beta-1		03e1ea24c66a07b3e7bab4e3d6980c705f7e2c82
com.alpinenow	plugin-spark	1.6-beta-2		a818ce76f2b3db39fcd356a508ebe1c2efb5d292
com.alpinenow	plugin-spark	1.7		e742cb002a61be25af128dc61aaf94f0b8f262cd
com.alpinenow	plugin-spark	1.7-alpha		9792dc47a707e4cc1e339b93daf41526a9e1c3ce
com.alpinenow	plugin-spark	1.7-alpha-1		b778785016223cde5b8f970c80a1f59309a7befe
com.alpinenow	plugin-spark	1.7-beta		070ce9e1c1ecf52f2b1cee514bf0479d03fc452c
com.alpinenow	plugin-spark	1.8		92a02569357f4c35fdb31503b6e72683243e0b87
com.alpinenow	plugin-spark	1.8-alpha		e6640e4a89f29b6183aae6ee169035cca1ca0017
com.alpinenow	plugin-spark	1.9		f7db23b77296ecb21351bcdfa3d0d42a7bc66805
com.alpinenow	plugin-spark	1.9-alpha		88eeb2623e0b8f725840bb5a6c756dd64a2744bf
com.alpinenow	plugin-spark	1.9-alpha-1		e83acf7995078b0b51bf84c45527bc42486eba9d
com.alpinenow	plugin-spark	1.9-alpha-2		70d22fd6c9e36fde9fa9b5f1d24a6c6a1b64998f
com.alpinenow	plugin-spark	1.9-beta		f58e4f769969fe1636f5c52d47149cfc90abec13
com.alpinenow	plugin-spark	1.9-beta-1		3dd581a3c15742ac8faa5fab80f80cbdc10cd028
com.blazebit	blaze-persistence-integration-deltaspike-data-impl-1.7	1.2.0		97f0dec668226074e75a26b721f947e6cf1e0435
com.blazebit	blaze-persistence-integration-deltaspike-data-impl-1.7	1.2.0	module	e6f2e7370adb7d83f5502525e207f9dcb2dd6929
com.blazebit	blaze-persistence-integration-deltaspike-data-impl-1.7	1.2.0-Alpha5		817d64d230d4a232de92ba5ae85efc7313994780
com.blazebit	blaze-persistence-integration-deltaspike-data-impl-1.7	1.2.0-Alpha6		ff4acc14a6f5eada38fb2be5dd700715d447c0c2
com.blazebit	blaze-persistence-integration-deltaspike-data-impl-1.7	1.2.0-RC1		a05e6bd6e4b33018bbd8bb9efb06fbaa66743e7d
com.blazebit	blaze-persistence-integration-deltaspike-data-impl-1.7	1.2.0-RC1	module	0852a911759df6f90c0eee4f7b4c950b75c5477f
com.blazebit	blaze-persistence-integration-deltaspike-data-impl-1.7	1.2.1		67d241e03af4d6963b0a32710c897dfe4f1038a4
com.blazebit	blaze-persistence-integration-deltaspike-data-impl-1.7	1.2.1	module	a50cbf35ab3279a6ab49cc3bea69e269d2db97cc
com.blazebit	blaze-persistence-integration-deltaspike-data-impl-1.7	1.3.0		f45313c830c1b6bdb56fce20ae4061c3b0650fd9
com.blazebit	blaze-persistence-integration-deltaspike-data-impl-1.7	1.3.0	module	036fff115faec1b130b518d5a757426a52db031f
com.blazebit	blaze-persistence-integration-deltaspike-data-impl-1.7	1.3.0-Alpha1		83f50152e725a2796d92c49d871a36646c2e3fc3
com.blazebit	blaze-persistence-integration-deltaspike-data-impl-1.7	1.3.0-Alpha1	module	259758a845f093f39cb60503f44d4f069f6b1684
com.blazebit	blaze-persistence-integration-deltaspike-data-impl-1.7	1.3.0-Alpha2		e802d3aa38d24e7807bc03c5cc5bbba019165297
com.blazebit	blaze-persistence-integration-deltaspike-data-impl-1.7	1.3.0-Alpha2	module	a759082ea8935fb7c34dfb0f68cd8ed501d36275
com.blazebit	blaze-persistence-integration-deltaspike-data-impl-1.7	1.3.0-Alpha3		50fdd68fc5cc1c3ea5c1083fa41779589ed0583a
com.blazebit	blaze-persistence-integration-deltaspike-data-impl-1.7	1.3.0-Alpha3	module	d1d1ba9b841ae74da2500e7e624e0bfd67538faa
com.blazebit	blaze-persistence-integration-deltaspike-data-impl-1.7	1.3.1		77721a4fafc85031b4c1a955fdc3bf470baa0f27
com.blazebit	blaze-persistence-integration-deltaspike-data-impl-1.7	1.3.1	module	3ab8b0686afef7ae26f1afb0c80e4263b696810d
com.blazebit	blaze-persistence-integration-deltaspike-data-impl-1.7	1.3.2		83b4676d21c50595adc51cd121dcb6f3b8932a62
com.blazebit	blaze-persistence-integration-deltaspike-data-impl-1.7	1.3.2	module	ac08c478b2ab15710c8dba1adfadde2ab8491953
com.blazebit	blaze-persistence-integration-deltaspike-data-impl-1.7	1.4.0		724650b681ce27707d6b6286a77e4da077dc584e
com.blazebit	blaze-persistence-integration-deltaspike-data-impl-1.7	1.4.0-Alpha1		83c741e258fdcf11bc800153c47c4d4ca42c8709
com.blazebit	blaze-persistence-integration-deltaspike-data-impl-1.7	1.4.0-Alpha1	module	e8109390c0d15fdf92dfd3da7b64003d0e11d52e
com.blazebit	blaze-persistence-integration-deltaspike-data-impl-1.7	1.4.0-Alpha2		ea71ac4c590bb8c81807cb2741085cabc077e3a2
com.blazebit	blaze-persistence-integration-deltaspike-data-impl-1.7	1.4.0-Alpha3		b8d78a058f4bac83e0cfd14359c7d3c6b44d2b1e
com.blazebit	blaze-persistence-integration-deltaspike-data-impl-1.7	1.4.0-Alpha4		36681402189a965038265a4ae76b00acf49b38ea
com.blazebit	blaze-persistence-integration-deltaspike-data-impl-1.7	1.4.1		95718c208650492680250e895bd9e53b2c1d7a7d
com.blazebit	blaze-persistence-integration-deltaspike-data-impl-1.7	1.5.0		70ed58af9198912f3577bbc6f3d468d333bdc410
com.blazebit	blaze-persistence-integration-deltaspike-data-impl-1.7	1.5.0-Alpha1		d943731843410a39bcf7e21ad0525b26ed65be60
com.blazebit	blaze-persistence-integration-deltaspike-data-impl-1.7	1.5.0-Alpha2		00bf423a09a82c22c72768a5bacfb867959d17e4
com.blazebit	blaze-persistence-integration-deltaspike-data-impl-1.7	1.5.0-Alpha3		0623a24758ec98508075f2b38d8482ef7aadb9c0
com.blazebit	blaze-persistence-integration-deltaspike-data-impl-1.7	1.5.0-Alpha4		d7578a40e168efac4c6a16334b97fd48899cbd26
com.blazebit	blaze-persistence-integration-deltaspike-data-impl-1.7	1.5.0-Alpha5		c74a076bcb26c06943792c016b5cc7f12f949a9a
com.blazebit	blaze-persistence-integration-deltaspike-data-impl-1.7	1.5.1		830b520ed0a3a0cc3fd8ffbbb02e412b97f18f77
com.blazebit	blaze-persistence-integration-deltaspike-data-impl-1.7	1.6.0		c6c832674558ce8b479970d0f09c81ffac826836
com.blazebit	blaze-persistence-integration-deltaspike-data-impl-1.7	1.6.0-Alpha1		fd953c5e9dc5abceb56444c02afad3adbbf51aa2
com.blazebit	blaze-persistence-integration-deltaspike-data-impl-1.7	1.6.0-Alpha2		cb17fec639f345310b8747599719c72441fd2542
com.blazebit	blaze-persistence-integration-deltaspike-data-impl-1.7	1.6.1		bc00dcef904c5f54d6a490c3ae702634d6e6ba86
com.blazebit	blaze-persistence-integration-deltaspike-data-impl-1.7	1.6.10		e755985ded00decf4531661eeb96a40021356cbb
com.blazebit	blaze-persistence-integration-deltaspike-data-impl-1.7	1.6.11		bdcf6aeca050eedb19102b52076cbb6bb8686bbb
com.blazebit	blaze-persistence-integration-deltaspike-data-impl-1.7	1.6.12		5e18d0076b6a212fb2f32996de0b0c8bce73936d
com.blazebit	blaze-persistence-integration-deltaspike-data-impl-1.7	1.6.13		1382194804b5651a5bb9fda68d1f78464a93e7a7
com.blazebit	blaze-persistence-integration-deltaspike-data-impl-1.7	1.6.14		d7493983ea1a2b9d313a05803e78ae23804ae283
com.blazebit	blaze-persistence-integration-deltaspike-data-impl-1.7	1.6.15		39dc850911a80d64feed852c6baf1bc80203b0bf
com.blazebit	blaze-persistence-integration-deltaspike-data-impl-1.7	1.6.2		a054758477d86e1b491302985e3284d0486ccdba
com.blazebit	blaze-persistence-integration-deltaspike-data-impl-1.7	1.6.3		4d0575ddf36d78b1d4d3313136392915a38df85d
com.blazebit	blaze-persistence-integration-deltaspike-data-impl-1.7	1.6.4		0c8f39eb971ab88f97d1aed7e3fe44f30a9fe2bd
com.blazebit	blaze-persistence-integration-deltaspike-data-impl-1.7	1.6.5		f2ce127981458929c08a03ce2e650f5b7181aa6f
com.blazebit	blaze-persistence-integration-deltaspike-data-impl-1.7	1.6.6		5350bba670d87e90a9024db131852410d3819603
com.blazebit	blaze-persistence-integration-deltaspike-data-impl-1.7	1.6.7		dcfefd52a209b32f010819b5c3fbd5348a5f0034
com.blazebit	blaze-persistence-integration-deltaspike-data-impl-1.7	1.6.8		bdec1be1ed0e6c4cf2e18a707cacd496e00cee00
com.blazebit	blaze-persistence-integration-deltaspike-data-impl-1.7	1.6.9		ca1d88399ece1c1f26aee2b0c0054e12a44c3444
com.cedarsoft.commons.db	genericdaotest	1.4.0		e2ab9c1b1e8baba0b98adda167fb8189dde27f95
com.cedarsoft.commons.db	genericdaotest	1.4.1		8548952733f3e1cb558a3ae7e98f0139a4b95015
com.cedarsoft.commons.db	genericdaotest	1.4.2		abf8785a4c75b90d77d83e3c2ea967c1c38e4cf9
com.cedarsoft.commons.db	genericdaotest	1.4.3		b6eac786abcd44844621c9caee99251d53513279
com.cedarsoft.commons.db	genericdaotest	1.5.0		5ba88049209173a9744466d65be6d73fc18f1257
com.cedarsoft.commons.db	genericdaotest	1.5.1		fad0833f08023839bf6224b1d033562ee6183521
com.cedarsoft.commons.db	genericdaotest	1.6.1		e84a562f18db147bce863e83a0ed548deede349f
com.cedarsoft.commons.db	genericdaotest	1.6.2		f8872b6276c4fc8c1c6801df673ab0d90a78be97
com.cedarsoft.commons.db	genericdaotest	1.6.3		f8d73c0d280556f3538509db7cf996855e32107e
com.dwolla	async-utils-twitter-22.7.0_2.13	1.1.0		b3639eaddf77fbb66dec1357e56a3e7db002caf9
com.dwolla	async-utils-twitter-22.7.0_2.13	1.1.1		6ee166028d4e2a4f1f5ce4d0597797be7342ddf3
com.dwolla	async-utils-twitter-22.7.0_2.13	1.1.2		9a891bd736589dfdcb2d322d43c4bd0d0df9004c
com.dwolla	async-utils-twitter-22.7.0_2.13	1.2.0		b25421d8646a093c8e4836f38614a0cf12d49a3d
com.github.flussig	dacdoc-core	0.0.10		175cc99c29c0742b6bf03fb7e7bb8f8e8887660e
com.github.flussig	dacdoc-core	0.0.2		4d2c95eaf3c2419b1b41b7b0dab2585fba95844c
com.github.flussig	dacdoc-core	0.0.3		ce05dde37feaf7b01b6ae3df369a0e0e429bc5d7
com.github.flussig	dacdoc-core	0.0.4		f7a258486dcfb80b577ea6ea096e2abde38ea8f4
com.github.flussig	dacdoc-core	0.0.5		47207a1174e4e42fef452b284240e694c36dc7ad
com.github.flussig	dacdoc-core	0.0.6		7d34f75868f7f33cc0f643c630d083aa5c0cc82e
com.github.flussig	dacdoc-core	0.0.7		acffa78728bf9a35646ae2c3d52d8bedb4195d05
com.github.flussig	dacdoc-core	0.0.8		f51680c485b71a30d3e61000fae2c91a4cde3865
com.github.flussig	dacdoc-core	0.0.9		66b60f8f91bf6616784d41db3b6862573a89f50c
com.github.life-lab	common-utils	0.0.1-RELEASE		a22f43bca6d9dd68ef77106a5c3f474ea3c15002
com.github.life-lab	common-utils	0.0.11-RELEASE		67a4d4b550c7f90615b6cfd4711bbec3a1e96049
com.github.life-lab	common-utils	0.0.12.RELEASE		db009b640874ddc4f9f64a1e5c8d886236d568bd
com.github.life-lab	common-utils	0.0.2-RELEASE		872d9e6dd56adc7de39be657f3009fd28c588ecc
com.github.life-lab	common-utils	0.0.3		65434800262121df3e35f5f5789abfd7536a45ac
com.github.life-lab	common-utils	0.0.5-RELEASE		641eba15626ea203114970ebff53770dca1ade84
com.github.life-lab	common-utils	0.0.6-RELEASE		8effc65387248e50789b7567fb4f0a6d6eef9d42
com.github.life-lab	common-utils	0.0.7-RELEASE		1d28a69d3742500915371e674a755721f623dc48
com.github.life-lab	common-utils	0.0.8-RELEASE		09da21bbe7dbbf1a7945c61e57be79026b7415d7
com.github.life-lab	common-utils	0.0.9-RELEASE		e23ec5eeff2bec32e3c13a094f0b37721380f8de
com.github.sparkmuse	wiremock-junit-jupiter	1.1.12		6e204360ea3aafe4931e84538ebfb6c31e93ff9c
com.github.sparkmuse	wiremock-junit-jupiter	1.1.13		fc147d475614bc361473de873b749c0e8392a879
com.github.sparkmuse	wiremock-junit-jupiter	1.1.15		5ffb5797845bdb6bafc066260865dcc62d9b155e
com.github.sparkmuse	wiremock-junit-jupiter	1.1.18		8c457bd2bdbaa9a6e5f0d90da6fec62ca77c3fb3
