biz.cgta	cenum-sjs_sjs0.5_2.11	0.2.1		c57b97c60f44d6e1e9f9907623384a8cf6936d1e
com.amazonaws	aws-java-sdk-tnb	1.12.660		3fe8b28642b3f94466e251a7ac5e0a7ed136b273
com.amazonaws	aws-java-sdk-tnb	1.12.661		bf7f4f540d691cc2900903bb374f64985ca629a9
com.amazonaws	aws-java-sdk-tnb	1.12.662		aa7a8ea27e3606131174fe4f63b82814dffad812
com.amazonaws	aws-java-sdk-tnb	1.12.663		5f3cb6f481168816978df3b82060715d92bb390b
com.amazonaws	aws-java-sdk-tnb	1.12.664		1d223287bea34159f563207b5b6c2525377c4328
com.amazonaws	aws-java-sdk-tnb	1.12.665		1b8b66612b9594ed8f4d618c2b84500e1359da0a
com.amazonaws	aws-java-sdk-tnb	1.12.666		31914186259873e8fc4ff5b4940cb79f7d08ea3b
com.amazonaws	aws-java-sdk-tnb	1.12.667		57ee9f0ec6db67859017b503925da4cb398f9ce9
com.amazonaws	aws-java-sdk-tnb	1.12.668		d0c4f2198f1d78bee7b8a4d485e3a0a94bda0f05
com.amazonaws	aws-java-sdk-tnb	1.12.669		6d707bb6fdf5e3171cb08df5715699529f7c466e
com.amazonaws	aws-java-sdk-tnb	1.12.670		8d290d45626ca926935bfcc53c9e1e0e5b0815ab
com.amazonaws	aws-java-sdk-tnb	1.12.671		27190cc25204a33d65478c414c39178b3e2215cc
com.amazonaws	aws-java-sdk-tnb	1.12.672		78b37fa2b8ba47741b57c4cf14718f3f11fc1d50
com.amazonaws	aws-java-sdk-tnb	1.12.673		77f0f3d621eb09a0aafa31e692319f8770bb2e9e
com.amazonaws	aws-java-sdk-tnb	1.12.674		2461c117f6660e25a67d9aca022632ce8d4a7ae4
com.amazonaws	aws-java-sdk-tnb	1.12.675		cf23df3f10ac2d47c181bbb707e3d9828deee0ee
com.amazonaws	aws-java-sdk-tnb	1.12.676		369d4b53073abe8c1bdad096918c3fa8f494d227
com.amazonaws	aws-java-sdk-tnb	1.12.677		7acfd55328ba0f8705ff47b7fefd7055b235d080
com.amazonaws	aws-java-sdk-tnb	1.12.678		abf7b5427a67e17406332b00251fca38cc13288c
com.amazonaws	aws-java-sdk-tnb	1.12.679		11aeb876c6fdb951f621557602fc719bc54f6281
com.amazonaws	aws-java-sdk-tnb	1.12.680		65a8315ef9a4f429e1879c7fcb122706605845be
com.amazonaws	aws-java-sdk-tnb	1.12.681		b6df90848a223728c7402ed61bc42e702e4709b3
com.amazonaws	aws-java-sdk-tnb	1.12.682		32285293a5b826c052367f36e047562c08b4d9cb
com.amazonaws	aws-java-sdk-tnb	1.12.683		5b254083d83af6e626a01d5512fe332cb975f38e
com.amazonaws	aws-java-sdk-tnb	1.12.684		0ffe597b0d646e34e8605acbd58847f750676b2a
com.amazonaws	aws-java-sdk-tnb	1.12.685		7fdb1277b240454963cf08a35d243321a3af1664
com.amazonaws	aws-java-sdk-tnb	1.12.686		d5d9faedefd62d5c49b0f05aa869a147ddf82132
com.amazonaws	aws-java-sdk-tnb	1.12.687		d3c4747e4205f37aa53009fe88eaf890b3c13af6
com.amazonaws	aws-java-sdk-tnb	1.12.688		9065220d6fd739242b664301c6662e3942b90643
com.amazonaws	aws-java-sdk-tnb	1.12.689		4f597a1cd1d9164b40e85c1c67195845365a3427
com.amazonaws	aws-java-sdk-tnb	1.12.690		a892b7898ffa644c6bd8561705e5b4a5a2c7da5f
com.amazonaws	aws-java-sdk-tnb	1.12.691		4ee5ca1f6fce0a6b3f9bce86dc792126268c51c2
com.amazonaws	aws-java-sdk-tnb	1.12.692		ccac7ce0c673e400bf1ca4e8be4a0bdfda0399da
com.amazonaws	aws-java-sdk-tnb	1.12.693		3f75bf112a30b712b3615b5f11fb7f521d33ad40
com.amazonaws	aws-java-sdk-tnb	1.12.694		89216e8904f0abacde21d3c0c721022cef8364f3
com.amazonaws	aws-java-sdk-tnb	1.12.695		13444da61d076cd7ba1bc1adbf131110aa5442d3
com.amazonaws	aws-java-sdk-tnb	1.12.696		23dcd72771dc70d7cd80b3163bc4c05feacf762f
com.amazonaws	aws-java-sdk-tnb	1.12.697		06f3c288043ffaa8188e134887ec183d85551f25
com.amazonaws	aws-java-sdk-tnb	1.12.698		f71615f555dfcc5b131cc8cfb1b2b089e5a7784a
com.amazonaws	aws-java-sdk-tnb	1.12.699		e304ac1258757b9cbfbfce51a2003215f2901ea5
com.amazonaws	aws-java-sdk-tnb	1.12.700		1ebfae1e5937707a4fecd7f92130a896e09bf41a
com.amazonaws	aws-java-sdk-tnb	1.12.701		04f8d2b729db774945409de2c340a111bc5fa567
com.amazonaws	aws-java-sdk-tnb	1.12.702		fafe9a017b5d105657dc7abd191175d843a9c381
com.amazonaws	aws-java-sdk-tnb	1.12.703		8415b4efe0cfdc0c1bed72f95793f77c526bf156
com.amazonaws	aws-java-sdk-tnb	1.12.704		7a4089562ec50aaabe26166851ed16e838444d01
com.amazonaws	aws-java-sdk-tnb	1.12.705		ed2cd7de8a732108681834ce87f266604d9851d1
com.amazonaws	aws-java-sdk-tnb	1.12.706		953ae891d590cfeb643ee832dd1c00e8d5d50aa4
com.amazonaws	aws-java-sdk-tnb	1.12.707		d3730313f66a2da5da687ec4d2def46f518838bd
com.amazonaws	aws-java-sdk-tnb	1.12.708		379661b90d6cf3fc578453a3a85c1311149853fa
com.amazonaws	aws-java-sdk-tnb	1.12.709		9fd9a9e0c330b72cf2c09d6bbfc0c824628b11da
com.amazonaws	aws-java-sdk-tnb	1.12.710		745db6294d41a428f35859607a5cd91a129832af
com.amazonaws	aws-java-sdk-tnb	1.12.711		3ec306b98a3eda68720c5807afc8d5b302085f15
com.amazonaws	aws-java-sdk-tnb	1.12.712		ef44dd98aadac42688635eb5447f9829a17e0a83
com.amazonaws	aws-java-sdk-tnb	1.12.713		10899a32d3fd9b9ad52f64f91d5f703125addf36
com.amazonaws	aws-java-sdk-tnb	1.12.714		07721917e93e8d3b18931ccc893e91e707445199
com.amazonaws	aws-java-sdk-tnb	1.12.715		f61cf86c2e7d1c73d0eb5d41ff80170a4cd4a8c4
com.amazonaws	aws-java-sdk-tnb	1.12.716		a85ca8ab78b1eae0b154b6510ac77e97781a5f4e
com.amazonaws	aws-java-sdk-tnb	1.12.717		c87f8da2c6bdfb4263e6fb2428291749167ce0d0
com.amazonaws	aws-java-sdk-tnb	1.12.718		0b924334d9612f0f4828f6d7b13c3bb128d7dac8
com.amazonaws	aws-java-sdk-tnb	1.12.719		ab84453b3f52213ef74d2f00fef2dc2657ffe52d
com.amazonaws	aws-java-sdk-tnb	1.12.720		61999ba60774aea1820dd4bab3f7f7e410e6bc61
com.amazonaws	aws-java-sdk-tnb	1.12.721		47ad5f22d71e3ca7e9c8dafa20d4ab72cbf1942b
com.amazonaws	aws-java-sdk-tnb	1.12.722		29ddc8cb70b705a33611e56c71796be81f3c06df
com.amazonaws	aws-java-sdk-tnb	1.12.723		f53f4fb6ee1f734e674b94c6f4b6514aa0a54ca1
com.amazonaws	aws-java-sdk-tnb	1.12.724		a66cfabc8896b3af5db9825eae6461b005219f03
com.amazonaws	aws-java-sdk-tnb	1.12.725		dc40dd51b8fdea41dc22d012c0e79d1968593993
com.amazonaws	aws-java-sdk-tnb	1.12.726		b9bd64c2ddcd134753259a9cea9a1160173ad67b
com.amazonaws	aws-java-sdk-tnb	1.12.727		cd3856c33c8e71b77fcbe0ca64766206bb387e10
com.amazonaws	aws-java-sdk-tnb	1.12.728		084f31a8137b06cc14321ba8bc18078e70bdc5f5
com.amazonaws	aws-java-sdk-tnb	1.12.729		762668ea0029ae1392a0afee9bd049b6344f1b94
com.amazonaws	aws-java-sdk-tnb	1.12.730		703208fd11eb86f9feb170c6d35d8635cbb3e7ff
com.amazonaws	aws-java-sdk-tnb	1.12.731		8db1291b1a5e9fc747e55fee1669b2011c0d4839
com.amazonaws	aws-java-sdk-tnb	1.12.732		98d11b02c5a9f92fe571095c04af0e17672570f8
com.amazonaws	aws-java-sdk-tnb	1.12.733		071e6231dcc6a46662f69b5b3cfeee49d50e7ac9
com.amazonaws	aws-java-sdk-tnb	1.12.734		ada176854b1e999034a7aabbda205765fc2f9422
com.amazonaws	aws-java-sdk-tnb	1.12.735		25ee6f0f7cb142a7eb9ee3f63b233f1e272765a7
com.amazonaws	aws-java-sdk-tnb	1.12.736		756aa4842d7b0834c837f7ff564945667f1f6773
com.amazonaws	aws-java-sdk-tnb	1.12.737		e40bad70b7374c50a9e273117836dd1e841d5d92
com.amazonaws	aws-java-sdk-tnb	1.12.738		36b8110f406e9922540f5c19e9465bb2749af743
com.amazonaws	aws-java-sdk-tnb	1.12.739		5ed167f15b8093bb7fddef42b9c371a662c3b1f9
com.amazonaws	aws-java-sdk-tnb	1.12.740		d7096011fb0d074f235c1daae0558a8773189782
com.amazonaws	aws-java-sdk-tnb	1.12.741		1c866d965521e36ca5a48e4679c3556f284f5105
com.amazonaws	aws-java-sdk-tnb	1.12.742		6fd07d8b7d5baee609c1586a522b4b5d07a84fb9
com.amazonaws	aws-java-sdk-tnb	1.12.743		05fd458dccf2b4ee40bddff8975f6f126f268fb1
com.amazonaws	aws-java-sdk-tnb	1.12.744		7d81d1864c9c5b9e315ebf21753659b9ccb6f073
com.amazonaws	aws-java-sdk-tnb	1.12.745		0ceb490c9b2889bd827ce697127f4a5d1593a08f
com.amazonaws	aws-java-sdk-tnb	1.12.746		bf35d2a7f72ccb4976d0733cfc724ea3cf964154
com.amazonaws	aws-java-sdk-tnb	1.12.747		52b398699f45c587fdf47d1d8f86fd56722359d2
com.amazonaws	aws-java-sdk-tnb	1.12.748		497f8632a4b42db79229b12618217d675fba2562
com.amazonaws	aws-java-sdk-tnb	1.12.749		30f0a2104196ada3532e91d1f16a490f767e6b55
com.amazonaws	aws-java-sdk-tnb	1.12.750		d6ff44f47bce86194d7e13e69fdcb91345da8e19
com.amazonaws	aws-java-sdk-tnb	1.12.751		a56e24b7eb62f7345eb374079a6bb4cef3069edb
com.amazonaws	aws-java-sdk-tnb	1.12.752		8a1bc65e7a5b169a4b87a06fa45ad25203325060
com.amazonaws	aws-java-sdk-tnb	1.12.753		eac43bf766eae0c43350f2f98103389f9c904cab
com.amazonaws	aws-java-sdk-tnb	1.12.754		24817c44c0af6d28748cc713734cd342ca1296fe
com.amazonaws	aws-java-sdk-tnb	1.12.755		9e2f8705968bb0921907ce66923d72f8122f7430
com.amazonaws	aws-java-sdk-tnb	1.12.756		e81887a186168db55c1787e6ee0f4b13a5610264
com.amazonaws	aws-java-sdk-tnb	1.12.757		08aeb244a25bca94a5be7edf1ccf7277f69c780c
com.amazonaws	aws-java-sdk-tnb	1.12.758		ae0395fdeae34e10ec135a7433c725283410258f
com.amazonaws	aws-java-sdk-tnb	1.12.759		b24aebf0f3b26621210a34f8aebfd2bccabb4574
com.amazonaws	aws-java-sdk-tnb	1.12.760		9fdbe6946d9c1fddba7edbfaf955015861cd56af
com.amazonaws	aws-java-sdk-tnb	1.12.761		b0b736f96d3141cf42a0d9156ed24c721cca22df
com.amazonaws	aws-java-sdk-tnb	1.12.762		664e0f21ac1d76f0a553dbc2ca028fe5ecc91e6b
com.amazonaws	aws-java-sdk-tnb	1.12.763		756168d01a125d45b460f21ce710a43b1e9f6b6a
com.amazonaws	aws-java-sdk-tnb	1.12.764		0bcfd7ce3d845c83fde24ea1680ef5a5748e1880
com.amazonaws	aws-java-sdk-tnb	1.12.765		265b13cf3b37bfb81f02a1cf3c400915739546c5
com.amazonaws	aws-java-sdk-tnb	1.12.766		16fd0bb85d6ab27b2da4f1dc91eaaac19f93d016
com.amazonaws	aws-java-sdk-tnb	1.12.767		edde4bf38138cbea6b74f599297bee6522ff6183
com.amazonaws	aws-java-sdk-tnb	1.12.768		542e372676c388cad943c01182998368664dc953
com.amazonaws	aws-java-sdk-tnb	1.12.769		0765640bcfdd28f3d212a2b85ad218f4a277d26a
com.amazonaws	aws-java-sdk-tnb	1.12.770		43b8742f7ddf8f53e91c374861ff0945ae82fea0
com.amazonaws	aws-java-sdk-tnb	1.12.771		0d396574defeb5da9f7e67c3bb581ec1b978326f
com.amazonaws	aws-java-sdk-tnb	1.12.772		e737c962a1df58d84fe9df6b77f399cb1c0369ad
com.amazonaws	aws-java-sdk-tnb	1.12.773		2e754a18f38dbc1be8b6d3f85a5929c30cbd7769
com.amazonaws	aws-java-sdk-tnb	1.12.774		a170cf15d25a549c09e6cf1e0f2b45dbbb3d78c0
com.amazonaws	aws-java-sdk-tnb	1.12.775		44b015935758d5acf325c6e3b3bc64703444fbba
com.amazonaws	aws-java-sdk-tnb	1.12.776		2620534bb0fa4cadeb0920489b9d1557590ece32
com.amazonaws	aws-java-sdk-tnb	1.12.777		50617aa1d5a9cc22e278a7ef3a29c7d39ee11949
com.amazonaws	aws-java-sdk-tnb	1.12.778		335e701a3a56687f612f82dfc4854fefcf5982f6
com.amazonaws	aws-java-sdk-tnb	1.12.779		7718f68cd9bb94f33bc5c07bcae6043537db5459
com.amazonaws	aws-java-sdk-tnb	1.12.780		dc61a30a94a6e1ba54d22b011ae9e82bc8f5331a
com.amazonaws	aws-java-sdk-tnb	1.12.781		c9a24f31126cd5e0f03caa62e73e9eff47e5a6f2
com.amazonaws	aws-java-sdk-tnb	1.12.782		01f19998aa1cae08e6319b80ca1719fd5109b591
com.amazonaws	aws-java-sdk-tnb	1.12.783		0fbbf7c3a3701579fa77ecd1e4ff1e9c071ad23d
com.armanbilge	http4s-scalatags_2.12	1.0-148-8da8898		3d358769a8d8fb3a10af32bc9c96482358f2b613
com.armanbilge	http4s-scalatags_2.12	1.0-377-020cf9e		f7d3ecb913624fdb82c05b2280ec7056dd2f8969
com.datastax.stargate	stargate-sdk-document	2.0.1		ead9ced325c484e7952abd14a2ea9aba7b50d908
com.datastax.stargate	stargate-sdk-document	2.0.2		97a926fe4188585eac87e1b92d8986d123c5606f
com.datastax.stargate	stargate-sdk-document	2.1.0		ed93d9dc8bcb2fe4c85940a84b897f4fac79aa58
com.datastax.stargate	stargate-sdk-document	2.1.1		507ecf42edc5d826e74d2f2d458a3548304023f2
com.datastax.stargate	stargate-sdk-document	2.1.2		868075ca20c2031e08c6267f3521ee2d2dc6c268
com.datastax.stargate	stargate-sdk-document	2.1.3		f1bc58eb562012f36e045e0c14973641da03112a
com.datastax.stargate	stargate-sdk-document	2.1.4		09cc9d3d328ef17bbce60daff06eefb5ae118abc
com.datastax.stargate	stargate-sdk-document	2.2		989112e31ae037f6cfcf7e03efa7205132e794db
com.datastax.stargate	stargate-sdk-document	2.3.0		ab0d9ff896624da500a5ec99922523f6f63ede01
com.datastax.stargate	stargate-sdk-document	2.3.1		6b8e6f02cb63e9db0a99fde672d444451de6c972
com.datastax.stargate	stargate-sdk-document	2.3.2		1e991938a91a185dac3a4e8d70e60bff372d6c79
com.datastax.stargate	stargate-sdk-document	2.3.3		ae18276f8351bb596a3f507dd19fb4e296ace197
com.datastax.stargate	stargate-sdk-document	2.3.4		fc0cac90852bbeccf25b3903d7b2fa66e88df889
com.datastax.stargate	stargate-sdk-document	2.3.5		8853e676b7f120fc65083e793e4b90ebf4159adf
com.datastax.stargate	stargate-sdk-document	2.3.6		9a1010ad572fd7d28efd16525a6192da362601c0
com.datastax.stargate	stargate-sdk-document	2.3.7		cfea2e7cb9575d4aa368300307a2067cb460232f
com.devspan.vendor.aefxx	jquery-jqote2	0.9.5		948c5eef461c72f47d16520db26add0c09ed43d1
com.ealva	compose-preference	0.10.13-0		N/A
com.ealva	compose-preference	0.10.5-0		N/A
com.ealva	compose-preference	0.10.7-0		N/A
com.ealva	compose-preference	0.7.4-0		N/A
com.ealva	compose-preference	0.8.0-0		N/A
com.ensody.reactivestate	reactivestate-android-test-jvm	6.0.0-preview.1		0758b04007410c9a23024017b6a3b82dfb3e336e
com.ensody.reactivestate	reactivestate-android-test-jvm	6.0.0-preview.2		0758b04007410c9a23024017b6a3b82dfb3e336e
com.ensody.reactivestate	reactivestate-android-test-jvm	6.0.0-preview.3		0758b04007410c9a23024017b6a3b82dfb3e336e
com.ensody.reactivestate	reactivestate-android-test-jvm	6.0.0-preview.4		0758b04007410c9a23024017b6a3b82dfb3e336e
com.ensody.reactivestate	reactivestate-android-test-jvm	6.0.0-preview.7		0758b04007410c9a23024017b6a3b82dfb3e336e
com.ensody.reactivestate	reactivestate-android-test-jvm	6.0.0-preview.8		0758b04007410c9a23024017b6a3b82dfb3e336e
com.ensody.reactivestate	reactivestate-android-test-jvm	6.0.0-preview.9		0758b04007410c9a23024017b6a3b82dfb3e336e
com.gilt	lib-newrelic_2.12	0.0.17		1f6c5cacd0628c3be917d7533388bbcc59a70299
com.gilt	lib-newrelic_2.12	0.4.0		08b52f311e5e22aa48d9519170811a4448b2cf59
com.gilt	lib-newrelic_2.12	0.4.1		81c87076530ad151fe4dab7856fb90b52aed5938
com.gilt	lib-newrelic_2.12	0.6.0		1cc4995dfa19a76ac2d07bec83437cc0b71df349
com.gilt	lib-newrelic_2.12	0.6.1		7da95f621b4de0d2fab46fc0993912ab65078829
com.github.adedayo.intellij.sdk	python-plugin-tests	142.1		d9a244445b9aed726295fec46281587af5aa921e
com.github.japgolly.webapp-util	test-node_sjs1_2.13	2.0.0-RC1		07276546d1e832dbc2d50e1db5533bbd47d84d00
com.github.japgolly.webapp-util	test-node_sjs1_2.13	2.0.0-RC10		f43913ab82c84f21917804e5a2a3247b57e285ab
com.github.japgolly.webapp-util	test-node_sjs1_2.13	2.0.0-RC11		cc0b905d53510cab0de1f50cde934dc5eeaac4c3
com.github.japgolly.webapp-util	test-node_sjs1_2.13	2.0.0-RC12		b4b8d5d3f50761707b375efa632887192829001b
com.github.japgolly.webapp-util	test-node_sjs1_2.13	2.0.0-RC2		daabceed22a0bc45deb31bd8be045106e0ce36a1
com.github.japgolly.webapp-util	test-node_sjs1_2.13	2.0.0-RC3		0e2c8283e6f59fe639e5a5af491e3530dfd987c6
com.github.japgolly.webapp-util	test-node_sjs1_2.13	2.0.0-RC4		955766f182450dc42cca49a49a512b9472a3d2f1
com.github.japgolly.webapp-util	test-node_sjs1_2.13	2.0.0-RC5		3d5c2d588d688db15a237d9b713aa7c7ad91896e
com.github.japgolly.webapp-util	test-node_sjs1_2.13	2.0.0-RC6		7bcc9a47fbbed6226b9a7dce712a9dfbf1e696fb
com.github.japgolly.webapp-util	test-node_sjs1_2.13	2.0.0-RC7		1b5e55f519da86411af648aed9fabcd7d40b0d58
com.github.japgolly.webapp-util	test-node_sjs1_2.13	2.0.0-RC8		09039daf18075bc90866de2118a96508e1653d13
com.github.japgolly.webapp-util	test-node_sjs1_2.13	2.0.0-RC9		ae740d7312d83a047a29281afa03599f50a30f8e
com.github.lightbatis	lightbatis-common	1.1.10		a85dd1bce24338a18edace84aac36c1a30dc35a4
com.github.lightbatis	lightbatis-common	1.1.12		5227db38a5ac3f7636db8a066fd61a1f49a5d4f1
com.github.lightbatis	lightbatis-common	1.1.13		022a8e341fe7f8bed012c436097dd2d396b49098
com.github.lightbatis	lightbatis-common	1.1.14		f24af48b7de76327141b2ad422ac18e9b538fd05
com.github.lightbatis	lightbatis-common	1.1.15		0688aab04754cfee3f3008f275e43df86b8bb345
com.github.lightbatis	lightbatis-common	1.1.16		917c5be895939adebf3a2787fc7e3788ac40d184
com.github.lightbatis	lightbatis-common	1.1.18		875e1fd71ba696b26e823d39f999bf4937177d16
com.github.lightbatis	lightbatis-common	1.1.19		b4cbbf135469b1eb9c4b158938416a5252589eba
com.github.lightbatis	lightbatis-common	1.1.5		d22e12beec62a34b2f65ebc18eae98f755218ddd
com.github.lightbatis	lightbatis-common	1.1.6		154cbb09eaf0878f3be76a9a8c1cd4c7560c9bb2
com.github.lightbatis	lightbatis-common	1.1.9		0ddda176b9db48b61bd7edd0258245403136ce56
com.github.lightbatis	lightbatis-common	1.2.0		338e1da75ed2d70b574a77088277a556771ec795
com.github.psyuhen	struts2-thymeleaf3-plugin	1.0.5.1-RELEASE		390d4db8fc96bd88f323a287f332a731cbf66766
com.ibm.jaggr	jaggr-assembly	1.1.10		N/A
com.ibm.jaggr	jaggr-assembly	1.1.3		N/A
com.ibm.jaggr	jaggr-assembly	1.1.5		N/A
com.ibm.jaggr	jaggr-assembly	1.1.6		N/A
com.ibm.jaggr	jaggr-assembly	1.1.7		N/A
com.ibm.jaggr	jaggr-assembly	1.1.8		N/A
com.ibm.jaggr	jaggr-assembly	1.1.9		N/A
com.ibm.jaggr	jaggr-assembly	1.2.0		N/A
com.ibm.jaggr	jaggr-assembly	1.2.1		N/A
com.ibm.jaggr	jaggr-assembly	1.2.2		N/A
com.ibm.jaggr	jaggr-assembly	1.2.2-1		N/A
com.ibm.jaggr	jaggr-assembly	1.2.3		N/A
com.ibm.jaggr	jaggr-assembly	1.3.0		N/A
com.ibm.jaggr	jaggr-assembly	1.3.1		N/A
com.ibm.jaggr	jaggr-assembly	1.3.10		N/A
com.ibm.jaggr	jaggr-assembly	1.3.11		N/A
com.ibm.jaggr	jaggr-assembly	1.3.12		N/A
com.ibm.jaggr	jaggr-assembly	1.3.2		N/A
com.ibm.jaggr	jaggr-assembly	1.3.3		N/A
com.ibm.jaggr	jaggr-assembly	1.3.4		N/A
com.ibm.jaggr	jaggr-assembly	1.3.5		N/A
com.ibm.jaggr	jaggr-assembly	1.3.6		N/A
com.ibm.jaggr	jaggr-assembly	1.3.7		N/A
com.ibm.jaggr	jaggr-assembly	1.3.8		N/A
com.ibm.jaggr	jaggr-assembly	1.3.9		N/A
com.ibm.websphere.appserver.spi	com.ibm.websphere.appserver.spi.opentracing	1.0.100		3f6fff0d060ccd96044041206acfb9cc942be9f9
com.ibm.websphere.appserver.spi	com.ibm.websphere.appserver.spi.opentracing	1.0.20		e7a0ab8b48e210895f8de3399eed7abb84db8a55
com.ibm.websphere.appserver.spi	com.ibm.websphere.appserver.spi.opentracing	1.0.21		ef259d98f8455ffd04649e36db573dbc1b1ab0bd
com.ibm.websphere.appserver.spi	com.ibm.websphere.appserver.spi.opentracing	1.0.22		2117d3f879b313437b492f0d37e1e635cb77203b
com.ibm.websphere.appserver.spi	com.ibm.websphere.appserver.spi.opentracing	1.0.23		5e55c759b5a39dcdd5b22eb106a851b39f8de594
com.ibm.websphere.appserver.spi	com.ibm.websphere.appserver.spi.opentracing	1.0.24		01dcec4726ecdbdc8f7eab2886921c7accbe066b
com.ibm.websphere.appserver.spi	com.ibm.websphere.appserver.spi.opentracing	1.0.25		e8c2b0c768352d685a23dab5ef48558401501baa
com.ibm.websphere.appserver.spi	com.ibm.websphere.appserver.spi.opentracing	1.0.26		78c96bb4d4e4f5b2d20685b8a7489c08685e638b
com.ibm.websphere.appserver.spi	com.ibm.websphere.appserver.spi.opentracing	1.0.27		ad4611dc1583bff453c5a1a97a4fba295166318d
com.ibm.websphere.appserver.spi	com.ibm.websphere.appserver.spi.opentracing	1.0.28		d67f86aa3721a35f9f0bbbf214607a9bcea06fb8
com.ibm.websphere.appserver.spi	com.ibm.websphere.appserver.spi.opentracing	1.0.29		275327c07a98e9b84c47e03d5d9f250a83710795
com.ibm.websphere.appserver.spi	com.ibm.websphere.appserver.spi.opentracing	1.0.30		5b06f2eae6621a8dbd5256c86729571e17de4e0d
com.ibm.websphere.appserver.spi	com.ibm.websphere.appserver.spi.opentracing	1.0.31		39347f9b773002dd229e8c48c33e3e690a81c909
com.ibm.websphere.appserver.spi	com.ibm.websphere.appserver.spi.opentracing	1.0.32		973e1c10b02978a0a047f8430d6ad5b00adf5136
com.ibm.websphere.appserver.spi	com.ibm.websphere.appserver.spi.opentracing	1.0.33		67879fc8e95368a616a0ae5b067ed7e2dca8609e
com.ibm.websphere.appserver.spi	com.ibm.websphere.appserver.spi.opentracing	1.0.34		7b7edc4ab5f8a9b536fe4c1cf2fb6e4bddeeb0b6
com.ibm.websphere.appserver.spi	com.ibm.websphere.appserver.spi.opentracing	1.0.35		7d596a663211698f523c682d4acc90b3783aab4f
com.ibm.websphere.appserver.spi	com.ibm.websphere.appserver.spi.opentracing	1.0.36		9918c4c760e2a302d3f1a7295db08d12c6708523
com.ibm.websphere.appserver.spi	com.ibm.websphere.appserver.spi.opentracing	1.0.37		eeb3a2073aa78678bd244dda2796c2da0b105483
com.ibm.websphere.appserver.spi	com.ibm.websphere.appserver.spi.opentracing	1.0.38		11df76787dfee755118b4de2ae991e4571cf6c58
com.ibm.websphere.appserver.spi	com.ibm.websphere.appserver.spi.opentracing	1.0.39		c279bae774eaf6488a11e8fef31ff1ed65a4da55
com.ibm.websphere.appserver.spi	com.ibm.websphere.appserver.spi.opentracing	1.0.40		fb6a06ebbcb7ae0cbbca9a7dd634a19be476202c
com.ibm.websphere.appserver.spi	com.ibm.websphere.appserver.spi.opentracing	1.0.41		06515d699b883e15e265a81d6ae30f545e3e6d21
com.ibm.websphere.appserver.spi	com.ibm.websphere.appserver.spi.opentracing	1.0.42		611af8ea177f2db2fc7d473a5bbfaa7e3e59fa29
com.ibm.websphere.appserver.spi	com.ibm.websphere.appserver.spi.opentracing	1.0.43		f6b32b0374622e2d5c425ae957218429cf674095
com.ibm.websphere.appserver.spi	com.ibm.websphere.appserver.spi.opentracing	1.0.44		f3a2272a9ed69beb2ede17746bdba6ddbf37eac4
com.ibm.websphere.appserver.spi	com.ibm.websphere.appserver.spi.opentracing	1.0.45		4cd1930eebb26d42c6cbc8b00a227717b7892385
com.ibm.websphere.appserver.spi	com.ibm.websphere.appserver.spi.opentracing	1.0.46		a665510ee4822867d7fa670cf8394f5fdbd72b97
com.ibm.websphere.appserver.spi	com.ibm.websphere.appserver.spi.opentracing	1.0.47		82958804a8e7af23d9405f08c7b16908942f98dd
com.ibm.websphere.appserver.spi	com.ibm.websphere.appserver.spi.opentracing	1.0.48		338a39480b05c6c29cafbfe4b8de635e93e01f0f
com.ibm.websphere.appserver.spi	com.ibm.websphere.appserver.spi.opentracing	1.0.49		a35d936b26d5e0c9a282e3b140d4ee8bdbdaaf22
com.ibm.websphere.appserver.spi	com.ibm.websphere.appserver.spi.opentracing	1.0.50		b93c3c1643769d4d1c7d1f8fd09c95e837631aab
com.ibm.websphere.appserver.spi	com.ibm.websphere.appserver.spi.opentracing	1.0.51		0bca1dadbb909437d193d8035e0f10711208c987
com.ibm.websphere.appserver.spi	com.ibm.websphere.appserver.spi.opentracing	1.0.52		25195ab85209d2194af411b435b125b3673857b1
com.ibm.websphere.appserver.spi	com.ibm.websphere.appserver.spi.opentracing	1.0.53		5a5471c44b7fb437d81e1501e49ee156aa13f8d6
com.ibm.websphere.appserver.spi	com.ibm.websphere.appserver.spi.opentracing	1.0.54		aa50a25a022a781593a53763ff94bb29dc3b3c7a
com.ibm.websphere.appserver.spi	com.ibm.websphere.appserver.spi.opentracing	1.0.55		d5be1e8d650b73ed8f990e88a9c6eab63f33c82a
com.ibm.websphere.appserver.spi	com.ibm.websphere.appserver.spi.opentracing	1.0.56		2887c0829564f50cf11bb89d96ba0857aca66a16
com.ibm.websphere.appserver.spi	com.ibm.websphere.appserver.spi.opentracing	1.0.57		7cb6794c23beb650da35521da09dcd6a54e1141a
com.ibm.websphere.appserver.spi	com.ibm.websphere.appserver.spi.opentracing	1.0.58		f45de076133e2362a5ab17cc6a2d43d5ca39cffb
com.ibm.websphere.appserver.spi	com.ibm.websphere.appserver.spi.opentracing	1.0.59		1af2c5d752ca04d2490c8cc7744941cdee0ba085
com.ibm.websphere.appserver.spi	com.ibm.websphere.appserver.spi.opentracing	1.0.60		1a94c3ae94aebfbaee128dd36a3e68910e6d90db
com.ibm.websphere.appserver.spi	com.ibm.websphere.appserver.spi.opentracing	1.0.61		1c25b0eb8f3e44817142b5fef92d4b792a66b54b
