ch.ethz.inf.vs	cf-coapbench	0.18.7-final		179125912374f7860ed68b354886343b73dbc728
com.adobe.commerce.cif	core-cif-components-apps	1.6.0		N/A
com.adobe.commerce.cif	core-cif-components-apps	1.7.0		N/A
com.adobe.commerce.cif	core-cif-components-apps	1.8.0		N/A
com.adobe.commerce.cif	core-cif-components-apps	1.9.0		N/A
com.adobe.commerce.cif	core-cif-components-apps	2.0.0		N/A
com.adobe.commerce.cif	core-cif-components-apps	2.1.0		N/A
com.adobe.commerce.cif	core-cif-components-apps	2.10.0		N/A
com.adobe.commerce.cif	core-cif-components-apps	2.11.0		N/A
com.adobe.commerce.cif	core-cif-components-apps	2.12.0		N/A
com.adobe.commerce.cif	core-cif-components-apps	2.12.2		N/A
com.adobe.commerce.cif	core-cif-components-apps	2.12.4		N/A
com.adobe.commerce.cif	core-cif-components-apps	2.12.6		N/A
com.adobe.commerce.cif	core-cif-components-apps	2.13.0		N/A
com.adobe.commerce.cif	core-cif-components-apps	2.13.2		N/A
com.adobe.commerce.cif	core-cif-components-apps	2.14.0		N/A
com.adobe.commerce.cif	core-cif-components-apps	2.14.2		N/A
com.adobe.commerce.cif	core-cif-components-apps	2.15.0		N/A
com.adobe.commerce.cif	core-cif-components-apps	2.15.2		N/A
com.adobe.commerce.cif	core-cif-components-apps	2.16.0		N/A
com.adobe.commerce.cif	core-cif-components-apps	2.16.2		N/A
com.adobe.commerce.cif	core-cif-components-apps	2.2.0		N/A
com.adobe.commerce.cif	core-cif-components-apps	2.27.0		N/A
com.adobe.commerce.cif	core-cif-components-apps	2.3.0		N/A
com.adobe.commerce.cif	core-cif-components-apps	2.3.1		N/A
com.adobe.commerce.cif	core-cif-components-apps	2.4.0		N/A
com.adobe.commerce.cif	core-cif-components-apps	2.4.2		N/A
com.adobe.commerce.cif	core-cif-components-apps	2.5.0		N/A
com.adobe.commerce.cif	core-cif-components-apps	2.6.0		N/A
com.adobe.commerce.cif	core-cif-components-apps	2.7.0		N/A
com.adobe.commerce.cif	core-cif-components-apps	2.7.2		N/A
com.adobe.commerce.cif	core-cif-components-apps	2.8.0		N/A
com.adobe.commerce.cif	core-cif-components-apps	2.9.0		N/A
com.anaptecs.jeaf.generator.sample	accounting-junit-testcases	1.6.0		1f56fdc91c0c7c9bec2089c95328f1bff79fcf92
com.anaptecs.jeaf.generator.sample	accounting-junit-testcases	1.6.1		dd5b0b07c470025b40f667d354c76b7fb2daaee8
com.anaptecs.jeaf.generator.sample	accounting-junit-testcases	1.6.2		ae6ed39a88298bedd07dfbff734fad67d3ff1ebe
com.anaptecs.jeaf.generator.sample	accounting-junit-testcases	1.6.24		4d1040c12df6f76cf9223b26a32e9e8116140456
com.anaptecs.jeaf.generator.sample	accounting-junit-testcases	1.6.26		24ca13a1a1f55e65ae03e1bc492500c991d7f3da
com.anaptecs.jeaf.generator.sample	accounting-junit-testcases	1.6.27		126ef149a720432cde6bb899b6684d3b012e1938
com.anaptecs.jeaf.generator.sample	accounting-junit-testcases	1.6.28		92755a98c841cf90665004545d806834bcfa07d0
com.anaptecs.jeaf.generator.sample	accounting-junit-testcases	1.6.29		1e4dc72eaf6ba1613f8f4d30613ac181495f5857
com.anaptecs.jeaf.generator.sample	accounting-junit-testcases	1.6.3		f9f92d2e70277ff836dcf6dda05544c41df776e2
com.anaptecs.jeaf.generator.sample	accounting-junit-testcases	1.6.30		f77c474225fa3f0dc1395a3d2d4077ee3fa30d8a
com.anaptecs.jeaf.generator.sample	accounting-junit-testcases	1.6.4		57755a4649962c64db70fdb25644c665269296a2
com.anaptecs.jeaf.generator.sample	accounting-junit-testcases	1.6.5		4d9921cb84d1e0361714df5bb6b99163073b3995
com.anaptecs.jeaf.generator.sample	accounting-junit-testcases	1.6.6		26874ce63e99b85784e67a7ad0ae157f963d0083
com.apollographql.apollo3	apollo-api-iossimulatorarm64	3.0.0		N/A
com.apollographql.apollo3	apollo-api-iossimulatorarm64	3.0.0-beta02		N/A
com.apollographql.apollo3	apollo-api-iossimulatorarm64	3.0.0-beta03		N/A
com.apollographql.apollo3	apollo-api-iossimulatorarm64	3.0.0-beta04		N/A
com.apollographql.apollo3	apollo-api-iossimulatorarm64	3.0.0-beta05		N/A
com.apollographql.apollo3	apollo-api-iossimulatorarm64	3.0.0-rc01		N/A
com.apollographql.apollo3	apollo-api-iossimulatorarm64	3.0.0-rc02		N/A
com.apollographql.apollo3	apollo-api-iossimulatorarm64	3.0.0-rc03		N/A
com.apollographql.apollo3	apollo-api-iossimulatorarm64	3.1.0		N/A
com.apollographql.apollo3	apollo-api-iossimulatorarm64	3.2.0		N/A
com.apollographql.apollo3	apollo-api-iossimulatorarm64	3.2.1		N/A
com.apollographql.apollo3	apollo-api-iossimulatorarm64	3.2.2		N/A
com.apollographql.apollo3	apollo-api-iossimulatorarm64	3.3.0		N/A
com.apollographql.apollo3	apollo-api-iossimulatorarm64	3.3.0	metadata	ec15a5b7bdefe8e4c1117c9ae9deb288c0ee872d
com.apollographql.apollo3	apollo-api-iossimulatorarm64	3.3.1		N/A
com.apollographql.apollo3	apollo-api-iossimulatorarm64	3.3.1	metadata	d52f64ae027fceb0e888e59f6ecc0fea63fe5b2d
com.apollographql.apollo3	apollo-api-iossimulatorarm64	3.3.2		N/A
com.apollographql.apollo3	apollo-api-iossimulatorarm64	3.3.2	metadata	a1bff2ad594a5fc2851c7a559d3a6ba30352baed
com.apollographql.apollo3	apollo-api-iossimulatorarm64	3.4.0		N/A
com.apollographql.apollo3	apollo-api-iossimulatorarm64	3.4.0	metadata	78ab238f7be6bc9656a172556469ef1d99bd7160
com.apollographql.apollo3	apollo-api-iossimulatorarm64	3.5.0		N/A
com.apollographql.apollo3	apollo-api-iossimulatorarm64	3.5.0	metadata	63fdf3d276d8c7f964c6ce08f2fc03c380632a17
com.apollographql.apollo3	apollo-api-iossimulatorarm64	3.6.0		N/A
com.apollographql.apollo3	apollo-api-iossimulatorarm64	3.6.0	metadata	705c47d25f1c439e76d2d6a784acdee13adbf9c5
com.apollographql.apollo3	apollo-api-iossimulatorarm64	3.6.1		N/A
com.apollographql.apollo3	apollo-api-iossimulatorarm64	3.6.1	metadata	6384d123d9f3e5d48eeccffe2a7a361e13e8bc52
com.apollographql.apollo3	apollo-api-iossimulatorarm64	3.6.2		N/A
com.apollographql.apollo3	apollo-api-iossimulatorarm64	3.6.2	metadata	5d14873a0ccb485f5aa74b0a3c12aadadcf495c8
com.apollographql.apollo3	apollo-api-iossimulatorarm64	3.7.0		N/A
com.apollographql.apollo3	apollo-api-iossimulatorarm64	3.7.0	metadata	84eb2fcf5c3b6d51d899a53176a98fa22ce23313
com.apollographql.apollo3	apollo-api-iossimulatorarm64	3.7.1		N/A
com.apollographql.apollo3	apollo-api-iossimulatorarm64	3.7.1	metadata	96a99605edcc30f177ee1edf7dff9d8444674603
com.apollographql.apollo3	apollo-api-iossimulatorarm64	3.7.2		N/A
com.apollographql.apollo3	apollo-api-iossimulatorarm64	3.7.2	metadata	e90d651d41d5c42bc92a50d5f90392b3edf0cba0
com.apollographql.apollo3	apollo-api-iossimulatorarm64	3.7.3		N/A
com.apollographql.apollo3	apollo-api-iossimulatorarm64	3.7.3	metadata	8cfd3c508089d4c475ce61721dfb2952d0f00f21
com.apollographql.apollo3	apollo-api-iossimulatorarm64	3.7.4		N/A
com.apollographql.apollo3	apollo-api-iossimulatorarm64	3.7.4	metadata	b30f91d64e2ccd785ce6a6e078c5dd03961cf4d8
com.apollographql.apollo3	apollo-api-iossimulatorarm64	3.7.5		N/A
com.apollographql.apollo3	apollo-api-iossimulatorarm64	3.7.5	metadata	7ad2c49d189ec7358a71abc02caa6a92bd36a1d8
com.apollographql.apollo3	apollo-api-iossimulatorarm64	3.8.0		N/A
com.apollographql.apollo3	apollo-api-iossimulatorarm64	3.8.0	metadata	654a4aad7f31259559edf99c15114283a5c8c2a6
com.apollographql.apollo3	apollo-api-iossimulatorarm64	3.8.1		N/A
com.apollographql.apollo3	apollo-api-iossimulatorarm64	3.8.1	metadata	2b827c49b0e4b84220a5f2d7eb0238d572d776c1
com.apollographql.apollo3	apollo-api-iossimulatorarm64	3.8.2		N/A
com.apollographql.apollo3	apollo-api-iossimulatorarm64	3.8.2	metadata	bf4dc7b265d55c0d77e117d1cdec028d6761285a
com.apollographql.apollo3	apollo-api-iossimulatorarm64	3.8.3		N/A
com.apollographql.apollo3	apollo-api-iossimulatorarm64	3.8.3	metadata	8162816417cfd1a90c9318257bcf87bcb1a6a5f3
com.apollographql.apollo3	apollo-api-iossimulatorarm64	3.8.4		N/A
com.apollographql.apollo3	apollo-api-iossimulatorarm64	3.8.4	metadata	9bd8ad3e270b193d5d5823c571d938b429c1b5db
com.apollographql.apollo3	apollo-api-iossimulatorarm64	3.8.5		N/A
com.apollographql.apollo3	apollo-api-iossimulatorarm64	3.8.5	metadata	1434296935b1d27d94928d893320d6244a6b0f86
com.apollographql.apollo3	apollo-api-iossimulatorarm64	4.0.0-alpha.1		N/A
com.apollographql.apollo3	apollo-api-iossimulatorarm64	4.0.0-alpha.1	metadata	f277b7fe4079bf6ccb39513eddee6c9f92bffc74
com.apollographql.apollo3	apollo-api-iossimulatorarm64	4.0.0-alpha.2		N/A
com.apollographql.apollo3	apollo-api-iossimulatorarm64	4.0.0-alpha.2	metadata	f22caf268e4f21cf746424976d828f6dcfdf29a4
com.apollographql.apollo3	apollo-api-iossimulatorarm64	4.0.0-alpha.3		N/A
com.apollographql.apollo3	apollo-api-iossimulatorarm64	4.0.0-alpha.3	metadata	1d66db0f8dc9d28155b0d0667b62be7b983613c2
com.apollographql.apollo3	apollo-api-iossimulatorarm64	4.0.0-beta.1		N/A
com.apollographql.apollo3	apollo-api-iossimulatorarm64	4.0.0-beta.1	metadata	fc4a1ed7901eef81e16f6f00959ba5e3973ea452
com.apollographql.apollo3	apollo-api-iossimulatorarm64	4.0.0-beta.2		N/A
com.apollographql.apollo3	apollo-api-iossimulatorarm64	4.0.0-beta.2	metadata	5b88a4e131b77fc877a6f563aee4c855ba94d5ec
com.apollographql.apollo3	apollo-api-iossimulatorarm64	4.0.0-beta.3		N/A
com.apollographql.apollo3	apollo-api-iossimulatorarm64	4.0.0-beta.3	metadata	19e3be7ae0f3ed0d173d489ef05446e4c73fee29
com.apollographql.apollo3	apollo-api-iossimulatorarm64	4.0.0-beta.4		N/A
com.apollographql.apollo3	apollo-api-iossimulatorarm64	4.0.0-beta.4	metadata	c0a2338027957cc17963cf497a0634e49f8c1fc4
com.apollographql.apollo3	apollo-api-iossimulatorarm64	4.0.0-beta.5		N/A
com.apollographql.apollo3	apollo-api-iossimulatorarm64	4.0.0-beta.5	metadata	620e2518aa83fde5cc291b4b77aed4107855aa59
com.apollographql.apollo3	apollo-api-iossimulatorarm64	4.0.0-beta.6		N/A
com.apollographql.apollo3	apollo-api-iossimulatorarm64	4.0.0-beta.6	metadata	7a3c766215de99b9af1e82f8d15f674741bcf2dc
com.apollographql.apollo3	apollo-api-iossimulatorarm64	4.0.0-beta.7		N/A
com.apollographql.apollo3	apollo-api-iossimulatorarm64	4.0.0-beta.7	metadata	e730fa887d80ccff9e03326d0fbcb2e0e0f26f01
com.fitbur.core	core-jdk	0.5.0		ea39dad4204b111c880ce5df3d27a090c0f21378
com.github.dactiv	dactiv-parent	1.0.0.RELEASE		N/A
com.github.dactiv	dactiv-parent	1.1.0.RELEASE		N/A
com.github.houbb	config-http-client-spring	1.0.0		f9ac0b77b1f7462ae94c390e7d8f7eb5de5e09a7
com.github.j5ik2o	reactive-aws-eks-project_2.12	1.1.1		167cd0d4d6e6586ad716b4a23ccbcbfd51449fd6
com.github.j5ik2o	reactive-aws-eks-project_2.12	1.1.3		b0badd035bea08bb86c38067245c6e9e6816818b
com.github.j5ik2o	reactive-aws-eks-project_2.12	1.1.4		d90c78a6bcdb487546d24b7b070e9add810a0426
com.github.j5ik2o	reactive-aws-eks-project_2.12	1.1.5		0edb1f66cc7c8f2b78c29ef0565e9c42799aa641
com.github.j5ik2o	reactive-aws-eks-project_2.12	1.1.6		a467cac69f5add2b5dad5445d22bd96366c70e54
com.github.j5ik2o	reactive-aws-eks-project_2.12	1.1.7		58c790eb4e1c5199131c7d439cb8b893842ebaac
com.github.j5ik2o	reactive-aws-eks-project_2.12	1.1.8		6f510bf8c1215979b81e9c42943616d0c64c6e81
com.github.j5ik2o	reactive-aws-eks-project_2.12	1.2.0		ab70e5ccee130df7b9e53c6c575e983f85a56a51
com.github.j5ik2o	reactive-aws-eks-project_2.12	1.2.1		75759d2dc94a0229fae0e4a8ffa8994cf8de4516
com.github.j5ik2o	reactive-aws-eks-project_2.12	1.2.3		2fc648cc2f33d11e02c1a2834e4c2b56f28bdf43
com.github.j5ik2o	reactive-aws-eks-project_2.12	1.2.6		c26f82fc488a19c4bc6452c1b9d7da7fee6e03fc
com.github.j5ik2o	reactive-aws-kinesis-core_2.13	1.1.4		49d7072e1390c8b4a9f6cba1e4da6ab253f806b3
com.github.j5ik2o	reactive-aws-kinesis-core_2.13	1.1.5		c7b83ab092adf84370527344e902ad4b1636f16a
com.github.j5ik2o	reactive-aws-kinesis-core_2.13	1.1.6		d4d55bdd5faa1b97edfa44f3e00e65685f135e50
com.github.j5ik2o	reactive-aws-kinesis-core_2.13	1.1.7		8c4670cf6c6e45f79d914e3b2fac42a8df654e1f
com.github.j5ik2o	reactive-aws-kinesis-core_2.13	1.1.8		b8ae13a37f601cef5797b6259d96c4fe4ece476b
com.github.j5ik2o	reactive-aws-kinesis-core_2.13	1.2.0		78e55096909be58758f460d6a8cd08354d2431f8
com.github.j5ik2o	reactive-aws-kinesis-core_2.13	1.2.1		5f7f52cd321d2149181f77786324957f45d59870
com.github.j5ik2o	reactive-aws-kinesis-core_2.13	1.2.3		66550e7f695bc2dafcceab30376418df8b99755f
com.github.j5ik2o	reactive-aws-kinesis-core_2.13	1.2.6		edfcfbebacfcac67d98538c4428e729e26439ae5
com.github.karasiq	scalajs-bootstrap-v4_sjs0.6_2.11	2.1.6		478b1ebef37b90400dc39b62657a8ea4e1afb2a0
com.github.karasiq	scalajs-bootstrap-v4_sjs0.6_2.11	2.1.7		aa0761f78afa106f01a1c501744e4f54eeb9a23f
com.github.karasiq	scalajs-bootstrap-v4_sjs0.6_2.11	2.2.1		e5860a471b2912026b3cb67b673f43c4d53146d9
com.github.karasiq	scalajs-bootstrap-v4_sjs0.6_2.11	2.2.2		01b3a95a3b527aeef75c45fc71572bc549904547
com.github.karasiq	scalajs-bootstrap-v4_sjs0.6_2.11	2.2.3		be89e5f074a3758c655f802d2f9c9fd1028da312
com.github.karasiq	scalajs-bootstrap-v4_sjs0.6_2.11	2.3.0		17005026a2960c0ae327734ebd2ec6770934e362
com.github.karasiq	scalajs-bootstrap-v4_sjs0.6_2.11	2.3.1		1314b92c6690ea1c0057676d623e8f3a86aa5d31
com.github.karasiq	scalajs-bootstrap-v4_sjs0.6_2.11	2.3.2		180f6c8b4f0b23638b5dcf7170419037cbd16a59
com.github.karasiq	scalajs-bootstrap-v4_sjs0.6_2.11	2.3.3		0ad80cde213682232664d2417b7baa98a8b9922e
com.github.karasiq	scalajs-bootstrap-v4_sjs0.6_2.11	2.3.4		4868139bd8c42b5281d1125cb56229213edfcadd
com.github.karasiq	scalajs-bootstrap-v4_sjs0.6_2.11	2.3.5		283385b09f00457098ad76604ddb5b625f9cbe94
com.github.karasiq	scalajs-bootstrap-v4_sjs0.6_2.11	2.3.6		1795f492729c15679fa158ec9587d2db81f47f47
com.github.karasiq	scalajs-bootstrap-v4_sjs0.6_2.11	2.4.0		780a45e29201943b23facf183892680acc5c6225
com.github.karasiq	scalajs-bootstrap-v4_sjs0.6_2.11	2.4.1		5910e0cc37986cde33bd41d2fb598e9871323431
com.github.karasiq	scalajs-bootstrap-v4_sjs0.6_2.11	2.4.2		caa0cb08a053c79e3d936a9ff2ec85ada03f3213
com.github.liuhuagui	smalldoc-spring-boot-starter	2.1		67d321f6f18ff5560af9d52b8ffbc2387806087d
com.github.liuhuagui	smalldoc-spring-boot-starter	2.2		96ec6f083f988e7397f9c88f9bf20ee635f604e7
com.github.liuhuagui	smalldoc-spring-boot-starter	2.3		909dcc0a64202a0a9f0f6c01613693120e5b9b4d
com.github.liuhuagui	smalldoc-spring-boot-starter	2.3.1		db1fa17778b6c959e72e3cd3fc5513094ab64041
com.github.liuhuagui	smalldoc-spring-boot-starter	2.4		ab546ca40dfc9af078f44d0c2f7f3c929efef750
com.github.malathi8190	androidlibpro	0.0.1		N/A
com.github.snake19870227	star-tiger-framework-amap	0.6.0		e06aec78a83f307537738e622a3078e296e40581
com.github.snake19870227	star-tiger-framework-amap	0.6.1		0333cbaaddf9df086be1b01629b4d6fb951e21ec
com.github.snake19870227	star-tiger-framework-amap	0.6.2		1d6eaf99ddcc82da5e053dd8813c8687c6723399
com.github.snake19870227	star-tiger-framework-amap	0.6.4		f2de013d6756ad502e07d3b913522fe6c9e2ce34
com.github.snake19870227	star-tiger-framework-amap	0.6.5		1fa2fc348cdf62590fc47ba0752c3c4928ed3cd4
com.github.snake19870227	star-tiger-framework-amap	0.6.6		0b9720048ce42c8537d912e20076e4e899dca2bd
com.github.snake19870227	star-tiger-framework-amap	0.6.7		5c4132a16daf0a56f9ecad7efca41beae633cc6e
com.github.snake19870227	star-tiger-framework-amap	0.7.0		625eeb141db73949075ea7bbda5a075a3e7ecf79
com.github.snake19870227	star-tiger-framework-amap	0.8.0		fbf3a51fbb36436908f18c3dc7bb4999b74ded9f
com.github.snake19870227	star-tiger-framework-amap	0.9.1		816b96d787491aa426f53087a4f133cd67112d2c
com.github.veithen.alta	alta-maven-plugin	0.1		e7f26a91af23534ac6d11b6afaa5da00d2dc2c5f
com.github.veithen.alta	alta-maven-plugin	0.2		f83ce9c9509e25ae78d1478b83ebae4700c13f3c
com.github.veithen.alta	alta-maven-plugin	0.2.1		95be0835162bcaf7365b1c5a60c4bea337d80b7f
com.github.veithen.alta	alta-maven-plugin	0.3		12813e6ac1fe8f691b82bba16d04db55ce34468a
com.github.veithen.alta	alta-maven-plugin	0.3.1		e8af51d8eaf07886a5db80047d4c88d2d6c33e90
com.github.veithen.alta	alta-maven-plugin	0.4		2104e0ec6744458e466f2682d8a2e7d4b550b9f3
com.github.veithen.alta	alta-maven-plugin	0.4.1		c2d33567d22a18b517e2e5b7f3424567e04e2ca1
com.github.veithen.alta	alta-maven-plugin	0.4.2		ed44dd69a773491994e0125dd18be13f227e633a
com.github.veithen.alta	alta-maven-plugin	0.5		03d2061b3560d2b0d35e2e117f6e708f59fda586
com.github.veithen.alta	alta-maven-plugin	0.6		205153eb0383c8e3bcba719903a2a705c30fe9cd
com.github.veithen.alta	alta-maven-plugin	0.6.1		37e3862a45b8bb1c1957c1cafc1aa71f25a89438
com.github.veithen.alta	alta-maven-plugin	0.6.2		1b39a5b714c75a13f8141916eb5c9b770b4263f4
com.github.veithen.alta	alta-maven-plugin	0.7.0		dcb5f8e0ae824fd7b9c8a090da7e0f9145742db5
com.github.veithen.alta	alta-maven-plugin	0.7.1		a563810c22eea54b750d2aca5f6658eedcddf05b
com.github.veithen.alta	alta-maven-plugin	0.7.2		c6496619120b6543269256fcc4c3a2c7fe537298
com.github.veithen.alta	alta-maven-plugin	0.8.0		9a0564613c991b728d4c4c2c9532961986555e21
com.github.veithen.alta	alta-maven-plugin	0.8.1		4f72734f26672808f00a854c5c4cb8927c93b2b2
com.github.yogurt-dev	core	2.0.0		d1b06804f386d233db67cf779629166936fe1fcf
com.google.cloud	google-cloud-scheduler-parent	1.22.0		N/A
com.google.cloud	google-cloud-scheduler-parent	1.22.1		N/A
com.google.cloud	google-cloud-scheduler-parent	1.22.2		N/A
com.google.cloud	google-cloud-scheduler-parent	1.22.3		N/A
com.google.cloud	google-cloud-scheduler-parent	1.22.4		N/A
com.google.cloud	google-cloud-scheduler-parent	1.23.0		N/A
com.google.cloud	google-cloud-scheduler-parent	1.23.1		N/A
com.google.cloud	google-cloud-scheduler-parent	1.23.10		N/A
com.google.cloud	google-cloud-scheduler-parent	1.23.11		N/A
com.google.cloud	google-cloud-scheduler-parent	1.23.12		N/A
com.google.cloud	google-cloud-scheduler-parent	1.23.13		N/A
com.google.cloud	google-cloud-scheduler-parent	1.23.14		N/A
com.google.cloud	google-cloud-scheduler-parent	1.23.2		N/A
com.google.cloud	google-cloud-scheduler-parent	1.23.3		N/A
com.google.cloud	google-cloud-scheduler-parent	1.23.4		N/A
com.google.cloud	google-cloud-scheduler-parent	1.23.5		N/A
com.google.cloud	google-cloud-scheduler-parent	1.23.6		N/A
com.google.cloud	google-cloud-scheduler-parent	1.23.7		N/A
com.google.cloud	google-cloud-scheduler-parent	1.23.8		N/A
com.google.cloud	google-cloud-scheduler-parent	1.23.9		N/A
com.google.cloud	google-cloud-scheduler-parent	1.24.0		N/A
com.google.cloud	google-cloud-scheduler-parent	1.24.1		N/A
com.google.cloud	google-cloud-scheduler-parent	1.24.2		N/A
com.google.cloud	google-cloud-scheduler-parent	1.24.3		N/A
com.google.cloud	google-cloud-scheduler-parent	1.24.4		N/A
com.google.cloud	google-cloud-scheduler-parent	1.24.5		N/A
com.google.cloud	google-cloud-scheduler-parent	1.24.6		N/A
com.google.cloud	google-cloud-scheduler-parent	2.0.0		N/A
com.google.cloud	google-cloud-scheduler-parent	2.0.1		N/A
com.google.cloud	google-cloud-scheduler-parent	2.0.2		N/A
com.google.cloud	google-cloud-scheduler-parent	2.1.0		N/A
com.google.cloud	google-cloud-scheduler-parent	2.1.1		N/A
com.google.cloud	google-cloud-scheduler-parent	2.1.10		N/A
com.google.cloud	google-cloud-scheduler-parent	2.1.11		N/A
com.google.cloud	google-cloud-scheduler-parent	2.1.12		N/A
com.google.cloud	google-cloud-scheduler-parent	2.1.13		N/A
com.google.cloud	google-cloud-scheduler-parent	2.1.14		N/A
com.google.cloud	google-cloud-scheduler-parent	2.1.15		N/A
com.google.cloud	google-cloud-scheduler-parent	2.1.16		N/A
com.google.cloud	google-cloud-scheduler-parent	2.1.17		N/A
com.google.cloud	google-cloud-scheduler-parent	2.1.18		N/A
com.google.cloud	google-cloud-scheduler-parent	2.1.19		N/A
com.google.cloud	google-cloud-scheduler-parent	2.1.2		N/A
com.google.cloud	google-cloud-scheduler-parent	2.1.20		N/A
com.google.cloud	google-cloud-scheduler-parent	2.1.21		N/A
com.google.cloud	google-cloud-scheduler-parent	2.1.22		N/A
com.google.cloud	google-cloud-scheduler-parent	2.1.23		N/A
com.google.cloud	google-cloud-scheduler-parent	2.1.3		N/A
com.google.cloud	google-cloud-scheduler-parent	2.1.4		N/A
com.google.cloud	google-cloud-scheduler-parent	2.1.5		N/A
com.google.cloud	google-cloud-scheduler-parent	2.1.6		N/A
com.google.cloud	google-cloud-scheduler-parent	2.1.7		N/A
com.google.cloud	google-cloud-scheduler-parent	2.1.8		N/A
com.google.cloud	google-cloud-scheduler-parent	2.1.9		N/A
com.google.cloud	google-cloud-scheduler-parent	2.10.0		N/A
com.google.cloud	google-cloud-scheduler-parent	2.11.0		N/A
com.google.cloud	google-cloud-scheduler-parent	2.12.0		N/A
com.google.cloud	google-cloud-scheduler-parent	2.13.0		N/A
com.google.cloud	google-cloud-scheduler-parent	2.14.0		N/A
com.google.cloud	google-cloud-scheduler-parent	2.15.0		N/A
com.google.cloud	google-cloud-scheduler-parent	2.16.0		N/A
