app.cash.treehouse	compose-android	0.1.0		N/A
com.messagebird	messagebird-api	6.1.1		636b75eeb1f650926ff5e4507b3cf7cc74996dd4
com.messagebird	messagebird-api	6.1.1	jar-with-dependencies	2063b54e366fc04efac1b8e4c2c420f652da04df
com.messagebird	messagebird-api	6.1.2		b8cc3dad7616d4f4c4508296664bcb38beef19ce
com.messagebird	messagebird-api	6.1.2	jar-with-dependencies	fd2a891a93e9e5504d68444cb99acf9ef4eece27
com.messagebird	messagebird-api	6.1.3		2405570e28886f6a361ab04f694fe707482de233
com.messagebird	messagebird-api	6.1.3	jar-with-dependencies	159ff9a1305f569f0d009b8d73e4561989483433
com.messagebird	messagebird-api	6.1.4		be8c497464905bc5f1dfbeff7715db288a320c5c
com.messagebird	messagebird-api	6.1.4	jar-with-dependencies	1a1138ac939812797425ff8efca2d100f37b64e3
com.messagebird	messagebird-api	6.1.5		2ea69a6712a58db4e6bff1dd5ff1104620585405
com.messagebird	messagebird-api	6.1.5	jar-with-dependencies	3e37911b3e5819c67e99f1d7088da91777198f6e
com.messagebird	messagebird-api	6.1.6		4cec15594fa70d08209802fac286bd7fe01e5918
com.messagebird	messagebird-api	6.1.6	jar-with-dependencies	2f12c86161b425841770d74e9da382fc12865407
com.messagebird	messagebird-api	6.1.7		d417e28b76baebf9b4fb23786fa6c89687931b6a
com.messagebird	messagebird-api	6.1.7	jar-with-dependencies	f4996e745ad5e418ca33b7e514cbf0eecdbbc758
com.messagebird	messagebird-api	6.2.1		bc8e26a20d88340aa9988e247c14e7f0e9d86c58
com.messagebird	messagebird-api	6.2.1	jar-with-dependencies	bf29e6f083444be37acbe709937e435dcfe86b05
com.messagebird	messagebird-api	6.2.2		1ab518347209dbe8201151173a020ce9ff09d3a9
com.messagebird	messagebird-api	6.2.2	jar-with-dependencies	cd333f8227708ed7a1dfd5f79ee2afe0415ec0f0
com.messagebird	messagebird-api	6.2.4		c56e829804bd4405951f634f262f49e3ebfc5ad5
com.messagebird	messagebird-api	6.2.4	dependencies	5539708bb6f3667f27f03b136ba306fb640d5d65
com.messagebird	messagebird-api	6.2.5		6dd30e6fc2c1576082a2bbce8cde08953890ecb2
com.messagebird	messagebird-api	6.2.5	jar-with-dependencies	adad3a2f2ca4407e38eb2284119239797a276f23
com.navercorp.pinpoint	pinpoint-log4j-plugin	2.3.0		b72b2ac1f09601d65ab2c73cace8c17592bf7117
com.navercorp.pinpoint	pinpoint-log4j-plugin	2.3.1		2843c0af86f2c75125aa1ff0c6df16c13b6fa1e6
com.navercorp.pinpoint	pinpoint-log4j-plugin	2.3.2		14489a7bc3f8353107ac2253bce93c80f14285aa
com.navercorp.pinpoint	pinpoint-log4j-plugin	2.3.3		589c188ffb78532790beb8e963fe9c7c6e25be18
com.navercorp.pinpoint	pinpoint-log4j-plugin	2.4.0		17cf42c5c1206622de4139b058de1d2c33d7e98d
com.navercorp.pinpoint	pinpoint-log4j-plugin	2.4.0-RC1		cafa0f89c89a4b367d4ea80ba92a028fc4a3d46c
com.navercorp.pinpoint	pinpoint-log4j-plugin	2.4.1		17d2792736dc9cb3b638f3f42c20bcd0981cb7db
com.navercorp.pinpoint	pinpoint-log4j-plugin	2.4.2		f3531721155d768ee4126b0b1875ecfc7821df39
com.navercorp.pinpoint	pinpoint-log4j-plugin	2.5.0		5decdbe8419f142191a2983d26152382854c65a2
com.navercorp.pinpoint	pinpoint-log4j-plugin	2.5.1		8585bb5dae95f4f7050fda38acf2257ec6b5a208
com.navercorp.pinpoint	pinpoint-log4j-plugin	2.5.1-p1		680378ba01892b1cd7ba1d6b67f9a485b3012a26
com.navercorp.pinpoint	pinpoint-log4j-plugin	2.5.2		03e5b23765e16f167e691139a4ea87da8881aabe
com.navercorp.pinpoint	pinpoint-log4j-plugin	2.5.3		53e7e53d5206de16a0d44e3d8f0a587f2ec27f79
com.navercorp.pinpoint	pinpoint-log4j-plugin	2.5.4		54d16a268de19f534bb620cea7390736587c82b6
com.navercorp.pinpoint	pinpoint-log4j-plugin	3.0.0		9a44ea346ee5642991317b32ebf56ff44dd3b06d
com.navercorp.pinpoint	pinpoint-log4j-plugin	3.0.1		cd38947cadb78156dfe26fe1e0d40d10ae78ee38
com.navercorp.pinpoint	pinpoint-log4j-plugin	3.0.2		bcf17ef3bdf26078a29ce40a53274a23f052f013
com.oracle.database.graph	pgx-common_rest	22.3.1		d54853ceaad38efdf35fd80eddd480fcc45750e1
com.oracle.database.graph	pgx-common_rest	22.4.1		da798aa2925474d4d24f12d26123ce44c35aaa94
com.oracle.database.graph	pgx-common_rest	22.4.2		0d229963ef9c9fa06856a916f4d8e9e55a86b0fb
com.oracle.database.graph	pgx-common_rest	23.1.1		4f6243a1af9592a65693e4eed1108fdbc7171410
com.oracle.database.graph	pgx-common_rest	23.2.1		181255035ec7d2d5c1985c1675a6c4ad3453360c
com.oracle.database.graph	pgx-common_rest	23.2.2		2196319a36fe588d3166c47b3f0fef83ef147de7
com.oracle.database.graph	pgx-common_rest	23.3.1		4bf41d1f0b5841c8f0863cb69aeffe8fef854745
com.oracle.database.graph	pgx-common_rest	23.4.3		8ae70fb6adff5ab2517cfd25c21e7fa6802b2928
com.oracle.database.graph	pgx-common_rest	24.1.1		fd1fa7e6d0e27de6e59df4bab5a514b4835c3479
com.oracle.database.graph	pgx-common_rest	24.2.1		7ba858b38d33225292f8cd600779014eea7a200e
com.oracle.database.graph	pgx-common_rest	24.3.0		79c48f120d00ecbe5f6cebcbdf8ba4669caadcc9
com.oracle.database.graph	pgx-common_rest	24.4.0		52235aeb02b18eb18d8ce22ca1bf6e6e22717ac6
com.oracle.database.graph	pgx-common_rest	25.1.1		e134f6f274177f60f621ad9406a49f8e9be57d98
com.ratutech.ratudb.janusgraph	janusgraph-backend-testutils	1.0.0		405bb93560434c7014ce4cd9c53b8fbe6d857fb9
com.ratutech.ratudb.janusgraph	janusgraph-backend-testutils	1.0.1		9f881b7b465b88731e1940f83e481f8633cf7d1e
com.ratutech.ratudb.janusgraph	janusgraph-backend-testutils	1.0.2		f742e8dfa02cb394190ab891ee43f11cf4491fd4
com.ratutech.ratudb.janusgraph	janusgraph-backend-testutils	1.0.3		67f8cac00bde95ac6d63369d1956a063b331b3bb
com.ratutech.ratudb.janusgraph	janusgraph-backend-testutils	1.0.4		ae532037910e98fb9512be88168f5ce047be33d9
com.semanticcms	semanticcms-file-book	1.3.2		fe733aa181b5339750bfe1bd805f9af3af01f0a8
com.semanticcms	semanticcms-file-book	1.3.3		d9bf50b79b4558aafe99be17c1e313c9f80e364a
com.semanticcms	semanticcms-file-book	1.4.0		2004ca9cac51c373609c22b6b18dd64c0cc35f5b
com.semanticcms	semanticcms-file-book	1.4.1		c66df9c3289c6695c80df157f71415e7dffea60b
com.semanticcms	semanticcms-file-book	1.5.0		fce2f1fab5af7bdfcf36725cce3ab89348a9535c
com.semanticcms	semanticcms-file-book	1.6.0		a1bd4bffcca477921fa07de8842c3cad3924ca27
com.semanticcms	semanticcms-file-book	1.6.1		e7aef88d244916ab78ded3c50de36ba145dd74be
com.semanticcms	semanticcms-file-book	1.7.0		e8a904367e43abbc995361bdc88a8ac6d386e23a
com.semanticcms	semanticcms-file-book	1.7.1		fad4e4dcd98b03a9f1451ba2692f3deb85718963
com.semanticcms	semanticcms-file-book	1.8.0		189a058a6166777ce03b7d3b1d7e716afb63e477
com.semanticcms	semanticcms-file-book	1.8.1		8a210415faee967f612c54fb5a5947ba487e71f2
com.thinkbiganalytics.kylo	kylo-commons-util7	0.10.0		1bb50183fcde0ecccce7f8eb32a0599c4881767f
com.tourapp.res	tourapp-res-data-reactor	0.8.0		N/A
com.tourapp.res	tourapp-res-data-reactor	0.8.1		N/A
com.trueaccord.scalapb	scalapb-json4s_2.11	0.1		a7a39776c9bc8adfeda260b5f3f288369483a1e1
com.trueaccord.scalapb	scalapb-json4s_2.11	0.1.1		ea4009de86be75f2050507505731622e1eb33c67
com.trueaccord.scalapb	scalapb-json4s_2.11	0.1.2		08071b51df36f5e841e07beda994023ebdfde795
com.trueaccord.scalapb	scalapb-json4s_2.11	0.1.3		60e2bfa8389a59c8d72914ce8469f3bd4271361c
com.trueaccord.scalapb	scalapb-json4s_2.11	0.1.4		08fc1cc3fd416c175fa4d25bc78d547e95ffca24
com.trueaccord.scalapb	scalapb-json4s_2.11	0.1.5		7ee6a9223ab40ef892390dd5ba92bf4decba93cc
com.trueaccord.scalapb	scalapb-json4s_2.11	0.1.6		d6d3fe1adcbb6f446cce5baa68826f4b48d4906d
com.trueaccord.scalapb	scalapb-json4s_2.11	0.2.0		3ae3c2c02936a35c65db45e564e79d749153c433
com.trueaccord.scalapb	scalapb-json4s_2.11	0.2.1		938ada430d37bbdbdc9c6e4715747002ba03cc66
com.trueaccord.scalapb	scalapb-json4s_2.11	0.3.0		3938d2c58d7ed35ebaa033fb0c31b0ce47a356a5
com.trueaccord.scalapb	scalapb-json4s_2.11	0.3.1		551261d21b01e0fe159c02ec17de311aa3ddfaab
com.trueaccord.scalapb	scalapb-json4s_2.11	0.3.2		5dafbba173d8365ada3221c8252f75e7e89adfe1
com.trueaccord.scalapb	scalapb-json4s_2.11	0.3.3		0becc01fb6a3ea4ff2c11b2a50b9cbb614e77f19
com.zkteco	ddopen-securtiy	1.0.0		723b1d2eb5c61a2131c1cb385b238269f8a882ed
dev.datlag.tooling	tooling-decompose-jvm	1.0.0		b7fb48f53e06c1a628d82f09bcbc6bc9071b57ce
dev.datlag.tooling	tooling-decompose-jvm	1.1.0		b7fb48f53e06c1a628d82f09bcbc6bc9071b57ce
dev.datlag.tooling	tooling-decompose-jvm	1.1.1		49e134104cd7a55c057b4b39ab943b0389ab88ed
dev.datlag.tooling	tooling-decompose-jvm	1.2.0		49e134104cd7a55c057b4b39ab943b0389ab88ed
dev.datlag.tooling	tooling-decompose-jvm	1.2.1		49e134104cd7a55c057b4b39ab943b0389ab88ed
dev.datlag.tooling	tooling-decompose-jvm	1.3.0		49e134104cd7a55c057b4b39ab943b0389ab88ed
dev.datlag.tooling	tooling-decompose-jvm	1.3.1		e0ecb347e8225ee4622c703194b970804d6ced24
dev.datlag.tooling	tooling-decompose-jvm	1.3.2		e0ecb347e8225ee4622c703194b970804d6ced24
dev.datlag.tooling	tooling-decompose-jvm	1.4.0		e0ecb347e8225ee4622c703194b970804d6ced24
dev.datlag.tooling	tooling-decompose-jvm	1.5.0		9da49e51a7a23cf1edc8f4a5ddf7e56a4e921b41
dev.datlag.tooling	tooling-decompose-jvm	1.5.1		3f919f03dc21c9a0d5f278f6f329fd85c0500238
dev.datlag.tooling	tooling-decompose-jvm	1.5.2		3f919f03dc21c9a0d5f278f6f329fd85c0500238
dev.datlag.tooling	tooling-decompose-jvm	1.6.0		f5f86dee415dab897fdac279e00aa96769921742
dev.datlag.tooling	tooling-decompose-jvm	1.6.1		f5f86dee415dab897fdac279e00aa96769921742
dev.datlag.tooling	tooling-decompose-jvm	1.6.2		f5f86dee415dab897fdac279e00aa96769921742
dev.datlag.tooling	tooling-decompose-jvm	1.6.3		f5f86dee415dab897fdac279e00aa96769921742
dev.datlag.tooling	tooling-decompose-jvm	1.6.4		f5f86dee415dab897fdac279e00aa96769921742
dev.datlag.tooling	tooling-decompose-jvm	1.6.5		f5f86dee415dab897fdac279e00aa96769921742
dev.datlag.tooling	tooling-decompose-jvm	1.7.0		a7516d731f5cf2ab2e96e4deb778e72a4ece1910
dev.jora	quic-load-generator	1.0.1		24dcfe820dedfaee61014db3dff6ba507fd835f6
dev.samsanders.openvex	jvex	0.0.1		f13f482cbd9521204d786a500766b14303d9d5bb
dev.samsanders.openvex	jvex	0.1.0		1422c2ed86673f7f2d3d9d1f30c9078702e0c2d8
dev.samsanders.openvex	jvex	0.1.1		1cd479c1ae3484245e80a5c1d0a6b2a69d995492
dev.zwander	composedialog-macosx64	0.1.0		N/A
dev.zwander	composedialog-macosx64	0.1.0	metadata	507d294c2759c3b4e95bf23376d73ab720a7848f
dev.zwander	composedialog-macosx64	0.1.1		N/A
dev.zwander	composedialog-macosx64	0.1.1	metadata	4a6afcb8985e59eddcb80e139f399449bc6589e2
dev.zwander	composedialog-macosx64	0.1.2		N/A
dev.zwander	composedialog-macosx64	0.1.2	metadata	2dff08da4cfeeebeb434d365c9ba1fac869f9ecf
dev.zwander	composedialog-macosx64	0.1.3		N/A
dev.zwander	composedialog-macosx64	0.1.3	metadata	74d285c0f42025acdee33294fa96acbd03a8f33a
dev.zwander	composedialog-macosx64	0.2.0		N/A
dev.zwander	composedialog-macosx64	0.2.0	metadata	a7effacb29700a8532c12d6c608b66194fc59db8
dev.zwander	composedialog-macosx64	0.2.1		N/A
dev.zwander	composedialog-macosx64	0.2.1	metadata	ea01ac550a4a77b81dc6e5cc01ee7158117f13e8
io.acryl	generator	29.22.16		1d829d884eca1a2ae8a773b38bffde48ba1d9fbc
io.arrow-kt	arrow-optics-test-jvm	0.13.3		47dcf55e88a5c6b3f72b5bfda28519dcceea1026
io.arrow-kt	arrow-optics-test-jvm	1.0.0		ddc9c86597f2008d88dd5da4c3e2cda2f94c6127
io.arrow-kt	arrow-optics-test-jvm	1.0.1		ea7368119ceb1d3ac74d759bb1d97cff0e7ec37e
io.arrow-kt	arrow-optics-test-jvm	1.0.2-alpha.21		016d2f4a4ba5e842a2cd193a266680b73a16d969
io.arrow-kt	arrow-optics-test-jvm	1.0.2-alpha.22		62fa2cdc8e5797d5676435cf950a0675b3b5e581
io.arrow-kt	arrow-optics-test-jvm	1.0.2-alpha.25		be61297f54da85296939a7662805bc9c992d4d27
io.arrow-kt	arrow-optics-test-jvm	1.0.2-alpha.26		3f5b36a16c4f78059741163c0f6abee54fa34b42
io.arrow-kt	arrow-optics-test-jvm	1.0.2-alpha.27		251a57a7c54656f4c3c38ae01cac8eb7d998c2af
io.arrow-kt	arrow-optics-test-jvm	1.0.2-alpha.28		32277aed984d16a56aec72503fdfd00c60f09cf1
io.arrow-kt	arrow-optics-test-jvm	1.0.2-alpha.42		4a52d9919d8bbbe84f8f5477cc636805b1ce10f0
io.arrow-kt	arrow-optics-test-jvm	1.0.2-alpha.43		dc63d86b02d64c611dbcff1fe990be924008a25b
io.arrow-kt	arrow-optics-test-jvm	1.0.3-alpha.1		5f9dfd42a235af3a35dea381076f7657d50cac62
io.arrow-kt	arrow-optics-test-jvm	1.0.3-alpha.11		aa08d5614df24fa14122f39cd51d44e0be1dbb81
io.arrow-kt	arrow-optics-test-jvm	1.0.3-alpha.12		210190920db792b4d0a3c28d492288ca7f1522ff
io.arrow-kt	arrow-optics-test-jvm	1.0.3-alpha.13		74ad5cbbe7dd540b5eb4d5e2ff9b2e0dcdc22519
io.arrow-kt	arrow-optics-test-jvm	1.0.3-alpha.14		3c9e16a87518724019c8ca7dbf4d202d7310fb1b
io.arrow-kt	arrow-optics-test-jvm	1.0.3-alpha.15		7339fc60101b9806f3b04580b93993515e8b77f1
io.arrow-kt	arrow-optics-test-jvm	1.0.3-alpha.16		fe4322e666602e7b47de13d28d76845bbf978521
io.arrow-kt	arrow-optics-test-jvm	1.0.3-alpha.17		b23266cab4013e1429e7ea964b49a8a8117c3d8f
io.arrow-kt	arrow-optics-test-jvm	1.0.3-alpha.18		b0bb6f3d7a09bce7531890eb684147cde308d9b9
io.arrow-kt	arrow-optics-test-jvm	1.0.3-alpha.19		2184c2e34bebab9cbfbd31cbbd825546cf13a39e
io.arrow-kt	arrow-optics-test-jvm	1.0.3-alpha.2		8bf74a229afea6db6b510c3e1a4f92ef021183fd
io.arrow-kt	arrow-optics-test-jvm	1.0.3-alpha.20		68ae4a3282e4de22edc55f23645babbb45ad0f6c
io.arrow-kt	arrow-optics-test-jvm	1.0.3-alpha.21		6798b76726803e3677cae2c63edf6203ed23146f
io.arrow-kt	arrow-optics-test-jvm	1.0.3-alpha.23		8f43c205df3f689d9135fe9bfe129e0f293a9f32
io.arrow-kt	arrow-optics-test-jvm	1.0.3-alpha.24		74eabb75521debc96a9534834a024877520d882c
io.arrow-kt	arrow-optics-test-jvm	1.0.3-alpha.25		8ae3bf0728e91161dbd420a067c01edda8b5e905
io.arrow-kt	arrow-optics-test-jvm	1.0.3-alpha.26		82cbc0578fa61f7b8ddc1531b75ec9c55178b475
io.arrow-kt	arrow-optics-test-jvm	1.0.3-alpha.28		c386f9c7835ffbf456028394dba507b213121b8d
io.arrow-kt	arrow-optics-test-jvm	1.0.3-alpha.29		331b6bd934eb79c5fb788124ba0b651592e3a0ef
io.arrow-kt	arrow-optics-test-jvm	1.0.3-alpha.30		2bc97a4caff8341143e67ae3333e6bf6588ab41d
io.arrow-kt	arrow-optics-test-jvm	1.0.3-alpha.31		b9549710e1733e45a1ebcb92c313455eda9e0151
io.arrow-kt	arrow-optics-test-jvm	1.0.3-alpha.32		b6b3984e95c943103b00ef1914c4c68a848c291f
io.arrow-kt	arrow-optics-test-jvm	1.0.3-alpha.33		44f4dadc0e70459ba19b1bea0c4fd493ad6a74a9
io.arrow-kt	arrow-optics-test-jvm	1.0.3-alpha.34		874148f7b79685c4d7ddd4e2333e3b2c3e674acf
io.arrow-kt	arrow-optics-test-jvm	1.0.3-alpha.35		9c91d6a42f631057828e6265845fc54f958472d5
io.arrow-kt	arrow-optics-test-jvm	1.0.3-alpha.36		8225dd2ed32ba397c3a9e3fed3521b47afc893da
io.arrow-kt	arrow-optics-test-jvm	1.0.3-alpha.37		5ee20d063ffe8830fd6199646887f8f479d272af
io.arrow-kt	arrow-optics-test-jvm	1.0.3-alpha.38		c05c2cc0408581d4e1c869be5fcee6c6eef18cd8
io.arrow-kt	arrow-optics-test-jvm	1.0.3-alpha.39		511d06391bdb65146384eb4107caff3e932625c9
io.arrow-kt	arrow-optics-test-jvm	1.0.3-alpha.4		bbf320926144b74fab389fa2ef4b9d93b9c3a84b
io.arrow-kt	arrow-optics-test-jvm	1.0.3-alpha.40		9a078b648f8638d5ad080cf7f331ba5264bbe514
io.arrow-kt	arrow-optics-test-jvm	1.0.3-alpha.5		1863102526e5448a91a5bf1350c1f5e1474f6672
io.arrow-kt	arrow-optics-test-jvm	1.0.3-alpha.6		cc3b68126059b4b55fa41334fa28b21929a16049
io.arrow-kt	arrow-optics-test-jvm	1.0.4-alpha.1		c3eb9ef0f93530725638cd6fb9c2bda25a3e3f86
io.arrow-kt	arrow-optics-test-jvm	1.0.4-alpha.2		80bf31b7784d3615237e0e38f8518b3f155ac127
io.arrow-kt	arrow-optics-test-jvm	1.0.6-alpha.1		7524d14d374ceeb701e94cd07db6d607f7e26466
io.arrow-kt	arrow-optics-test-jvm	1.1.0		50c92195db4ac837a36f00ee044db112ac09995f
io.arrow-kt	arrow-optics-test-jvm	1.1.2		2ef8a8db96a9e3fb3754ff93cf1e2bb0815bdd77
io.arrow-kt	arrow-optics-test-jvm	1.1.3-alpha.1		2e2a37d5d029481a088c4ec07d5ecb0a80a46791
io.arrow-kt	arrow-optics-test-jvm	1.1.3-alpha.10		bd268d1a9c0864be7d502e72f48aa96517cf00df
io.arrow-kt	arrow-optics-test-jvm	1.1.3-alpha.11		a098799b5edfc4fb669a1572cb75a2f824fdc27e
io.arrow-kt	arrow-optics-test-jvm	1.1.3-alpha.12		8214ea267c1f43909ea9e8bbdc799d3443b73552
io.arrow-kt	arrow-optics-test-jvm	1.1.3-alpha.13		aec4fc3e0276b2d2463f8fdf7fec310f86424e9c
io.arrow-kt	arrow-optics-test-jvm	1.1.3-alpha.14		bdd62beb7d2db44104543b24f50c9be90ad45a75
io.arrow-kt	arrow-optics-test-jvm	1.1.3-alpha.15		0ce1320fddbd83dfbf323ca81b26b5d25b4fe051
io.arrow-kt	arrow-optics-test-jvm	1.1.3-alpha.16		f27c96e06d4703b6f6a6dda7d447c75b85636b6a
io.arrow-kt	arrow-optics-test-jvm	1.1.3-alpha.17		c3fd657d6fdd27b321a0e089d3ec2bedc1d6f8fa
io.arrow-kt	arrow-optics-test-jvm	1.1.3-alpha.18		ab7092d26fd52bf549bee9df918d786617838dd9
io.arrow-kt	arrow-optics-test-jvm	1.1.3-alpha.19		26c6d7a50f18702789ed22a796a48d2a5ffaae80
io.arrow-kt	arrow-optics-test-jvm	1.1.3-alpha.2		92465c1d811fb7592272022b8844756c522f77a0
io.arrow-kt	arrow-optics-test-jvm	1.1.3-alpha.20		3efcacb81554e96a68c8ad9edba88a9f42a606ef
io.arrow-kt	arrow-optics-test-jvm	1.1.3-alpha.21		e20adac2d9d6274035408ab81b39e1f99ba35a50
io.arrow-kt	arrow-optics-test-jvm	1.1.3-alpha.22		c89cb572383039d3aaae41efbcff9c6a142e419f
io.arrow-kt	arrow-optics-test-jvm	1.1.3-alpha.3.0+2022-05-16T16-21-58-758705Z		758c631bbd3ca4544c1a7c243c32c4ba108c22fb
io.arrow-kt	arrow-optics-test-jvm	1.1.3-alpha.4.0+2022-05-17T09-11-10-723810Z		5d785fbeff1b5652ca64927157240d571c861e26
io.arrow-kt	arrow-optics-test-jvm	1.1.3-alpha.5.0+2022-05-17T11-44-11-714740Z		bb8365683a69451e30f978eaa35447056a489320
io.arrow-kt	arrow-optics-test-jvm	1.1.3-alpha.6		63e39b9671ada30ca4ad5f6c698052658b3a96d7
io.arrow-kt	arrow-optics-test-jvm	1.1.3-alpha.7		bf03e5558b9644e9542a068d761cbcd35a7f46e1
io.arrow-kt	arrow-optics-test-jvm	1.1.3-alpha.8		44220d42e479b5b76de292ebcc4a944174f584a2
io.arrow-kt	arrow-optics-test-jvm	1.1.3-alpha.9		0bdd4d5ba1e3d2bd94423650de3f0fdab7049c6c
io.chrisdavenport	fiberlocal_native0.4_2.13	0.1.2		69719526ae9e8c0f52d0d81f78bbe78e729dcc92
io.fabric8.funktion	k8nats	1.1.53		ed608d92a73161b4ddac72cad28fbd456721515c
io.fabric8.funktion	k8nats	1.1.55		d4dfaa268d571b021a021e4f05a1f5c8c25ee452
io.gitee.gan_jian_wen_main	crawler-tools	1.0.1		a3ba438396803479b7c2a5499d5d9cbee8793b8a
io.gitee.h8778	accurate-bridge-datasource	1.5.7		N/A
io.gitee.h8778	accurate-bridge-datasource	1.5.8		N/A
io.gitee.h8778	accurate-bridge-datasource	1.6.3		N/A
io.gitee.h8778	accurate-bridge-datasource	1.6.4		N/A
io.gitee.h8778	accurate-bridge-datasource	1.6.5		N/A
io.gitee.h8778	accurate-bridge-datasource	1.6.5.1		N/A
io.github.adempiere	adempiere-business-processors	1.0.0		5b02f40c8f8e986fd9f3c9d45f07fff8359b21b8
io.github.adempiere	adempiere-business-processors	1.0.5		25689aa0073bae017467e2a1f77f1420d7f9ec5b
io.github.adempiere	adempiere-business-processors	1.0.6		23287d1e71c172a4ed0c3812a071474a3725cea8
io.github.adempiere	adempiere-business-processors	1.0.7		9327cab89fe077db5b5ee8b2dc9bfcf12f3bb16d
io.github.adempiere	adempiere-business-processors	1.0.8		5b6b8f2af0a6516419679b1fd7e16a088f89c810
io.github.adempiere	adempiere-business-processors	1.0.9		65e549268c86245c93eb7fa9d20b7d9561e3ec06
io.github.adempiere	adempiere-business-processors	1.1.0		3bad4f9c2c856aa1a96d575d3c1ecc5ddff2861a
io.github.adempiere	adempiere-business-processors	1.1.3		079ee964b8f6d27f1213192ab99989916af4d9b1
io.github.adempiere	adempiere-business-processors	1.1.5		7323e9e70f5315673357f2ca73bf45469c91211d
io.github.adempiere	adempiere-business-processors	unspecified		899f304347eb96008ac0b53ca8a43e1ab7bf34ea
io.github.gaol.vertx.test.ebridge	test-ebridge	1.0.0		22f424fe7a78954bdc81b755a07e89bb2ec335ff
io.github.gaol.vertx.test.ebridge	test-ebridge	1.0.1		21c8c2304881e6341d340092c7ee8910c76eba13
io.github.gaol.vertx.test.ebridge	test-ebridge	1.0.2		2e48e7fd35ed3f26dd857970c9a01969be84787c
io.github.gaol.vertx.test.ebridge	test-ebridge	1.0.3		2c1c267a4654f4a58762bdaf8ddfbda387f4e089
io.github.jmcleodfoss	util	1.0.0		9fee42fd9a37c9eff955a70e76622d4ec4b5861e
io.github.jmcleodfoss	util	1.1.0		247a6026b10c51346ac4dfb8942c70b30f5504a2
io.github.jmcleodfoss	util	1.1.1		cc4c5b9e30bae64c156d8c1d8eee4234aa8ea122
io.github.jmcleodfoss	util	1.1.2		6941a7045c569aeb48f08579c9eeed1aa37d7752
io.github.open-accelerators	customer-tax-handling-common	1.0.2		75d6aa18bd73bf4413b0d638429e583216d412d0
io.github.rsaavedraf	maven-central-test	1.0		fc7eec8da6d21bfeb04a0aa217f9695556c6fabd
io.makepad	jinsta	0.0.1		fab334cf1aaa28b684c89e35d6930afeeced3416
io.makepad	jinsta	0.0.2		c770008bdee559ee4e5a9a6bab03f088a6166e62
io.makepad	jinsta	0.0.3		02c4de027ba9869144bdfc4c6ad30681b34a2d3f
io.makepad	jinsta	0.0.4		N/A
io.makepad	jinsta	0.0.5		baf12cfb1e5329c403db606b85875b1a072a8c8f
io.provis	provisio-airlift	0.1.25		5b5c189e8875ec3a44e1849505b774436b619b10
io.provis	provisio-airlift	0.1.26		7cdf90559739e7c80c3be7b3d8831f65d19d008a
io.provis	provisio-airlift	0.1.27		e36876a835d2ac27b471299d2cbeaad838b7b438
io.provis	provisio-airlift	0.1.28		3e89edad3a63f353b400e6a4789c06587ea0ab9c
io.provis	provisio-airlift	0.1.29		8f796a9eef7426d1d2b3fa85308eff7fdc12fb04
io.provis	provisio-airlift	0.1.30		ea8373a5b819ec8b337fcfaa07fed853419b91e9
io.provis	provisio-airlift	0.1.31		6372ad4cf2cf941439bf2d60bcaf2794302a5568
io.provis	provisio-airlift	0.1.32		009662eafbed6dc871f2fe50178c267fe4600e5e
io.provis	provisio-airlift	0.1.33		c7969e73902fc0dfde3bb33e177e6eb79076c57f
io.provis	provisio-airlift	0.1.34		94b7edc25769ab4971275f693f50bd61d1228c37
io.provis	provisio-airlift	0.1.35		bdc97893c0592cd5687e13e5a2916cd558e3402f
io.provis	provisio-airlift	0.1.36		f234c64698fbbd10e406162758b92eae24f18bde
io.provis	provisio-airlift	0.1.37		626da49439b0e91f4262e7b3a5078fdde92574b3
io.provis	provisio-airlift	0.1.38		09c4f396da7a6eb189c21355b5adf6aa4046b730
io.provis	provisio-airlift	0.1.39		9cc8fac6994459805cdec6ba76d0f909be7afa8e
io.provis	provisio-airlift	0.1.40		6e99edd3c9eff74c86f009b543d0c3055f2b48b7
io.provis	provisio-airlift	0.1.41		6b9fdbac9eeb2401a66d733e71c27cd2a780032f
io.provis	provisio-airlift	0.1.42		48602d50e7ae96cc6c38b79d39b301f8c652f1f2
io.provis	provisio-airlift	0.1.43		ae08ef74f3e9699aa2c1314610119fb3e252d418
io.provis	provisio-airlift	0.1.44		42957fac263eda2d0399b325c647b978fe5d468f
io.provis	provisio-airlift	0.1.45		b36d2a0813d4c6648057d7a31aa3cab6ff91d85f
io.provis	provisio-airlift	0.1.46		72352b029cf1556d5ecedb0a9953ebc1caa91626
io.provis	provisio-airlift	0.1.48		8309afed49a9d34866f7ded4ae00d0a1ac114ad1
io.provis	provisio-airlift	0.1.49		4624dd71c70bd35c795a8afa0a21dc39aa64cca3
io.provis	provisio-airlift	0.1.50		b1f684d903e587f102ff7a4974d28b74415f3fe4
io.provis	provisio-airlift	0.1.51		6b6fe4e37eb1d4ff577af9febad92833d5ff6970
io.provis	provisio-airlift	0.1.52		b225f7ffec9e284ec5fbebb9d23b3bf1bb285646
io.provis	provisio-airlift	0.1.53		6f2c700ceeba3eec74325ab81b0ead2b113733db
io.provis	provisio-airlift	0.1.54		33100e50318836d8c7110ee775035d801e3244d2
io.provis	provisio-airlift	0.1.56		0edc35454d30916c1058e1736c0d14df0e7c98ce
