be.objectify	deadbolt-java_2.13.0-M5	2.7.0		097f497a287862c6b55cf742893c410fd0e3ead4
com.twitter	finagle-mysql_2.11	20.4.1		cc020b27d4764be3ee0a0f041ae2d8e9cb41864f
com.twitter	finagle-mysql_2.11	20.5.0		f39ea1c605c5eb63c2537de706402dc0d886ae5e
com.twitter	finagle-mysql_2.11	20.6.0		b74d6ccdb54f1abe6ecaf5add1ca092808409f18
com.twitter	finagle-mysql_2.11	20.7.0		8f44e2f752a0abf12fb81df4efac77c81cd6ca64
com.twitter	finagle-mysql_2.11	20.8.0		d5ffd4e357733cd9ad07c9fd3ebb443f038d5e04
com.twitter	finagle-mysql_2.11	20.8.1		ebc172d3b601deecfd9f7c36b7d2b48179fc6c16
com.twitter	finagle-mysql_2.11	20.9.0		4bc74b1d58504a62b816772c228470366f54fd45
com.twitter	finagle-mysql_2.11	21.1.0		7207b6118e815bbcbb2217381b1b8f0545b039c2
com.twitter	finagle-mysql_2.11	21.2.0		17b005523ce588ffb3aed6cf642bee421e811fea
com.twitter	finagle-mysql_2.11	6.24.0		1f7ec380a77a213da9c027fc6c084b22ad90ed38
com.twitter	finagle-mysql_2.11	6.24.1-MONOCACHE		47ffae90870d8224573558080192e104b0d1c4c1
com.twitter	finagle-mysql_2.11	6.25.0		84cc2ee8e522a4601143c88347aec23a2456e715
com.twitter	finagle-mysql_2.11	6.26.0		26246e811028c97233eba9ae2c0d5180484622fa
com.twitter	finagle-mysql_2.11	6.27.0		c048f5ed35869cafa4fa33e9409dacf6e1ae90f9
com.twitter	finagle-mysql_2.11	6.28.0		98d3c474e63cab39689570fa225436edb396ea2b
com.twitter	finagle-mysql_2.11	6.29.0		495a76eeb109a66499be47ac7f660b9f0e82c623
com.twitter	finagle-mysql_2.11	6.30.0		b6fbe90d0cace107c73fb70fee48901a485d6785
com.twitter	finagle-mysql_2.11	6.31.0		926f8217022f58777c7164eebc0ec2d2fb700446
com.twitter	finagle-mysql_2.11	6.33.0		6af57a7a3f1de4944aba886c4efdae23d11cc08e
com.twitter	finagle-mysql_2.11	6.34.0		6d599be2897ebc9bf40c3668ea1eaffbc6ad58d2
com.twitter	finagle-mysql_2.11	6.35.0		347f101dfe46c40251af38dc1215af7b2c5e0046
com.twitter	finagle-mysql_2.11	6.36.0		1c0a7573d1eabad5cf6e0b19c0248ff05b054b1b
com.twitter	finagle-mysql_2.11	6.37.0		ca92744a1fdbbce0d013008b73fa867b83133e6e
com.twitter	finagle-mysql_2.11	6.38.0		e1b3cdd128f60cec94cf4a7fbe608cf0a8528299
com.twitter	finagle-mysql_2.11	6.39.0		3f2b2852eed13248ef66e735460b9dbaf03425b3
com.twitter	finagle-mysql_2.11	6.40.0		b4f5d548a18e30bd445b99015f1176eb8554a1b8
com.twitter	finagle-mysql_2.11	6.41.0		5bc9bda1ea99872079124ef86078656ef70073a3
com.twitter	finagle-mysql_2.11	6.42.0		adad887c419744371f8687151e5a741113af849c
com.twitter	finagle-mysql_2.11	6.43.0		08b42f3a8ed310a81cd3947d474f94af56c0d9f2
com.twitter	finagle-mysql_2.11	6.44.0		22a0a2bb32568c7432e54cddb3d5263f2973c211
com.twitter	finagle-mysql_2.11	6.45.0		337409e333dc7c04d40fa294b93e3c0561b0d7dc
com.twitter	finagle-mysql_2.11	7.0.0		46b950ff066c9802a1ee1d444e572efbb5ccc026
com.twitter	finagle-mysql_2.11	7.1.0		808a70789a8d92bf5c3736b1cfbb47dcd13afb82
com.twitter	inject-request-scope_2.12	17.10.0		f5feffb4e3a06cdcb4a0bcdc74b7c71c6a6be95b
com.twitter	inject-request-scope_2.12	17.11.0		e9112ea8a17c9fe0f9d7a4e22bfb259131982ef9
com.twitter	inject-request-scope_2.12	17.12.0		9ac9711edef79e28696005464a2d5b9a19617efd
com.twitter	inject-request-scope_2.12	18.1.0		190b2f2cecbfb1142920cae869351ce1188a3e09
com.twitter	inject-request-scope_2.12	18.10.0		280f70d2f197d3104cb8ab351ec37885e599801b
com.twitter	inject-request-scope_2.12	18.11.0		eea9e9387d3c4af8539b0377b0a1e98b3bc416ef
com.twitter	inject-request-scope_2.12	18.12.0		7d170a6f22397b873cafc944fd3ef65b7e704ffe
com.twitter	inject-request-scope_2.12	18.2.0		cac7cb966f8f4946cec1c2e899e6927dc4649b43
com.twitter	inject-request-scope_2.12	18.3.0		9deb16c7503bffb3b53bd730dcf7fefd13ed53ab
com.twitter	inject-request-scope_2.12	18.4.0		bddc1cd3fcd2be97ff9ee5a73406d1fa4d9718fc
com.twitter	inject-request-scope_2.12	18.5.0		d4888925d2d97e97647d9eb44df8eaa9416266df
com.twitter	inject-request-scope_2.12	18.6.0		40353e5ce504cb677f8e05cb865044fa59910def
com.twitter	inject-request-scope_2.12	18.7.0		717e698f78de61408af3468086c0df87589a6582
com.twitter	inject-request-scope_2.12	18.8.0		67326b5528cffd91577960d60f2aed671747c512
com.twitter	inject-request-scope_2.12	18.9.0		fbd03d11040ae7c58301a1b79161b785a9d79497
com.twitter	inject-request-scope_2.12	18.9.1		719da8900e894c17b8a392a0431bffe85e98a5cf
com.twitter	inject-request-scope_2.12	19.1.0		2cf58ab565548aea9f4a6d0f2d618b6cdfb024c0
com.twitter	inject-request-scope_2.12	19.10.0		23ad08d13871b6abb527cab338e32545450575e0
com.twitter	inject-request-scope_2.12	19.11.0		063d8a11682c093e042c874544c1e2f1cfb8aaf2
com.twitter	inject-request-scope_2.12	19.12.0		0863e0bcaf92c70f747390373aa8c16bf426b076
com.twitter	inject-request-scope_2.12	19.2.0		572d569a33d4d747ddb507b6fb0aeb63afc4fc70
com.twitter	inject-request-scope_2.12	19.3.0		10b6bb87a87faf1d4f4d9af82e4dbb5537583c0d
com.twitter	inject-request-scope_2.12	19.4.0		be07accaec5240e3df91953661329a2689d396d9
com.twitter	inject-request-scope_2.12	19.5.0		bccfd77474d05d027244ae8bffd52417ede1dc9c
com.twitter	inject-request-scope_2.12	19.5.1		9d4e54b5ed32c880c7fb1431e64b939cb7613ef3
com.twitter	inject-request-scope_2.12	19.6.0		be4f3169093945a5441950084f2f3fd0763e7d7d
com.twitter	inject-request-scope_2.12	19.7.0		2cb9d4117c0bc78a85a405b6a61833da113c453d
com.twitter	inject-request-scope_2.12	19.8.0		c0c54095ba1b6bcf06a1475e8885dabba1cda62f
com.twitter	inject-request-scope_2.12	19.9.0		10d09a898fc53d148e9e91ae00e4342472665c28
com.twitter	inject-request-scope_2.12	2.10.0		2a97c31105bd6855c8e6cc584ee10452d76ffd78
com.twitter	inject-request-scope_2.12	2.11.0		62d03582499bc7efacf1bde3a3b2084b8a4c1283
com.twitter	inject-request-scope_2.12	2.12.0		ee48ab742e5785b339277b69566981919420360f
com.twitter	inject-request-scope_2.12	2.13.0		d49988d4856be89ea36e39159bbe5a875c841654
com.twitter	inject-request-scope_2.12	2.9.0		6f06f9295e9e6105413911fcac2cd52410b26f17
com.twitter	inject-request-scope_2.12	20.1.0		64de6fe7aba37f2513f030606bc3b31e14342a14
com.twitter	inject-request-scope_2.12	20.10.0		90267d404868fdcd3642bdf449e6d0cec2bb9b4e
com.twitter	inject-request-scope_2.12	20.12.0		2ba082882956ec4ebd6cc471255236441bf1be26
com.twitter	inject-request-scope_2.12	20.3.0		dde98dd5c997d81445e804b0904a10f7f20bbfb0
com.twitter	inject-request-scope_2.12	20.4.0		16466b8783fdecef57316c91727e63e1790b02a9
com.twitter	inject-request-scope_2.12	20.4.1		58987898fd703ca3bcaf91f5942609eb4faeab19
com.twitter	inject-request-scope_2.12	20.5.0		08fa5b73af218c65ae998c9e8196bb7ec9e406e8
com.twitter	inject-request-scope_2.12	20.6.0		d8e3907b98f586f29679cc8ba5c649af19bf5d03
com.twitter	inject-request-scope_2.12	20.7.0		688af9c46bccc5400b19de7ca687f699f6f3b6ce
com.twitter	inject-request-scope_2.12	20.8.0		7c0abe93d40201486f3faf3febc6e0ea75344ab1
com.twitter	inject-request-scope_2.12	20.8.1		003e3596f776b8f65acdeea007093df947475455
com.twitter	inject-request-scope_2.12	20.9.0		6d8e0e9d06784a0844beba5ea32a40484c7ccb32
com.twitter	inject-request-scope_2.12	21.1.0		d31b06bd12077c3d81cbdf57fc8f4e0d499125e9
com.twitter	inject-request-scope_2.12	21.10.0		1164b87d3424b6f8192ca9667facb100cc3b02df
com.twitter	inject-request-scope_2.12	21.11.0		2f2817aeb8706bc326390d4e9cb76ce8dbd007a4
com.twitter	inject-request-scope_2.12	21.12.0		5d10066bf98cd68a35a54e1fb12bc9647814503d
com.twitter	inject-request-scope_2.12	21.2.0		0111a73d24ae6f8052262cfed6c79b48392525e8
com.twitter	inject-request-scope_2.12	21.3.0		555d62c13d107d784eacf6f0c4a72f32f36e5f24
com.twitter	inject-request-scope_2.12	21.4.0		2436c9bd37e23479d41ab54f1199d7d7558ce192
com.twitter	inject-request-scope_2.12	21.5.0		5299d82b3582f3369e97f18ecc852c1e1f7bbacd
com.twitter	inject-request-scope_2.12	21.6.0		f2217599bf668f82ed71898b4583b1f66bec53ed
com.twitter	inject-request-scope_2.12	21.8.0		296004316fb0f029a9c24b9bc7345846fa5ba1f4
com.twitter	inject-request-scope_2.12	21.9.0		ff5fc681461813c4c716e22fd949077a54742180
com.twitter	inject-request-scope_2.12	22.1.0		7af9541596dd8ee818215ddf1ce8b7196edb55e5
com.twitter	inject-request-scope_2.12	22.12.0		751ab1dd37bdf1ff7ba768cd22c42c7d59a9439b
com.twitter	inject-request-scope_2.12	22.2.0		3dbe8fa2fa5fc251a0befe8b03b8731e9c6a763e
com.twitter	inject-request-scope_2.12	22.3.0		23e6ec252dcb36a28bcdba9bd4cc87a2ddaefae5
com.twitter	inject-request-scope_2.12	22.4.0		8c51783bb6057bde45bce467958b9880a6e15b07
com.twitter	inject-request-scope_2.12	22.7.0		ed2fbe9cc32ceab61539f0ff4b6ef77013d7c564
com.twitter	inject-request-scope_2.12	23.11.0		93ce064d80a3caac51f0069d64f31daebc34aaa9
com.twitter	inject-request-scope_2.12	24.2.0		592a83f91b8e420605a84b72c5b86d421d47ec52
de.sciss	scalacollider-dot_3	1.6.4		66fc7b0cfc3926d7c59e7d9153909b3a8de81f92
de.sciss	scalacollider-dot_3	1.7.0		274c6b358e06127bbab7137491aa143392e0950c
dev.kilua	kilua-rpc-ktor-guice-js	0.0.1		N/A
dev.kilua	kilua-rpc-ktor-guice-js	0.0.10		N/A
dev.kilua	kilua-rpc-ktor-guice-js	0.0.11		N/A
dev.kilua	kilua-rpc-ktor-guice-js	0.0.12		N/A
dev.kilua	kilua-rpc-ktor-guice-js	0.0.13		N/A
dev.kilua	kilua-rpc-ktor-guice-js	0.0.14		N/A
dev.kilua	kilua-rpc-ktor-guice-js	0.0.15		N/A
dev.kilua	kilua-rpc-ktor-guice-js	0.0.16		N/A
dev.kilua	kilua-rpc-ktor-guice-js	0.0.17		N/A
dev.kilua	kilua-rpc-ktor-guice-js	0.0.18		N/A
dev.kilua	kilua-rpc-ktor-guice-js	0.0.19		N/A
dev.kilua	kilua-rpc-ktor-guice-js	0.0.2		N/A
dev.kilua	kilua-rpc-ktor-guice-js	0.0.20		N/A
dev.kilua	kilua-rpc-ktor-guice-js	0.0.21		N/A
dev.kilua	kilua-rpc-ktor-guice-js	0.0.22		N/A
dev.kilua	kilua-rpc-ktor-guice-js	0.0.23		N/A
dev.kilua	kilua-rpc-ktor-guice-js	0.0.24		N/A
dev.kilua	kilua-rpc-ktor-guice-js	0.0.25		N/A
dev.kilua	kilua-rpc-ktor-guice-js	0.0.26		N/A
dev.kilua	kilua-rpc-ktor-guice-js	0.0.27		N/A
dev.kilua	kilua-rpc-ktor-guice-js	0.0.28		N/A
dev.kilua	kilua-rpc-ktor-guice-js	0.0.29		N/A
dev.kilua	kilua-rpc-ktor-guice-js	0.0.3		N/A
dev.kilua	kilua-rpc-ktor-guice-js	0.0.30		N/A
dev.kilua	kilua-rpc-ktor-guice-js	0.0.4		N/A
dev.kilua	kilua-rpc-ktor-guice-js	0.0.5		N/A
dev.kilua	kilua-rpc-ktor-guice-js	0.0.6		N/A
dev.kilua	kilua-rpc-ktor-guice-js	0.0.7		N/A
dev.kilua	kilua-rpc-ktor-guice-js	0.0.8		N/A
dev.kilua	kilua-rpc-ktor-guice-js	0.0.9		N/A
dev.whyoleg.cryptography	cryptography-bigint-watchosarm64	0.3.0		N/A
dev.whyoleg.cryptography	cryptography-bigint-watchosarm64	0.3.0	metadata	eda75e9c79258ae630c51776b8266ce641662c47
dev.whyoleg.cryptography	cryptography-bigint-watchosarm64	0.3.1		N/A
dev.whyoleg.cryptography	cryptography-bigint-watchosarm64	0.3.1	metadata	a1410060c8e9bdfa61b747f2cea1aed8f5800f76
dev.whyoleg.cryptography	cryptography-bigint-watchosarm64	0.4.0		N/A
dev.whyoleg.cryptography	cryptography-bigint-watchosarm64	0.4.0	metadata	936c701a6022a713fc9c19b7bafca6a60cdc21e8
edu.amherst.acdc	acrepo-build-tools	0.0.3		77f6c3404e680a8a4796057abc1ecf492c24ffce
edu.amherst.acdc	acrepo-build-tools	0.0.4		63eb2e9d0d3e22e2158f3ec29177b081e2b33fad
edu.amherst.acdc	acrepo-build-tools	0.1.0		9a4bf71c9dc30e539e8850c109aa9018ab501bdc
edu.amherst.acdc	acrepo-build-tools	0.2.0		53b7c4c1cc12932b617a1ba57abd02a3a0838929
fr.iscpif.jglobus	parent	2.2.0-20160826		N/A
hu.rxd	lexirex	0.1.1		56f7e3c2b608a3043c527352d7e7f35a0ebf1969
icu.bughub.kit	Wechat-iosx64	0.0.1		N/A
icu.bughub.kit	Wechat-iosx64	0.0.1	metadata	7dc76612f9fadc1d03afaac930bbf33810934d12
icu.bughub.kit	Wechat-iosx64	0.0.2		N/A
icu.bughub.kit	Wechat-iosx64	0.0.2	metadata	b57e123cb4b214e3451dab5bcaaa9873476a1984
io.adtrace	android-sdk-plugin-oaid	2.0.2		N/A
io.adtrace	android-sdk-plugin-oaid	2.0.3		N/A
io.adtrace	android-sdk-plugin-oaid	2.0.3	release-sources	586759fe095f0792a19e5b75ca62a4a1481d68be
io.adtrace	android-sdk-plugin-oaid	2.2.0		1d88fd2eaa1bbb72898b822348a8332c0e330bd1
io.adtrace	android-sdk-plugin-oaid	2.3.0		a3884f30639991bd6ba94a1c9c1aeff7e822bca5
io.adtrace	android-sdk-plugin-oaid	2.4.0		da624446a54a01ed8f58d65c2c86ea11a1847c9d
io.adtrace	android-sdk-plugin-oaid	2.4.1		1de36bb8620d7f0c938d729daee16c57dcc06349
io.adtrace	android-sdk-plugin-oaid	2.4.2		70ef5708163036126550db9ae70feb5231446c92
io.adtrace	android-sdk-plugin-oaid	2.5.0		N/A
io.adtrace	android-sdk-plugin-oaid	2.5.1		N/A
io.adtrace	android-sdk-plugin-oaid	2.5.2		N/A
io.adtrace	android-sdk-plugin-oaid	2.6.0		N/A
io.adtrace	android-sdk-plugin-oaid	2.6.1		N/A
io.datalbry.precise	processor-kotlin	0.0.2		1503e7b5414e62dd178bcc97f4306d0531547cfc
io.datalbry.precise	processor-kotlin	0.0.3		7b471b10bb34051fb4e07df56dcf375c5a320591
io.datalbry.precise	processor-kotlin	0.0.4		7b33deed01f14b6386cc78c1dda0a312b342e22c
io.gatling	gatling-core	2.0.0		04353f26915cecb7d1048650e74ea37b0fb7c8a0
io.gatling	gatling-core	2.0.0-RC1		d9a70cc74a180911f7f983b87e53126879800af2
io.gatling	gatling-core	2.0.0-RC2		3c8ab385822b03ba9de839a918b3863528b79a6b
io.gatling	gatling-core	2.0.0-RC3		cf79d4c2ee9d10679856c2931d489dcb7223c76b
io.gatling	gatling-core	2.0.0-RC4		dccccf1c824f1d183b01c092edc3b4591fa8ba07
io.gatling	gatling-core	2.0.0-RC5		e7b256db8487176e27d6e5cb077e5cb4770c6b0e
io.gatling	gatling-core	2.0.0-RC6		3a8214ed8b0a2b4f575f5d2f1cf32f459892634b
io.gatling	gatling-core	2.0.1		864dfc4a111f1767e0994e2fd33d296ad144c478
io.gatling	gatling-core	2.0.2		697577a854be1ec5412fb8c9f36b67af2cb93a3e
io.gatling	gatling-core	2.0.3		fe6a7f6fd3599cf7baef6007a5df413b327f498a
io.gatling	gatling-core	2.1.0		879bfed998fc54d87e98c2168c3f1f130e62ad7b
io.gatling	gatling-core	2.1.1		65c19eacffb3014901f9e68ff82846dfab91003e
io.gatling	gatling-core	2.1.2		32ea7b4e9005339ebeafdaad5f3a0ee01eabf6a2
io.gatling	gatling-core	2.1.3		fb3398b53404221f3334e3b3f8166b5c8e617bb8
io.gatling	gatling-core	2.1.4		6e0a0ecbec07e1e088971ea8ce85b0340a6a3524
io.gatling	gatling-core	2.1.5		425fcb9cc24e95a12076a56a0f3c12d4ab52793b
io.gatling	gatling-core	2.1.6		bf8cf3a4466abc5445370b1714853a82dbaa4ed4
io.gatling	gatling-core	2.1.7		73974e83fe7e7d860395f1255f0b1998b06b6d71
io.gatling	gatling-core	2.2.0		3f2c346729fb3cb8b8ad936c25218a41d838746c
io.gatling	gatling-core	2.2.0-M1		696565dd3fed6ec78b4c9149b9fab3673f2803be
io.gatling	gatling-core	2.2.0-M2		aea8e2d45d5560a27f6b78f509e60dde1cb281c5
io.gatling	gatling-core	2.2.0-M3		37f9731aade227fcbee73d6b6a051d86f57d5567
io.gatling	gatling-core	2.2.1		7e459914ccf3b0e3a6e867f411c79fc409a4b3a5
io.gatling	gatling-core	2.2.2		f06b4510c0d0e4f40d6985a918a17a8c6025cab9
io.gatling	gatling-core	2.2.3		22c4b35257e936331b6673d85735f11f446385bb
io.gatling	gatling-core	2.2.4		0b5061e884f31cbdc804af57a1101ecefe846d5c
io.gatling	gatling-core	2.2.5		63596a2912f084859b0dab5651d31b2c5b878a13
io.gatling	gatling-core	2.3.0		dd80c883fc7c4f4e6d961ac0eb3668ce045d06ef
io.gatling	gatling-core	2.3.1		84a413fee33fe24c13993633436d2dbc119a584b
io.gatling	gatling-core	3.0.0		33a67459c9a811f07402a20e5412ee68a858c00e
io.gatling	gatling-core	3.0.0-RC1		4f685c331716835a39f25c9a11494b67695b82d0
io.gatling	gatling-core	3.0.0-RC2		891a0327409f027b22953e7f6462cfa053821349
io.gatling	gatling-core	3.0.0-RC3		8fff7def89aa04b22d8ba92556477f4aacc50fb6
io.gatling	gatling-core	3.0.0-RC4		2cc8593e9996dad87c0c1d517a16750a8554300c
io.gatling	gatling-core	3.0.1		8e4b2d0586aaac35e36ddcccd6de0db25655fda1
io.gatling	gatling-core	3.0.1.1		8f5b4e5b56d60249e9c6a7ef770af96488c500a7
io.gatling	gatling-core	3.0.2		0747164f6ac60acb6d5d361b917870343cd989fc
io.gatling	gatling-core	3.0.3		a22196e4eaf73b96bd992806e6226a79f3ea7e57
io.gatling	gatling-core	3.1.0		f159c384fdb4baf2d2a97ce7b3fad37941042e7b
io.gatling	gatling-core	3.1.0.1		d5d01c110bd5629964ec4d3a320698afe7e2159d
io.gatling	gatling-core	3.1.1		3f057e5eb9ebf0cf19f1fcf49f399413e9fda8e3
io.gatling	gatling-core	3.1.2		5d00ab1a3ee585383c1f2bc76da288e7a05d0233
io.gatling	gatling-core	3.1.3		cf1b60e5b87d48c46ad3c5543de057d4247b1d67
io.gatling	gatling-core	3.10.0		ff6be41da96872f655ce5203bf74a5aa3faf39bf
io.gatling	gatling-core	3.10.1		c026ac2fc87aa8ea9c71105f58fdc792c299c837
io.gatling	gatling-core	3.10.2		678a546c30813f180f4054f277e339b9bd5125a8
io.gatling	gatling-core	3.10.3		f4159f3686da8d52502e13b3220aa7dcf084a8ff
io.gatling	gatling-core	3.10.4		45044e726d89582daa937a3241d1e29960b5155c
io.gatling	gatling-core	3.10.5		19afe98eed01621688b30c2632143eff4e1b656a
io.gatling	gatling-core	3.11.0		71058e9428110c3f15c8b7044f46d2206ef40663
io.gatling	gatling-core	3.11.1		07409a8140bee494426a53f4364aaa32fee7951e
io.gatling	gatling-core	3.11.2		659f858a8962fb6f72bf547e381038cd5810f098
io.gatling	gatling-core	3.11.3		b2038e6b44896db1edbb9bac9a001273de31434e
io.gatling	gatling-core	3.11.4		17e5ad35dd233f53955f080bd97576d03dc40f37
io.gatling	gatling-core	3.11.5		7aa9191ddd19284fa9810fdab72d39b36ba34fc6
io.gatling	gatling-core	3.12.0		f2f1f2f1e3cfb24bfc837360fb2019cde70b63f5
io.gatling	gatling-core	3.13.0		14f2ba67722d31f5d0348ac177375e9aedaad3f1
io.gatling	gatling-core	3.13.1		648bf9f10d4a87551c44c3ab7ca2b4ed2e5273e8
io.gatling	gatling-core	3.13.2		2d239d89aea94ea1caaa9816615da98332218b08
io.gatling	gatling-core	3.13.3		bbf065057ba2e987a2ad93f01a35add979eee341
io.gatling	gatling-core	3.13.4		a278f89ec69eb8d5ca4d47ad2c7a8aa139b978c3
io.gatling	gatling-core	3.13.5		f94e2e173f691928a8101d1020357ba2b17d6df0
io.gatling	gatling-core	3.2.0		3ae213fba22a00dda9332e407bf1e71fae55289a
io.gatling	gatling-core	3.2.1		769d0708c150b572c5a6437d59e0601969f1757f
io.gatling	gatling-core	3.3.0		b94d91e92c632e3d83cf207bea94c47abcf6fde7
io.gatling	gatling-core	3.3.1		be1a715ee2aa450321cbc0756165e19b392da80b
io.gatling	gatling-core	3.4.0		e24c8736663eb66d92f52637fc8e61de38364f58
io.gatling	gatling-core	3.4.0-M1		7af661f3ca89f79f55ff89f634fe6def5240cf3c
io.gatling	gatling-core	3.4.1		6f811bd8dd4e9f30f96eeee9af77da91fc830c21
io.gatling	gatling-core	3.4.2		1dfceace01b81c10411c0d2c0bf4e6dc0779ef1b
io.gatling	gatling-core	3.5.0		8d78c63f64babbfc0ddb72acd3b58954ad8b6251
io.gatling	gatling-core	3.5.1		1a1283f76e2cfc9053d38ba13cbba3ed9489b3f2
io.gatling	gatling-core	3.6.0		a406dcc0178450f6e5db047901068a04e5c2f32e
io.gatling	gatling-core	3.6.1		a30631bf90d2476558f3ec31128efdd0166a6596
io.gatling	gatling-core	3.7.0		ae4b91129c02bbd4b007dc597ee74b3ac5a5b011
io.gatling	gatling-core	3.7.0-M1		17a7923f9a70c7583607ac2d0639b1c001e5c399
io.gatling	gatling-core	3.7.0-M2		9d5b36a58e241803e0ea36953badf45aa32a31c8
io.gatling	gatling-core	3.7.0-M3		45b7964eb58ce87bb80bafc96f3fd786079395a9
io.gatling	gatling-core	3.7.0-M4		13f37d634c1d17b37c5ef09dc1171446e5de0f2d
io.gatling	gatling-core	3.7.1		dd94a5b439b5d3d2f21c304927cbd36426f3458e
io.gatling	gatling-core	3.7.2		7391dbb9bed57968ce2fd1849c93b8019f8c8911
io.gatling	gatling-core	3.7.3		949540d9be26b27bbc35d8ff067b8918879ccdb5
io.gatling	gatling-core	3.7.4		28d477dc8fde6184e9a2cd28ee81de5ecdb9583b
io.gatling	gatling-core	3.7.5		d6b0c7c5325f1dfe59632fdf265cacfb43436bc9
io.gatling	gatling-core	3.7.6		7b6e475308503bb19d60bb82bbce538d501be031
io.gatling	gatling-core	3.8.0		e917e464e80d6fcd603c7d24cf66f36e373bef4c
io.gatling	gatling-core	3.8.1		b0ce3d66774ba143e9e4f8c4e93bf9211be4dde6
io.gatling	gatling-core	3.8.2		8be8d5607c900c01c4da98fcac8476bd63211819
io.gatling	gatling-core	3.8.3		00029af6ec380d8bbf9fe6f360f8750b096e848e
io.gatling	gatling-core	3.8.4		cc5d2e905faa775e813d938fc366b918275809ae
io.gatling	gatling-core	3.9.0		ac0f4a713f46eed01dac8fbeb754bf1d07ebbc17
io.gatling	gatling-core	3.9.1		cda3d3d3150f90cc7f0b8278f1419d20f546be1f
io.gatling	gatling-core	3.9.2		dbf84553ad94c0800da34375646081ac93f30939
io.gatling	gatling-core	3.9.3		5a37ccfb29e87a3842955bf1acb7cfe470680a49
io.gatling	gatling-core	3.9.4		432dea6ba4e37e842e47c63df7c08d5e9bffe52b
io.gatling	gatling-core	3.9.5		f5db0a4f7271e448d3e3e26e2a159e036565f546
io.github.alexzhirkevich	qrose-core	1.0.0		0ebb491fe1b4b5c8bb04bf7599f673e32b4bc111
io.github.alexzhirkevich	qrose-core	1.0.1		0ebb491fe1b4b5c8bb04bf7599f673e32b4bc111
io.github.greycode	shardingsphere-agent-tracing-jaeger	5.3.1.1		77e12dde46caf986c41631596f696a5db581251e
io.github.greycode	shardingsphere-agent-tracing-jaeger	5.3.1.2		7dd0c91f3c3a5a7a34e6542abf873366101bc13a
io.github.greycode	shardingsphere-agent-tracing-jaeger	5.3.1.3		77a48d44c1ac6099794912c2ca5ebdf65c88abc9
io.kevinlee	refined4s-refined-compat-scala2_sjs1_2.13	0.12.0		07650ff9c8ba7193146d5581e50a06136874a2d0
io.kevinlee	refined4s-refined-compat-scala2_sjs1_2.13	0.13.0		35690424c19cce0f0df11b51008a537c887f075a
io.kevinlee	refined4s-refined-compat-scala2_sjs1_2.13	0.14.0		6738b4ab231be176990dbd3692a625b79007677a
io.kevinlee	refined4s-refined-compat-scala2_sjs1_2.13	0.15.0		ee1975d77328163939698ba540f332348b6ddc79
io.kevinlee	refined4s-refined-compat-scala2_sjs1_2.13	0.16.0		961891664c8e51e229f449dc2e5b38d19c2ab885
io.kevinlee	refined4s-refined-compat-scala2_sjs1_2.13	0.17.0		9890c6bbabc6b543d0adac7f8c4ed6c0a96aa980
io.kevinlee	refined4s-refined-compat-scala2_sjs1_2.13	0.18.0		3dffc6370e9164b86d2120bf63a8250e0153efc2
io.kevinlee	refined4s-refined-compat-scala2_sjs1_2.13	0.19.0		a04753101f180cc0dd63106d7aa092bfce455232
io.kevinlee	refined4s-refined-compat-scala2_sjs1_2.13	1.0.0		59ac27f53ad8f57250c2c8554937fcb349525d84
io.kevinlee	refined4s-refined-compat-scala2_sjs1_2.13	1.1.0		c23768c7d59ac81671948854285be2e0ba6a96db
io.peekandpoke.funktor	rest-js	0.86.0		N/A
io.peekandpoke.funktor	rest-js	0.87.0		N/A
io.peekandpoke.funktor	rest-js	0.88.1		N/A
io.peekandpoke.funktor	rest-js	0.88.10		N/A
io.peekandpoke.funktor	rest-js	0.88.2		N/A
io.peekandpoke.funktor	rest-js	0.88.5		N/A
io.peekandpoke.funktor	rest-js	0.88.6		N/A
io.peekandpoke.funktor	rest-js	0.88.9		N/A
io.praecepta.rules	praecepta-rules-evaluators	1.0.0		c05a0e0cd1288a393e7cbdcb2c096cc9c9bf0de5
io.praecepta.rules	praecepta-rules-evaluators	1.0.1		add850b04812901def6a427fe042035dc084e43f
io.praecepta.rules	praecepta-rules-evaluators	1.0.2		fd78abda40c2b0a84b6814fe980ddf07e26fe42a
io.redlink	redlink-sdk-java	1.0.0		d62e16dc322cc1846d0d268eac2e1a58c74ab892
io.redlink	redlink-sdk-java	1.0.0	shaded	05e301676b149fb58cf2f44e93b6431749d5c04b
io.redlink	redlink-sdk-java	1.0.1		0a57c6c850bd2778773208859acc9c8d39427e80
io.redlink	redlink-sdk-java	1.0.1	shaded	73afb0dc10fa57847e62a8093c36e5e1e94d9e28
io.redlink	redlink-sdk-java	1.0.2		f7af5a82b27d6ace1fd84416154f6c3e70b702e3
io.redlink	redlink-sdk-java	1.0.2	shaded	23749326b074a3a8a61ffa6606ab9b413e639fbc
io.redlink	redlink-sdk-java	1.0.2-BETA		375be2e6d038d47362ceb996971fcf4c5405c0cc
io.redlink	redlink-sdk-java	1.0.2-BETA	shaded	c23597a210d95338f2d283f261b606e82c4e6367
io.redlink	redlink-sdk-java	1.0.3		5288aea260ad40ae451b07afa0502450c41bfb2b
io.redlink	redlink-sdk-java	1.0.3	shaded	b43d06cba466687fc777dce3db1e306c1c217072
io.redlink	redlink-sdk-java	1.0.4		79dc3e9d3028aebc76929a55ceb4b11a6324b092
