biz.enef	slogging_2.13	0.6.2		41f101555055dadb451208c4cba07e27213d7f08
com.github.king019	fw_dependency	fw_v_1.35		e56ea3c7f898cf0acee6f9d0c40d1ccf139e7568
com.github.king019	fw_dependency	fw_v_1.36		3599dd5cf724736c7a5ce8c4018aa2d54af50557
com.github.king019	fw_dependency	fw_v_1.37		aaf04bcdde38803cf1a3b667c7ecc79037d61d75
com.github.king019	fw_dependency	fw_v_1.38		f85e8527ccd54bc68655c30d1dd540f4aebc430d
com.github.king019	fw_dependency	fw_v_1.39		ad659ed8dce5800f0e093fac8f92c133490a5841
com.github.king019	fw_dependency	fw_v_1.4		570b9af6b0fcf0ec3006c5bf724aafea8999cf9d
com.github.king019	fw_dependency	fw_v_1.40		0ad365375c9e5ecefd84316b635e71e97cabaaec
com.github.king019	fw_dependency	fw_v_1.41		dc82c9a80bc6d434c5f5f75e4b273d8f873c07bb
com.github.king019	fw_dependency	fw_v_1.42		eb05f6a673fe162d71c7a0ab453199a54730fe01
com.github.king019	fw_dependency	fw_v_1.43		7d151be0cc566533db1f29a25352b4e8b1b43bd9
com.github.king019	fw_dependency	fw_v_1.44		cf5ea37595bef80f463c95811dab3161ae585ab5
com.github.king019	fw_dependency	fw_v_1.45		c9e416ef366b1c04049a9ff7b4abf68f52d25d10
com.github.king019	fw_dependency	fw_v_1.46		667e0fe68eb0d8cbdaf04bd361981c241fd8085c
com.github.king019	fw_dependency	fw_v_1.47		62216a2d25c23fda24a6407599797ad19c555c06
com.github.king019	fw_dependency	fw_v_1.48		9a28c64a3671dab60cb691bd1cc7b299f8372c54
com.github.king019	fw_dependency	fw_v_1.5		851d98e7efe393ed1bf33df1ed8a431628bcf005
com.github.king019	fw_dependency	fw_v_1.6		7600ec097bfc0a3f95d22df975b3f1b289446db8
com.github.king019	fw_dependency	fw_v_1.7		25a8676908ef744eb352f3e1fb990b4a496800aa
com.github.king019	fw_dependency	fw_v_1.8		a93cd7d58ff2e948f27973e65e2bce6bbf278b19
com.github.king019	fw_dependency	fw_v_1.9		87cb79ce2b8c9fc7545373807bc61d5c88f70c47
com.github.nscala-time	nscala-time_2.12.0-M4	2.12.0		92231c83b8012d7059a24b1b1b71274f0d4f329f
com.github.rssh	cps-async-connect-pekko-stream-lts_3	0.9.22		572151f2575aeac7e838e7659ed516382e515485
com.github.submob	logmob-iossimulatorarm64	2.1.3		N/A
com.github.submob	logmob-iossimulatorarm64	2.1.4		N/A
com.github.submob	logmob-iossimulatorarm64	2.1.5		N/A
com.github.submob	logmob-iossimulatorarm64	2.1.6		N/A
com.github.submob	logmob-iossimulatorarm64	2.1.8		N/A
com.github.submob	logmob-iossimulatorarm64	2.2.0		N/A
com.github.submob	logmob-iossimulatorarm64	2.2.1		N/A
com.github.submob	logmob-iossimulatorarm64	2.2.1	metadata	9767b9a5487a0b030e33da44d5960798a60f711b
com.github.submob	logmob-iossimulatorarm64	2.2.2		N/A
com.github.submob	logmob-iossimulatorarm64	2.2.2	metadata	fae346b6b9a9456bc300db8fe56ac4fcd5b89f55
com.github.submob	logmob-iossimulatorarm64	2.2.3		N/A
com.github.submob	logmob-iossimulatorarm64	2.2.3	metadata	bc6000a1576d8f8cdf69cd71299432c7c578079d
com.github.tkrs	fluflu-msgpack-circe_2.12	0.12.0		b7ed5154627166288e32c5a5c003d673bd21528a
com.github.tkrs	fluflu-msgpack-circe_2.12	0.12.0-rt		925831794e997e2160f3c702577e9dc0a688ee6a
com.github.tkrs	fluflu-msgpack-circe_2.12	0.12.1-rt		14735841e85b74640e51ecfeff8fd858feb1c02b
com.github.tkrs	fluflu-msgpack-circe_2.12	0.12.2-rt		8a2275a45caabb1af27872bd30b3d4ea4ca053d9
com.github.tkrs	fluflu-msgpack-circe_2.12	0.13.0		280b3194ffdbb772401688748287db88fedcfff5
com.github.tkrs	fluflu-msgpack-circe_2.12	0.13.1		91c32e078856c5ebd4c31d8158937f59b6737497
com.github.tkrs	fluflu-msgpack-circe_2.12	0.13.2		f20fa917941012f09b2f8bad659ac57e8c679834
com.github.tkrs	fluflu-msgpack-circe_2.12	0.14.0		f54c0f50236902d03e2602480deb12b566d17aab
com.github.tkrs	fluflu-msgpack-circe_2.12	0.14.1		07273af256423d8acb414ccb135af2b9bdab43ee
com.github.tkrs	fluflu-msgpack-circe_2.12	0.15.0		9b87b450434e475f8fa6a03ec600325c673c89c3
com.github.tkrs	fluflu-msgpack-circe_2.12	0.15.1		491d8f55f8de0b7f0116a8d49ff764bf65d0a1dc
com.github.tkrs	fluflu-msgpack-circe_2.12	0.16.0		75e7fcd09006b58c8fa1f9a610540a8762538399
com.github.tkrs	fluflu-msgpack-circe_2.12	0.17.0		78d66b9927c716bcd37c9dcfcdc070f53ac65e11
com.github.tkrs	fluflu-msgpack-circe_2.12	0.18.0		2a2f84a30c0032f494d06cb803d68e159faf384f
com.github.tkrs	fluflu-msgpack-circe_2.12	0.19.0		e3706c3ed21a2949399717b6c60907b88fb4e3d6
com.github.tkrs	fluflu-msgpack-circe_2.12	0.20.0		ce8e7b2d9464cc7bc62d121fc71b9d08b089f0f9
com.github.tkrs	fluflu-msgpack-circe_2.12	0.20.1		e93fbc8013442f205dc751456357ccb91835f650
com.github.yongyongwang	jsch-spring-boot-starter	0.0.2		c052533854742ca8330d462e4f93cf755a17c498
com.github.yongyongwang	jsch-spring-boot-starter	0.0.3		23b38344363ef751ac32288e572b8042fb3fcb06
com.github.yongyongwang	jsch-spring-boot-starter	0.0.4		4b1aed799ee658f9eb1d55e55f653565d5056a44
com.github.yongyongwang	jsch-spring-boot-starter	0.0.5		cf1e4c59d984d979d126434f96c2558a591a9e76
com.github.yongyongwang	jsch-spring-boot-starter	0.0.6		21bc4cac02926417d5a018c2759a5f9b7ce4959a
com.github.yongyongwang	jsch-spring-boot-starter	0.0.7		b64093c65d7087f84589b701f6fee4269918e4aa
com.github.yongyongwang	jsch-spring-boot-starter	0.0.8		b89d37523bd64fda35434873bbbeaf5d6d333caf
com.github.yongyongwang	jsch-spring-boot-starter	0.1.0		1822459403fe99051d59da4cb8902c16a873bd33
com.github.yongyongwang	jsch-spring-boot-starter	0.1.1		1def843614975f73255d9b4fceb536fc84024cc3
com.github.yongyongwang	jsch-spring-boot-starter	0.1.2		39dffbb3f454b4655cb52ea27e7e147fed03490d
com.github.yongyongwang	jsch-spring-boot-starter	0.1.3		7a0e80167f807ba4c6f1cb67facb86ce687812ba
com.github.yongyongwang	jsch-spring-boot-starter	0.1.4		87cdc81a52f8b07a99d768bb13c37e14e68844d5
com.github.yongyongwang	jsch-spring-boot-starter	0.1.5		b520e033b5b83d45e839692137d81d0f9a96b9a5
com.github.yongyongwang	jsch-spring-boot-starter	0.1.6		e01693a666007a76a048d35d4526101d683800a9
com.github.yongyongwang	jsch-spring-boot-starter	0.2.0		8fc0c4e8963841c13a636db9cb297f154c10e00f
com.github.yongyongwang	jsch-spring-boot-starter	0.2.1		2bace48840b8602c704033458d26406ddf041c6e
com.github.yongyongwang	jsch-spring-boot-starter	0.2.2		141ddb969b8c74a5cc709101ce353c035bcd2a77
com.github.yongyongwang	jsch-spring-boot-starter	0.2.3		ea7cb1a8e7be8d5a8beb7eaa1d49706dc12eebfa
com.github.yongyongwang	jsch-spring-boot-starter	0.2.4		8a2f2de1bbe6a1cf2b82f003de521b7b6aea685f
com.google.cloud	google-cloud-networkconnectivity	0.1.0		e48c790126c41162745525f6238ebf2b3a96a0d4
com.google.cloud	google-cloud-networkconnectivity	0.2.0		ed0e76e5fa9be49b1ee96ace6776a111a8cac5c1
com.google.cloud	google-cloud-networkconnectivity	0.2.1		4c7336aeae0dcedb5c160ae8c242d58e79b06a56
com.google.cloud	google-cloud-networkconnectivity	0.2.2		22fa2ae633e11cfb1cef26fd3ba9c24f6226d092
com.google.cloud	google-cloud-networkconnectivity	0.2.3		fc835c62416e276b618a60fd657a4d65c2b6cec0
com.google.cloud	google-cloud-networkconnectivity	0.3.0		9c864005667aa8619abfff84ad65210362375da6
com.google.cloud	google-cloud-networkconnectivity	0.3.1		884a45debabbc0f74caf45286841d9a3de582a9e
com.google.cloud	google-cloud-networkconnectivity	0.3.2		fec6b57cdee059e71ee279c5f3a27f5d7217bc6c
com.google.cloud	google-cloud-networkconnectivity	0.4.0		3395c16b00b75e86bac9292dc711323d83e2b3e3
com.google.cloud	google-cloud-networkconnectivity	0.5.0		95122b9c73060ca691fe69b335defe086d822e99
com.google.cloud	google-cloud-networkconnectivity	1.0.0		6e453c514f4fa69ed6f83086511d8747242a0152
com.google.cloud	google-cloud-networkconnectivity	1.1.0		df25807dc5c86812332a3d6a61016d07f4486fd2
com.google.cloud	google-cloud-networkconnectivity	1.1.1		bb818e46a8f1389e0a3a4e2b51885080fdb36988
com.google.cloud	google-cloud-networkconnectivity	1.1.2		e74212ae2a91fa5ca3f8b3d086e51bcee48b23e6
com.google.cloud	google-cloud-networkconnectivity	1.10.0		44afc78e3167bfc4cd9f222da2ee9e6469d795de
com.google.cloud	google-cloud-networkconnectivity	1.11.0		b844aff73edfd658ebcd4d9d07779613765ee7ba
com.google.cloud	google-cloud-networkconnectivity	1.12.0		09ecced0d47ddc960dd323be0764d62921276e56
com.google.cloud	google-cloud-networkconnectivity	1.13.0		f4c8ae99d2d613e493617e8e1d4b9f3cd3b3b008
com.google.cloud	google-cloud-networkconnectivity	1.14.0		8908af36f9035c919316f9d23a281b8be0c69b86
com.google.cloud	google-cloud-networkconnectivity	1.15.0		cf6726c482984ec402037551a26bec3493e751f4
com.google.cloud	google-cloud-networkconnectivity	1.16.0		9837315232df1863ad045b415f8e90b602fb6cf7
com.google.cloud	google-cloud-networkconnectivity	1.17.0		47de62c93c9f0e26fbcf7ecca8d608930c7f3bb7
com.google.cloud	google-cloud-networkconnectivity	1.18.0		7b7150cc899dc1d4c683dff8dafac64de51e425c
com.google.cloud	google-cloud-networkconnectivity	1.19.0		b336f68638ee13bc5efa5be5966ed15338c4b5ac
com.google.cloud	google-cloud-networkconnectivity	1.2.0		a7a0b2d64e24a76f21dae0e594e0b2a5de7a4111
com.google.cloud	google-cloud-networkconnectivity	1.2.1		075b296a2c9d944669faa9a16c1f647a658d3877
com.google.cloud	google-cloud-networkconnectivity	1.2.3		8a2c0dcfb7e95e09d3d5f0494ab8e087cb9f6a5d
com.google.cloud	google-cloud-networkconnectivity	1.2.4		b3ff595a2a6f759571cb4601f99a9a7c1a2bc9cd
com.google.cloud	google-cloud-networkconnectivity	1.2.5		890a61fa4d0dc4b95648ff2a62206f85aec5ac76
com.google.cloud	google-cloud-networkconnectivity	1.2.6		5bda6a195e753f90b9564e3902567fa6f9da8f49
com.google.cloud	google-cloud-networkconnectivity	1.2.7		57103dcca2756d84aac64dceb68628826b019568
com.google.cloud	google-cloud-networkconnectivity	1.2.8		6879aee5a209a40cb552384977dc69bf8cb0964e
com.google.cloud	google-cloud-networkconnectivity	1.2.9		b9022f93999192df39262bb18192661a0b91da40
com.google.cloud	google-cloud-networkconnectivity	1.20.0		4ab9a72256cab0761b47b6e0caa87774eff08235
com.google.cloud	google-cloud-networkconnectivity	1.21.0		8f34739243f91c7cd239bf5c95898e3eb6f10280
com.google.cloud	google-cloud-networkconnectivity	1.22.0		fa30951e33deb6a5af4da1c1597b8a80c44f96a1
com.google.cloud	google-cloud-networkconnectivity	1.23.0		cabc5d4c9b1af5a3657cb447524acaba9f8be478
com.google.cloud	google-cloud-networkconnectivity	1.26.0		58024a90d0f9142d428c7396bab1513cff648faf
com.google.cloud	google-cloud-networkconnectivity	1.27.0		164246e6514d639dfd0983f189600b812d81e024
com.google.cloud	google-cloud-networkconnectivity	1.28.0		1e8db9f6f041561bcaab6673e95b967fa21ff91c
com.google.cloud	google-cloud-networkconnectivity	1.29.0		1b1d99dbd94d4e48ff8abbac2a698490a2751854
com.google.cloud	google-cloud-networkconnectivity	1.3.0		6ada493d0fb501c4213e9578f3e8547f12d99ed7
com.google.cloud	google-cloud-networkconnectivity	1.30.0		ac86a19c327906265b75ecf8c3075c5e36abf105
com.google.cloud	google-cloud-networkconnectivity	1.31.0		f44b3e974e2b8e5a8774d7677d2829731196dbc8
com.google.cloud	google-cloud-networkconnectivity	1.32.0		ed20d9f6fbca6346f437937e120743f6a01481a0
com.google.cloud	google-cloud-networkconnectivity	1.33.0		e1a18e3f40b90cd8a288aac2ff2f3bd28228e49b
com.google.cloud	google-cloud-networkconnectivity	1.34.0		0df27eb539afa3fe892699d26f11f5e5d08d8107
com.google.cloud	google-cloud-networkconnectivity	1.35.0		3e0601ea6ab9d55e66be3b4361dc58a13f7c6a6e
com.google.cloud	google-cloud-networkconnectivity	1.36.0		de3910b6ed2ecb863342d9b7d8e4a1c8f871461d
com.google.cloud	google-cloud-networkconnectivity	1.37.0		7f512d3c1ff4b7df03137a005d359d0d99aece42
com.google.cloud	google-cloud-networkconnectivity	1.38.0		1dcd83427a755cef76369cde767d0d766a763133
com.google.cloud	google-cloud-networkconnectivity	1.39.0		91a35b94dbd4437a7d32013dd452e546f0f4c418
com.google.cloud	google-cloud-networkconnectivity	1.4.0		959476bfd654cdc691775d58d0d2c0b4754d3073
com.google.cloud	google-cloud-networkconnectivity	1.40.0		56c123fd364147d2c2a9d832eacd1627ce3946be
com.google.cloud	google-cloud-networkconnectivity	1.41.0		88959ed1c2b228cef9ae9a231af74ca80331b5e2
com.google.cloud	google-cloud-networkconnectivity	1.42.0		8aac87846e9b2e30f5cce25639a5b02e6a2113b5
com.google.cloud	google-cloud-networkconnectivity	1.43.0		61dd428e8b1a1b864dd8e4ea6d2e5639f73c6273
com.google.cloud	google-cloud-networkconnectivity	1.44.0		4c34e89c931991f6f304e15192e754f58d6d8f09
com.google.cloud	google-cloud-networkconnectivity	1.45.0		37630144af5d4ad3b16fb728ba6dc4c8feecaed5
com.google.cloud	google-cloud-networkconnectivity	1.46.0		baac7d3559f990f6beb84852a07e6f1420b11bea
com.google.cloud	google-cloud-networkconnectivity	1.47.0		d426248d4f497cd9f8ee687ecea558c28ae5511f
com.google.cloud	google-cloud-networkconnectivity	1.48.0		de43dd1537d675a065072290466736e2c09d64c8
com.google.cloud	google-cloud-networkconnectivity	1.5.0		a187e75fb413782d747aba59d758f7fb7c1a3d76
com.google.cloud	google-cloud-networkconnectivity	1.50.0		948fb5f7400a6082367ab2a2e114a016bece23c8
com.google.cloud	google-cloud-networkconnectivity	1.51.0		4067d0f32c7170ad197927479bdc8905d2a05e7c
com.google.cloud	google-cloud-networkconnectivity	1.52.0		caf61b730279ee7786824802e7d72a5be2271195
com.google.cloud	google-cloud-networkconnectivity	1.53.0		76075602c8ff988bf779a0016fd4daa2db8cd2f3
com.google.cloud	google-cloud-networkconnectivity	1.54.0		c3c919c2c9400552cd72bd54a844ec292ad6bf78
com.google.cloud	google-cloud-networkconnectivity	1.55.0		0ca1dcd2536992055f1d25667e03c80814ece11d
com.google.cloud	google-cloud-networkconnectivity	1.56.0		354fa2a4b098bbb34dcfaba156b1decb49ee88fd
com.google.cloud	google-cloud-networkconnectivity	1.57.0		30a8f8fae0840d9acd1bb6e5d1967cf431c8ade0
com.google.cloud	google-cloud-networkconnectivity	1.58.0		889e6317be5f0d611efbd7c9dcaac76d332d91cd
com.google.cloud	google-cloud-networkconnectivity	1.59.0		ee31d50113992d580e4ad883ceb620b042bd870c
com.google.cloud	google-cloud-networkconnectivity	1.6.0		c42cf53773c4c31ee1c7912163d103c3a7fce4d0
com.google.cloud	google-cloud-networkconnectivity	1.60.0		1c3bdc881840892879bc03f0939fd4bc45b623db
com.google.cloud	google-cloud-networkconnectivity	1.61.0		632339b7f33fceab1fd47389a3e625009d326672
com.google.cloud	google-cloud-networkconnectivity	1.62.0		9f8cfe8b0a10a4f5472cb60b1dd77e724e101036
com.google.cloud	google-cloud-networkconnectivity	1.7.0		4a1ac07b8db13c556a73d3cfa1468bbe67df1bed
com.google.cloud	google-cloud-networkconnectivity	1.8.0		b6e0fa1edfde93669a6d269878bd671047d8677c
com.google.cloud	google-cloud-networkconnectivity	1.9.0		a798797203c5d4e1ce683d3d431749b8f6b7f28c
com.google.maps.api.grpc	grpc-google-maps-places-v1	0.10.0		2ce9df3fabfaaab9711696d9076d4f3e71fae209
com.google.maps.api.grpc	grpc-google-maps-places-v1	0.11.0		ae67e241b01e2b646e2bd0fb7decd7fc68f19f48
com.google.maps.api.grpc	grpc-google-maps-places-v1	0.12.0		1d3a8956872abc8e9e745e1902add67defd4db03
com.google.maps.api.grpc	grpc-google-maps-places-v1	0.13.0		61230af42082a12f270995533bf46a7eb1426227
com.google.maps.api.grpc	grpc-google-maps-places-v1	0.14.0		0b44f352bf7c2ee546c810d841e54ade9a2083f6
com.google.maps.api.grpc	grpc-google-maps-places-v1	0.15.0		410800f8e29f49b84c16637254d623a949fbf0a1
com.google.maps.api.grpc	grpc-google-maps-places-v1	0.16.0		e6f50ee1e6ea90d31a66db0224553cc49f60a685
com.google.maps.api.grpc	grpc-google-maps-places-v1	0.17.0		775b98ad188e920879e8127e69459b1cde876280
com.google.maps.api.grpc	grpc-google-maps-places-v1	0.18.0		798f15ab66b7bc103846668b5e502aa65a5467a3
com.google.maps.api.grpc	grpc-google-maps-places-v1	0.19.0		0a0e991e6b844ed66ad61d9718bbabe6a748462d
com.google.maps.api.grpc	grpc-google-maps-places-v1	0.2.0		813cb373911fe6456d3b3f2f00bef650852f106b
com.google.maps.api.grpc	grpc-google-maps-places-v1	0.20.0		3a0e09d121357167caeb95ed222b7e4bf9ea7a6e
com.google.maps.api.grpc	grpc-google-maps-places-v1	0.22.0		53e76ffc118b100b793a5d54fa2004925bb99ac1
com.google.maps.api.grpc	grpc-google-maps-places-v1	0.23.0		dd936f70fdfd410ec18f16e0e4ea1d723f16c659
com.google.maps.api.grpc	grpc-google-maps-places-v1	0.25.0		b2307b8082c2fcf50185d17984f73757497e2766
com.google.maps.api.grpc	grpc-google-maps-places-v1	0.26.0		c60cdc44496e770143a5d453bd6654b133884eb8
com.google.maps.api.grpc	grpc-google-maps-places-v1	0.27.0		88f428a5a736eff9aadd22aa1798913dd28b7192
com.google.maps.api.grpc	grpc-google-maps-places-v1	0.28.0		094974fc5a14063e01bb3fc01658190fff24d8ae
com.google.maps.api.grpc	grpc-google-maps-places-v1	0.29.0		708757e6e382c0632a4e5abc53850080a3b2d7e4
com.google.maps.api.grpc	grpc-google-maps-places-v1	0.30.0		7c8d7e78f3dad1ba1f84d039d90043fdf2dfef08
com.google.maps.api.grpc	grpc-google-maps-places-v1	0.31.0		4fc8c880f1dea789f12deea4676158788042dbc6
com.google.maps.api.grpc	grpc-google-maps-places-v1	0.32.0		c7b1508a3de969a8ccfec7feb8e755f73d19f6dc
com.google.maps.api.grpc	grpc-google-maps-places-v1	0.33.0		0a2fb1ee7aff780402197e62ded57a32a3d30626
com.google.maps.api.grpc	grpc-google-maps-places-v1	0.34.0		e029790773bd6f4e4dae7591ae74fda968a14a96
com.google.maps.api.grpc	grpc-google-maps-places-v1	0.4.0		24753fbb849460bea1bd2deebbefcf5a9164864b
com.google.maps.api.grpc	grpc-google-maps-places-v1	0.5.0		a7125000495ecb8e089cccddc679e71d29c4f2b6
com.google.maps.api.grpc	grpc-google-maps-places-v1	0.6.0		56e03e6f1754e009b2f0d513f28dbdea43dce71c
com.google.maps.api.grpc	grpc-google-maps-places-v1	0.7.0		cbf4df2005df32b18367d36724bbc6edb0c475b9
com.google.maps.api.grpc	grpc-google-maps-places-v1	0.8.0		23dba1786b1303249d1d4b650155e627ed6fcb44
com.google.maps.api.grpc	grpc-google-maps-places-v1	0.9.0		7fc0912e7621440d7321e004864e7cc2a9b6a945
com.huanshankeji	compose-multiplatform-material3-jvm	0.3.0		2d7053935ea675935a2e402be06b50feaadaf9ea
com.huanshankeji	compose-multiplatform-material3-jvm	0.4.0		4a8f566f0a4563110eddd2636aac9ec0fc5a9dcd
com.infobip	infobip-mobile-messaging-huawei-cryptor-migration	3.0.0		N/A
com.infobip	infobip-mobile-messaging-huawei-cryptor-migration	3.0.0-rc1		N/A
com.infobip	infobip-mobile-messaging-huawei-cryptor-migration	3.0.0-rc10		N/A
com.infobip	infobip-mobile-messaging-huawei-cryptor-migration	3.0.0-rc2		N/A
com.infobip	infobip-mobile-messaging-huawei-cryptor-migration	3.0.0-rc3		N/A
com.infobip	infobip-mobile-messaging-huawei-cryptor-migration	3.0.0-rc4		N/A
com.infobip	infobip-mobile-messaging-huawei-cryptor-migration	3.0.0-rc5		N/A
com.infobip	infobip-mobile-messaging-huawei-cryptor-migration	3.0.0-rc6		N/A
com.infobip	infobip-mobile-messaging-huawei-cryptor-migration	3.0.0-rc7		N/A
com.infobip	infobip-mobile-messaging-huawei-cryptor-migration	3.0.0-rc8		N/A
com.infobip	infobip-mobile-messaging-huawei-cryptor-migration	3.0.0-rc9		N/A
com.infobip	infobip-mobile-messaging-huawei-cryptor-migration	3.0.1		N/A
com.infobip	infobip-mobile-messaging-huawei-cryptor-migration	3.0.2		N/A
com.infobip	infobip-mobile-messaging-huawei-cryptor-migration	4.0.0		N/A
com.infobip	infobip-mobile-messaging-huawei-cryptor-migration	4.0.1		N/A
com.infobip	infobip-mobile-messaging-huawei-cryptor-migration	4.0.2		N/A
com.infobip	infobip-mobile-messaging-huawei-cryptor-migration	4.1.0		N/A
com.infobip	infobip-mobile-messaging-huawei-cryptor-migration	4.1.1		N/A
com.infobip	infobip-mobile-messaging-huawei-cryptor-migration	4.2.0		N/A
com.infobip	infobip-mobile-messaging-huawei-cryptor-migration	4.2.1		N/A
com.infobip	infobip-mobile-messaging-huawei-cryptor-migration	4.2.2		N/A
com.infobip	infobip-mobile-messaging-huawei-cryptor-migration	4.2.3		N/A
com.infobip	infobip-mobile-messaging-huawei-cryptor-migration	4.2.4		N/A
com.infobip	infobip-mobile-messaging-huawei-cryptor-migration	4.3.0		N/A
com.infobip	infobip-mobile-messaging-huawei-cryptor-migration	5.0.0		N/A
com.infobip	infobip-mobile-messaging-huawei-cryptor-migration	6.0.0		N/A
com.infobip	infobip-mobile-messaging-huawei-cryptor-migration	6.1.0		N/A
com.infobip	infobip-mobile-messaging-huawei-cryptor-migration	6.10.0		N/A
com.infobip	infobip-mobile-messaging-huawei-cryptor-migration	6.11.0		N/A
com.infobip	infobip-mobile-messaging-huawei-cryptor-migration	6.2.0		N/A
com.infobip	infobip-mobile-messaging-huawei-cryptor-migration	6.3.0		N/A
com.infobip	infobip-mobile-messaging-huawei-cryptor-migration	6.4.0		N/A
com.infobip	infobip-mobile-messaging-huawei-cryptor-migration	6.4.1		N/A
com.infobip	infobip-mobile-messaging-huawei-cryptor-migration	6.5.0		N/A
com.infobip	infobip-mobile-messaging-huawei-cryptor-migration	6.6.0		N/A
com.infobip	infobip-mobile-messaging-huawei-cryptor-migration	6.6.1		N/A
com.infobip	infobip-mobile-messaging-huawei-cryptor-migration	6.7.0		N/A
com.infobip	infobip-mobile-messaging-huawei-cryptor-migration	6.7.1		N/A
com.infobip	infobip-mobile-messaging-huawei-cryptor-migration	6.8.0		N/A
com.infobip	infobip-mobile-messaging-huawei-cryptor-migration	6.8.1		N/A
