cn.com.jeeweb	jeeweb-minio	1.0.0		cebfc0a9825712ebd8fbf0a705825008e76298a3
com.openhtmltopdf	openhtmltopdf-pdfbox	1.0.3		2152ac55307932f28899b0636385cc3b87f43c87
com.openhtmltopdf	openhtmltopdf-pdfbox	1.0.4		47cf1a40f2f3191e7f4225c65170229353404cf8
com.openhtmltopdf	openhtmltopdf-pdfbox	1.0.5		70a6a5221eeb6d8ef3a41f02208a4144c778dcbe
com.openhtmltopdf	openhtmltopdf-pdfbox	1.0.6		3990d46d4c2a4d42867cb9e3e0262e4eb5c707f4
com.openhtmltopdf	openhtmltopdf-pdfbox	1.0.7		be32b9f2d170f25ae62ce39cc57271ebdda2c4bd
com.openhtmltopdf	openhtmltopdf-pdfbox	1.0.8		a6947d13616c7178a8f8030b2844763267597f32
com.openhtmltopdf	openhtmltopdf-pdfbox	1.0.9		449d6821c69b9c932cfec845aa08e9de1f8c52a6
com.rickclephas.kmp	kmp-observableviewmodel-core-tvosx64	1.0.0-BETA-1		N/A
com.rickclephas.kmp	kmp-observableviewmodel-core-tvosx64	1.0.0-BETA-1	metadata	e53d567aa58771aa20f2aa27981ef9855a437f8c
com.rickclephas.kmp	kmp-observableviewmodel-core-tvosx64	1.0.0-BETA-1-kotlin-2.0.0-RC2		N/A
com.rickclephas.kmp	kmp-observableviewmodel-core-tvosx64	1.0.0-BETA-1-kotlin-2.0.0-RC2	metadata	0435f3b3939c0dbaed1bc2bddaaed83feebac57c
com.rickclephas.kmp	kmp-observableviewmodel-core-tvosx64	1.0.0-BETA-10		N/A
com.rickclephas.kmp	kmp-observableviewmodel-core-tvosx64	1.0.0-BETA-10	metadata	ef347a71f3e16e04443e9784803892a8f17804af
com.rickclephas.kmp	kmp-observableviewmodel-core-tvosx64	1.0.0-BETA-10-kotlin-2.1.21-RC		N/A
com.rickclephas.kmp	kmp-observableviewmodel-core-tvosx64	1.0.0-BETA-10-kotlin-2.1.21-RC	metadata	d4aa8ccb78771cc78aded67f193298eb2faa9d88
com.rickclephas.kmp	kmp-observableviewmodel-core-tvosx64	1.0.0-BETA-10-kotlin-2.2.0-Beta1		N/A
com.rickclephas.kmp	kmp-observableviewmodel-core-tvosx64	1.0.0-BETA-10-kotlin-2.2.0-Beta1	metadata	333be5089e83501c7191de68cb6fa19f96bc2919
com.rickclephas.kmp	kmp-observableviewmodel-core-tvosx64	1.0.0-BETA-2		N/A
com.rickclephas.kmp	kmp-observableviewmodel-core-tvosx64	1.0.0-BETA-2	metadata	d261133d5e5e3062c32db81698a22901098f8af4
com.rickclephas.kmp	kmp-observableviewmodel-core-tvosx64	1.0.0-BETA-2-kotlin-2.0.0-RC3		N/A
com.rickclephas.kmp	kmp-observableviewmodel-core-tvosx64	1.0.0-BETA-2-kotlin-2.0.0-RC3	metadata	256efd7b9795fe39ae34b8d5d82046ad3249e57b
com.rickclephas.kmp	kmp-observableviewmodel-core-tvosx64	1.0.0-BETA-3		N/A
com.rickclephas.kmp	kmp-observableviewmodel-core-tvosx64	1.0.0-BETA-3	metadata	f00ed4a476b6a7b4e4460191e1ccabea7d39a96d
com.rickclephas.kmp	kmp-observableviewmodel-core-tvosx64	1.0.0-BETA-3-kotlin-2.0.10-RC		N/A
com.rickclephas.kmp	kmp-observableviewmodel-core-tvosx64	1.0.0-BETA-3-kotlin-2.0.10-RC	metadata	446e71541ce37645ef142d1eafab33928cf4cee3
com.rickclephas.kmp	kmp-observableviewmodel-core-tvosx64	1.0.0-BETA-3-kotlin-2.0.10-RC2		N/A
com.rickclephas.kmp	kmp-observableviewmodel-core-tvosx64	1.0.0-BETA-3-kotlin-2.0.10-RC2	metadata	65190d91547c96ae6d7f823fe8e902d520fe2335
com.rickclephas.kmp	kmp-observableviewmodel-core-tvosx64	1.0.0-BETA-3-kotlin-2.0.20-Beta1		N/A
com.rickclephas.kmp	kmp-observableviewmodel-core-tvosx64	1.0.0-BETA-3-kotlin-2.0.20-Beta1	metadata	4e21e819205e04e28229a202c25abeb6f5ed91b3
com.rickclephas.kmp	kmp-observableviewmodel-core-tvosx64	1.0.0-BETA-3-kotlin-2.0.20-Beta2		N/A
com.rickclephas.kmp	kmp-observableviewmodel-core-tvosx64	1.0.0-BETA-3-kotlin-2.0.20-Beta2	metadata	bfdcbcfaf540b7067be5acdd13874cf0f451c6e2
com.rickclephas.kmp	kmp-observableviewmodel-core-tvosx64	1.0.0-BETA-3-kotlin-2.0.20-RC		N/A
com.rickclephas.kmp	kmp-observableviewmodel-core-tvosx64	1.0.0-BETA-3-kotlin-2.0.20-RC	metadata	e62aebdbd50c7147452f8efc61710dd30173134c
com.rickclephas.kmp	kmp-observableviewmodel-core-tvosx64	1.0.0-BETA-4		N/A
com.rickclephas.kmp	kmp-observableviewmodel-core-tvosx64	1.0.0-BETA-4	metadata	25f6ce7bae30323b71064117a05b5ab6c22f9730
com.rickclephas.kmp	kmp-observableviewmodel-core-tvosx64	1.0.0-BETA-4-kotlin-2.0.20-RC2		N/A
com.rickclephas.kmp	kmp-observableviewmodel-core-tvosx64	1.0.0-BETA-4-kotlin-2.0.20-RC2	metadata	72ae1f1c992eff9e5f59d0b4ffc4eda2f1b4e38d
com.rickclephas.kmp	kmp-observableviewmodel-core-tvosx64	1.0.0-BETA-5		N/A
com.rickclephas.kmp	kmp-observableviewmodel-core-tvosx64	1.0.0-BETA-5	metadata	9651c86ca97c296cce44f8f6fd66d456447de600
com.rickclephas.kmp	kmp-observableviewmodel-core-tvosx64	1.0.0-BETA-6		N/A
com.rickclephas.kmp	kmp-observableviewmodel-core-tvosx64	1.0.0-BETA-6	metadata	212a33f2be93a13972a3c72b2d52bd79ad6989e8
com.rickclephas.kmp	kmp-observableviewmodel-core-tvosx64	1.0.0-BETA-6-kotlin-2.1.0-Beta1		N/A
com.rickclephas.kmp	kmp-observableviewmodel-core-tvosx64	1.0.0-BETA-6-kotlin-2.1.0-Beta1	metadata	ea57c068b8d470305c57e63ff5174e6d57821243
com.rickclephas.kmp	kmp-observableviewmodel-core-tvosx64	1.0.0-BETA-7		N/A
com.rickclephas.kmp	kmp-observableviewmodel-core-tvosx64	1.0.0-BETA-7	metadata	5d17bbb48a8a8e8e4ae807ff45a11577fdbbd2f2
com.rickclephas.kmp	kmp-observableviewmodel-core-tvosx64	1.0.0-BETA-7-kotlin-2.1.0-Beta2		N/A
com.rickclephas.kmp	kmp-observableviewmodel-core-tvosx64	1.0.0-BETA-7-kotlin-2.1.0-Beta2	metadata	f4b0496ba88cceab439e878e457b3fce96ec047e
com.rickclephas.kmp	kmp-observableviewmodel-core-tvosx64	1.0.0-BETA-7-kotlin-2.1.0-RC		N/A
com.rickclephas.kmp	kmp-observableviewmodel-core-tvosx64	1.0.0-BETA-7-kotlin-2.1.0-RC	metadata	6f6a3ad001351b085fb4adc557a1acd4a8af4481
com.rickclephas.kmp	kmp-observableviewmodel-core-tvosx64	1.0.0-BETA-7-kotlin-2.1.0-RC2		N/A
com.rickclephas.kmp	kmp-observableviewmodel-core-tvosx64	1.0.0-BETA-7-kotlin-2.1.0-RC2	metadata	b87e1551e056d91be8463e63e8d7f5abf1a801a8
com.rickclephas.kmp	kmp-observableviewmodel-core-tvosx64	1.0.0-BETA-8		N/A
com.rickclephas.kmp	kmp-observableviewmodel-core-tvosx64	1.0.0-BETA-8	metadata	cdb82cbd4f3683669c8df71581de9353a48049e8
com.rickclephas.kmp	kmp-observableviewmodel-core-tvosx64	1.0.0-BETA-8-kotlin-2.1.10-RC		N/A
com.rickclephas.kmp	kmp-observableviewmodel-core-tvosx64	1.0.0-BETA-8-kotlin-2.1.10-RC	metadata	8111710f83d78ddecc85f2072a469c516538b224
com.rickclephas.kmp	kmp-observableviewmodel-core-tvosx64	1.0.0-BETA-8-kotlin-2.1.10-RC2		N/A
com.rickclephas.kmp	kmp-observableviewmodel-core-tvosx64	1.0.0-BETA-8-kotlin-2.1.10-RC2	metadata	4a439e1b8cb88e09ef32f3bfdd5bd0e77adb58bd
com.rickclephas.kmp	kmp-observableviewmodel-core-tvosx64	1.0.0-BETA-8-kotlin-2.1.20-Beta1		N/A
com.rickclephas.kmp	kmp-observableviewmodel-core-tvosx64	1.0.0-BETA-8-kotlin-2.1.20-Beta1	metadata	948d6fa3444b18784901d6e1f68a1d4f5981737f
com.rickclephas.kmp	kmp-observableviewmodel-core-tvosx64	1.0.0-BETA-9		N/A
com.rickclephas.kmp	kmp-observableviewmodel-core-tvosx64	1.0.0-BETA-9	metadata	be6f68c069a56175fc68d1eba20ef7afe486aa6b
com.rickclephas.kmp	kmp-observableviewmodel-core-tvosx64	1.0.0-BETA-9-kotlin-2.1.20-Beta2		N/A
com.rickclephas.kmp	kmp-observableviewmodel-core-tvosx64	1.0.0-BETA-9-kotlin-2.1.20-Beta2	metadata	92f2dbef8552e1904de9245aaa7b529e22409854
com.rickclephas.kmp	kmp-observableviewmodel-core-tvosx64	1.0.0-BETA-9-kotlin-2.1.20-RC		N/A
com.rickclephas.kmp	kmp-observableviewmodel-core-tvosx64	1.0.0-BETA-9-kotlin-2.1.20-RC	metadata	90a6094b5e59a5ba3b5e5125a2aaa334f0b9699d
com.rickclephas.kmp	kmp-observableviewmodel-core-tvosx64	1.0.0-BETA-9-kotlin-2.1.20-RC2		N/A
com.rickclephas.kmp	kmp-observableviewmodel-core-tvosx64	1.0.0-BETA-9-kotlin-2.1.20-RC2	metadata	dbec731099eca36b4307c38be26a8c3fc9a0f1e2
com.rickclephas.kmp	kmp-observableviewmodel-core-tvosx64	1.0.0-BETA-9-kotlin-2.1.20-RC3		N/A
com.rickclephas.kmp	kmp-observableviewmodel-core-tvosx64	1.0.0-BETA-9-kotlin-2.1.20-RC3	metadata	2bf1f369f9fe9881ee7bc3b7eb640d1f53a72100
com.sandinh	scalatest-funspec_0.25	3.2.0		7fd161e1e4a499d880b33e00aecb44f5cec21d12
com.sap.cloud.mkt	mkt-api-interactioncontacts	1.0.0		984219d6e683595f2af8bd545b23eb9bab62151e
com.sap.cloud.mkt	mkt-api-interactioncontacts	1.1.0		8b811edbd690465172d9ed1448625e9777e6546b
com.sap.cloud.mkt	mkt-api-interactioncontacts	1.2.0		3f8003977782a7f5c11dfac7cb83a34c3f719d45
com.sksamuel.jqm4gwt	jqm4gwt-iscroll	1.3.0		9bcbaa1a428aaad43b05afe1eab6ab5a7b108807
com.sksamuel.jqm4gwt	jqm4gwt-iscroll	1.3.2		11426c3c8093e3643a53a6383f006f09783e17f6
com.sksamuel.jqm4gwt	jqm4gwt-iscroll	1.3.3		2431b380f39b83b2f8c5d739e1a488ef55da3de1
com.sksamuel.jqm4gwt	jqm4gwt-iscroll	1.3.4		a4a3d880efbd21343a7dcd4b6bd758c7928fae94
com.sksamuel.jqm4gwt	jqm4gwt-iscroll	1.3.5		86bcf8c4dc14c1bbcc1b8318d5088688b737168f
com.sksamuel.jqm4gwt	jqm4gwt-iscroll	1.4.3.Final		b1216142952ab7c60501a0f2b32406b2369ae670
com.sksamuel.jqm4gwt	jqm4gwt-iscroll	1.4.5.Final		a0049230957963f4fb9df15fe960712fbabf8b17
com.sksamuel.jqm4gwt	jqm4gwt-iscroll	1.4.6.Final		ef2bdfe3441f0fd93760d6c586fcff76df8c7ac6
com.sksamuel.jqm4gwt	jqm4gwt-iscroll	1.4.7		a7dfe97f6139844b25baa01060ba52cff1f04d22
com.testerum	test-file-format	1.1-pre-alpha-19		f255bf74d8672f04bf3f4cb1e5576a72beb4bd7f
com.testerum	test-file-format	1.1-pre-alpha-21		ef719d2010f2960fadd3ecf6c0fd7f234ef3fd14
com.testerum	test-file-format	4.0.1		0cc460b780b4eea03be6e66f0d4d3b37678e6a73
com.testerum	test-file-format	4.0.2		534071769507ab6307dd1a2bc10819d13ba2c288
com.testerum	test-file-format	5.0.2		dffc23db6b625b19d9c2af75ce66a2625c22fb03
com.testerum	test-file-format	5.0.3		62a32c4c72afae17a47b1f8d2cba3cf7dbf9d9a8
com.testerum	test-file-format	5.0.5		c92003026284a2585964467975e463c5e5d0868d
com.testerum	test-file-format	5.0.6		89752aa82d1853bfe96b332312dc953b16da45a8
com.testerum	test-file-format	5.0.7		5fe91f5f223f058c0d781608edfab92ff1823979
com.testerum	test-file-format	5.1.0		9a68767897a476d7fdb86ceac8b681f1ec9fac94
com.testerum	test-file-format	5.1.1		f36dacc75fd3a97b1e3793c361db246ae97092a4
com.testerum	test-file-format	5.2.0		0a8b1a13b87cb036f98b36abad5502eee4aa6d06
com.testerum	test-file-format	5.2.1		3f56b6810f5e656c426ac2f0763d3db7eb994d60
com.testerum	test-file-format	5.2.2		f781e024a9da2c477786b5cf1360359ae4b65325
com.testerum	test-file-format	5.2.3		f64022f7d50990af4bbec161610f57eee7f5caac
com.testerum	test-file-format	5.3.3		79ad12d4ca26fd51cd09c95e4153142087230443
com.testerum	test-file-format	5.3.5		f57f308bc3190522e7f6b865d7699cc3f0c22d36
com.xemantic.ai	anthropic-sdk-kotlin-iosx64	0.12		N/A
com.xemantic.ai	anthropic-sdk-kotlin-iosx64	0.12	metadata	2467d464787a3b7662c2733cf7c73f180776de3e
com.xemantic.ai	anthropic-sdk-kotlin-iosx64	0.13		N/A
com.xemantic.ai	anthropic-sdk-kotlin-iosx64	0.13	metadata	88fdac8ba854ff6fe2846ed919c262eb801cf0c8
com.xemantic.ai	anthropic-sdk-kotlin-iosx64	0.15		N/A
com.xemantic.ai	anthropic-sdk-kotlin-iosx64	0.15	metadata	232aca3cd6775bea63981c7f40bb9e3ede570de9
com.xemantic.ai	anthropic-sdk-kotlin-iosx64	0.17.0		N/A
com.xemantic.ai	anthropic-sdk-kotlin-iosx64	0.17.0	metadata	86c76cc3254f9ea26ed7100f73e6aab9fa4f1dc6
com.xemantic.ai	anthropic-sdk-kotlin-iosx64	0.17.1		N/A
com.xemantic.ai	anthropic-sdk-kotlin-iosx64	0.17.1	metadata	6e20c042a8166269d52e9f4a702d1e19c906a0e4
com.xemantic.ai	anthropic-sdk-kotlin-iosx64	0.18.1		N/A
com.xemantic.ai	anthropic-sdk-kotlin-iosx64	0.18.1	metadata	fcceef1eef25535739eb268118a26b94cc982d9f
com.xemantic.ai	anthropic-sdk-kotlin-iosx64	0.18.2		N/A
com.xemantic.ai	anthropic-sdk-kotlin-iosx64	0.18.2	metadata	7ebb29162a6d7182ed02f4bcfcccba35a9915dff
com.xemantic.ai	anthropic-sdk-kotlin-iosx64	0.19.0		N/A
com.xemantic.ai	anthropic-sdk-kotlin-iosx64	0.19.0	metadata	d12a9f32e02e1b1323dd303f11763986cff2e42a
cz.cvut.kbss.jopa	ontodriver-sesame	0.10.0		8e69b5c914261e142d4916bc644c242e66b2e275
cz.cvut.kbss.jopa	ontodriver-sesame	0.10.1		598960ab3f8a140414289e628d6824e94cdbf98e
cz.cvut.kbss.jopa	ontodriver-sesame	0.10.2		6dadc6384adc258c59a57fb1702983ca4924ce3c
cz.cvut.kbss.jopa	ontodriver-sesame	0.10.3		ed640cd9499921d33695417f8d67cfeaaa2bbb18
cz.cvut.kbss.jopa	ontodriver-sesame	0.10.4		ff6df8c6cdde3cb79ebf522076e0b1cb9a7de96f
cz.cvut.kbss.jopa	ontodriver-sesame	0.10.5		c912a27ba9a1400d5f9b0d3f4c4c905effd3ded5
cz.cvut.kbss.jopa	ontodriver-sesame	0.10.6		bd86bbb06e09708ea8fc8cbe31b5cd40746c6876
cz.cvut.kbss.jopa	ontodriver-sesame	0.10.7		81e69001bd7440b77acd3ce9a695b218648b31c8
cz.cvut.kbss.jopa	ontodriver-sesame	0.10.8		eaab396858026ec9d52812989c67002b6589da49
cz.cvut.kbss.jopa	ontodriver-sesame	0.11.0		681c93923e62f845341014e0ff52d46cc64bea13
cz.cvut.kbss.jopa	ontodriver-sesame	0.12.0		c16a4039fbc50e78e8e99e95464045bb498baba9
cz.cvut.kbss.jopa	ontodriver-sesame	0.12.1		659ff37c3df2ce00b82064c21a6e83dad164a73e
cz.cvut.kbss.jopa	ontodriver-sesame	0.12.2		599682d6f19f9dc711c0c3eb201e790f6587420d
cz.cvut.kbss.jopa	ontodriver-sesame	0.13.0		18273cdd1812d4c9856b01a411de26f720e5305c
cz.cvut.kbss.jopa	ontodriver-sesame	0.13.1		19e62e0ba7b8eef4e23dd22dacb40dea999526b4
cz.cvut.kbss.jopa	ontodriver-sesame	0.13.2		feb79c302df15d47529d94fe227c9828edb714dc
cz.cvut.kbss.jopa	ontodriver-sesame	0.13.3		605bb138ebe122046f8b80496b1e1a8f7f022660
cz.cvut.kbss.jopa	ontodriver-sesame	0.13.4		b1dffb3f7bb836859e66ef84bbb1465485e2c3d6
cz.cvut.kbss.jopa	ontodriver-sesame	0.13.5		082d8b1dfdb9d93946dd0e3c3c3c470d2845f378
cz.cvut.kbss.jopa	ontodriver-sesame	0.14.0		da528915b7b510ebcb3a85ce7ef9910fb1e97fcd
cz.cvut.kbss.jopa	ontodriver-sesame	0.14.1		cb831fc9d116e8c224dd1bedeb1ec0a2b88b8798
cz.cvut.kbss.jopa	ontodriver-sesame	0.14.2		960543456b13aab947227ef2eb561a7530e263c6
cz.cvut.kbss.jopa	ontodriver-sesame	0.14.3		9a74a470e1d6a4c37fef8be844dcf1939527a54a
cz.cvut.kbss.jopa	ontodriver-sesame	0.14.4		94acc57856e8ff2554a7c1faf5f5f4d2a491f1b2
cz.cvut.kbss.jopa	ontodriver-sesame	0.14.5		b1d8e8f7afe2dd4b68b54768a89dbed9b843c47b
cz.cvut.kbss.jopa	ontodriver-sesame	0.14.6		8e2d620afcfb6382149683a89041b021b1fee971
cz.cvut.kbss.jopa	ontodriver-sesame	0.14.7		71a8596aa072410b7ea66341e273e2cd5bd13134
cz.cvut.kbss.jopa	ontodriver-sesame	0.15.0		70c790fbc28887617fbe4e6a3f550d0fdef5c1ab
cz.cvut.kbss.jopa	ontodriver-sesame	0.15.1		38319381a82c82c9e21529072bdbdf188dd34c2e
cz.cvut.kbss.jopa	ontodriver-sesame	0.15.2		482d06f84520ad9b4aa74c0b31afe170199e4af3
cz.cvut.kbss.jopa	ontodriver-sesame	0.16.0		094a18c392c2c148862f01897c50ab0a0dca25d1
cz.cvut.kbss.jopa	ontodriver-sesame	0.16.1		511d832a44e47fda6442bded8d80c00aed9843a2
cz.cvut.kbss.jopa	ontodriver-sesame	0.16.2		a564d120ee780c1af28234025d319b3615f872ab
cz.cvut.kbss.jopa	ontodriver-sesame	0.16.3		97c6e53b335695fbacb41b6459dccb39f90156e9
cz.cvut.kbss.jopa	ontodriver-sesame	0.16.4		62ac3746a3f946608ec4b4fe227990a0dac15041
cz.cvut.kbss.jopa	ontodriver-sesame	0.16.5		b990eea403d5b3c845f8d1f34eed24cdcfcc2d74
cz.cvut.kbss.jopa	ontodriver-sesame	0.17.0		31996ef847f677476283ebed0838265a26c820e4
cz.cvut.kbss.jopa	ontodriver-sesame	0.17.1		7c467fc5be727501d87590b21c8f1a710ca21704
cz.cvut.kbss.jopa	ontodriver-sesame	0.17.2		540d6520343c505d8350f1e12c03cd704f49b096
cz.cvut.kbss.jopa	ontodriver-sesame	0.18.0		4a2cc7b953d4dd7706041070cd2bc6d352b225dd
cz.cvut.kbss.jopa	ontodriver-sesame	0.18.1		714dc70b5abffe29262af84c131e8747ddcdac01
cz.cvut.kbss.jopa	ontodriver-sesame	0.18.2		9cf82962f9a7374c637d8eab4633b3e4cd9e055b
cz.cvut.kbss.jopa	ontodriver-sesame	0.18.3		fd021798c466f4c7c6c2787912845cdfd10fa4d5
cz.cvut.kbss.jopa	ontodriver-sesame	0.18.4		b6ef15deb894a4a4cd3c975d17ebb727c352d03e
cz.cvut.kbss.jopa	ontodriver-sesame	0.18.5		74e36c78397058c82254d2782be45985c70b4a30
cz.cvut.kbss.jopa	ontodriver-sesame	0.18.6		732ae083c19266cf8479fcf0c7b65089ce7fdf27
cz.cvut.kbss.jopa	ontodriver-sesame	0.18.7		a9048a03085467efbd79b5c9e6b1c0e50526c9b1
cz.cvut.kbss.jopa	ontodriver-sesame	0.19.0		defb95f29577aacb5edbfe9fee5f2c97b3676426
cz.cvut.kbss.jopa	ontodriver-sesame	0.19.1		1cdd72aaa0331cf0f4db364b32d45b22bdcbe074
cz.cvut.kbss.jopa	ontodriver-sesame	0.19.2		e0202e99d92c85cdb7e0536eb12a936029ec437d
cz.cvut.kbss.jopa	ontodriver-sesame	0.19.3		5f69916e59bfb464fc01e05a901169999e37e697
cz.cvut.kbss.jopa	ontodriver-sesame	0.20.0		843f38cc8f96fb444200af4788ec9dac9c22d470
cz.cvut.kbss.jopa	ontodriver-sesame	0.20.1		2bf24ab326151402acdb0473ee26f70351190ae1
cz.cvut.kbss.jopa	ontodriver-sesame	0.20.2		7117dd3356948e2de0927c0d507e62f863a2477e
cz.cvut.kbss.jopa	ontodriver-sesame	0.21.0		b3a22ba1b36d288d850ec600c31a4115c3f1c445
cz.cvut.kbss.jopa	ontodriver-sesame	0.21.1		a757acd498d8ca9f9e7b0fc738d6cf9bd2a9beab
cz.cvut.kbss.jopa	ontodriver-sesame	0.22.0		e1095be7086acf1b409f7cd4861a1b7742adeec8
cz.cvut.kbss.jopa	ontodriver-sesame	0.22.1		091d65c0a845bba35af0fbb1fa7494dd31c69d0f
cz.cvut.kbss.jopa	ontodriver-sesame	0.22.2		f7d6c1c23402f1cf4726bd3eb0e859b5cc28329c
cz.cvut.kbss.jopa	ontodriver-sesame	0.9.1		1901cf96d83153448553728f1655f539e4485fe4
cz.cvut.kbss.jopa	ontodriver-sesame	0.9.10		f69a5afb995c0f1edd71bed70c40406827d0689f
cz.cvut.kbss.jopa	ontodriver-sesame	0.9.11		760a40ad9db9ec618933f792747cbf3aa7c71f53
cz.cvut.kbss.jopa	ontodriver-sesame	0.9.12		0ab64f54e0303b8f6b39eeada218cf187b4600b8
cz.cvut.kbss.jopa	ontodriver-sesame	0.9.13		ce550bd4f8c1ad9793b7f5223d9828030ff2e0a5
cz.cvut.kbss.jopa	ontodriver-sesame	0.9.14		e2456112e1b5d5416b8d470de2e4cf9d9ed8fdae
cz.cvut.kbss.jopa	ontodriver-sesame	0.9.15		5a51da2d906907d4dabf38d75d951c125567ab4d
cz.cvut.kbss.jopa	ontodriver-sesame	0.9.16		bf7b87f16309422a408bac703d502cbe86d3fb2a
cz.cvut.kbss.jopa	ontodriver-sesame	0.9.2		d92e93266f75f19e7334fa238dd4eeb0bc7fd7ea
cz.cvut.kbss.jopa	ontodriver-sesame	0.9.3		f4d54bb50585e663b533b9be6c451a919eded572
cz.cvut.kbss.jopa	ontodriver-sesame	0.9.4		a27e83c255270b10ec2eb4edaea9e0dbd001cdc5
cz.cvut.kbss.jopa	ontodriver-sesame	0.9.5		7cc5341131ec08b9f5e73aa1bc25ddfb551586e8
cz.cvut.kbss.jopa	ontodriver-sesame	0.9.6		40e38b65f93b34e1d337e3f03d1db45d99bf975b
cz.cvut.kbss.jopa	ontodriver-sesame	0.9.7		d598e9a529124be0aabc1341b271035b47e346a9
cz.cvut.kbss.jopa	ontodriver-sesame	0.9.8		d83f4d61b8ffa6032394e78a91c228875c1268d7
cz.cvut.kbss.jopa	ontodriver-sesame	0.9.9		9788a218efe7b846f6588a9eb192bc13fe5cac23
de.unistuttgart.ims	de.unistuttgart.ims.drama.graph	0.3.1		7308d85b2e17657952217fb4ff40f1dcbd9cf816
de.unistuttgart.ims	de.unistuttgart.ims.drama.graph	0.4.0		122ae1cc15f0e194944af0506a045d822acfcd69
de.unistuttgart.ims	de.unistuttgart.ims.drama.graph	0.4.1		c9ab4d1996ad77146d32d7d03088d8d8affd4df5
de.unistuttgart.ims	de.unistuttgart.ims.drama.graph	0.4.2		8b4633c5881e4cea32dbb2bfbdcfe01859d6e4d6
de.unistuttgart.ims	de.unistuttgart.ims.drama.graph	0.4.3		e58a8dba144714a1ce3a433d3c4d9f4d48ec81a5
de.unistuttgart.ims	de.unistuttgart.ims.drama.graph	0.4.4		ff0154a77f84d9ba612f1d28cb78a8cb6811e7ea
de.unistuttgart.ims	de.unistuttgart.ims.drama.graph	0.5.0		ef96dadf776b79e0349b60bbf492299af4b1a13b
dev.bici	fluentmapper-provider	0.1.0		ab2c2fdb5c3ecf9621be2af655941e40236a863d
dev.bici	fluentmapper-provider	0.1.1		553c5798135d8b59e4514b9e1e35ff9c65857dee
dev.drewhamilton.poko	poko-annotations-tvosx64	0.15.0		N/A
dev.drewhamilton.poko	poko-annotations-tvosx64	0.15.0	metadata	682a0bdb8470d7f017694609363019e67065dd83
dev.drewhamilton.poko	poko-annotations-tvosx64	0.15.1		N/A
dev.drewhamilton.poko	poko-annotations-tvosx64	0.15.1	metadata	c39601599d472cbf8fc461a2208e3f90e10cea52
dev.drewhamilton.poko	poko-annotations-tvosx64	0.15.2		N/A
dev.drewhamilton.poko	poko-annotations-tvosx64	0.15.2	metadata	7230e0ac5969105448465ce0f341fde5ad1a217c
dev.drewhamilton.poko	poko-annotations-tvosx64	0.15.3		N/A
dev.drewhamilton.poko	poko-annotations-tvosx64	0.15.3	metadata	e156939fecbbef7d8388e096ee7bf84892d545db
dev.drewhamilton.poko	poko-annotations-tvosx64	0.16.0		N/A
dev.drewhamilton.poko	poko-annotations-tvosx64	0.16.0	metadata	b1c33b6fe0ab521d00a58e38071e43dc8a746bc0
dev.drewhamilton.poko	poko-annotations-tvosx64	0.16.0-beta01		N/A
dev.drewhamilton.poko	poko-annotations-tvosx64	0.16.0-beta01	metadata	236f3188967af3f38c3f71987b7f8fcc856d7139
dev.drewhamilton.poko	poko-annotations-tvosx64	0.17.0		N/A
dev.drewhamilton.poko	poko-annotations-tvosx64	0.17.0	metadata	11bfe89658ec66f9b8638c77b5aadc71178c8210
dev.drewhamilton.poko	poko-annotations-tvosx64	0.17.1		N/A
dev.drewhamilton.poko	poko-annotations-tvosx64	0.17.1	metadata	397871932819a88b0ea30ec0c3f8a8b5f66bb434
dev.drewhamilton.poko	poko-annotations-tvosx64	0.17.2		N/A
dev.drewhamilton.poko	poko-annotations-tvosx64	0.17.2	metadata	b2d1ca9533260419599e8f0c1710e1b8574959f7
dev.drewhamilton.poko	poko-annotations-tvosx64	0.18.0		N/A
dev.drewhamilton.poko	poko-annotations-tvosx64	0.18.0	metadata	1f37059bf39be60c080dab212400f071ab2151ad
dev.drewhamilton.poko	poko-annotations-tvosx64	0.18.1		N/A
dev.drewhamilton.poko	poko-annotations-tvosx64	0.18.1	metadata	e303234b40c2d81be901aa15f61a301abf5125a4
dev.drewhamilton.poko	poko-annotations-tvosx64	0.18.2		N/A
dev.drewhamilton.poko	poko-annotations-tvosx64	0.18.2	metadata	915a044d4faf9d474d6232085f0833467c388311
dev.drewhamilton.poko	poko-annotations-tvosx64	0.18.3		N/A
dev.drewhamilton.poko	poko-annotations-tvosx64	0.18.3	metadata	437a15ccc740b729b8630e596b9e07be90ac10bc
dev.drewhamilton.poko	poko-annotations-tvosx64	0.18.4		N/A
dev.drewhamilton.poko	poko-annotations-tvosx64	0.18.4	metadata	b1502504626b4be4aedfae176d1bf0e26e7d29a1
dev.drewhamilton.poko	poko-annotations-tvosx64	0.18.5		N/A
dev.drewhamilton.poko	poko-annotations-tvosx64	0.18.5	metadata	639c67d9bcb8f3ffdee7f4547309964b46f10ab3
dev.drewhamilton.poko	poko-annotations-tvosx64	0.18.6		N/A
dev.drewhamilton.poko	poko-annotations-tvosx64	0.18.6	metadata	192e9f3077c256a2ea42d38fa98a92ba048f1cab
dev.thatsnasu	Ansi	0.1.0		ad30065cfad3a7a4ce27f455e3400e35d4fc443a
dev.thatsnasu	Ansi	1.0.0		ad6541de509b794e90185ad399957f45b98e2cc1
dev.thatsnasu	Ansi	1.1.0		5379fb5c102f6b36426895711092b68b4f0da070
