biz.netcentric.cq.tools.aemmjml	aemmjml-components	0.1.0		N/A
com.malliina	play-common_2.12	4.13.0		0eefff2d3992736ec711184784b1c6f250544607
com.malliina	play-common_2.12	4.14.0		a4d475126bc46820cb076b7411f94bba957b65a9
com.malliina	play-common_2.12	4.15.0		e3288e575aa2cde2cfcc770bb19a6ae696da355a
com.malliina	play-common_2.12	4.16.0		04972bfaff8800d7d22b77eec27062c5f247854e
com.malliina	play-common_2.12	4.16.1		257693619b0e4390f88d7b06e6bff50c08d21572
com.malliina	play-common_2.12	4.17.0		04bcc45c07c7a4ae02454990a4fc14341801f03d
com.malliina	play-common_2.12	4.18.1		71992273ff7b09a3340785d28415b24b5d06aa6b
com.malliina	play-common_2.12	5.0.0		081e2bfa869cb723dce0d898e90283f5cf05e945
com.malliina	play-common_2.12	5.1.0		cab0a99e5f0cb671b226b88f3ff7dd9f3a8a55d6
com.malliina	play-common_2.12	5.1.1		178b1e4dd65fdd8ea9f92c27e86bbdea23ba2e42
com.mobidevelop.robovm	robopods-google-apis-ios	2.2.1		200fc3ce120ac2a34d88fadf3e725cb15cacabc2
com.mobidevelop.robovm	robopods-google-apis-ios	2.2.2		5e2c5acea1396a71804993d26798d6a1763ac509
com.mobidevelop.robovm	robopods-google-apis-ios	2.2.3		2eb5c51e1ee57b30eba87f793fd48811cedf17fd
com.mobidevelop.robovm	robovm-junit-server	2.3.10		d6ed6ff6dad4e3759713059e57f2ccb104aa5723
com.mobidevelop.robovm	robovm-junit-server	2.3.11		9fe0173de9d04f4b0ce8fb88ebc46e3a47900638
com.mobidevelop.robovm	robovm-junit-server	2.3.12		5df3d3b5328f68bb31a4adcb4d8d522a03697d32
com.mobidevelop.robovm	robovm-junit-server	2.3.13		3d0b631d563e3aeb6d53a24e87e34708987dd472
com.mobidevelop.robovm	robovm-junit-server	2.3.14		621c27a685dfb3114ac548e70b2c11a2e2610de1
com.mobidevelop.robovm	robovm-junit-server	2.3.15		6c864e4e3764a0fe7da8edc698d79b8ba049ee7a
com.mobidevelop.robovm	robovm-junit-server	2.3.16		c94a7048728a8ffed8515f949a8a91b424088351
com.mobidevelop.robovm	robovm-junit-server	2.3.17		cdf2b30bf6193b1e03778ba04dd028ce3b7fbc4f
com.mobidevelop.robovm	robovm-junit-server	2.3.18		f0eabdf55e3a5abd4e8eec64018b416dd063f298
com.mobidevelop.robovm	robovm-junit-server	2.3.19		7776e2cca69b560e9a9fe5edf35f0682b47bb598
com.mobidevelop.robovm	robovm-junit-server	2.3.20		3076e898a6442acd04300b0c9d787277c1c13b51
com.mobidevelop.robovm	robovm-junit-server	2.3.21		1ffb4b6ad7d0eab468f57d36f14224197796d47a
com.mobidevelop.robovm	robovm-junit-server	2.3.22		fc98951594ebd9971515f1b039fe5f58819d6040
com.mobidevelop.robovm	robovm-junit-server	2.3.23		974f7b9df7c37ea7c9a9b7e870db7a739d3dea42
com.mobidevelop.robovm	robovm-junit-server	2.3.4		72c72f0ca616008acb9cecd62a3d6d7c119eeaa0
com.mobidevelop.robovm	robovm-junit-server	2.3.5		d601440d63ea116f53273d10787f2086632edb84
com.mobidevelop.robovm	robovm-junit-server	2.3.6		e475536f7127ea3205f1a117782df3fdebe19982
com.mobidevelop.robovm	robovm-junit-server	2.3.7		91524861153d5a5c7ab13139b946a481b7a4973e
com.mobidevelop.robovm	robovm-junit-server	2.3.8		cb2f1838a54ab5bfd64622d59b5693d3d8a517e7
com.mobidevelop.robovm	robovm-junit-server	2.3.9		35f6ee0226ef27dee3f0a876492de035b9275909
com.thesamet.scalapb	lenses_native0.5_2.13	0.11.17		8be900d481048405fbd738ae21c35010ee5bc594
com.thesamet.scalapb	lenses_native0.5_2.13	1.0.0-alpha.1		31efc7dddbdc5155d2ae353da76c34386779f629
com.urbanairship.android	urbanairship-feature-flag	17.1.0		N/A
com.urbanairship.android	urbanairship-feature-flag	17.2.0		N/A
com.urbanairship.android	urbanairship-feature-flag	17.2.1		N/A
com.urbanairship.android	urbanairship-feature-flag	17.3.0		N/A
com.urbanairship.android	urbanairship-feature-flag	17.4.0		N/A
com.urbanairship.android	urbanairship-feature-flag	17.4.1		N/A
com.urbanairship.android	urbanairship-feature-flag	17.5.0		N/A
com.urbanairship.android	urbanairship-feature-flag	17.6.0		N/A
com.urbanairship.android	urbanairship-feature-flag	17.7.0		N/A
com.urbanairship.android	urbanairship-feature-flag	17.7.1		N/A
com.urbanairship.android	urbanairship-feature-flag	17.7.2		N/A
com.urbanairship.android	urbanairship-feature-flag	17.7.3		N/A
com.urbanairship.android	urbanairship-feature-flag	17.7.4		N/A
com.urbanairship.android	urbanairship-feature-flag	17.8.0		N/A
com.urbanairship.android	urbanairship-feature-flag	17.8.1		N/A
com.urbanairship.android	urbanairship-feature-flag	18.0.0		N/A
com.urbanairship.android	urbanairship-feature-flag	18.0.0-alpha		N/A
com.urbanairship.android	urbanairship-feature-flag	18.1.0		N/A
com.urbanairship.android	urbanairship-feature-flag	18.1.1		N/A
com.urbanairship.android	urbanairship-feature-flag	18.1.2		N/A
com.urbanairship.android	urbanairship-feature-flag	18.1.3		N/A
com.urbanairship.android	urbanairship-feature-flag	18.1.4		N/A
com.urbanairship.android	urbanairship-feature-flag	18.1.5		N/A
com.urbanairship.android	urbanairship-feature-flag	18.1.6		N/A
com.urbanairship.android	urbanairship-feature-flag	18.2.0		N/A
com.urbanairship.android	urbanairship-feature-flag	18.3.0		N/A
com.urbanairship.android	urbanairship-feature-flag	18.3.1		N/A
com.urbanairship.android	urbanairship-feature-flag	18.3.2		N/A
com.urbanairship.android	urbanairship-feature-flag	18.3.3		N/A
com.urbanairship.android	urbanairship-feature-flag	18.4.0		N/A
com.urbanairship.android	urbanairship-feature-flag	18.4.1		N/A
com.urbanairship.android	urbanairship-feature-flag	18.4.2		N/A
com.urbanairship.android	urbanairship-feature-flag	18.5.0		N/A
com.urbanairship.android	urbanairship-feature-flag	18.6.0		N/A
com.urbanairship.android	urbanairship-feature-flag	18.6.1		N/A
com.urbanairship.android	urbanairship-feature-flag	18.7.0		N/A
com.urbanairship.android	urbanairship-feature-flag	18.7.1		N/A
com.urbanairship.android	urbanairship-feature-flag	19.0.0		N/A
com.urbanairship.android	urbanairship-feature-flag	19.1.0		N/A
com.urbanairship.android	urbanairship-feature-flag	19.2.0		N/A
com.urbanairship.android	urbanairship-feature-flag	19.3.0		N/A
com.urbanairship.android	urbanairship-feature-flag	19.4.0		N/A
com.urbanairship.android	urbanairship-feature-flag	19.5.0		N/A
com.urbanairship.android	urbanairship-feature-flag	19.5.1		N/A
com.urbanairship.android	urbanairship-feature-flag	19.6.0		N/A
com.urbanairship.android	urbanairship-feature-flag	19.6.1		N/A
com.urbanairship.android	urbanairship-feature-flag	19.6.2		N/A
com.walterjwhite.java.modules.remote.impl.plugins	ssh	0.0.17		b7fb7d7696734ee01a85dad22f6480d6b4ecf321
com.walterjwhite.java.modules.remote.impl.plugins	ssh	0.0.18		f397abbf64192699ee8ca46a86636022f0d06160
de.devland.esperandro	esperandro-gson-addon	0.13		eed4fc25d70fe5c9d47b3ca81e582646649c79ef
de.devland.esperandro	esperandro-gson-addon	0.13	jar-with-dependencies	95e162db8f2dedb43e004aa9bbe23efcb8c17ffa
de.devland.esperandro	esperandro-gson-addon	1.0		8416a5e8a5cd1f1243f1de03252eb9c421e54b95
de.devland.esperandro	esperandro-gson-addon	1.0	jar-with-dependencies	9a96582c8a62b3800d431b37f998e46a0cf2954d
de.devland.esperandro	esperandro-gson-addon	1.1		4623e6cfeba20720462d00fd2e82f6999d15d64e
de.devland.esperandro	esperandro-gson-addon	1.1	jar-with-dependencies	5340ed5a5efd598e32c2723c8279242e79953fdb
de.devland.esperandro	esperandro-gson-addon	1.1.1		66d988f03036e99cbd1e8976cd6cba8bef82d6c2
de.devland.esperandro	esperandro-gson-addon	1.1.1	jar-with-dependencies	b66323adc6df0e4e6036c1614ee22b7b7a5998dd
de.devland.esperandro	esperandro-gson-addon	1.1.2		a2ce8a609cd685e0dc9429e57fe3a1a8238e614c
de.devland.esperandro	esperandro-gson-addon	1.1.2	jar-with-dependencies	e78559c44a2c3754ef6dcc3b955a5984125561fd
de.devland.esperandro	esperandro-gson-addon	2.0.0		0a10a836596d8346f534f726d8b7656e15701459
de.devland.esperandro	esperandro-gson-addon	2.0.0	jar-with-dependencies	319904d18ebd95572bd5118b24b0a36deced227b
de.devland.esperandro	esperandro-gson-addon	2.1.0		305a2f0206625e534582e05a51b702a643fb82ac
de.devland.esperandro	esperandro-gson-addon	2.1.0	jar-with-dependencies	fe3a63097d400e1dec730495cb27537b4266d8f1
de.devland.esperandro	esperandro-gson-addon	2.2.0		6eddbb26e932404aa53d9e2a8094c7705aea7d91
de.devland.esperandro	esperandro-gson-addon	2.2.0	jar-with-dependencies	fda221fe7a59571e596f56554ca556266a2eb06d
de.devland.esperandro	esperandro-gson-addon	2.3.0		96cdf0c38357888593efedbe33bf74b593a577c4
de.devland.esperandro	esperandro-gson-addon	2.3.0	jar-with-dependencies	9f8b721208b3dc3e818f7bd8f5c5053e82294d31
de.devland.esperandro	esperandro-gson-addon	2.3.1		dad991821ab5e04d43434ae1a43be441df4aa2ba
de.devland.esperandro	esperandro-gson-addon	2.3.1	jar-with-dependencies	dbc780e86a4d0a93ffa0a7f542fad5c130bdab4b
de.devland.esperandro	esperandro-gson-addon	2.4.0		3ce4dd35f4642d6ad42cf28e873d615f42be6fcc
de.devland.esperandro	esperandro-gson-addon	2.4.0	jar-with-dependencies	6336c62f22961d00a22f9c7cb16550953f1b6b25
de.devland.esperandro	esperandro-gson-addon	2.4.1		c9cb28d08b5c7ffbe697ba3c37eb91a9bb55eda1
de.devland.esperandro	esperandro-gson-addon	2.4.1	jar-with-dependencies	09c5d944c995e1d036bee951a824fc1cb9a4a436
de.devland.esperandro	esperandro-gson-addon	2.5.0		639dd3517dd5ec31f9b03abc18bb1fff0b630fc1
de.devland.esperandro	esperandro-gson-addon	2.5.0	jar-with-dependencies	0d8dd7b5277cb39ab59d919a133e6c7211b8dcbd
de.devland.esperandro	esperandro-gson-addon	2.5.1		e383bac9e3198b4f018eaaa7935508f9d67e7cf1
de.devland.esperandro	esperandro-gson-addon	2.5.1	jar-with-dependencies	82ac49405938c108fbfea8b5d6ba84f804c93bd4
de.devland.esperandro	esperandro-gson-addon	2.5.2		f14e5865a2bbf5308189c244af25105ea93244ff
de.devland.esperandro	esperandro-gson-addon	2.5.2	jar-with-dependencies	cda59995bd28c74353c795f3b546cf66af8898a8
de.devland.esperandro	esperandro-gson-addon	2.6.0		490d3e21086f2142917c4a7d204209bec60c2d40
de.devland.esperandro	esperandro-gson-addon	2.6.0	jar-with-dependencies	7ac4c5c676536fcdc4f2131a2d5e3baa10ee1bb5
de.devland.esperandro	esperandro-gson-addon	2.7.0		e22352b41047b2bff5e4998358f9d9c72d6bf1c8
de.devland.esperandro	esperandro-gson-addon	2.7.0	jar-with-dependencies	2aa76d326a3c19fcac8a939bfdfd54963abd922e
de.devland.esperandro	esperandro-gson-addon	2.7.1		a2a9c35c6197cac89024125cb3e5ac1583aacb6b
de.devland.esperandro	esperandro-gson-addon	2.7.1	jar-with-dependencies	b2430f0b55fcf12322d8edaf904c5871398c1d5c
de.devland.esperandro	esperandro-gson-addon	2.7.2		335d6c63b700ee5e8038ebf8ac8c71f23c9e4206
de.devland.esperandro	esperandro-gson-addon	2.7.2	jar-with-dependencies	5d6276c6fce7a6fe4cdfc1e9bf16fc7ec259985d
de.devland.esperandro	esperandro-gson-addon	2.7.3		97c9c61efa713ba60558f5fd357bc445523c6f22
de.devland.esperandro	esperandro-gson-addon	2.7.3	jar-with-dependencies	7709575ccdc146b780ea7d046767697fa142a6ee
de.devland.esperandro	esperandro-gson-addon	3.0.0		412db40a5d8596fd19ef8c54a5d84e3193f745c5
de.devland.esperandro	esperandro-gson-addon	3.0.0	jar-with-dependencies	279a4205d063cee699eda0bfd01553d37b14904f
de.devland.esperandro	esperandro-gson-addon	3.0.1		707b3c13939169e322d6e796e76a7cca6c1aaa8a
de.devland.esperandro	esperandro-gson-addon	3.0.1	jar-with-dependencies	98ad94a0e3a15f5a4e2ae3ba3fa7233423294337
de.devland.esperandro	esperandro-gson-addon	3.0.2		ef538ac98320afd4752e11cabaa9ae3aee7c91cd
de.devland.esperandro	esperandro-gson-addon	3.0.2	jar-with-dependencies	8906a9335fb7cbd69302b316f6a81567c90f5d8e
de.devland.esperandro	esperandro-gson-addon	3.0.3		9b0cee3c96475df3bb4ed275e74d593753c6cba3
de.devland.esperandro	esperandro-gson-addon	3.0.3	jar-with-dependencies	65a4997bfdbe05bb1367866d279e65223c6b3216
de.devland.esperandro	esperandro-gson-addon	4.0.0		c11601f6ebdd146a31d98cd44fbb99e7a6bbe024
de.devland.esperandro	esperandro-gson-addon	4.0.0	jar-with-dependencies	a3b8952039a2f2e3cbb8218eb2629d382390bbdb
de.devland.esperandro	esperandro-gson-addon	4.0.1		ac55dab8f64de787e1ff7a0605184c06add99d99
de.devland.esperandro	esperandro-gson-addon	4.0.1	jar-with-dependencies	378aa6823d5cd8b94b835147658c1f3e12178ff0
dev.schlaubi.lavakord	lyrics-jvm	6.1.0		0c4a1773a97e1edad71c30d2e4648a480349dece
dev.schlaubi.lavakord	lyrics-jvm	6.1.1		78836e40aed2d176d7b2be8da213f73144323ee0
dev.schlaubi.lavakord	lyrics-jvm	6.1.2		78836e40aed2d176d7b2be8da213f73144323ee0
dev.schlaubi.lavakord	lyrics-jvm	6.1.3		1e08a6beed456b3d225466f85f50f74758c16965
dev.schlaubi.lavakord	lyrics-jvm	6.2.0		1e08a6beed456b3d225466f85f50f74758c16965
dev.schlaubi.lavakord	lyrics-jvm	7.0.1		65f0623f83f6c7c9f0620e6f92950e2f1390ac8a
dev.schlaubi.lavakord	lyrics-jvm	7.0.3		65f0623f83f6c7c9f0620e6f92950e2f1390ac8a
dev.schlaubi.lavakord	lyrics-jvm	7.1.0		ce45a42aba48055def150ca0c7e8cbab47b8a5d4
dev.schlaubi.lavakord	lyrics-jvm	8.0.1		fb4fdabd9b7936fad5f690b3a5550714828e0ff1
dev.schlaubi.lavakord	lyrics-jvm	8.1.0		fb4fdabd9b7936fad5f690b3a5550714828e0ff1
dev.schlaubi.lavakord	lyrics-jvm	9.0.0		18f0d3a11cf23dc705ac6ab1f46fb68e1a0d0648
dev.schlaubi.lavakord	lyrics-jvm	9.0.1		18f0d3a11cf23dc705ac6ab1f46fb68e1a0d0648
dev.schlaubi.lavakord	lyrics-jvm	9.1.0		18f0d3a11cf23dc705ac6ab1f46fb68e1a0d0648
dev.zio	zio-json-interop-http4s_3	0.7.10		1d12ea217a1a541f43ea98a437c4c3a4e2164daa
dev.zio	zio-json-interop-http4s_3	0.7.11		6851cae1b4dd126cab530d31e8c488fb2da08325
dev.zio	zio-json-interop-http4s_3	0.7.12		0e660fcbd5271649e3a34fa1d893356fd81fb0c0
dev.zio	zio-json-interop-http4s_3	0.7.13		a07e725b9f43e570f4b5c21ef8f4653deb0b36c2
dev.zio	zio-json-interop-http4s_3	0.7.14		4bcc4c73ac10618ea7c17115b808598c6ee18fab
dev.zio	zio-json-interop-http4s_3	0.7.15		2222f1b8afbc5db130a04aa7c54ed6acf928cf61
dev.zio	zio-json-interop-http4s_3	0.7.16		5a6a42b36e1dc31fd15026ad53b63053323aa49f
dev.zio	zio-json-interop-http4s_3	0.7.17		65091d55c3c12bd05e081baf8d1ec57bdfb32591
dev.zio	zio-json-interop-http4s_3	0.7.18		e198b3ce6a3588e299712fb8351baca7c2234cb8
dev.zio	zio-json-interop-http4s_3	0.7.19		88b9b4be7b142034f56b7174c0f8a98d95153052
dev.zio	zio-json-interop-http4s_3	0.7.20		889e167087896668b4a0b073eb51c6394f052fcf
dev.zio	zio-json-interop-http4s_3	0.7.21		fca4f74d03de33a8a5e1b869668b3d3b74db6682
dev.zio	zio-json-interop-http4s_3	0.7.22		f389d0b2de0970b65eb49e908f1f5751ee9787fb
dev.zio	zio-json-interop-http4s_3	0.7.23		f0520cd672e40a4448deb6005656956229a6c142
dev.zio	zio-json-interop-http4s_3	0.7.24		4aa8b68ee8d5f2535796d732f42d19ef50ef6795
dev.zio	zio-json-interop-http4s_3	0.7.25		c6130e1d238aaa9982d265c92d03e110ee23a85b
dev.zio	zio-json-interop-http4s_3	0.7.26		aa123c8699a41f55af00673c5e13b233ae320d80
dev.zio	zio-json-interop-http4s_3	0.7.27		7178c90d02cd57f21455aeec37a95fb78505d485
dev.zio	zio-json-interop-http4s_3	0.7.28		eef7ef65b57b89218256e68a556dc3c36c2437b6
dev.zio	zio-json-interop-http4s_3	0.7.29		86722726e208c829285bf29387889a49e607ee40
dev.zio	zio-json-interop-http4s_3	0.7.30		5dba3076771b92c973bb957f7fea81b61f9a24a7
dev.zio	zio-json-interop-http4s_3	0.7.31		94967043d3a2e59f548620df850e51c0aeb167e9
dev.zio	zio-json-interop-http4s_3	0.7.32		02fe61fcb37a8dd4c4a3861e56d081d5b85a7bf6
dev.zio	zio-json-interop-http4s_3	0.7.33		8cfb6c8b6610b51021eac3988cf680322a213ec2
dev.zio	zio-json-interop-http4s_3	0.7.34		8927559a7d2924d2e6439f3a7ea2e0de3bc7c39d
dev.zio	zio-json-interop-http4s_3	0.7.35		962df0e83171b03ccdc667b48ee15931316af829
dev.zio	zio-json-interop-http4s_3	0.7.36		e80a404eac745650e32a8f5546ace1eda4a179f6
dev.zio	zio-json-interop-http4s_3	0.7.37		3dd1e306a306b0aa47e0146b92995cca922d0fd0
dev.zio	zio-json-interop-http4s_3	0.7.38		5e498b242f54b821c04bc4bbc9613d3cf2385e29
dev.zio	zio-json-interop-http4s_3	0.7.39		79e77e1af03e1414a8c85200aa661a7c25c27590
dev.zio	zio-json-interop-http4s_3	0.7.40		62a3a955b3dcfab3edc16cafc440c3e5c30d2ce8
dev.zio	zio-json-interop-http4s_3	0.7.41		facb6781796c10243c25d714ca8627c4b325985d
dev.zio	zio-json-interop-http4s_3	0.7.42		0bf84923ae93d18bf07d88b095dc98248112c227
dev.zio	zio-json-interop-http4s_3	0.7.7		aa2f4ec1374b6f8ddfe80520c424cc8de2d79a58
dev.zio	zio-json-interop-http4s_3	0.7.8		25bcd501fd3bddc0a91ad3f4f56b00c5638b0b68
dev.zio	zio-json-interop-http4s_3	0.7.9		f994422cc7a2e6eeeb3f1a0579a447e6a3f2d821
dev.zio	zio-prelude-experimental_sjs1_2.12	1.0.0-RC10		bad4a414df5bc82ace280a11a6d6c85ac55eaf02
dev.zio	zio-prelude-experimental_sjs1_2.12	1.0.0-RC11-2		4103ce60ef9d5d57d680d563e7e4ea35a1bbdffa
dev.zio	zio-prelude-experimental_sjs1_2.12	1.0.0-RC12		e7c74075cb9ceba7af3342b58a83a7500bce2cc8
dev.zio	zio-prelude-experimental_sjs1_2.12	1.0.0-RC13		ea3a2cd7d3984c8966aa66ba7cff47c22d39ea27
dev.zio	zio-prelude-experimental_sjs1_2.12	1.0.0-RC14		f7fe217e02da938b1d5a2dba1282b202c1aed9cd
dev.zio	zio-prelude-experimental_sjs1_2.12	1.0.0-RC15		cdf63c064621f04545e48120187429cbbc011f70
dev.zio	zio-prelude-experimental_sjs1_2.12	1.0.0-RC16		83cd4230ffeaf3a1dcce3690f43086325b140ded
dev.zio	zio-prelude-experimental_sjs1_2.12	1.0.0-RC17		d5f27d937591f7ef3bd35700920adf8caf13ee39
dev.zio	zio-prelude-experimental_sjs1_2.12	1.0.0-RC18		421fc785e63213d43dbc6d5d1f6f543a7a284d05
dev.zio	zio-prelude-experimental_sjs1_2.12	1.0.0-RC19		7e071f0301c64f88a675fd552b73c87bee1576aa
dev.zio	zio-prelude-experimental_sjs1_2.12	1.0.0-RC2		b6a52d9b7246927b1ec46db4dfd0618e8a75ecd6
dev.zio	zio-prelude-experimental_sjs1_2.12	1.0.0-RC20		ac7c2e4e36e200e3e710b009282241c427175447
dev.zio	zio-prelude-experimental_sjs1_2.12	1.0.0-RC21		0d90cc7b8bed74df3b4ab7e6c8330d30dd4fb3f3
dev.zio	zio-prelude-experimental_sjs1_2.12	1.0.0-RC22		165eba6f30c582fb96dd08f3b86506797ccb648a
dev.zio	zio-prelude-experimental_sjs1_2.12	1.0.0-RC23		6d3b4994df33957664a24afd98c4974f08c47bc3
dev.zio	zio-prelude-experimental_sjs1_2.12	1.0.0-RC24		b04021d33246f87ea191aa6cfc11189c2d090e34
dev.zio	zio-prelude-experimental_sjs1_2.12	1.0.0-RC25		48196dff95a0997668bfa0477c05a691d686c2b6
dev.zio	zio-prelude-experimental_sjs1_2.12	1.0.0-RC26		a06421e4fd76a538e5f6c1426d6d20c68707a9bd
dev.zio	zio-prelude-experimental_sjs1_2.12	1.0.0-RC27		0d27a979102bd835aa0fc3789ee08c05106fb8fb
dev.zio	zio-prelude-experimental_sjs1_2.12	1.0.0-RC28		0008426838fc254cb0fac353fcbdb39a47eb9446
dev.zio	zio-prelude-experimental_sjs1_2.12	1.0.0-RC29		7c285f2c195fbceea8f3b275a30a6ce0ca894f18
dev.zio	zio-prelude-experimental_sjs1_2.12	1.0.0-RC3		9c14cfbfded7d199bf8df67b45a2bdb732cd6a62
dev.zio	zio-prelude-experimental_sjs1_2.12	1.0.0-RC30		d8111f285eadc87de47c46335ef981410e2c49f1
dev.zio	zio-prelude-experimental_sjs1_2.12	1.0.0-RC31		96619495eda395831599bedfc2ade11fdadb9baa
dev.zio	zio-prelude-experimental_sjs1_2.12	1.0.0-RC32		681e8fcfda1cb6a07f5d24d639b613c078cecad4
dev.zio	zio-prelude-experimental_sjs1_2.12	1.0.0-RC33		04848fb2df235d1cdfa53c39a19608bdc2d8dce7
dev.zio	zio-prelude-experimental_sjs1_2.12	1.0.0-RC34		89a70034334d3c3ffeebb7da7b93efd951695cf1
dev.zio	zio-prelude-experimental_sjs1_2.12	1.0.0-RC35		8300d3c3a58fe19c7de8fc114848f100399cb064
dev.zio	zio-prelude-experimental_sjs1_2.12	1.0.0-RC36		deed4286499b1d94c6a05056c9a5b8a1b8eac244
dev.zio	zio-prelude-experimental_sjs1_2.12	1.0.0-RC37		7f22674f09cb585446eed04c336a45d8c74b0c7c
dev.zio	zio-prelude-experimental_sjs1_2.12	1.0.0-RC38		2d1d47aef22a2ec1bf7c80fa40f74778c85b7602
dev.zio	zio-prelude-experimental_sjs1_2.12	1.0.0-RC39		7613e55a9f67b84a38ca57e2b8b221ac1bf5ad1e
dev.zio	zio-prelude-experimental_sjs1_2.12	1.0.0-RC4		e16ebb62df88793fcd3683d33dbf53c186b8fa61
dev.zio	zio-prelude-experimental_sjs1_2.12	1.0.0-RC40		19922991bf628941124aa0b8f820c029c702e9f2
dev.zio	zio-prelude-experimental_sjs1_2.12	1.0.0-RC5		a8e48ca82355c0dce8d0696c8a5dd4dca20b6da5
dev.zio	zio-prelude-experimental_sjs1_2.12	1.0.0-RC6		168698de950af8b0a0a9767cfdd21eaf9f1c6fbf
dev.zio	zio-prelude-experimental_sjs1_2.12	1.0.0-RC7		c2417a47f85a3059e285f51840535bc6a4ceabdd
dev.zio	zio-prelude-experimental_sjs1_2.12	1.0.0-RC8		f5a5cacb3c3ee978193d690f3abd2959229e3a2b
dev.zio	zio-prelude-experimental_sjs1_2.12	1.0.0-RC8-1		d58af4f7055fdbf0a3526fead86af15ed05b692f
dev.zio	zio-prelude-experimental_sjs1_2.12	1.0.0-RC9		79e1b50b0850011a96a5d3d196366e1993191fae
dev.zio	zio-test-intellij_3	1.0.10		5b7312ac7d012c3663304ea80ac26f2710a18114
dev.zio	zio-test-intellij_3	1.0.11		653ffa8c2bec2912837f7672dca54890a7b9bea5
dev.zio	zio-test-intellij_3	1.0.12		519643a4a5fc1a2e9867e852e15ac8f5eedfc7ed
dev.zio	zio-test-intellij_3	1.0.13		47fe6c3289fcd21671487efd0319b3e50ef24718
dev.zio	zio-test-intellij_3	1.0.14		4f107387df92ce4c716ddee726e1ccd29ce20316
dev.zio	zio-test-intellij_3	1.0.15		b3319960416b519b263f59cef68bb7f794683078
dev.zio	zio-test-intellij_3	1.0.16		966d53ee0e242f39b7531f9a7356de932d285419
dev.zio	zio-test-intellij_3	1.0.17		1877d367f68318d38c80d343dd134fe4f6812207
dev.zio	zio-test-intellij_3	1.0.18		7b00ddc43be857a9b32559dc7f7c0b2dc66b16ba
dev.zio	zio-test-intellij_3	1.0.8		9ac9447872657d1924889c200567f449563bfcea
dev.zio	zio-test-intellij_3	1.0.9		8743feb4d4566e189bcc9eba49188a7613647689
gsbase	gsbase	2.0		529bfebdf5186ad124bbf789ed3ab1f9d3feb39b
gsbase	gsbase	2.0.1		1556136495221ca1822bfbb88f1060171b1cab06
hu.kazocsaba.geom3d	mesh-ply	1.0.0		6c180018ffb5c4721135ea598b711cccda53a614
hu.kazocsaba.geom3d	mesh-ply	1.1.0		b07ffe235dc0f62e0842a18bc1eaa441693c639c
io.apptik.rhub	roxy-rxjava1	0.1.0		3c37d0fca4aeb42bf97ba8472a7952fb9c082443
io.apptik.rhub	roxy-rxjava1	0.1.0-alpha1		052817e2b0e8a67a76b91e0004febf58c6bc8d0b
io.apptik.rhub	roxy-rxjava1	0.2.0-alpha1		edbcefa253cda97054a591a6cf9695e03138cb9f
io.gitee.rocksdev	monitor-spring-boot-starter	1.0.0		8fe31f52d0af7b17941ca3d1da330061c9c342a1
io.gitee.rocksdev	monitor-spring-boot-starter	1.0.1		7382551eb85709b13349c795940bd5fdc67c48f0
io.github.bitquant-initiative	bq-indicators	0.0.1a		954c455e1b94c9c47876ad5a29565a4e56f8443f
io.github.bitquant-initiative	bq-indicators	0.0.1b		8745d4933ce3c7d8a1713fe89a973a2dd5e160ff
io.github.bitquant-initiative	bq-indicators	0.1.1		e99cb77328a99f5bcfd43800c9a5d65519f52881
io.github.bitquant-initiative	bq-indicators	0.1.4		1ab2f6a18cd0cce81a104e12ea1bbee61b927870
io.github.bitquant-initiative	bq-indicators	0.3.0		071e0139b93110d005abe1ba6c73e9a8a8106450
io.github.bitquant-initiative	bq-indicators	0.3.1		a244a03da8406f85cbe4d896bc7a50d93e946410
io.github.bitquant-initiative	bq-indicators	0.3.2		20bd4e033d112dd3373025b14700327a07c58ee8
io.github.bitquant-initiative	bq-indicators	0.3.3		3b4da2b978d5278d40df1326ae3d41924f19e322
io.github.bitquant-initiative	bq-indicators	0.3.4		5eed2f3ddeb7be07f6ce0b734de9870e5472f35e
io.github.hamzaremmal	cs107-submission-packager-maven-plugin	0.1.0		41d8ed3fc432f4b39c0cb9ab9b7e984ed738828a
io.github.jean-velarde.multiplatform	services-kmp-jinex-poc-android	0.0.3		N/A
io.github.jean-velarde.multiplatform	services-kmp-jinex-poc-android	0.0.4		N/A
io.github.jean-velarde.multiplatform	services-kmp-jinex-poc-android	0.0.5		N/A
io.github.jean-velarde.multiplatform	services-kmp-jinex-poc-android	0.0.6		N/A
io.github.keirlawson	simple3_2.13	0.3		ab95a40e16c9f165b828f90bba77b5987d9dfa7c
io.github.mhmmedinan-core	core-mailing	1.0.4		bae66540931577a5439de255ac0538d6f68b3125
io.github.pidoveproject	scala-showdown-api_sjs1_3	0.1.0		9ea04cdf762b4fe49d5d7a38077f3b38da57e336
io.github.railian.data	data-result-coroutines-androidnativex86	0.3.0-alpha04		N/A
io.github.railian.data	data-result-coroutines-androidnativex86	0.3.0-alpha05		N/A
io.github.railian.data	data-result-coroutines-androidnativex86	0.3.0-alpha06		N/A
io.github.sunny-chung	composable-table-iosx64	1.2.0		N/A
io.github.sunny-chung	composable-table-iosx64	1.2.0	metadata	2b3a1fd11353268b0afb9b7402ffbbd2b07ed1ef
io.github.sunny-chung	composable-table-iosx64	1.3.0		N/A
