au.net.causal.shoelaces	shoelaces-apphome-integration-tests-standalone	2.0		N/A
software.amazon.awssdk	apigateway	2.21.41		aad5bc616832bb62bf499853f5d365a634e0b4fc
software.amazon.awssdk	apigateway	2.21.42		cefef208cd2dfdc6a10c262b7e9e077a11633005
software.amazon.awssdk	apigateway	2.21.43		5d16cdaa0f8f313abeac1f3e474ccde62ce8a2eb
software.amazon.awssdk	apigateway	2.21.44		648a49998273b9970d52bc2d445e5122689499bb
software.amazon.awssdk	apigateway	2.21.45		296a92a5a1931eb28a3ef05507312e1fae834ea9
software.amazon.awssdk	apigateway	2.21.46		7c4d3d12514df580bf9e606bad73f0514e3954bf
software.amazon.awssdk	apigateway	2.21.5		b49a69f73bcb6556b7871e458b0f0476591587e8
software.amazon.awssdk	apigateway	2.21.6		af4ed3dfdfe58cec1b2186623154841f71ff7822
software.amazon.awssdk	apigateway	2.21.7		02c0a31feecc085b1ec58c2906c496ba24ba21df
software.amazon.awssdk	apigateway	2.21.8		28f1411343a52f443ddbaa10e491c825a737465d
software.amazon.awssdk	apigateway	2.21.9		3718fb4d3b26deef7d2c3233200e35c63cbb96ee
software.amazon.awssdk	apigateway	2.22.0		96f534d44a3b12ff1fe70d9effed3fd2be6f527f
software.amazon.awssdk	apigateway	2.22.1		5730f6d35a3562f90dd29314d570dbad6bd48846
software.amazon.awssdk	apigateway	2.22.10		e6697f9c1efa7faf912cad9c3952a30fc7749c5f
software.amazon.awssdk	apigateway	2.22.11		328afb9143e263c25a459bd50302c1701992c1b7
software.amazon.awssdk	apigateway	2.22.12		8c78f399433c59e29085f0eaaa048efe73c61fad
software.amazon.awssdk	apigateway	2.22.13		79328a8db29403216145721a53eee75b722c2058
software.amazon.awssdk	apigateway	2.22.2		f3296d35b3f8dea672defea851a30888ab79d056
software.amazon.awssdk	apigateway	2.22.3		5a1d46c1d1e3d414cf41374c56b20b7cc3eb2a12
software.amazon.awssdk	apigateway	2.22.4		dda1637fa5aec9ed70e98e70fc99afc0d47f0032
software.amazon.awssdk	apigateway	2.22.5		b93fd4c1dfcf885b7648c83cd274c53cdd12b1a0
software.amazon.awssdk	apigateway	2.22.6		99799d7d6830707a994acdb360c54b52b9e9b395
software.amazon.awssdk	apigateway	2.22.7		21af9f37343f656dd2c54ba40fc8bf8ac1d99cc1
software.amazon.awssdk	apigateway	2.22.8		cda99c567ea6cf80d12759ed20741f4aca5ddc8c
software.amazon.awssdk	apigateway	2.22.9		6a11afbd9c7edbd1ac787e4197da75c5131c6688
software.amazon.awssdk	apigateway	2.23.0		7a1d67d114d5213206d20f1dad3dae2441c64d63
software.amazon.awssdk	apigateway	2.23.1		c2d1c56dc64ba35571748ea0b4c082a59994d7ff
software.amazon.awssdk	apigateway	2.23.10		ed5baf7fe102ae7bfe0030380fc7923037a46492
software.amazon.awssdk	apigateway	2.23.11		7890f3714f46387546c5b67221b64c6374cd05b2
software.amazon.awssdk	apigateway	2.23.12		0cc8cc47439bac8e86da03b77634672ef044da73
software.amazon.awssdk	apigateway	2.23.13		bbc3b3bb0c2fe6996499e81ff6bcbd1e6e0242b9
software.amazon.awssdk	apigateway	2.23.14		99c5ae4d1a1c9e4bf5388f2d1ff2bdd647c4cc5c
software.amazon.awssdk	apigateway	2.23.15		63d8d9200a5d9fbee83d9ff19d68b9cf01f1ed1f
software.amazon.awssdk	apigateway	2.23.16		c3e89d31aef3de6c59d59fb8fa27277ad613f021
software.amazon.awssdk	apigateway	2.23.17		1fc4369964be54bd9029c1e6eb2e5995c7463427
software.amazon.awssdk	apigateway	2.23.18		287c82b98bd3be47e164551a51e7f02281785b67
software.amazon.awssdk	apigateway	2.23.19		754d77a8878fe0e0a01cb01ff9ab6fbb404fb31d
software.amazon.awssdk	apigateway	2.23.2		e8073e9dfd67f138dade502cbf73ee7815836ef2
software.amazon.awssdk	apigateway	2.23.20		58bb582ded9e1e0d5cb7b51f27faae25a260e23e
software.amazon.awssdk	apigateway	2.23.21		fcd005972fa4c29c67f585edc207bf2194721559
software.amazon.awssdk	apigateway	2.23.3		ed96e22068c37e872c0182b4c437683a24b78b97
software.amazon.awssdk	apigateway	2.23.4		a375ef51f5a86beb3faae6d1782bdb811a23294c
software.amazon.awssdk	apigateway	2.23.5		19de260abeb935f365135ef00b143d19ae362232
software.amazon.awssdk	apigateway	2.23.6		ff92db58d2ce08e23218b9cc5add1db06c7d56ac
software.amazon.awssdk	apigateway	2.23.7		c88e90f79d080ccc92d872f263bb2cacbee8e77d
software.amazon.awssdk	apigateway	2.23.8		002d4fe583ab2fb80297220da723ac862ecfea46
software.amazon.awssdk	apigateway	2.23.9		ff47c108b0a0d84ff7ec1780d3459055aec0f69e
software.amazon.awssdk	apigateway	2.24.0		e12a29c72befcc2d2c2092de91cc99c3db01d714
software.amazon.awssdk	apigateway	2.24.1		c50c3ebad27ba1b699ced611de26a9d675b88da2
software.amazon.awssdk	apigateway	2.24.10		98be16dc4d1967e9f1ca4430b869d12f56eb679b
software.amazon.awssdk	apigateway	2.24.11		ab3b04ebd20654f5f08566153ffe6c9d4acab305
software.amazon.awssdk	apigateway	2.24.12		38314887ed8528b4ea293cad34686213f7f6942b
software.amazon.awssdk	apigateway	2.24.13		53be209f335dc182e838a53a12bad3af79e77307
software.amazon.awssdk	apigateway	2.24.2		6f416b3a0712b9cf5334191ab3a31c2cfe7c73b4
software.amazon.awssdk	apigateway	2.24.3		ab4d9bbd0dbb2b09ffc82a1514fc36c86a504737
software.amazon.awssdk	apigateway	2.24.4		0276ce8540f42457c0582e77c430f3e180b780cc
software.amazon.awssdk	apigateway	2.24.5		bd1492b039109c72f4073c40f656c9e5292e1859
software.amazon.awssdk	apigateway	2.24.6		f5bab2ca8d970d95f673c5b738955a63c5780903
software.amazon.awssdk	apigateway	2.24.7		6b6a95208399a7d2bba0e4ca3706a8196c625c9b
software.amazon.awssdk	apigateway	2.24.8		9b4013529ec1c390eb0831748a0f2680871f0148
software.amazon.awssdk	apigateway	2.24.9		896bf5a7a41c9f96611ba3f329b80748384ed802
software.amazon.awssdk	apigateway	2.25.0		6042f99076b577f6ba51aee4e92d4286b36734f6
software.amazon.awssdk	apigateway	2.25.1		8ed0c2cec250c78da26ef83bc5719552d88d937f
software.amazon.awssdk	apigateway	2.25.10		3c9c054d12b55e02b7d19c00effd8e1ea29a3258
software.amazon.awssdk	apigateway	2.25.11		2657c0d91e0ea86c9cbba00df39bb053c64fea1c
software.amazon.awssdk	apigateway	2.25.12		5d56b5e0af4fd0ff00dae2d380ade2bc89618b69
software.amazon.awssdk	apigateway	2.25.13		efc9f794b0887aea57a3e3caff5f483edec50525
software.amazon.awssdk	apigateway	2.25.14		9ed6c98a31a17fdabee30a3c1e009ee5a53cc4ca
software.amazon.awssdk	apigateway	2.25.15		52f83e41c661b2fafe65cbc298509dda5242a437
software.amazon.awssdk	apigateway	2.25.16		9ca3335a5423dbb6792bc639158f8a58bc851e19
software.amazon.awssdk	apigateway	2.25.17		47b6bfc1a5dc8c006278055c813d909e1dda0fa6
software.amazon.awssdk	apigateway	2.25.18		71be07331f601115c1fbf2a9181ffe3518a83bb7
software.amazon.awssdk	apigateway	2.25.19		38291fa95c63993f15efac718be14fdbdfb1c05c
software.amazon.awssdk	apigateway	2.25.2		07c3cc3b7213954b2a3b422552d807ccbfee59a1
software.amazon.awssdk	apigateway	2.25.20		8d2b01abd2e1b3dc6bd4dabbbbc259a64f9d2d08
software.amazon.awssdk	apigateway	2.25.21		04feef9c89a24c9501ef1f93fb56c374a279af05
software.amazon.awssdk	apigateway	2.25.22		a051e49adc6cb12163768cf6050ccba620e953bc
software.amazon.awssdk	apigateway	2.25.23		9772585a3b8509003eab2607e7e200208b9b6c0b
software.amazon.awssdk	apigateway	2.25.24		3b6ec3836a0b61a20f419f72722600eafc10dae4
software.amazon.awssdk	apigateway	2.25.25		1a2f8421401d0df6c8fe94488e93091800ea5776
software.amazon.awssdk	apigateway	2.25.26		d37220dca5db41c6e9c665fdc9da2bc2e18412ca
software.amazon.awssdk	apigateway	2.25.27		738715f97a6849b28304a5d31ad16ef4f9dbd5e2
software.amazon.awssdk	apigateway	2.25.28		e2b2145e080696b0af4d6dfe12bd7f34add4c950
software.amazon.awssdk	apigateway	2.25.29		35d3e2ba38f9edbb125c453a76241100ffdecab9
software.amazon.awssdk	apigateway	2.25.3		afefc1edca8cc5105c4f5592626c28e86991deda
software.amazon.awssdk	apigateway	2.25.30		9d61c193a51cafa011a2513d9131e9af2023868f
software.amazon.awssdk	apigateway	2.25.31		b8292e16bbc16936454c0d3d0a3b7561b22269c1
software.amazon.awssdk	apigateway	2.25.32		761c128f63159bcca5726f4de2fd70afa6af5843
software.amazon.awssdk	apigateway	2.25.33		97885ef1f7f1f7ea6e7f84b6fe5cadf87c4943b6
software.amazon.awssdk	apigateway	2.25.34		4d8683e1a3fef27e2da655d73b6418c3a6582a3c
software.amazon.awssdk	apigateway	2.25.35		1be19f3c31e5f3e889ded05b24981d00ceac0190
software.amazon.awssdk	apigateway	2.25.36		e9100040598471e63bcf54a3d826f17321bd4d90
software.amazon.awssdk	apigateway	2.25.37		a3f589fd5807fc47f734e2fe1137387b3bc82a61
software.amazon.awssdk	apigateway	2.25.38		afa52e1b71fdd6a8fa7d5b3bc9953da94c53a7b6
software.amazon.awssdk	apigateway	2.25.39		e2d73b1721d40c65a9a4af917775c04dd71be0c9
software.amazon.awssdk	apigateway	2.25.4		be30f31a85a7dea3a328ed724bc4cf5be7b3141c
software.amazon.awssdk	apigateway	2.25.40		623cebcb9defa79ec9619e8edcd62f605139adb2
software.amazon.awssdk	apigateway	2.25.41		0812d62865c34251a4331e017760d183ff28fb8f
software.amazon.awssdk	apigateway	2.25.42		dc583532d22ca25dd3555139dc796bb1ce480bdd
software.amazon.awssdk	apigateway	2.25.43		fe608b80e4da1762dbd01cf2113def7eb5416e10
software.amazon.awssdk	apigateway	2.25.44		99dbf9a9b6dbe030cc5eae56f1455b901021d2b6
software.amazon.awssdk	apigateway	2.25.45		06d31f864a1eeae7d1f272c6f29cdf034ea35ec7
software.amazon.awssdk	apigateway	2.25.46		163e105b9458c8c50bacca7b75701187f46f5186
software.amazon.awssdk	apigateway	2.25.47		ef71f4f26c451ec261ade6302f50e073eb511b7a
software.amazon.awssdk	apigateway	2.25.48		68c13c94f0b8ac66b5d9466b9322291d7173c33d
software.amazon.awssdk	apigateway	2.25.49		81c57242387f7a0ae99557d6f99b862c00d78edd
software.amazon.awssdk	apigateway	2.25.5		d11c18bd8851f24bdc67de80caa6e45b431c6ccb
software.amazon.awssdk	apigateway	2.25.50		e7aa60ea11947e381979b0e1ab21b6a1ff060766
software.amazon.awssdk	apigateway	2.25.51		dcdcb2e28ece718ae2a45f93e43c4aa99c1192aa
software.amazon.awssdk	apigateway	2.25.52		b62e06be404059dbb198028d2239c38532cbc148
software.amazon.awssdk	apigateway	2.25.53		2786c599e93a33c5eda23b12ea831b6005f89328
software.amazon.awssdk	apigateway	2.25.54		dd7897b8ef1c9905931d135f7a8a49b8dd5e0f09
software.amazon.awssdk	apigateway	2.25.55		8a1201d6a4746e0e900e4fcace2a3eb51f8cc65f
software.amazon.awssdk	apigateway	2.25.56		883ac6059409fa16f426a1e0fafebfdced1f01b3
software.amazon.awssdk	apigateway	2.25.57		b18af700baa57b3ff64867b75cffcaa01e02cbb5
software.amazon.awssdk	apigateway	2.25.58		468596eeace65760d26fe7c815fdda67a659ce1e
software.amazon.awssdk	apigateway	2.25.59		32800ec599fbcf3217ffd7d70309a0851c744a31
software.amazon.awssdk	apigateway	2.25.6		dd719ffdd535f8896222d6e6edaf77cd3ec9d780
software.amazon.awssdk	apigateway	2.25.60		bbf87856a52846888b06f20b5abe69d92d6ae5e8
software.amazon.awssdk	apigateway	2.25.61		3653247e4bdc1706c8efb65c4e192096444ba2cb
software.amazon.awssdk	apigateway	2.25.62		ca32d286787dc21d6b907eed35ffbd3071f532fd
software.amazon.awssdk	apigateway	2.25.63		73a491818786b18e0e185db71d66369abfce1c0e
software.amazon.awssdk	apigateway	2.25.64		6b2722a8fc9a86b86a4e48284d07c1bf7eeb3391
software.amazon.awssdk	apigateway	2.25.65		8557d9c0f14ac4a4cbb0ef1be29145e1f9bebcd2
software.amazon.awssdk	apigateway	2.25.66		9ba4eec390bcb2753ed06874ff267e64b69eeda8
software.amazon.awssdk	apigateway	2.25.67		c318ca7e9b319249fe3119a45c0b92942bde1114
software.amazon.awssdk	apigateway	2.25.68		1cc4817fac5a542efdebc6fa0e70c938464d130e
software.amazon.awssdk	apigateway	2.25.69		9466b7c51be1d8cb172c96b605a6704dddf86eb5
software.amazon.awssdk	apigateway	2.25.7		0c9b095e2c42ca7c1c69b293c8ddde304a9d4ebc
software.amazon.awssdk	apigateway	2.25.70		9bfa68fe8460287051d707a958c8ccef976632f9
software.amazon.awssdk	apigateway	2.25.8		563f5ad562575d639f469823d8e28ae178ab8734
software.amazon.awssdk	apigateway	2.25.9		0e34baf7311e812400e6bd9a19e7eaa8828d88c2
software.amazon.awssdk	apigateway	2.26.0		0f55fe59d9da1397fb0a1a064232ae558dfc0cf4
software.amazon.awssdk	apigateway	2.26.1		d3d20b6b64f94e62f58b029aa15612d3ed7c6ded
software.amazon.awssdk	apigateway	2.26.10		3bac35ec03e69e71fe2a5a012c947f3ebd6e1a80
software.amazon.awssdk	apigateway	2.26.11		609944f7f5e03d67fd2661ebf0464f718e2c70c9
software.amazon.awssdk	apigateway	2.26.12		7b4fcb0e4d16f7e1ad6f7170e0778543e3c141fb
software.amazon.awssdk	apigateway	2.26.13		505ab8c1b371b13cd156bcaf7214c92cebd0e995
software.amazon.awssdk	apigateway	2.26.14		ae10fcb96b0c5b6562be57d1e85dfd13de8c8a83
software.amazon.awssdk	apigateway	2.26.15		c9e30e25d182c04b2a674229394939c36cebec76
software.amazon.awssdk	apigateway	2.26.16		96b04203446787417ddd0a59b5ae3ce1efe3f7d1
software.amazon.awssdk	apigateway	2.26.17		85d09bf6da6d7af13be991d204aa81d27a69563b
software.amazon.awssdk	apigateway	2.26.18		e8f04793ef9ede3cc21e6bd291a2177053e5ac85
software.amazon.awssdk	apigateway	2.26.19		0cdedf607f8f7530f5890ad37e002664c45162ed
software.amazon.awssdk	apigateway	2.26.2		c68a8c839d0bcc9adc480e74ffdee6320d25f31d
software.amazon.awssdk	apigateway	2.26.20		ea36518929336d2a471128039d4d89416936eb9b
software.amazon.awssdk	apigateway	2.26.21		33c8a2283e3fbace73aa59c8bd84e919d288bf79
software.amazon.awssdk	apigateway	2.26.22		03678724920fc5c3d576a939382f5e270127ee65
software.amazon.awssdk	apigateway	2.26.23		bffccf58466c770ace8cedddbd94e5210be58524
software.amazon.awssdk	apigateway	2.26.24		0af70802d7ee3c8bd2b9e643c031333a756a1887
software.amazon.awssdk	apigateway	2.26.25		d9496e676aec3efd980132ec4f16257dcf8988d8
software.amazon.awssdk	apigateway	2.26.26		faec3406cc30f80e2ab3509ad6dd945783d6f86f
software.amazon.awssdk	apigateway	2.26.27		a93f43f4ce9057c7d867854bb5e55d3f592517ec
software.amazon.awssdk	apigateway	2.26.28		01493d97015116b8b2a38d4a111d28214a6825dc
software.amazon.awssdk	apigateway	2.26.29		f835025024254146cb6c3b72edcbbfb0ae0ae1ef
software.amazon.awssdk	apigateway	2.26.3		50d5543d7576c1b4144b7d3d1bb6d7caf6d454aa
software.amazon.awssdk	apigateway	2.26.30		56af1e9f62fc7c908f1f4b24f34fb90e22e3b3a3
software.amazon.awssdk	apigateway	2.26.31		786d5399c0cc839e228a6d618b5b4e420597ebeb
software.amazon.awssdk	apigateway	2.26.4		52025785ed3f01737f0e401aea2c239596f8dfda
software.amazon.awssdk	apigateway	2.26.5		580505b9e10979452411061a884132274013fa57
software.amazon.awssdk	apigateway	2.26.6		5801484b0f87f2467fb154effa81425724da4b02
software.amazon.awssdk	apigateway	2.26.7		3bc1d01cbdb951508956100cfa4aa3ff7142f576
software.amazon.awssdk	apigateway	2.26.8		739580e2262216bea029b726b436f86179aa3b92
software.amazon.awssdk	apigateway	2.26.9		c992e4899c9faa3a88fb66812d611ab05bd00de9
software.amazon.awssdk	apigateway	2.27.0		f713c5af8b9fc66404f243132f25ad39303879ec
software.amazon.awssdk	apigateway	2.27.1		855d1bb89b4eac5f23ca7b195131d6b6b1544306
software.amazon.awssdk	apigateway	2.27.10		4932ac05a33e2ea1ecaa3fc131377845b5174998
software.amazon.awssdk	apigateway	2.27.11		f8b8878a63ec5d0229bd25e0a5038908d977fcce
software.amazon.awssdk	apigateway	2.27.12		940d9b69b00d8ea0bb346a2f857010266f9295ea
software.amazon.awssdk	apigateway	2.27.13		25d1ca28c6a9284a07d0b8a972faf3a8a20afa47
software.amazon.awssdk	apigateway	2.27.14		e3eb6a794eb98333472cfac903424dcb89d1c3fe
software.amazon.awssdk	apigateway	2.27.15		b0f3b69f58c63c2afbca088bc799b14a40f06869
software.amazon.awssdk	apigateway	2.27.16		431093abfbd1dc05b871f5b61e5907d52b8bf771
software.amazon.awssdk	apigateway	2.27.17		5b2ace3fc86f94ca36825ed93a074f7753f98260
software.amazon.awssdk	apigateway	2.27.18		0c2f817f36eee70a20b348c4e52e06de03cfb11d
software.amazon.awssdk	apigateway	2.27.19		8690134f67953780677819bbce63d5d848cda75a
software.amazon.awssdk	apigateway	2.27.2		3f243741b24d926b8ea08289744e610908471559
software.amazon.awssdk	apigateway	2.27.20		ea83fc878060edbb91b85e25b8da63cf2863d41d
software.amazon.awssdk	apigateway	2.27.21		ceed5deb346f802fdb4c45efa139d765658816d4
software.amazon.awssdk	apigateway	2.27.22		3ce8e07518d34a6861b87a5a3876044f735ac4bd
software.amazon.awssdk	apigateway	2.27.23		b272093463899dbc77da68b0a899bab40c877f60
software.amazon.awssdk	apigateway	2.27.24		52d9d2de9b9d3dad4fe44d12791fc658b70583b7
software.amazon.awssdk	apigateway	2.27.3		e6e1e194c6f78b5b2f32074bf10feee40bd00518
software.amazon.awssdk	apigateway	2.27.4		34d580c2084790be9111926c04468009a838b049
software.amazon.awssdk	apigateway	2.27.5		854c7887dd81e68bc39c0f0dbdebae34d53ff4e4
software.amazon.awssdk	apigateway	2.27.6		77ea464b569577889374d8a37b1d2696f309a3b0
software.amazon.awssdk	apigateway	2.27.7		f7898520629e57adb3b9274941332f714840c3b7
software.amazon.awssdk	apigateway	2.27.8		27930b7308723f1a7538d7f19cfc9b64d4eaeede
software.amazon.awssdk	apigateway	2.27.9		743d903b312b8433e7b734322747ecdcebad86fe
software.amazon.awssdk	apigateway	2.28.0		4c3c593187f26c8d416d0b5602b766d43bc4732b
software.amazon.awssdk	apigateway	2.28.1		7976bc0dad38c491799615a81dbb5c43eb6df881
software.amazon.awssdk	apigateway	2.28.10		c6d2107694754fc5f2d0ffcf254a9a06e0c2e663
software.amazon.awssdk	apigateway	2.28.11		df13b3e0101af1525bede5c405e865fd96d68b1c
software.amazon.awssdk	apigateway	2.28.12		7e0d799da870128e379e78da57c1dacb3e923bc2
software.amazon.awssdk	apigateway	2.28.13		0a8fadaaf9a3aa09a3d962c3de6eeb4f143a4fca
software.amazon.awssdk	apigateway	2.28.14		fdc862532d2015cafd9cfb2250479a9ab846d725
software.amazon.awssdk	apigateway	2.28.15		5dcf94bb286d9b5d6a0753146ff30ceff6f28c70
software.amazon.awssdk	apigateway	2.28.16		1ff2f2ea5125b27ef568af0a79b4197b8e62e5de
software.amazon.awssdk	apigateway	2.28.17		3d253331d2cd32cae6f9e862b1db87deb75c1eb2
software.amazon.awssdk	apigateway	2.28.18		c95da5065fafae6b3d72c574a20fb1343cb6109a
software.amazon.awssdk	apigateway	2.28.19		827e56023a1503ecec403ef82d1d38898aae0f84
software.amazon.awssdk	apigateway	2.28.2		4e894dc7f3d0d44e05085243b502463e39ec8e92
software.amazon.awssdk	apigateway	2.28.20		5f53c08b3b089851f544a107b950cc2ab4bf81e7
software.amazon.awssdk	apigateway	2.28.21		36eac7e125d5ed50399c36c2a2e65644c8703cb7
software.amazon.awssdk	apigateway	2.28.22		b2f58d0cb049582f387da936643fd5229a8ab089
software.amazon.awssdk	apigateway	2.28.23		4a7e377134021904da8c20e40020c2cd5532aaae
software.amazon.awssdk	apigateway	2.28.24		b44d46614d8353ea11e1d6f61a102c0df99764e9
software.amazon.awssdk	apigateway	2.28.25		57c1bba3d397b490399f4205e6ae5ecf536e7bfc
software.amazon.awssdk	apigateway	2.28.26		72bbb82bfcb229989bdadef15ed0f8a4bb550430
software.amazon.awssdk	apigateway	2.28.27		7485b489293fabfda5e57f9f8ffc1afca2612096
software.amazon.awssdk	apigateway	2.28.28		5e2a7bed41bbe80ba971b4dbf4c8cef4e83b4cb1
software.amazon.awssdk	apigateway	2.28.29		5882f244206ca817dc5ebb61202246067d0618d9
software.amazon.awssdk	apigateway	2.28.3		7d13d000b441eeab7cdc8a81b0dc5e18bee819a5
software.amazon.awssdk	apigateway	2.28.4		a35c4d48128252e9840de2cda876d1e354b9c01b
software.amazon.awssdk	apigateway	2.28.5		3cee69d5ac0fea3acb7dc435c18e0011a97a3e61
software.amazon.awssdk	apigateway	2.28.6		82ad91af16c00f6b9ce001f86b21bd04ed027b9b
software.amazon.awssdk	apigateway	2.28.7		1abb3f7df9fb62a92e101c91393a2bc438af0f7f
software.amazon.awssdk	apigateway	2.28.8		3efd343fd2a5b8a8d240ad848a07861365789ffe
software.amazon.awssdk	apigateway	2.28.9		b194975297a664fc50b788c58c8487d026e8a164
software.amazon.awssdk	apigateway	2.29.0		b4be2dc518dd5a4584b79ce7754607fc1b403819
software.amazon.awssdk	apigateway	2.29.1		cc1711e283a2d4ea5400b5beba9c4a68193f5e7d
software.amazon.awssdk	apigateway	2.29.10		ce763fd8b8723b113c8f4a33be5478b6b8a7d718
software.amazon.awssdk	apigateway	2.29.11		f79b246397766c0c3e9c60aa032d2e1f5df34cae
software.amazon.awssdk	apigateway	2.29.12		4486c08674a5aa5f6582f308da73c2e8c62a265b
software.amazon.awssdk	apigateway	2.29.13		1c4edb414b4484e00ab00f5119ed90e55331c9e3
software.amazon.awssdk	apigateway	2.29.14		c45f95d05418f309aae932ac8466c391652be7b3
software.amazon.awssdk	apigateway	2.29.15		b50921af334480c65e57d124118d4f7b58fdf20d
software.amazon.awssdk	apigateway	2.29.16		d65d60c6f9f2b27f764143f903ffb136f070b1ed
software.amazon.awssdk	apigateway	2.29.17		ffd848bb82c94c96d99fc3db6a6db8195bb61707
software.amazon.awssdk	apigateway	2.29.18		6b35b80e28a74f4a3f3a8ce41f32e1ba51948bd2
software.amazon.awssdk	apigateway	2.29.19		3adff6aa98bf755c1a99984e81bc53678b2710d6
software.amazon.awssdk	apigateway	2.29.2		f5c3d93fb79de7c83dad14b97453697d0e84e6cc
software.amazon.awssdk	apigateway	2.29.20		c79328647430652abf6972382939b4fc7872d4ab
software.amazon.awssdk	apigateway	2.29.21		bfc250349f8287485433f59fc014b31ca259fa0e
software.amazon.awssdk	apigateway	2.29.22		3ead3538cf344480fffcef7d25b28d9ae7270194
software.amazon.awssdk	apigateway	2.29.23		27b61e38ed8a6fb787f0b4541a5edfe55835c225
software.amazon.awssdk	apigateway	2.29.24		4a4fd6ddb472115c31c08bbb549420da0b172897
software.amazon.awssdk	apigateway	2.29.25		3a6320f4d00d8f4c26e80157a943d1ce3e2b873e
software.amazon.awssdk	apigateway	2.29.26		07a2e66281ef99589d287b7d3d22ddf09e96086d
software.amazon.awssdk	apigateway	2.29.27		4853366e13ed1d67a7d07503798fcf631622b9af
software.amazon.awssdk	apigateway	2.29.28		a1fee051aa58c9d6cf9bd4da39676751e46d55d3
software.amazon.awssdk	apigateway	2.29.29		1fbbc08469dd991e6a4986775538503dce630dd1
software.amazon.awssdk	apigateway	2.29.3		99398bf92411b1742f1eaf0ea64789a107ca83a4
software.amazon.awssdk	apigateway	2.29.30		9dda3b776d194d196feb5da08ae5b8739aeef8d2
software.amazon.awssdk	apigateway	2.29.31		ff98ee2d43fec40128f27153f9e2f3b54efb2f8e
software.amazon.awssdk	apigateway	2.29.32		970e1e6743b44ef84c5401cf955d77d9b60c0127
software.amazon.awssdk	apigateway	2.29.33		c8f92e8bdf2a821b660615bfcf442202534e34b2
software.amazon.awssdk	apigateway	2.29.34		71fa3720600f7ea1a18f1f9054734b4e9db5fc3e
software.amazon.awssdk	apigateway	2.29.35		52770c1168eecb47fe873306f644f6700d6ef1de
software.amazon.awssdk	apigateway	2.29.36		253d722dab91b64fb6dad57383857156c37e5cc8
software.amazon.awssdk	apigateway	2.29.37		25a088793e8e2c5e49cf90d0cbe19ff9ea71fd6e
software.amazon.awssdk	apigateway	2.29.38		843601cc5a92ec3b02d8459289927b0382565bab
software.amazon.awssdk	apigateway	2.29.39		7dbbac14be5f6271eac1aecfe0c56d72764db11b
software.amazon.awssdk	apigateway	2.29.4		a82c25dd7b839ed083b48b8364a3a713aae13198
software.amazon.awssdk	apigateway	2.29.40		435330395447bae9c48fe48d02ccff3b5ecd8183
software.amazon.awssdk	apigateway	2.29.41		c4d86113f4ef08e6c6884eb40eba4a7ff8c7862c
software.amazon.awssdk	apigateway	2.29.42		95fbe8143158c48eb2b6ea6432ce1ff358a7203e
software.amazon.awssdk	apigateway	2.29.43		609388cc719fba151b11a8343f6595355c9877ed
software.amazon.awssdk	apigateway	2.29.44		27cf2a317109e71055ed8248b83086431ec0315c
software.amazon.awssdk	apigateway	2.29.45		3250bc3f28c8904e9e1990801b50aa5a4bd56a5d
software.amazon.awssdk	apigateway	2.29.46		204d213ba36200a7b4524506d3ce8b3f2dfbd07e
software.amazon.awssdk	apigateway	2.29.47		a42c42c35ecfc00dc205e063ffd5439a3d817b6d
software.amazon.awssdk	apigateway	2.29.48		b3187448ee9a384136a95d37a8ea219d747d9ada
software.amazon.awssdk	apigateway	2.29.49		23a24c74d9587f2552f9f32c7905f060d29cee55
software.amazon.awssdk	apigateway	2.29.5		db1be743c6ee7abebd2029f836f9934c97ac0429
software.amazon.awssdk	apigateway	2.29.50		c4fdf3d63cbb84953be92d6463a678df4281cd7b
software.amazon.awssdk	apigateway	2.29.51		010fb95345f3a603c1a83b910a190bb3f798575f
software.amazon.awssdk	apigateway	2.29.52		cf27fd0d503e4ed74e6e7947394b249b1bc87bfa
software.amazon.awssdk	apigateway	2.29.6		21aa6c47375cbab0c365442304317f5c02baa062
software.amazon.awssdk	apigateway	2.29.7		2d9a52a6fb3d33a00ad3b45ed9b43d7aa76c7d15
software.amazon.awssdk	apigateway	2.29.8		2265930a672cf66620947f0a1546c677854feeb4
software.amazon.awssdk	apigateway	2.29.9		c210dcb7eded214391ad623250c4ebabce67acfd
software.amazon.awssdk	apigateway	2.3.0		aa3e71af5a47e8940b4fe3583c2d55719b1a56f1
software.amazon.awssdk	apigateway	2.3.1		6ece6bf7b1b5899a7c8000ad5ca983123c364821
software.amazon.awssdk	apigateway	2.3.2		bbca7055ea0bb3fc5f0ae5338f25778982b63e6a
software.amazon.awssdk	apigateway	2.3.3		d304e11b7876ebdd1633bf71e5b6569d822df71c
software.amazon.awssdk	apigateway	2.3.4		93059faef897ca9d075065875d55cb1378ecceef
software.amazon.awssdk	apigateway	2.3.5		da26db81d67958a062bb954b8133cedba9e67daf
software.amazon.awssdk	apigateway	2.3.6		84b2b94794a175fc8f4f0aede12b9e10e2d0c4cb
software.amazon.awssdk	apigateway	2.3.7		0d30cc6e161c5b966f837a28cc098516e0440cc0
software.amazon.awssdk	apigateway	2.3.8		429485633934275c56474bd73cbcd1cee5d5c030
software.amazon.awssdk	apigateway	2.3.9		7d746f718e576485f39be95bafec679d8e5b2991
software.amazon.awssdk	apigateway	2.30.0		5119c9a0c345c93d1b16be8a64aa30a064853e8e
