ai.whylabs	whylogs-java-spark_2.11	0.1.1		a5cfca2b31bcb49c2e033c6666a81d6d535a014b
dev.zio	zio-aws-qconnect_2.12	7.28.29.19		976db44c689663d7189f509c38530e346b21a094
dev.zio	zio-aws-qconnect_2.12	7.28.29.2		c44928ad12eef36ff052088fe667e0c226b93efe
dev.zio	zio-aws-qconnect_2.12	7.28.29.3		f0f2b25e38e023ca114ef05632b09ed95f115b5a
dev.zio	zio-aws-qconnect_2.12	7.28.29.4		eb2f28caee04ba9f013fbfba83747112a0be6f3a
dev.zio	zio-aws-qconnect_2.12	7.28.29.5		515ef975f6c1cded053099416621682afe70bbc2
dev.zio	zio-aws-qconnect_2.12	7.28.29.6		78d0332c6d43596a16ccb40827e6af4f3332e81f
dev.zio	zio-aws-qconnect_2.12	7.28.29.7		3ee41f821efeb9a4f1420d0389dc05c023d6638c
dev.zio	zio-aws-qconnect_2.12	7.28.29.8		4599849281708e52c6b00d1f3ef810f2b8d0e0a4
dev.zio	zio-aws-qconnect_2.12	7.28.29.9		396876dca0909c836f11b5a32ddca7e3081a6512
dev.zio	zio-aws-qconnect_2.12	7.30.15.1		df28026cacf161e2b4777601d1d5dd84c8665a86
dev.zio	zio-aws-qconnect_2.12	7.30.15.2		124ab253934c5bc3d432eea3d3753f9745d37840
dev.zio	zio-aws-qconnect_2.12	7.30.16.1		2622a39e9edcee786e8079a86cba501606d781a9
dev.zio	zio-aws-qconnect_2.12	7.30.16.2		1c6d9f50948647855d4962e77dac018bf71a1cf1
dev.zio	zio-aws-qconnect_2.12	7.30.16.3		95b58ac622579d20b3894e8bbe60db705c40ba9e
dev.zio	zio-aws-qconnect_2.12	7.30.16.4		bfa7024937eba52e02c2c4f4ca6f496ff84d382b
dev.zio	zio-aws-qconnect_2.12	7.30.20.1		066fb570fb3447cd6af49e11809bcd35baff38e6
dev.zio	zio-aws-qconnect_2.12	7.30.22.1		dc9e8c3f753cdf463b33a3c8d834b54339c51cc0
dev.zio	zio-aws-qconnect_2.12	7.30.22.2		1ac1972c8af758486794e0fd68118d836f270a87
dev.zio	zio-aws-qconnect_2.12	7.30.23.1		83de105bd1403ba467c9fec798d2e1eadf3c9469
dev.zio	zio-aws-qconnect_2.12	7.30.24.1		6e8daed2d0049de3107c7428c9c718ba2cb3d2f1
dev.zio	zio-aws-qconnect_2.12	7.30.24.2		52507eaf0902ee13289c164468e53184197cd0b7
dev.zio	zio-aws-qconnect_2.12	7.30.25.1		a8534b4ce551f1adf82e32f28dc94188a5db50fe
dev.zio	zio-aws-qconnect_2.12	7.30.26.1		8e247f711aceeb6a6b3c63ac64aea17678b57232
dev.zio	zio-aws-qconnect_2.12	7.30.27.1		46b0b1021b96c73f09d47f46fc25399cad9b9a5a
dev.zio	zio-aws-qconnect_2.12	7.30.27.2		32ff84e0851f3f88b57afbb29d6637bc34a7287a
dev.zio	zio-aws-qconnect_2.12	7.30.29.1		c4e1ce0d57a55152dc54054ccc8ecda1a75a6802
dev.zio	zio-aws-qconnect_2.12	7.30.30.1		c2c73f3cd436dd57f3cd02a03f3ef97cb1fc6eee
dev.zio	zio-aws-qconnect_2.12	7.30.31.1		db4d01e5f5fd2856c75e8b64e39ff75c43444a9c
dev.zio	zio-aws-qconnect_2.12	7.30.31.2		8bd99ce5900102f4299673096a5f7c610f03b0f5
dev.zio	zio-aws-qconnect_2.12	7.30.32.1		82d7e8ad6c3ec7d2a61d6036b1c5617cd316c215
dev.zio	zio-aws-qconnect_2.12	7.30.33.1		727b22ddb61cfd18d9f2663aa1bc9fda4491839b
dev.zio	zio-aws-qconnect_2.12	7.30.34.1		63602e01e5046d2ee0d28ebd2dff5b1fade1285b
dev.zio	zio-aws-qconnect_2.12	7.30.34.2		56fa9cd5aa28eba92a8e58c0aec129433f50ff87
dev.zio	zio-aws-qconnect_2.12	7.30.35.1		7eaa95081b085711b9be32ca683ef3add820a5c8
dev.zio	zio-aws-qconnect_2.12	7.30.36.1		a9830d8c8d669e59d327052bbb8be93af1c32bdf
dev.zio	zio-aws-qconnect_2.12	7.30.37.1		67394f9dca9f4c9fe0754e5fe31bcbd01d3253ff
dev.zio	zio-aws-qconnect_2.12	7.30.38.1		c22e20cc6ea8b3887ad138431ba8c3d18917c042
dev.zio	zio-aws-qconnect_2.12	7.30.38.2		80f18fa5d5cf325b7c0088720d37b0b4654e58f8
dev.zio	zio-aws-qconnect_2.12	7.31.0.1		c59e9a85bcacaf16a13ac459352c4957559ea88b
dev.zio	zio-aws-qconnect_2.12	7.31.1.1		2fda295b908535b6f466c2f53244d3777a1e0454
dev.zio	zio-aws-qconnect_2.12	7.31.1.3		ce8e4635d41880ab1b5417ca830e70102d649f7f
dev.zio	zio-aws-qconnect_2.12	7.31.1.4		59031185640e884e13363fd5fcb343d6bc83f898
dev.zio	zio-aws-qconnect_2.12	7.31.1.5		2996956b43763ec6770b8b42c56b279681c61f91
dev.zio	zio-aws-qconnect_2.12	7.31.10.1		d2a39cd27f4c008cb0c67b5d06b329eaa704a225
dev.zio	zio-aws-qconnect_2.12	7.31.11.1		91f79a61136f94205c1e7cf71d243eb7cdb3d334
dev.zio	zio-aws-qconnect_2.12	7.31.13.1		37ec3d0db9e4481589af69eb0afa77a000dcd1cb
dev.zio	zio-aws-qconnect_2.12	7.31.14.1		00082f561f248f911e3c67b577d7350bfa484a8a
dev.zio	zio-aws-qconnect_2.12	7.31.15.1		c00bd788e9c19702c672c2eaf707a4930ba21117
dev.zio	zio-aws-qconnect_2.12	7.31.16.1		a4e4eb7080cf0fcce086bfb4e8d3f9e4182b7c9f
dev.zio	zio-aws-qconnect_2.12	7.31.16.2		911ce7e764d2ce2bca202f55b6ad4269f4bd160f
dev.zio	zio-aws-qconnect_2.12	7.31.17.1		5dc59767cdf13724e8244c539609319103c6e471
dev.zio	zio-aws-qconnect_2.12	7.31.18.1		edf11bce47e3117c0fbee1dedca6fcce5a76a757
dev.zio	zio-aws-qconnect_2.12	7.31.19.1		d0a932343435a0ea6ca8822e81c2c33f84e4fb80
dev.zio	zio-aws-qconnect_2.12	7.31.2.1		8ff605437bc37b4cc34ec62f6933b983ff205600
dev.zio	zio-aws-qconnect_2.12	7.31.20.1		65a45d7fbe18d4b63804f607cc162bb2d4d09cbf
dev.zio	zio-aws-qconnect_2.12	7.31.21.1		d410cfeffcbd45e949d74279f3a662a4660c4291
dev.zio	zio-aws-qconnect_2.12	7.31.22.1		a3b00bba1b910e4a0692c2b84dcc57f19ca3c161
dev.zio	zio-aws-qconnect_2.12	7.31.22.2		dd8499a4b229b56ddfe6636465a295cd9e9096be
dev.zio	zio-aws-qconnect_2.12	7.31.24.1		cc1a91778105690a38561ed1c1d02b6b9d27b726
dev.zio	zio-aws-qconnect_2.12	7.31.25.1		3af3e46bc83fd87a78b4510ba70161a65d0af1bf
dev.zio	zio-aws-qconnect_2.12	7.31.26.1		b960cef2fc8538b0d17665f0a70893bee73b6ae6
dev.zio	zio-aws-qconnect_2.12	7.31.26.2		b8185cb7994f8f557a8b3d7ed90a14162f514ddc
dev.zio	zio-aws-qconnect_2.12	7.31.27.1		179df81316807bc235209f1bbd83cf88fecfbd0b
dev.zio	zio-aws-qconnect_2.12	7.31.28.1		9586fd5ab6e6143560bd0911551f412513e53d58
dev.zio	zio-aws-qconnect_2.12	7.31.3.1		7de85e00f59240bb38377a0ce51cdb44f0715dfb
dev.zio	zio-aws-qconnect_2.12	7.31.30.1		41c3f3514a4c81f289575622025e12b33e57a885
dev.zio	zio-aws-qconnect_2.12	7.31.4.1		cfc46f90e1d23539a5093927c8525dc90850db35
dev.zio	zio-aws-qconnect_2.12	7.31.6.1		e63bfa688f19d81e18beb284a20f09c57f96c1b1
dev.zio	zio-aws-qconnect_2.12	7.31.6.2		243413469a90b82f07b49cd5811ac09bedfb7274
dev.zio	zio-aws-qconnect_2.12	7.31.6.3		0707d7a6370f23bdd6c73026f3021114f6bd91c5
dev.zio	zio-aws-qconnect_2.12	7.31.7.1		1fa47c9f70ee2731c9f355eab655c070b657d3f3
dev.zio	zio-aws-qconnect_2.12	7.31.8.1		aebf36967c90f1fbb1ea7df707e643ed973b1308
dev.zio	zio-aws-qconnect_2.12	7.31.9.1		88bc1e3bfdf2e242f863b93ae755a775a46dea01
es.weso	shaclex_2.13	0.1.102		4bf895c75930d7cc8570afc41cde758c98972bee
es.weso	shaclex_2.13	0.1.103		477a7192836aa306cdaffb696e94ffa43c460093
es.weso	shaclex_2.13	0.1.103-ult		21dada7854b7d09b2faa6212076c7d8917d93f41
es.weso	shaclex_2.13	0.1.103-ult_0		6b40306f714f2379de5968f8c30c588ee5af13c7
es.weso	shaclex_2.13	0.1.103ult		164e20ad4a31acdc75f4d265f4785c1ac88c093e
es.weso	shaclex_2.13	0.1.90		24fbaffa1aee13b07e6d004168e1bac28231f351
es.weso	shaclex_2.13	0.1.91		5e508ab55ae7516b316ce44bee0e30dfe4cfd8f1
es.weso	shaclex_2.13	0.2.0		bb986ee2fce3094ffe625ad785ff496d1ad0f16b
es.weso	shaclex_2.13	0.2.1		2f41cb25849f9386ccf07cc8906475bf55b5d2c2
es.weso	shaclex_2.13	0.2.2		e50f2fc14ba86be93aa8a2a00b13dead0a148866
es.weso	shaclex_2.13	0.2.3		fc1c69f1f653a051a6a93a69d4adee1649c0cee8
es.weso	shaclex_2.13	0.2.4		f013806e565d7eb82015740830bd636aa3d8b4d7
eu.joaocosta	minart-pure_sjs1_3	0.3.3		1ab59e79a75ae39e409fec852eeff033cd39d020
eu.joaocosta	minart-pure_sjs1_3	0.4.0		65499c58cf48147a668295d3e38d3150e3230c49
eu.joaocosta	minart-pure_sjs1_3	0.4.0-RC1		712af6f646581e657f812352155017fa269df21e
eu.joaocosta	minart-pure_sjs1_3	0.4.1		a3aa8b0613182400a4f77c24b73017a97ef44b55
eu.joaocosta	minart-pure_sjs1_3	0.4.2		e04845999327ec43a943d9c70d2ca8937de89b70
eu.joaocosta	minart-pure_sjs1_3	0.4.3		55971160993e06910fb4b425a76fed8f5d7aa35c
eu.joaocosta	minart-pure_sjs1_3	0.5.0		fcaa7d87ea4f53be23d5195b7457082c49130f88
eu.joaocosta	minart-pure_sjs1_3	0.5.0-RC1		f4a996e03dea621963af0b377a48e875315d37eb
eu.joaocosta	minart-pure_sjs1_3	0.5.1		2e052b09fe65a393d583f922e51edee04bf5cef4
eu.joaocosta	minart-pure_sjs1_3	0.5.2		d13909c315bb2e323e99d27543cb48335409fce6
eu.joaocosta	minart-pure_sjs1_3	0.5.3		eabc5f3043df45c4c57cd449a9af249f146eb02d
foundation.icon	javaee-rt	0.8.7		e7b4f97ce13fc8ef21a1f0353f9db11e93996c60
foundation.icon	javaee-rt	0.8.8		5ac9c34bcd28024311a0ed2b90a14542073d4ec1
foundation.icon	javaee-rt	0.8.9		a6d96087b21074100574ee948566dd69277f483f
foundation.icon	javaee-rt	0.9.0		c3e976dd73f894fbf3d76ee07be5f347fa0c5f4c
foundation.icon	javaee-rt	0.9.1		ee8f17ede7eceec0e0a1a8c1eb11350139d19856
foundation.icon	javaee-rt	0.9.2		0c130378b2e2abf8734427b951dc6a9024f9ec5e
foundation.icon	javaee-rt	0.9.3		a06503114227df9683a587395babf8d7fcfdb3a7
foundation.icon	javaee-rt	0.9.4		d44926935a79bd265a09d3fbe8ea03376f473cfe
foundation.icon	javaee-rt	0.9.5		362a312172cbefc47a81d3ec55f8e606ad6a8a08
foundation.icon	javaee-rt	0.9.6		e333691e9790aff5e4b0db02366e3a019c81e90e
io.github.dweb-channel	lib_multipart	1.0.0		3a128e5ef207e73c227134ee653102e29701332d
io.github.dweb-channel	lib_multipart	1.1.0		3a128e5ef207e73c227134ee653102e29701332d
io.github.dweb-channel	lib_multipart	1.1.1		3a128e5ef207e73c227134ee653102e29701332d
io.github.dweb-channel	lib_multipart	1.1.2		3a128e5ef207e73c227134ee653102e29701332d
io.github.dweb-channel	lib_multipart	1.2.1		e46822590713e2147b4d2a33c71070085241671b
io.github.kashif-mehmood-km	voyant-voyagerx-iosx64	0.0.2		N/A
io.github.kashif-mehmood-km	voyant-voyagerx-iosx64	0.0.2	metadata	8936b6b5f8adeac6846a0b3dede8ab8c841d28df
io.github.kashif-mehmood-km	voyant-voyagerx-iosx64	0.0.3		N/A
io.github.kashif-mehmood-km	voyant-voyagerx-iosx64	0.0.3	metadata	e266b5e19f22a4931f3c298a511114cafef071c5
io.github.kashif-mehmood-km	voyant-voyagerx-iosx64	0.0.4		N/A
io.github.kashif-mehmood-km	voyant-voyagerx-iosx64	0.0.4	metadata	e266b5e19f22a4931f3c298a511114cafef071c5
io.github.kashif-mehmood-km	voyant-voyagerx-iosx64	0.0.5		N/A
io.github.kashif-mehmood-km	voyant-voyagerx-iosx64	0.0.5	metadata	e266b5e19f22a4931f3c298a511114cafef071c5
io.github.kashif-mehmood-km	voyant-voyagerx-iosx64	0.0.6		N/A
io.github.kashif-mehmood-km	voyant-voyagerx-iosx64	0.0.6	metadata	aa7773440c7028a3727ae214c65f9005892e1f4d
io.github.kashif-mehmood-km	voyant-voyagerx-iosx64	0.0.7		N/A
io.github.kashif-mehmood-km	voyant-voyagerx-iosx64	0.0.7	metadata	d5573b8248dc55dad4d9c4fa74cbf723cb6d195d
io.github.kashif-mehmood-km	voyant-voyagerx-iosx64	0.0.9		N/A
io.github.kashif-mehmood-km	voyant-voyagerx-iosx64	0.0.9	metadata	f5021ff3ea01dc6c652979e7c73ba25776d0dbea
io.github.kdk96	gemini-core-jvm	2.0.0-alpha5		6d6eb2bd3893c85749863c7fd571a837d298ffad
io.github.kdk96	gemini-core-jvm	2.0.0-alpha5-native-mt		0ed244bae3df53f56268eb6f9821792d8e7c54c1
io.github.memo33	scdbpf_2.12	0.2.0		76ae94b7582542dae0a894b2a27b777b25112cda
io.github.memo33	scdbpf_2.12	0.2.1		0414362027f5833967d5034ae3234322deff0abd
io.github.msdk	msdk-io-msp	0.0.10		b386306fb96fbe9ba6d03c54b79d44799e107ee6
io.github.msdk	msdk-io-msp	0.0.11		cef18a0dc5e0a2b880f2aa1007089c9db5a51892
io.github.msdk	msdk-io-msp	0.0.12		038844dc30cb2718f8121b367fa3d20451eedfa3
io.github.msdk	msdk-io-msp	0.0.13		3975977cb0d7d50565fe03394b85430470511418
io.github.msdk	msdk-io-msp	0.0.14		344ab7530b4e6c89333e901f26deaeb2cceecc2d
io.github.msdk	msdk-io-msp	0.0.15		b0910809b3896dc31523b97efa965618314309cc
io.github.msdk	msdk-io-msp	0.0.16		71f3e686b7b3a6601165439d2e36524fb0672da6
io.github.msdk	msdk-io-msp	0.0.17		d997eccf72918fe9233bc10d5ed32d47afcd311c
io.github.msdk	msdk-io-msp	0.0.18		981875f72b96c48a3361c2226b3bbb96e33095da
io.github.msdk	msdk-io-msp	0.0.19		53bd23e8270de9e1150b9eecc898ca0da7c7ace2
io.github.msdk	msdk-io-msp	0.0.20		7f2f81566509cd6e2bd62dd3e69bd94849ae01fd
io.github.msdk	msdk-io-msp	0.0.21		77d3553059b0af4c45cdafb3c179e3a992ca5936
io.github.msdk	msdk-io-msp	0.0.22		4fb12690e92366eb820e055ebc981915873e2269
io.github.msdk	msdk-io-msp	0.0.23		d261f4fc835470fed9bf1899b9e0a7973bcd6438
io.github.msdk	msdk-io-msp	0.0.24		65c3f2afcc83351212e5ffbd2634389b31fb4a25
io.github.msdk	msdk-io-msp	0.0.25		df0a076f7d468735f8cd65eea3365de061e6441c
io.github.msdk	msdk-io-msp	0.0.26		470b6525c48fdba4742b428d2d8b46e6d6657046
io.github.msdk	msdk-io-msp	0.0.27		883a94251338124fc3bc7625b37236f03bbbd12a
io.github.msdk	msdk-io-msp	0.0.5		e6ffc86a6b455b254d8311db9612abb307cae624
io.github.msdk	msdk-io-msp	0.0.6		16295d0c648da1ccc3d05a439d0f5fbc73f5df46
io.github.msdk	msdk-io-msp	0.0.7		6a3e59e607d6da516f3ebe2298c7f372b239dadd
io.github.msdk	msdk-io-msp	0.0.8		e8b8f45384dbb546c2ab8f984acf2454d1e64c31
io.github.msdk	msdk-io-msp	0.0.9		b7ba05a9565b8886b372a0c0ec5fbe3df8fe86db
io.github.nichetoolkit	file-toolkit-hdfs-starter	1.0.2		0e63fce9c02926da98afae8d0317a38bdacdb3b1
io.github.nichetoolkit	file-toolkit-hdfs-starter	1.0.3		ce8dd0d5c947c835745e5838a5b9c5962aa35da7
io.github.nichetoolkit	file-toolkit-hdfs-starter	1.0.4		f724a288f8ff17ab1b12d039f2cdb1b07a99a2e0
io.github.olib963	javatest-matchers	0.1.0		5c32ff941818ca001468af5c865abd4bf491fbdd
io.github.olib963	javatest-matchers	0.2.0		bcd2af8c60b0a1ffc8fd9dc5a68fb7bed760d000
io.github.panpf.zoomimage	zoomimage-compose-sketch4-core-desktop	1.1.0		728458f18152f87193ac32fcc066ab7fd84df8f7
io.github.panpf.zoomimage	zoomimage-compose-sketch4-core-desktop	1.1.0-rc01		ebf9edba743dc6da5c4c074accb044dea0c7ea35
io.github.panpf.zoomimage	zoomimage-compose-sketch4-core-desktop	1.1.0-rc02		82206115b3e7ae672cd33b2bbe45ad7fbb971fa2
io.github.panpf.zoomimage	zoomimage-compose-sketch4-core-desktop	1.1.0-rc03		728458f18152f87193ac32fcc066ab7fd84df8f7
io.github.panpf.zoomimage	zoomimage-compose-sketch4-core-desktop	1.1.1		728458f18152f87193ac32fcc066ab7fd84df8f7
io.github.panpf.zoomimage	zoomimage-compose-sketch4-core-desktop	1.1.2		728458f18152f87193ac32fcc066ab7fd84df8f7
io.github.panpf.zoomimage	zoomimage-compose-sketch4-core-desktop	1.2.0		728458f18152f87193ac32fcc066ab7fd84df8f7
io.github.rongaru	nepali-calender	1.0.1		0ffcfbdaa12468dab1334bb42ba644b644a3fe6c
io.github.sbenmeddour	mdk-compose-desktop	0.0.1		2f409df16d232dd407c0da056fd8fd3d3a043d36
io.github.sbenmeddour	mdk-compose-desktop	0.0.2		2f409df16d232dd407c0da056fd8fd3d3a043d36
io.github.shoothzj	http-facade-client	0.0.2		27f3a67fce1ce142599eee89c8791c14fae7c012
io.github.shoothzj	http-facade-client	0.0.3		875cbf2066a3596b5d4155c84ec34702979e208e
io.github.shoothzj	http-facade-client	0.0.4		1f3554e3f107943bfdb708fc8997917496dd0ba2
io.github.zhangzih4n	compose-font-misans-bundled-macosx64	4.003		N/A
io.github.zhangzih4n	compose-font-misans-bundled-macosx64	4.003	metadata	7554cee28b28de4e5c80466ceb125634d42f198b
io.gitlab.gui-vista	guivista-io	0.4.1		11589aad2772d4cbd257bcb3acb989a414000c19
io.gitlab.gui-vista	guivista-io	0.4.2		16eb0d31c4d6fbc05735e3aff4a1488fefa4827f
io.gitlab.gui-vista	guivista-io	0.4.3		7225b2f7a10670e1046df8dd331a6e359843a321
io.joyfill	api-iosarm64	1.1.10		N/A
io.joyfill	api-iosarm64	1.1.10	metadata	6a6347bd31b42859698aec54d6d83d331c2f8912
io.joyfill	api-iosarm64	1.1.11		N/A
io.joyfill	api-iosarm64	1.1.11	metadata	506429e9f8e8a90ed64af197dc72234ae401b80a
io.joyfill	api-iosarm64	1.1.12		N/A
io.joyfill	api-iosarm64	1.1.12	metadata	ba2bc77e571890db95260600dc3a822e4b8705e3
io.joyfill	api-iosarm64	1.1.13		N/A
io.joyfill	api-iosarm64	1.1.13	metadata	4f3c887c929b77a04bad4874bf98db3c1b6690e6
io.joyfill	api-iosarm64	1.1.14		N/A
io.joyfill	api-iosarm64	1.1.14	metadata	27212a1bff85565b6cc8b40a8d81c263d1929341
io.joyfill	api-iosarm64	1.1.8		N/A
io.joyfill	api-iosarm64	1.1.8	metadata	e735e7bae4267c7473b20e5a2bd7b932316da91f
io.joyfill	api-iosarm64	1.1.9		N/A
io.joyfill	api-iosarm64	1.1.9	metadata	15f90785006cb276da84ea25c87422d413997cf3
io.joyfill	api-iosarm64	2.0.0-Beta01		N/A
io.joyfill	api-iosarm64	2.0.0-Beta01	metadata	955c285ff2a5ecdc090e7117e4f7aeb44fa63078
io.joyfill	api-iosarm64	2.0.0-Beta02		N/A
io.joyfill	api-iosarm64	2.0.0-Beta02	metadata	347f86268836d6126cab200c7a1b97e088a2bb8a
io.joyfill	api-iosarm64	2.0.0-Beta03		N/A
io.joyfill	api-iosarm64	2.0.0-Beta03	metadata	41bf37f96b484d447daef32ba5cfd41b7de4847c
io.ktor	ktor-server-tvosarm64	2.0.0		db2a5828b7d514c5880c3f71f1bf9bd62a1ed763
io.ktor	ktor-server-tvosarm64	2.0.0	metadata	70e16b42ea84122758a10c6c5fc6691cf3401eac
io.ktor	ktor-server-tvosarm64	2.0.0-rc-1		d5878bee9dce366f82fecfd49e8c0ab8f3308003
io.ktor	ktor-server-tvosarm64	2.0.0-rc-1	metadata	c10c2bb3fe4627fd3aac8f2cfb374bab428d2f3c
io.ktor	ktor-server-tvosarm64	2.0.1		e78ccfb264ebec1dc9c25f1ca8c1e1e3eaa438eb
io.ktor	ktor-server-tvosarm64	2.0.1	metadata	5683ed20ee122ddcec1a3dce288d901e0405c81e
io.ktor	ktor-server-tvosarm64	2.0.2		14749454bfe47c1e11dc52b94581c41866e24fd6
io.ktor	ktor-server-tvosarm64	2.0.2	metadata	e86c8e55f450dae886f7ac2aee9055572644c497
io.ktor	ktor-server-tvosarm64	2.0.3		d64b7d70d4427dfe5f5c19cec3d7e18822095f94
io.ktor	ktor-server-tvosarm64	2.0.3	metadata	7c3837273846e285fb4cb5718aa44278a74079b3
io.ktor	ktor-server-tvosarm64	2.1.0		373e7a16e8a77edb5254d5580a86852f159bbff1
io.ktor	ktor-server-tvosarm64	2.1.0	metadata	f82939f26f57826923beefac79e8b19d3026b7aa
io.ktor	ktor-server-tvosarm64	2.1.1		198c1337633a2413d6044462639c3dd1f3a0bb4e
io.ktor	ktor-server-tvosarm64	2.1.1	metadata	bd5f3eb8d1d646db39cad3b17faa2963834ec58b
io.ktor	ktor-server-tvosarm64	2.1.2		5a69257dd37f361e5f030333bc7e5ff6684dd3ed
io.ktor	ktor-server-tvosarm64	2.1.2	metadata	3d2fa3e644ddadf6dd1de32fdd691745eef0a7c8
io.ktor	ktor-server-tvosarm64	2.1.3		c491e8189431d555ba5b4bff594ffc682c3cb3a0
io.ktor	ktor-server-tvosarm64	2.1.3	metadata	d152cb7f79cf875b678d459a4adfdbef142c918e
io.ktor	ktor-server-tvosarm64	2.2.0		21c9b882ffe4d4015e46cc1abe7eeada7d59be19
io.ktor	ktor-server-tvosarm64	2.2.0	metadata	d368f88eae1277d113bf7226528e65da9466e211
io.ktor	ktor-server-tvosarm64	2.2.1		2c1dd10b296fe58a0a05bab8bbfeab4c2872ff87
io.ktor	ktor-server-tvosarm64	2.2.1	metadata	8ccd51b0f2f2cae4ce0ba1137a50b338e6b85cbf
io.ktor	ktor-server-tvosarm64	2.2.2		f4c010cf68593acc01097289d0e12f1def454af4
io.ktor	ktor-server-tvosarm64	2.2.2	metadata	89b6476dec3a500fb1057cb4a929e1534035c70e
io.ktor	ktor-server-tvosarm64	2.2.3		cd96862c10b40fffeb52f8f5eb292883c892e507
io.ktor	ktor-server-tvosarm64	2.2.3	metadata	b9aa3a06ee1256c2ffbf1e0ad80e9da443a6003d
io.ktor	ktor-server-tvosarm64	2.2.4		b2b32f4ed963655a4da37589ef0a31f1bd0deb79
io.ktor	ktor-server-tvosarm64	2.2.4	metadata	cb26245c3eedb5d05482e26426a5b371a5c97be3
io.ktor	ktor-server-tvosarm64	2.3.0		b4d5ecfb1051b8d54e5e476dd2d2d9b27df3eb27
io.ktor	ktor-server-tvosarm64	2.3.0	metadata	e66380db5c7272bdaf7c40e25f3b22071cbe5d15
io.ktor	ktor-server-tvosarm64	2.3.1		7d625313a0eaa289c1ce5fc4aea50fb615a2540e
io.ktor	ktor-server-tvosarm64	2.3.1	metadata	a1a22d05332f5eded2d9e6c35765ab07b464d483
io.ktor	ktor-server-tvosarm64	2.3.10		4d7bb8f6a6a6e112a0b9fa9cc5557de43713173b
io.ktor	ktor-server-tvosarm64	2.3.10	metadata	7274b6499e664b91efaa74458e5ab740202be91e
io.ktor	ktor-server-tvosarm64	2.3.11		00cbcd32a0aba919dc5bb36abf00f3ae3bc4ea38
io.ktor	ktor-server-tvosarm64	2.3.11	metadata	b827c06e838e47325778799eed0c8e7759c5db0a
io.ktor	ktor-server-tvosarm64	2.3.12		56526c68aa7278945a88273e412b34acbf43ca6d
io.ktor	ktor-server-tvosarm64	2.3.12	metadata	1ec102c9bb02e871dd21040a873e3cf42fac6536
io.ktor	ktor-server-tvosarm64	2.3.13		c43f0a8807ca32a4f15d1f0114c27a458d26d162
io.ktor	ktor-server-tvosarm64	2.3.13	metadata	ca58e54aee282216476ea099b1d35283714b08e8
io.ktor	ktor-server-tvosarm64	2.3.2		26e07d52aaa8371c82b1ca41aed968d810fc2f6d
io.ktor	ktor-server-tvosarm64	2.3.2	metadata	9b7e0ee505abf927de41085a71cf7a803571156b
io.ktor	ktor-server-tvosarm64	2.3.3		2699ed43ed2b013e305c057b8fbf85ea8af417b5
io.ktor	ktor-server-tvosarm64	2.3.3	metadata	9faaa35313ab1ab5deb74cffe93532f1b8dc30f0
io.ktor	ktor-server-tvosarm64	2.3.4		2f6e6b62d85d9edd320fe1c445a047677e44010d
io.ktor	ktor-server-tvosarm64	2.3.4	metadata	fdc092390855778b1ffd7e5ac2dc7106af116fe5
io.ktor	ktor-server-tvosarm64	2.3.5		ce5a1f97cba9456c23bf1d037e9a32e72f04ba31
io.ktor	ktor-server-tvosarm64	2.3.5	metadata	4f9519a78530acdc8cbfe1883401b6d87ec727ec
io.ktor	ktor-server-tvosarm64	2.3.6		2b1a0170e533de1d8ece8a49182627674efa74a9
io.ktor	ktor-server-tvosarm64	2.3.6	metadata	8fdf8e4082abe42fc9d0ea3fe3577d420a554006
io.ktor	ktor-server-tvosarm64	2.3.7		835c069527cc32f7d80d438f98ad5e9499f49579
io.ktor	ktor-server-tvosarm64	2.3.7	metadata	4fad45c0ef57930ec507afb129550813ebe6b6e7
io.ktor	ktor-server-tvosarm64	2.3.8		9c20aecdb52b24f40713de341aa754fccd210243
io.ktor	ktor-server-tvosarm64	2.3.8	metadata	dfd5cdc250712c24cc992abf096af9616b445af3
io.ktor	ktor-server-tvosarm64	2.3.9		2959bf8ab862a85fafc96b8e0e7bf13b950bac4c
io.ktor	ktor-server-tvosarm64	2.3.9	metadata	78e2e3bcd102a6c652c331a5e87701722554075b
io.ktor	ktor-server-tvosarm64	3.0.0		0bbc921372ab0fb6683f31c63fe8214cf1303a96
io.ktor	ktor-server-tvosarm64	3.0.0	metadata	ae5139830412bca106ed3e0410ee12b36f859fd7
io.ktor	ktor-server-tvosarm64	3.0.0-beta-1		70c02a80135e83efd6c444ef34fff6415564bd6d
io.ktor	ktor-server-tvosarm64	3.0.0-beta-1	metadata	5d7dbd23264956b135e7ab0ada6a6d6b55b2543f
io.ktor	ktor-server-tvosarm64	3.0.0-beta-2		429dfac95f792099e5d8eef17afb08b43faadcc7
io.ktor	ktor-server-tvosarm64	3.0.0-beta-2	metadata	989b7a649cd88a16253bd7039aa5195ccfdda282
io.ktor	ktor-server-tvosarm64	3.0.0-rc-1		1c5e2e74eb48c13b82abe8273f66dcc058d23c57
io.ktor	ktor-server-tvosarm64	3.0.0-rc-1	metadata	510a0da55a71907988e9ae03799132297fdef58d
io.ktor	ktor-server-tvosarm64	3.0.0-rc-2		314142c1cd866417cf4ed47571d98b9bfbad5949
io.ktor	ktor-server-tvosarm64	3.0.0-rc-2	metadata	9c32abc530f6783e8b1db700938a6c3074b655f3
io.ktor	ktor-server-tvosarm64	3.0.1		95abe8c64b0c2ee8b9335f96fde4a96a2796d104
