be.yildiz-games	module-compression	1.0.0		86121283bbf7d7b708b1b27e4dbac8df18b42398
org.apereo.cas	cas-server-core-logging-api	6.5.0-RC3	resources	dff1d8bd71137efe5a2e409ceb2506708ac045b5
org.apereo.cas	cas-server-core-logging-api	6.5.0-RC4		b2d0ae62fe62f44664de181d00f9ea221b296ca0
org.apereo.cas	cas-server-core-logging-api	6.5.0-RC4	all	a4934c9f15141a5be706ce35a63c8f099f4dc8cb
org.apereo.cas	cas-server-core-logging-api	6.5.0-RC4	resources	6d1edd403abe4386f116fafeaf327de88c1bf089
org.apereo.cas	cas-server-core-logging-api	6.5.0-RC5		079f7a7d04ca4cd87d596efe4119d0c07d05e779
org.apereo.cas	cas-server-core-logging-api	6.5.0-RC5	all	997405e3bb4f3ff73009d6d417151574ed16183d
org.apereo.cas	cas-server-core-logging-api	6.5.0-RC5	resources	d2e04828d233fd6954b271994801dcb5c3ba0753
org.apereo.cas	cas-server-core-logging-api	6.5.1		a878032114d8c8342f51d121d6c2b46e830afe83
org.apereo.cas	cas-server-core-logging-api	6.5.1	all	49826995ef5e7ee8bb1fa0d964dc4f890460c8ba
org.apereo.cas	cas-server-core-logging-api	6.5.1	resources	e2994f5ad7aa4c2dbf3ab64a40452d5ad06618c2
org.apereo.cas	cas-server-core-logging-api	6.5.2		a1f2dcaebd5df0931bfb7cb6d7b500f346c058b6
org.apereo.cas	cas-server-core-logging-api	6.5.2	all	58bcccf6d2cc5818b20f5483eb6bf0f4c44637e7
org.apereo.cas	cas-server-core-logging-api	6.5.2	resources	fc5bc2bf94f06862e5a8b2c1d8208162e090e16d
org.apereo.cas	cas-server-core-logging-api	6.5.3		13a6ba5c8eced7bbe31fb59c979a1b7753558cd1
org.apereo.cas	cas-server-core-logging-api	6.5.3	all	770b392b87de7ea05a7e08021584171dc886a8ae
org.apereo.cas	cas-server-core-logging-api	6.5.3	resources	cfba560656363e157d692df2bafebd465ef631a1
org.apereo.cas	cas-server-core-logging-api	6.5.4		f46082fc09dab72853157548bf85fc29cc7b97de
org.apereo.cas	cas-server-core-logging-api	6.5.4	all	58fa5749d6ec27ec1a734b1547854c326696dfa2
org.apereo.cas	cas-server-core-logging-api	6.5.4	resources	89ac4029e53f11c5f21deccf2bff3ae87ca4d051
org.apereo.cas	cas-server-core-logging-api	6.5.5		16fafdb45977b09c6c3366459d5af6e12f94b5fe
org.apereo.cas	cas-server-core-logging-api	6.5.5	all	7adfbac56bca75ffdba29bd10a073955be2555e3
org.apereo.cas	cas-server-core-logging-api	6.5.5	resources	19b1df6972584afe86df2d0373af7901f2cee71c
org.apereo.cas	cas-server-core-logging-api	6.5.6		39fb5c7121639e834b7dd599be79e64dda79e425
org.apereo.cas	cas-server-core-logging-api	6.5.6	all	71bd703d05ef19b0624ec7e3b6100bc0771a40e1
org.apereo.cas	cas-server-core-logging-api	6.5.6	resources	7d94bea72e4de036b9e6f1ab759923ffb1d2f12c
org.apereo.cas	cas-server-core-logging-api	6.5.7		e9216b3fa74cb16dd7bf2636447d6d75abbc59fc
org.apereo.cas	cas-server-core-logging-api	6.5.7	all	07ecabe4efdbc9f6d38fa1123d4606637f16c9fa
org.apereo.cas	cas-server-core-logging-api	6.5.7	resources	80815a6849847a97f0d8cfec89ab90798427ed68
org.apereo.cas	cas-server-core-logging-api	6.5.8		7767f1cf6be2438319f191cff7b81382a6335498
org.apereo.cas	cas-server-core-logging-api	6.5.8	all	1c73f3787f2ae854046da25836bb020256d6c88f
org.apereo.cas	cas-server-core-logging-api	6.5.8	resources	67c003e0df4ca0ac87c133363f74be17ad3a122e
org.apereo.cas	cas-server-core-logging-api	6.5.9		f923339149d96b8373ae609db17d1bcd38b2390d
org.apereo.cas	cas-server-core-logging-api	6.5.9	all	c6b0ac38ac60ae1e7fe74c7e7a9f5097ead066f4
org.apereo.cas	cas-server-core-logging-api	6.5.9	resources	de1831f70764cfc2fa6a8bd49adb1719659fad01
org.apereo.cas	cas-server-core-logging-api	6.5.9.1		96f2950894ca5bd60a226f40375f30d8e4c77840
org.apereo.cas	cas-server-core-logging-api	6.5.9.1	all	c1634ed5df7184e99208d42e1aeee8850a042304
org.apereo.cas	cas-server-core-logging-api	6.5.9.1	resources	291aa9d761bd6721cb503a47bf73ba506c8c3070
org.apereo.cas	cas-server-core-logging-api	6.5.9.2		ec691397d14881a5cf3bb18f6dbffbdaea40aa75
org.apereo.cas	cas-server-core-logging-api	6.5.9.2	all	a64ef8b587cce3e6896a2842da81f2135407fb36
org.apereo.cas	cas-server-core-logging-api	6.5.9.2	resources	0574799800ec345353f98e2d96cc244b340c0cc5
org.apereo.cas	cas-server-core-logging-api	6.5.9.3		d849db081ce9019914a37a0836c5f18c6d712f93
org.apereo.cas	cas-server-core-logging-api	6.5.9.3	all	50fe1c3197023270e5ec354291ed5ee94693017d
org.apereo.cas	cas-server-core-logging-api	6.5.9.3	resources	e0cea2a946998813df1f76e798c96e41ad1d5465
org.apereo.cas	cas-server-core-logging-api	6.5.9.4		114309a4feb4a399f4ed4929821621f280f94c06
org.apereo.cas	cas-server-core-logging-api	6.5.9.4	all	517279692ae55e54e09200a9d006bb9408e68201
org.apereo.cas	cas-server-core-logging-api	6.5.9.4	resources	8459374e2c5a1ee0cf7b815e40346663e7b86cba
org.apereo.cas	cas-server-core-logging-api	6.6.0		f865bdc161b08c81358f4554398f170f906d323a
org.apereo.cas	cas-server-core-logging-api	6.6.0	all	27ffa0bb5413ec2d5d22e8bd4afc73d711532d0b
org.apereo.cas	cas-server-core-logging-api	6.6.0	resources	7fe0c7eeef9406394d67123164c3fc2633f46ead
org.apereo.cas	cas-server-core-logging-api	6.6.0-RC1		f8a0e13798d94b9884af0c44961f90c1455dd603
org.apereo.cas	cas-server-core-logging-api	6.6.0-RC1	all	9f8bbe2f6ce30ffb5553126f51738b28e72f9f7b
org.apereo.cas	cas-server-core-logging-api	6.6.0-RC1	resources	c0bf57b8fe069c6eae4a2c5ddc0aae89f624b53a
org.apereo.cas	cas-server-core-logging-api	6.6.0-RC2		9a30ffb6a486e058ab311de23d2a15fe51c661f9
org.apereo.cas	cas-server-core-logging-api	6.6.0-RC2	all	21bbb37541798b7de22dc3959f4a306586fdaa17
org.apereo.cas	cas-server-core-logging-api	6.6.0-RC2	resources	171e427e0485829c374eb69fa7a44bb6895685bd
org.apereo.cas	cas-server-core-logging-api	6.6.0-RC3		300748ec211dd03e2fa00a94b5a2b6f6107adb99
org.apereo.cas	cas-server-core-logging-api	6.6.0-RC3	all	71c3e6ca3e57c6f75aed7ec4d8e55481c4eab930
org.apereo.cas	cas-server-core-logging-api	6.6.0-RC3	resources	e04cc3c1462a43142543842803cb18eac2f887fa
org.apereo.cas	cas-server-core-logging-api	6.6.0-RC4		156303238f2f0bb640eaaf891729e3d70b4eaf8f
org.apereo.cas	cas-server-core-logging-api	6.6.0-RC4	all	ec1feaa956c2ed11f455559f1945df114cc414ef
org.apereo.cas	cas-server-core-logging-api	6.6.0-RC4	resources	897caab6ad0e6248e325f99d1614074f271c5f3d
org.apereo.cas	cas-server-core-logging-api	6.6.0-RC5		3149c202b97eb487e70b615b7276563dac357496
org.apereo.cas	cas-server-core-logging-api	6.6.0-RC5	all	010967949c13f155cc7fe6212844b77fd30d8a65
org.apereo.cas	cas-server-core-logging-api	6.6.0-RC5	resources	eba9b05484bb5cd26f7f2b4fce046c5651faba76
org.apereo.cas	cas-server-core-logging-api	6.6.1		e05e80e331a06243fa699caa4978d77a1faaa643
org.apereo.cas	cas-server-core-logging-api	6.6.1	all	d30b6a3bce333e422484f972e6fe092a842cbc34
org.apereo.cas	cas-server-core-logging-api	6.6.1	resources	0adad8fa262e7ff3f74e2f4eea83f7ac4eec790b
org.apereo.cas	cas-server-core-logging-api	6.6.10		214cd1327b2ed0d1b6e29d842d97386b5b403564
org.apereo.cas	cas-server-core-logging-api	6.6.10	all	09705f50d955ceab2a907935f4325502ccef1e92
org.apereo.cas	cas-server-core-logging-api	6.6.10	resources	dcbdd8186dd93c29b8c25e0f512d14a4e483f8cd
org.apereo.cas	cas-server-core-logging-api	6.6.11		ee02796a4cb5a24c71857b1f1a276bc33125bfc7
org.apereo.cas	cas-server-core-logging-api	6.6.11	all	ecdc724e8476b268e2419d20efe5e2dd622e9887
org.apereo.cas	cas-server-core-logging-api	6.6.11	resources	240ffa9b4773d5b57c7fc05f5c69948d1c2dd802
org.apereo.cas	cas-server-core-logging-api	6.6.12		fa7de3ca8d074123a4fb719c9562e3fa59924747
org.apereo.cas	cas-server-core-logging-api	6.6.12	all	3227775c51867ca015fd1e374759f3563dd09e8b
org.apereo.cas	cas-server-core-logging-api	6.6.12	resources	6b2118cf23c867bab78febcc4cc124057e73b425
org.apereo.cas	cas-server-core-logging-api	6.6.13		a222506019f1b539c8913d260abb0e540d3453a5
org.apereo.cas	cas-server-core-logging-api	6.6.13	all	e7f0874c38621eaa830acf6b40e80585af336882
org.apereo.cas	cas-server-core-logging-api	6.6.13	resources	4afcb709b428783f548a2d31b7a4bf6a99b8f68c
org.apereo.cas	cas-server-core-logging-api	6.6.14		8f678930003d2e74f111b44abc951dbd8633ea4e
org.apereo.cas	cas-server-core-logging-api	6.6.14	all	1ff0639e5ff4bf2d6b459760624514cea4878348
org.apereo.cas	cas-server-core-logging-api	6.6.14	resources	fc0ddb8000378f8300394473ffc34553c1040a71
org.apereo.cas	cas-server-core-logging-api	6.6.15		be6cfcf30f8c72c1aba3733fabf96961eb7c0c1d
org.apereo.cas	cas-server-core-logging-api	6.6.15	all	d0d60c6ff8032a6d00c1e4a5ada485c3e597f275
org.apereo.cas	cas-server-core-logging-api	6.6.15	resources	d7585578597bf67c9f16bd876fa69942a66cedf1
org.apereo.cas	cas-server-core-logging-api	6.6.15.1		bfcb45463144736f1079942f0b839ce482c1a050
org.apereo.cas	cas-server-core-logging-api	6.6.15.1	all	ca81f7ac3d6a6f7c7b53bf45fd3b59716916f994
org.apereo.cas	cas-server-core-logging-api	6.6.15.1	resources	e4f7d8f20157e3ceaf54398da42bd949977805ac
org.apereo.cas	cas-server-core-logging-api	6.6.15.2		cea1a9869d6e1f26ffb074996a0ebec4d5bb3294
org.apereo.cas	cas-server-core-logging-api	6.6.15.2	all	66637df4834fc1acf1a95af5c146d5b679c53abd
org.apereo.cas	cas-server-core-logging-api	6.6.15.2	resources	9b85cda5ff5847670b0e521bea9d81e79ff3f6a7
org.apereo.cas	cas-server-core-logging-api	6.6.2		21d5698a9393655b63c823b632d75c63540f2950
org.apereo.cas	cas-server-core-logging-api	6.6.2	all	e8444d6ea5c1bd4ccea08764e6a2848aaeeba30c
org.apereo.cas	cas-server-core-logging-api	6.6.2	resources	9ea27f4efe6d7640e5ffe809fa2ff5f010454b34
org.apereo.cas	cas-server-core-logging-api	6.6.3		7a6a2a22e3aeb19a0773ac079ef461381130eb01
org.apereo.cas	cas-server-core-logging-api	6.6.3	all	f4ca0b0d9d70f63f97c027dc3e01343bbfd08109
org.apereo.cas	cas-server-core-logging-api	6.6.3	resources	87336de56cad17f7dc8ab56f45438ad1aa6f0fc8
org.apereo.cas	cas-server-core-logging-api	6.6.4		405689cafa8bf97d5b8c1c5607948f313f942331
org.apereo.cas	cas-server-core-logging-api	6.6.4	all	781c252a5bd850723184e0ae5abd938814f4b4be
org.apereo.cas	cas-server-core-logging-api	6.6.4	resources	f93067e2edf575caefa83171050f2ae5179cdb26
org.apereo.cas	cas-server-core-logging-api	6.6.5		1d66933d62b9c878b26eac83932373ee83f7b381
org.apereo.cas	cas-server-core-logging-api	6.6.5	all	41cfb95a31f69ba86cf5033e995e65f1b53df900
org.apereo.cas	cas-server-core-logging-api	6.6.5	resources	bc620b4f3617fcc92a2eb10c9499a5c5d50cfefd
org.apereo.cas	cas-server-core-logging-api	6.6.6		202232351fdf31054bc9c6d1daaedf1f6d253bee
org.apereo.cas	cas-server-core-logging-api	6.6.6	all	05082459654fe0864e37f89938270dd30e493ed0
org.apereo.cas	cas-server-core-logging-api	6.6.6	resources	159c9600f992bae8f41b00397e07c20130544c6a
org.apereo.cas	cas-server-core-logging-api	6.6.7		238326acdd8ff2f45989c317b0cc4c38a2cb8678
org.apereo.cas	cas-server-core-logging-api	6.6.7	all	433ffff2a390e6b4567bc947c2dfe777b3e37b30
org.apereo.cas	cas-server-core-logging-api	6.6.7	resources	de7a4710014d6f8c732d35c5c9b2cea1012f045f
org.apereo.cas	cas-server-core-logging-api	6.6.8		3554117c8989fc573e68c142bfcc6e9fb6c4c9ec
org.apereo.cas	cas-server-core-logging-api	6.6.8	all	c46a2ed2eea0a732c46f39d10f2aeb9a291d4eee
org.apereo.cas	cas-server-core-logging-api	6.6.8	resources	d7e892c711bf9a1b2fbc2c1a27dcc78bd41c0103
org.apereo.cas	cas-server-core-logging-api	6.6.9		f6c704861a1f2058ed18cc9b1384450c99c54640
org.apereo.cas	cas-server-core-logging-api	6.6.9	all	2fb0377b67ff732b51c24874a5ce864f5f57eb9e
org.apereo.cas	cas-server-core-logging-api	6.6.9	resources	1413cc319b969ba816ba82757b01f0e31d775334
org.apereo.cas	cas-server-core-logging-api	7.0.0		cdcf58ca5c69b46c3b849aa7cdff076ae4f494ba
org.apereo.cas	cas-server-core-logging-api	7.0.0	all	318d1d1d03e7a22b4535e0f70c2f8cc54285b912
org.apereo.cas	cas-server-core-logging-api	7.0.0	resources	e0860362442e422aed1202cf5a0bd14830e1e55d
org.apereo.cas	cas-server-core-logging-api	7.0.0-RC1		b4aa49fb90d3913f16b3709fe1755f1c60cc20fa
org.apereo.cas	cas-server-core-logging-api	7.0.0-RC1	all	92a2c45d14d298eb2cc26302ea6da6d5bf7f673b
org.apereo.cas	cas-server-core-logging-api	7.0.0-RC1	resources	8c45a236077fbca5c48bcb299eb3b2894a3a1b88
org.apereo.cas	cas-server-core-logging-api	7.0.0-RC2		d29381a549c5c69f8f93f78dbdf9e281e830bb26
org.apereo.cas	cas-server-core-logging-api	7.0.0-RC2	all	9ceecf80ee89a3c8d12272862d3315b056f895c3
org.apereo.cas	cas-server-core-logging-api	7.0.0-RC2	resources	4a4b126981d7437828dd9bc39475cd43fc1d6049
org.apereo.cas	cas-server-core-logging-api	7.0.0-RC3		3813f99b792c9de7fef6ba28f9f01887588f4c9b
org.apereo.cas	cas-server-core-logging-api	7.0.0-RC3	all	3e91a9e8f4b5f3ffc6ee712219eeec1d5f536cdf
org.apereo.cas	cas-server-core-logging-api	7.0.0-RC3	resources	6a06f239ddb491d1122ae147c3e984fab9935d33
org.apereo.cas	cas-server-core-logging-api	7.0.0-RC4		707e0890ef80105e0e909ab12b787c601eb8a98f
org.apereo.cas	cas-server-core-logging-api	7.0.0-RC4	all	175a27b8818a5141d1a5420093015aa1b24b0cb2
org.apereo.cas	cas-server-core-logging-api	7.0.0-RC4	resources	341904018173ff7e3a63ddb733bab1d7be619218
org.apereo.cas	cas-server-core-logging-api	7.0.0-RC5		34860b43f6b91deeef547b865eca274464347bdd
org.apereo.cas	cas-server-core-logging-api	7.0.0-RC5	all	84f6b53d1f7d61c7dacf73a7743970c0b75614fa
org.apereo.cas	cas-server-core-logging-api	7.0.0-RC5	resources	1af2c6ed90757c251416f90bf9f120d28ab7634f
org.apereo.cas	cas-server-core-logging-api	7.0.0-RC6		319d88e705b2c843b919c5c16ca3bfe4a431af4d
org.apereo.cas	cas-server-core-logging-api	7.0.0-RC6	all	6cd59f2e411d58695c5320a3a62e463d8a9b61ac
org.apereo.cas	cas-server-core-logging-api	7.0.0-RC6	resources	10f740478da3f023f8adf13a099859c9064f2c36
org.apereo.cas	cas-server-core-logging-api	7.0.0-RC7		ade934e4ad1729014582daabcdbb94e2b89195aa
org.apereo.cas	cas-server-core-logging-api	7.0.0-RC7	all	6f088b2a5c9566e98fd1cfa666749cf67ce76b8b
org.apereo.cas	cas-server-core-logging-api	7.0.0-RC7	resources	7625920d14346a6f657a96008750fe0a33cd276c
org.apereo.cas	cas-server-core-logging-api	7.0.0-RC8		ddeb56d8e1ec70fd7e3ed9356b7c23a8f66ea308
org.apereo.cas	cas-server-core-logging-api	7.0.0-RC8	all	b19014362bdd4bd81a15e28d779507b049c849a9
org.apereo.cas	cas-server-core-logging-api	7.0.0-RC8	resources	45d2de19b39a6d7577b687879192e1d5b3ef1e25
org.apereo.cas	cas-server-core-logging-api	7.0.0-RC9		c44f356eb2745f652c8771d3fdb9b6f8fabb00c2
org.apereo.cas	cas-server-core-logging-api	7.0.0-RC9	all	27f7fbfbaf471a4b5bd05feeed88bc443910859b
org.apereo.cas	cas-server-core-logging-api	7.0.0-RC9	resources	f54583bf9ecd7761fa35aa4b60330cd78c0b309b
org.apereo.cas	cas-server-core-logging-api	7.0.1		a5a2c6086feb3e4dfb757c60b52aa2b9df3b4228
org.apereo.cas	cas-server-core-logging-api	7.0.1	all	257b643fd1a0641ed5e358d0f079483703e3b12b
org.apereo.cas	cas-server-core-logging-api	7.0.1	resources	29f29f92fd71d8e0f9f3f5f3937b017334f9eca2
org.apereo.cas	cas-server-core-logging-api	7.0.10		fe40343346591007588a06a9c332da4fde7f7ea2
org.apereo.cas	cas-server-core-logging-api	7.0.10	all	d0226d57e871b1225fec693bccad94b71248849e
org.apereo.cas	cas-server-core-logging-api	7.0.10	resources	c70486babac502ccb8f86bc35795079710dbe6a1
org.apereo.cas	cas-server-core-logging-api	7.0.10.1		774b586526e167488e0878883f6e09e0525ed734
org.apereo.cas	cas-server-core-logging-api	7.0.10.1	all	020e16120dcd30c5288c344b3f1f10b423573bfc
org.apereo.cas	cas-server-core-logging-api	7.0.10.1	resources	9f2a80c3c0182b2c0016933c2303d376f1646e3f
org.apereo.cas	cas-server-core-logging-api	7.0.2		b0b79f97b8d94bb2958720cab3becfec8c8a0f9e
org.apereo.cas	cas-server-core-logging-api	7.0.2	all	dc3b6ecb0c9f1378f5a26d9a6ac7f753637ca992
org.apereo.cas	cas-server-core-logging-api	7.0.2	resources	aacfb8e2d180eb3b0828ccd413600011521c98af
org.apereo.cas	cas-server-core-logging-api	7.0.3		c8b722b743ee1159a23527042604d120cba66146
org.apereo.cas	cas-server-core-logging-api	7.0.3	all	29e7bd5a088503aad3a553289476201863a7b7f4
org.apereo.cas	cas-server-core-logging-api	7.0.3	resources	2b132bf26a689c14b5a49a0d686fd5c44d231626
org.apereo.cas	cas-server-core-logging-api	7.0.4		002ed5f311d915110560780e6bf85d41bd6504ee
org.apereo.cas	cas-server-core-logging-api	7.0.4	all	e444c0c295a3a7c4c48dbf6af3a58e1310db3b7c
org.apereo.cas	cas-server-core-logging-api	7.0.4	resources	ab275811976af9f674f8f709ffd8d8183cf57742
org.apereo.cas	cas-server-core-logging-api	7.0.4.1		3b6351cdcec6f41950ce8d2f4d12ab022deb2e61
org.apereo.cas	cas-server-core-logging-api	7.0.4.1	all	1d69d463e649b5339aeb6c4c62cc856f930c1337
org.apereo.cas	cas-server-core-logging-api	7.0.4.1	resources	f224d5ccd8ae1648aa75f5fe864f3ae287869c6b
org.apereo.cas	cas-server-core-logging-api	7.0.5		138efcae32498053376704db4a5cc906ecf32d98
org.apereo.cas	cas-server-core-logging-api	7.0.5	all	43fa7d57a65bec1f2385f9044c531db49b2fbaf6
org.apereo.cas	cas-server-core-logging-api	7.0.5	resources	f69b795aca8eea1577c300fcc9870bb7de325c3c
org.apereo.cas	cas-server-core-logging-api	7.0.5.1		2cc415bf83972086460c596b10ecd6f3a2e9ca82
org.apereo.cas	cas-server-core-logging-api	7.0.5.1	all	c6f3617a6de640c9ff421febb28a73ac8b3f0cc9
org.apereo.cas	cas-server-core-logging-api	7.0.5.1	resources	b7e53a8153e5aea091cbecd0392040e19a05859c
org.apereo.cas	cas-server-core-logging-api	7.0.6		c11cf739a55eef46424c5de1fe5a79ce69e8e4dd
org.apereo.cas	cas-server-core-logging-api	7.0.6	all	7a8c7b920cd5464b688fe34ca9635d1951e87dea
org.apereo.cas	cas-server-core-logging-api	7.0.6	resources	de93f0a2163c6661fc4eaaa0af165ebcec59c238
org.apereo.cas	cas-server-core-logging-api	7.0.7		026b33c9d12e72d453c021e2bbe621fbf789a48d
org.apereo.cas	cas-server-core-logging-api	7.0.7	all	6d56ee55e614a465ddc2c17214851bebca32df86
org.apereo.cas	cas-server-core-logging-api	7.0.7	resources	c255995e48bf9aed37cb4c61d1ca99dc140ab1d0
org.apereo.cas	cas-server-core-logging-api	7.0.8		7f5b856501130629d67b07c273efd3ad8b76deb4
org.apereo.cas	cas-server-core-logging-api	7.0.8	all	6d4fcc1bddc57ee9707ad6c447a64a1a94789e28
org.apereo.cas	cas-server-core-logging-api	7.0.8	resources	378e04411b46a348b5522b53c417279e0da9c30c
org.apereo.cas	cas-server-core-logging-api	7.0.9		52d06fd220a3dd2b0156f7fb64876fb811cea96f
org.apereo.cas	cas-server-core-logging-api	7.0.9	all	b7eb9893ee342ec49c55aafed1bd9d74120910a0
org.apereo.cas	cas-server-core-logging-api	7.0.9	resources	5db590a76077821a9df5c7c8b93a81133cd2545c
org.apereo.cas	cas-server-core-logging-api	7.1.0		98bb5359e47b25e767f13ce5dfa857a22d079b85
org.apereo.cas	cas-server-core-logging-api	7.1.0	resources	595410cd8222bb3aa1abf51610b12cd50b85e3b1
org.apereo.cas	cas-server-core-logging-api	7.1.0-RC1		b55f0452f4c4c446ce7da6694bac658efdce91ca
org.apereo.cas	cas-server-core-logging-api	7.1.0-RC1	all	f8067445a161091aef7310e06c452753a0648967
org.apereo.cas	cas-server-core-logging-api	7.1.0-RC1	resources	5ebfff2c7ed5265cd33e2904fffe83cf3a81b8bb
org.apereo.cas	cas-server-core-logging-api	7.1.0-RC2		8f71dc65d0437bcc20473f6e19d89601f971ad7a
org.apereo.cas	cas-server-core-logging-api	7.1.0-RC2	all	1666a4b6597733b9355a68ca03f2f28e82cf09ac
org.apereo.cas	cas-server-core-logging-api	7.1.0-RC2	resources	6998e54605616c7bb8eae6753b408af4ad30ddd6
org.apereo.cas	cas-server-core-logging-api	7.1.0-RC3		507860d07b291945ef36c501b1b4f65c2fbea480
org.apereo.cas	cas-server-core-logging-api	7.1.0-RC3	all	eb48ff900cb08b97a6d63cc3ab5e33ac96247fde
org.apereo.cas	cas-server-core-logging-api	7.1.0-RC3	resources	143b6602f7ae5b21cb117fb16f48e3a4d5b47ec8
org.apereo.cas	cas-server-core-logging-api	7.1.0-RC4		07fb72f71217ad2783c914ab08aae506509e6d47
org.apereo.cas	cas-server-core-logging-api	7.1.0-RC4	all	e75f3e015ec94b3579570d814c382ff7c7c361e9
org.apereo.cas	cas-server-core-logging-api	7.1.0-RC4	resources	3ee42c1ea6c4ad5c8db6b297e3e66c1aa1c3f056
org.apereo.cas	cas-server-core-logging-api	7.1.0-RC5		1b19478d0fdf629a8f002875b7ed17c045a76725
org.apereo.cas	cas-server-core-logging-api	7.1.0-RC5	all	f17753b9d200fdc4e684c0b79c43161003373423
org.apereo.cas	cas-server-core-logging-api	7.1.0-RC5	resources	e4d8c192ef91e982759a58c6b6fe2ef823412140
org.apereo.cas	cas-server-core-logging-api	7.1.0-RC6		93f62309504e1cfd18c95e0dc77f60e7d0ea7c35
org.apereo.cas	cas-server-core-logging-api	7.1.0-RC6	resources	1c857efc7a7354ea31e77c97ace2678000af9283
org.apereo.cas	cas-server-core-logging-api	7.1.1		60c77ed9b0897a9c23e27c279688792596d6b799
org.apereo.cas	cas-server-core-logging-api	7.1.1	resources	5a1cd1e379f43aeec75deb497fa7181335441e1a
org.apereo.cas	cas-server-core-logging-api	7.1.2		7a346ffa96427678a0cfb2ddbb85df0d508fc337
org.apereo.cas	cas-server-core-logging-api	7.1.2	resources	50c3218bbd344649e6f00912f7bebfc5e88a0985
org.apereo.cas	cas-server-core-logging-api	7.1.3		a311820df9a9ade896badfe90a04892f7693a16a
org.apereo.cas	cas-server-core-logging-api	7.1.3	resources	ce1a18734e171f810ff5c8c8e0969bbe578daa7a
org.apereo.cas	cas-server-core-logging-api	7.1.4		9930bacd8e82c55e0f36061ef77968cf3ceb84fd
org.apereo.cas	cas-server-core-logging-api	7.1.4	resources	94e68a7327d2e1f27e38b69bf6a94b6be7c506a5
org.apereo.cas	cas-server-core-logging-api	7.1.5		7b80f45f1c2b98e99ec614d8aabcd2e6cf4a1f65
org.apereo.cas	cas-server-core-logging-api	7.1.5	resources	28cfa6f2b8880fa7c44ec435369d932c8a33d048
org.apereo.cas	cas-server-core-logging-api	7.1.6		6064b39d68a1b0ef45db7634d3562f45a5d37775
org.apereo.cas	cas-server-core-logging-api	7.1.6	resources	4815097c4b25fe32f75d44dd594d85b45b5f92d3
org.apereo.cas	cas-server-core-logging-api	7.2.0		f8cb45c6d9a2bb22c3d8ae41aa2e0dbed60aebe8
org.apereo.cas	cas-server-core-logging-api	7.2.0	resources	905541b53cd6b9c34ace9de653e5001dec9e54c4
org.apereo.cas	cas-server-core-logging-api	7.2.0-RC1		e25486180e3f9ff9290c59c1772e4a6a51637b4a
org.apereo.cas	cas-server-core-logging-api	7.2.0-RC1	resources	44640ca3930e5608aed881f23dcbdb700e32891c
org.apereo.cas	cas-server-core-logging-api	7.2.0-RC2		e835e0c73e237f4ed0d2e90a9ab6e5edc66462d5
org.apereo.cas	cas-server-core-logging-api	7.2.0-RC2	resources	88e3c9dd96a5b08269568599e713ab45f374571b
org.apereo.cas	cas-server-core-logging-api	7.2.0-RC3		6384996cbf879658ce018f4e469975d661f6f6ca
org.apereo.cas	cas-server-core-logging-api	7.2.0-RC3	resources	28b6a2e55a2fa344b38c0c8ffc8e40649b205cdc
org.apereo.cas	cas-server-core-logging-api	7.2.0-RC4		05eb4c0337d30cb53ff49c5e88ffbcf5f07fe44b
org.apereo.cas	cas-server-core-logging-api	7.2.0-RC4	resources	a9f015d61bdf6f778717aba93b35cc1e727f23b2
org.apereo.cas	cas-server-core-logging-api	7.2.0-RC5		d0c2d1cd490faf77d50ae6c85a7cd0d2d3a66265
org.apereo.cas	cas-server-core-logging-api	7.2.0-RC5	resources	a37cdbd29b2c0de4edbcc70a719ca98e188f2be4
org.apereo.cas	cas-server-core-logging-api	7.2.0-RC6		4bd852490680c20a021755c56fa704a88e832bc1
org.apereo.cas	cas-server-core-logging-api	7.2.0-RC6	resources	5977f54266c895f6b97a3bc4eede7e22990d255c
org.apereo.cas	cas-server-core-logging-api	7.2.1		4647d526e9846e6168a48addbdab74e3f3d8e54c
org.apereo.cas	cas-server-core-logging-api	7.2.1	resources	e41a7fe39d6a04e3ce9d9721585793724b8bb5e1
org.apereo.cas	cas-server-core-logging-api	7.3.0-RC1		938256899864d076f47df6c30c75870ef61304e8
org.apereo.cas	cas-server-core-logging-api	7.3.0-RC1	resources	1835d98320c1e8931fcc19e1dc5a0da99e25fb82
org.apereo.cas	cas-server-core-logging-api	v6.4.0-RC5		b69249d1015b1147b77e42d6cae602723c102937
org.apereo.cas	cas-server-core-logging-api	v6.4.0-RC5	all	de2ff1d32ab5612857ff5e690743ebba5f929c8b
org.apereo.cas	cas-server-core-logging-api	v6.4.0-RC5	resources	26be8ceb3fcbacd02c2495a326d79073d0574ea2
org.apereo.cas	cas-server-core-logging-api	v6.4.0-RC6		1396a34fac46c905189b20bfba99c6ea1376f2e8
org.apereo.cas	cas-server-core-logging-api	v6.4.0-RC6	all	a9022e3a1435250ebffed382b667ad5412731847
org.apereo.cas	cas-server-core-logging-api	v6.4.0-RC6	resources	e3ca2f21b42d429e1e53a384e1b65769afc8aafd
org.codehaus.griffon	griffon-scripts	0.9.2		264958833fc2cc099f3e2a10f6088430be33462f
org.codehaus.griffon	griffon-scripts	0.9.2-beta-3		53a0f965a1e470a3559d0fd9f7da2181a35ea40a
