br.com.jbugbrasil.bot	telegram-api-parent	1.0-Beta		N/A
io.github.bes2008.solution.easyjson	easyjson-jackson	4.1.3		1e5a1f32b38151cc8d540e73d90980743b5a019a
io.github.bes2008.solution.easyjson	easyjson-jackson	4.1.4		488b60bcd901ea4c9f659ce0615c08dac59d4eae
io.github.bes2008.solution.easyjson	easyjson-jackson	4.1.5		8ed6e94e657893c12702cb6cad55c101ac21ae6b
io.github.charlietap.chasm	invoker-iosarm64	0.1.0		N/A
io.github.charlietap.chasm	invoker-iosarm64	0.1.0	metadata	96d5626fd91661c1bbff6382cfef9bb2cb97a02c
io.github.charlietap.chasm	invoker-iosarm64	0.1.1		N/A
io.github.charlietap.chasm	invoker-iosarm64	0.1.1	metadata	61d86725f4fe3369d49152814629e2e7887d4e30
io.github.charlietap.chasm	invoker-iosarm64	0.2.0		N/A
io.github.charlietap.chasm	invoker-iosarm64	0.2.0	metadata	dfa256958ea33fce036cc60f5f10c78944f11eca
io.github.charlietap.chasm	invoker-iosarm64	0.2.1		N/A
io.github.charlietap.chasm	invoker-iosarm64	0.2.1	metadata	0b3b6f578e9f38b9a5cd0cd7907a2681fd7428d0
io.github.charlietap.chasm	invoker-iosarm64	0.2.2		N/A
io.github.charlietap.chasm	invoker-iosarm64	0.2.2	metadata	b2970e2e7cd6a64bfa2ef2f5e0fc719b0f13781b
io.github.charlietap.chasm	invoker-iosarm64	0.6.0		N/A
io.github.charlietap.chasm	invoker-iosarm64	0.6.0	metadata	d34a96581048331c787a4e2280537de612fae859
io.github.charlietap.chasm	invoker-iosarm64	0.6.1		N/A
io.github.charlietap.chasm	invoker-iosarm64	0.6.1	metadata	f03b2844d3e9af666003ba020b91581d31824b1a
io.github.charlietap.chasm	invoker-iosarm64	0.7.0		N/A
io.github.charlietap.chasm	invoker-iosarm64	0.7.0	metadata	ed98239909c72a2fabba3f2a5d20fa20d5703110
io.github.charlietap.chasm	invoker-iosarm64	0.7.1		N/A
io.github.charlietap.chasm	invoker-iosarm64	0.7.1	metadata	97e8f2af1c6e1400703b9d643804f979bdd254db
io.github.charlietap.chasm	invoker-iosarm64	0.9.0		N/A
io.github.charlietap.chasm	invoker-iosarm64	0.9.0	metadata	d4aabc176a8cfb30cc0d75987a279ef10d48d3f7
io.github.charlietap.chasm	invoker-iosarm64	0.9.1		N/A
io.github.charlietap.chasm	invoker-iosarm64	0.9.1	metadata	7c3e2596796523d4bc1c934f2d9314ecb6faac79
io.github.charlietap.chasm	invoker-iosarm64	0.9.2		N/A
io.github.charlietap.chasm	invoker-iosarm64	0.9.2	metadata	fd0c212ad73b70b23b3344992a93c6cafae25e3e
io.github.charlietap.chasm	invoker-iosarm64	0.9.3		N/A
io.github.charlietap.chasm	invoker-iosarm64	0.9.3	metadata	10db4f3cc269cf1aff26834905c6054c9ee498fd
io.github.charlietap.chasm	invoker-iosarm64	0.9.4		N/A
io.github.charlietap.chasm	invoker-iosarm64	0.9.4	metadata	ad9f1f47f6aaf9af221d2c235d729c3f503e449f
io.github.charlietap.chasm	invoker-iosarm64	0.9.41		N/A
io.github.charlietap.chasm	invoker-iosarm64	0.9.41	metadata	fb8b37e5d960ab9d2493d5d3d091fa39b77d88a4
io.github.charlietap.chasm	invoker-iosarm64	0.9.42		N/A
io.github.charlietap.chasm	invoker-iosarm64	0.9.42	metadata	441feadf7ffe79a1771b4288a22e0c1af8dc69c5
io.github.charlietap.chasm	invoker-iosarm64	0.9.5		N/A
io.github.charlietap.chasm	invoker-iosarm64	0.9.5	metadata	e024d4e6497edf358d279f65de7af36b485cfb2c
io.github.charlietap.chasm	invoker-iosarm64	0.9.51		N/A
io.github.charlietap.chasm	invoker-iosarm64	0.9.51	metadata	4222d4f1fc706c1d11e52c5adf6f646d1dec4cfa
io.github.charlietap.chasm	invoker-iosarm64	0.9.52		N/A
io.github.charlietap.chasm	invoker-iosarm64	0.9.52	metadata	d3dad13bef92a3a1e95d582ed4f6858924c8f5c2
io.github.charlietap.chasm	invoker-iosarm64	0.9.53		N/A
io.github.charlietap.chasm	invoker-iosarm64	0.9.53	metadata	562c1d9efc2434ce6cda5125af2c5cc6707e25f8
io.github.charlietap.chasm	invoker-iosarm64	0.9.6		N/A
io.github.charlietap.chasm	invoker-iosarm64	0.9.6	metadata	4236293fb059c1347a35178209b336b3f3a40b2c
io.github.charlietap.chasm	invoker-iosarm64	0.9.61		N/A
io.github.charlietap.chasm	invoker-iosarm64	0.9.61	metadata	dd43330ae4767e10a042572a76d6d51699f0fb88
io.github.charlietap.chasm	invoker-iosarm64	0.9.62		N/A
io.github.charlietap.chasm	invoker-iosarm64	0.9.62	metadata	f6f6c5b84f459e410b48389b43df4c4664236f2f
io.github.charlietap.chasm	invoker-iosarm64	0.9.63		N/A
io.github.charlietap.chasm	invoker-iosarm64	0.9.63	metadata	0f258ad378dc93fd9437885f182adfb415570f5a
io.github.charlietap.chasm	invoker-iosarm64	0.9.64		N/A
io.github.charlietap.chasm	invoker-iosarm64	0.9.64	metadata	dc5158ac2b1d1dc07f76b5b285106a70396ab9f0
io.github.charlietap.chasm	invoker-iosarm64	0.9.65		N/A
io.github.charlietap.chasm	invoker-iosarm64	0.9.65	metadata	41cf8108f7994223331a5d01584702c33e72e82a
io.github.charlietap.chasm	invoker-iosarm64	0.9.66		N/A
io.github.charlietap.chasm	invoker-iosarm64	0.9.66	metadata	42d7ac6278bc6fd06e4e08fd1c1ee2d72f3774ba
io.github.ci-cmg	ci-mgg-teos-gsw-java	3.6.2		30aba8c800fc02cf9d2119f60668f70a3f4cca3c
io.github.ci-cmg	ci-mgg-teos-gsw-java	3.6.3		0b06843a7d12b085945764881efb881c0054a047
io.github.ci-cmg	ci-mgg-teos-gsw-java	3.6.4		72b801451bc86d6b115ad86d0bec35f0ca0b8791
io.github.ci-cmg	ci-mgg-teos-gsw-java	3.6.5		c386f71214de5d34d78bb5ca8de76d25b36ba305
io.github.ci-cmg	ci-mgg-teos-gsw-java	3.6.6		dd10022915865c57d8defa5529d42106f2cecfc7
io.github.ci-cmg	ci-mgg-teos-gsw-java	3.6.7		c8fa5b3361442ecbbd7ca8712a7228fd73877192
io.javago	javago	1.0.0		eef528fbe567a8bb135507611a8e048543cd202d
io.monix	monix-elasticsearch_3	0.9.0		815c954f296cce0ad6f4ed26b0c54115b01428c3
it.scoppelletti.spaceship	spaceship-stdlib	1.0.0		60811117d11fb35f4c120ccd5c2631cb49460228
it.scoppelletti.spaceship	spaceship-stdlib	1.1.0		2d17474fac2be840f954e4077f7b4be6b4ed76a1
me.him188	kotlin-dynamic-delegation-mingwx86	0.1.0-160.1		N/A
me.him188	kotlin-dynamic-delegation-mingwx86	0.1.1-160.1		N/A
me.him188	kotlin-dynamic-delegation-mingwx86	0.2.0-160.1		N/A
me.him188	kotlin-dynamic-delegation-mingwx86	0.3.0-162.1		N/A
me.him188	kotlin-dynamic-delegation-mingwx86	0.3.0-162.4		N/A
me.him188	kotlin-dynamic-delegation-mingwx86	0.3.0-170.1		N/A
me.him188	kotlin-dynamic-delegation-mingwx86	0.3.0-172.2		N/A
me.him188	kotlin-dynamic-delegation-mingwx86	0.3.0-180.1		N/A
me.him188	kotlin-dynamic-delegation-mingwx86	0.4.0-180.1		N/A
net.codinux.collections	immutable-collections-wasmJs	1.5.0		N/A
net.exoego	aws-sdk-scalajs-facade-devopsguru_sjs1_2.12	0.33.0-v2.892.0		dcb43967c445d303d0eaf0fe41b949312676254d
net.oneandone.kafka-clustered-task-scheduler	kafka-clustered-task-scheduler	0.0.4		0fae908d2599449281a5de185b7c8b941e5ff72c
net.oneandone.kafka-clustered-task-scheduler	kafka-clustered-task-scheduler	0.0.5		20f2a53a5ce6003c49b69dc473b4b7e4c46a37f1
net.oneandone.kafka-clustered-task-scheduler	kafka-clustered-task-scheduler	0.0.7		a164fc3972221f6b4cd3df993d05cd4f0ab0488d
org.bitbucket.gkutiel	fb4j	1-RELEASE		3aac6a81724557f0a178140c17c46cb93a42bd3b
org.bridje	bridje-vfs	0.2.0		b573b55522370bcae93e77f993162c95e70bbabd
org.bridje	bridje-vfs	0.2.1		b4e0accc34e9b506bf29d967866c746d96821cd0
org.bridje	bridje-vfs	0.2.2		717058adc4eca8ff8262fac3b929ec9d38db4078
org.bridje	bridje-vfs	0.2.3		53847c681be9037df43d8315e86bb3ca29232c60
org.bridje	bridje-vfs	0.3.0		17baad57aa2fce57be268b75c8eea06054682083
org.bridje	bridje-vfs	0.3.1-beta1		d9f8e524370546c803f70844f25bcc70ea17eca5
org.bridje	bridje-vfs	0.4.0		4704d8150d95f653fa331c8fd83e51865e249a51
org.bridje	bridje-vfs	0.4.1		d0d0709f9522773254dc76cd1237725ad66b7566
org.bridje	bridje-vfs	0.4.2		c47bf8c1b199ed11d8dd7191b87eec2694c2fc9e
org.bridje	bridje-vfs	0.4.3		05945bd85612f7a0a18c1ff96947a02d68a4593c
org.bridje	bridje-vfs	0.4.4		8f6e8fb92eaa86fa025fc6a03fdc6f5fa0fb2cd9
org.bridje	bridje-vfs	0.4.5		34dc3d02b1ee6bbb84e758bb9bc5a449b0e8561b
org.bridje	bridje-vfs	0.4.6		e4171a244664d71eedc7062ae8022ed5138ddb48
org.bridje	bridje-vfs	0.4.7		f6da821dfdbcaba1cc17d06eeddf42bd8dad0435
org.bridje	bridje-vfs	0.5.0		e1b70689d34cb6f60527d51f404825feb6982cc6
org.bridje	bridje-vfs	0.5.0-beta1		e9873f1a253ff086e54954feae316fdba451bc8a
org.bridje	bridje-vfs	0.5.0-beta10		3dccb261445911f0afe2aa5a62de1e2244eed22f
org.bridje	bridje-vfs	0.5.0-beta11		d1e4b062f84e2fe71c972599f70d5c53b9cc1bc2
org.bridje	bridje-vfs	0.5.0-beta12		5b030fb7a14146ce0a9fa567ce4e9e37dc079b23
org.bridje	bridje-vfs	0.5.0-beta13		4b52ff6a5b07703284c1a3615e74da47bdb03dd8
org.bridje	bridje-vfs	0.5.0-beta14		41a7b81b316d26c389346ba35dc1197bf4563153
org.bridje	bridje-vfs	0.5.0-beta15		cca7c2fb4002d7b32ab7a39fc293df807083eecc
org.bridje	bridje-vfs	0.5.0-beta16		d7ab436be6ab6d30f36cb7988688362a251ed347
org.bridje	bridje-vfs	0.5.0-beta17		9fa2ff57c34c901414e5db732dfbc969f4d3bd1b
org.bridje	bridje-vfs	0.5.0-beta18		1d0fe7763a87c538d9948f4a37d386384688ce87
org.bridje	bridje-vfs	0.5.0-beta19		7d7d9c762cb436cdffcbba0dceb1038b45fcc158
org.bridje	bridje-vfs	0.5.0-beta20		7e9af7151565a363f38d0800086d2dac88b05112
org.bridje	bridje-vfs	0.5.0-beta21		8ee0315a440616679ac15d03a549984f512c1d60
org.bridje	bridje-vfs	0.5.0-beta3		b19e38a648f989a3f2f3e31e93c41a099ec50d7a
org.bridje	bridje-vfs	0.5.0-beta4		ecbc67b1e4dd1498341ec72f5efb95673b4711c7
org.bridje	bridje-vfs	0.5.0-beta5		f0cf44ca7dd06038f558bc875258bf2f74bbb59d
org.bridje	bridje-vfs	0.5.0-beta6		215814bc23d79c5bdc6da122b89b6bfcbb2b9bdf
org.bridje	bridje-vfs	0.5.0-beta7		9337dc9de77626c9129cf52d95fba7a4f64d0c70
org.bridje	bridje-vfs	0.5.0-beta8		48fac89ad94f775a971ca634642884b655b98128
org.bridje	bridje-vfs	0.5.0-beta9		f22cf87c75055852ac538254c6e05b9901af6563
org.bridje	bridje-vfs	0.5.0-rc1		03de8265d4557f121897ccb10f1146eeb2df078d
org.bridje	bridje-vfs	0.5.0-rc10		0959c1d77a181fda9550ca51a9204d952732c53f
org.bridje	bridje-vfs	0.5.0-rc11		f57a0846d4ede9d1e5127c8f1f0d432ffe5d0f60
org.bridje	bridje-vfs	0.5.0-rc12		7446af4af383530df8788fd6b504214069cb6c49
org.bridje	bridje-vfs	0.5.0-rc13		a9b5d8ab53fd75d2093bb69200389431b686bbe9
org.bridje	bridje-vfs	0.5.0-rc2		92a71363f4a153e37c519d5aaef3ed48a1ebab5c
org.bridje	bridje-vfs	0.5.0-rc3		d524abd1032d61903e920e128867ef7ca678ffe6
org.bridje	bridje-vfs	0.5.0-rc4		6c604ac4e95d02b394bf45ccda3920aa4c9830a8
org.bridje	bridje-vfs	0.5.0-rc5		b331f3d9d2be92e33585a60c86d89133f5e3634d
org.bridje	bridje-vfs	0.5.0-rc6		dc9b8e0320c9fdbfb8ea18b436b65212753d3340
org.bridje	bridje-vfs	0.5.0-rc7		f5ffd92c7ea75bc0566c7187aee58bcae49f3a68
org.bridje	bridje-vfs	0.5.0-rc8		b7ae642a250af0a9396b4e35f9ec40af9703aee9
org.bridje	bridje-vfs	0.5.0-rc9		5230099061c2294a87a85656a5ab266e132bec83
org.bridje	bridje-vfs	0.6.0		d88adb49b6d9bc688f3022a28e5613b57756dcb0
org.bridje	bridje-vfs	0.6.0-beta1		15152ed1bdf45f37018dfffa7670dd05d79fbc36
org.bridje	bridje-vfs	0.6.0-beta10		d96695398054ec51ed0752abb97d6c3e0274973a
org.bridje	bridje-vfs	0.6.0-beta11		10eb220d435a35d4ee79fdd37161ad4e6bfe15db
org.bridje	bridje-vfs	0.6.0-beta2		d7bb20cac8bcc8f0f686a81f9af8a5287c4dabf7
org.bridje	bridje-vfs	0.6.0-beta3		ad6437c843ae7e4bf75ec5eee98ba2813a27a7ca
org.bridje	bridje-vfs	0.6.0-beta4		c0e0ab8dc8ffa7bfab7be90da63b769036633935
org.bridje	bridje-vfs	0.6.0-beta5		44766c823f252b4d72826da40c4bf3ed656d6f48
org.bridje	bridje-vfs	0.6.0-beta6		5087887713db16d6e08e084b44600d3807e29351
org.bridje	bridje-vfs	0.6.0-beta7		fd0f8aa9a7482baae254b1067d4f8c1eb3a9dedc
org.bridje	bridje-vfs	0.6.0-beta8		52f8eb54f70078f79ada71318e14da18e88d7603
org.bridje	bridje-vfs	0.6.0-beta9		898dfbec142436668203135def4f7f81371789eb
org.bridje	bridje-vfs	0.6.1		63c837762898abf3818f408f7c2f01f79931a28c
org.bridje	bridje-vfs	0.6.2		86410743a8fdee479dcc67136baa854c535aa2be
org.bridje	bridje-vfs	0.6.3		9f3feb722c507bab27a16e854b3ea7f993be4ae1
org.bridje	bridje-vfs	0.6.4		ca5fa5946375ec75c9423bba0db8beb21c791761
org.dromara	warm-flow-mybatis-flex-sb-starter	1.3.1		c48b0357c477a04e7264aa65e4537096db1388be
org.dromara	warm-flow-mybatis-flex-sb-starter	1.3.2		462fd17145152ebc581004297a5fdd85745d380c
org.dromara	warm-flow-mybatis-flex-sb-starter	1.3.2-m1		0562b0bdfcc9e00fea3344c52631a9996e4d87e8
org.dromara	warm-flow-mybatis-flex-sb-starter	1.3.3		c3610838f09e56b9fb414acc725eef494a12a226
org.easytesting	fest-swing-junit-4.5	1.2		746ffe0ac6225ac0344217b2210ef3ca066cae77
org.easytesting	fest-swing-junit-4.5	1.2.1		023fc9681c79d89bd827646d50d96a598f9e0558
org.easytesting	fest-swing-junit-4.5	1.2a3		27b090f60d69fff06fd5c86685a4096eddbb0a3e
org.easytesting	fest-swing-junit-4.5	1.2a4		c8ca5a2b34c451c22d91d2a38496ef844f4abc97
org.easytesting	fest-swing-junit-4.5	1.2rc		95d6341b7a3b211865da6918327d7185d1159097
org.ferris	ferris-registry	0.0.1		91a131500ab2383cfe3935d486a751a3b0a7a3e8
org.kodein.di	kodein-di-conf-iosx64	6.0.0		N/A
org.kodein.di	kodein-di-conf-iosx64	6.0.1		N/A
org.kodein.di	kodein-di-conf-iosx64	6.1.0		N/A
org.kodein.di	kodein-di-conf-iosx64	6.2.0		N/A
org.kodein.di	kodein-di-conf-iosx64	6.2.1		N/A
org.kodein.di	kodein-di-conf-iosx64	6.3.0		N/A
org.kodein.di	kodein-di-conf-iosx64	6.3.1		N/A
org.kodein.di	kodein-di-conf-iosx64	6.3.2		N/A
org.kodein.di	kodein-di-conf-iosx64	6.3.3		N/A
org.kodein.di	kodein-di-conf-iosx64	6.4.0		N/A
org.kodein.di	kodein-di-conf-iosx64	6.4.1		N/A
org.kodein.di	kodein-di-conf-iosx64	6.5.0		N/A
org.kodein.di	kodein-di-conf-iosx64	6.5.1		N/A
org.kodein.di	kodein-di-conf-iosx64	6.5.2		N/A
org.kodein.di	kodein-di-conf-iosx64	6.5.3		N/A
org.kodein.di	kodein-di-conf-iosx64	6.5.4		N/A
org.kodein.di	kodein-di-conf-iosx64	6.5.5		N/A
org.kodein.di	kodein-di-conf-iosx64	7.0.0		N/A
org.kodein.di	kodein-di-conf-iosx64	7.1.0		N/A
org.kodein.di	kodein-di-conf-iosx64	7.10.0		N/A
org.kodein.di	kodein-di-conf-iosx64	7.10.0	metadata	9c04c97132da61bac4d041a70a8f41fb3ef6e661
org.kodein.di	kodein-di-conf-iosx64	7.11.0		N/A
org.kodein.di	kodein-di-conf-iosx64	7.11.0	metadata	7294de2ba882f9e09a99cb427a09727e58f57c09
org.kodein.di	kodein-di-conf-iosx64	7.12.0		N/A
org.kodein.di	kodein-di-conf-iosx64	7.12.0	metadata	1e5d771fd144b626025da9654892e08eb6e9e412
org.kodein.di	kodein-di-conf-iosx64	7.13.0		N/A
org.kodein.di	kodein-di-conf-iosx64	7.13.0	metadata	ed823edbedb68aa6299d9b60bbf9ad594918fe77
org.kodein.di	kodein-di-conf-iosx64	7.13.1		N/A
org.kodein.di	kodein-di-conf-iosx64	7.13.1	metadata	d5a7206fc16e13b495aa5778f1c51768a2ea42d9
org.kodein.di	kodein-di-conf-iosx64	7.14.0		N/A
org.kodein.di	kodein-di-conf-iosx64	7.14.0	metadata	c334878ad5c0ace80a174e3ef3df2d6c96e680ca
org.kodein.di	kodein-di-conf-iosx64	7.15.0		N/A
org.kodein.di	kodein-di-conf-iosx64	7.15.0	metadata	d6d64da45d6768a351d7668140d527471dc93115
org.kodein.di	kodein-di-conf-iosx64	7.15.0-kotlin-1.7.20-RC		N/A
org.kodein.di	kodein-di-conf-iosx64	7.15.0-kotlin-1.7.20-RC	metadata	8f32156c721dc1eb0e7454cd45e39883638357af
org.kodein.di	kodein-di-conf-iosx64	7.15.1		N/A
org.kodein.di	kodein-di-conf-iosx64	7.15.1	metadata	ccaec970b71536556eda4349f3b29ca2f092af71
org.kodein.di	kodein-di-conf-iosx64	7.16.0		N/A
org.kodein.di	kodein-di-conf-iosx64	7.16.0	metadata	e4f7b4ce8e11af5840e527ea9074104dc56e6468
org.kodein.di	kodein-di-conf-iosx64	7.17.0		N/A
org.kodein.di	kodein-di-conf-iosx64	7.17.0	metadata	f294ae11048df44365fa2eeaf3774da2d23fb264
org.kodein.di	kodein-di-conf-iosx64	7.18.0		N/A
org.kodein.di	kodein-di-conf-iosx64	7.18.0	metadata	d4ebc8bb24df5cff260e755d42b0c78e5971240f
org.kodein.di	kodein-di-conf-iosx64	7.19.0		N/A
org.kodein.di	kodein-di-conf-iosx64	7.19.0	metadata	04110fd0db1c93cb90cbd9a59f20091cb8ba7021
org.kodein.di	kodein-di-conf-iosx64	7.19.1		N/A
org.kodein.di	kodein-di-conf-iosx64	7.19.1	metadata	620d9845c3097fdd67eee8551bd063151eb51a0b
org.kodein.di	kodein-di-conf-iosx64	7.2.0		N/A
org.kodein.di	kodein-di-conf-iosx64	7.20.0		N/A
org.kodein.di	kodein-di-conf-iosx64	7.20.0	metadata	6464f39da5887fc8f010aee0549a2f48304e170a
org.kodein.di	kodein-di-conf-iosx64	7.20.1		N/A
org.kodein.di	kodein-di-conf-iosx64	7.20.1	metadata	00de016b6113abb5662c7e2f60c1e36b68cf9b0b
org.kodein.di	kodein-di-conf-iosx64	7.20.2		N/A
org.kodein.di	kodein-di-conf-iosx64	7.20.2	metadata	284b496d40ea5b2193a411d9a4c1050c74ca2511
org.kodein.di	kodein-di-conf-iosx64	7.21.0		N/A
org.kodein.di	kodein-di-conf-iosx64	7.21.0	metadata	4852b41fa58c137fcfcc118c0761ca99deeeba77
org.kodein.di	kodein-di-conf-iosx64	7.21.1		N/A
org.kodein.di	kodein-di-conf-iosx64	7.21.1	metadata	27aac6127bb9c2b706d3473f951b6133c29c00cd
org.kodein.di	kodein-di-conf-iosx64	7.21.2		N/A
org.kodein.di	kodein-di-conf-iosx64	7.21.2	metadata	a82576a76a62f99aebc4f06f12989602f404153f
org.kodein.di	kodein-di-conf-iosx64	7.22.0		N/A
org.kodein.di	kodein-di-conf-iosx64	7.22.0	metadata	2d2383df724a319c1c67a94ead43c9eaaba1e9e1
org.kodein.di	kodein-di-conf-iosx64	7.23.0		N/A
org.kodein.di	kodein-di-conf-iosx64	7.23.0	metadata	cc9b0cd801a5d75d7a45a902040751577cdf5f40
org.kodein.di	kodein-di-conf-iosx64	7.23.1		N/A
org.kodein.di	kodein-di-conf-iosx64	7.23.1	metadata	2c2d044e268049dde111156491588f64c70a46c8
org.kodein.di	kodein-di-conf-iosx64	7.24.0		N/A
org.kodein.di	kodein-di-conf-iosx64	7.24.0	metadata	ae1568ac9196efe4b39758fe56eb0aa3fa5c15ea
org.kodein.di	kodein-di-conf-iosx64	7.24.1		N/A
org.kodein.di	kodein-di-conf-iosx64	7.24.1	metadata	5ff3d53a7e91bcc4f79663c8b0ee3710af960509
org.kodein.di	kodein-di-conf-iosx64	7.25.0		N/A
org.kodein.di	kodein-di-conf-iosx64	7.25.0	metadata	c0a2b7dcaebc7c43993a61cd436c66c2381e3bfc
org.kodein.di	kodein-di-conf-iosx64	7.3.0		N/A
org.kodein.di	kodein-di-conf-iosx64	7.3.1		N/A
org.kodein.di	kodein-di-conf-iosx64	7.4.0		N/A
org.kodein.di	kodein-di-conf-iosx64	7.5.0		N/A
org.kodein.di	kodein-di-conf-iosx64	7.5.1		N/A
org.kodein.di	kodein-di-conf-iosx64	7.6.0		N/A
org.kodein.di	kodein-di-conf-iosx64	7.7.0		N/A
org.kodein.di	kodein-di-conf-iosx64	7.8.0		N/A
org.kodein.di	kodein-di-conf-iosx64	7.9.0		N/A
org.metaeffekt.dita	ae-dita-maven-plugins	0.1.0		N/A
org.metaeffekt.dita	ae-dita-maven-plugins	0.10.0		N/A
org.metaeffekt.dita	ae-dita-maven-plugins	0.11.0		N/A
org.metaeffekt.dita	ae-dita-maven-plugins	0.12.0		N/A
org.metaeffekt.dita	ae-dita-maven-plugins	0.13.0		N/A
org.metaeffekt.dita	ae-dita-maven-plugins	0.14.0		N/A
org.metaeffekt.dita	ae-dita-maven-plugins	0.15.0		N/A
org.metaeffekt.dita	ae-dita-maven-plugins	0.16.0		N/A
org.metaeffekt.dita	ae-dita-maven-plugins	0.17.0		N/A
org.metaeffekt.dita	ae-dita-maven-plugins	0.18.0		N/A
org.metaeffekt.dita	ae-dita-maven-plugins	0.19.0		N/A
org.metaeffekt.dita	ae-dita-maven-plugins	0.2.0		N/A
org.metaeffekt.dita	ae-dita-maven-plugins	0.20.0		N/A
org.metaeffekt.dita	ae-dita-maven-plugins	0.21.0		N/A
org.metaeffekt.dita	ae-dita-maven-plugins	0.22.0		N/A
org.metaeffekt.dita	ae-dita-maven-plugins	0.23.0		N/A
org.metaeffekt.dita	ae-dita-maven-plugins	0.24.0		N/A
org.metaeffekt.dita	ae-dita-maven-plugins	0.25.0		N/A
org.metaeffekt.dita	ae-dita-maven-plugins	0.26.0		N/A
org.metaeffekt.dita	ae-dita-maven-plugins	0.27.0		N/A
org.metaeffekt.dita	ae-dita-maven-plugins	0.28.0		N/A
org.metaeffekt.dita	ae-dita-maven-plugins	0.29.0		N/A
org.metaeffekt.dita	ae-dita-maven-plugins	0.3.0		N/A
org.metaeffekt.dita	ae-dita-maven-plugins	0.4.0		N/A
org.metaeffekt.dita	ae-dita-maven-plugins	0.5.0		N/A
org.metaeffekt.dita	ae-dita-maven-plugins	0.6.0		N/A
org.metaeffekt.dita	ae-dita-maven-plugins	0.7.0		N/A
org.metaeffekt.dita	ae-dita-maven-plugins	0.8.0		N/A
org.opencms.modules	org.opencms.ade.postupload	8.5.0		2c2a4719e64a7e39545c1a557a758391f7385271
org.opencms.modules	org.opencms.ade.postupload	8.5.1		2c2a4719e64a7e39545c1a557a758391f7385271
org.opencms.modules	org.opencms.ade.postupload	8.5.1.0.1		2c2a4719e64a7e39545c1a557a758391f7385271
org.opencms.modules	org.opencms.ade.postupload	8.5.1.0.1	client	ba691244a14e5e94c42affbf71a4d4c34f0d2ace
org.opencms.modules	org.opencms.ade.postupload	8.5.1.0.1	client-sources	4981bf893ac392dc4a8c6c9679b4aede00e2136e
org.opencms.modules	org.opencms.ade.postupload	8.5.2		2c2a4719e64a7e39545c1a557a758391f7385271
org.opencms.modules	org.opencms.ade.postupload	8.5.2	client	08c2bb3aafb545c3187bd65e7c50855a459bb378
org.opencms.modules	org.opencms.ade.postupload	8.5.2	client-sources	c3e4028fb813dcc7a56d5b807b0a53191a2b5972
org.ow2.jonas	jonas-web-container-tomcat	5.0.0		N/A
org.ow2.jonas	jonas-web-container-tomcat	5.0.1		N/A
org.ow2.jonas	jonas-web-container-tomcat	5.0.2		N/A
org.ow2.jonas	jonas-web-container-tomcat	5.0.3		N/A
org.ow2.jonas	jonas-web-container-tomcat	5.0.4		N/A
org.ow2.jonas	jonas-web-container-tomcat	5.0.5		N/A
org.ow2.jonas	jonas-web-container-tomcat	5.1.0		N/A
org.ow2.jonas	jonas-web-container-tomcat	5.1.0-M1		N/A
org.ow2.jonas	jonas-web-container-tomcat	5.1.0-M2		N/A
org.ow2.jonas	jonas-web-container-tomcat	5.1.0-M3		N/A
org.ow2.jonas	jonas-web-container-tomcat	5.1.0-M4		N/A
org.ow2.jonas	jonas-web-container-tomcat	5.1.0-M5		N/A
org.ow2.jonas	jonas-web-container-tomcat	5.1.0-RC1		N/A
org.ow2.jonas	jonas-web-container-tomcat	5.1.0-RC2		N/A
org.ow2.jonas	jonas-web-container-tomcat	5.1.0-RC3		N/A
org.ow2.jonas	jonas-web-container-tomcat	5.1.0-RC4		N/A
org.ow2.jonas	jonas-web-container-tomcat	5.1.0-cxf-2.2		N/A
org.ow2.jonas	jonas-web-container-tomcat	5.1.1		N/A
org.ow2.jonas	jonas-web-container-tomcat	5.1.2		N/A
org.ow2.jonas	jonas-web-container-tomcat	5.1.3		N/A
org.ow2.jonas	jonas-web-container-tomcat	5.1.4		N/A
org.ow2.jonas	jonas-web-container-tomcat	5.1.5		N/A
org.ow2.jonas	jonas-web-container-tomcat	5.1.6		N/A
org.ow2.jonas	jonas-web-container-tomcat	5.1.7		N/A
org.ow2.jonas	jonas-web-container-tomcat	5.2.0		N/A
org.ow2.jonas	jonas-web-container-tomcat	5.2.0-M1		N/A
org.ow2.jonas	jonas-web-container-tomcat	5.2.0-M2		N/A
org.ow2.jonas	jonas-web-container-tomcat	5.2.0-M2-SR1		N/A
org.ow2.jonas	jonas-web-container-tomcat	5.2.0-M2-SR2		N/A
org.ow2.jonas	jonas-web-container-tomcat	5.2.0-M3		N/A
org.ow2.jonas	jonas-web-container-tomcat	5.2.0-M4		N/A
org.ow2.jonas	jonas-web-container-tomcat	5.2.0-M5		N/A
org.ow2.jonas	jonas-web-container-tomcat	5.2.0-RC1		N/A
org.ow2.jonas	jonas-web-container-tomcat	5.2.1		N/A
org.ow2.jonas	jonas-web-container-tomcat	5.2.2		N/A
org.ow2.jonas	jonas-web-container-tomcat	5.2.3		N/A
org.ow2.jonas	jonas-web-container-tomcat	5.2.4		N/A
org.ow2.jonas	jonas-web-container-tomcat	5.3.0		N/A
org.ow2.jonas	jonas-web-container-tomcat	5.3.0-M1		N/A
org.ow2.jonas	jonas-web-container-tomcat	5.3.0-M2		N/A
org.ow2.jonas	jonas-web-container-tomcat	5.3.0-M3		N/A
