au.id.tmm.tmm-scala-collections	tmm-scala-collections-core_3	0.2.0		28ba8d47c04a3d75e9cf34e62195ec833df9ac84
com.azure	azure-sdk-template	1.2.1-beta.796110		824fd85fa49bc22e0a65583ae3ee8d78f2ad131c
com.azure	azure-sdk-template	1.2.1-beta.8		f0b9e0a69ab69139e9b022cf508d909c2e6d9984
com.azure	azure-sdk-template	1.2.1-beta.802579		7caac51a9248d2d93f4b97ff8751694d6cf46ea3
com.azure	azure-sdk-template	1.2.1-beta.803251		15d681eb062a78f6cfb773437bf9550456b0bbee
com.azure	azure-sdk-template	1.2.1-beta.804764		b2843931f7026770b8ed88eb094225e130905c78
com.azure	azure-sdk-template	1.2.1-beta.804854		2ea08bc1a83c896869a92c1d21cf880441b93150
com.azure	azure-sdk-template	1.2.1-beta.804891		8ceafb78d882aa5f4e550c816384bf7caab1c0bb
com.azure	azure-sdk-template	1.2.1-beta.807479		0666bac555161b73dcc0a871b06b1021bebde0c2
com.azure	azure-sdk-template	1.2.1-beta.808181		72a425b006fb3d350b264219e2de6410df504e21
com.azure	azure-sdk-template	1.2.1-beta.808400		da12a5b0f8af5ddc18172370b21cae89a6540469
com.azure	azure-sdk-template	1.2.1-beta.816602		a87d7bbce5cab896198151238978ba4d40a001c0
com.azure	azure-sdk-template	1.2.1-beta.866845		132d61719a740a862daaeb2558b188143882267c
com.azure	azure-sdk-template	1.2.1-beta.866945		d4feab63fdd546a38d31639334657ddf83d499ca
com.azure	azure-sdk-template	1.2.1-beta.868831		989ad325e42364e2c78ecd27d6b802ec09e3883e
com.azure	azure-sdk-template	1.2.1-beta.869003		bf8427eb7b32e46b3a76d1cbaadd107361b6b198
com.azure	azure-sdk-template	1.2.1-beta.869256		942c8c7e810c7354a3e78bac925e3ed1477ef5a4
com.azure	azure-sdk-template	1.2.1-beta.873380		f47631b99bb96a151bde2eb02f05060599e30d10
com.azure	azure-sdk-template	1.2.1-beta.873410		94067b38ce0b86616f8f38fc3d84a0db4c210ad5
com.azure	azure-sdk-template	1.2.1-beta.877554		d4563a69c5cde470c27258e010f5d34ed51e1b48
com.azure	azure-sdk-template	1.2.1-beta.877569		1058cab2cc32d0b27f3af3902df2d020fc158c1d
com.azure	azure-sdk-template	1.2.1-beta.877886		3be849749c461dc8913f96d0a5093401b080503b
com.azure	azure-sdk-template	1.2.1-beta.9		861651861d11b54f21ab4a104d9076695b516b4c
com.azure	azure-sdk-template	1.2.1-beta.901110		197c85ddd2d5ffdaf44af301625e4cd8aaad721f
com.azure	azure-sdk-template	1.2.1-beta.901723		95e88403b2efe9597a91eb2e6ad0c9155a6b48b1
com.azure	azure-sdk-template	1.2.1-beta.909741		2fd6fb517a4e299068577c4745318bdf1aa0d448
com.azure	azure-sdk-template	1.2.1-beta.914226		a9d72ec7103d34a2ce8cc4520ad71c3c0f6bce9c
com.azure	azure-sdk-template	1.2.1-beta.914272		701b4ec052a528525b1b02f430f2f0ec13f4a134
com.azure	azure-sdk-template	1.2.1-beta.922280		cf13d5619cc4776160f3e370ae2f2f3d280842bf
com.azure	azure-sdk-template	1.2.1-beta.928034		c06b1a4ed6737cf9902cbbd4dfb72e156d884bfe
com.azure	azure-sdk-template	1.2.1-beta.928703		7752f8382f13ffe28cab0c673df29416c9b37c34
com.azure	azure-sdk-template	1.2.1-beta.940445		bfcc9deca3aece522e2801b2020454548e827d8f
com.azure	azure-sdk-template	1.2.1-beta.954537		97cf2eb3c121fabbd38b30dbc7c7f1fcf8d05042
com.azure	azure-sdk-template	1.2.1-beta.973663		c1e0672f3fb21436992d7c3fd9661e687f2bac95
com.azure	azure-sdk-template	1.2.1-beta.976430		73f93f4a00a9ff0d163679b45b941de0ca5f930c
com.azure	azure-sdk-template	1.2.2-beta.1		61ca004d2512ab2f584f148d887b32c91aa3c207
com.cedarsoft.commons.old	serialization-performance-test	1.6.3		25a50013fd48e9b1d175dc19fbc78fd85f57fbec
com.chaquo.python.runtime	chaquopy_java	12.0.1		3126a922572a81f32431e7a6db0762ea9848c70c
com.chaquo.python.runtime	chaquopy_java	13.0.0		ff17be3901434e8a8dcf12015a65f941f973d4ad
com.chaquo.python.runtime	chaquopy_java	14.0.2		ea2135abd21f5b715f051c7f9ffddf7e559e34a0
com.chaquo.python.runtime	chaquopy_java	15.0.1		0f6b564301b4e5aaf8bfaa1b2076dc1d6786b0f6
com.chaquo.python.runtime	chaquopy_java	16.0.0		7f7e88824b52b59eaa748093bd98822a8d3341a6
com.chaquo.python.runtime	chaquopy_java	16.1.0		8ae33fd5f914a0f029a1b670ed960b1a58dc7034
com.dirkheijnen	mediator	1.0		9ed8e06696579824ad7688bbef3b5aa9e3835456
com.eurodyn.qlack2.fuse	qlack2-fuse-chat-im-impl	2.2.1		43d13145d8c7a18f9422b2242fd6023bba5d070d
com.eurodyn.qlack2.fuse	qlack2-fuse-chat-im-impl	2.2.2		a7ed31c372eb4e004b3ebd2f46dcfa1037530e9c
com.eurodyn.qlack2.fuse	qlack2-fuse-chat-im-impl	2.2.3		dd8077c56cad4cf68b703918cccbb35295b1c6e4
com.eurodyn.qlack2.fuse	qlack2-fuse-chat-im-impl	2.2.4		3b08cd9dc8282dd0ee62cee47bd0f9fd7ce9b204
com.eurodyn.qlack2.fuse	qlack2-fuse-chat-im-impl	2.3.1		b0f953e4deb14c23c6ee01628551b7ee89ad919d
com.eurodyn.qlack2.fuse	qlack2-fuse-chat-im-impl	2.3.10		42a74a2128e3c25474601c91303ba14dd79847f8
com.eurodyn.qlack2.fuse	qlack2-fuse-chat-im-impl	2.3.11		70ca6465b244c8c61c15a9c7649e4763efa53446
com.eurodyn.qlack2.fuse	qlack2-fuse-chat-im-impl	2.3.12		861bef29d9d3b6c6f66f2fca3ea7385d00572d5d
com.eurodyn.qlack2.fuse	qlack2-fuse-chat-im-impl	2.3.13		5907e15e470cf30cd6d64b4df4ac10efc16a2578
com.eurodyn.qlack2.fuse	qlack2-fuse-chat-im-impl	2.3.14		5f152bc9ec2a526b2fb8c5111e676cd126c03b21
com.eurodyn.qlack2.fuse	qlack2-fuse-chat-im-impl	2.3.15		ab6dae1c2ec57a3eaf194ec427a211d6f98f79d8
com.eurodyn.qlack2.fuse	qlack2-fuse-chat-im-impl	2.3.16		8f29b2f5167aecfe3e5529a1bb803d61550d139e
com.eurodyn.qlack2.fuse	qlack2-fuse-chat-im-impl	2.3.17		b5c9fc760f62c35bc5f5c5fcf5be4f373a5fb087
com.eurodyn.qlack2.fuse	qlack2-fuse-chat-im-impl	2.3.18		e5a2a054fb27ad30f17846d59a497a4858272769
com.eurodyn.qlack2.fuse	qlack2-fuse-chat-im-impl	2.3.19		62426110a059f9b64d8b163450e909178c3d6eb6
com.eurodyn.qlack2.fuse	qlack2-fuse-chat-im-impl	2.3.2		1bc8caee3ba0c4dfb121c75ec789123cd665ab47
com.eurodyn.qlack2.fuse	qlack2-fuse-chat-im-impl	2.3.3		db7e48978d4a5f98569bd8d1469ab101e6a3dfef
com.eurodyn.qlack2.fuse	qlack2-fuse-chat-im-impl	2.3.4		71074e91e7523bee61f3c252f7ec6226825a5b9b
com.eurodyn.qlack2.fuse	qlack2-fuse-chat-im-impl	2.3.5		8d806ac97f7aad95e66c5bdc07da26c285e7a9bf
com.eurodyn.qlack2.fuse	qlack2-fuse-chat-im-impl	2.3.6		c649549f5bb07d81849b96fbfe6f1065490de25d
com.eurodyn.qlack2.fuse	qlack2-fuse-chat-im-impl	2.3.7		051c226f149d0e50e52da8668f61e50d6623d655
com.eurodyn.qlack2.fuse	qlack2-fuse-chat-im-impl	2.3.8		5738e4ff9c5511a7a1cf0253979922b467f712a0
com.eurodyn.qlack2.fuse	qlack2-fuse-chat-im-impl	2.3.9		941a6c943f9c35cc455425a455b97954f391691a
com.facebook.presto	presto-expressions	0.228		f1d025c3bb456a126f2c3f2148cb610403b727de
com.facebook.presto	presto-expressions	0.229		ec25a851517befc5672ece0027c7f0bfb482ea3c
com.facebook.presto	presto-expressions	0.230		3be97ea81c4c84b4165167784ee3e3301a7c5703
com.facebook.presto	presto-expressions	0.231		274e7491a7990934db7762009558a70b5af7a9fb
com.facebook.presto	presto-expressions	0.231.1		2caef21c534dc0a185a5e34096b1c527860729cf
com.facebook.presto	presto-expressions	0.232		4c5cef95ef816286e7b16cf4f033129bbf84722d
com.facebook.presto	presto-expressions	0.233		9a8adf3b1d5ced07b8c8f503b71cc20d94ec56cc
com.facebook.presto	presto-expressions	0.233.1		45dbf248dc07f55eb79161418a3e7ad2837962e9
com.facebook.presto	presto-expressions	0.234		19f231bfaff2cc0c4a17983254c4a690ef7d19ef
com.facebook.presto	presto-expressions	0.234.1		7f5d068317e4e82287f86cbaaa6d9e97f45c07ae
com.facebook.presto	presto-expressions	0.234.2		a2a4a938f4706a5ebbc859f7ec3203bae3bf3d58
com.facebook.presto	presto-expressions	0.234.3		6806ac3c3d47e81b628f61e1e44e0f6730096fe0
com.facebook.presto	presto-expressions	0.235		11673a2ca59e787707633e5f6bd3964d2eb3d6ef
com.facebook.presto	presto-expressions	0.235.1		e98e8d7b5e71e636c4a134d163ea15436a06b0f7
com.facebook.presto	presto-expressions	0.236		7e17bb401a2a7574b79b93b0d7ab5b62dd809a2c
com.facebook.presto	presto-expressions	0.236.1		91565bdadf2387f8645a8c6b0784324778899d21
com.facebook.presto	presto-expressions	0.237		d2111a705f1a591926305b94bffcad242d7c2bb9
com.facebook.presto	presto-expressions	0.237.1		dc771191dba5d207feb3c6b2cbc2ecd2d36d1677
com.facebook.presto	presto-expressions	0.237.2		65a4dddb0bc00e9a1b49e7a05a1b31ec9335ca3f
com.facebook.presto	presto-expressions	0.238		639c51a0ce0ae3b92d41bee7bd241933873d3448
com.facebook.presto	presto-expressions	0.238.1		ab30106232f458acbafb32220b55b0f2630861f2
com.facebook.presto	presto-expressions	0.238.2		3f2b96e7263ed3564c13352a5240eae638cf73ef
com.facebook.presto	presto-expressions	0.239		7bf03ee5e037de9e057d43d3803d0aa75bbdad1f
com.facebook.presto	presto-expressions	0.239.1		3fd101fe6358a9f2b369f2213020190da3b31b07
com.facebook.presto	presto-expressions	0.239.2		72423834b1c7076a52ee572d7f7a47ac51bfa1e0
com.facebook.presto	presto-expressions	0.239.3		99ed1a69bcb4e3d4345b7cb8a41486a1d15186e3
com.facebook.presto	presto-expressions	0.240		f170b6850d8c94bc262b55ac17330506ebd03c89
com.facebook.presto	presto-expressions	0.240.1		eb778c87f3710c3983b6d21de594dd8c9fd375e7
com.facebook.presto	presto-expressions	0.241		ad7fcfd4391d2d78b8176e69d1846de59e5ce3e7
com.facebook.presto	presto-expressions	0.242		186861ad967aa55e122a1e2af9534ebb03f12ad9
com.facebook.presto	presto-expressions	0.242.1		26c7a9e1b591c17c801a3b4982165c40e7a14563
com.facebook.presto	presto-expressions	0.243		a2e3c48ab77b89146438dd0859f8ea05a545b909
com.facebook.presto	presto-expressions	0.243.1		40b6394cf466acd15ab78eca70a31052c2ed8244
com.facebook.presto	presto-expressions	0.243.2		e14b70eb73a4f0ffcfa58dd191590dde557f66da
com.facebook.presto	presto-expressions	0.243.3		597ef87dac2ea3bfade42df2a8ca01b63b8655dc
com.facebook.presto	presto-expressions	0.243.4		fc96068120aef6d49c81a63b5fd40e0e13d8d2cd
com.facebook.presto	presto-expressions	0.244		535cbd4d06ef618c32912f0d4ce153cdde6f4050
com.facebook.presto	presto-expressions	0.244.1		a0a6b7baa28b19d57200626af105e2022af31daa
com.facebook.presto	presto-expressions	0.245		8265e7ae724270e75c131a234e09a1a8fe4895c8
com.facebook.presto	presto-expressions	0.245.1		bb6eb59ceb52d5ab1757d6e0cdf50c8b8318e8b2
com.facebook.presto	presto-expressions	0.246		b03a03883b42b81b5579be38c447d4cab71ff288
com.facebook.presto	presto-expressions	0.247		8b06017173522d723b01b94ad0eb47b904172679
com.facebook.presto	presto-expressions	0.248		3c72796fac6061c8d4e431c0db2d0f9c759faee1
com.facebook.presto	presto-expressions	0.248.1		95a6a6c1d4b599f48e4ef72e6d0243d770e7d88a
com.facebook.presto	presto-expressions	0.249		2281f2c772fe0888477dec05f3aed01edcd903f0
com.facebook.presto	presto-expressions	0.249.1		f0b1220ea910e2c1d74f35b73e1269abaf0c1310
com.facebook.presto	presto-expressions	0.250		ce074997ee0888cddfe7c397be3e91eadadc6d43
com.facebook.presto	presto-expressions	0.251		bd30ab28fc9e42c0d60bbbdbbffb6fe55ff0291d
com.facebook.presto	presto-expressions	0.251.1		cc110d86451129eed17a4ddacd168b26ca39d6c7
com.facebook.presto	presto-expressions	0.252		f8a2abc546e3542d8a4ed45e6301e4d6499e1c5f
com.facebook.presto	presto-expressions	0.253		c57a392942be81101ac841b1c294339298dbf68b
com.facebook.presto	presto-expressions	0.253.1		fc4a3c02b0a0e883aea18b5126681587a0d384d8
com.facebook.presto	presto-expressions	0.254		1370f54fdf859a8546013128614ce8171dbcb874
com.facebook.presto	presto-expressions	0.254.1		964e03d807129ae27d24ed69e2404ae145d23fa5
com.facebook.presto	presto-expressions	0.255		71536f1a86ff97fe41e8bc6c1b572a9d3039cf06
com.facebook.presto	presto-expressions	0.256		fb71a62107a1c352d929583f036bc20c60c02027
com.facebook.presto	presto-expressions	0.257		67290e2496d1507340a2569f8141ddcd1c4634f6
com.facebook.presto	presto-expressions	0.258		c588e262e9ab5c935c3b5ba7e43b693cc6b97c31
com.facebook.presto	presto-expressions	0.259		859539d2c497106b4cca90f5979bf1b181bccab4
com.facebook.presto	presto-expressions	0.259.1		8f7175437a6054192419099bacd2e7598acc1077
com.facebook.presto	presto-expressions	0.260		aa6ecbeeda5bc7027732327b0eaf14708cb9ad4c
com.facebook.presto	presto-expressions	0.260.1		7379bf89b72bd33ae9c1540225aed9dc21081c60
com.facebook.presto	presto-expressions	0.261		9b5845b539e4bd954d0d1b44345c2fbb9420083d
com.facebook.presto	presto-expressions	0.262		7fa415f18394035fd951d8a650a3ce600dfb503a
com.facebook.presto	presto-expressions	0.263		42149c56509af288a688b5b3a3acee22ca2665b0
com.facebook.presto	presto-expressions	0.263.1		52e0385e2630d611dc85242c3090562e5173a347
com.facebook.presto	presto-expressions	0.264		1a374e961f68300e74d94a7c9515bc79b34c225e
com.facebook.presto	presto-expressions	0.264.1		09b63bffcf946a5b8ad9a4ca44ed211c128e2a8e
com.facebook.presto	presto-expressions	0.265		46aa50074d6081cdd37906a00dc41b8ca017a4e3
com.facebook.presto	presto-expressions	0.265.1		2dc83caccc73ebb178b8e07819e4d4d1bdbde45e
com.facebook.presto	presto-expressions	0.266		965b2cc8a263e73d6bd788c9ff315055678af659
com.facebook.presto	presto-expressions	0.266.1		dd2920c89232a738546f89e8f30e830543265926
com.facebook.presto	presto-expressions	0.267		7825b5ada780a295158554d93bd20f6f4f86af1f
com.facebook.presto	presto-expressions	0.268		8610246d86a24a13104364a31fed77ecb69f2d68
com.facebook.presto	presto-expressions	0.269		2a815ca5d74fbd9b8256b269c0cf2eca4bc4578b
com.facebook.presto	presto-expressions	0.270		8349df058639cadcd428c46bf6736019efc41a6a
com.facebook.presto	presto-expressions	0.271		65fa7982527b826dbb5127e2411b7c05839a7e71
com.facebook.presto	presto-expressions	0.271.1		76ca56d18f7eac50d0094f126a3c8438481e3f03
com.facebook.presto	presto-expressions	0.272		b9f257d9df03cf49916e8351ae1dc8706589ef9f
com.facebook.presto	presto-expressions	0.272.1		2b49b2c8ab22694c32366915677c8f6107526fc1
com.facebook.presto	presto-expressions	0.273		31d517531caac7f38293dcc20fd89a8177c230b9
com.facebook.presto	presto-expressions	0.273.1		d7038ec2bfd788024f747c20f0d4d321de7752a3
com.facebook.presto	presto-expressions	0.273.2		cbda3f366fb96335e342cee7c5bd659137662a13
com.facebook.presto	presto-expressions	0.273.3		dd5191f40a0f45e96f1fcfdb6803a51dd877a5e0
com.facebook.presto	presto-expressions	0.273.4		cbe55eabb530a20e58e6aa4c0eb81c52f786da17
com.facebook.presto	presto-expressions	0.274		7155652733cf77aa3c76e6c77658e838b8f46dbb
com.facebook.presto	presto-expressions	0.275		a53f3f4d029e7d6056c1ea0344d96e0f2128bc5e
com.facebook.presto	presto-expressions	0.276		6eb7bb6c5d8300845727440f03e5b5fc53443052
com.facebook.presto	presto-expressions	0.276.1		bebe1b7cd3488271e7738f59ee67816667169190
com.facebook.presto	presto-expressions	0.276.2		e2183df2cc579fdab0251f392f3e21d769cc1ec7
com.facebook.presto	presto-expressions	0.277		2be4d84b643e7514fb7fbf5ccd40d4c3d6377bec
com.facebook.presto	presto-expressions	0.278		3067cbd49f04f75eab8639ffee6c96aea05d00df
com.facebook.presto	presto-expressions	0.278.1		c8b87d6e68fe2f74734cbe67b49c9de04caf147c
com.facebook.presto	presto-expressions	0.279		550f868ab84bbd66b096b0887a89c92408cb395d
com.facebook.presto	presto-expressions	0.280		2e81d370c087309e5c60df40c917507d5d3618ae
com.facebook.presto	presto-expressions	0.281		4452cac6d5439b26da43984b9f0b897ac69bc2be
com.facebook.presto	presto-expressions	0.282		70fdf2c3e46779812207dd0ab287330299e944c1
com.facebook.presto	presto-expressions	0.283		fa2fd4fb18e8c747caeff1f40d44219bda08ba82
com.facebook.presto	presto-expressions	0.284		89ba80544bd4ce7c7eed99ec8545e63c3444330e
com.facebook.presto	presto-expressions	0.285		73f6d0452c2eb3ead6952123ae72df74a56dd4dd
com.facebook.presto	presto-expressions	0.285.1		3a85d23dd33c7902ae46538a54725df895ec3faf
com.facebook.presto	presto-expressions	0.286		f2498f5bf11105fdb72eb605b3f78d4b048212cd
com.facebook.presto	presto-expressions	0.287		0697b9807966d48d4f5ec0c01ba019a6a19b9034
com.facebook.presto	presto-expressions	0.288		848d297eec58db38c4d71c39420061fab88b503f
com.facebook.presto	presto-expressions	0.288.1		09eb1f2a171c9a2e79a96b6b4d656534d4275722
com.facebook.presto	presto-expressions	0.289		1137e3eb624a0596c0ae3a0098f79f21fe9ecb9b
com.facebook.presto	presto-expressions	0.290		d364bd591eb2dd02c933ff6ab79d7b8949b42bd4
com.facebook.presto	presto-expressions	0.291		cf892fdd3ff26fcb81b2a6147f6cb67361a55ca1
com.facebook.presto	presto-expressions	0.292		9eb559cfee4b657c3e97ffae860a805bbd72436a
com.filippodeluca	jsonpath-ast_2.13	0.0.16		842a02ef44656e7df787ebe35d4d3d866ff96350
com.filippodeluca	jsonpath-ast_2.13	0.0.17		a548f547d603208373b271c2984ef1c7cc2f9cc6
com.filippodeluca	jsonpath-ast_2.13	0.0.18		aec6c907c6d0c73cef4fd1dbbde79d830812d4e7
com.filippodeluca	jsonpath-ast_2.13	0.0.19		595bdcfec26c68a213ec16bae5360bc0ba1d1c7a
com.filippodeluca	jsonpath-ast_2.13	0.0.22		ae41a53fa5f6e3ceac2f64e01d2c49336e59566a
com.filippodeluca	jsonpath-ast_2.13	0.0.23		015f77117bb700aea3db82b3b14181b2500713c0
com.filippodeluca	jsonpath-ast_2.13	0.0.24		ee597b9da7b6fa81f9dd3605165ea8c26cd58b04
com.filippodeluca	jsonpath-ast_2.13	0.0.26		559b498b00d448d4e2d2c256ec23be9804f555b4
com.filippodeluca	jsonpath-ast_2.13	0.0.27		460b8701e8c8221ce58c0d6a2920e50f5865de32
com.filippodeluca	jsonpath-ast_2.13	0.0.28		982ebeb4c8c43724e3e2a5861137bbc858ac091d
com.filippodeluca	jsonpath-ast_2.13	0.0.28+3-c515eb57		455e13e42d2f799afa9a76a55484c0056cc42cf1
com.filippodeluca	jsonpath-ast_2.13	0.0.28+4-e8ab35be		67f46cca329a409578f228694381804bbaab54b5
com.filippodeluca	jsonpath-ast_2.13	1.0.0		ddfc13007f964d17d4c028d9681cc5ffc3414a51
com.filippodeluca	jsonpath-ast_2.13	1.0.1		8c5b6d4081356dc2e0338f875bbf49d021672b0e
com.geektcp.common	thy-config	1.0.0.RELEASE		8d9ff0c982594e89333d4c0717176a7b0e81808f
com.geektcp.common	thy-config	1.0.1		418be336554a726515f15b1d99e807313fcafe81
com.gitee.qdbp	qdbp-jdbc-spring	1.0.0		98635ef48894c309af10cd49b85172dd2d8708a5
com.gitee.qdbp	qdbp-jdbc-spring	1.1.0		dc3d7844249a6598cf8457eb4c44033b6ab51ad3
com.gitee.qdbp	qdbp-jdbc-spring	1.2.0		555e3695dce7543d3f9510ee56ae9b5910cf2cec
com.gitee.qdbp	qdbp-jdbc-spring	2.0.0		056c281dc237c8c9ea790ee3dac1c890b75211f8
com.gitee.qdbp	qdbp-jdbc-spring	3.0.0		5fe8f2032fbd5816f014aa7523af21da2cdfed74
com.gitee.qdbp	qdbp-jdbc-spring	3.1.0		deb96a63c6820df64d26743ecc07109a6bfd0409
com.gitee.qdbp	qdbp-jdbc-spring	3.1.1		5c608bfb4407a5740aed05a4ffba7aa122894aef
com.gitee.qdbp	qdbp-jdbc-spring	3.2.0		f44b15cfdeb7319989746698b22e85c06c26c5dd
com.gitee.qdbp	qdbp-jdbc-spring	3.2.1		f648a21ee7f60b3c07cb4484e1512adbb87661e2
com.gitee.qdbp	qdbp-jdbc-spring	3.2.10		d2226cc0246825dbd9539c097116f44cf47d695f
com.gitee.qdbp	qdbp-jdbc-spring	3.2.11		33a1b70b8e4544474db4cde73f9d9fe398f3323b
com.gitee.qdbp	qdbp-jdbc-spring	3.2.12		e89528a9509a9ae6dc0476c323b6426c17918b7d
com.gitee.qdbp	qdbp-jdbc-spring	3.2.13		51dc241a1b9f77ca435e032c6ea309e9a01c1086
com.gitee.qdbp	qdbp-jdbc-spring	3.2.14		d221c22ce020b99f1d288b9a77a549db8ec16188
com.gitee.qdbp	qdbp-jdbc-spring	3.2.15		8ac3cfb18055fd9ecc9373a55b0dcfa25e3f8b83
com.gitee.qdbp	qdbp-jdbc-spring	3.2.16		fe605b8df86b283d99cdf377130699488ab757ab
com.gitee.qdbp	qdbp-jdbc-spring	3.2.17		d934b9db29bf789e2c82298207786b310966d700
com.gitee.qdbp	qdbp-jdbc-spring	3.2.18		98c17496d445739451835650f1a77622acc10d70
com.gitee.qdbp	qdbp-jdbc-spring	3.2.19		e119ae912c1d1d372549c8a9f4d06f30b8f9a02c
com.gitee.qdbp	qdbp-jdbc-spring	3.2.3		ae35c43561e290b67694e7d895660aa6396119a7
com.gitee.qdbp	qdbp-jdbc-spring	3.2.4		cd5f56726e89a727b55de9804b13631edab2f8c2
com.gitee.qdbp	qdbp-jdbc-spring	3.2.5		ecfb9b28b0bd077172366b5f4410cddeb86294b7
com.gitee.qdbp	qdbp-jdbc-spring	3.2.6		509a64346e6efbe20513cf5853ad28d9b3401416
com.gitee.qdbp	qdbp-jdbc-spring	3.2.7		6380ed0ce741c2636cd3c619c0ca7e4c7ef279c5
com.gitee.qdbp	qdbp-jdbc-spring	3.2.8		ecd9aed4861d0276fab57b750ed1e5adfddc0713
com.gitee.qdbp	qdbp-jdbc-spring	3.2.9		cc83e82ff35aff841a255b0b8382185662913f56
com.gitee.qdbp	qdbp-jdbc-spring	3.3.0		c5faf0d8f31debfc4eae472eceebfcfffb2783f6
com.gitee.qdbp	qdbp-jdbc-spring	3.3.1		38d34e18a61a504796798b5177d1c7e8021e70b7
com.gitee.qdbp	qdbp-jdbc-spring	3.3.2		57e9232bcaee65e8460ceffd4c933db859cc6c12
com.gitee.qdbp	qdbp-jdbc-spring	3.3.3		6fd68f05cffb14cf59e14a956b2dd8ce46dab477
com.gitee.qdbp	qdbp-jdbc-spring	3.3.4		bf87c95df0d184f0693e9b69c44ec4edb97c2302
com.gitee.qdbp	qdbp-jdbc-spring	3.3.5		0f6597b353218bb876bda577b51e85335c9fb826
com.gitee.qdbp	qdbp-jdbc-spring	3.4.0		c273a6884e36f394eae6547bfd686842b766127f
com.gitee.qdbp	qdbp-jdbc-spring	3.4.1		5eb8e1774c220299ab1e68f06622878f7226a9bf
com.gitee.qdbp	qdbp-jdbc-spring	3.4.2		539e087c504c1ebb51e2cf05f1bab4c115938bc4
com.gitee.qdbp	qdbp-jdbc-spring	3.4.3		ba67e84e40b361d472dae89e4be7e400df4ae67b
com.gitee.qdbp	qdbp-jdbc-spring	3.4.4		49cc472dce452c7ad4919739c309dc8e092039d8
com.gitee.qdbp	qdbp-jdbc-spring	3.4.5		44cc7eded38174c68a177960920436ebe901179c
com.gitee.qdbp	qdbp-jdbc-spring	3.4.6		beabb89ec358a6440c76febb3c905743152db296
com.gitee.qdbp	qdbp-jdbc-spring	4.0.0		e43c3aacd8b36db6188e8986fbcb616bf6b2e59c
com.gitee.qdbp	qdbp-jdbc-spring	4.0.1		7a9d72ae073534f5e32b281c03075f8931e8c4c7
com.gitee.qdbp	qdbp-jdbc-spring	4.0.2		73436dcc728ff0ca69d869e206b3bff0dd4c3028
com.gitee.qdbp	qdbp-jdbc-spring	4.0.3		289d41cbbacd5f655a5fdd4e73bf82ad86004fd0
com.gitee.qdbp	qdbp-jdbc-spring	4.0.4		40986ad934aea30182c270079f9fd6d51b4fad26
com.gitee.qdbp	qdbp-jdbc-spring	4.0.5		99f968af7bdecf896d945b1f074446286f85ea9b
com.gitee.qdbp	qdbp-jdbc-spring	4.0.6		6f2f6f0ccfc50483012e9f02afbba1bec8050e71
com.gitee.qdbp	qdbp-jdbc-spring	4.0.7		4b9a30d57a6575f1ae81a0ecba36cbf223d067d7
com.gitee.qdbp	qdbp-jdbc-spring	4.1.1		d160800114856fed4c66bae6d818a4be239eafcb
com.gitee.qdbp	qdbp-jdbc-spring	4.1.11		94bb9d397b9364d3074f69f3a1f0d1d3378fb172
com.gitee.qdbp	qdbp-jdbc-spring	4.1.12		ddcba05a854e41c16146cd0c88cfed0c7809522a
com.gitee.qdbp	qdbp-jdbc-spring	4.1.13		a7f16ec24154bab1bab4dd414bf8a0b0246537d9
com.gitee.qdbp	qdbp-jdbc-spring	4.1.14		9433b9936cb6a6f824248c39349cf2d45ebafaca
com.gitee.qdbp	qdbp-jdbc-spring	4.1.15		be1f4a45ed52ad8c1c1098fc9f72b80a768a57ff
com.gitee.qdbp	qdbp-jdbc-spring	4.1.16		72dd2c0435923578936bd61a80f0eabc2bf23166
com.gitee.qdbp	qdbp-jdbc-spring	4.1.2		bf643408a2c74c1d7e8777c1f200a9b939da93b2
com.gitee.qdbp	qdbp-jdbc-spring	4.1.4		32f6a50a5f46164172ac083fa7323792831f88da
com.gitee.qdbp	qdbp-jdbc-spring	4.1.5		2a75c2c29ff4983278c46fb4bcbffe1e814c74d8
com.gitee.qdbp	qdbp-jdbc-spring	4.1.6		7ed4561138c1ff77e46cb807f6c151618f56d165
com.gitee.qdbp	qdbp-jdbc-spring	4.1.7		2654b577e8430bf7b6f14d3619d3e90dd40860f6
com.gitee.qdbp	qdbp-jdbc-spring	4.1.8		3493af453a0c12920042486b9b310f3eb62d09e8
com.gitee.qdbp	qdbp-jdbc-spring	4.1.9		75441a401c297397211939c3124a67fc3f9cab1c
com.gitee.qdbp	qdbp-jdbc-spring	4.2.1		2997b5d9c2acb6b35a5285891bd8038cd445e489
com.gitee.qdbp	qdbp-jdbc-spring	4.2.10		3bfff95bf49bbaf6cc32d23923f15f12a2595d3a
com.gitee.qdbp	qdbp-jdbc-spring	4.2.11		349b655a97bf77fd4966455acab3b9dc810f51e2
com.gitee.qdbp	qdbp-jdbc-spring	4.2.2		e611716db4b1a31682d6bef49beedbc464d1a965
com.gitee.qdbp	qdbp-jdbc-spring	4.2.5		513c994b162c9607f5e146974e340c46c4a1c2a2
com.gitee.qdbp	qdbp-jdbc-spring	4.2.6		9bf41c4e96385bfb030c4ae8786523ccd5a2a4bc
com.gitee.qdbp	qdbp-jdbc-spring	4.2.7		8943a0fb0d97591e18f216a50fe935c2f21b6ba6
