at.released.cassettes	cassettes-playhead-mingwx64	0.1-alpha01		N/A
ee.sk.smartid	smart-id-java-client	1.3		834b2b792794d0041f2a35d0c273fd882caf43a6
ee.sk.smartid	smart-id-java-client	1.4		c18584d0758340e240e9b0c4572f2c38d17605ae
ee.sk.smartid	smart-id-java-client	1.5		865203fd695ae0cec2afae03ffc7de9b7d8bd1aa
ee.sk.smartid	smart-id-java-client	1.5.1		fe0e4816f4fe86373341147ab944ee57b69bb62a
ee.sk.smartid	smart-id-java-client	1.6		a20ec5dd13b9d8f49e04c05c8c5b6a6858d04672
ee.sk.smartid	smart-id-java-client	2.0		32240630f86649e3238114a68fe3a8be284f28ca
ee.sk.smartid	smart-id-java-client	2.1		e377b5689e464a0d7758d27e8aadb3d57ad20a24
ee.sk.smartid	smart-id-java-client	2.1.1		deb4781af5e097805d58d1ac16ea5fde8e2fbc35
ee.sk.smartid	smart-id-java-client	2.1.2		470588bea7c19c7a61cc3f0afd288d13e2372408
ee.sk.smartid	smart-id-java-client	2.1.3		ee7ffcbac88a9038881d6fc68d9d35bb8315f8b6
ee.sk.smartid	smart-id-java-client	2.1.4		5cafa354965911d930d8e2107a49be56b2045677
ee.sk.smartid	smart-id-java-client	2.2		3861573bffc1d7f6123b7cfdcd17c8d3b24998cf
ee.sk.smartid	smart-id-java-client	2.2.1		7a593b934f6878bef9ca12fd45071f90f50063c9
ee.sk.smartid	smart-id-java-client	2.2.2		8bc2df69f17a8b21c4f75cf82a775ced158b90de
ee.sk.smartid	smart-id-java-client	2.3		c9b7430e076910102e8721fd5b40ed8cec6a130d
ee.sk.smartid	smart-id-java-client	2.3.1		c2ae0e2de93365c58930931fd6c63793572e4c6b
ee.sk.smartid	smart-id-java-client	v2.1		da361447e2716848f4e85c1e3c75b644987b5a52
es.gob.afirma.jmulticard	jmulticard	1.4		19cd059f9c95119eeb82a43a113b9c5d1e5d7ef0
es.gob.afirma.jmulticard	jmulticard	1.5		088076948d744f78ea14836fee3ae493250fd1e5
es.gob.afirma.jmulticard	jmulticard	1.6		f10d6763e846c1d06787fdd39385d5d01f628ca9
es.gob.afirma.jmulticard	jmulticard	1.7		27880838527c48f53d4a2030e3746570acc67b61
es.gob.afirma.jmulticard	jmulticard	1.8		d53c51b1fadd3bb3afedd694a7cc7eb023a3e46a
eu.codlab	kotlin-permissions-bluetooth-android-debug	1.17.0-alpha1		N/A
eu.ralph-schuster	jackson	4.0.0		b45d9610930de629634f00daf4f3966585bef955
eu.ralph-schuster	jackson	4.0.1		2c8b8ccecc06cae673e5229c51a136534c4b7e0f
eu.ralph-schuster	jackson	4.0.2		e4b70429ccdd3561257f8cfbb5bccdef1980afa4
eu.ralph-schuster	jackson	4.0.3		6e8ac4ed2dc21980cc9f54d22ef2c9623046e0fd
eu.ralph-schuster	jackson	4.0.4		99a447e590956268c36a5420e18dfa44d4d3311e
eu.ralph-schuster	jackson	4.0.5		36edea8cda0c736ce29b2bbb984f998cf1249925
eu.ralph-schuster	jackson	4.0.6		375a8ab41370cc24aafb56fa414a1a4cd19cbecb
eu.ralph-schuster	jackson	4.1.0		63c70575f69bfe90ba9639ae10c05b3975a83e33
eu.ralph-schuster	jackson	4.1.1		4681298056f85d91b839cf903be2d2d35be2682f
eu.ralph-schuster	jackson	4.1.2		722838e44b32ae8db86835c84cdc67a654d1b51c
eu.ralph-schuster	jackson	5.0.0		542884db0eb14c4f118a3cd9b91abe1d318294a2
eu.ralph-schuster	jackson	5.0.1		1751a0a41715684e0989a21ad396e6785cc0bd6f
eu.ralph-schuster	jackson	5.0.2		0ea601486cd9fc01cb05dab126692aa61f64cfcb
eu.ralph-schuster	jackson	5.0.3		aedfa823b46ad0a5add9beaa29b06f47964ef95c
eu.ralph-schuster	jackson	5.1.0		98fa76a2e238ea09d3ee5a50a55305954122f690
eu.ralph-schuster	jackson	5.2.0		f4100af8c1faea69be7ee5d11155b3978b971425
eu.ralph-schuster	jackson	5.2.1		47a8755683a84863811cda912458c2ea40a34b2e
eu.ralph-schuster	jackson	5.2.2		e64bb02eea33728f384857acc22fc94d43eeb168
fr.haan.bipak	bipak-core-watchosx64	0.9.0		N/A
fr.haan.bipak	bipak-core-watchosx64	0.9.0	metadata	02f4fa16fa9932265cd4f7abf905c563519322ad
fr.haan.bipak	bipak-core-watchosx64	0.9.1		N/A
fr.haan.bipak	bipak-core-watchosx64	0.9.1	metadata	02bea5e079be762a89e2c39c33cbe478172954b6
fr.haan.bipak	bipak-core-watchosx64	0.9.2		N/A
fr.haan.bipak	bipak-core-watchosx64	0.9.2	metadata	b26c31bea46350204bf1303d8353b8228a99bb0f
io.appulse.encon.java	encon	1.0.0		62a322668eba6d337d774b7afe503e6cc372449a
io.cdap.cdap	cdap-api-spark2_2.11	6.0.0		33311f12134e1dc1b25457fe3a483a2fe658f697
io.cdap.cdap	cdap-api-spark2_2.11	6.1.1		7ba305272c99dab8aa82635236267cc8120c196a
io.cdap.cdap	cdap-api-spark2_2.11	6.1.2		95c5807bf4306b4bc7eb7e755a569e98dd5f0f06
io.cdap.cdap	cdap-api-spark2_2.11	6.1.3		084745c08f0cf1c08eaced00a407d191ca1f4334
io.cdap.cdap	cdap-api-spark2_2.11	6.1.4		64fe713784004d9fe4c92cd7788fd0aca2271245
io.cdap.cdap	cdap-api-spark2_2.11	6.2.0		3760dfdd7cae56ea72a884d69782c2977edf69ed
io.cdap.cdap	cdap-api-spark2_2.11	6.2.1		e4bb3df900bf76b876936ba3ada179f0a1ff5af8
io.cdap.cdap	cdap-api-spark2_2.11	6.2.2		1bfd45215528f4b18b90400d978a4bce9aa3d110
io.cdap.cdap	cdap-api-spark2_2.11	6.2.3		749cd87afc4554497dab5ce382b5098a88d2799d
io.cdap.cdap	cdap-api-spark2_2.11	6.3.0		3d166f248d2313b40f4bdcd006793d61d69faac5
io.cdap.cdap	cdap-api-spark2_2.11	6.4.0		2069c9d5b52f729eee05785d49c33e9fb376ff83
io.cdap.cdap	cdap-api-spark2_2.11	6.4.1		57f11102e376fa01a4c8347c692ddaee26ac64f4
io.cdap.cdap	cdap-api-spark2_2.11	6.5.0		68978404bb16371b01a5e80d727557c2007c921a
io.cdap.cdap	cdap-api-spark2_2.11	6.5.1		3ce229b2aaa71b62ead224d7c7cd78d83e85b4ea
io.cdap.cdap	cdap-api-spark2_2.11	6.6.0		d77e8015ded276a3b383a4584c12e5b5b86d2fde
io.cdap.cdap	cdap-api-spark2_2.11	6.7.0		a7bf0adcc8c0690846a2df3cdd07e007229e8e9c
io.cdap.cdap	cdap-api-spark2_2.11	6.7.1		57c70c967a79b95cd78f427d620272c7441b81e7
io.cdap.cdap	cdap-api-spark2_2.11	6.7.2		8675ab454798e51065a9082e53abeeee25d8c05d
io.cdap.cdap	cdap-api-spark2_2.11	6.7.3		5991f6a3dc234c755f8680224905531fd0d2d6ad
io.cdap.cdap	cdap-api-spark2_2.11	6.8.0		3187e9ce937cd9f33f2c707da48935c59bc6bc64
io.cdap.cdap	cdap-api-spark2_2.11	6.8.1		814539b7bba75ec9ce824f6efc90cb9e2ee865d4
io.cdap.cdap	cdap-api-spark2_2.11	6.8.3		ca7f4beb5b46f446537a38b3aafa0b70a166e2ba
io.chrisdavenport	circuit-http4s-client_2.11	0.0.1		39c373c5e4588745566fa5d3005fbab1fb4dddcc
io.chrisdavenport	circuit-http4s-client_2.11	0.2.0		043de355b1509b3e51f184ca88407d579538a90b
io.chrisdavenport	circuit-http4s-client_2.11	0.2.0-M1		d69cb0fa375f6b62b99cbf56461c6def8a1c6698
io.chrisdavenport	circuit-http4s-client_2.11	0.2.0-M2		b775f25f31e5b4676ae1f1e3720589e0a753dffe
io.chrisdavenport	circuit-http4s-client_2.11	0.2.0-M3		75f5d24370f732637ae427f33fed211a577be2e7
io.chrisdavenport	circuit-http4s-client_2.11	0.2.0-RC1		208307fb7b4e75af032be9e1f635f05ae0d8bdd7
io.fabric8.zipkin.examples	zipkin-hello-world	0.1.0		8de0d828e57017b00f3e2f2872aefbdeae198e09
io.fabric8.zipkin.examples	zipkin-hello-world	0.1.1		35ae636f60aec50299c41bc01d609ea40d6fae19
io.fabric8.zipkin.examples	zipkin-hello-world	0.1.10		ea881cb2fe54bc5e5f9c5ff7fffd5d4904ef9508
io.fabric8.zipkin.examples	zipkin-hello-world	0.1.11		a3d2656d022c616d1dd755b1ddcac76a52f6f76f
io.fabric8.zipkin.examples	zipkin-hello-world	0.1.12		a3a8e225be8348f9ee11d2a7c72f070554987168
io.fabric8.zipkin.examples	zipkin-hello-world	0.1.3		11920bafe536a9e1a8cdb9e5cfa65d1633838374
io.fabric8.zipkin.examples	zipkin-hello-world	0.1.4		f6da250aeed909d305ca5ffd671928d9021359db
io.fabric8.zipkin.examples	zipkin-hello-world	0.1.5		d4d783a0b852f28e762c03a285cfde39680e58dd
io.fabric8.zipkin.examples	zipkin-hello-world	0.1.7		d256cef6758c67899db785e88119d9823b52cc09
io.fabric8.zipkin.examples	zipkin-hello-world	0.1.8		1c4b4448e8a197bff76e857d96091520f5f85e1f
io.fabric8.zipkin.examples	zipkin-hello-world	0.1.9		769e2c731c2016a7cf66bab18170d15274e14813
io.github.daviddenton	konfigur8	1.1.3		05d1395a68bb6332989657c8bfc20cddd3b1f234
io.github.daviddenton	konfigur8	1.3.0		f806f027e616c168619d9a469a294b8d705c0751
io.github.daviddenton	konfigur8	1.4.0		99c5ec2a02208b60ce1be93b081b371a7cc017fe
io.github.daviddenton	konfigur8	1.5.0		a861d5cd8d13557027d87e2060d76d5e2959c7dc
io.github.daviddenton	konfigur8	1.6.0		2b64cc0ae6615d138b7eb02811f66333dc6d0052
io.github.daviddenton	konfigur8	1.7.0		4d5928390f0db50b862631717a31639966eda6a4
io.github.jan-tennert.supabase	functions-kt-watchosarm64	1.2.0		N/A
io.github.jan-tennert.supabase	functions-kt-watchosarm64	1.2.0	metadata	04b53230724cc49507adad501d6a71a4be942ce5
io.github.jan-tennert.supabase	functions-kt-watchosarm64	1.2.0-alpha-1		N/A
io.github.jan-tennert.supabase	functions-kt-watchosarm64	1.2.0-alpha-1	metadata	aebe5998291444cc1935425e8249d15da0af122a
io.github.jan-tennert.supabase	functions-kt-watchosarm64	1.2.0-alpha-2		N/A
io.github.jan-tennert.supabase	functions-kt-watchosarm64	1.2.0-alpha-2	metadata	91449b379eb18093eecc520c515e3745c22458ae
io.github.jan-tennert.supabase	functions-kt-watchosarm64	1.2.0-alpha-3		N/A
io.github.jan-tennert.supabase	functions-kt-watchosarm64	1.2.0-alpha-3	metadata	49ac552f3e6efbed40d933e3291a7251e2b772cd
io.github.jan-tennert.supabase	functions-kt-watchosarm64	1.2.0-krollback		N/A
io.github.jan-tennert.supabase	functions-kt-watchosarm64	1.2.0-krollback	metadata	d97c1ffd3394f96e4e5c78b528282780f35db1ed
io.github.jan-tennert.supabase	functions-kt-watchosarm64	1.3.0		N/A
io.github.jan-tennert.supabase	functions-kt-watchosarm64	1.3.0	metadata	b067ea4df691f6f7912397c06134a1c6dd59ee4d
io.github.jan-tennert.supabase	functions-kt-watchosarm64	1.3.0-alpha-1		N/A
io.github.jan-tennert.supabase	functions-kt-watchosarm64	1.3.0-alpha-1	metadata	a2b744cd6eb4ec055c2556114398a0ec1927a95a
io.github.jan-tennert.supabase	functions-kt-watchosarm64	1.3.0-alpha-2		N/A
io.github.jan-tennert.supabase	functions-kt-watchosarm64	1.3.0-alpha-2	metadata	70f61bbd1a7003900a1fdf0c2afeed84e976a7fa
io.github.jan-tennert.supabase	functions-kt-watchosarm64	1.3.0-alpha-3		N/A
io.github.jan-tennert.supabase	functions-kt-watchosarm64	1.3.0-alpha-3	metadata	8023aac189a0e496b100029002e7c71e572124f3
io.github.jan-tennert.supabase	functions-kt-watchosarm64	1.3.0-alpha-4		N/A
io.github.jan-tennert.supabase	functions-kt-watchosarm64	1.3.0-alpha-4	metadata	d4331747a2375e18bd4715ddc8323dc83c2819bb
io.github.jan-tennert.supabase	functions-kt-watchosarm64	1.3.0-beta-1		N/A
io.github.jan-tennert.supabase	functions-kt-watchosarm64	1.3.0-beta-1	metadata	eb177780429655b8c9538ea775aa575cebd150d5
io.github.jan-tennert.supabase	functions-kt-watchosarm64	1.3.0-beta-2		N/A
io.github.jan-tennert.supabase	functions-kt-watchosarm64	1.3.0-beta-2	metadata	62e2b869a3b6fa8ebe857079e03aba532a44028b
io.github.jan-tennert.supabase	functions-kt-watchosarm64	1.3.0-rc-1		N/A
io.github.jan-tennert.supabase	functions-kt-watchosarm64	1.3.0-rc-1	metadata	f21dd7e0c993dfd28524564302d4e796bd4dbc96
io.github.jan-tennert.supabase	functions-kt-watchosarm64	1.3.0-rc-2		N/A
io.github.jan-tennert.supabase	functions-kt-watchosarm64	1.3.0-rc-2	metadata	a7964e6afd3f2d301d7884be4722d8dbef0e0aa0
io.github.jan-tennert.supabase	functions-kt-watchosarm64	1.3.1		N/A
io.github.jan-tennert.supabase	functions-kt-watchosarm64	1.3.1	metadata	ac3f62b171af7e14c2acd86c54cfe3e877d1055e
io.github.jan-tennert.supabase	functions-kt-watchosarm64	1.3.1-rollback		N/A
io.github.jan-tennert.supabase	functions-kt-watchosarm64	1.3.1-rollback	metadata	a223824aa37690265dd666d3d4310f805c52aac6
io.github.jan-tennert.supabase	functions-kt-watchosarm64	1.3.2		N/A
io.github.jan-tennert.supabase	functions-kt-watchosarm64	1.3.2	metadata	275c503aaae2b03c3aa3780117b70ce86461fe42
io.github.jan-tennert.supabase	functions-kt-watchosarm64	1.3.2-dev-1		N/A
io.github.jan-tennert.supabase	functions-kt-watchosarm64	1.3.2-dev-1	metadata	64f5cba93538142b65721e784d809e4827042899
io.github.jan-tennert.supabase	functions-kt-watchosarm64	1.3.2-k2		N/A
io.github.jan-tennert.supabase	functions-kt-watchosarm64	1.3.2-k2	metadata	af55e89fede6279cd9842cf5ee661d2fbb54f22c
io.github.jan-tennert.supabase	functions-kt-watchosarm64	1.3.2-no-port		N/A
io.github.jan-tennert.supabase	functions-kt-watchosarm64	1.3.2-no-port	metadata	4d3cdfb77d2c0e23c817c9ffba5023543d2afd2d
io.github.jan-tennert.supabase	functions-kt-watchosarm64	1.4.0		N/A
io.github.jan-tennert.supabase	functions-kt-watchosarm64	1.4.0	metadata	3ccf500f94c7820a326f7096866fd5bc4be573ea
io.github.jan-tennert.supabase	functions-kt-watchosarm64	1.4.0-rc-1		N/A
io.github.jan-tennert.supabase	functions-kt-watchosarm64	1.4.0-rc-1	metadata	25ed9978e9250a838ff9c8a539c0eed073b40a97
io.github.jan-tennert.supabase	functions-kt-watchosarm64	1.4.1		N/A
io.github.jan-tennert.supabase	functions-kt-watchosarm64	1.4.1	metadata	0607b62bd4bf46c2d8e54a2c02453a831d020e58
io.github.jan-tennert.supabase	functions-kt-watchosarm64	1.4.1-rc-1		N/A
io.github.jan-tennert.supabase	functions-kt-watchosarm64	1.4.1-rc-1	metadata	ed4fec0ea1766522926324722fe7eb184d4e758a
io.github.jan-tennert.supabase	functions-kt-watchosarm64	1.4.1-rc-2		N/A
io.github.jan-tennert.supabase	functions-kt-watchosarm64	1.4.1-rc-2	metadata	92200c63546dd571fc316d8bb1eed169cf626248
io.github.jan-tennert.supabase	functions-kt-watchosarm64	1.4.2		N/A
io.github.jan-tennert.supabase	functions-kt-watchosarm64	1.4.2	metadata	ae51d4826febd7cf3a2a6cb0b7e8494141bac35a
io.github.jan-tennert.supabase	functions-kt-watchosarm64	1.4.2-dev-1		N/A
io.github.jan-tennert.supabase	functions-kt-watchosarm64	1.4.2-dev-1	metadata	0fd4e678b8cfb93d03126772c0fa2b492778273e
io.github.jan-tennert.supabase	functions-kt-watchosarm64	1.4.3		N/A
io.github.jan-tennert.supabase	functions-kt-watchosarm64	1.4.3	metadata	a72137358aa82976fe3f47622fa0ba10671afcac
io.github.jan-tennert.supabase	functions-kt-watchosarm64	1.4.4		N/A
io.github.jan-tennert.supabase	functions-kt-watchosarm64	1.4.4	metadata	b8c13c0a1d98046f54f69d290b6481a7109693c3
io.github.jan-tennert.supabase	functions-kt-watchosarm64	1.4.5		N/A
io.github.jan-tennert.supabase	functions-kt-watchosarm64	1.4.5	metadata	9c778d39139f98396eadc73511fd6df647fa94af
io.github.jan-tennert.supabase	functions-kt-watchosarm64	1.4.6		N/A
io.github.jan-tennert.supabase	functions-kt-watchosarm64	1.4.6	metadata	af306b46bd6fb6895027cff465ea65cddfab0427
io.github.jan-tennert.supabase	functions-kt-watchosarm64	1.4.6-dev-1		N/A
io.github.jan-tennert.supabase	functions-kt-watchosarm64	1.4.6-dev-1	metadata	dd386da05b541c2997c898af53827ba8d3701b5e
io.github.jan-tennert.supabase	functions-kt-watchosarm64	1.4.7		N/A
io.github.jan-tennert.supabase	functions-kt-watchosarm64	1.4.7	metadata	c02796b06598dfe5fd4c79e29f1e723607ba14de
io.github.jan-tennert.supabase	functions-kt-watchosarm64	1.4.7-dev-1		N/A
io.github.jan-tennert.supabase	functions-kt-watchosarm64	1.4.7-dev-1	metadata	2b021d1b603ee419603cf35f4bac2c113832323a
io.github.jan-tennert.supabase	functions-kt-watchosarm64	1.5.0-alpha-1		N/A
io.github.jan-tennert.supabase	functions-kt-watchosarm64	1.5.0-alpha-1	metadata	48fa0184590d514935d0981b92e6a52381a2a551
io.github.jan-tennert.supabase	functions-kt-watchosarm64	1.5.0-dev-1		N/A
io.github.jan-tennert.supabase	functions-kt-watchosarm64	1.5.0-dev-1	metadata	fbdf05925b6c0ad21b1103e52f0f446e1cdfb158
io.github.jan-tennert.supabase	functions-kt-watchosarm64	2.0.0		N/A
io.github.jan-tennert.supabase	functions-kt-watchosarm64	2.0.0	metadata	c0d102a095504527ab8f5aebc66df51d25305b56
io.github.jan-tennert.supabase	functions-kt-watchosarm64	2.0.0-alpha-1		N/A
io.github.jan-tennert.supabase	functions-kt-watchosarm64	2.0.0-alpha-1	metadata	15261ce058eb528ea6507bdd7dafc1316ad757b6
io.github.jan-tennert.supabase	functions-kt-watchosarm64	2.0.0-alpha-2		N/A
io.github.jan-tennert.supabase	functions-kt-watchosarm64	2.0.0-alpha-2	metadata	93e60d224af60ca3b391d47ffd6ea2d0b0c24e89
io.github.jan-tennert.supabase	functions-kt-watchosarm64	2.0.0-beta-1		N/A
io.github.jan-tennert.supabase	functions-kt-watchosarm64	2.0.0-beta-1	metadata	5a5119e32e78536bebbaeebbeda48dad938b73f3
io.github.jan-tennert.supabase	functions-kt-watchosarm64	2.0.0-beta-2		N/A
io.github.jan-tennert.supabase	functions-kt-watchosarm64	2.0.0-beta-2	metadata	d050b333ed78330baf86953af1e8170169cf28d2
io.github.jan-tennert.supabase	functions-kt-watchosarm64	2.0.0-rc-1		N/A
io.github.jan-tennert.supabase	functions-kt-watchosarm64	2.0.0-rc-1	metadata	1f0408fb68164a8a435ea1e11ab794c8ea877426
io.github.jan-tennert.supabase	functions-kt-watchosarm64	2.0.1		N/A
io.github.jan-tennert.supabase	functions-kt-watchosarm64	2.0.1	metadata	308092ce4b4762ba226cd784dc4db436e8ae69df
io.github.jan-tennert.supabase	functions-kt-watchosarm64	2.0.2		N/A
io.github.jan-tennert.supabase	functions-kt-watchosarm64	2.0.2	metadata	a0e471af18bc3dfe6c9b6ed46137eaf889d26c8e
io.github.jan-tennert.supabase	functions-kt-watchosarm64	2.0.2-dev		N/A
io.github.jan-tennert.supabase	functions-kt-watchosarm64	2.0.2-dev	metadata	7f590136d321b2fe0014e49fc212fcd76246b3cc
io.github.jan-tennert.supabase	functions-kt-watchosarm64	2.0.2-wasm0		N/A
io.github.jan-tennert.supabase	functions-kt-watchosarm64	2.0.2-wasm0	metadata	921890223b8e0fa268efdfc5a8588cc45954790a
io.github.jan-tennert.supabase	functions-kt-watchosarm64	2.0.3		N/A
io.github.jan-tennert.supabase	functions-kt-watchosarm64	2.0.3	metadata	fb59b4b2b90d5fda090f5989ee9f6a6d7aa0813e
io.github.jan-tennert.supabase	functions-kt-watchosarm64	2.0.3-dev		N/A
io.github.jan-tennert.supabase	functions-kt-watchosarm64	2.0.3-dev	metadata	ff94e4cef4dfab15bc18f6ac388a9e998dce3915
io.github.jan-tennert.supabase	functions-kt-watchosarm64	2.0.3-wasm0		N/A
io.github.jan-tennert.supabase	functions-kt-watchosarm64	2.0.3-wasm0	metadata	dc9c6abff298665e35058c7dc2987ad00e8404ff
io.github.jan-tennert.supabase	functions-kt-watchosarm64	2.0.4		N/A
io.github.jan-tennert.supabase	functions-kt-watchosarm64	2.0.4	metadata	1e8ed46f8ceea000491b73d70718f82cd9336477
io.github.jan-tennert.supabase	functions-kt-watchosarm64	2.0.4-wasm0		N/A
io.github.jan-tennert.supabase	functions-kt-watchosarm64	2.0.4-wasm0	metadata	d51203e649e5b19f81162ff7dd38114fd2e7c828
io.github.jan-tennert.supabase	functions-kt-watchosarm64	2.1.0		N/A
io.github.jan-tennert.supabase	functions-kt-watchosarm64	2.1.0	metadata	126e81ccf7e757f7ca79535805c5a7e9adc6805b
io.github.jan-tennert.supabase	functions-kt-watchosarm64	2.1.0-alpha-1		N/A
io.github.jan-tennert.supabase	functions-kt-watchosarm64	2.1.0-alpha-1	metadata	a1be7096aeebb1c94470110877acf6ff898127e1
io.github.jan-tennert.supabase	functions-kt-watchosarm64	2.1.0-alpha-2		N/A
io.github.jan-tennert.supabase	functions-kt-watchosarm64	2.1.0-alpha-2	metadata	e9be561ff72f843f2be52ba800ba758d7213a1d6
io.github.jan-tennert.supabase	functions-kt-watchosarm64	2.1.0-dev-1		N/A
io.github.jan-tennert.supabase	functions-kt-watchosarm64	2.1.0-dev-1	metadata	16fe745e21dfe96d4fb14a97af87b21b6921c689
io.github.jan-tennert.supabase	functions-kt-watchosarm64	2.1.0-rc-1		N/A
io.github.jan-tennert.supabase	functions-kt-watchosarm64	2.1.0-rc-1	metadata	4e51aa1338cc4c43cda28b3f4817f9c3be72ac0c
io.github.jan-tennert.supabase	functions-kt-watchosarm64	2.1.1		N/A
io.github.jan-tennert.supabase	functions-kt-watchosarm64	2.1.1	metadata	7dac38a516e3360ce8b4c0ad02a11e62940ee0af
io.github.jan-tennert.supabase	functions-kt-watchosarm64	2.1.1-wasm0		N/A
io.github.jan-tennert.supabase	functions-kt-watchosarm64	2.1.1-wasm0	metadata	7cf0d0f68c832ad214a5ffcc324d080ab4fa1d2b
io.github.jan-tennert.supabase	functions-kt-watchosarm64	2.1.2		N/A
io.github.jan-tennert.supabase	functions-kt-watchosarm64	2.1.2	metadata	875611b74f5e3dbc8c94cfc2649393762e4e4a19
io.github.jan-tennert.supabase	functions-kt-watchosarm64	2.1.3		N/A
io.github.jan-tennert.supabase	functions-kt-watchosarm64	2.1.3	metadata	24329bca0348277a51ad44f374b21a508f7d9cb0
io.github.jan-tennert.supabase	functions-kt-watchosarm64	2.1.4		N/A
io.github.jan-tennert.supabase	functions-kt-watchosarm64	2.1.4	metadata	3b5f49d54204bbab32f1dc188fbff852d747a6e0
io.github.jan-tennert.supabase	functions-kt-watchosarm64	2.1.4-dev		N/A
io.github.jan-tennert.supabase	functions-kt-watchosarm64	2.1.4-dev	metadata	ffe61ffe93ff732d3a8b058c10c4fdaec901e58a
io.github.jan-tennert.supabase	functions-kt-watchosarm64	2.1.5		N/A
io.github.jan-tennert.supabase	functions-kt-watchosarm64	2.1.5	metadata	cb4858f91f7d984190147fca0573ca37b36f3907
io.github.jan-tennert.supabase	functions-kt-watchosarm64	2.1.6		N/A
io.github.jan-tennert.supabase	functions-kt-watchosarm64	2.1.6	metadata	0ea0e8c2e26a47895b41c7c29f6fd91e04198e95
io.github.jan-tennert.supabase	functions-kt-watchosarm64	2.1.6-dev		N/A
io.github.jan-tennert.supabase	functions-kt-watchosarm64	2.1.6-dev	metadata	33bfa17ed5145015a1cad5a309317172814cda01
io.github.jan-tennert.supabase	functions-kt-watchosarm64	2.2.0		N/A
io.github.jan-tennert.supabase	functions-kt-watchosarm64	2.2.0	metadata	98740cf548a7d3bf0f06dda80f3bdb0ff5a8a011
io.github.jan-tennert.supabase	functions-kt-watchosarm64	2.2.0-alpha-1		N/A
io.github.jan-tennert.supabase	functions-kt-watchosarm64	2.2.0-alpha-1	metadata	de0d04d8c01b8ccbec49b26594b8bf614ca87112
io.github.jan-tennert.supabase	functions-kt-watchosarm64	2.2.0-alpha-2		N/A
io.github.jan-tennert.supabase	functions-kt-watchosarm64	2.2.0-alpha-2	metadata	a71fa6e5b78b524ddec3c570dc925cbec7768a44
io.github.jan-tennert.supabase	functions-kt-watchosarm64	2.2.0-coil3-dev1		N/A
io.github.jan-tennert.supabase	functions-kt-watchosarm64	2.2.0-coil3-dev1	metadata	42437419e846ce23e99d5e2b57114a649c3873d1
io.github.jan-tennert.supabase	functions-kt-watchosarm64	2.2.0-rc-1		N/A
io.github.jan-tennert.supabase	functions-kt-watchosarm64	2.2.0-rc-1	metadata	a285043c6facfccba02d721b4cfbbfd429071f40
io.github.jan-tennert.supabase	functions-kt-watchosarm64	2.2.1		N/A
io.github.jan-tennert.supabase	functions-kt-watchosarm64	2.2.1	metadata	609f7045691093cc7ad7b8d962a64fe3cf592f05
io.github.jan-tennert.supabase	functions-kt-watchosarm64	2.2.2		N/A
io.github.jan-tennert.supabase	functions-kt-watchosarm64	2.2.2	metadata	687e30ff6f5802493bde4359d45d5a8b98c6ab83
io.github.jan-tennert.supabase	functions-kt-watchosarm64	2.2.2-wasm0		N/A
io.github.jan-tennert.supabase	functions-kt-watchosarm64	2.2.2-wasm0	metadata	e59b4780c2c5c0c0709f507907d20a0989382aae
io.github.jan-tennert.supabase	functions-kt-watchosarm64	2.2.3		N/A
io.github.jan-tennert.supabase	functions-kt-watchosarm64	2.2.3	metadata	b7dbae36e2c362c6574efa8681662598045c582e
io.github.jan-tennert.supabase	functions-kt-watchosarm64	2.2.3-wasm0		N/A
io.github.jan-tennert.supabase	functions-kt-watchosarm64	2.2.3-wasm0	metadata	89c221f016ac58ee9b5073841382a113bd053cfe
io.github.jan-tennert.supabase	functions-kt-watchosarm64	2.3.0		N/A
io.github.jan-tennert.supabase	functions-kt-watchosarm64	2.3.0	metadata	86ed54c0034d1b348eda2757364caabb1d3ddcb3
io.github.jan-tennert.supabase	functions-kt-watchosarm64	2.3.0-beta-1		N/A
io.github.jan-tennert.supabase	functions-kt-watchosarm64	2.3.0-beta-1	metadata	604ac0b3e6b6cc07aee355bf280babac4746e04e
io.github.jan-tennert.supabase	functions-kt-watchosarm64	2.3.0-beta-2		N/A
io.github.jan-tennert.supabase	functions-kt-watchosarm64	2.3.0-beta-2	metadata	521f252385a64bcf58821a096a6f3fe5b606d3a0
io.github.jan-tennert.supabase	functions-kt-watchosarm64	2.3.0-coil3d1		N/A
io.github.jan-tennert.supabase	functions-kt-watchosarm64	2.3.0-coil3d1	metadata	431728f39fefb4164232deb6e8ceea97c42e6590
io.github.jan-tennert.supabase	functions-kt-watchosarm64	2.3.0-rc-1		N/A
io.github.jan-tennert.supabase	functions-kt-watchosarm64	2.3.0-rc-1	metadata	d3ab36d9c4eab505708b0f684ca72070ad0a27d6
io.github.jan-tennert.supabase	functions-kt-watchosarm64	2.3.0-wasm0		N/A
io.github.jan-tennert.supabase	functions-kt-watchosarm64	2.3.0-wasm0	metadata	f0b929b5a32ba5b79bd100bbfc9d3dd87ae50ae8
io.github.jan-tennert.supabase	functions-kt-watchosarm64	2.3.1		N/A
io.github.jan-tennert.supabase	functions-kt-watchosarm64	2.3.1	metadata	08e6d01e3f34cf80a1165f925403da2e4a47a4ce
io.github.jan-tennert.supabase	functions-kt-watchosarm64	2.4.0		N/A
io.github.jan-tennert.supabase	functions-kt-watchosarm64	2.4.0	metadata	6fb3bcc9839033cd3684b5d2c10537b01813482b
