br.com.objectos.finos	cvm-cia	0.1.0		3ad60b83e67beb2d1fa9a7d6f6ad6c120c3c2920
dev.zio	zio-aws-globalaccelerator_2.13	5.17.123.2		d972f5f1d5bcdea0e65fd8bf656219ffad504552
dev.zio	zio-aws-globalaccelerator_2.13	5.17.124.1		f8d73acf63f2f7cf2dbc970ee2be8a8164a60679
dev.zio	zio-aws-globalaccelerator_2.13	5.17.124.2		681911de5a347da5dd0a59c777dcee2724310b61
dev.zio	zio-aws-globalaccelerator_2.13	5.17.124.3		4cda308644d0fd43eb1975e31ffe5f28a50668c0
dev.zio	zio-aws-globalaccelerator_2.13	5.17.125.1		a1b156940abe08aec199dad2121603a99f68f56f
dev.zio	zio-aws-globalaccelerator_2.13	5.17.126.1		8ad66cc0a2bc77f19667fb06d7c3d2b376a255b5
dev.zio	zio-aws-globalaccelerator_2.13	5.17.126.2		fb527be2cd019a3fe4f25920eb16c204f0146514
dev.zio	zio-aws-globalaccelerator_2.13	5.17.127.1		f4a7276e9fb257811e39a4673b0fce8054405dd1
dev.zio	zio-aws-globalaccelerator_2.13	5.17.127.2		691f92740937ce4f3e0595ceafb53a47670f86f2
dev.zio	zio-aws-globalaccelerator_2.13	5.17.128.1		ca02558c21972d1d03e97f94a4e64977899b7d49
dev.zio	zio-aws-globalaccelerator_2.13	5.17.129.1		ab6c3b5216dba293d3b28b43558f4d6fb81b6499
dev.zio	zio-aws-globalaccelerator_2.13	5.17.129.2		e5b322e90a63dd267773207757ec86e4c94a7fd1
dev.zio	zio-aws-globalaccelerator_2.13	5.17.129.3		088a151d4b68e6ca4192d33d981fa121cbac685a
dev.zio	zio-aws-globalaccelerator_2.13	5.17.130.1		fd5a4d50e61ac9aee79e30ef9a6032f877d32cf8
dev.zio	zio-aws-globalaccelerator_2.13	5.17.130.2		0abab31f34b47630a09edfc105f197a752dec2ed
dev.zio	zio-aws-globalaccelerator_2.13	5.17.130.3		5eb7d8c4e32d1f9fb531e667bd939bc6790eda6f
dev.zio	zio-aws-globalaccelerator_2.13	5.17.130.5		c8c31351048ce32b4e12e5466371a12d4af84cc2
dev.zio	zio-aws-globalaccelerator_2.13	5.17.130.6		59c252c10a7c51bf3a847a40b6d8ddf25f493787
dev.zio	zio-aws-globalaccelerator_2.13	5.17.130.7		49ba97ea023328b5019a0b989a3fe9445d62bb33
dev.zio	zio-aws-globalaccelerator_2.13	5.17.130.8		23d97fbe1e710f3abcee7078e9a877a9debae1a7
dev.zio	zio-aws-globalaccelerator_2.13	5.17.144.1		d4384351b9653a15ba159c68d699f13be71fb67f
dev.zio	zio-aws-globalaccelerator_2.13	5.17.145.1		46d241c2f9639abf51ed23efa9f83e70332cfe39
dev.zio	zio-aws-globalaccelerator_2.13	5.17.146.1		3d7a1453d974c2c1ae335809f94a02796dbb497d
dev.zio	zio-aws-globalaccelerator_2.13	5.17.146.2		6e8764d85a3b16072dcbefde765de1736095ac07
dev.zio	zio-aws-globalaccelerator_2.13	5.17.147.1		c18d0f31de4d7abcebb04a88bd3db9bb34acbd39
dev.zio	zio-aws-globalaccelerator_2.13	5.17.148.1		074d9ebbf666d1220402dae6453110c812ab4d77
dev.zio	zio-aws-globalaccelerator_2.13	5.17.149.1		53a82fd8986b4930e4929c674b5ae617621c0a9e
dev.zio	zio-aws-globalaccelerator_2.13	5.17.150.1		102927255f510e4d50f5612593c4d5ed2d45bffa
dev.zio	zio-aws-globalaccelerator_2.13	5.17.151.1		30ff079d6eefa8a0ab404c10cf54054b189a301b
dev.zio	zio-aws-globalaccelerator_2.13	5.17.151.2		035de76f38070e627723d6e9c3dd6e42d06bf561
dev.zio	zio-aws-globalaccelerator_2.13	5.17.152.1		1a2a3f98bbdd9a450e38a08a5a24855a700c3fd1
dev.zio	zio-aws-globalaccelerator_2.13	5.17.153.1		fdd23f119a93951a9e33d22279643f1c3af874d4
dev.zio	zio-aws-globalaccelerator_2.13	5.17.153.2		d81ed2b945f4d6050d76f363367c1e09e089c82a
dev.zio	zio-aws-globalaccelerator_2.13	5.17.153.3		e0c85e060687f7d87984b95240b3425f6a4128b5
dev.zio	zio-aws-globalaccelerator_2.13	5.17.154.1		2751d20c7fc915eee80b0e91c0bf8420d6095c16
dev.zio	zio-aws-globalaccelerator_2.13	5.17.155.1		a4075d550e8bdd456f7f51e7096352204e3812a8
dev.zio	zio-aws-globalaccelerator_2.13	5.17.155.2		b91a856ea9017f289886e14155ebab9a0e531a30
dev.zio	zio-aws-globalaccelerator_2.13	5.17.157.1		e413ca46f6996475211e04e84a01ec31ec7c096d
dev.zio	zio-aws-globalaccelerator_2.13	5.17.157.2		55d1b1819cf3f598dec0f6c31c74174d937d2d76
dev.zio	zio-aws-globalaccelerator_2.13	5.17.158.1		8f6d8085bb547afa211f8fa24bc71dc1f0c4c0f4
dev.zio	zio-aws-globalaccelerator_2.13	5.17.158.2		9b99816b415c9f6b624ad6a1fd2c370feb14e7d4
dev.zio	zio-aws-globalaccelerator_2.13	5.17.158.3		f2b4e23e1b269a242486b18df82a44bd859e8f1b
dev.zio	zio-aws-globalaccelerator_2.13	5.17.158.4		ec7dc5d5fe2d5376b7c007e51ebb50e603bf6469
dev.zio	zio-aws-globalaccelerator_2.13	5.17.160.1		129757edd5ae8e543e7358a4e82c4905da0a4a7e
dev.zio	zio-aws-globalaccelerator_2.13	5.17.161.1		2943aa8140611dedf7c739975f87e3396d499609
dev.zio	zio-aws-globalaccelerator_2.13	5.17.161.2		ad84caf9ba94cc29e3cd829b2c1b9a672d948cb3
dev.zio	zio-aws-globalaccelerator_2.13	5.17.162.1		bf88fb25fe885b45c639336413b8248013a77f04
dev.zio	zio-aws-globalaccelerator_2.13	5.17.162.2		56bb792bb7699555a0b8c55da6a074cda5828ba4
dev.zio	zio-aws-globalaccelerator_2.13	5.17.162.3		6f90d6656599118e587b4aa7160ac03f08bdd0e8
dev.zio	zio-aws-globalaccelerator_2.13	5.17.163.1		b1923e06601da1ee5dd9a5cd25cef230406036ed
dev.zio	zio-aws-globalaccelerator_2.13	5.17.164.1		e9f6a91c45abf38f8eb167cd0fd1475177ff31ac
dev.zio	zio-aws-globalaccelerator_2.13	5.17.166.1		057d42ab69086643f34dd5523f518842aca8340d
dev.zio	zio-aws-globalaccelerator_2.13	5.17.166.2		6bb029d42bd2d886ad6509516b5c14affd4907c7
dev.zio	zio-aws-globalaccelerator_2.13	5.17.166.3		6164b3fad692e26c32fa297efd2d839624b8ddbf
dev.zio	zio-aws-globalaccelerator_2.13	5.17.167.1		f0a5636dea12bd6a8f367d5f2dae2a8393fb5933
dev.zio	zio-aws-globalaccelerator_2.13	5.17.168.1		1e40a92dbbffabb74c098591c5d5fcf912ba0b43
dev.zio	zio-aws-globalaccelerator_2.13	5.17.169.1		73c0a15532a1c52351b13a6edc430b873f42da35
dev.zio	zio-aws-globalaccelerator_2.13	5.17.170.1		26a57204a5d8dc34c7f4312bf45a275053daf749
dev.zio	zio-aws-globalaccelerator_2.13	5.17.171.1		33d8629e2df2517dc02483d988c059e4a324294a
dev.zio	zio-aws-globalaccelerator_2.13	5.17.172.1		59132d7c57dc7e8de2033ba8b35475e32d1433b5
dev.zio	zio-aws-globalaccelerator_2.13	5.17.172.2		69e1bbe291d8fabf1a37ca40171a16cec06dc24b
dev.zio	zio-aws-globalaccelerator_2.13	5.17.174.1		752e51b79dc36caefab467fe5a5ee968fb3a8562
dev.zio	zio-aws-globalaccelerator_2.13	5.17.175.1		d317938801cd828b3343d9069e8bac9cd7970909
dev.zio	zio-aws-globalaccelerator_2.13	5.17.176.1		020c82600f51e739830771487481e75c4a94f89a
dev.zio	zio-aws-globalaccelerator_2.13	5.17.176.2		0945aa501c438eba3aa2a64cce337dbd65730731
dev.zio	zio-aws-globalaccelerator_2.13	5.17.177.1		769302dbb35b3924ff4628ef332a834dcccb35fa
dev.zio	zio-aws-globalaccelerator_2.13	5.17.178.1		e0390421984304942a987dec722bed6a254ba483
dev.zio	zio-aws-globalaccelerator_2.13	5.17.181.1		f02a26dc89a2ee78f6196bdfd1d0a8e42a1e1add
dev.zio	zio-aws-globalaccelerator_2.13	5.17.182.1		a4ee0effefacca2a479f3701966c52dc1e87d47d
dev.zio	zio-aws-globalaccelerator_2.13	5.17.183.1		96eded205fb902f624dac021050e022b74776bb2
dev.zio	zio-aws-globalaccelerator_2.13	5.17.184.1		2a77c8eee5f2468328d07d8597c1479db6a6a0b6
dev.zio	zio-aws-globalaccelerator_2.13	5.17.186.1		d9da2b03865975b943404436af8833cd0817c628
dev.zio	zio-aws-globalaccelerator_2.13	5.17.187.1		7f8a6cbcbb722e56efbb829c5837c0abeb446ff5
dev.zio	zio-aws-globalaccelerator_2.13	5.17.188.1		ce79dff3a7396f6a6c8fcdcec28e5fdf9c6ef11e
dev.zio	zio-aws-globalaccelerator_2.13	5.17.190.1		9fb59084a2898755217b675c39ae205a129319c5
dev.zio	zio-aws-globalaccelerator_2.13	5.17.190.2		1e7610f7b572a8d6623b8ac82df3f6060e953bad
dev.zio	zio-aws-globalaccelerator_2.13	5.17.191.2		07ba0690a09f2a384b9733a30fdb13a3b5771107
dev.zio	zio-aws-globalaccelerator_2.13	5.17.193.1		1b84cadf594fc7b3ac8e9f1a4c4856ae3e3e4bc5
dev.zio	zio-aws-globalaccelerator_2.13	5.17.193.2		1532ccc71aa869d57b836e153239fc89c1468ce8
dev.zio	zio-aws-globalaccelerator_2.13	5.17.194.1		14383b51c4b3719e15e682d92b4d437598451cc8
dev.zio	zio-aws-globalaccelerator_2.13	5.17.195.1		b8b88ca4470aa28b4d67e3662c041d6c42c983e3
dev.zio	zio-aws-globalaccelerator_2.13	5.17.195.2		81a073e443351af8d10108557cea9dd8e47710e1
dev.zio	zio-aws-globalaccelerator_2.13	5.17.195.3		af9712e8da0adda8fada01c0d95825ffcdc1e37d
dev.zio	zio-aws-globalaccelerator_2.13	5.17.196.1		bdf3a24374a6b59ce3eb3a9341c916dc47e1d9db
dev.zio	zio-aws-globalaccelerator_2.13	5.17.197.1		d1d6e6857d0941a1c548487dd1fcfe62775f8818
dev.zio	zio-aws-globalaccelerator_2.13	5.17.197.2		b6aebb276c381dea11ddc722817abcc79c4bf761
dev.zio	zio-aws-globalaccelerator_2.13	5.17.201.1		16aabc38e574c2b67043595fb23794a794c0a4cd
dev.zio	zio-aws-globalaccelerator_2.13	5.17.201.2		87eb46982cc230af797505a9582df81a38ebb8be
dev.zio	zio-aws-globalaccelerator_2.13	5.17.202.1		039b31da70f20b39ed294e5a1166327bd8ed6d62
dev.zio	zio-aws-globalaccelerator_2.13	5.17.203.1		02c4afab9f657b64a10b768d8dcf4ce60a21f0a0
dev.zio	zio-aws-globalaccelerator_2.13	5.17.203.2		7527ce50026458ef103b70a402066e8e52aa7194
dev.zio	zio-aws-globalaccelerator_2.13	5.17.204.1		4d10ec9b0ce5ffd9e042b3826c4e213ed82106fa
dev.zio	zio-aws-globalaccelerator_2.13	5.17.205.1		c6be44b53e3d66f67bc5e6433b2b9f9d6a28aa42
dev.zio	zio-aws-globalaccelerator_2.13	5.17.206.1		3a0874dd440b2db00694bcf0f2e84eb9cec935c3
dev.zio	zio-aws-globalaccelerator_2.13	5.17.207.1		2edf28668405a08212685c38bb3070327cbb9674
dev.zio	zio-aws-globalaccelerator_2.13	5.17.208.1		dc6f0ef7cea969f91a15b74d94af39778e62c999
dev.zio	zio-aws-globalaccelerator_2.13	5.17.208.2		233a029a83d4956781f1492536061b737eae89f5
dev.zio	zio-aws-globalaccelerator_2.13	5.17.209.1		05159664a2b8bd0e49a10561dc8e4c37e2f7ce6a
dev.zio	zio-aws-globalaccelerator_2.13	5.17.211.1		abccc557c6c220652bf0abe45c7aff1524013c71
dev.zio	zio-aws-globalaccelerator_2.13	5.17.212.1		614bdffe4dbccd3b666c6fa737225cae0c8d56f1
dev.zio	zio-aws-globalaccelerator_2.13	5.17.214.1		693aae547394e65ed54de35c375e3761d5ea0216
dev.zio	zio-aws-globalaccelerator_2.13	5.17.217.1		01d76754a56bf92d63e0dd95e137c9a5b84c05cb
dev.zio	zio-aws-globalaccelerator_2.13	5.17.218.1		e2df86115e1c4d45e5578ed41e4e1d91484f5e39
dev.zio	zio-aws-globalaccelerator_2.13	5.17.224.2		5e8cc6ec223f268003328f9901b79514b19e143f
dev.zio	zio-aws-globalaccelerator_2.13	5.17.224.3		9f0434a3060dbe5a07f8f6b807bc748e9483eeaa
dev.zio	zio-aws-globalaccelerator_2.13	5.17.224.4		38725d33c2ea06d4edc447b5e074b680b5baf066
dev.zio	zio-aws-globalaccelerator_2.13	5.17.225.1		a69d218b6fe1ae0cd9a6095ed85bb41788f3557f
dev.zio	zio-aws-globalaccelerator_2.13	5.17.225.2		3a4bb729fe1cab08478f67a7a8c97bdd89bf18a7
dev.zio	zio-aws-globalaccelerator_2.13	5.17.233.1		7f6ff7ce8bfc2443e5d952a3ed7066117b95b126
dev.zio	zio-aws-globalaccelerator_2.13	5.17.234.1		902a5751553fbbbe6a50fbed4569565d38e11da2
dev.zio	zio-aws-globalaccelerator_2.13	5.17.239.1		975a2ae53867dff74108a128390ed3b13cdc9f75
dev.zio	zio-aws-globalaccelerator_2.13	5.17.239.4		bd2359180f89b6b9ed3b94e3cce219ae94b9a31b
dev.zio	zio-aws-globalaccelerator_2.13	5.17.252.1		a502ed928c2315ed7db66a25df3a63c0b6bc2c63
dev.zio	zio-aws-globalaccelerator_2.13	5.17.257.1		57ab16623b5588fba84f60de47e1fa0806b807c4
dev.zio	zio-aws-globalaccelerator_2.13	5.17.265.1		13b22274b37a5349c0339f6955ef735b919622ca
dev.zio	zio-aws-globalaccelerator_2.13	5.17.267.1		7432b1e3b97400767b5be71d281a65e0a1212694
dev.zio	zio-aws-globalaccelerator_2.13	5.17.267.4		9b495778f6d926f2ae82b670a95e8a31b87b5c4e
dev.zio	zio-aws-globalaccelerator_2.13	5.17.267.6		4a5d3ab4ebfca5fad1da7de5628cf9b08a72eb31
dev.zio	zio-aws-globalaccelerator_2.13	5.17.267.7		84d20bba59e7f9ccecff431944caf13e4b05a812
dev.zio	zio-aws-globalaccelerator_2.13	5.17.269.1		4e981434f8ebea1ca89e3a63d25314b3a8c0d180
dev.zio	zio-aws-globalaccelerator_2.13	5.17.271.1		eb2414d4b514cdb9764c785e4ce969f532d531cf
dev.zio	zio-aws-globalaccelerator_2.13	5.17.280.1		49a64d1949f4776c00aa3c558d785f10e882378a
dev.zio	zio-aws-globalaccelerator_2.13	5.17.295.1		0a65bfc160af00c8f4a398057fdd85999570fe98
dev.zio	zio-aws-globalaccelerator_2.13	5.17.295.10		63e3dedb20f4720b6e10aa26e7248beab98ebfbe
dev.zio	zio-aws-globalaccelerator_2.13	5.17.295.11		74535802932c4259e1a0a8aaa2dd456587bb72d7
dev.zio	zio-aws-globalaccelerator_2.13	5.17.295.12		fa21f78e0375d8c6e297500abe9a864e1f763d32
dev.zio	zio-aws-globalaccelerator_2.13	5.17.295.13		be049290d2b68ebed553500fb1d9933da29707ca
dev.zio	zio-aws-globalaccelerator_2.13	5.17.295.14		d9524794b3a4bc13845a0de4f525e54b24012d5e
dev.zio	zio-aws-globalaccelerator_2.13	5.17.295.15		da576b4e9f0fdf07bc07a294f00a182068da15b3
dev.zio	zio-aws-globalaccelerator_2.13	5.17.295.16		4035ba5564b21a0f74bed7a271c5d4cedba3f974
dev.zio	zio-aws-globalaccelerator_2.13	5.17.295.17		a539845b17dd3b816de986efbe94899d0998224e
dev.zio	zio-aws-globalaccelerator_2.13	5.17.295.18		e4e2ff46d47fe5e6b5d882602d87102897bc1331
dev.zio	zio-aws-globalaccelerator_2.13	5.17.295.19		87f84cecb52824257dc434f77f4069d90b006030
dev.zio	zio-aws-globalaccelerator_2.13	5.17.295.2		cbe13c3371179e6a22bc64b35ff798f6bfcd389d
dev.zio	zio-aws-globalaccelerator_2.13	5.17.295.20		f987737e1d3d19eb590b1762b0bb719af9ecfaca
dev.zio	zio-aws-globalaccelerator_2.13	5.17.295.22		e821b111f3f64c4ea5f9b8281dc29bade6db08fa
dev.zio	zio-aws-globalaccelerator_2.13	5.17.295.3		f90036eadc5df5a4020b1f35a7650d35a5cc15c7
dev.zio	zio-aws-globalaccelerator_2.13	5.17.295.4		c3cb2b26eba9e9f459b40001e8d3da1813fa7257
dev.zio	zio-aws-globalaccelerator_2.13	5.17.295.5		8494f3b93a54555d67cade98d518e7df3bf2d0c9
dev.zio	zio-aws-globalaccelerator_2.13	5.17.295.6		54487c886add8ea938213e410134c333c8450fdd
dev.zio	zio-aws-globalaccelerator_2.13	5.17.295.8		506822784796572da06d3fe3d55ca950d5ee247e
dev.zio	zio-aws-globalaccelerator_2.13	5.17.295.9		bf94f47e6080b8abff6699ab1d24f05719f10232
dev.zio	zio-aws-globalaccelerator_2.13	5.19.12.1		532beed92a2999ffc536e996ff5a3eeebc618daf
dev.zio	zio-aws-globalaccelerator_2.13	5.19.17.1		ca961e43455602f0427ce438cb41f704e82539ad
dev.zio	zio-aws-globalaccelerator_2.13	5.19.17.2		2173f1622df449ed8c124d97f4dfb3a722b77bc5
dev.zio	zio-aws-globalaccelerator_2.13	5.19.26.1		0e289cab20840a4899af41b257ad1fb0e7e03afc
dev.zio	zio-aws-globalaccelerator_2.13	5.19.31.1		3c36f2d032ecec1aa77318f04badc48db76bae6e
dev.zio	zio-aws-globalaccelerator_2.13	5.19.31.2		f610f4dd3fe7d2dc9cd4163c30aa7c624089f55c
dev.zio	zio-aws-globalaccelerator_2.13	5.19.31.3		997864efcfc4f44abaf84dacd02523beff8d81c8
dev.zio	zio-aws-globalaccelerator_2.13	5.19.31.4		16aaec42315e2947d381409aa9620469298fb83b
dev.zio	zio-aws-globalaccelerator_2.13	5.19.31.5		fbaabcf5f8bae4662622f8fd8a285cc4814264c3
dev.zio	zio-aws-globalaccelerator_2.13	5.19.33.1		767ecbc6927f78e080d338534d0d73948fd5d14b
dev.zio	zio-aws-globalaccelerator_2.13	5.19.33.2		c9d7110533d36605a5fa60a5763867d5797ca9fb
dev.zio	zio-aws-globalaccelerator_2.13	5.19.7.1		9502014cb634a91c6d4d3e274d1da7be4e7e3efb
dev.zio	zio-aws-globalaccelerator_2.13	5.19.7.2		52a8f3c5370752bf997ccf5232bf405604455f32
dev.zio	zio-aws-globalaccelerator_2.13	5.19.7.3		8355c41bf7b3e903362f8e05f6692336dcd01ea3
dev.zio	zio-aws-globalaccelerator_2.13	5.19.7.4		5eb362ddf9c59a2bc38054281fa08b9cede9a3ba
dev.zio	zio-aws-globalaccelerator_2.13	5.19.7.5		dc22e3894403460037a07ec63d59facfbd3480ea
dev.zio	zio-aws-globalaccelerator_2.13	5.19.7.6		a30b3744f989f4bad14fae4eb71a5fc42a269973
dev.zio	zio-aws-globalaccelerator_2.13	5.19.8.1		9632ee2bb01eccefa0c06ff8e38729873882ee88
dev.zio	zio-aws-globalaccelerator_2.13	5.19.8.2		a221d653a2e2808f278a53470b00e3f5ba0e09e6
dev.zio	zio-aws-globalaccelerator_2.13	5.19.8.3		e1ccb42b915f26c45a027aa0caebcfa7f6705619
dev.zio	zio-aws-globalaccelerator_2.13	5.19.8.4		6ccbe4a37a7ecf7df08074e4043e30a40a9c17a9
dev.zio	zio-aws-globalaccelerator_2.13	5.20.17.1		0444f56ddd97b522a747a96ca747a66fc1442019
dev.zio	zio-aws-globalaccelerator_2.13	5.20.17.2		2e14471fd05f1ab4b86eaf31f782e4e6ada9ee62
dev.zio	zio-aws-globalaccelerator_2.13	5.20.22.1		f1970d059b55f5d015bcccb34bf43d22dbab2ee2
dev.zio	zio-aws-globalaccelerator_2.13	5.20.22.2		fe2649adce5720adbab5589f3d9d6574c3f68ebd
dev.zio	zio-aws-globalaccelerator_2.13	5.20.22.3		7e3ff43201d9a41c48cbdb362bba931f9204edfa
dev.zio	zio-aws-globalaccelerator_2.13	5.20.32.1		0fc0b1c0fcc00eba25305680958af7959e3ca747
dev.zio	zio-aws-globalaccelerator_2.13	5.20.32.2		6d4998e215f95a6a30dee31e89f92484031437ee
dev.zio	zio-aws-globalaccelerator_2.13	5.20.37.1		fe6cef97259890c2dd01a8e776de79ee19be95cc
dev.zio	zio-aws-globalaccelerator_2.13	5.20.42.1		bd1e372dffc075383ad31f07e950a7b56292a5d4
dev.zio	zio-aws-globalaccelerator_2.13	5.20.7.1		ad50b747e9039481b5bd81ca7fefd1f0cf7093d5
dev.zio	zio-aws-globalaccelerator_2.13	5.20.7.2		8a32d3ad182d384db7ee9b45cb24e335b4d20aec
dev.zio	zio-aws-globalaccelerator_2.13	5.20.7.3		d52ccfea38f05cab65dc81c49bd3b9878120116b
dev.zio	zio-aws-globalaccelerator_2.13	6.20.103.1		e523889f1eccbda711a13ba87943d760598844ac
dev.zio	zio-aws-globalaccelerator_2.13	6.20.103.2		05c075d5abc608e08be8f406cd05ebfbb78e69e2
dev.zio	zio-aws-globalaccelerator_2.13	6.20.115.1		138b7e8bb432da4038d1f6b5dab31d873957cf4b
dev.zio	zio-aws-globalaccelerator_2.13	6.20.115.2		e02a97b25c84845da87bd41093930a73fab71fc0
dev.zio	zio-aws-globalaccelerator_2.13	6.20.120.1		aa309d5fb9123ae1a8c2020960527f2bed0d78a4
dev.zio	zio-aws-globalaccelerator_2.13	6.20.149.1		19fc3213485b4fa9718f7daaaaaec0513de7588b
dev.zio	zio-aws-globalaccelerator_2.13	6.20.149.2		2d21d7dd5369e9ca480be0d62b6e0eec96dd2a21
dev.zio	zio-aws-globalaccelerator_2.13	6.20.162.1		4f32bc712fa8da29878cfd2d80a0b78b0cfc5a6d
dev.zio	zio-aws-globalaccelerator_2.13	6.20.162.2		4726bd305a7af0419a5f58fdada9e50d30359bf0
dev.zio	zio-aws-globalaccelerator_2.13	6.20.42.1		d169d3647e89a650eeab315b21b35225bac64ec3
dev.zio	zio-aws-globalaccelerator_2.13	6.20.42.2		4ae55a26f156e1cac0cb95ba80e6f74b97db7be2
dev.zio	zio-aws-globalaccelerator_2.13	6.20.47.1		e1ce9df0aa850553e82393403fd4afc9cfcbb177
dev.zio	zio-aws-globalaccelerator_2.13	6.20.56.2		f09a9d4daeabfe92646c6ebc296d5e6cac33306f
dev.zio	zio-aws-globalaccelerator_2.13	6.20.58.1		deb61605560a474617ca3df8318b3a0d0b71a690
dev.zio	zio-aws-globalaccelerator_2.13	6.20.58.2		b8fcf4705f842f1779b1a2043ec91787bf4843c0
dev.zio	zio-aws-globalaccelerator_2.13	6.20.58.3		a1b7c5ac32567dd743ad22c5a3d0999fdaa49513
dev.zio	zio-aws-globalaccelerator_2.13	6.20.61.1		7b2e3e467dd8163879378167269d2f9814a3cca2
dev.zio	zio-aws-globalaccelerator_2.13	6.20.69.1		f3fa9f1298427dabb447c36e33c6774a98fb95d6
dev.zio	zio-aws-globalaccelerator_2.13	6.20.69.2		95e7c9b1e2950c91f774cedd7ce2a17a132a6fd5
dev.zio	zio-aws-globalaccelerator_2.13	6.20.74.1		fedebaa60576dd474019b2a51e1551e581f0d449
dev.zio	zio-aws-globalaccelerator_2.13	6.20.74.2		846a07847419a9c5b71673510da2a448c61a54c6
dev.zio	zio-aws-globalaccelerator_2.13	6.20.78.1		718a3fc3c65d12336855a5de58ee072cae3f3566
dev.zio	zio-aws-globalaccelerator_2.13	6.20.78.2		af21748d4e39609a2973b43b040e470f0758da8b
dev.zio	zio-aws-globalaccelerator_2.13	6.20.78.3		2e8941e64133dbe95831417b47bd51477acd4408
dev.zio	zio-aws-globalaccelerator_2.13	6.20.83.1		fcc99314a678d0fe2a11eb8e7e9d5dd830541fdf
dev.zio	zio-aws-globalaccelerator_2.13	6.20.83.2		bfdab604fa8b2e766a871bafa1fe1697c47dffa1
dev.zio	zio-aws-globalaccelerator_2.13	6.20.97.2		4a723f4ac0f6a6f354a3012c97523f90547ce81f
dev.zio	zio-aws-globalaccelerator_2.13	7.21.15.1		7fb36d10e966b49a97135b9c6759e0dced2c786d
dev.zio	zio-aws-globalaccelerator_2.13	7.21.15.10		999694cdaa7240ffa62556f38149f4cc249f3dc2
dev.zio	zio-aws-globalaccelerator_2.13	7.21.15.11		9a5570f609c7ef7098a1d929a378b951cdebe21f
dev.zio	zio-aws-globalaccelerator_2.13	7.21.15.12		1819780d2c6ab56fe922ec69a70847e5bce87d96
dev.zio	zio-aws-globalaccelerator_2.13	7.21.15.13		38068ae7896e63c9ae956dfb5a141226383047e8
dev.zio	zio-aws-globalaccelerator_2.13	7.21.15.15		f760a0d5b4f7d8a11a9418298edd36d8bc4f2942
dev.zio	zio-aws-globalaccelerator_2.13	7.21.15.2		8e2a7fec47f46016770b24ab626589460e636d45
dev.zio	zio-aws-globalaccelerator_2.13	7.21.15.3		be9b37280c0d7e2b749dfcab0431840c129cea38
dev.zio	zio-aws-globalaccelerator_2.13	7.21.15.4		37b80ecf380e25ed7259bae3c26ffe86a412de89
dev.zio	zio-aws-globalaccelerator_2.13	7.21.15.5		dea059553c228cd9d84443b13712d8116e3a151c
dev.zio	zio-aws-globalaccelerator_2.13	7.21.15.7		8fc8af8a7dde16934ca1fc577b4939720a19c0e1
dev.zio	zio-aws-globalaccelerator_2.13	7.21.15.8		f8cf59569f0796cf862f22ee1ef6cb5419652f87
dev.zio	zio-aws-globalaccelerator_2.13	7.21.15.9		4d310b69198da6e8bdc6c4b18773b077ff69294a
dev.zio	zio-aws-globalaccelerator_2.13	7.28.24.2		463cf4cb8be522d90c690eecd37629bd0c240b67
dev.zio	zio-aws-globalaccelerator_2.13	7.28.26.1		387a23e771425a04659935e57a5b3553f7621bd3
dev.zio	zio-aws-globalaccelerator_2.13	7.28.29.1		0e6fb68c034625eb014c2fb0fb02ba473a708910
dev.zio	zio-aws-globalaccelerator_2.13	7.28.29.10		416e959ba688f76aacbb9c26264929d74894912a
dev.zio	zio-aws-globalaccelerator_2.13	7.28.29.11		2913dc07840eb8ad06b42152deeac1b11918a98a
dev.zio	zio-aws-globalaccelerator_2.13	7.28.29.12		856da4d84ddf220b471e2a67a997316ba28acb61
dev.zio	zio-aws-globalaccelerator_2.13	7.28.29.13		fb85066a51fb1741480707c00def037a93518c0e
dev.zio	zio-aws-globalaccelerator_2.13	7.28.29.14		4df77c35548dc38c5813c577aaf9f5c9487cd1ad
dev.zio	zio-aws-globalaccelerator_2.13	7.28.29.15		cbfd0ac6c70d21ceaa4cf3469f9acbaaa51579a4
dev.zio	zio-aws-globalaccelerator_2.13	7.28.29.16		54f0171b432cdb852f4fd2efc94d167d88e82cf0
dev.zio	zio-aws-globalaccelerator_2.13	7.28.29.17		cfbdd1e607dcfe08a06e447f920160a3b73500fc
dev.zio	zio-aws-globalaccelerator_2.13	7.28.29.18		2a5ffa918e41fcb50932b78c8baf2d6db5ebf0e7
dev.zio	zio-aws-globalaccelerator_2.13	7.28.29.19		bf7c61a82e343b22233831f0d7b7b20db877b707
dev.zio	zio-aws-globalaccelerator_2.13	7.28.29.2		a44bd5c668dc01e9b0735019e69b9b54bffbae35
dev.zio	zio-aws-globalaccelerator_2.13	7.28.29.3		4a97afb2aa3840171f3454ab145112cafacddf1b
dev.zio	zio-aws-globalaccelerator_2.13	7.28.29.4		3c7aad37cbef77c249872815ef6ee2fb0ac4116d
dev.zio	zio-aws-globalaccelerator_2.13	7.28.29.5		32b838c6e3382144a54b40b2eedc5e8b9bfe15c1
dev.zio	zio-aws-globalaccelerator_2.13	7.28.29.6		12d48eaed0bd808847a703586b8d0e9ff38c0d09
dev.zio	zio-aws-globalaccelerator_2.13	7.28.29.7		88b6639671915b3cf60037777d49222123706c78
dev.zio	zio-aws-globalaccelerator_2.13	7.28.29.8		acddb0be5d2534d91bf123201f5da988689c6153
