br.com.devsrsouza.compose.icons	line-awesome-wasm-js	1.1.1		N/A
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-1.4.200-execution	4.38.3		278ec502125fd7625ec81056e59ced591c6d71c8
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-1.4.200-execution	4.38.4		fcf449c702e21b07b6a37961c31fa429870f10bd
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-1.4.200-execution	4.39.0		84931450bf647416033f011ded2d032266dfc348
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-1.4.200-execution	4.39.1		1bec06562821315f4a7505910191f0f7a4b88901
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-1.4.200-execution	4.40.0		60399d1b909cbd66ae76d17813d4962e572b9fb9
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-1.4.200-execution	4.40.3		32ab47c4feffaeda028ac5131a7b3be02c75eea9
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-1.4.200-execution	4.41.0		af8ce5e02142bfe2a33b6e66ad53967cc1ac6da5
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-1.4.200-execution	4.42.0		e90f40813601905681c39a1a14fda429ef782991
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-1.4.200-execution	4.42.1		8af7e61519e58a255fefc48de7d62004cf058472
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-1.4.200-execution	4.42.2		b0dcf31af6f5ac631d24db120487dd285dee7316
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-1.4.200-execution	4.42.3		422213c027bcc2978bd61d6257ce5c50a96236cd
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-1.4.200-execution	4.42.4		911f6397580f887cdeed0d3cfa3ce94d179c01be
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-1.4.200-execution	4.42.5		2df173b8d9ac7a54140ef2b1f51236203e92b86d
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-1.4.200-execution	4.42.6		f98c27dcc2c15614a83898ca6f838bf516afb839
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-1.4.200-execution	4.43.0		fc49a83263823a511c5da89897612e03e6a9bb47
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-1.4.200-execution	4.43.1		d83692f8422bb0f1cc78d992627cef43f0f581a9
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-1.4.200-execution	4.43.2		945288dd07f77240008684f666fb6e65143b7b97
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-1.4.200-execution	4.43.3		6285bba5d39bb53e77e3b83f9084bd64608523a3
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-1.4.200-execution	4.43.4		eb9e2d6571e10bacd4d3d404597db037876c308a
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-1.4.200-execution	4.44.0		59b77a7ce3b836ff02e733bdecd138f68dcc4fdc
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-1.4.200-execution	4.44.1		f3b3688c16e3c24745d5017ffc1793e96c2aef55
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-1.4.200-execution	4.44.2		904043b890c239e8a11fac45ccf299a78aea551d
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-1.4.200-execution	4.44.3		7bffc9807d3e52e57f0124696f5c7054410d7f12
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-1.4.200-execution	4.45.0		fc7e71e723bb9a4a9a321b7bd8df7ef43336a3f6
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-1.4.200-execution	4.45.1		f020f5ec04663d059f4ed39dd541c0bb3837b97a
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-1.4.200-execution	4.45.2		f487661e7f8fb63b11ed284872b904f264fb2786
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-1.4.200-execution	4.46.0		c3b8a7da4340f5d8444dd93a12fb0580be228de8
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-1.4.200-execution	4.46.1		5223650849199a881f03a5c8dc11d42d7fef5833
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-1.4.200-execution	4.46.2		cb2f98923d4992e13f9446ee4207525fb8035f3e
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-1.4.200-execution	4.47.0		e34bf952278b4d75517f523d9d24ba6114dd3efa
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-1.4.200-execution	4.47.1		2c672780b25571c79c73de4d31835a2f92607837
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-1.4.200-execution	4.47.2		db7828ff7e3efd195ea2c7d4a6c970d405209abb
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-1.4.200-execution	4.47.3		0d53e19a77edd3cd0534e2e37169d7d5f9e0b2cd
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-1.4.200-execution	4.48.0		57f860fc355a0c6f527732af20a3830b4fef6001
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-1.4.200-execution	4.48.1		96574314f671b1137f9dc8eb76392968c62e0ff6
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-1.4.200-execution	4.48.2		4a33b396a0bca590f29b258a7071945d29360c9d
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-1.4.200-execution	4.49.0		720802cd248e3bdab1305634256f28d01153ccf8
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-1.4.200-execution	4.49.1		609a1f31927cecac516808ec7ea923651bd50223
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-1.4.200-execution	4.50.0		6a7dcbaa242aa32a27b4593002ba2bb91393cc90
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-1.4.200-execution	4.50.1		78306ca7b96d6e7615dc207931d1578994af4bf5
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-1.4.200-execution	4.51.1		badc5a3b58636ed3e29849d9aa7b6696550248d6
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-1.4.200-execution	4.52.0		a96205f5c3b6b6ab12198386880907e766a2808d
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-1.4.200-execution	4.52.1		cad9055927a66d8c590b9610d6276675bbd92ad1
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-1.4.200-execution	4.53.0		767ac13bcbb213f2444873c9d51651fd92207f06
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-1.4.200-execution	4.53.3		df6ef5e52292a992ea40bdb28626d5b5ffe5eed9
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-1.4.200-execution	4.53.5		0561e4363864cfaec697dd5f3a232a115bfbf62c
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-1.4.200-execution	4.53.8		3459dc66f94c6d15042d200220f4296cb178307f
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-1.4.200-execution	4.54.0		18cc36589dd700af0a540e66cae2823fbe61485b
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-1.4.200-execution	4.54.1		436a664d1332fd570017f664c2afdb7d72383046
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-1.4.200-execution	4.55.0		a1f2345d28c00566f4d6f352d71514becd5ba987
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-1.4.200-execution	4.55.1		fc1c28a916d745bcebbbb78f26485d4af63caea6
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-1.4.200-execution	4.55.2		74833ace79ce67283b74e8ddb6c9df54dd24fbcc
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-1.4.200-execution	4.55.3		a4d4e9d85b79a1fa459ee8381fd7a07b73a392dd
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-1.4.200-execution	4.55.4		e38b35497d830848014e48b1278961c00abd3e0f
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-1.4.200-execution	4.56.0		76d8f660f3d1b8628d45cfde686e969ce80b2475
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-1.4.200-execution	4.57.0		853fbc6745af11944210f8cd8d5a582f9c500729
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-1.4.200-execution	4.57.1		0d57da2f519edd56263b5c26365f4cc7bb391dd4
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-1.4.200-execution	4.58.0		e8a3a7c5e20c5d8a62cd27f56e5f52a2daaf6cfa
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-1.4.200-execution	4.58.1		ab3d2ed87583b3fe36dca33a8db18185f900b453
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-1.4.200-execution	4.59.0		89fadefd9a12f380e739c2f31733760566d265f8
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-1.4.200-execution	4.60.0		6a010f1ca876a831e92cfa358d77ac57b65c1bb7
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-1.4.200-execution	4.61.0		49a6622c738cd799a663a4b556dd1c0a055270db
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-1.4.200-execution	4.62.0		a4514d1fd9f2f3f3a07846af300120e73b729e8c
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-1.4.200-execution	4.62.1		d83abd2b185487cdb361e3e31d255cc400ef2a7e
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-1.4.200-execution	4.63.0		f9592197528da58f6e1efa0be48bb8b59bdd20af
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-1.4.200-execution	4.63.1		c5dde0c71f48916722ce58435bb5b9c2ef4b50c5
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-1.4.200-execution	4.63.2		1d47877b4faba0b664ea4dc503e4250a3f3973e6
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-1.4.200-execution	4.64.0		e50903864c8c0ef307de74c1ae107c2eb4d55f17
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-1.4.200-execution	4.64.1		6ec5a1cb2dd1d5cf2b82cca997c9d28a996492e5
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-1.4.200-execution	4.65.0		72bc1ea72f9d08795082528a374d4e8729b75d4c
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-1.4.200-execution	4.65.2		3a1298c1d5a0391884f035bec19a202792ace666
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-1.4.200-execution	4.65.3		3d15d947dc9969c8232ac661bfcc37e465142717
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-1.4.200-execution	4.66.0		a74ba9dc7c4d65d6c70a2741667150567ec74198
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-1.4.200-execution	4.66.1		aa14e877944de21a390fd94123bc5c3e3b564b7f
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-1.4.200-execution	4.67.0		589215d2872b24c9bb1b5beb805b65529a5a7fa0
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-1.4.200-execution	4.67.1		0ea1c9a22cdd4025be423dfe1c0c52f4e1f78abe
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-1.4.200-execution	4.67.10		adc974e7918fe797333b983376ad75321f286e3a
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-1.4.200-execution	4.67.11		7e91072904af9e626394f82b3cf59cb930195445
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-1.4.200-execution	4.67.12		90d069a98048d267e96d57ecae4a49056934e950
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-1.4.200-execution	4.67.2		5d6b2a6c67658110fe9e89cde6cbe7c772077c08
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-1.4.200-execution	4.67.3		4938a14e7adc3dda07b3d79ea06cca6c7a6a85e9
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-1.4.200-execution	4.67.4		68f2b8bc1c6c2229d16393eaf3767e4790dbfe47
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-1.4.200-execution	4.67.5		88cc6a3a255984978c40d6a2cb59a6642215f3dc
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-1.4.200-execution	4.67.7		75fe16b1e3228de7d4a2d79901f6c263a257ba5f
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-1.4.200-execution	4.67.8		407cb8890d5b608d9231551caa31cbf6cc7fe288
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-1.4.200-execution	4.67.9		56af083e48d7988178a5b925d6af850ce87a8cff
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-1.4.200-execution	4.68.0		f0aa08654403cc25280b6b7b9e87d106e08abc39
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-1.4.200-execution	4.69.0		f428276d600d25e9c21bd0c52a6df78b0b9c27ae
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-1.4.200-execution	4.69.1		abaff6465f156cc5cd9cbe77fe3fa251e63a438c
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-1.4.200-execution	4.69.2		6ba653b72375fda3da6802dae7f4610eaf19132c
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-1.4.200-execution	4.69.3		2251979f1ac045fa86b81056a97e6cd6ba5d97e3
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-1.4.200-execution	4.69.4		849ed08dacbcaf9c38b86b3c9414108105addad1
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-1.4.200-execution	4.70.0		55720e1a007e9b232d8c62cccf7f723976b9e85f
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-1.4.200-execution	4.70.1		4e35ea1bc644fd53dd14648491b7cac331a24ef3
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-1.4.200-execution	4.71.1		c51f7ac2f3b5aeb232d8bcbb57b60180afe46bf0
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-1.4.200-execution	4.72.0		cae3a38ec009ee794f6c0af723ffbae42f35d0d0
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-1.4.200-execution	4.73.0		3f29d88bb761cfb891dd5e94a5dc838dd6589236
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-1.4.200-execution	4.73.1		94824a38792848cc83c0dbf22bca37be032caa11
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-1.4.200-execution	4.74.0		74bd65d75266396dceca863609574adbfcf51688
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-1.4.200-execution	4.75.0		bc1b1ee9192133384a26142cea5758d0310bbd23
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-1.4.200-execution	4.75.1		57249e8bfe0a0851e4187ec5d14cc027dde48f03
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-1.4.200-execution	4.75.3		8182c9bf1f2145768bf79ea08dc782016e4960f7
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-1.4.200-execution	4.76.0		9640ff774b4215270ca988abb5738dc0345414cc
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-1.4.200-execution	4.77.0		799cedc5f5daa14acc9798fa00c7267954015eec
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-1.4.200-execution	4.77.1		731e8f6dffe2467a883555798f489824ee49d987
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-1.4.200-execution	4.78.0		f8eba5eb793a54d90746493687b57db1655435d6
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-1.4.200-execution	4.78.1		2f860a287f70918f5292a89edea31e3d50869a91
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-1.4.200-execution	4.78.2		c3a34c9d4e5560bac51276d8d0794ced0d167cd1
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-1.4.200-execution	4.78.3		b825faa33a4abbe071825794e6b999f5cfc76f4d
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-1.4.200-execution	4.78.6		4d85ed9cf99cf558aa4d5760adbd8671c3828fc8
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-1.4.200-execution	4.79.0		6bb0c7355798b442bea0930b80cbbe69f7d166d3
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-1.4.200-execution	4.80.0		0dff715a144deed15cb518d48b6d10b90e68fae3
org.finos.legend.engine	legend-engine-xt-relationalStore-h2-1.4.200-execution	4.81.0		2b6a8bd4e2b83fbf629753a3dd5d5cd920ec9571
org.fusesource.fabric.samples	process-sample-camel-spring-just-xml	7.1.0.fuse-047		a80590fbdca4147218eea91388dfae777aebeeeb
org.fusesource.fabric.samples	process-sample-camel-spring-just-xml	7.2.0.redhat-024		e95fd1f721ae198f58e0a541d322ac67aabc7dd1
org.fusesource.fabric.samples	process-sample-camel-spring-just-xml	7.2.0.redhat-060		5da044caed019e06214946ec330522667af789ab
org.fusesource.fabric.samples	process-sample-camel-spring-just-xml	7.2.0.redhat-065		83471dc082680d75313e68d43aab880c75a0ad78
org.fusesource.fabric.samples	process-sample-camel-spring-just-xml	7.2.0.redhat-083		110da7522d93bc36bc6129ddc520a6332804bae4
org.jibx.schema.org.opentravel.example.jbundle	jibx-example-jbundle-reactor	1.1.0		N/A
org.jvnet.ogc	wms-v_1_1_1-schema	1.0.0		2a491873274bdb9584a650035a87b85e537301e8
org.jvnet.ogc	wms-v_1_1_1-schema	1.0.2		fcadf7dbb23a5abb22c5e53d2bad1967b47693fc
org.jvnet.ogc	wms-v_1_1_1-schema	1.0.3		925d4c5fb505b3ea3d75bc40bbdf7fdd63765845
org.jvnet.ogc	wms-v_1_1_1-schema	1.1.0		c97f8bbb7334e2d3e0c87afac625adb0b57a85c2
org.jvnet.ogc	wms-v_1_1_1-schema	1.1.0.M1		d812d7f72e424e1ccf7b8ca228d72efe17dc515e
org.opencadc	cadc-tap	1.1.0		4528cd0767cdd16ff0408c17d6010f4e1730ca01
org.opencadc	cadc-tap	1.1.1		c8257b4f5d2d48fa83fd36456cdfb5634b771611
org.opencadc	cadc-tap	1.1.10		245687667fd49a431441ff4cf29e34943f0e9fec
org.opencadc	cadc-tap	1.1.11		da9839de828242d9686878bd792d12c246440777
org.opencadc	cadc-tap	1.1.12		051b71c13cc5ea5a5d76cab7d41873f83ff6fd73
org.opencadc	cadc-tap	1.1.13		4d3235b98fd044b76d17f0277246592b4d8c1dae
org.opencadc	cadc-tap	1.1.14		5203bb89a3875105e7f76adbd3a431bc951483e7
org.opencadc	cadc-tap	1.1.15		32b793fd08213544d8668bba498d47925529f787
org.opencadc	cadc-tap	1.1.16		48c48f1e33b33e1fc7a710e4fc40f95a4b81305a
org.opencadc	cadc-tap	1.1.17		d9a63fe3bfa7949f89aa57e9b8a6074652b0cecd
org.opencadc	cadc-tap	1.1.18		2bb823fdb542dc5b681a41c7c3cbf8a4fc13778b
org.opencadc	cadc-tap	1.1.19		c7069b675222ca6068ae8ab90933e39696895170
org.opencadc	cadc-tap	1.1.2		30b51d449a108ae6beb2667f8e43e8d399a08b26
org.opencadc	cadc-tap	1.1.3		e4ffbcf7e018c01c1489198641141d2a78265483
org.opencadc	cadc-tap	1.1.4		98c34ba8efeaeb74b0ef0c5dd0ceec57e83985aa
org.opencadc	cadc-tap	1.1.5		80df7865720101d26ba09d64bc3055d55ebf33c8
org.opencadc	cadc-tap	1.1.6		c87f813d296e35aa654749360a6179794cf1a68a
org.opencadc	cadc-tap	1.1.7		9603eb6a4dfcd4e83c2b7bd33f4c516fc5e1e059
org.opencadc	cadc-tap	1.1.8		d3d968a2b16263d1d1afd60e4d4c0a7deff86fe9
org.opencadc	cadc-tap	1.1.9		415822918078ca88009a293debd56e51ce03f1b8
org.opendaylight.odlparent	odl4-akka-leveldb-0.7	1.8.0-Carbon		N/A
org.opendaylight.odlparent	odl4-akka-leveldb-0.7	1.8.1-Carbon		N/A
org.opendaylight.odlparent	odl4-akka-leveldb-0.7	1.8.2-Carbon		N/A
org.opendaylight.odlparent	odl4-akka-leveldb-0.7	1.8.3-Carbon		N/A
org.opendaylight.odlparent	odl4-akka-leveldb-0.7	1.8.4-Carbon		N/A
org.opendaylight.odlparent	odl4-akka-leveldb-0.7	1.9.0		N/A
org.opentrafficsim	ots-xml	1.7.6		810276ad7c44819cf0bf89d9b9eafd5d77bb0c22
org.ow2.jonas	jonas-service-manager	5.0.0		dc26dde24de3b9a3520afc35f5143e6d5a2d7105
org.ow2.jonas	jonas-service-manager	5.0.1		5ea814299ee7ba4de9cd38325469fa016b4b6be4
org.ow2.jonas	jonas-service-manager	5.0.4		cc50d558c6fae17cc84aca484497bfe33c2eaccc
org.ow2.jonas	jonas-service-manager	5.0.4	ipojo	8092be0268152d0981ece99a35197034ed4a68e5
org.ow2.jonas	jonas-service-manager	5.0.5		e7fb1d51d3604dd1d869ec066a43b503d7ec6eb9
org.ow2.jonas	jonas-service-manager	5.0.5	ipojo	62a9f1cf2b7d22a59e114b8ee94e743779728d11
org.ow2.jonas	jonas-service-manager	5.1.0		1b0950ad9ca50f3ad389b2c9f78ebc769c3d20b5
org.ow2.jonas	jonas-service-manager	5.1.0	ipojo	5615c18e2c3b44cc1cfdaebf7af1836addd3a5be
org.ow2.jonas	jonas-service-manager	5.1.0-M1		201a17cac74b151c30e958db7849735b27c16968
org.ow2.jonas	jonas-service-manager	5.1.0-M1	ipojo	9970ee880feba850291d930cd3d057b86a86eecc
org.ow2.jonas	jonas-service-manager	5.1.0-M2		dbe4b2c48ac7dccc520a9f2d9571f5fa5394d090
org.ow2.jonas	jonas-service-manager	5.1.0-M2	ipojo	22b9c7a9ad50756352d629be9274e9a2ecee9c71
org.ow2.jonas	jonas-service-manager	5.1.0-M3		a41131eca4a7b18db50d2f2b32e5dd7c01ff3215
org.ow2.jonas	jonas-service-manager	5.1.0-M3	ipojo	98919b4769e9544ba7a72727619ea7c409d2e87c
org.ow2.jonas	jonas-service-manager	5.1.0-M4		d23360c81ea6d467f092a6b02d306a2fa626f3cd
org.ow2.jonas	jonas-service-manager	5.1.0-M4	ipojo	2fc95d2f1c85a04f9cffa448f73593b52016ca39
org.ow2.jonas	jonas-service-manager	5.1.0-M5		c941cf31a8ed9182ca89b3f469e064299603d7bd
org.ow2.jonas	jonas-service-manager	5.1.0-M5	ipojo	348c3e6c1ee6a4b55e62689f44723b3a6aee4ff0
org.ow2.jonas	jonas-service-manager	5.1.0-RC1		6e14fd3ad2a14ea4e59af75f3c9fd19926e7100c
org.ow2.jonas	jonas-service-manager	5.1.0-RC1	ipojo	3cf2f0ad6b6c8c05f54b3aaa80216814a8404918
org.ow2.jonas	jonas-service-manager	5.1.0-RC2		cde46ea1d2dfcb201ff42b5d6c240d9129105d85
org.ow2.jonas	jonas-service-manager	5.1.0-RC2	ipojo	ab89f46a841c38bb53ebaa7863b1f55624b5044c
org.ow2.jonas	jonas-service-manager	5.1.0-RC3		ac89a4008ca9f968194dd98f32ee127cc77a3b15
org.ow2.jonas	jonas-service-manager	5.1.0-RC3	ipojo	b269b98bdbd08611f63ccdfb33ac720278c4c906
org.ow2.jonas	jonas-service-manager	5.1.0-RC4		e5ee6cee6d60fb98201796f8f909af001a43f3dc
org.ow2.jonas	jonas-service-manager	5.1.0-RC4	ipojo	50639c6f7147ef7f6f9491f3f252f8534ce623c7
org.ow2.jonas	jonas-service-manager	5.1.0-cxf-2.2		3255af5d4969c03a6e00864e011048b35d8175d2
org.ow2.jonas	jonas-service-manager	5.1.0-cxf-2.2	ipojo	666875e73eba7a4479fcfd39c62203c077e9efda
org.ow2.jonas	jonas-service-manager	5.1.1		859c61cbe0c3670a632d0bf0167b76c66b475418
org.ow2.jonas	jonas-service-manager	5.1.1	ipojo	0c761189c624d6f9bdfb34e94eb13e8b412810ae
org.ow2.jonas	jonas-service-manager	5.1.2		1106a783d1c5340f742655307dcf30662e3054dd
org.ow2.jonas	jonas-service-manager	5.1.2	ipojo	341993ab6a90edab60a0c2797d0588bca5060604
org.ow2.jonas	jonas-service-manager	5.1.3		5dcc12a811ef323bd65b596540b33a053150b356
org.ow2.jonas	jonas-service-manager	5.1.3	ipojo	25bb8f7ed4118dd7a41697347bd9d09f66e964ea
org.ow2.jonas	jonas-service-manager	5.1.4		8c1241f31c9f1fab597c0e796455043e332c7d0a
org.ow2.jonas	jonas-service-manager	5.1.4	ipojo	8ffd5275f0c039a0d32dc66d9d595b254a1c9498
org.ow2.jonas	jonas-service-manager	5.1.5		5dc0d0d5448d5a2c28dde636002b3fe79e21460d
org.ow2.jonas	jonas-service-manager	5.1.5	ipojo	3d549a8e0a98f1874c756935cdb57ae398ddd04f
org.ow2.jonas	jonas-service-manager	5.1.6		1e1c519b97cef859502c9573048a79b4f925fbf1
org.ow2.jonas	jonas-service-manager	5.1.6	ipojo	10182a2e664d45ad9bc4796b39a17c5d149aa4d7
org.ow2.jonas	jonas-service-manager	5.1.7		af3922452fe7c68331f6fb77659d41ec11ff4495
org.ow2.jonas	jonas-service-manager	5.1.7	ipojo	0c3a6945eb6d1cb458a1182640c96ac8ee00b7c8
org.ow2.jonas	jonas-service-manager	5.2.0		48d6c86d0292fa775e192c511a8db7174607c25e
org.ow2.jonas	jonas-service-manager	5.2.0	ipojo	4ac3ee8c9b037536875442b769a8139392f082ea
org.ow2.jonas	jonas-service-manager	5.2.0-M1		c1a1c1875df889d721d3fa9263294c192ee842e2
org.ow2.jonas	jonas-service-manager	5.2.0-M1	ipojo	b7cfd90ed836374e19726f6d3dade9816dc4ea5e
org.ow2.jonas	jonas-service-manager	5.2.0-M2		a7693e17676bd710b20fd7e9d1e82173ed4be34e
org.ow2.jonas	jonas-service-manager	5.2.0-M2	ipojo	979c0e40883f68c0519bdbc24e3ee0a6dc30b250
org.ow2.jonas	jonas-service-manager	5.2.0-M2-SR1		7fad56d69409e29f159eb9f262a522ed78c31bcb
org.ow2.jonas	jonas-service-manager	5.2.0-M2-SR1	ipojo	0f9926f757df8f3bcfe2bb4eee52e0753e88990d
org.ow2.jonas	jonas-service-manager	5.2.0-M2-SR2		ebc14c88581f7768e95e81e8b6d5d91816bb8c6a
org.ow2.jonas	jonas-service-manager	5.2.0-M2-SR2	ipojo	4bf657fe797049bd031328d766667278524ef308
org.ow2.jonas	jonas-service-manager	5.2.0-M3		4728d03f46ec69b0407cb3f5cca9388bc459c4c1
org.ow2.jonas	jonas-service-manager	5.2.0-M3	ipojo	84a1507a75b66857f7917673caa5f827adaba52d
org.ow2.jonas	jonas-service-manager	5.2.0-M4		66df1e213004e2f503ce8049637ca5ad3380a82d
org.ow2.jonas	jonas-service-manager	5.2.0-M4	ipojo	088f4184380c416d9493f1a3d42aa90a50f8dd09
org.ow2.jonas	jonas-service-manager	5.2.0-M5		a2fbc16122165e041d3a22479761c955ff20b1bf
org.ow2.jonas	jonas-service-manager	5.2.0-M5	ipojo	ca40343ceb64c8d38260b21a367fd36dac6e12b1
org.ow2.jonas	jonas-service-manager	5.2.0-RC1		323b1b458c211400953b2df37f0cf98205f67bf6
org.ow2.jonas	jonas-service-manager	5.2.0-RC1	ipojo	df3924e1ae7e8a879fa393f492a6fc9fa21bad4a
org.ow2.jonas	jonas-service-manager	5.2.1		54a29ff9e94a269f3b12cd4443c0374a83d47c8f
org.ow2.jonas	jonas-service-manager	5.2.1	ipojo	a0d6510bf082538956a06718309d7a7dac8f6d37
org.ow2.jonas	jonas-service-manager	5.2.2		7412b01ac42c7147af6de75316380b0f1990d3c2
org.ow2.jonas	jonas-service-manager	5.2.2	ipojo	b4bdd3b8810457b7d4f5e1b2cb358fee1ba51f31
org.ow2.jonas	jonas-service-manager	5.2.3		527b22f8635e70d28772bf0ccb67fbd6045a47fa
org.ow2.jonas	jonas-service-manager	5.2.3	ipojo	a95e9c4e32d02b35b1210af07ed47b99c61e8a04
org.ow2.jonas	jonas-service-manager	5.2.4		4207621b3240a9367ee40a9d480c822c40245c8b
org.ow2.jonas	jonas-service-manager	5.2.4	ipojo	2ea2c5a57546d569f5c458d175faf691b2223e3f
org.ow2.jonas	jonas-service-manager	5.3.0		64f33c14fda41b5e5c07639247d524488ce3dc60
org.ow2.jonas	jonas-service-manager	5.3.0-M1		d93a9de986b01257c26c284401c8150bde02c284
