at.released.weh	bindings-chasm-wasip1-mingwx64	0.1		N/A
io.github.egonw.bacting	managers-rdf	0.4.0		a7c8a8205c272f5b871a12297bc2a54b696cbc90
io.github.egonw.bacting	managers-rdf	0.4.1		d62a92fa030a153821d3ea71c6353978f602bf13
io.github.egonw.bacting	managers-rdf	0.5.0		a59943efe4635944077d73a443544cee2f38c356
io.github.egonw.bacting	managers-rdf	0.5.1		17a7669d561f011f1f398f1e142db35003a9f9dc
io.github.egonw.bacting	managers-rdf	0.5.2		63f70efeed20ac5488e5ba99b90a66e090adaea4
io.github.egonw.bacting	managers-rdf	1.0.0		1275c1556dd8e670a404a2d6a3687f6d979ee1b4
io.github.egonw.bacting	managers-rdf	1.0.1		ea3beb2674a45e9178984c5f0330118e3005fe98
io.github.egonw.bacting	managers-rdf	1.0.2		62d1815060735d6c72ae9932feb325fe3d86bd11
io.github.egonw.bacting	managers-rdf	1.0.3		685b6bff6acd83dfc34d7262f7f88b34c05e3453
io.github.egonw.bacting	managers-rdf	1.0.5		69f00771ec68275c07271e3a027442a9c9ebaa09
io.github.fabian-maysen	stk-geometry-api	1.0.0		8fdcf207d7e779e7c66a26fa30f1426f3af42812
io.github.ganesh-o18	mylibrary-runtime	1.0.0		N/A
io.github.hiroaki404	ratingbar	0.0.1		ade751193a0a4f2b191208f9b53495952efd8a12
io.github.hiroaki404	ratingbar	0.0.2		3fe772960a1656b15bc5131f39ce4da283da2988
io.github.hiroaki404	ratingbar	0.0.3		a7b58ebe4da868133d2543e24ef0dc3988ad5f39
io.github.hiroaki404	ratingbar	0.0.4		8c7a4fa5d116b7b550bb1571681d1537f4df91d2
io.github.hiroaki404	ratingbar	0.0.5		18d794eb3b6114a9ef55cbc0e5f8a31940e8b626
io.github.hiroaki404	ratingbar	0.1.0		18d794eb3b6114a9ef55cbc0e5f8a31940e8b626
io.github.hiroaki404	ratingbar	0.2.0		2233a5bd340bcb06f710799444eee3bf0c4e0b54
io.github.hiroaki404	ratingbar	0.3.0		2233a5bd340bcb06f710799444eee3bf0c4e0b54
io.monix	newtypes-circe-v0-14_native0.5_2.13	0.3.0		46bc529f58382d01ea5a13fcaa1245cd1543f555
io.quarkiverse.jnosql	quarkus-jnosql-core-integration-tests	1.0.5		ecdb3bd5511c0ec1cc76bd8507db0d20f7413850
io.quarkiverse.jnosql	quarkus-jnosql-core-integration-tests	3.2.2.0		8d4abbad0c115d7c15d2fdb97bd51e4a6bbf5ed6
io.quarkiverse.jnosql	quarkus-jnosql-core-integration-tests	3.2.2.1		e59d1187f32e6ef31639de6eaa62eda749ccadb9
io.quarkiverse.jnosql	quarkus-jnosql-core-integration-tests	3.3.0		cd9bbf422e7450a7d40017406f2d05ebb0733243
io.quarkiverse.jnosql	quarkus-jnosql-core-integration-tests	3.3.1		fd831e82faf6dca8fc292fb918ee61cbc420fec2
io.quarkiverse.jnosql	quarkus-jnosql-core-integration-tests	3.3.2		80e695b62d595b359568dadff942b73b693baae2
io.quarkiverse.jnosql	quarkus-jnosql-core-integration-tests	3.3.3		8e1dab6524b39192826f17670a309c32bf019390
io.quarkiverse.jnosql	quarkus-jnosql-core-integration-tests	3.3.4		47c394c3f6bc68f11dc9c2a084331c07879daca0
kz.kesh	anar	0.1		2abb4596e3aee42edb729d2fc7aaa81d47ac4ab5
kz.kesh	anar	0.2		b3c358c966e397937d4a824f76adcb9cbc7a59d9
mil.nga	crs	1.0.0		6805a369053963d5756b599fe440f19063f6c7e3
mil.nga	crs	1.1.0		eb79a274c515c2deacb8a9fa166f6941f6ca8e3d
mil.nga	crs	1.1.1		5d377beb0952f46c920120ad874dd2e1de793bfd
mil.nga	crs	1.1.2		a9b0a03a3792291f2322ccf7e9575bccb0df6077
mil.nga	crs	1.1.3		e170bc3ad3d58df88b01717b16a70fa4ab72d78f
mil.nga	crs	1.1.4		f90d08adde86961a272016e5acb867327150989b
mil.nga	crs	1.1.5		18361b17159d21e34c3ba2148a4132bf9c4f5cd1
mule	mule-xmpp-provider	1.0		dfa871b5e2c9e67e5bd41960f5eba693cf3a55cd
mule	mule-xmpp-provider	1.0-rc3		dfd2f66ebbfe700df4906ad64943fb96efe9e7a9
mule	mule-xmpp-provider	1.1		8b88b75646867f1f92c87341d4dd57a029014a67
mule	mule-xmpp-provider	1.1-rc1		6a79f76c3031b09c146171f3a0b172c3692ca0fe
mule	mule-xmpp-provider	1.1.1		121ea26d60d69622aecd724c19ff68af2795bdd4
mule	mule-xmpp-provider	1.2		b84a2072807435fb23168203b962fbaf70637d02
mule	mule-xmpp-provider	1.3-rc1		672e25e4448877accfa8d3f2b197de7e82eb2043
mule	mule-xmpp-provider	1.3-rc2		a4b60c63c8094e24f4e9623c78c81c5a0e099c04
mule	mule-xmpp-provider	1.3-rc3		2ddaaa44cbd5aaec6e851711e7b43d36f98853e1
mule	mule-xmpp-provider	1.3-rc4		46ad7fa24c23211582e910a4c9cb60dacde066f2
net.sf.okapi.filters	okapi-filter-xliff	0.35		2f21e7e12a43805bebcbafc3688ad0452602ece9
net.sf.okapi.filters	okapi-filter-xliff	0.36		959b5c7c5728720cb86e9e0ee1a3955cfcbb139e
net.sf.okapi.filters	okapi-filter-xliff	0.37		5163e70dbe373d8278e74b69d5d5f16f33fd0996
net.sf.okapi.filters	okapi-filter-xliff	0.38		9a49cb27a5adb4ebe3fa1e7c8dce4d446deb9e30
net.sf.okapi.filters	okapi-filter-xliff	1.39.0		7db48640fef06250a681bba8dd62c6737eca9376
net.sf.okapi.filters	okapi-filter-xliff	1.40.0		fe40ad24c013cb33641116c742252125d2a8d3c7
net.sf.okapi.filters	okapi-filter-xliff	1.41.0		4a71ebe186e9e57cb7ad87288213e9c3b45989df
net.sf.okapi.filters	okapi-filter-xliff	1.42.0		83e03c30071fd130deca2c7b6ce0bc540280d692
net.sf.okapi.filters	okapi-filter-xliff	1.43.0		e3915f751ed60197a295ec307b123e32e26790d6
net.sf.okapi.filters	okapi-filter-xliff	1.44.0		cb82f45cc67052bd2fa79d2ab9e0913e00d235e7
net.sf.okapi.filters	okapi-filter-xliff	1.45.0		42dc0d9c3b167add6480432a0caf606ed3b52eb2
net.sf.okapi.filters	okapi-filter-xliff	1.46.0		8ead98eb7f280de9c7b81cc2352d59b586ee3929
net.sf.okapi.filters	okapi-filter-xliff	1.47.0		73b821a0d162c3eb49dfb144632d0cbddf0b5206
net.wetheinter	gwt-reflect	2.5.1		e992b1accc67be7c6245425602022e8a5a745bb0
org.apache.geronimo.modules	geronimo-webservices	1.2-beta		c1bbb5fc673abb5741b813b614c6bc0ec9f9bc74
org.apache.geronimo.modules	geronimo-webservices	2.0.1		e47e41e471c3ca9d49677e54552a75ed6423ee8a
org.apache.geronimo.modules	geronimo-webservices	2.0.2		1317466a17bb66d16e3d53c1baa14d7895c03ff4
org.apache.geronimo.modules	geronimo-webservices	2.1		d412cd7b9cd1c3fdc2a03bddace62586efe9f9aa
org.apache.geronimo.modules	geronimo-webservices	2.1.1		6b0a25dfd2a957867ab9d39c3bcdc46f2db89f82
org.apache.geronimo.modules	geronimo-webservices	2.1.2		341e4e0cad6689b26896e6f72eac6747f59f91d3
org.apache.geronimo.modules	geronimo-webservices	2.1.3		da755c84c77dad9d3cbdb6d8508a3ad7aed9e9a6
org.apache.geronimo.modules	geronimo-webservices	2.1.4		0f48b32cdb846fb0a6aac92f7b9ca0c582bed193
org.apache.geronimo.modules	geronimo-webservices	2.1.5		152832620d0b163b190c1db4e613636803a6a790
org.apache.geronimo.modules	geronimo-webservices	2.1.6		63f2161eabdd0208fd6542817d57e418c987c7a4
org.apache.geronimo.modules	geronimo-webservices	2.1.7		9ecfc8a4ec5a8554809012f85d90e14dbd852145
org.apache.geronimo.modules	geronimo-webservices	2.1.8		ffabac602c9aa393c3e70aefde8a8444ed8bbdcd
org.apache.geronimo.modules	geronimo-webservices	2.2		5df683d5b1372ebb65effa9b68868b9f497df91f
org.apache.geronimo.modules	geronimo-webservices	2.2.1		74f8f14743cfe942a2db4a66234b0715527c0d82
org.apache.geronimo.modules	geronimo-webservices	3.0-M1		5f5d28ddf96de53f34f23ec17829619f3fffb1e3
org.apache.geronimo.modules	geronimo-webservices	3.0-beta-1		4130484f90151ce492ca774386985391e7541089
org.apache.geronimo.modules	geronimo-webservices	3.0.0		36dd62f74716255b4c446070b32b1ba7cd5753d4
org.apache.geronimo.modules	geronimo-webservices	3.0.1		be4137cd6a480bf1e1c864fa7abc78a834eb4e48
org.cyclonedx	cyclonedx-maven-plugin	1.0.0		523fb162a1987af9a816124edfbe747cc014a6eb
org.cyclonedx	cyclonedx-maven-plugin	1.0.1		ffea3d3fdacc5588e8a9b5f239ccd388755377e1
org.cyclonedx	cyclonedx-maven-plugin	1.1.0		d9311ce6b836b497a35245cf9de5d8ae37a54aaa
org.cyclonedx	cyclonedx-maven-plugin	1.1.1		5f2ccaffe703801d1b9e56857c937e4f478bd50c
org.cyclonedx	cyclonedx-maven-plugin	1.1.2		5f6b8e845d6c8e25ab6e24a563e04813972b82b6
org.cyclonedx	cyclonedx-maven-plugin	1.1.3		56ba18ebf96a77a177f3202c75a83030b0d38569
org.cyclonedx	cyclonedx-maven-plugin	1.2.0		5b93da544e81ce40e1958ba6c4e576219ea894c4
org.cyclonedx	cyclonedx-maven-plugin	1.3.0		085742b5a87d437fd528fa2df81907bd3fcdff56
org.cyclonedx	cyclonedx-maven-plugin	1.3.1		b929c98a126533f5011da99c7d9207e5363c3323
org.cyclonedx	cyclonedx-maven-plugin	1.4.0		a4710515cf05a5e90ce06ef31d6977889b5c4bd8
org.cyclonedx	cyclonedx-maven-plugin	1.4.1		58eaa13b9ec025a7563c1b32c7070d61a6c66a5a
org.cyclonedx	cyclonedx-maven-plugin	1.5.0		a9070dd94f1de4ec0c3762c328f37897d6495f60
org.cyclonedx	cyclonedx-maven-plugin	1.5.1		28cc46361bccfdbba2aacee9a48bbb7d3a82f37a
org.cyclonedx	cyclonedx-maven-plugin	1.6.0		541199ef6458b289f09a7fdbcb3ec81a27f38bea
org.cyclonedx	cyclonedx-maven-plugin	1.6.1		57415764507114ef4d5b7d2f50997bd44a300e8d
org.cyclonedx	cyclonedx-maven-plugin	1.6.2		2ac6100d4a943519f9bd1db329c7467f052bc6c7
org.cyclonedx	cyclonedx-maven-plugin	1.6.3		d0eab59533c73733f9827620682465f0c22c4286
org.cyclonedx	cyclonedx-maven-plugin	1.6.4		60acda227f9910872ded64fa9bc8de56d2d98fd7
org.cyclonedx	cyclonedx-maven-plugin	2.0.0		072b6357a55c5c5e55cc955cd9f670a95aaea4db
org.cyclonedx	cyclonedx-maven-plugin	2.0.1		de526abf99c980be562fa2a3151d02426590f3fc
org.cyclonedx	cyclonedx-maven-plugin	2.0.2		04b39fce560f8a9609e5b5db6e605fc2ba2c5a42
org.cyclonedx	cyclonedx-maven-plugin	2.0.3		216af106aaa19deed441688deab69f0468855fa5
org.cyclonedx	cyclonedx-maven-plugin	2.1.0		8d9239362e174332caf023a37c74b968bce3214f
org.cyclonedx	cyclonedx-maven-plugin	2.1.1		c5613ba301617627b4c3d9a06e1c9820c3036c2d
org.cyclonedx	cyclonedx-maven-plugin	2.2.0		93ace95d9ebbeb82316588f587e2b0b0c7e8f8f7
org.cyclonedx	cyclonedx-maven-plugin	2.3.0		453473640f54a33c7d6b712cc49b77a4833368ef
org.cyclonedx	cyclonedx-maven-plugin	2.4.0		71f4ec8229f0f7c9636725e2b7983e57e3d78c20
org.cyclonedx	cyclonedx-maven-plugin	2.4.1		f6fb396c7c6a8886409aef457e85e4fe719d6d5b
org.cyclonedx	cyclonedx-maven-plugin	2.5.0		478c641d9479278542deeabe143167f330751684
org.cyclonedx	cyclonedx-maven-plugin	2.5.1		bcbf4d76880f8b7b9008bd08fb72454e7f666957
org.cyclonedx	cyclonedx-maven-plugin	2.5.2		1a001ec9d1a9c94e40a172f99c85c8f1c139461e
org.cyclonedx	cyclonedx-maven-plugin	2.5.3		c044d9b726650cbea3adeb5cc1715c67d8356c0a
org.cyclonedx	cyclonedx-maven-plugin	2.6.0		a588599a2b4e5d184809d1d1d4e96b12c67bfb02
org.cyclonedx	cyclonedx-maven-plugin	2.6.1		8d6e08152ed0f8fb511f237be7e6e53db2d8f1d6
org.cyclonedx	cyclonedx-maven-plugin	2.6.2		597e59ebf21c3b8bfb1faeb622569df324eca956
org.cyclonedx	cyclonedx-maven-plugin	2.7.0		2fdea945fa3c30de50040220d11f14d80d981257
org.cyclonedx	cyclonedx-maven-plugin	2.7.1		4561e50edb47e12a03712b1afce9b20cba32fd28
org.cyclonedx	cyclonedx-maven-plugin	2.7.10		a4297947a1f2d7d453105db542651614bbd37f38
org.cyclonedx	cyclonedx-maven-plugin	2.7.11		4c3c0878c15561639076e5be7a48ffcd6111c5ee
org.cyclonedx	cyclonedx-maven-plugin	2.7.2		13a77f9af6a286c9bfc8c00e5d75ff6e9920d4ce
org.cyclonedx	cyclonedx-maven-plugin	2.7.3		9ed658496dfeef87fe6072b95c62ec37165cc741
org.cyclonedx	cyclonedx-maven-plugin	2.7.4		c0259ad78634a65918e328d793d2ea0b8a9c2220
org.cyclonedx	cyclonedx-maven-plugin	2.7.5		3576a6392958d12709ba803922ca8ee0c7a233ed
org.cyclonedx	cyclonedx-maven-plugin	2.7.6		649239e622d8d454bb9ab6fafd6746c85cd11b7d
org.cyclonedx	cyclonedx-maven-plugin	2.7.7		3ef2e8728dc9eff2f129c34057e46e9d2b10629a
org.cyclonedx	cyclonedx-maven-plugin	2.7.8		8795071de12b08045d08f58d9611a9fcb9c78a9f
org.cyclonedx	cyclonedx-maven-plugin	2.7.9		69e8ca804520d09ce4657e7235bae84d01cbffa6
org.cyclonedx	cyclonedx-maven-plugin	2.8.0		5b0d5b41975b53be4799b9621b4af0cfc41d44b6
org.cyclonedx	cyclonedx-maven-plugin	2.8.1		c66892e13fb7ed7b8105cb5a280fa767d9e0bf12
org.cyclonedx	cyclonedx-maven-plugin	2.8.2		3b287e981e81263165b606ca210ed42a9f6bced1
org.cyclonedx	cyclonedx-maven-plugin	2.9.0		8bab47bafc8183d0a5f37790ff55ed05ead1ae2d
org.cyclonedx	cyclonedx-maven-plugin	2.9.1		be882d5a22050bfa9d19090b1420c188617d0e1c
org.eclipse.scout.sdk.s2e	org.eclipse.scout.sdk.s2e.doc	10.0.14		cc2dcd36b07cab8876003681400f87379c4552ac
org.eclipse.scout.sdk.s2e	org.eclipse.scout.sdk.s2e.doc	10.0.18		160c87be08dc9fcf15734a3e1054afcb032d7a7b
org.eclipse.scout.sdk.s2e	org.eclipse.scout.sdk.s2e.doc	10.0.19		d8e4e5820efb2f1bceba5d3eafce216bb60b09c7
org.eclipse.scout.sdk.s2e	org.eclipse.scout.sdk.s2e.doc	10.0.2		8ddce0f5d08a3819ed7136964f8d21611cbeb6ae
org.eclipse.scout.sdk.s2e	org.eclipse.scout.sdk.s2e.doc	10.0.21		b856bbf86c7471eebd9fe8bdd2f7d463fa45df23
org.eclipse.scout.sdk.s2e	org.eclipse.scout.sdk.s2e.doc	10.0.27		3a4812b07010a59c5caaf38f71f764b389f290d9
org.eclipse.scout.sdk.s2e	org.eclipse.scout.sdk.s2e.doc	10.0.28		6e333586b5013b5d5edd74642e60fea637101cfb
org.eclipse.scout.sdk.s2e	org.eclipse.scout.sdk.s2e.doc	10.0.3		2b11a77339987ee5275401128262c0ab234e9118
org.eclipse.scout.sdk.s2e	org.eclipse.scout.sdk.s2e.doc	10.0.30.0		5b46971aa43be8bc04780640f8ad601e44bbfdb4
org.eclipse.scout.sdk.s2e	org.eclipse.scout.sdk.s2e.doc	10.0.31.0		145934a2e8a7788d50d241d08f322c9264db8b86
org.eclipse.scout.sdk.s2e	org.eclipse.scout.sdk.s2e.doc	10.0.33.0		ac90094e28fbada4ad0435b1302972578326700c
org.eclipse.scout.sdk.s2e	org.eclipse.scout.sdk.s2e.doc	10.0.37.0		0ddccf792b46be8a4bbeb8c0a82f900ee7daf5c3
org.eclipse.scout.sdk.s2e	org.eclipse.scout.sdk.s2e.doc	10.0.38.0		051d0b9325457ff57248d496a6eec8f4b7a04cc7
org.eclipse.scout.sdk.s2e	org.eclipse.scout.sdk.s2e.doc	10.0.40.0		3cefb17181329ce295c8a014c68f9089e5921589
org.eclipse.scout.sdk.s2e	org.eclipse.scout.sdk.s2e.doc	10.0.41.0		83a62f8c6b484c7781f04295dede7f661e6ba92c
org.eclipse.scout.sdk.s2e	org.eclipse.scout.sdk.s2e.doc	10.0.42.0		343b0605673e56dcc939b9d4d33c936216859cb5
org.eclipse.scout.sdk.s2e	org.eclipse.scout.sdk.s2e.doc	10.0.45		f2bad21d02703dcd911d2bfa30435d88db1635f4
org.eclipse.scout.sdk.s2e	org.eclipse.scout.sdk.s2e.doc	10.0.6		acecf5f496038049a185cae7601b7316edea1596
org.eclipse.scout.sdk.s2e	org.eclipse.scout.sdk.s2e.doc	10.0.7		25cd03d57cc07bcf3d2082591115b76a233672ce
org.eclipse.scout.sdk.s2e	org.eclipse.scout.sdk.s2e.doc	10.0.8		f40bb0025e24d6fd3af753980b44fa6ef342229e
org.eclipse.scout.sdk.s2e	org.eclipse.scout.sdk.s2e.doc	11.0.0.alpha_5		b6c439a50a3328a41b67b6a341ac48b09597a106
org.eclipse.scout.sdk.s2e	org.eclipse.scout.sdk.s2e.doc	11.0.0.alpha_6		71d0eccf9d0f4f425cdae55b63b70bdb792f849d
org.eclipse.scout.sdk.s2e	org.eclipse.scout.sdk.s2e.doc	11.0.10		8562bfc19dea21907a42bbc260e78d856fab53e0
org.eclipse.scout.sdk.s2e	org.eclipse.scout.sdk.s2e.doc	11.0.12		a4ce34f437279675fc3a1b32bb785632fb546263
org.eclipse.scout.sdk.s2e	org.eclipse.scout.sdk.s2e.doc	11.0.14		2a78a2d9d6167885ae912dd6dc938800c2be1671
org.eclipse.scout.sdk.s2e	org.eclipse.scout.sdk.s2e.doc	11.0.15		d5e01c45c44e7bfe8f9590b7ec80573baa425385
org.eclipse.scout.sdk.s2e	org.eclipse.scout.sdk.s2e.doc	11.0.18		1e58f53d493bb81f54417189bae00fc18057cede
org.eclipse.scout.sdk.s2e	org.eclipse.scout.sdk.s2e.doc	11.0.19		28961ce176fa67b5ae61086648acfee1d820cb8f
org.eclipse.scout.sdk.s2e	org.eclipse.scout.sdk.s2e.doc	11.0.20		98317fe10760a90c6ac0162139e11485a34072fd
org.eclipse.scout.sdk.s2e	org.eclipse.scout.sdk.s2e.doc	11.0.24		1979d2d89a4daecf06027a8e516bd0e4803074db
org.eclipse.scout.sdk.s2e	org.eclipse.scout.sdk.s2e.doc	11.0.26		6f6fa6264be1d2624d75486fa6d33896bf807696
org.eclipse.scout.sdk.s2e	org.eclipse.scout.sdk.s2e.doc	11.0.3		7a3631e8579695bac9ef9791a849ff36f07457e9
org.eclipse.scout.sdk.s2e	org.eclipse.scout.sdk.s2e.doc	11.0.30		29bba28ad4a26260a51d8c6a25588dedd46f83df
org.eclipse.scout.sdk.s2e	org.eclipse.scout.sdk.s2e.doc	11.0.31		5f7b61652087e662edb11100a51be54d91b55232
org.eclipse.scout.sdk.s2e	org.eclipse.scout.sdk.s2e.doc	11.0.32		00627d9774b03eebfea5459be1a9adb65151d752
org.eclipse.scout.sdk.s2e	org.eclipse.scout.sdk.s2e.doc	11.0.36		76320b4bf9eb94d2c17cf8c62e2fc3fe2b23bb49
org.eclipse.scout.sdk.s2e	org.eclipse.scout.sdk.s2e.doc	11.0.38		ed1756bbe5c95fde219d4ca0d4bb745ff6e9a937
org.eclipse.scout.sdk.s2e	org.eclipse.scout.sdk.s2e.doc	11.0.39		4b1bad3cff3780191ea5d255351cf02cb3f0ff19
org.eclipse.scout.sdk.s2e	org.eclipse.scout.sdk.s2e.doc	11.0.41		9096a2391df4afc509b9e25a53091f8bd177a2cc
org.eclipse.scout.sdk.s2e	org.eclipse.scout.sdk.s2e.doc	11.0.42		d59dce3610ffa8e95f062e764e27fbe5c4f04716
org.eclipse.scout.sdk.s2e	org.eclipse.scout.sdk.s2e.doc	11.0.9		63b75db9e299482a994fb0f07dd26dfdf4c505d2
org.eclipse.scout.sdk.s2e	org.eclipse.scout.sdk.s2e.doc	12.0.0		fd8c1274ad6ca87bbf63918c59d0075dbfe95de7
org.eclipse.scout.sdk.s2e	org.eclipse.scout.sdk.s2e.doc	12.0.0.beta_1		5de59cdd91a648e122d0e00d67b39064ccd5e980
org.eclipse.scout.sdk.s2e	org.eclipse.scout.sdk.s2e.doc	12.0.0.beta_10		522f9013378d3cd45c9e488c4faaa2193714782c
org.eclipse.scout.sdk.s2e	org.eclipse.scout.sdk.s2e.doc	12.0.0.beta_5		78766bee577303a4668bf2f8119f042b98538d69
org.eclipse.scout.sdk.s2e	org.eclipse.scout.sdk.s2e.doc	12.0.1		1cb1c3ae5394d76b54ad23e0da3ae3d17533ca2d
org.eclipse.scout.sdk.s2e	org.eclipse.scout.sdk.s2e.doc	12.0.11		7be77d2a1c57da66e843f0a009aa6faf06191f58
org.eclipse.scout.sdk.s2e	org.eclipse.scout.sdk.s2e.doc	12.0.12		cf9845afbf5d67b8ab6572cd58c45909f5775269
org.eclipse.scout.sdk.s2e	org.eclipse.scout.sdk.s2e.doc	12.0.15		b05b696bc15d79a8d17bfe580ca3f6438dd20a87
org.eclipse.scout.sdk.s2e	org.eclipse.scout.sdk.s2e.doc	12.0.16		1b39a8d683ede26ca39d50b70135792061596237
org.eclipse.scout.sdk.s2e	org.eclipse.scout.sdk.s2e.doc	12.0.18		0352390e7d6d3820488c4bbd371bec29d27eaca5
org.eclipse.scout.sdk.s2e	org.eclipse.scout.sdk.s2e.doc	12.0.19		2f7d37b2a6d4330ef088725e65f514904d8b05f6
org.eclipse.scout.sdk.s2e	org.eclipse.scout.sdk.s2e.doc	12.0.2		d809b04c1f56977a0eccadfec0cc4b439c6e4d59
org.eclipse.scout.sdk.s2e	org.eclipse.scout.sdk.s2e.doc	12.0.20		1d2e9d92292b7d1c350f479d3d771ef162fd8648
org.eclipse.scout.sdk.s2e	org.eclipse.scout.sdk.s2e.doc	12.0.21		c0489e03659a2c5a744e7bef4f3683939ae86ccc
org.eclipse.scout.sdk.s2e	org.eclipse.scout.sdk.s2e.doc	12.0.25		0a720ce9af80fe2987d9d22ea26f4bce20aa5003
org.eclipse.scout.sdk.s2e	org.eclipse.scout.sdk.s2e.doc	12.0.26		94de22baa2e8181f505e85d8f8f2bf9fe6f6d676
org.eclipse.scout.sdk.s2e	org.eclipse.scout.sdk.s2e.doc	12.0.29		c4c503b3fa7df79bc0bb5cb9c96f25bd2104a737
org.eclipse.scout.sdk.s2e	org.eclipse.scout.sdk.s2e.doc	12.0.33		07337eb3548d06345f8d258d0df2d412f197f46f
org.eclipse.scout.sdk.s2e	org.eclipse.scout.sdk.s2e.doc	12.0.34		e023a4303896514efa06bba2abc16ca06e33b452
org.eclipse.scout.sdk.s2e	org.eclipse.scout.sdk.s2e.doc	12.0.37		127153cec2914a5eb21c82a134627d1d36cf38da
org.eclipse.scout.sdk.s2e	org.eclipse.scout.sdk.s2e.doc	12.0.39		daa0704aecdb1d9d6ae943e90a959ed8a0d6c56c
org.eclipse.scout.sdk.s2e	org.eclipse.scout.sdk.s2e.doc	12.0.41		bd1db92edefea731f892967a2201a3e056112996
org.eclipse.scout.sdk.s2e	org.eclipse.scout.sdk.s2e.doc	13.0.0.alpha_0		43485e27b351c5aaf93924839480f9247cacdb5a
org.eclipse.scout.sdk.s2e	org.eclipse.scout.sdk.s2e.doc	13.0.1		76e1fd27098f1c4a2b3cdbf11316fb5a80f017c8
org.eclipse.scout.sdk.s2e	org.eclipse.scout.sdk.s2e.doc	13.0.12		ab09f5205d597120d3ea8215bae158d9bf8f086a
org.eclipse.scout.sdk.s2e	org.eclipse.scout.sdk.s2e.doc	13.0.14		53d740a118184c01f07c23b2a7032441f7d3cfab
org.eclipse.scout.sdk.s2e	org.eclipse.scout.sdk.s2e.doc	13.0.15		72e937ec063c752f57f1dbaa244f0cc8999a04b0
org.eclipse.scout.sdk.s2e	org.eclipse.scout.sdk.s2e.doc	13.0.17		7b69b4f13a8bd24bac6eb1aa94d55c0ddd14d150
org.eclipse.scout.sdk.s2e	org.eclipse.scout.sdk.s2e.doc	13.0.19		97ab8d8309904351df62490e740a70a9e76f18a0
org.eclipse.scout.sdk.s2e	org.eclipse.scout.sdk.s2e.doc	13.0.2		fffd589f7b8cba2b090b48e70c7e64ceb7f0aa66
org.eclipse.scout.sdk.s2e	org.eclipse.scout.sdk.s2e.doc	13.0.20		c018f0af6095dcfd54bcdc52b4582867036493f7
org.eclipse.scout.sdk.s2e	org.eclipse.scout.sdk.s2e.doc	13.0.21		403a9b954c152afd9fdb5f010eca316044609e66
org.eclipse.scout.sdk.s2e	org.eclipse.scout.sdk.s2e.doc	13.0.22		5e60bac8169ff5bd1ef042044285db9c49b869b3
org.eclipse.scout.sdk.s2e	org.eclipse.scout.sdk.s2e.doc	13.0.23		7e3af1de35c5d722fa08ece66e1272600c0ad2e9
org.eclipse.scout.sdk.s2e	org.eclipse.scout.sdk.s2e.doc	13.0.24		437a38f69654890696b6f413373474eb7bb3cd0e
org.eclipse.scout.sdk.s2e	org.eclipse.scout.sdk.s2e.doc	13.0.25		415e84e1c99327c91a82832ca2677905e4367384
org.eclipse.scout.sdk.s2e	org.eclipse.scout.sdk.s2e.doc	13.0.26		ed5e0fdcf93fe922203d72bfee08dbaae733b1fe
org.eclipse.scout.sdk.s2e	org.eclipse.scout.sdk.s2e.doc	13.0.27		c1090c2d18781188beb18993b4031fd01d7ab75f
org.eclipse.scout.sdk.s2e	org.eclipse.scout.sdk.s2e.doc	13.0.28		f3dc2dee41c2f5050a689977ac26a572df77e6cb
org.eclipse.scout.sdk.s2e	org.eclipse.scout.sdk.s2e.doc	13.0.29		911234c072df6705d61b94ee0b76688ce54943cb
org.eclipse.scout.sdk.s2e	org.eclipse.scout.sdk.s2e.doc	13.0.30		de39a1b8ce17a9d2307c7592884c4d525463d5ef
org.eclipse.scout.sdk.s2e	org.eclipse.scout.sdk.s2e.doc	13.0.31		4694128d96c7c6b20935b40305977e903ec46b47
org.eclipse.scout.sdk.s2e	org.eclipse.scout.sdk.s2e.doc	13.0.32		2b9a953f9a3768008b28a18f2b997320f3c96070
org.eclipse.scout.sdk.s2e	org.eclipse.scout.sdk.s2e.doc	13.0.33		066a5619145b03874b8ae527f1503e2495900d3b
org.eclipse.scout.sdk.s2e	org.eclipse.scout.sdk.s2e.doc	13.0.34		fc0c6578b06259f731b210daedafadf91022f731
org.eclipse.scout.sdk.s2e	org.eclipse.scout.sdk.s2e.doc	13.0.35		de2f1cce8d8edba6324a46a896cc48f1bb95478b
org.eclipse.scout.sdk.s2e	org.eclipse.scout.sdk.s2e.doc	13.0.36		f6aabd3ff8788417596c257ce5fc668329157608
org.eclipse.scout.sdk.s2e	org.eclipse.scout.sdk.s2e.doc	13.0.37		2df52d821f1c2c5c3d94cf126e777e3ab7d9f65f
org.eclipse.scout.sdk.s2e	org.eclipse.scout.sdk.s2e.doc	13.0.38		0394c527f5b49841a850001bc706ca2658db33d0
org.eclipse.scout.sdk.s2e	org.eclipse.scout.sdk.s2e.doc	13.0.39		c8946a5235673f65176692022e30c6e944acc913
org.eclipse.scout.sdk.s2e	org.eclipse.scout.sdk.s2e.doc	13.0.4		71f3d23b5b97affda66e57548c692b38ebeee66d
org.eclipse.scout.sdk.s2e	org.eclipse.scout.sdk.s2e.doc	13.0.40		0398dd3c0b2042f2cc1d9d0687bed4c3bf0ab833
org.eclipse.scout.sdk.s2e	org.eclipse.scout.sdk.s2e.doc	13.0.41		96ae1c1cf2584a93976b8bbb4d9593357f9f1834
