ch.cern.hadoop	hadoop-yarn-server-timelineservice-hbase-tests	3.2.1		c2904468accded41562df57120d230b8713c67e4
dev.aemvite	aem-vite.ui.apps.structure	2.0.1		N/A
dev.aemvite	aem-vite.ui.apps.structure	2.0.2		N/A
dev.aemvite	aem-vite.ui.apps.structure	2.0.3		N/A
dev.aemvite	aem-vite.ui.apps.structure	2.1.0		N/A
dev.aemvite	aem-vite.ui.apps.structure	2.1.1		N/A
dev.aemvite	aem-vite.ui.apps.structure	2.1.2		N/A
dev.aemvite	aem-vite.ui.apps.structure	2.1.3		N/A
dev.aemvite	aem-vite.ui.apps.structure	2.1.4		N/A
dev.aemvite	aem-vite.ui.apps.structure	2.1.5		N/A
dev.aemvite	aem-vite.ui.apps.structure	2.2.0		N/A
dev.aemvite	aem-vite.ui.apps.structure	2.2.1		N/A
dev.aemvite	aem-vite.ui.apps.structure	2.2.2		N/A
dev.aemvite	aem-vite.ui.apps.structure	2.3.0		N/A
dev.aemvite	aem-vite.ui.apps.structure	3.0.0		N/A
dev.creoii.creoapi	creo-api	0.2.4		9eec5498a1675b0408a38170bd072e1bf9773bdd
dev.creoii.creoapi	creo-api	0.3.0		96bb41acd0b6eb85f8f6d4feb92d46668cfd311b
dev.creoii.creoapi	creo-api	0.4.0		60ca554f229bd60a64c2eda0d0e4130030fcc303
dev.creoii.creoapi	creo-api	0.4.1		598646dfd14629f5865e21af2f721e45ce794d09
dev.creoii.creoapi	creo-api	0.4.2		d998a7c2a01d62240c00c71138a93c59de649991
dev.creoii.creoapi	creo-api	0.5.0		42960d748fa006aa7d72bfbae0691942e31babf5
dev.creoii.creoapi	creo-api	0.5.1		7764fd42ef86f75824611d5db47a548dcc2edfac
dev.creoii.creoapi	creo-api	0.5.3		221db8d291a7a1822926b7dd5892ab327a61ac2c
dev.creoii.creoapi	creo-api	0.5.4		478a9ad31f2c0aff86f97217cf8fa85896ed64cb
dev.creoii.creoapi	creo-api	0.5.5		5300e4560c9660797ecfbfac187c1dc9f5ac7c31
dev.creoii.creoapi	creo-api	0.6.0		9ab1a59c41b77ed3edd416cd27a4d1f36a0a16a0
dev.creoii.creoapi	creo-api	0.7.0		a571e7548c869a6b3803dc39ee0c5a07cca25c76
dev.creoii.creoapi	creo-api	0.7.1		80e1a6146650b9061e43b2ece202baa5eab4647c
dev.creoii.creoapi	creo-api	0.7.2		b03e18cc1bc4aaaa20f4443c7248a9503c2dc216
dev.teogor.sudoklify	sudoklify-common-watchosdevicearm64	1.0.0-beta03		N/A
dev.teogor.sudoklify	sudoklify-common-watchosdevicearm64	1.0.0-beta03	metadata	9d56bd9eee15c702501e5a19d2bb3c4c6a0e24b7
dev.teogor.sudoklify	sudoklify-common-watchosdevicearm64	1.0.0-beta04		N/A
dev.teogor.sudoklify	sudoklify-common-watchosdevicearm64	1.0.0-beta04	metadata	9fe73f36819e47e581be418ec25b198091f8a8a0
dev.thecodewarrior	bitfont	0.4.0-beta.1		43913fce1bc8f1e42fe57139e88171f6fc620471
dev.thecodewarrior	bitfont	0.4.0-beta.2		59567c2f52cd3cbf3dd0abb6557c384df33d337a
dev.thecodewarrior	bitfont	0.4.0-beta.3		3eff564f2e0cbdbf103258ae02ff74bc7a4aa9ce
info.unterrainer.commons	opc-ua-browser	0.1.10		b198b00f6ae3c0f02d7db5e5469f93ea7f409029
info.unterrainer.commons	opc-ua-browser	0.1.10	shaded	1b3a5fba376e1e7edbd6e845c14a37cbb12d87f4
info.unterrainer.commons	opc-ua-browser	0.1.11		9436d20ee7acbbd71cc6e8a5c3479f164918484e
info.unterrainer.commons	opc-ua-browser	0.1.11	shaded	7d767dd3cacd37181b0e67cc645a4c4212146ce6
info.unterrainer.commons	opc-ua-browser	0.1.12		e3f0de5d382db8da9f949d985ce693b6bd615f5b
info.unterrainer.commons	opc-ua-browser	0.1.12	shaded	6b3b1c63614919edf768287e81133358f7278517
info.unterrainer.commons	opc-ua-browser	0.1.9		a47d471a43548a08f59dcbcf86e2806c1a101ae0
info.unterrainer.commons	opc-ua-browser	0.1.9	shaded	c90a874b21b2ceb0cebdc778377c6cccead38382
info.unterrainer.commons	opc-ua-browser	0.2.1		4675db43b5fd47cdf785672248f6ebb4a132e582
info.unterrainer.commons	opc-ua-browser	0.2.1	shaded	a709846834a94ab11dcd2cb368492447066107af
info.unterrainer.commons	opc-ua-browser	0.2.2		91aa7a4a987aab7d1782cae65fe4ec84f0841853
info.unterrainer.commons	opc-ua-browser	0.2.2	shaded	62e03b6ea19052997b929a239327c48baeeba47c
info.unterrainer.commons	opc-ua-browser	0.2.3		f65667c7b5fede6dc3f39ffdccba20a1a30047bd
info.unterrainer.commons	opc-ua-browser	0.2.3	shaded	4b3a8d997c187198533093b7bf625d573fa0a002
info.unterrainer.commons	opc-ua-browser	0.2.4		21d403e3ee0de5a9165b7f6c29192371cabae838
info.unterrainer.commons	opc-ua-browser	0.2.4	shaded	ed5f4bc34bb6e532bcc4124a6ea83c874b92ec00
info.unterrainer.commons	opc-ua-browser	0.2.4-1-g864fd3d		41b5a291e013dc1709c7d064e948a3d2850c7c1a
info.unterrainer.commons	opc-ua-browser	0.2.4-1-g864fd3d	shaded	3c8e775b1a7296143c5903e4715bc653d93f875d
info.unterrainer.commons	opc-ua-browser	0.2.6		b4c0d65818b83b9d146778ae815162d66aae7e81
info.unterrainer.commons	opc-ua-browser	0.2.6	shaded	6839e394336dae8641a318727d12003a2db3ac20
io.esastack	cabin-test	0.0.1		8f6fb800ea435a6268da94081ac36711e4d87dcf
io.esastack	cabin-test	0.1.0		d056a42cfcab2a7e39b5e2897cfbda77e56591cc
io.esastack	cabin-test	0.1.1		3f5c551c97759d511d02305db6a97d3d3bf92b42
io.esastack	cabin-test	0.1.2		33e3259d140f2f9070f2c24b0dcbd12cb94e7b20
io.esastack	cabin-test	0.1.3-beta		2f21569692b69b0dc944880235844337fc61db81
io.exoquery	exoquery-engine-macosarm64	2.1.0-1.1.0.PL		N/A
io.exoquery	exoquery-engine-macosarm64	2.1.0-1.1.0.PL	metadata	45ae1b5a1af6126ba12fcd4590f1510eb168cdfc
io.exoquery	exoquery-engine-macosarm64	2.1.0-1.1.1.PL		N/A
io.exoquery	exoquery-engine-macosarm64	2.1.0-1.1.1.PL	metadata	c15c8d17e53fd6c7f57439dd9938170519052c83
io.exoquery	exoquery-engine-macosarm64	2.1.0-1.1.2.PL		N/A
io.exoquery	exoquery-engine-macosarm64	2.1.0-1.1.2.PL	metadata	9cccd9df47f41802084150ed3eca7f030570311c
io.exoquery	exoquery-engine-macosarm64	2.1.20-1.1.2.PL		N/A
io.exoquery	exoquery-engine-macosarm64	2.1.20-1.1.2.PL	metadata	5b46cceb3c9091b07c38977f41e154111a77a585
io.exoquery	exoquery-engine-macosarm64	2.1.20-1.2.0.PL	metadata	73956d764486ad3e2d25eb287c119ba9d4b734e3
io.exoquery	exoquery-engine-macosarm64	2.1.20-1.2.1.PL	metadata	adcf3cddd6ec732dd6179fc3337a12d46aca53ad
io.exoquery	exoquery-engine-macosarm64	2.1.20-1.2.2.PL	metadata	6769e5ed0fbacc252e626129d34cef427a54781a
io.exoquery	exoquery-engine-macosarm64	2.1.20-1.2.3.PL	metadata	e58fec035640c6bc29e240c58479a06cc8ed095b
io.gardenerframework.camellia	wechat-user-authentication-service	1.0.0		d9c8865254e42d6d7ae0ea29e535b4b5aa02d12f
io.gardenerframework.camellia	wechat-user-authentication-service	1.0.0-Beta-1		6d026180876ef6d56f98003934d1d6a4bd848d23
io.gardenerframework.camellia	wechat-user-authentication-service	1.0.0-Beta-2		889334791ae2c55560b02fe96efbce7953a31d80
io.gardenerframework.camellia	wechat-user-authentication-service	1.0.0-Beta-3		02388558a3c935e1d2d7abf64753a5ffacec0fc6
io.gardenerframework.camellia	wechat-user-authentication-service	1.0.0-Beta-4		ae161d42daefb41dc1914d15c528c5276d9de043
io.gardenerframework.camellia	wechat-user-authentication-service	1.0.1		47db873a7bc1f97ddf240bd029cde16a2e0af328
io.gardenerframework.camellia	wechat-user-authentication-service	1.0.2		19c769aae0443a6ed9486a42c3a76b0bcb3d44c5
io.gardenerframework.camellia	wechat-user-authentication-service	1.1.0		a97e2cb1cbf7e19659a753d9b85a10da73a2a304
io.github.d4peng	demo-spring-boot-starter	1.0.0		66a42c4cd39bf03ca950b48afcc8223a0ba5263e
io.github.d4peng	demo-spring-boot-starter	1.0.1		ede76b07cb1a69d2e79af838842af1961ef55e8e
io.micronaut.langchain4j	micronaut-langchain4j-hugging-face	0.0.1		05375849300e0f6d25cef09c39765c87bb58f499
io.micronaut.langchain4j	micronaut-langchain4j-hugging-face	0.2.0		273cd33736cb4ab878aa654e1bb580cfd0cf344f
io.micronaut.langchain4j	micronaut-langchain4j-hugging-face	0.3.0		d16f362d838a59ff46483b490c6701dc69150d0c
io.rtr.alchemy	alchemy-testing	0.1.10		6b2c2e6d6a5ad73157f17456851fcb971e1bcd66
io.rtr.alchemy	alchemy-testing	0.1.11		ca9a4261f5ad34839253753d0f120077291c2fdf
io.rtr.alchemy	alchemy-testing	0.1.12		11f799a715dd9590106bd60f616d4a075d85a9b6
io.rtr.alchemy	alchemy-testing	0.1.13		2b07daeb18bfa3dcde4809adef9d1d85fb689197
io.rtr.alchemy	alchemy-testing	0.1.14		c90f2fde3c2d3b50b48b94d882814b8e128d8e2e
io.rtr.alchemy	alchemy-testing	0.1.15		618361bf1b216e62d6e4c3d1e530ac5549426eb3
io.rtr.alchemy	alchemy-testing	0.1.9		5a35d926bac5c2ce72ae00b2089faa7b48a0fa07
io.rtr.alchemy	alchemy-testing	1.0.1		d8a7a414f5554216f09cce4b5d6ee69e968a762b
io.rtr.alchemy	alchemy-testing	2.0.0		cf36cba8e7cbca96ecdbda0cab325805dd779492
io.rtr.alchemy	alchemy-testing	2.0.1		32ea21e944b2b6320b648e973263d6fafa624986
io.rtr.alchemy	alchemy-testing	2.0.2		409a34019ad1b7542ebe3567086f1bf996efcbe7
io.rtr.alchemy	alchemy-testing	2.0.4		a722e00b09e185f16ee0475f9eac7ed40e8b07a1
io.rtr.alchemy	alchemy-testing	2.0.5		a106079dd22a12b862ac72265d9e18343a18e0c6
io.rtr.alchemy	alchemy-testing	2.0.6		1f861f377847bd4e5f7e894e5825096c1b7df95d
io.rtr.alchemy	alchemy-testing	2.0.7		af7c140bd8e31157eb003be8450d1424803937a5
io.rtr.alchemy	alchemy-testing	2.0.8		c26bc9994e1281f916b7b151b5b781d2fda32e69
io.rtr.alchemy	alchemy-testing	2.0.9		dbd837b96beb0012ead331186e8775471be95fbf
io.rtr.alchemy	alchemy-testing	2.1.0		5baa8dd35bcf0bc1f1d9df5e1751414a1fab6633
io.rtr.alchemy	alchemy-testing	2.2.0		1b57fe2c65ce34d174c2eec1b1ed6caa01fdcc08
io.rtr.alchemy	alchemy-testing	2.2.1		bf00f827e59668d6e30f90c6676292602f2aa9e3
io.rtr.alchemy	alchemy-testing	2.2.10		72507e5595b168391bc995c73ff716e13d1ea1f5
io.rtr.alchemy	alchemy-testing	2.2.11		cf24e3b36a7ae75a1d5c7eb4d72d22f91b4336c7
io.rtr.alchemy	alchemy-testing	2.2.12		d43f81b5814bf70221f9bb65f9ab5e20a2d67281
io.rtr.alchemy	alchemy-testing	2.2.13		fce6c8df531e80214686d3abecc19f0a1a2a6a43
io.rtr.alchemy	alchemy-testing	2.2.14		5c5c6a21ec9efa6c0595fb2dc0063dbc8a728970
io.rtr.alchemy	alchemy-testing	2.2.15		be90359daf5b1511abc592a6ed0cd3f24d91e3f2
io.rtr.alchemy	alchemy-testing	2.2.16		b2ea7d3e68f814e0730bb9f9311d435a27cb4101
io.rtr.alchemy	alchemy-testing	2.2.17		260977d51b8440e52244c6893960f299eee81668
io.rtr.alchemy	alchemy-testing	2.2.2		042824263003c764bf93d3f3e0b6f73a72e54b12
io.rtr.alchemy	alchemy-testing	2.2.3		e5d13a0b113abe75188c0d5e18a8fcef4d142176
io.rtr.alchemy	alchemy-testing	2.2.4		00c7ee7545288f9c2968d3f4c5e6ff8eac850090
io.rtr.alchemy	alchemy-testing	2.2.5		dc467da2a1067a8f74c23f0ad477db7b88de584a
io.rtr.alchemy	alchemy-testing	2.2.6		7b894c087da0ebb84a898b3913690c27ccc4b693
io.rtr.alchemy	alchemy-testing	2.2.7		27335f7a3669ae8b946c9a7196c847e2454de4b5
io.rtr.alchemy	alchemy-testing	2.2.8		94e56e14fe3ff19fcedbfe3bda5a5d1fdeb4b178
io.rtr.alchemy	alchemy-testing	2.2.9		fe7816e2d8dcb5e38c642658fb1a3f88c3298f39
middlegen	middlegen-hibernate-plugin	2.1		50a3b42b05b74c8c132d1cb077d3a67cd3fe182f
moe.tlaster	farcaster-parser-macosarm64	0.1.0		N/A
moe.tlaster	farcaster-parser-macosarm64	0.1.0	metadata	40b53e756ab7b5f53c2124ea70304e12d8a2f93b
moe.tlaster	farcaster-parser-macosarm64	0.1.1		N/A
moe.tlaster	farcaster-parser-macosarm64	0.1.1	metadata	2553deaf8ce7e0cfdfb75f6fb46834619b61576e
moe.tlaster	farcaster-parser-macosarm64	0.1.10		N/A
moe.tlaster	farcaster-parser-macosarm64	0.1.10	metadata	cd663ba9d753976ac36d557aec8845e63027a01e
moe.tlaster	farcaster-parser-macosarm64	0.1.2		N/A
moe.tlaster	farcaster-parser-macosarm64	0.1.2	metadata	b49e6f8dbcb417b9c9001102900720e8a86575f7
moe.tlaster	farcaster-parser-macosarm64	0.1.3		N/A
moe.tlaster	farcaster-parser-macosarm64	0.1.3	metadata	bf21645b58c6748105536d6759dbb802ac1a4a00
moe.tlaster	farcaster-parser-macosarm64	0.1.4		N/A
moe.tlaster	farcaster-parser-macosarm64	0.1.4	metadata	98ff10ca1ceb594d542bf04df51ac2b389b947e9
moe.tlaster	farcaster-parser-macosarm64	0.1.5		N/A
moe.tlaster	farcaster-parser-macosarm64	0.1.5	metadata	b0c807d16b94b49d720f5f90e3a66a9dd948c88d
moe.tlaster	farcaster-parser-macosarm64	0.1.6		N/A
moe.tlaster	farcaster-parser-macosarm64	0.1.6	metadata	21e4555f9aaaaf62419d02f5d3036d8c243f3419
moe.tlaster	farcaster-parser-macosarm64	0.1.7		N/A
moe.tlaster	farcaster-parser-macosarm64	0.1.7	metadata	648bea9d3f19f779a3ceef207d7406d0c4c827a0
moe.tlaster	farcaster-parser-macosarm64	0.1.8		N/A
moe.tlaster	farcaster-parser-macosarm64	0.1.8	metadata	6bdb1daaecc131e7608fac818491005bc7fe647d
moe.tlaster	farcaster-parser-macosarm64	0.1.9		N/A
moe.tlaster	farcaster-parser-macosarm64	0.1.9	metadata	ed6b70aa478467923b8d09e513420ec4568519d9
net.avcompris.commons	avc-commons3-triggered-utils	0.0.1		08d0a6a51c61d391ffe56378e76d78f330f4bc3e
net.avcompris.commons	avc-commons3-triggered-utils	0.0.5		51c43cbefef79c3aa12ae0ebe5cf33a66e86adca
net.avcompris.commons	avc-commons3-triggered-utils	0.6.3		73101e7c17c4c8fe4ea059f224857adeca269b16
net.cassite	xboxrelay-base	1.0.0		cdcd2412eab76c24056ccd12f47c539d5202afb5
net.exoego	aws-sdk-scalajs-facade-elbv2_sjs1_2.12	0.29.0-v2.624.0		fa290a0942b3f7e3b77283537e8291d5eaefd19b
net.exoego	aws-sdk-scalajs-facade-elbv2_sjs1_2.12	0.30.0-v2.715.0		c470663dbe0bbcd6d5d5b0e2cfd5baa49f2ecc19
net.exoego	aws-sdk-scalajs-facade-elbv2_sjs1_2.12	0.31.0-v2.731.0		041c3dba964007784beaa9e946533d542b2697fe
net.exoego	aws-sdk-scalajs-facade-elbv2_sjs1_2.12	0.32.0-v2.798.0		0f07e7489f7cb2142e3c7fced9d5b70b4ecd8433
net.exoego	aws-sdk-scalajs-facade-elbv2_sjs1_2.12	0.33.0-v2.892.0		bc4130159978567d78a622678d39fb3c81fc3424
org.apache.activemq.examples.broker	jmx	1.1.0		5bfdb5aa46e90e71379e25c832141297ba3bd023
org.apache.activemq.examples.broker	jmx	1.2.0		aa03fa35089161a89e74db2a379d42fd59ac2d41
org.apache.activemq.examples.broker	jmx	1.3.0		30e12a51b7b22beed0ecb42a26e8e4d6c12e93be
org.apache.activemq.examples.broker	jmx	1.4.0		fe5ebdd384478fb08ccfb7dc7f67288767a56ad7
org.apache.activemq.examples.broker	jmx	1.5.0		76770147de6b491aec17bac8af559409ff11395f
org.apache.activemq.examples.broker	jmx	1.5.1		04780165f12ff18594e16d3cf7650642333f60db
org.apache.activemq.examples.broker	jmx	1.5.2		5dd3601c0143403443fe601e18649f44a5ffbb79
org.apache.activemq.examples.broker	jmx	1.5.3		de8322799ff14ca53f13e2dca2b05e9525cf9186
org.apache.activemq.examples.broker	jmx	1.5.4		711e08cf9f05c9c3b6bc9dc84067a667984cfed5
org.apache.activemq.examples.broker	jmx	1.5.5		1aa563d72b4c2c97c8904aa2e574598a50497afe
org.apache.activemq.examples.broker	jmx	1.5.6		3e74c45e970bc63c8df65cc51f32e1a91915394f
org.apache.activemq.examples.broker	jmx	2.0.0		cbd6022c568049159d2a3d8aece4c54289f8771d
org.apache.activemq.examples.broker	jmx	2.1.0		1fa40fd4711d344448a3ba33956db1df2d493e5f
org.apache.activemq.examples.broker	jmx	2.10.0		668c2b4fde94846bbd67f63f7faab5f91494d537
org.apache.activemq.examples.broker	jmx	2.10.1		34e83a3bf90ca6f4dc3f598f81d78c573112c7d8
org.apache.activemq.examples.broker	jmx	2.11.0		6c8938e606072abae558b71d4805bbe98e85637e
org.apache.activemq.examples.broker	jmx	2.12.0		8255c23cce5163e74002df38286612705da19b79
org.apache.activemq.examples.broker	jmx	2.13.0		1b617ed37c9b646d982e176cd624355c3de66906
org.apache.activemq.examples.broker	jmx	2.14.0		5fd9d52cf8d38acbd800c5d73d433379d74fc4cb
org.apache.activemq.examples.broker	jmx	2.15.0		0bd4eea18fb92931c66662dc4201b3670a17bd4f
org.apache.activemq.examples.broker	jmx	2.16.0		5063fa06af4ae3fcc415fc54672d6858c99ddf56
org.apache.activemq.examples.broker	jmx	2.17.0		3f92db04655bf5e67a1244d3229ba43176604c6d
org.apache.activemq.examples.broker	jmx	2.18.0		9dd337413889fede4ad16086762ab1ddd76de078
org.apache.activemq.examples.broker	jmx	2.19.0		2299e841401c6199dde9550c8c767f553923da89
org.apache.activemq.examples.broker	jmx	2.19.1		9b4fe752e4d521138ffc3d5b3ca9abc9a8c59ada
org.apache.activemq.examples.broker	jmx	2.2.0		ab4734b14c31cc9da321bb315129964d752d16de
org.apache.activemq.examples.broker	jmx	2.20.0		59c82a4690b74562e2156143a454148d345b9d8a
org.apache.activemq.examples.broker	jmx	2.21.0		6b196d9655e6df80e7959585774d72bbf24df0fb
org.apache.activemq.examples.broker	jmx	2.22.0		23dcad052e796446fa469e81ab2ddf2d85ae5191
org.apache.activemq.examples.broker	jmx	2.23.0		f4021d6b23016596e5afc000eee67e98f273c282
org.apache.activemq.examples.broker	jmx	2.23.1		50b0d0ab924d1e1c0ef8f57a7ddb41ff9ac29f04
org.apache.activemq.examples.broker	jmx	2.24.0		43bb54c9275db3a17ac2015845072d9b9bfd4d54
org.apache.activemq.examples.broker	jmx	2.25.0		3806f6dcca280f05b07f581dedbc52072ad863a7
org.apache.activemq.examples.broker	jmx	2.26.0		f94791b445e2d32465448eaa12d784bbaba006e5
org.apache.activemq.examples.broker	jmx	2.27.0		cddd76c3702aa4cbd2a3b68450e66d5817f03d28
org.apache.activemq.examples.broker	jmx	2.27.1		2b54a358e1e898099f243cd6952c7e158125dcd6
org.apache.activemq.examples.broker	jmx	2.28.0		e1693aab2522c7c07624f414b57607e2c4da0ffa
org.apache.activemq.examples.broker	jmx	2.29.0		55e2e1039f58909b32f113247fe309c7ea7c06c7
org.apache.activemq.examples.broker	jmx	2.3.0		f21c51d1196e77d84a82bf23552827c43485bb74
org.apache.activemq.examples.broker	jmx	2.30.0		49f462a091b9dd6f81812816654c556642e269f0
org.apache.activemq.examples.broker	jmx	2.31.0		d01a4e55b2f3f38a7f1a67cdece78134efacf9ae
org.apache.activemq.examples.broker	jmx	2.31.1		363a5d9af008d8c779a3a1059aa44003840040ad
org.apache.activemq.examples.broker	jmx	2.31.2		19842b6850c1b5830449f535e29306f88dcc4707
org.apache.activemq.examples.broker	jmx	2.4.0		d00b64acb9781c12b3392cbbdbc9014ffe03f816
org.apache.activemq.examples.broker	jmx	2.5.0		384493b53930294e33d1b02001828206e0f682bc
org.apache.activemq.examples.broker	jmx	2.6.0		66c068ec7c3659cebec858c00e24e96c449200eb
org.apache.activemq.examples.broker	jmx	2.6.1		f98cafd199558b70773e4a563a7bdf84b1b2722e
org.apache.activemq.examples.broker	jmx	2.6.2		1280713346f853c8c518290bc877334b94bc6fb5
org.apache.activemq.examples.broker	jmx	2.6.3		a5b0459c4e1a0dbc9c7cb83dad3947714191647f
org.apache.activemq.examples.broker	jmx	2.6.4		68a39ee4d547db8c62f76c52c0d2afc4aeb6cbc2
org.apache.activemq.examples.broker	jmx	2.7.0		1df95ff62b9af9f3b517bfc808e795b87837c627
org.apache.activemq.examples.broker	jmx	2.8.0		695fb4e4a529a5e80ff527c2fde440db0cb527ae
org.apache.activemq.examples.broker	jmx	2.8.1		c85e5d841d2dff021ddad7a83ea1bc516a342c81
org.apache.activemq.examples.broker	jmx	2.9.0		9c305db2705a0ca270d7e17e37ae186892beb59f
org.apache.camel.quarkus	camel-quarkus-aws2-s3-parent	1.0.0		N/A
org.apache.camel.quarkus	camel-quarkus-aws2-s3-parent	1.0.0-CR2		N/A
org.apache.camel.quarkus	camel-quarkus-aws2-s3-parent	1.0.0-CR3		N/A
org.apache.camel.quarkus	camel-quarkus-aws2-s3-parent	1.0.0-M7		N/A
org.apache.camel.quarkus	camel-quarkus-aws2-s3-parent	1.0.1		N/A
org.apache.camel.quarkus	camel-quarkus-aws2-s3-parent	1.1.0		N/A
org.apache.camel.quarkus	camel-quarkus-aws2-s3-parent	1.2.0		N/A
org.apache.camel.quarkus	camel-quarkus-aws2-s3-parent	1.3.0		N/A
org.apache.camel.quarkus	camel-quarkus-aws2-s3-parent	1.4.0		N/A
org.apache.camel.quarkus	camel-quarkus-aws2-s3-parent	1.5.0		N/A
org.apache.camel.quarkus	camel-quarkus-aws2-s3-parent	1.6.0		N/A
org.apache.camel.quarkus	camel-quarkus-aws2-s3-parent	1.7.0		N/A
org.apache.camel.quarkus	camel-quarkus-aws2-s3-parent	1.8.0		N/A
org.apache.camel.quarkus	camel-quarkus-aws2-s3-parent	1.8.1		N/A
org.apache.camel.quarkus	camel-quarkus-aws2-s3-parent	2.0.0		N/A
org.apache.camel.quarkus	camel-quarkus-aws2-s3-parent	2.0.0-M1		N/A
org.apache.camel.quarkus	camel-quarkus-aws2-s3-parent	2.0.0-M2		N/A
org.apache.camel.quarkus	camel-quarkus-aws2-s3-parent	2.1.0		N/A
org.apache.camel.quarkus	camel-quarkus-aws2-s3-parent	2.10.0		N/A
org.apache.camel.quarkus	camel-quarkus-aws2-s3-parent	2.11.0		N/A
org.apache.camel.quarkus	camel-quarkus-aws2-s3-parent	2.12.0		N/A
org.apache.camel.quarkus	camel-quarkus-aws2-s3-parent	2.13.0		N/A
org.apache.camel.quarkus	camel-quarkus-aws2-s3-parent	2.13.1		N/A
org.apache.camel.quarkus	camel-quarkus-aws2-s3-parent	2.13.2		N/A
org.apache.camel.quarkus	camel-quarkus-aws2-s3-parent	2.13.3		N/A
org.apache.camel.quarkus	camel-quarkus-aws2-s3-parent	2.14.0		N/A
org.apache.camel.quarkus	camel-quarkus-aws2-s3-parent	2.15.0		N/A
org.apache.camel.quarkus	camel-quarkus-aws2-s3-parent	2.16.0		N/A
org.apache.camel.quarkus	camel-quarkus-aws2-s3-parent	2.2.0		N/A
org.apache.camel.quarkus	camel-quarkus-aws2-s3-parent	2.2.1		N/A
org.apache.camel.quarkus	camel-quarkus-aws2-s3-parent	2.3.0		N/A
org.apache.camel.quarkus	camel-quarkus-aws2-s3-parent	2.4.0		N/A
org.apache.camel.quarkus	camel-quarkus-aws2-s3-parent	2.5.0		N/A
org.apache.camel.quarkus	camel-quarkus-aws2-s3-parent	2.6.0		N/A
org.apache.camel.quarkus	camel-quarkus-aws2-s3-parent	2.7.0		N/A
org.apache.camel.quarkus	camel-quarkus-aws2-s3-parent	2.7.1		N/A
org.apache.camel.quarkus	camel-quarkus-aws2-s3-parent	2.7.2		N/A
org.apache.camel.quarkus	camel-quarkus-aws2-s3-parent	2.8.0		N/A
org.apache.camel.quarkus	camel-quarkus-aws2-s3-parent	2.8.0-M1		N/A
org.apache.camel.quarkus	camel-quarkus-aws2-s3-parent	2.9.0		N/A
org.apache.camel.quarkus	camel-quarkus-aws2-s3-parent	3.0.0-M1		N/A
org.apache.camel.quarkus	camel-quarkus-aws2-s3-parent	3.0.0-M2		N/A
org.apache.camel.quarkus	camel-quarkus-aws2-s3-parent	3.0.0-RC1		N/A
org.apache.camel.quarkus	camel-quarkus-aws2-s3-parent	3.0.0-RC2		N/A
org.apache.camel.quarkus	camel-quarkus-aws2-s3-parent	3.10.0		N/A
org.apache.camel.quarkus	camel-quarkus-aws2-s3-parent	3.11.0		N/A
org.apache.camel.quarkus	camel-quarkus-aws2-s3-parent	3.12.0		N/A
org.apache.camel.quarkus	camel-quarkus-aws2-s3-parent	3.13.0		N/A
org.apache.camel.quarkus	camel-quarkus-aws2-s3-parent	3.14.0		N/A
org.apache.camel.quarkus	camel-quarkus-aws2-s3-parent	3.15.0		N/A
org.apache.camel.quarkus	camel-quarkus-aws2-s3-parent	3.15.1		N/A
org.apache.camel.quarkus	camel-quarkus-aws2-s3-parent	3.15.2		N/A
org.apache.camel.quarkus	camel-quarkus-aws2-s3-parent	3.15.3		N/A
org.apache.camel.quarkus	camel-quarkus-aws2-s3-parent	3.16.0		N/A
org.apache.camel.quarkus	camel-quarkus-aws2-s3-parent	3.17.0		N/A
org.apache.camel.quarkus	camel-quarkus-aws2-s3-parent	3.18.0		N/A
org.apache.camel.quarkus	camel-quarkus-aws2-s3-parent	3.19.0		N/A
org.apache.camel.quarkus	camel-quarkus-aws2-s3-parent	3.2.0		N/A
org.apache.camel.quarkus	camel-quarkus-aws2-s3-parent	3.2.1		N/A
org.apache.camel.quarkus	camel-quarkus-aws2-s3-parent	3.2.2		N/A
org.apache.camel.quarkus	camel-quarkus-aws2-s3-parent	3.2.3		N/A
org.apache.camel.quarkus	camel-quarkus-aws2-s3-parent	3.20.0		N/A
org.apache.camel.quarkus	camel-quarkus-aws2-s3-parent	3.22.0		N/A
org.apache.camel.quarkus	camel-quarkus-aws2-s3-parent	3.4.0		N/A
org.apache.camel.quarkus	camel-quarkus-aws2-s3-parent	3.5.0		N/A
org.apache.camel.quarkus	camel-quarkus-aws2-s3-parent	3.6.0		N/A
org.apache.camel.quarkus	camel-quarkus-aws2-s3-parent	3.7.0		N/A
org.apache.camel.quarkus	camel-quarkus-aws2-s3-parent	3.8.0		N/A
org.apache.camel.quarkus	camel-quarkus-aws2-s3-parent	3.8.1		N/A
org.apache.camel.quarkus	camel-quarkus-aws2-s3-parent	3.8.2		N/A
org.apache.camel.quarkus	camel-quarkus-aws2-s3-parent	3.8.3		N/A
org.apache.camel.quarkus	camel-quarkus-aws2-s3-parent	3.8.4		N/A
org.apache.camel.quarkus	camel-quarkus-aws2-s3-parent	3.9.0		N/A
org.eclipse.ditto	ditto-services-amqpbridge	0.1.0-M3		N/A
org.eclipse.ditto	ditto-services-amqpbridge	0.2.0-M1		N/A
org.jboss.arquillian.container	arquillian-parent-was	1.0.0		N/A
org.jboss.arquillian.container	arquillian-parent-was	1.0.0.Alpha1		N/A
