au.com.dius	pact-provider-jvm_2.10	1.0		9a90e289bdd4826975724335663b61e99c4089bd
com.liferay	com.liferay.document.library.web	6.0.28	jsdoc	ec1ece6b2fd81810c08dc4c37bc53e28eb9b50bd
com.liferay	com.liferay.document.library.web	6.0.28	jspc	da738f722be51b1c4169788d53575e2c4b0081ef
com.liferay	com.liferay.document.library.web	6.0.29		03668a759b30359e79dc37c36a14d2145804b765
com.liferay	com.liferay.document.library.web	6.0.29	jsdoc	8a2f90cad0afb14eca2015c561ca3e98a3925a52
com.liferay	com.liferay.document.library.web	6.0.29	jspc	c2bd96d0641fa2c286e5645dd9b7a60aba6613d9
com.liferay	com.liferay.document.library.web	6.0.3		b7ac0502fcaebe75e16b76ac919ca1c6ea5681b8
com.liferay	com.liferay.document.library.web	6.0.3	jsdoc	c1f82d68f207c90b71c98df603b320ffc018d232
com.liferay	com.liferay.document.library.web	6.0.3	jspc	c857ecaefe3b4ff860233e70563ec46a77fdd13d
com.liferay	com.liferay.document.library.web	6.0.30		9c366b04190f0c5cca6bb9f59094b661573872fb
com.liferay	com.liferay.document.library.web	6.0.30	jsdoc	23d8a88d7b037299ffacb777256f4166afca0089
com.liferay	com.liferay.document.library.web	6.0.30	jspc	821d69290aa50c4b4c71fa1071d12f1f428193f2
com.liferay	com.liferay.document.library.web	6.0.31		bfc63185deffab77917bbadee0236f4d868a4ade
com.liferay	com.liferay.document.library.web	6.0.31	jsdoc	7b5e635ccbe0d346ba5f0770b92e2426b78088d4
com.liferay	com.liferay.document.library.web	6.0.31	jspc	be14305bf45bd51cd2e8d9522d8ca919c1fccd0f
com.liferay	com.liferay.document.library.web	6.0.32		d007168ceb67c54616e716c44a94d5befa1e4c8b
com.liferay	com.liferay.document.library.web	6.0.32	jsdoc	e5e48a013308beea2e2406c16c19433af0ad4011
com.liferay	com.liferay.document.library.web	6.0.32	jspc	30c6d382eb4b6dfd5cd6cd2554522d9ffd2d3bba
com.liferay	com.liferay.document.library.web	6.0.33		6e29037833e21cf986b4c4c3136c7ab1583f952e
com.liferay	com.liferay.document.library.web	6.0.33	jsdoc	5d9cda21940c8f73b478e9d20a27d66d1396cff4
com.liferay	com.liferay.document.library.web	6.0.33	jspc	2e940f8942c29bf299784133ff102da1f4e3f41a
com.liferay	com.liferay.document.library.web	6.0.34		0e292362ee9f2aec9f08fbc1b7403250179fba2c
com.liferay	com.liferay.document.library.web	6.0.34	jsdoc	b858cbb300564592743eecf694bf66c857d636ad
com.liferay	com.liferay.document.library.web	6.0.34	jspc	7bcd44abc7506be7c65bfb407c199283490e1f2e
com.liferay	com.liferay.document.library.web	6.0.35		2aff1c9a4454ecd5b4dbbe1b12acce31feabaf4e
com.liferay	com.liferay.document.library.web	6.0.35	jsdoc	d88b4553734c307fbd915db85ad4f483b498ed67
com.liferay	com.liferay.document.library.web	6.0.35	jspc	999c43f438e5c1543cf6bf2364216a094c72e2c4
com.liferay	com.liferay.document.library.web	6.0.36		e5f1789dcc3bef65e957b5ad9dec4ea2b08699af
com.liferay	com.liferay.document.library.web	6.0.36	jsdoc	b26150da20bc5ae1c5e590fedd2fac6b2043df34
com.liferay	com.liferay.document.library.web	6.0.36	jspc	f72fb8527b0a7493c3d4e7a40d72ba2f0b5715c9
com.liferay	com.liferay.document.library.web	6.0.37		a69dcff12fd9e01d30c000ab6087014b43d2a053
com.liferay	com.liferay.document.library.web	6.0.37	jsdoc	04f519bd98ea22f2e7f83b6b73de28ab4a5f65b6
com.liferay	com.liferay.document.library.web	6.0.37	jspc	b93e86ea1dcf9da646ab00e53560bb68844289e9
com.liferay	com.liferay.document.library.web	6.0.38		c7c312fcb9c5a55670db52431f4a1a9a99e71a8a
com.liferay	com.liferay.document.library.web	6.0.38	jsdoc	ef8cd1939c1396107f7aafbde8cfe7f79f485e46
com.liferay	com.liferay.document.library.web	6.0.38	jspc	03478896a22156a4e44ca9de1d7573b2e8a9d5b6
com.liferay	com.liferay.document.library.web	6.0.39		69c05eda7c758fec5acd58a70f5f202e4bf7d030
com.liferay	com.liferay.document.library.web	6.0.39	jsdoc	4e37015b6ce587e2b927eb481b4c8af0944e10a1
com.liferay	com.liferay.document.library.web	6.0.39	jspc	30661a6bb68faf4f86617e12670406c57b269cd8
com.liferay	com.liferay.document.library.web	6.0.4		838fb69d28731b39b078e8407b10ad1d27e1b633
com.liferay	com.liferay.document.library.web	6.0.4	jsdoc	27a50b20bd588cff99a530e153607df5c61f4331
com.liferay	com.liferay.document.library.web	6.0.4	jspc	befbfb792ce2240a662f578c6c7d248e10acb67f
com.liferay	com.liferay.document.library.web	6.0.40		7a1e2875220ebfc222f96de58cd618bbba1305e7
com.liferay	com.liferay.document.library.web	6.0.40	jsdoc	3ef45e752e818ea613685e6cd9e42f1b757002ee
com.liferay	com.liferay.document.library.web	6.0.40	jspc	a1b144b4563877b440ce69939c3531551e037dbb
com.liferay	com.liferay.document.library.web	6.0.41		f05b53df7a0a7fe4ae9fedeeae4b1e971282f12a
com.liferay	com.liferay.document.library.web	6.0.41	jsdoc	0a3bf6a5a6179f5dc94e7ce586f5bf94607c94f1
com.liferay	com.liferay.document.library.web	6.0.41	jspc	a5aeb57073d653bfcad46a83938c535237222dbf
com.liferay	com.liferay.document.library.web	6.0.42		6b382d7a60d3cbb0639990e6fb6938a03c923f55
com.liferay	com.liferay.document.library.web	6.0.42	jsdoc	5539354c695631cf174694417502fb2aa07e943b
com.liferay	com.liferay.document.library.web	6.0.42	jspc	9246328b04774263eaa9101b617c3bc045d6b915
com.liferay	com.liferay.document.library.web	6.0.43		db1f707a8ea962916c5d0a729670b73dde696a6a
com.liferay	com.liferay.document.library.web	6.0.43	jsdoc	ec769aaca16d278d57bfbc645e878a6416710fc3
com.liferay	com.liferay.document.library.web	6.0.43	jspc	a33998cf544a761b1cff5af0d9011a7ff77f292d
com.liferay	com.liferay.document.library.web	6.0.44		c5844a8ccb9b12c1c057f7ce8667f9b9896d20a0
com.liferay	com.liferay.document.library.web	6.0.44	jsdoc	c51c289257eb760d7f6e7dd9191914e24dad613a
com.liferay	com.liferay.document.library.web	6.0.44	jspc	56f5284a2651d767ba3655f2f5b339e22945b674
com.liferay	com.liferay.document.library.web	6.0.45		93fe07d1a58438509f00e2d95f9125e0815b9014
com.liferay	com.liferay.document.library.web	6.0.45	jsdoc	31234ac81257bedf32e63c9eb2b2513fd747396f
com.liferay	com.liferay.document.library.web	6.0.45	jspc	81a9de38f0357d3fd91172c5a31e08deb89ce311
com.liferay	com.liferay.document.library.web	6.0.46		2c5c7d0e980f6eca2fe4a8710866968afe574d46
com.liferay	com.liferay.document.library.web	6.0.46	jsdoc	0120af7830d191a008bed08d5773a8d3ab5dfe2d
com.liferay	com.liferay.document.library.web	6.0.46	jspc	44f504ee0c230892732d24c1b814ca199c26b6a7
com.liferay	com.liferay.document.library.web	6.0.47		a22fef64f56255a2c2673f8573aef6a643f6f825
com.liferay	com.liferay.document.library.web	6.0.47	jsdoc	21ffd66f0a96cbda2839f0908b958461145bfa50
com.liferay	com.liferay.document.library.web	6.0.47	jspc	ba728beb055758f7d51de468bebde506c440536f
com.liferay	com.liferay.document.library.web	6.0.48		ff7a3abea2df045cf047eed00e8958332d306f09
com.liferay	com.liferay.document.library.web	6.0.48	jsdoc	6dd38c7ce4f54f920c20d05e63246b66075f0ed4
com.liferay	com.liferay.document.library.web	6.0.48	jspc	4e22275a489911bb5431aa866149c9fac158194a
com.liferay	com.liferay.document.library.web	6.0.49		162d0eedcc4aa09adca9f7392a43a9ca6be14673
com.liferay	com.liferay.document.library.web	6.0.49	jsdoc	c9bf31274394e224b9f2dd06b9de66a7a790f1c9
com.liferay	com.liferay.document.library.web	6.0.49	jspc	385f5d2ec8db3fa669f253f57c722ef734f02d66
com.liferay	com.liferay.document.library.web	6.0.5		0b8aee3f4123ef111f4a47bcaa3bee86a3d0919c
com.liferay	com.liferay.document.library.web	6.0.5	jsdoc	0d597d87bd5321ebf4d1058f5211fe9f331f56f4
com.liferay	com.liferay.document.library.web	6.0.5	jspc	c9c82f6a0c55b0302a1d322a95052b3847327354
com.liferay	com.liferay.document.library.web	6.0.50		8e8d31386210762822bfb86d342b652b51892226
com.liferay	com.liferay.document.library.web	6.0.50	jsdoc	04dc9cfbe2dc9599b89894ae280c8234b189bcf2
com.liferay	com.liferay.document.library.web	6.0.50	jspc	d3a3291680f565d1cab0aca55ce2ea84e1040d99
com.liferay	com.liferay.document.library.web	6.0.51		202f04bd938ca9c4bfee8d4dc0d541cf9566e122
com.liferay	com.liferay.document.library.web	6.0.51	jsdoc	e0422495195f8e7e693242f300489c94d2e3cfae
com.liferay	com.liferay.document.library.web	6.0.51	jspc	28f07a37e42faefac1a136401e901e162a2ce90c
com.liferay	com.liferay.document.library.web	6.0.52		d8141d03af5a53809ab5822d9a920a48c45d134b
com.liferay	com.liferay.document.library.web	6.0.52	jsdoc	c045d5f5840e0baf8be68d7a41b02e1883394695
com.liferay	com.liferay.document.library.web	6.0.52	jspc	09353c0de2ddf4b469616e75e8e9010553ec9585
com.liferay	com.liferay.document.library.web	6.0.53		d3e938ece997c5325249ece657a890e39cc5b98b
com.liferay	com.liferay.document.library.web	6.0.53	jsdoc	d10ef88ead871df80f026ff79bc1998e1d40cb55
com.liferay	com.liferay.document.library.web	6.0.53	jspc	cfe72c213c59d37e97f956545f1edc1d33afa5b9
com.liferay	com.liferay.document.library.web	6.0.54		1644479d24cf479d9a284e71e3ea6a6418d7ac34
com.liferay	com.liferay.document.library.web	6.0.54	jsdoc	412edc148dd22eaf9a03fb1fecc4d7391d247e11
com.liferay	com.liferay.document.library.web	6.0.54	jspc	21aafb4aed06b921e38ae17c9d4bb4d501c0a83d
com.liferay	com.liferay.document.library.web	6.0.55		c5dae154b655e1d5f8e1a20f50ac7d19d7a6a0d8
com.liferay	com.liferay.document.library.web	6.0.55	jsdoc	9c3fd8d950a138f9583188f606d35f57ed42dccc
com.liferay	com.liferay.document.library.web	6.0.55	jspc	386c06333db96ad99bbe19377fb600c46583e836
com.liferay	com.liferay.document.library.web	6.0.56		5d6aca42117fef5115904454c4debb484a94b5dc
com.liferay	com.liferay.document.library.web	6.0.56	jsdoc	7af5d9d27f26e389c131846e0f8a21596410f85c
com.liferay	com.liferay.document.library.web	6.0.56	jspc	20fdd7cbe6fb81ce62d4c1f8d1cd707e2ad41844
com.liferay	com.liferay.document.library.web	6.0.57		e370541a0224afa1c42aec2c45cea49537314b03
com.liferay	com.liferay.document.library.web	6.0.57	jsdoc	9e31b255df1146407687a6a078ae010c812cb63a
com.liferay	com.liferay.document.library.web	6.0.57	jspc	0483f6e58631af586bee02c81ffbf84e55a0b86f
com.liferay	com.liferay.document.library.web	6.0.58		4496279886f46b1798dead87e0cbe62b11709bad
com.liferay	com.liferay.document.library.web	6.0.58	jsdoc	423f0f7243dc60ca5434b58f12834c684aa32919
com.liferay	com.liferay.document.library.web	6.0.58	jspc	0075d5ca34fdfc6d6d2f6b02be96b4a04d202d2c
com.liferay	com.liferay.document.library.web	6.0.59		fe722b7f1e47731a703ac7f849579cee07bb3c81
com.liferay	com.liferay.document.library.web	6.0.59	jsdoc	014c0dce04a670af2ceb4046a4731dfcf400c8c5
com.liferay	com.liferay.document.library.web	6.0.59	jspc	e35813a10838ead57adbf3b15ab6dfbde5c29af5
com.liferay	com.liferay.document.library.web	6.0.6		c92a7cf98485dd2fa4186499f267532c2f303dc0
com.liferay	com.liferay.document.library.web	6.0.6	jsdoc	8c8c3936f20ebb5b9597416823cd02070f14f78f
com.liferay	com.liferay.document.library.web	6.0.6	jspc	064c15769fbb7aa02afe25097d5687f2a53ad740
com.liferay	com.liferay.document.library.web	6.0.60		ba4865478cc6247b42046b7604d401b6ea336a64
com.liferay	com.liferay.document.library.web	6.0.60	jsdoc	23cee0822b86220d043c962da3ae5e604b0ac841
com.liferay	com.liferay.document.library.web	6.0.60	jspc	fc12173a33aaa3ed05df62ba440d80bb0a310baf
com.liferay	com.liferay.document.library.web	6.0.61		fcd9c27f80812e2cff54696761835a12e4217396
com.liferay	com.liferay.document.library.web	6.0.61	jsdoc	48f76fd8fe92131b657b00d3a8dadf28a0cdaba3
com.liferay	com.liferay.document.library.web	6.0.61	jspc	1a16bc764c1b202cc0220a931a7525815696a268
com.liferay	com.liferay.document.library.web	6.0.62		0555d20ec812977fc0289fd0230b6fa4ef0823ae
com.liferay	com.liferay.document.library.web	6.0.62	jsdoc	5bf351cfbfd0b874cbd87fea41794937eff2acdc
com.liferay	com.liferay.document.library.web	6.0.62	jspc	d5f4916a0f6e0aba8ce3b6acfa6f7b4f71440669
com.liferay	com.liferay.document.library.web	6.0.63		3fa8fb606a955fa0cc6381a79c78eedbd870c031
com.liferay	com.liferay.document.library.web	6.0.63	jsdoc	430c8c3cfceff2359a7e28341b28743c26ffe2ca
com.liferay	com.liferay.document.library.web	6.0.63	jspc	6cf0deefe4bbd745fcc54ea661e7d430fbdd0b98
com.liferay	com.liferay.document.library.web	6.0.64		f3b04444584fd7d9a7d66b36a41e100c448a9f4a
com.liferay	com.liferay.document.library.web	6.0.64	jsdoc	f2b49446d775a0fef4e75321220478adb7a279ac
com.liferay	com.liferay.document.library.web	6.0.64	jspc	ff5d3838584a66bfbb8c8824ee6941ba74582edb
com.liferay	com.liferay.document.library.web	6.0.65		036e243f345b81e7dfbfec8e48d7fa450d8f2228
com.liferay	com.liferay.document.library.web	6.0.65	jsdoc	e5c3f39200f1f773ac64887b0df336f36eabbc77
com.liferay	com.liferay.document.library.web	6.0.65	jspc	f3bb4a7f0b753c8a1512f4bdb7672fc4eb90303b
com.liferay	com.liferay.document.library.web	6.0.66		4e7b20db07ffbad5e0d7443f2503d345f15752be
com.liferay	com.liferay.document.library.web	6.0.66	jsdoc	b70b3d7fe787c478722c3657efdddffe626c1c0b
com.liferay	com.liferay.document.library.web	6.0.66	jspc	bb03498ed4563c32b4714d6e2264cba08e6e7ff1
com.liferay	com.liferay.document.library.web	6.0.67		897fc13bf904c17ab004a120291d3dad31c2c7d7
com.liferay	com.liferay.document.library.web	6.0.67	jsdoc	0788d88da1ab5becf435a35f4d152e9e6e69ae64
com.liferay	com.liferay.document.library.web	6.0.67	jspc	d3f9b2caee1623b07d41d6b3103661ccc24af03c
com.liferay	com.liferay.document.library.web	6.0.68		7a87819a05244fe906db59cc3bf411e38350be93
com.liferay	com.liferay.document.library.web	6.0.68	jsdoc	a5bed2e03a45e87e169887f84bd4272d39ca5020
com.liferay	com.liferay.document.library.web	6.0.68	jspc	2ab3d4b89ff8633e76a9dcbb8b4939e4090aedde
com.liferay	com.liferay.document.library.web	6.0.69		ed83f5abcc04e1ad84a262268b0d1e09ee5b763b
com.liferay	com.liferay.document.library.web	6.0.69	jsdoc	8592a7ac929ed3b19d7e1a21c95bd29415572c25
com.liferay	com.liferay.document.library.web	6.0.69	jspc	a9443dd5c7d07a92333107da0362e47e7302fb6f
com.liferay	com.liferay.document.library.web	6.0.7		594febedf70a9973dba815835ace1105264546ef
com.liferay	com.liferay.document.library.web	6.0.7	jsdoc	c2a1988de23b2eff0efc42ae6643f899ffa98cd1
com.liferay	com.liferay.document.library.web	6.0.7	jspc	83746f0fdd4b95177261d0f45cf2738aecd6cac5
com.liferay	com.liferay.document.library.web	6.0.70		e6fdaa0142ebedc4e4bae8875ef63dc2c96c2a80
com.liferay	com.liferay.document.library.web	6.0.70	jsdoc	8358d37ab3215d6859f7b7b7f3699ce80ccaf4a1
com.liferay	com.liferay.document.library.web	6.0.70	jspc	438f670345dbd136e6b44fee68958d6303662cd1
com.liferay	com.liferay.document.library.web	6.0.71		299b9f2227f8fca4f3733d0062c1c71a87c0cf34
com.liferay	com.liferay.document.library.web	6.0.71	jsdoc	72219751ec8493aeaaf63b2e35218edf29a6a867
com.liferay	com.liferay.document.library.web	6.0.71	jspc	a8ed8678ac431e140e1f355beb0cf307e6515074
com.liferay	com.liferay.document.library.web	6.0.72		9984fc8232361ad0d85c83b2bd032e2167db2a6d
com.liferay	com.liferay.document.library.web	6.0.72	jsdoc	530cef85e05d1eb0f09d45c1ff219d727994b2a2
com.liferay	com.liferay.document.library.web	6.0.72	jspc	6470f538ef867bba92d13507363658a6f732da12
com.liferay	com.liferay.document.library.web	6.0.73		83a881f55789a05379c8f374725d81d96afdd28c
com.liferay	com.liferay.document.library.web	6.0.73	jsdoc	2b2f5197057afc2417f8208c64dd5dfe1417baba
com.liferay	com.liferay.document.library.web	6.0.73	jspc	c56790551bf8ba721e24fe6e8b3f0fa5f95386fd
com.liferay	com.liferay.document.library.web	6.0.74		429446f03c454c63a93560afeacfc8bb0bc0cd71
com.liferay	com.liferay.document.library.web	6.0.74	jsdoc	8e07f5e83f7c0fc2a5bb86b2652a29e182b3ad84
com.liferay	com.liferay.document.library.web	6.0.74	jspc	9f038d3ad9ed951b00c19dcc8dd4ffb3ff76d5ba
com.liferay	com.liferay.document.library.web	6.0.75		03767fba9089cb9894ddc49a79d55ca63dabce68
com.liferay	com.liferay.document.library.web	6.0.75	jsdoc	ac7b80053b048179f3e2ba108885230263da7f31
com.liferay	com.liferay.document.library.web	6.0.75	jspc	18305927e69df080ac42572f6e21af9122ca695d
com.liferay	com.liferay.document.library.web	6.0.76		49b700d03e92adffd476602379b6796e2b7e8112
com.liferay	com.liferay.document.library.web	6.0.76	jsdoc	7c350e869e170606c5f5df1a0d0c645206111642
com.liferay	com.liferay.document.library.web	6.0.76	jspc	a3d46fcb7550c95c8f076ac934d2f85c2c42e079
com.liferay	com.liferay.document.library.web	6.0.77		f2c09a6d30935b62e6815975129dd5f64aa74177
com.liferay	com.liferay.document.library.web	6.0.77	jsdoc	95837ca061f5685c3fcff42a774f2204030c1828
com.liferay	com.liferay.document.library.web	6.0.77	jspc	2fafee5c9655557760e2a32b5e8dbbb95b6154ba
com.liferay	com.liferay.document.library.web	6.0.78		90334bb18a34e2eef2f37989dbe6897073825be6
com.liferay	com.liferay.document.library.web	6.0.78	jsdoc	4741a44166b5a8f115ba35fbe117e7a4b61c2f9f
com.liferay	com.liferay.document.library.web	6.0.78	jspc	77fe5998e08ca5f675a55b60e8f9e15e7efd6081
com.liferay	com.liferay.document.library.web	6.0.79		939b8f326056708a4162ff9510bb880b5c3aeeb6
com.liferay	com.liferay.document.library.web	6.0.79	jsdoc	c305ae69ed13622797302de2a03f61e464417c06
com.liferay	com.liferay.document.library.web	6.0.79	jspc	b016cbd4d4e76a52a505ed9fc7a07849eb838d3a
com.liferay	com.liferay.document.library.web	6.0.8		3e92a4c4ebd8486b3aa76f60bc0adc05c0fc421a
com.liferay	com.liferay.document.library.web	6.0.8	jsdoc	a724106018129e9e631ec972163215c9c8206871
com.liferay	com.liferay.document.library.web	6.0.8	jspc	666162fe0bda789399b0d8efe9cd539508355e59
com.liferay	com.liferay.document.library.web	6.0.80		3a8d7dd9c1c6efa826cd8002b5f861929611bdd8
com.liferay	com.liferay.document.library.web	6.0.80	jsdoc	4f15b2960109c0076a326b9dc28226cab6d75b06
com.liferay	com.liferay.document.library.web	6.0.80	jspc	6743eda1636a6b89ea46c64a4353d8aaf1e176e5
com.liferay	com.liferay.document.library.web	6.0.81		7eec8eb7105f158ea314a53174513f5d0c4125c1
com.liferay	com.liferay.document.library.web	6.0.81	jsdoc	f356f82f136d1565f96edd5ddce6e8fae7a87549
com.liferay	com.liferay.document.library.web	6.0.81	jspc	109d3d77d7a0c6852c9f20ad7a5e24b1880fb660
com.liferay	com.liferay.document.library.web	6.0.82		162b8557e98d39eb779937672d771b43a70e504d
com.liferay	com.liferay.document.library.web	6.0.82	jsdoc	9406a50d2ac5a991a18380a0d4fb7edd3bdaf62e
com.liferay	com.liferay.document.library.web	6.0.82	jspc	40441a8784052aac354f926b0b07bd1cf10fa9cf
com.liferay	com.liferay.document.library.web	6.0.83		27806bba64e90df1ca56cd283d6e88e07ad9a9dc
com.liferay	com.liferay.document.library.web	6.0.83	jsdoc	452f01d50383a129e0f47987b3634cf706d24be1
com.liferay	com.liferay.document.library.web	6.0.83	jspc	cc074cb4c9cc54b2e83626d92d920316add832c0
com.liferay	com.liferay.document.library.web	6.0.84		d4c8582656abce9091918accccf1dbb12f78939c
com.liferay	com.liferay.document.library.web	6.0.84	jsdoc	d5f6c3f47f0e7959908046b86938c23272efaf2b
com.liferay	com.liferay.document.library.web	6.0.84	jspc	419d2054712308e3b25cb558ede611c9a5aa7a8a
com.liferay	com.liferay.document.library.web	6.0.85		128cdd46a67fdb7575c814361f3046be3827c391
com.liferay	com.liferay.document.library.web	6.0.85	jsdoc	637d6dceae1d9c59461f89b3ac5dba7a24c3618f
com.liferay	com.liferay.document.library.web	6.0.85	jspc	dc3b2eb37d5de1891b1a4c55821ec69b4e28ad17
com.liferay	com.liferay.document.library.web	6.0.86		c0a65fe859d1766015d5e2300f0790ab3f3b13eb
com.liferay	com.liferay.document.library.web	6.0.86	jsdoc	ca4d4958499c445473fa6548d27fce805b0b71ed
com.liferay	com.liferay.document.library.web	6.0.86	jspc	99cd7105e597c20a2292defb74109130b1d5fe87
com.liferay	com.liferay.document.library.web	6.0.87		5b1bf518da739712c3e6a8ba8b6f581667b4fd88
com.liferay	com.liferay.document.library.web	6.0.87	jsdoc	a979644e0102b0f13970f5f985bfe203f4e7df8d
com.liferay	com.liferay.document.library.web	6.0.87	jspc	e6043842336451afd1c1135b04811e2aee66ae23
com.liferay	com.liferay.document.library.web	6.0.88		3579384d2eb79e394962d2ad46ef77e263201638
com.liferay	com.liferay.document.library.web	6.0.88	jsdoc	635bdc074b3fb6c0017a42c0c392c30f64a8468c
com.liferay	com.liferay.document.library.web	6.0.88	jspc	d0b8cd8fec4f6d36ddd7f446e1c5ae48f9e2c329
com.liferay	com.liferay.document.library.web	6.0.89		01e2e92a29dd7972f1c6688be41484bc5e369651
com.liferay	com.liferay.document.library.web	6.0.89	jsdoc	ca15388095f85ae3431c705f99f82af25a470e1a
com.liferay	com.liferay.document.library.web	6.0.89	jspc	116c4c50e911996e32dc07ce493ffb0fecde3d3f
com.liferay	com.liferay.document.library.web	6.0.9		9f8d6488b62ed64c0ef5a3ba8df5bc76b7f8d868
com.liferay	com.liferay.document.library.web	6.0.9	jsdoc	bdb81af87e8720a18f1e36ba14b38bf8ffdcaaf2
com.liferay	com.liferay.document.library.web	6.0.9	jspc	74b25b4c1cc4a756dee0b73fcfc9552b83853785
com.liferay	com.liferay.document.library.web	6.0.90		9843043140f860c11392b94bbacf5af9218be912
com.liferay	com.liferay.document.library.web	6.0.90	jsdoc	6b4b26309bde5af3c44cea60377cf1f02b5bd8ae
com.liferay	com.liferay.document.library.web	6.0.90	jspc	79bd946026967cd7ca58838699ee332afd777408
com.liferay	com.liferay.document.library.web	6.0.91		bafa881229f2c931a1a48127ea21077a83d9f56e
com.liferay	com.liferay.document.library.web	6.0.91	jsdoc	83b241a18e184bc203b2201fea025c7c42623cbd
com.liferay	com.liferay.document.library.web	6.0.91	jspc	a2a9ee5c5f7f7a485838dbd67980387a31685666
com.liferay	com.liferay.document.library.web	6.0.92		ced5ce6436b1bbebe2a43f2896a03ab04f36dbeb
com.liferay	com.liferay.document.library.web	6.0.92	jsdoc	43f5d50f9e46a8fe1779b496bb42a7a9ff05300e
com.liferay	com.liferay.document.library.web	6.0.92	jspc	61744fbe6a96756fc30e005bd3c399d48c3b6ebf
com.liferay	com.liferay.document.library.web	6.0.93		cf7503823f4eae6bc46823e662cfc6ab115db5bc
com.liferay	com.liferay.document.library.web	6.0.93	jsdoc	157e831552cdb8b57ead9c0577ea38df307b1023
com.liferay	com.liferay.document.library.web	6.0.93	jspc	53b3be46149746d6ce17998537bc4391b0de0e2b
com.liferay	com.liferay.document.library.web	6.0.94		fb80e9e24538e6a30cb0ca73e0a47b859bbcfe99
com.liferay	com.liferay.document.library.web	6.0.94	jsdoc	f9bace62b4a2b442d7608cad3ac2a7589f5b65ca
com.liferay	com.liferay.document.library.web	6.0.94	jspc	8db334283fa707586f4451debc5cfe69cf7cad7e
com.liferay	com.liferay.document.library.web	6.0.95		028df7c606169b7f89f8ccac9c5abfd6b22cb590
com.liferay	com.liferay.document.library.web	6.0.95	jsdoc	628a06bdbb1e091ff25fbae815d7398b186cf6eb
com.liferay	com.liferay.document.library.web	6.0.95	jspc	4a909b4bcda11d829ac364337eeea777975d9f28
com.liferay	com.liferay.document.library.web	6.0.96		b2aee9a2051bc485803c995388e6688fee667843
com.liferay	com.liferay.document.library.web	6.0.96	jsdoc	5efc807f70bcc039c991750181fa2462fd869fc4
com.liferay	com.liferay.document.library.web	6.0.96	jspc	4e66bc6306ddb758b733d8c913758d16e35ee65d
com.liferay	com.liferay.document.library.web	6.0.97		b29367144816945bc8e7361f636e79b30a999aee
com.liferay	com.liferay.document.library.web	6.0.97	jsdoc	d2a2fcfe24113793589b96e77ec3beed2c81e060
com.liferay	com.liferay.document.library.web	6.0.97	jspc	e1a1dfa86ca74b0693ba9c92d918534703a42602
com.liferay	com.liferay.document.library.web	6.0.98		b999e0bc39998304c89971221fc151dee40652d7
com.liferay	com.liferay.document.library.web	6.0.98	jsdoc	9506f7c6c2634b0a82d35caa0f621c8f3379f71f
com.liferay	com.liferay.document.library.web	6.0.98	jspc	e1a9fc67f734ca9210a8321f1d570ba12ba075c8
com.liferay	com.liferay.document.library.web	6.0.99		2feb5431c698545d57c80cb5a0439c0bc21c08ce
com.liferay	com.liferay.document.library.web	6.0.99	jsdoc	5eee95b1347e8bc1d4c14fef83f8b4acc97ae4c5
com.liferay	com.liferay.document.library.web	6.0.99	jspc	a2f0c4ab588b6c3d1cb1ac923274d7aa83648ae4
com.madgag	line-break-preserving-line-splitting_3	0.1.3		7df7cf3960757c3bc5d823dbde8edd049c682533
com.madgag	line-break-preserving-line-splitting_3	0.1.4		37157796e25e1d8d55fe32a3deabc0eeed9e633f
com.madgag	line-break-preserving-line-splitting_3	0.1.5		3eeb92b36230a5d9d3ad23f5df661b2af87f67b3
com.madgag	line-break-preserving-line-splitting_3	0.1.6		f191ad1ee0e9c46eab080043427f1a226d68fb3f
com.melecode.orm	spring-brick	3.1.3		f9f063eaabc8e4baecd404bce94971dff15230ae
com.melecode.orm	spring-brick	3.1.4		d19d23b102f498a3e252b51a362138342fd84642
com.moriatsushi.cacheable	cacheable-core-linuxx64	0.0.1		N/A
com.moriatsushi.cacheable	cacheable-core-linuxx64	0.0.2		N/A
com.moriatsushi.cacheable	cacheable-core-linuxx64	0.0.3		N/A
com.oracle.cloud.spring	spring-cloud-oci-starter-storage	0.1.77		bd97ba059e6468f63c231a06d7196cda9d516a3e
com.oracle.cloud.spring	spring-cloud-oci-starter-storage	1.0.0		57c6b3ae07bf8c37fdc7c75ef37c29b6aff814df
com.oracle.cloud.spring	spring-cloud-oci-starter-storage	1.0.1		6de4b40a777063e983175f3d5e6f0a50ea25e335
com.oracle.cloud.spring	spring-cloud-oci-starter-storage	1.1.0		9e9e0107138e6ab4277a5ab3450bb53608dcea27
com.oracle.cloud.spring	spring-cloud-oci-starter-storage	1.2.0		bee500cc15cc871a1a1814d389ecf6980a4c4585
com.oracle.cloud.spring	spring-cloud-oci-starter-storage	1.3.0		2b7ef51aa7e3b96f26d86138ae1828adca579f39
com.oracle.cloud.spring	spring-cloud-oci-starter-storage	1.3.1		406d87e02f870d50a89975d713960dc159ef6c34
com.oracle.cloud.spring	spring-cloud-oci-starter-storage	1.4.0		08aa983b18accea4d3a4f4d97990327ad42e8d26
com.oracle.cloud.spring	spring-cloud-oci-starter-storage	1.4.1		d64fd8d5c90ca2e022202a7d69c8f02405f07b55
com.pajato.argus	argus-tmdb-client	0.0.2		N/A
com.pajato.argus	argus-tmdb-client	0.1.0		N/A
com.quhaodian.umall	web	1.01		N/A
