at.released.cassettes	cassettes-playhead-js	0.1-alpha01		N/A
org.springframework.boot	spring-boot-starter-data-solr	1.1.10.RELEASE		486c62b617923a2ca59c88a5d5882210daca2509
org.springframework.boot	spring-boot-starter-data-solr	1.1.11.RELEASE		dd6efe026d8305602d7f6ada790368e9023ff998
org.springframework.boot	spring-boot-starter-data-solr	1.1.12.RELEASE		c3b2065126e3c3f48d2f8a02993f9f9d1cf6db55
org.springframework.boot	spring-boot-starter-data-solr	1.1.2.RELEASE		bb6385802e00c7a3583371d3715c04351ba3a41f
org.springframework.boot	spring-boot-starter-data-solr	1.1.3.RELEASE		ff4ee5245738f3adfb9f6c10ebc8578968f697aa
org.springframework.boot	spring-boot-starter-data-solr	1.1.4.RELEASE		e67122ec72f8e9529c27df76c247c1402698bcff
org.springframework.boot	spring-boot-starter-data-solr	1.1.5.RELEASE		b3bd56b9c2330e55b29e4cf0fde43bcc335fb766
org.springframework.boot	spring-boot-starter-data-solr	1.1.6.RELEASE		1431c1624e7428fb1c89b8344b234cb56763964a
org.springframework.boot	spring-boot-starter-data-solr	1.1.7.RELEASE		e8534f9c528048bdedc72e651c68da1750b3b546
org.springframework.boot	spring-boot-starter-data-solr	1.1.8.RELEASE		6d4892ef7d3bb92a3f907cb0d5c495e03cd00a83
org.springframework.boot	spring-boot-starter-data-solr	1.1.9.RELEASE		a4b25935b90b1decc2438dcdf8d9216be5657517
org.springframework.boot	spring-boot-starter-data-solr	1.2.0.RELEASE		8fed793db4fed82145a3d21b199608255f1ebac0
org.springframework.boot	spring-boot-starter-data-solr	1.2.1.RELEASE		9d680957db16b58df45cb8fbfc2fc4c2a11520fa
org.springframework.boot	spring-boot-starter-data-solr	1.2.2.RELEASE		63de292e6faaa6e0fe4faef8d0cf3a1ca5dd6801
org.springframework.boot	spring-boot-starter-data-solr	1.2.3.RELEASE		b6d8d443ab7ec4e1f2a80ecca3206059b321d1da
org.springframework.boot	spring-boot-starter-data-solr	1.2.4.RELEASE		dd17f2da1f09a0e394106bbb0b43df28d14a1d9e
org.springframework.boot	spring-boot-starter-data-solr	1.2.5.RELEASE		0086a097814de42cb237ac4bb268de8640171beb
org.springframework.boot	spring-boot-starter-data-solr	1.2.6.RELEASE		d3e4051df7291ec4a4a1ed6248dd6aff5d749f1d
org.springframework.boot	spring-boot-starter-data-solr	1.2.7.RELEASE		a7fc54aabd419978bc826719d33b3ee0c0c0d7b5
org.springframework.boot	spring-boot-starter-data-solr	1.2.8.RELEASE		32b161299e02e8f3bfdf47a8f6c8620e8d97c1f5
org.springframework.boot	spring-boot-starter-data-solr	1.3.0.RELEASE		ee97a05600a28f69ffee5570cba950526fbc92b4
org.springframework.boot	spring-boot-starter-data-solr	1.3.1.RELEASE		48c4639b27f1f601f84135018ba19f220a7b58cc
org.springframework.boot	spring-boot-starter-data-solr	1.3.2.RELEASE		5e397cba61ce49d6c3ffd93c0a1cc2e036685762
org.springframework.boot	spring-boot-starter-data-solr	1.3.3.RELEASE		2296ac92ae3a366ef011abfa80a53123eae430ce
org.springframework.boot	spring-boot-starter-data-solr	1.3.4.RELEASE		0359162ce4df8f2ef8e6bf0eb3bd83d903e83e12
org.springframework.boot	spring-boot-starter-data-solr	1.3.5.RELEASE		46fc3555fd43f38d587694755225603bcafc6742
org.springframework.boot	spring-boot-starter-data-solr	1.3.6.RELEASE		16511c7f3beeb772bd86229899b516ae35ab05e1
org.springframework.boot	spring-boot-starter-data-solr	1.3.7.RELEASE		ee9e8c72d47da06a2e7a355e36b845d4f242b66b
org.springframework.boot	spring-boot-starter-data-solr	1.3.8.RELEASE		15714903e3252fee39630294dd4726ea721fe2f3
org.springframework.boot	spring-boot-starter-data-solr	1.4.0.RELEASE		83d95d2bfc6a1805b112f3cba1a01ab5168fff8a
org.springframework.boot	spring-boot-starter-data-solr	1.4.1.RELEASE		1d99a787b41e026d21ecbaddb2bcc6e4a6352e8b
org.springframework.boot	spring-boot-starter-data-solr	1.4.2.RELEASE		0072effd069b1576e63837cbc493f0b50e3bcbb3
org.springframework.boot	spring-boot-starter-data-solr	1.4.3.RELEASE		a257e891c9b129c5caa377ba8f1cbd2d4a888b7d
org.springframework.boot	spring-boot-starter-data-solr	1.4.4.RELEASE		4136fd319726c442a569210bb045910e17b2921d
org.springframework.boot	spring-boot-starter-data-solr	1.4.5.RELEASE		249dcf499bdef5fc1adc7ec955aed51a1f25ee41
org.springframework.boot	spring-boot-starter-data-solr	1.4.6.RELEASE		d15d4ef4f387d654df208f69435435b6d2d04bbf
org.springframework.boot	spring-boot-starter-data-solr	1.4.7.RELEASE		e29f9a09d2817b04770e90ebe4e0127b04540dd2
org.springframework.boot	spring-boot-starter-data-solr	1.5.0.RELEASE		f02bbb4477fb32357caf039c84a52ccd3c2aa2e5
org.springframework.boot	spring-boot-starter-data-solr	1.5.1.RELEASE		fda513cdf1b487bf11d2a70d4b87e068377fc317
org.springframework.boot	spring-boot-starter-data-solr	1.5.10.RELEASE		f387b3acf69caf2114af7fde281b67cab4818460
org.springframework.boot	spring-boot-starter-data-solr	1.5.11.RELEASE		daa788c49340808770f72bc02740d4c515672f69
org.springframework.boot	spring-boot-starter-data-solr	1.5.12.RELEASE		359778506acac49d8151a11cba1aff0169202d26
org.springframework.boot	spring-boot-starter-data-solr	1.5.13.RELEASE		a1af78767ea99da332933535b3e1108cd78aaee9
org.springframework.boot	spring-boot-starter-data-solr	1.5.14.RELEASE		4215745933b07a44476699114632ffe64fb2995d
org.springframework.boot	spring-boot-starter-data-solr	1.5.15.RELEASE		eb573b72a02f06c8c63bcedbd668ece3f2bcf822
org.springframework.boot	spring-boot-starter-data-solr	1.5.16.RELEASE		79e56846ecc9321e2bd155f958e83bd4d74ecccd
org.springframework.boot	spring-boot-starter-data-solr	1.5.17.RELEASE		2cbd1e73dcbdcde52ac24be50f09b2e7b910b5be
org.springframework.boot	spring-boot-starter-data-solr	1.5.18.RELEASE		19a2b6c26c1eec5a984bf6b03eb01c4056f7b13e
org.springframework.boot	spring-boot-starter-data-solr	1.5.19.RELEASE		70460b26fe9c6f76b903718c56a4d155c0d9be17
org.springframework.boot	spring-boot-starter-data-solr	1.5.2.RELEASE		1d6bb96b022637efa509c75e526ee551308ec8f6
org.springframework.boot	spring-boot-starter-data-solr	1.5.20.RELEASE		13f2821a2bd3d86f359ce7805c629c664eea3c7c
org.springframework.boot	spring-boot-starter-data-solr	1.5.21.RELEASE		5c10ab09d728608add938f651c678478fbd0a7fc
org.springframework.boot	spring-boot-starter-data-solr	1.5.22.RELEASE		2d650eb4cbda0dbdf6f10e0af8957fa1b3697666
org.springframework.boot	spring-boot-starter-data-solr	1.5.3.RELEASE		00a1a9da34cdc991ffb26d10b1b355eb39ee5109
org.springframework.boot	spring-boot-starter-data-solr	1.5.4.RELEASE		f36965eabc75b0c000bc1196b3853ebafab222aa
org.springframework.boot	spring-boot-starter-data-solr	1.5.5.RELEASE		e586942cd8c8f0e4ddc11716cc82272d75b7fb70
org.springframework.boot	spring-boot-starter-data-solr	1.5.6.RELEASE		9a8a5eeb48a1ffe44dfc57ae4e70d00d85f91566
org.springframework.boot	spring-boot-starter-data-solr	1.5.7.RELEASE		187fb8af00b5d47f0fa29727d547ec3665765084
org.springframework.boot	spring-boot-starter-data-solr	1.5.8.RELEASE		97ffa4514d5b7ac64354851eabee774e7bcd1177
org.springframework.boot	spring-boot-starter-data-solr	1.5.9.RELEASE		ddb68dc2a7169b4dc3f22287228d8eaad3ad78d1
org.springframework.boot	spring-boot-starter-data-solr	2.0.0.RELEASE		d5f1c51af1e73d6de6e54794840f70c7f44aedfe
org.springframework.boot	spring-boot-starter-data-solr	2.0.1.RELEASE		d803f2ff9bdeaaa6052bb7feacc14104b893ad19
org.springframework.boot	spring-boot-starter-data-solr	2.0.2.RELEASE		f9fce3955db47b9a1683cc579858e9f2e75e64bc
org.springframework.boot	spring-boot-starter-data-solr	2.0.3.RELEASE		39204975b93e61d018780f3a538177f59ca0edb4
org.springframework.boot	spring-boot-starter-data-solr	2.0.4.RELEASE		b3380813ea9afc320ee802c30c802a0c9dee2f0f
org.springframework.boot	spring-boot-starter-data-solr	2.0.5.RELEASE		709aecce024700090c1017b6ea6d575c2abea952
org.springframework.boot	spring-boot-starter-data-solr	2.0.6.RELEASE		d703f12a54931e69bc69fdba59821e4a71626401
org.springframework.boot	spring-boot-starter-data-solr	2.0.7.RELEASE		2c04083e051a5e8b91abd8325ee5577de3537195
org.springframework.boot	spring-boot-starter-data-solr	2.0.8.RELEASE		5877959ebed6550963640872ecf0329b90c9c962
org.springframework.boot	spring-boot-starter-data-solr	2.0.9.RELEASE		8a2f63c47d1e508d9c70ad01976d8e4c93912921
org.springframework.boot	spring-boot-starter-data-solr	2.1.0.RELEASE		9481994ed41cfe5323807630abeba0e76bffbc7a
org.springframework.boot	spring-boot-starter-data-solr	2.1.1.RELEASE		a7194b143db8ec42e284c4dab2c0ffff62d7e011
org.springframework.boot	spring-boot-starter-data-solr	2.1.10.RELEASE		ecf0e6cd84ee54b3e29dca30a0a4cdd4a3a127e1
org.springframework.boot	spring-boot-starter-data-solr	2.1.11.RELEASE		8079833d382e051a3c0794f37d8db3d4bc8c2683
org.springframework.boot	spring-boot-starter-data-solr	2.1.12.RELEASE		6110ba7b4665f01c8a71956088edb6c8c52fc4fa
org.springframework.boot	spring-boot-starter-data-solr	2.1.13.RELEASE		e52c1960d3621feafe6a57abf37f36aed6adaa18
org.springframework.boot	spring-boot-starter-data-solr	2.1.14.RELEASE		65b8f5aed7b61d48e212b4e03ee27b544762fe43
org.springframework.boot	spring-boot-starter-data-solr	2.1.15.RELEASE		e8abc0abda05ca64adf77616dd5fbf687d523f93
org.springframework.boot	spring-boot-starter-data-solr	2.1.16.RELEASE		ca47cbbe7439adc215f3e6629401a7e0f151e9f2
org.springframework.boot	spring-boot-starter-data-solr	2.1.17.RELEASE		e0e88145e17c88904b9f216ab6859e745a6cbb80
org.springframework.boot	spring-boot-starter-data-solr	2.1.18.RELEASE		31532288176e848b520c8e8da7cb1b41910315cd
org.springframework.boot	spring-boot-starter-data-solr	2.1.2.RELEASE		8cfe6b94a17364d97cd6c5b631cd04987a7e481a
org.springframework.boot	spring-boot-starter-data-solr	2.1.3.RELEASE		b79b5dba8004f0021ccebce74f36723b6073dfe2
org.springframework.boot	spring-boot-starter-data-solr	2.1.4.RELEASE		ffa170d3bb4f12a43c0ec2cdd9da42a53ae886f9
org.springframework.boot	spring-boot-starter-data-solr	2.1.5.RELEASE		3bb961fce6a861cf8a732387d3f6ec70890f7611
org.springframework.boot	spring-boot-starter-data-solr	2.1.6.RELEASE		dac81922891f3f7031c4df7025aabeb25651df8a
org.springframework.boot	spring-boot-starter-data-solr	2.1.7.RELEASE		d805e8b84188c7a633ae26e6b4147fa3e0275550
org.springframework.boot	spring-boot-starter-data-solr	2.1.8.RELEASE		cb6186889607eefbefcb38afb392a61ac48a91d1
org.springframework.boot	spring-boot-starter-data-solr	2.1.9.RELEASE		545187108b8dbfb7f8a9b04addc5fc834c7353bd
org.springframework.boot	spring-boot-starter-data-solr	2.2.0.RELEASE		e5c3e124d4b9e18514af07f3d7394f88dccd1117
org.springframework.boot	spring-boot-starter-data-solr	2.2.1.RELEASE		3a471c29ed7634b02ea6ccc0b103998e8b83bddb
org.springframework.boot	spring-boot-starter-data-solr	2.2.10.RELEASE		796651a32c409bf1429b8f72c15e4d77ce6b9115
org.springframework.boot	spring-boot-starter-data-solr	2.2.11.RELEASE		0d456468d857669c8894766e67b4f15a1b818bda
org.springframework.boot	spring-boot-starter-data-solr	2.2.12.RELEASE		a9f64ad42044d23a0c7fbe41a7ff97320dcece0e
org.springframework.boot	spring-boot-starter-data-solr	2.2.13.RELEASE		2d4eee722708c8a5e3d98982fe2649716a9ade0b
org.springframework.boot	spring-boot-starter-data-solr	2.2.2.RELEASE		ebc167b83db2cb5797e8ee6ee13a466fbc50dfad
org.springframework.boot	spring-boot-starter-data-solr	2.2.3.RELEASE		4ea8507f4701eed29c90362b01da7a56ae188db1
org.springframework.boot	spring-boot-starter-data-solr	2.2.4.RELEASE		2ef453ac323ecf41f04524ede4b8ff19761959a3
org.springframework.boot	spring-boot-starter-data-solr	2.2.5.RELEASE		d453050b183fdd7ec4ca0327cd26e738d6fac0a3
org.springframework.boot	spring-boot-starter-data-solr	2.2.6.RELEASE		71e7988f726b761e1e737633563d788f4a636997
org.springframework.boot	spring-boot-starter-data-solr	2.2.7.RELEASE		610b485c55811a4bed6ff35f2259f92f92b6d838
org.springframework.boot	spring-boot-starter-data-solr	2.2.8.RELEASE		9bc6c222ba50d5e80b47c2ca19c8276eda24d007
org.springframework.boot	spring-boot-starter-data-solr	2.2.9.RELEASE		09eee052ef0d76462db76eab6b7983590ad6d7c8
org.springframework.boot	spring-boot-starter-data-solr	2.3.0.RELEASE		90f8460d1cc4f9e6c584fab575b18d10ce8508cf
org.springframework.boot	spring-boot-starter-data-solr	2.3.1.RELEASE		1c2803c95364a97b9ed413f3101871ac6c1c06b2
org.springframework.boot	spring-boot-starter-data-solr	2.3.10.RELEASE		51aae6174d9fd6b72330af9208216665d8bbb389
org.springframework.boot	spring-boot-starter-data-solr	2.3.11.RELEASE		8c43e95b37c4fecc5f727bb4bf6d190cd6a9a4ec
org.springframework.boot	spring-boot-starter-data-solr	2.3.12.RELEASE		28ebc6e0f135e00f92495cf3985c75f1588dfaf0
org.springframework.boot	spring-boot-starter-data-solr	2.3.2.RELEASE		95a7be600b9f4c4b1331be4fb8aa4ea0c9183bfd
org.springframework.boot	spring-boot-starter-data-solr	2.3.3.RELEASE		78638ad5bb481638d9411859d65b424de194c68c
org.springframework.boot	spring-boot-starter-data-solr	2.3.4.RELEASE		c8fb15c126841bdf42dc91bdf676b4875da5eaeb
org.springframework.boot	spring-boot-starter-data-solr	2.3.5.RELEASE		c1fc34b84932899ff0c2dfe9cd3281dbda1afd54
org.springframework.boot	spring-boot-starter-data-solr	2.3.6.RELEASE		e8487ada753d6fda269bcf738fd981ac5a514444
org.springframework.boot	spring-boot-starter-data-solr	2.3.7.RELEASE		b2f6021356852f89217f4de65ac5da3ac151cb09
org.springframework.boot	spring-boot-starter-data-solr	2.3.8.RELEASE		e868225b6491176a70c9dfb4e8c36bf5c97bef24
org.springframework.boot	spring-boot-starter-data-solr	2.3.9.RELEASE		8de805ae14381909fff6e0a34c81697a9391cbd2
org.springframework.boot	spring-boot-starter-data-solr	2.4.0		34463346719bf34ba7b0f47ccfe7778329706b50
org.springframework.boot	spring-boot-starter-data-solr	2.4.1		2479fc3b112f2d95f2f96bfe1aa3b19ff09e6eaa
org.springframework.boot	spring-boot-starter-data-solr	2.4.10		2aa9cf5d0d747ca73d31888e5f38882d9efa918c
org.springframework.boot	spring-boot-starter-data-solr	2.4.11		3b6deb2bb271499b0ccdeeb5cf94724113d44bef
org.springframework.boot	spring-boot-starter-data-solr	2.4.12		0df47510ca4f124382bc0dcd0bcc03c1cd7625c4
org.springframework.boot	spring-boot-starter-data-solr	2.4.13		7836a97e752e8801d6913c64ee9084a60aeccf80
org.springframework.boot	spring-boot-starter-data-solr	2.4.2		dc8b9456e52984b23bb3a9bef1acb71f5182f5e4
org.springframework.boot	spring-boot-starter-data-solr	2.4.3		ae4f9ae87574a0aa4b169490b0014128015fa74d
org.springframework.boot	spring-boot-starter-data-solr	2.4.4		b0597666c2b1939f0d53db394993c4c14639b3a0
org.springframework.boot	spring-boot-starter-data-solr	2.4.5		b169ce5fc1b6e51b761f64fc3ff4c72ffbb1637d
org.springframework.boot	spring-boot-starter-data-solr	2.4.6		593696754cc2552efc211ffa2405a7de886034f1
org.springframework.boot	spring-boot-starter-data-solr	2.4.7		35d820f2eb8cbfe664e0bbda895963cf5719752b
org.springframework.boot	spring-boot-starter-data-solr	2.4.8		9f038826757665c3ea84b5b715fecc3140fdfed8
org.springframework.boot	spring-boot-starter-data-solr	2.4.9		a1d121821a2838afdff31f5968a6f571af304574
org.testcontainers	elasticsearch	1.10.0		e85f0f0dabd3e680ee800c4b39fa24dbf032bee2
org.testcontainers	elasticsearch	1.10.1		5a03c8732e6c48c51c76edfcef8bdc9145dbd837
org.testcontainers	elasticsearch	1.10.2		c6eb4a3a0ad114929b659fa59c2ee9fe1c1d6a58
org.testcontainers	elasticsearch	1.10.3		0cb114ecba0ed54a116e2be2f031bc45ca4cbfc8
org.testcontainers	elasticsearch	1.10.4		358cba4db7bf51563c41211e9a0831bbd247a8c4
org.testcontainers	elasticsearch	1.10.5		e57b2be878e993510278421179e5b91743c52abc
org.testcontainers	elasticsearch	1.10.6		143a88bd8f5c5a917e5bac5a728bb6a7fc54a50c
org.testcontainers	elasticsearch	1.10.7		1ee43ebd81aea1f29bf60a56643bad80c134f998
org.testcontainers	elasticsearch	1.11.0		83e638c779114d3c5669622695a86c1b9533603e
org.testcontainers	elasticsearch	1.11.1		92e86ce076be823abc793c95de0a57bc4afea146
org.testcontainers	elasticsearch	1.11.2		a327bd8cb68eb7146b36d754aee98a8018132d8f
org.testcontainers	elasticsearch	1.11.3		90713b61f5748d8894c31a20f955bd7f81ac2ece
org.testcontainers	elasticsearch	1.11.4		faab09a8876b8dbb326cbc10bbaa5ea86f5f5299
org.testcontainers	elasticsearch	1.12.0		cd9020f1803396c45ef935312bf232f9b17332b0
org.testcontainers	elasticsearch	1.12.1		2491f792627a1f15d341bfcd6dd0ea7e3541d82f
org.testcontainers	elasticsearch	1.12.2		88c751b2d787dfc19a91a7ee6fb623b881ffba5a
org.testcontainers	elasticsearch	1.12.3		c0796de5032070b8768ce78c78949b48f13c30db
org.testcontainers	elasticsearch	1.12.4		9e210c277a35a95a76d03a79e2812575bd07391c
org.testcontainers	elasticsearch	1.12.5		d88f79c83e7057edd23d33621c36d6267b9c4e96
org.testcontainers	elasticsearch	1.13.0		09353bd960b3f0d26ba7652ae57bb4ac46d043a2
org.testcontainers	elasticsearch	1.14.0		6df7bc7cb5e99c6d9528ea28dd16dbb042b1beec
org.testcontainers	elasticsearch	1.14.1		d682965bbf1334ef40720b4ad2eda2c12bf0b440
org.testcontainers	elasticsearch	1.14.2		66e1a6da0362beee83673b877c9c2e0536d6912c
org.testcontainers	elasticsearch	1.14.3		3709e2ebb0b6aa4e2ba2b6ca92ffdd3bf637a86c
org.testcontainers	elasticsearch	1.15.0		2bd79fd915e5c7bcf9b5d86cd8e0b7a0fff4b8ce
org.testcontainers	elasticsearch	1.15.0-rc1		51cfa64b43588a7f9420ebb7f8796275db90468c
org.testcontainers	elasticsearch	1.15.0-rc2		f0fa0e83f44abc17bebada4262c44fa4ccce583a
org.testcontainers	elasticsearch	1.15.1		6b778a270b7529fcb9b7a6f62f3ae9d38544ce2f
org.testcontainers	elasticsearch	1.15.2		380a28f4ff5dbd51ac0203b8d521dcea54a112b9
org.testcontainers	elasticsearch	1.15.3		595e3a50f59cd3c1d281ca6c1bc4037e277a1353
org.testcontainers	elasticsearch	1.16.0		b857b4096f0c9716b6ade2ea0b63938472e54ced
org.testcontainers	elasticsearch	1.16.1		6caa5177b5cd297b57eaa6f7bb7345096a769f8b
org.testcontainers	elasticsearch	1.16.2		6caa5177b5cd297b57eaa6f7bb7345096a769f8b
org.testcontainers	elasticsearch	1.16.3		5831f0645ed3184df96ab9568f0c4347b8ff87bd
org.testcontainers	elasticsearch	1.17.0		6c46f112f7f84a59c3050356181633a8091fb1e3
org.testcontainers	elasticsearch	1.17.1		f83f4e8b606015eec95c4946f611c10a7cb78b3b
org.testcontainers	elasticsearch	1.17.2		d787436597d3eb3951aecc748aa0f2edb12a99f6
org.testcontainers	elasticsearch	1.17.3		2c876f3cf4144a3bc80bef70fcb83226de8d5484
org.testcontainers	elasticsearch	1.17.4		0ab317f250e5f5a2232e5d57433955ef91c7219c
org.testcontainers	elasticsearch	1.17.5		060895f2fc6640ab4a6c383bc98c5c39ef644fbb
org.testcontainers	elasticsearch	1.17.6		65afbe07b7a48fdbd797aef76210fd68687fc614
org.testcontainers	elasticsearch	1.18.0		0bf72e1880a24473107bda3dcc00a995c4f50d91
org.testcontainers	elasticsearch	1.18.1		2df67705d3ae230c4ff8eff0a8b81566896be23b
org.testcontainers	elasticsearch	1.18.2		b3416648a60408577b763ef3d9bf211f4fa307d2
org.testcontainers	elasticsearch	1.18.3		6494043e9cb7379717731986699f4c3f189a6537
org.testcontainers	elasticsearch	1.19.0		854b609897c74fd8437beaf662b8b8ebf20b97f4
org.testcontainers	elasticsearch	1.19.1		c75c69b97760c05388c1fa19a375bd07c289657b
org.testcontainers	elasticsearch	1.19.2		54016976e06d3318537988cf3fd3bd00397950bf
org.testcontainers	elasticsearch	1.19.3		d4b267434492cc58ecc7639f5aa9f97b1aae659b
org.testcontainers	elasticsearch	1.19.4		6150d98cafdabfbd3bb544001ae00b4c82e54800
org.testcontainers	elasticsearch	1.19.5		a2a35e16942192026d0679f1b26664a77cce2999
org.testcontainers	elasticsearch	1.19.6		2f4fb12375e9ef32f8b26a51fc27ff6f6dff84e3
org.testcontainers	elasticsearch	1.19.7		8cd9f4ae67c9299143eb718541ff544b66273283
org.testcontainers	elasticsearch	1.19.8		8583b9fb2e43a0e384e8ba718d04ecfde6977a4c
org.testcontainers	elasticsearch	1.20.0		4410c80b17b83257ed3151ca5cdbad745abf3f14
org.testcontainers	elasticsearch	1.20.1		7a97d190c581c7035efd034602edf81f567ae24c
org.testcontainers	elasticsearch	1.20.2		e148d6ad75011012363388855f121fe6d6dae092
org.testcontainers	elasticsearch	1.20.3		e148d6ad75011012363388855f121fe6d6dae092
org.testcontainers	elasticsearch	1.20.4		53afc2b77112a1eb0cfd4f753b94d24e17ea3dfb
org.testcontainers	elasticsearch	1.20.5		b6403be5d162af6ddc2dfb04f67a2ba82c058997
org.testcontainers	elasticsearch	1.20.6		b6403be5d162af6ddc2dfb04f67a2ba82c058997
org.testcontainers	elasticsearch	1.21.0		46141d6c9e58e636732cde08d9c2d692ced837f3
org.zkoss	zkunit	1.0		8eadc9c8034eaca33c032b0aae616db7fa1ddda4
org.zkoss	zkunit	1.1		7fa6df015ca36077f7f7425a02a7302aa94c23d0
org.zkoss	zkunit	1.3		3fd321cb2e65b5aedeeca2e397a9978851274acd
org.zkoss	zkunit	1.4		7be0170e5f3191aae9fcec0f4ff6e211e9a1cb97
org.zkoss	zkunit	1.5		3fd25638a0632b74b7194cbfb9721b5d05c86dc9
org.zkoss	zkunit	1.6		48b7bd85c7d3f97eed306faa0780facf5910f564
org.zkoss	zkunit	1.7		18aa318d368e0ab94333f80ee9b3a5bbcdb46ac7
org.zkoss	zkunit	1.8		ade0f2fa97b691b0837e0814144571d83d3bb5e1
pl.chilldev.parent	parent	0.0.1		N/A
pl.chilldev.parent	parent	0.0.2		N/A
pl.chilldev.parent	parent	0.0.3		N/A
pl.chilldev.parent	parent	0.0.4		N/A
pl.chilldev.parent	parent	0.0.5		N/A
pl.chilldev.parent	parent	0.0.6		N/A
pl.chilldev.parent	parent	0.0.7		N/A
pl.chilldev.parent	parent	0.0.8		N/A
pl.chilldev.parent	parent	0.1.0		N/A
pl.chilldev.parent	parent	0.1.1		N/A
pl.chilldev.parent	parent	0.2.0		N/A
pl.chilldev.parent	parent	0.2.1		N/A
pl.chilldev.parent	parent	0.3.0		N/A
pl.chilldev.parent	parent	0.3.1		N/A
pl.chilldev.parent	parent	0.3.2		N/A
pl.chilldev.parent	parent	0.4.10		N/A
pl.chilldev.parent	parent	0.4.11		N/A
pl.chilldev.parent	parent	0.4.12		N/A
pl.chilldev.parent	parent	0.4.13		N/A
pl.chilldev.parent	parent	0.4.14		N/A
pl.chilldev.parent	parent	0.4.15		N/A
pl.chilldev.parent	parent	0.4.16		N/A
pl.chilldev.parent	parent	0.4.17		N/A
pl.chilldev.parent	parent	0.4.18		N/A
pl.chilldev.parent	parent	0.4.19		N/A
pl.chilldev.parent	parent	0.4.2		N/A
pl.chilldev.parent	parent	0.4.20		N/A
pl.chilldev.parent	parent	0.4.3		N/A
pl.chilldev.parent	parent	0.4.4		N/A
pl.chilldev.parent	parent	0.4.6		N/A
pl.chilldev.parent	parent	0.4.7		N/A
pl.chilldev.parent	parent	0.4.8		N/A
pl.chilldev.parent	parent	0.4.9		N/A
pl.chilldev.parent	parent	0.5.0		N/A
pl.chilldev.parent	parent	0.5.1		N/A
pl.chilldev.parent	parent	0.5.2		N/A
pl.chilldev.parent	parent	0.6.0		N/A
pl.chilldev.parent	parent	0.6.2		N/A
pl.chilldev.parent	parent	0.6.3		N/A
pl.chilldev.parent	parent	0.6.4		N/A
tech.mhuang.pacebox	pacebox-netty	1.0.0		b33d2d3dcadc744cf6efb7285ec5882dd27bd980
tech.mhuang.pacebox	pacebox-netty	1.0.1		cedd5ab68421db33b8b92feb874536f498b64a6a
tech.mhuang.pacebox	pacebox-netty	1.0.2		fa53c5c38353b6ff2e6dee4130f422b2cd6010e5
tech.uom.impl	uom-impl-enum	1.1		0447d86f059fd6ad0f98997e3f1d77c24bfa1121
tech.uom.impl	uom-impl-enum	2.0		388dd133c53010e6c3fb17b4fc1475f973ea184d
tech.uom.impl	uom-impl-enum	2.1		d12ba606ebd42976a5759bfbe27097ea62f9f741
