br.gov.frameworkdemoiselle.component	demoiselle-vaadin-parent	2.3.0		N/A
org.isisaddons.module.publishmq	isis-module-publishmq-dom	1.15.1.1		N/A
org.isisaddons.module.publishmq	isis-module-publishmq-dom	1.16.0		N/A
org.isisaddons.module.publishmq	isis-module-publishmq-dom	1.16.2		N/A
org.isisaddons.module.publishmq	isis-module-publishmq-dom	1.17.0		N/A
org.isisaddons.module.publishmq	isis-module-publishmq-dom	1.9.0		N/A
org.jboss.galleon	galleon-common-api	6.0.0.Beta1		a493fbee5337d72765869db7af1a3ea7cee0a745
org.jboss.galleon	galleon-common-api	6.0.0.Beta2		98731856b5a4e92c62bf9a59440035c3ad0ccd1b
org.jboss.galleon	galleon-common-api	6.0.0.Beta3		88aa986d835f73f3db5f5b0b532ffaab3c66fb91
org.jboss.galleon	galleon-common-api	6.0.0.Beta4		e64adc8217d17692febe35cd4ffcd6df9b176a5d
org.jboss.galleon	galleon-common-api	6.0.0.Beta5		6f47b43d9ea908899abb8c01f62df11e1157b038
org.jboss.galleon	galleon-common-api	6.0.0.Beta6		845a9db51c3e32d72fbbab94825cbd57c561cd1a
org.jboss.galleon	galleon-common-api	6.0.0.Final		3c5ae86aa06c4fcdaafe12ffc1e98c2a49039790
org.jboss.galleon	galleon-common-api	6.0.1.Final		fce244788f73dff60337b895f21b8137a9a9b079
org.jboss.galleon	galleon-common-api	6.0.2.Final		235bca5609b28cee323ccc5d07a3fcbfd2f14a90
org.jboss.galleon	galleon-common-api	6.0.3.Final		c79f40d42a8bb3dd1d85a0f56e95e4577f65d328
org.jboss.galleon	galleon-common-api	6.0.4.Final		55f25c5b8ea11ee4d3c35255d1339ed688dd2943
org.jboss.galleon	galleon-common-api	6.0.5.Final		0e17085f94c4507df1dfb1dfdddbfd1d13eb4cf5
org.jeasy	easy-rules	3.0.0		N/A
org.jeasy	easy-rules	3.1.0		N/A
org.jeasy	easy-rules	3.2.0		N/A
org.jeasy	easy-rules	3.3.0		N/A
org.jeasy	easy-rules	3.4.0		N/A
org.jeasy	easy-rules	4.0.0		N/A
org.jeasy	easy-rules	4.1.0		N/A
org.kie	kie-eap-distributions-brms-webapp	6.1.0.Beta1		7e279c4b63b6e56a307589a74a50bed8d8e5a342
org.kie	kie-eap-distributions-brms-webapp	6.1.0.Beta2		55047e1859384ca6f118eec8c6d8b6f95d500d5a
org.kie	kie-eap-distributions-brms-webapp	6.1.0.Beta3		5f48ea0f14720f177cc6708b9c79d8dab9ed26c4
org.kie	kie-eap-distributions-brms-webapp	6.1.0.Beta4		f5ca8cc8e5be3930c742686f683a432649881797
org.kie	kie-eap-distributions-brms-webapp	6.1.0.CR1		a77b29cdab9156bcb40ae39c32d82975222e6d94
org.kie	kie-eap-distributions-brms-webapp	6.1.0.CR2		53fb63d55dd7864f4d55d5c3fb13072dd446d5a6
org.kie	kie-eap-distributions-brms-webapp	6.1.0.Final		c41b5e01e98284387e520cb08dde7b0afe9bc91e
org.kie	kie-eap-distributions-brms-webapp	6.2.0.Beta1		N/A
org.kie	kie-eap-distributions-brms-webapp	6.2.0.Beta2		N/A
org.kie	kie-eap-distributions-brms-webapp	6.2.0.Beta3		N/A
org.kie	kie-eap-distributions-brms-webapp	6.2.0.CR1		N/A
org.kie	kie-eap-distributions-brms-webapp	6.2.0.CR2		N/A
org.kie	kie-eap-distributions-brms-webapp	6.2.0.CR3		N/A
org.kie	kie-eap-distributions-brms-webapp	6.2.0.CR4		N/A
org.kodein.memory	kodein-memory-iosarm32	0.10.0		N/A
org.kodein.memory	kodein-memory-iosarm32	0.10.1		N/A
org.kodein.memory	kodein-memory-iosarm32	0.10.2		N/A
org.kodein.memory	kodein-memory-iosarm32	0.11.0		N/A
org.kodein.memory	kodein-memory-iosarm32	0.3.0		N/A
org.kodein.memory	kodein-memory-iosarm32	0.4.0		N/A
org.kodein.memory	kodein-memory-iosarm32	0.4.1		N/A
org.kodein.memory	kodein-memory-iosarm32	0.5.0		N/A
org.kodein.memory	kodein-memory-iosarm32	0.6.0		N/A
org.kodein.memory	kodein-memory-iosarm32	0.7.0		N/A
org.kodein.memory	kodein-memory-iosarm32	0.8.0		N/A
org.kodein.memory	kodein-memory-iosarm32	0.8.1		N/A
org.kodein.memory	kodein-memory-iosarm32	0.9.0		N/A
org.locationtech.geotrellis	geotrellis-vector_2.13	3.6.1		9a6967a8026b8c88ffe4727f7b544c4a83750253
org.locationtech.geotrellis	geotrellis-vector_2.13	3.6.2		1425b03e0b6f9d1d20d05a9f7cc810b03b2b43e6
org.locationtech.geotrellis	geotrellis-vector_2.13	3.6.3		7cf698ad8cafb2175f0886ee235411eee41d52f4
org.locationtech.geotrellis	geotrellis-vector_2.13	3.7.0		22d440fe2966614caa9d38a8fb5763dcad09bd9e
org.locationtech.geotrellis	geotrellis-vector_2.13	3.7.1		0078ca2d1c6595c27f1038ba32d137615eb850de
org.locationtech.geotrellis	geotrellis-vector_2.13	3.8.0		46a947b17e4904199e7389d51d96bbac66ba22c8
org.opendaylight.openflowplugin	features-openflowplugin-extension	0.1.0-Lithium		186f5d6ae3d7957132b0a1ea24406115b91b93b3
org.opendaylight.openflowplugin	features-openflowplugin-extension	0.1.1-Lithium-SR1		40c1c8c23dbca5c8c40e372474aa846425c1bd56
org.opendaylight.openflowplugin	features-openflowplugin-extension	0.1.2-Lithium-SR2		1a481b44a2b960d2bc7b05690976d5d3fe5f3f7c
org.opendaylight.openflowplugin	features-openflowplugin-extension	0.1.3-Lithium-SR3		563f89889292939dd2db26aff2694a5674b0c23f
org.opendaylight.openflowplugin	features-openflowplugin-extension	0.1.4-Lithium-SR4		0aead2947e5d9b50515651ae36738023705c4bb5
org.opendaylight.openflowplugin	features-openflowplugin-extension	0.10.0		N/A
org.opendaylight.openflowplugin	features-openflowplugin-extension	0.10.1		N/A
org.opendaylight.openflowplugin	features-openflowplugin-extension	0.10.2		N/A
org.opendaylight.openflowplugin	features-openflowplugin-extension	0.10.3		N/A
org.opendaylight.openflowplugin	features-openflowplugin-extension	0.11.0		N/A
org.opendaylight.openflowplugin	features-openflowplugin-extension	0.11.1		N/A
org.opendaylight.openflowplugin	features-openflowplugin-extension	0.11.2		N/A
org.opendaylight.openflowplugin	features-openflowplugin-extension	0.11.3		N/A
org.opendaylight.openflowplugin	features-openflowplugin-extension	0.11.4		N/A
org.opendaylight.openflowplugin	features-openflowplugin-extension	0.12.0		N/A
org.opendaylight.openflowplugin	features-openflowplugin-extension	0.12.1		N/A
org.opendaylight.openflowplugin	features-openflowplugin-extension	0.12.2		N/A
org.opendaylight.openflowplugin	features-openflowplugin-extension	0.12.3		N/A
org.opendaylight.openflowplugin	features-openflowplugin-extension	0.12.4		N/A
org.opendaylight.openflowplugin	features-openflowplugin-extension	0.13.1		N/A
org.opendaylight.openflowplugin	features-openflowplugin-extension	0.13.2		N/A
org.opendaylight.openflowplugin	features-openflowplugin-extension	0.13.3		N/A
org.opendaylight.openflowplugin	features-openflowplugin-extension	0.14.0		N/A
org.opendaylight.openflowplugin	features-openflowplugin-extension	0.14.1		N/A
org.opendaylight.openflowplugin	features-openflowplugin-extension	0.14.2		N/A
org.opendaylight.openflowplugin	features-openflowplugin-extension	0.14.3		N/A
org.opendaylight.openflowplugin	features-openflowplugin-extension	0.15.0		N/A
org.opendaylight.openflowplugin	features-openflowplugin-extension	0.15.1		N/A
org.opendaylight.openflowplugin	features-openflowplugin-extension	0.15.2		N/A
org.opendaylight.openflowplugin	features-openflowplugin-extension	0.15.3		N/A
org.opendaylight.openflowplugin	features-openflowplugin-extension	0.16.0		N/A
org.opendaylight.openflowplugin	features-openflowplugin-extension	0.16.1		N/A
org.opendaylight.openflowplugin	features-openflowplugin-extension	0.16.2		N/A
org.opendaylight.openflowplugin	features-openflowplugin-extension	0.16.3		N/A
org.opendaylight.openflowplugin	features-openflowplugin-extension	0.17.0		N/A
org.opendaylight.openflowplugin	features-openflowplugin-extension	0.17.1		N/A
org.opendaylight.openflowplugin	features-openflowplugin-extension	0.17.2		N/A
org.opendaylight.openflowplugin	features-openflowplugin-extension	0.17.3		N/A
org.opendaylight.openflowplugin	features-openflowplugin-extension	0.18.0		N/A
org.opendaylight.openflowplugin	features-openflowplugin-extension	0.18.1		N/A
org.opendaylight.openflowplugin	features-openflowplugin-extension	0.18.2		N/A
org.opendaylight.openflowplugin	features-openflowplugin-extension	0.18.3		N/A
org.opendaylight.openflowplugin	features-openflowplugin-extension	0.19.0		N/A
org.opendaylight.openflowplugin	features-openflowplugin-extension	0.19.1		N/A
org.opendaylight.openflowplugin	features-openflowplugin-extension	0.19.2		N/A
org.opendaylight.openflowplugin	features-openflowplugin-extension	0.2.0-Beryllium		3a81e0f3987fff39eb5dffa3f5c247feb30a147d
org.opendaylight.openflowplugin	features-openflowplugin-extension	0.2.1-Beryllium-SR1		8e3f1493cf940a60f72683a8a806a18565098cff
org.opendaylight.openflowplugin	features-openflowplugin-extension	0.2.2-Beryllium-SR2		94a7e8eac0961e2a0ba8af501575ea9a59e3da38
org.opendaylight.openflowplugin	features-openflowplugin-extension	0.2.3-Beryllium-SR3		521b50cdb17faffe790f5c00d6b35bd616664326
org.opendaylight.openflowplugin	features-openflowplugin-extension	0.2.4-Beryllium-SR4		9087f20cd0866f95fc3ec2dcef5fc7d8216dc930
org.opendaylight.openflowplugin	features-openflowplugin-extension	0.3.0-Boron		da153d6df22a0382ce9f04c2ea8e9fe8da964cff
org.opendaylight.openflowplugin	features-openflowplugin-extension	0.3.1-Boron-SR1		35776a4b867a11d5d97bca846fa41a1f8dd6231c
org.opendaylight.openflowplugin	features-openflowplugin-extension	0.3.2-Boron-SR2		8b3a4e60979ecf1523f8c63fcc9f16025c42eddb
org.opendaylight.openflowplugin	features-openflowplugin-extension	0.3.3-Boron-SR3		96f8cbba1442e3f23e3efc3b6bc4827908d91eaa
org.opendaylight.openflowplugin	features-openflowplugin-extension	0.3.4-Boron-SR4		6bca822b3cbf310053a3d2704a4c44589cce5b8a
org.opendaylight.openflowplugin	features-openflowplugin-extension	0.4.0-Carbon		f82fd7d182dcbb78c6e87a4c86d8f698c5fa447b
org.opendaylight.openflowplugin	features-openflowplugin-extension	0.4.1-Carbon		1a41202c9bb2dccce123e43595916c3b1d1afbd8
org.opendaylight.openflowplugin	features-openflowplugin-extension	0.4.2-Carbon		7d6afa8cc0e19ddaa4ecec344f63eff2dffde7cf
org.opendaylight.openflowplugin	features-openflowplugin-extension	0.4.3-Carbon		6ec31726dcd5da92ca180290750a348791555174
org.opendaylight.openflowplugin	features-openflowplugin-extension	0.4.4-Carbon		0882fa0c509475e0cb0bb79c1e95fa859379972f
org.opendaylight.openflowplugin	features-openflowplugin-extension	0.5.0		N/A
org.opendaylight.openflowplugin	features-openflowplugin-extension	0.5.1		N/A
org.opendaylight.openflowplugin	features-openflowplugin-extension	0.5.2		N/A
org.opendaylight.openflowplugin	features-openflowplugin-extension	0.5.3		N/A
org.opendaylight.openflowplugin	features-openflowplugin-extension	0.6.0		N/A
org.opendaylight.openflowplugin	features-openflowplugin-extension	0.6.1		N/A
org.opendaylight.openflowplugin	features-openflowplugin-extension	0.6.2		N/A
org.opendaylight.openflowplugin	features-openflowplugin-extension	0.6.3		N/A
org.opendaylight.openflowplugin	features-openflowplugin-extension	0.6.4		N/A
org.opendaylight.openflowplugin	features-openflowplugin-extension	0.7.0		N/A
org.opendaylight.openflowplugin	features-openflowplugin-extension	0.7.1		N/A
org.opendaylight.openflowplugin	features-openflowplugin-extension	0.7.2		N/A
org.opendaylight.openflowplugin	features-openflowplugin-extension	0.7.3		N/A
org.opendaylight.openflowplugin	features-openflowplugin-extension	0.8.0		N/A
org.opendaylight.openflowplugin	features-openflowplugin-extension	0.8.1		N/A
org.opendaylight.openflowplugin	features-openflowplugin-extension	0.8.2		N/A
org.opendaylight.openflowplugin	features-openflowplugin-extension	0.8.3		N/A
org.opendaylight.openflowplugin	features-openflowplugin-extension	0.9.0		N/A
org.opendaylight.openflowplugin	features-openflowplugin-extension	0.9.1		N/A
org.opendaylight.openflowplugin	features-openflowplugin-extension	0.9.2		N/A
org.opendaylight.openflowplugin	features-openflowplugin-extension	0.9.3		N/A
org.opendaylight.openflowplugin	features-openflowplugin-extension	0.9.4		N/A
org.openfuxml	ofx-bom	1.3.10		N/A
org.openfuxml	ofx-bom	1.3.11		N/A
org.openfuxml	ofx-bom	1.3.2		N/A
org.openfuxml	ofx-bom	1.3.3		N/A
org.openfuxml	ofx-bom	1.3.4		N/A
org.openfuxml	ofx-bom	1.3.5		N/A
org.quickperf	quick-perf-jvm-parent	1.0.0		N/A
org.quickperf	quick-perf-jvm-parent	1.0.0-RC6		N/A
org.quickperf	quick-perf-jvm-parent	1.0.0-RC7		N/A
org.quickperf	quick-perf-jvm-parent	1.0.1		N/A
org.quickperf	quick-perf-jvm-parent	1.1.0		N/A
org.rapidoid	rapidoid-test-commons	0.9.0		f2b54b4299a59503130d0304cb1ff1435f765eb5
org.rapidoid	rapidoid-test-commons	1.0.1		5a2f473749a10dd52610ccaa0f7f25e22d5e0ef0
org.rapidoid	rapidoid-test-commons	2.0.0		3a9b0bcbb011fdfd09d202ac329309c25ca3d342
org.rapidoid	rapidoid-test-commons	2.0.1		127dcea056a073d17d770dfdabdaaf01a284df7e
org.rapidoid	rapidoid-test-commons	2.0.2		16f66f59bcbc67474f926a38deee118d089ed60c
org.rapidoid	rapidoid-test-commons	2.0.3		db72f73e9aa7e10e1b1fb6c5979adc5d18d95e44
org.rapidoid	rapidoid-test-commons	2.1.0		69fd1833410b7e961b7895c2f9a13aa070c7e573
org.rapidoid	rapidoid-test-commons	2.1.1		e794d42cbcd249fb2fdef14b8b5129b233e54525
org.rapidoid	rapidoid-test-commons	2.2.0		f83e481cf7a8fcbc301bec9ea7cb68de35c58fe2
org.rapidoid	rapidoid-test-commons	2.3.0		4a329be7e5b9ae0270fa0538ebb92b62538eab51
org.rapidoid	rapidoid-test-commons	2.4.0		c3b5e4294d8b9c9a4eb1f9e5c5bb51c142e75ab1
org.rapidoid	rapidoid-test-commons	3.0.0		b968e243be18ed67b2d17d412206639854793cce
org.rapidoid	rapidoid-test-commons	4.0.0		e4fc2da63195c31a731d797831b799f89a060245
org.rapidoid	rapidoid-test-commons	4.0.1		5bda815c693df612b26aa479bdaf5d26c7c25d69
org.rapidoid	rapidoid-test-commons	4.0.2		17df50bcda38a2f25ad33c1b519808f1acecf537
org.rapidoid	rapidoid-test-commons	4.0.3		6bb0c4f09f0bee7c1cf53e7e2d6df3c6320440be
org.rapidoid	rapidoid-test-commons	4.1.0		70726b1cb3fe130a333d8d18ba4a3ad5716479d3
org.rapidoid	rapidoid-test-commons	4.2.0		f4a8228c8482fdf4eb01347bc5caebe4ebaea3ee
org.rapidoid	rapidoid-test-commons	4.3.0		c56dcbd7cc7d657d2effa8faa56aa86b94cc50f1
org.rapidoid	rapidoid-test-commons	4.4.0		ac31e1e7826d366924caecf2631f34a2818d8fad
org.rapidoid	rapidoid-test-commons	5.0.0		2016d13efe5878f3d372703938a4f8e64b20a2f0
org.rapidoid	rapidoid-test-commons	5.0.1		0b91e3bbd9d27e1597b986d792293fab83a769f1
org.rapidoid	rapidoid-test-commons	5.0.10		a6252563c62d2a9f4a554f03259a89658811c614
org.rapidoid	rapidoid-test-commons	5.0.11		d370d5cde56f2b829f627a3b8c4fbdb98800133a
org.rapidoid	rapidoid-test-commons	5.0.12		d4adeee7f9076a05d2ea32de5ec306c1b943ae4c
org.rapidoid	rapidoid-test-commons	5.0.2		4340e5f9066482b1e5b5f10f9d0f769f8fd7afe3
org.rapidoid	rapidoid-test-commons	5.0.3		ef14c83098dd21e40b8f5d8bbc77d777976bc0db
org.rapidoid	rapidoid-test-commons	5.0.4		c8928a2ceb76ff1d146cdc28ae5458a82bacddd7
org.rapidoid	rapidoid-test-commons	5.0.5		6e1660aa7a3e1fbc1f51b2e0c2b7c43a51d63470
org.rapidoid	rapidoid-test-commons	5.0.6		9a15b173158732e379a6b9df7437d4baafe796f9
org.rapidoid	rapidoid-test-commons	5.0.7		f62de834bf56aa2f7d912954238739b44ef606e7
org.rapidoid	rapidoid-test-commons	5.0.8		da0681fac7b70993cde2782c6564a359feaf7627
org.rapidoid	rapidoid-test-commons	5.0.9		637b4adcff85af964e0bedd3d0fd727427aff609
org.rapidoid	rapidoid-test-commons	5.1.0		dda186c01637f3784f813dd0deec0b6fcfa735e9
org.rapidoid	rapidoid-test-commons	5.1.1		67681250010ba0e8893865b846116afef837d527
org.rapidoid	rapidoid-test-commons	5.1.2		9b56bffd54e30f6df0c82c60d3248f5d16915ffa
org.rapidoid	rapidoid-test-commons	5.1.3		6af1272842c44518422bcfd0241978545cc01099
org.rapidoid	rapidoid-test-commons	5.1.4		a3d10636a9840ff5989b092196d0cc4183f8569e
org.rapidoid	rapidoid-test-commons	5.1.5		e2ed53f5f9c169ffd2d8c1544b7be6004e8a3b02
org.rapidoid	rapidoid-test-commons	5.1.6		c6df85616258bbce2cab6cc8a9668f4fb1d3a2c5
org.rapidoid	rapidoid-test-commons	5.1.7		9a3beb5b7d10f62099d2c692d7146e48b66024ed
org.rapidoid	rapidoid-test-commons	5.1.8		76f23b19260dae01981e64f41c07900f4993b4da
org.rapidoid	rapidoid-test-commons	5.1.9		93712591d4cd399f36838a1c0571a039cee041fc
org.rapidoid	rapidoid-test-commons	5.2.0		69d2f236bf8cf22fa3e6c01ea942d5d08c0be5bc
org.rapidoid	rapidoid-test-commons	5.2.1		4cb6338e7ec86402f813931b64e17f69e4a89dda
org.rapidoid	rapidoid-test-commons	5.2.2		8ce1d8407892341a9e160c5b98e0591b3a4966b0
org.rapidoid	rapidoid-test-commons	5.2.3		4805b0b964f0edfaa9c43649f1f60ea72521c277
org.rapidoid	rapidoid-test-commons	5.2.4		a6dd4d1a74444dfb92568dfa715dd171ff23edd5
org.rapidoid	rapidoid-test-commons	5.2.5		c0712340dba2cc84341299dfec4ded29394505dd
org.rapidoid	rapidoid-test-commons	5.2.6		7590465d293ef05497fc0beee028ff34574b4324
org.rapidoid	rapidoid-test-commons	5.2.7		3d5350ded85ce9221f124d84a1e88548b986a4f0
org.rapidoid	rapidoid-test-commons	5.2.8		d52ebdba42e78105abe6ce6f75f6f492d072fa4b
org.rapidoid	rapidoid-test-commons	5.2.9		a952d1b4f8e13bbe9485f7e4a4a412a6b7cc600a
org.rapidoid	rapidoid-test-commons	5.3.0		054c89da1715e354425e62e4af0c8847d9c065a0
org.rapidoid	rapidoid-test-commons	5.3.1		739de5b8bbb3a21a25961b587615317cf43492f6
org.rapidoid	rapidoid-test-commons	5.3.2		38b1aa7db0c5cde12c4354a35a553b39221472a8
org.rapidoid	rapidoid-test-commons	5.3.3		9fc7027701a93fde828ff0636126d45e61f2e473
org.rapidoid	rapidoid-test-commons	5.3.4		6d83477bb8477922f03272e6e1226bdb3e48cd76
org.rapidoid	rapidoid-test-commons	5.3.5		5401aa61626be6c5abd9fcd5ab648f267eb79d0b
org.rapidoid	rapidoid-test-commons	5.4.0		ec0ca1d64ff482e924f15d49a8c4aeebad027c7f
org.rapidoid	rapidoid-test-commons	5.4.1		8e99eae3c0a697f0c0265e9f9cbf0c718a3b431d
org.rapidoid	rapidoid-test-commons	5.4.2		cc7c9d4496310451b2cba12832581be64a51947c
org.rapidoid	rapidoid-test-commons	5.4.3		5b44ed1b57e771b9da70a1a89d9b9cb8b476413c
org.rapidoid	rapidoid-test-commons	5.4.4		673b2545bf03311e471ff650b5321b1b217452f2
org.rapidoid	rapidoid-test-commons	5.4.5		2e8e7ad623c8956dc54ee4fb04c226338b007810
org.rapidoid	rapidoid-test-commons	5.4.6		9e509275d0d0a53c099300cf7795f6269b6f04b0
org.rapidoid	rapidoid-test-commons	5.5.0		de782ec9601277b65c53304600dc0d59f594e8ae
org.rapidoid	rapidoid-test-commons	5.5.1		12aa266e86a511e4e2e6044956feadf024b2b8cf
org.rapidoid	rapidoid-test-commons	5.5.2		ef18934e9d2feeea8bb1a4ff6afd1ccd5764bd9e
org.rapidoid	rapidoid-test-commons	5.5.3		a818c7155e83a820600c9f373c28d8b2b942e240
org.rapidoid	rapidoid-test-commons	5.5.4		b0b80c54c1267af7dd1a50ae59217ce55577bfac
org.rapidoid	rapidoid-test-commons	5.5.5		93d0da7be77cd81514815917c2ed9a3937e9ee9f
org.redisson	redisson-spring-data-33	3.31.0		e16b169dcce55b6be9ce4f4018c5ed8c35a2d2f8
org.redisson	redisson-spring-data-33	3.32.0		9b262e9af52765626ccfc89e7057f2e7e83f474e
org.redisson	redisson-spring-data-33	3.33.0		36320df9d57febb092aede78e409d61fb78e6d60
org.redisson	redisson-spring-data-33	3.34.0		14010e0cddc6323dbae059f08056740662847396
org.redisson	redisson-spring-data-33	3.34.1		753fd6a60bede38eee774ce2acafc88ec5083dff
org.redisson	redisson-spring-data-33	3.35.0		c437a34e4c56322f58cbe2d73ca0e2fc58ee49da
org.redisson	redisson-spring-data-33	3.36.0		f0fd7a80b150ab015386c746c82805ea570d06ed
org.redisson	redisson-spring-data-33	3.37.0		78de6281ee040fc562917600c603207b6daae7f5
org.redisson	redisson-spring-data-33	3.38.0		f50b5a490b5ffd85c3a7a6de81f79320b7d9b800
org.redisson	redisson-spring-data-33	3.38.1		6c8abd2431bc20f5c6aea6da1da78b3ffd1bd6ce
org.redisson	redisson-spring-data-33	3.39.0		9983146317d3d754524d53e79c9cc48ce53943db
org.redisson	redisson-spring-data-33	3.40.0		6bc64b29fe931aea5466c33d2fa3a4b576249d73
org.redisson	redisson-spring-data-33	3.40.1		d2f1623edab7f34f4cfa96a52fe9b6d434259b46
org.redisson	redisson-spring-data-33	3.40.2		c70f55add877e1f2161d263e33a9e9a4466344ad
org.redisson	redisson-spring-data-33	3.41.0		1bc5ef5c428418b004e7a7922edb78b055cc0b7b
org.redisson	redisson-spring-data-33	3.42.0		2ff840590f902cd4728e086690167f71c96071bd
org.redisson	redisson-spring-data-33	3.43.0		b6a67a9da895f7e1a30a9b55ad7e1e28569d62b4
org.redisson	redisson-spring-data-33	3.44.0		5a44b8342daee42477dc8f23bafbe8fc9f5ff30e
org.redisson	redisson-spring-data-33	3.45.0		6bbe177042e1e7495a6274f08aa05e8e6488774b
org.redisson	redisson-spring-data-33	3.45.1		431c1f4e150a94bba2ea8cc08f31017647a67efb
org.redisson	redisson-spring-data-33	3.46.0		6656f407d10c39326ebf95aea62f17fe1e4fec57
org.scalactic	scalactic_2.12.0-M4	2.2.6		4c263b6f17be4467acbc8fc12efed50a781bc385
org.scalactic	scalactic_2.12.0-M4	3.0.0-M16-SNAP3		bba087beb531fd7abb36abe5a867870a6929959d
org.scalactic	scalactic_2.12.0-M4	3.0.0-M16-SNAP4		c1e29ddf9a36676c0a312ca680aedad1e610ca54
org.scalactic	scalactic_2.12.0-M4	3.0.0-RC2		1fc8d6fabcdd86976bb69e3ddb79effeb731db98
org.scalactic	scalactic_2.12.0-M4	3.0.0-RC3		c50c2337568ebb73a2710f5137dd92a9799503c1
org.scalatestplus	junit-4-13_2.10	3.1.4.0		ef1e6191a71a222de73c951066a5284dad955403
org.scalatestplus	junit-4-13_2.10	3.2.10.0		ad89b48aec21705b14dcb0e86ed1631bbac8e900
org.scalatestplus	junit-4-13_2.10	3.2.11.0		d710ee8ec6c25257eaa3f5cdaab33958bcf2ae0f
org.scalatestplus	junit-4-13_2.10	3.2.12.0		259e21be3a978b49f214ad1a024ff86704fa32d0
org.scalatestplus	junit-4-13_2.10	3.2.12.0-RC1		d1854e5d5541200fdf92367f7b4c39db2cbcaa02
org.scalatestplus	junit-4-13_2.10	3.2.12.0-RC2		50c4bbecb33ee89d4c9d2f7b1659589a6a7c0869
org.scalatestplus	junit-4-13_2.10	3.2.13.0		b507ec27f33e4ed9a7d8131754945b794ba53997
org.scalatestplus	junit-4-13_2.10	3.2.14.0		720e519f30ea21600048a7226abb067549687ca7
org.scalatestplus	junit-4-13_2.10	3.2.15.0		7f48bbd88c5774f415afd9200292d67a42c4e152
org.scalatestplus	junit-4-13_2.10	3.2.16.0		aad234af979a285a2a999ede4ed1ae61b40bc8de
org.scalatestplus	junit-4-13_2.10	3.2.17.0		07fd36c13771b2549556e03aa1b63ea6768ffc23
org.scalatestplus	junit-4-13_2.10	3.2.2.0		aa49e23f19cabadba69d846b8ec0b1904b3a3107
org.scalatestplus	junit-4-13_2.10	3.2.3.0		c23e4acda5df932fd693066e5186b12efd92a79f
org.scalatestplus	junit-4-13_2.10	3.2.4.0		eb770a97d4f357cc4d08a3e11806b4a4659829c7
org.scalatestplus	junit-4-13_2.10	3.2.4.0-M1		029c7d1c968eb4bca553f06bc5f3e935a958c5a2
org.scalatestplus	junit-4-13_2.10	3.2.5.0		c587570b63baac9b58fd2fa194f3091f756f4c78
org.scalatestplus	junit-4-13_2.10	3.2.6.0		29b8ca044d35e5cc41edb696244ea9ef3b75288e
org.scalatestplus	junit-4-13_2.10	3.2.7.0		957dcfcd35ae24cf8415d6559225992bcf48f0eb
org.scalatestplus	junit-4-13_2.10	3.2.8.0		c95fab2bff10bed2c5a8004ac966307be3e4fb6d
org.scalatestplus	junit-4-13_2.10	3.2.9.0		f5e5b61d8cacbbfdbaf30d281c07d70ed8e9f62d
org.scalatestplus	junit-4-13_2.10	3.3.0.0-SNAP3		e1b98123e5f4e5752a71724302bfdd0f71c0ee4b
org.seedstack.seed	seed-web-support	2.0.0		N/A
org.seedstack.seed	seed-web-support	2.0.0-M2		N/A
org.seedstack.seed	seed-web-support	2.0.0-M3		N/A
org.typelevel	cats-free_3	2.10.0		2225cf3170646cf632806405cfe262a37816e929
org.typelevel	cats-free_3	2.11.0		9873b232481d6d34bccc31ef43bfd38eec27de08
org.typelevel	cats-free_3	2.12.0		74f666ea22b47e7773705e9080a3fee7992e860e
org.typelevel	cats-free_3	2.13.0		c662791848c092677c572046a0c8048f7c1e554f
org.typelevel	cats-free_3	2.6.1		823327dfca7ebde5e5424c2b788736c14aa06f24
org.typelevel	cats-free_3	2.7.0		4af5fd2637553f109b5cd206c8f01fa13e44308e
org.typelevel	cats-free_3	2.8.0		fd12684970d0f85d8868054552bd404bfeae5d0d
org.typelevel	cats-free_3	2.9.0		e21ad368ea12fa4e0b2754cd690f10f7a8c6e72e
org.webjars.bower	github-com-quarterto-Elessar	v1.8.5		f4d425dde2eec4d787522fb384a3c7b5ae6b0322
org.webjars.npm	github-com-compodoc-compodoc	0.0.40		23610c0f062661ed8924655cde29ddda05e6c7a2
org.webjars.npm	github-com-compodoc-compodoc	0.0.41		8b84ac3be2a2ce2f2612df81d1cfb6fccc183524
org.webjars.npm	react-addons-pure-render-mixin	0.14.3		0400d6b9988a2bd8501743ffe45cfb69feafc231
org.webjars.npm	react-addons-pure-render-mixin	0.14.7		60778f59f50ee165498272bb4a19ca3df6ab1fee
org.webjars.npm	react-addons-pure-render-mixin	15.0.0		839d51dc86c4dc09fbf55d9a243793d8cb14ea99
org.webjars.npm	react-addons-pure-render-mixin	15.5.2		a9c1d7a5631499dbd87d6e0b883e19fe63d2bc6c
org.webjars.npm	react-addons-pure-render-mixin	16.0.0-alpha.3		a8bbb66f8ee90fb31d322720163001bbc637c378
org.wso2.carbon.mediation	org.wso2.carbon.mediator.kerberos.feature	4.6.100		N/A
org.wso2.carbon.mediation	org.wso2.carbon.mediator.kerberos.feature	4.6.101		N/A
org.wso2.carbon.mediation	org.wso2.carbon.mediator.kerberos.feature	4.6.102		N/A
org.wso2.carbon.mediation	org.wso2.carbon.mediator.kerberos.feature	4.6.103		N/A
org.wso2.carbon.mediation	org.wso2.carbon.mediator.kerberos.feature	4.6.104		N/A
