africa.shuwari	version-zio-prelude_sjs1_3	0.5.0		c08cb3092be6d3c41ffc4a9f2581e65914147137
eu.majortanya	kotlin-natural-sort	1.0-alpha03		d593d5ceed14c34941a6bd3fab12ca3d8e2d5822
fr.davit	akka-http-scalapb-json4s_2.12	0.1.0		fe91e2175cecb7e0db5fc3d21a990d36bc287561
fr.davit	akka-http-scalapb-json4s_2.12	0.2.0		d64ad4fca7729702de775de0d3df87a6c222f336
fr.davit	akka-http-scalapb-json4s_2.12	0.2.1		4c14c1a64d832a3188a7a01df6ba970558bb8f99
fr.davit	akka-http-scalapb-json4s_2.12	0.2.2		6c2149a2cab8a3c3a77312bf44f6df106202edc6
fr.davit	akka-http-scalapb-json4s_2.12	0.2.3		5165a81cccb2afb8933e6381e2fcc79fa4b6fe3f
fr.davit	akka-http-scalapb-json4s_2.12	0.2.4		7357d9296bd097652c1ec7f47832b99d17946d20
fr.davit	akka-http-scalapb-json4s_2.12	0.2.5		b705fb9bc76ed3588169ae0316f7f9da5fb68392
ink.redamancy.basic	redamancy-annotation	1.0.0		68397a91fc399174df0f8d02eccfe15ab5f3d209
io.7mind.izumi	distage-core_2.12	0.10.0		34cd632dbdea44f216271ec6e622e4f2affce6e8
io.7mind.izumi	distage-core_2.12	0.10.0-M1		64b1fb06b1023236a14571300b8fae8d4217cb3b
io.7mind.izumi	distage-core_2.12	0.10.0-M10		388c819da6dc2d167b63e1afb5b8e927381f8638
io.7mind.izumi	distage-core_2.12	0.10.0-M10-ZIORC16		5205da95d810523c61f74ff00b035357e48bce2d
io.7mind.izumi	distage-core_2.12	0.10.0-M11		528011a09d321f0e92b5fb4b0dcd94c23738a6cd
io.7mind.izumi	distage-core_2.12	0.10.0-M11-ZIORC16		ba05673e2f48188538c99c7a4b5d11ae7d8d8e1a
io.7mind.izumi	distage-core_2.12	0.10.0-M12		fcb83e6b67d99d62cce574e9b26a722d7a4c0e97
io.7mind.izumi	distage-core_2.12	0.10.0-M12-ZIORC16		9d130d7b361065ef9081bd392eed064d7b690a2b
io.7mind.izumi	distage-core_2.12	0.10.0-M13		9778a0e779c9b51aab1c6e7540bc30ed55bfcf10
io.7mind.izumi	distage-core_2.12	0.10.0-M13-ZIORC16		3f5ad7efa29119e3f6d49f29abbb644e754a7175
io.7mind.izumi	distage-core_2.12	0.10.0-M2		3ed3cd0ade85ab962ba439251829b97506fc31ff
io.7mind.izumi	distage-core_2.12	0.10.0-M3		4e63a1efd2100fb2a330c82392d0fef9663ea6c5
io.7mind.izumi	distage-core_2.12	0.10.0-M4		74118b2b2285524111bdbd1e6f7481107ee2d61e
io.7mind.izumi	distage-core_2.12	0.10.0-M5		4c9b84e7f510ab232abdb08ee4e45f4ed5fa65da
io.7mind.izumi	distage-core_2.12	0.10.0-M6		1a058cf2e58edcb25bb65b951a1288918d0bc601
io.7mind.izumi	distage-core_2.12	0.10.0-M7		bf879c2b243ceed9db42daf59b4c2bc855745cae
io.7mind.izumi	distage-core_2.12	0.10.0-M8		12c7ad1a1a12d5a0c926c852a1d66771c24f981f
io.7mind.izumi	distage-core_2.12	0.10.0-M8-ZIORC16		09426be5e1a058833ee0419ae0fe7d0604573367
io.7mind.izumi	distage-core_2.12	0.10.0-M9		ead638e6a57118b0fc50c45f3f2afe376f14143f
io.7mind.izumi	distage-core_2.12	0.10.0-M9-ZIORC16		566a4df0b1d7879b46cb458cfef0e9efc4c493a1
io.7mind.izumi	distage-core_2.12	0.10.0-ZIORC16		dc41d5020ab1d43648fee19a6bef219c37a58ff6
io.7mind.izumi	distage-core_2.12	0.10.1		aad9e7eadad3efcb05ca011b60cd0959095f8ef9
io.7mind.izumi	distage-core_2.12	0.10.1-ZIORC16		51a01f7307accb9053c5ca03faefccb83c6b3777
io.7mind.izumi	distage-core_2.12	0.10.10		e4326e4824358222a98597bfa1b1fcfac1202b3f
io.7mind.izumi	distage-core_2.12	0.10.11		632dd9bffdfc8d3094585ab7705193ad07981ba2
io.7mind.izumi	distage-core_2.12	0.10.12		596895363603a39e0fb64c37975f53afc89af466
io.7mind.izumi	distage-core_2.12	0.10.13		fa450fb3d1a7093357cf182d0e5e01aac5bc227d
io.7mind.izumi	distage-core_2.12	0.10.14		1a86ffa940beaf0b3e821d35721c975d280cebcf
io.7mind.izumi	distage-core_2.12	0.10.15		f09ebd60267d455771355ba8e341e42f1e7ca682
io.7mind.izumi	distage-core_2.12	0.10.16		74678c9df7e02280b9c3911c0550827227399e2f
io.7mind.izumi	distage-core_2.12	0.10.17		c8feec0b3fbcf48a441f10acc4f78d35b40defe5
io.7mind.izumi	distage-core_2.12	0.10.18		15e207f7345bef7a3eb50e1f91e4a0461472f390
io.7mind.izumi	distage-core_2.12	0.10.19		98acfafb230ab5585f2f724012ff338b32d0c054
io.7mind.izumi	distage-core_2.12	0.10.2		d4d2ea81c2b463e6dc711f3132aefcb73315cf4c
io.7mind.izumi	distage-core_2.12	0.10.2-M0		ea63b983d80a072d56e721550b0795eae98cd5f9
io.7mind.izumi	distage-core_2.12	0.10.2-M1		83f6fe6cae0fa6a2b10e72ca750818486930c4b7
io.7mind.izumi	distage-core_2.12	0.10.2-M2		55aac2c9940f6ccf22d2c29217cd7ca9be2975d9
io.7mind.izumi	distage-core_2.12	0.10.2-M3		ab507a8dcfd2e5e4834816faae092f0e1959a73a
io.7mind.izumi	distage-core_2.12	0.10.2-M6		760eaae41075ab4f084fbf34b4732686b63c2847
io.7mind.izumi	distage-core_2.12	0.10.2-M7		6b07c1426e37233fd1c47bcf424f08d96d8e1918
io.7mind.izumi	distage-core_2.12	0.10.2-M7-ZIORC16		12051452a09527a18e0d457ff8c8f5e46e444a34
io.7mind.izumi	distage-core_2.12	0.10.2-M8		aa05f7d2e891d23c0e30150c936b057ac44dc2ce
io.7mind.izumi	distage-core_2.12	0.10.2-M8-ZIORC16		ddd2b8b56de51aca0e09b4fe62b724d4c44e501a
io.7mind.izumi	distage-core_2.12	0.10.3		2271195ebc8d19ea078dfc274fa1d669f8a9a38d
io.7mind.izumi	distage-core_2.12	0.10.3-M1		6fab93508ef7a4ea1983303fff4e8d35ff5078f4
io.7mind.izumi	distage-core_2.12	0.10.3-M2		aca4db3657ce558258f82ad0932a6a0be89171d6
io.7mind.izumi	distage-core_2.12	0.10.4		ff6f2fde0e2629cf2e02441d23f3a91b84b024a5
io.7mind.izumi	distage-core_2.12	0.10.5		b73e085fe71e7b86c3a7cbcc2bf04ccb5d84769b
io.7mind.izumi	distage-core_2.12	0.10.6		368acfbe1f67e1823c674df36d5d16ca451116ac
io.7mind.izumi	distage-core_2.12	0.10.7		34572d102fb418fefda9934e793a17f525bd786d
io.7mind.izumi	distage-core_2.12	0.10.8		ffce3f458d39207d0013376dfafb49376cf74fc0
io.7mind.izumi	distage-core_2.12	0.10.9		94adbe5abfb83e5096e8d796d37fce2a9d0925ae
io.7mind.izumi	distage-core_2.12	0.8.0		b81d1181b485e3c8e021ce394f829213247b88bf
io.7mind.izumi	distage-core_2.12	0.8.1		7db0e4c308c64dd43a6c32027277b68249085bb3
io.7mind.izumi	distage-core_2.12	0.8.2		dad3ddec0d70e1b636088328173e4a12be8fa052
io.7mind.izumi	distage-core_2.12	0.8.3		20fb4bc0f362f249e7870d46d7a588a0a8996bfa
io.7mind.izumi	distage-core_2.12	0.8.4		7c17c799fac78daa11220db7696a8c4b038df14d
io.7mind.izumi	distage-core_2.12	0.8.5		9230151fe0e1bc3a4fd394feaa86875c5df2f510
io.7mind.izumi	distage-core_2.12	0.8.6		8f041d51e83c97df22d3f356e9ef02d00eec43ca
io.7mind.izumi	distage-core_2.12	0.8.7		a0ab228016e05e085aa47c0122db2cffc8576a11
io.7mind.izumi	distage-core_2.12	0.8.8		6788353d8d74f2827182c91f115add24aa5fd4f4
io.7mind.izumi	distage-core_2.12	0.8.8.1		77bdb8491165bbc2d7cadbeb7b3398f2f75c1344
io.7mind.izumi	distage-core_2.12	0.8.8.2		47de175becfe064462396574178f37b221f0f6e0
io.7mind.izumi	distage-core_2.12	0.8.8.3		ed703f1d8e145af64232cc792b72e8ed9294b150
io.7mind.izumi	distage-core_2.12	0.8.9		a170d241f57ac51db42b8303230d9f04f04dc867
io.7mind.izumi	distage-core_2.12	0.9.0		e2fbacec08961b745b6fe4494b4cf11ae72a1776
io.7mind.izumi	distage-core_2.12	0.9.1		e2fb4b0349d81f6480486e49b996b1c2b16e2731
io.7mind.izumi	distage-core_2.12	0.9.10		6c6ad276f6763df6d52956ae7bcf96a148ea1413
io.7mind.izumi	distage-core_2.12	0.9.11		0dc70ce117b2ee6cf27775f9bf867de744c0d00c
io.7mind.izumi	distage-core_2.12	0.9.12		cedf4aa01925bb282d95bc75fa74d82cdd704da5
io.7mind.izumi	distage-core_2.12	0.9.12-M1		d3a04a94fa836805019e0fdc7bd4e1a0d2e647da
io.7mind.izumi	distage-core_2.12	0.9.12-M2		658b91701789d0ef8485ad8afbacbe4dfa848787
io.7mind.izumi	distage-core_2.12	0.9.13		ae12efa3e5ed825c863282088f0722b44761a080
io.7mind.izumi	distage-core_2.12	0.9.14		d182de6c73616151fb143f6b9429ba324bad1d7a
io.7mind.izumi	distage-core_2.12	0.9.14-ZIORC16		d4a8768a2df10993c3edaaf2f1317529c220b573
io.7mind.izumi	distage-core_2.12	0.9.15		fc84a495471312f9a9d17269201e8b959e8438e0
io.7mind.izumi	distage-core_2.12	0.9.16		93c9cb72f4240387f14a83ce1e75d5387038f41b
io.7mind.izumi	distage-core_2.12	0.9.16-ZIORC16		ce9e0a3ab8b8f6ac6cdeca4f998627dd50ec9681
io.7mind.izumi	distage-core_2.12	0.9.17		a66626332817f0156bb034b52a5b90a3b771f5b7
io.7mind.izumi	distage-core_2.12	0.9.2		4ed67978e79b3e5b826d2de80ca3743351077b33
io.7mind.izumi	distage-core_2.12	0.9.3		6cdb08e79e690c7ba8b03367979e3059c1a7c79f
io.7mind.izumi	distage-core_2.12	0.9.4		e9dd7615371701ab6fcce4fd6c8c50c2ac612390
io.7mind.izumi	distage-core_2.12	0.9.4-M0		703ca7b635d7384ec52854490fa42888773f8e6f
io.7mind.izumi	distage-core_2.12	0.9.4-M1		c555fb2c82c8112e5f1da09a2d194048226d635a
io.7mind.izumi	distage-core_2.12	0.9.4-M2		a71c0a24d282b1115d013818544765f6237d047b
io.7mind.izumi	distage-core_2.12	0.9.4-M3		225709cb2a44d684646961af71b50a0267e669b7
io.7mind.izumi	distage-core_2.12	0.9.5		0820bbbd0111efc0dbca3550c009a5e9298aac98
io.7mind.izumi	distage-core_2.12	0.9.5-M10		0a91c421cde1e76a254b6ce1feb99958e42e41f0
io.7mind.izumi	distage-core_2.12	0.9.5-M14		bf828974bea193995d8338bb9c8344b89fff229e
io.7mind.izumi	distage-core_2.12	0.9.5-M15		4228285f31e40d450fcff62de46c975023820229
io.7mind.izumi	distage-core_2.12	0.9.5-M19		c5528e4ed94eb7b244541636d6c5ff0abbb73e0b
io.7mind.izumi	distage-core_2.12	0.9.5-M2		0d42f2469a7c70a3b8a9ed7f7a778a0935970528
io.7mind.izumi	distage-core_2.12	0.9.5-M5		002216d5f79befe03fdd3b7410d2cd1a22f8aed4
io.7mind.izumi	distage-core_2.12	0.9.5-M9		e01a2f49b656c41f3dcd8800aeda77083f93bb72
io.7mind.izumi	distage-core_2.12	0.9.6		d2d96c105f5e7b6716204e8593835a2fb98b2327
io.7mind.izumi	distage-core_2.12	0.9.7		7c6e2a21ae86645b616e218b009e44f7d34baa52
io.7mind.izumi	distage-core_2.12	0.9.8		6bfee80fe6d9bdcf7393cc057adacf58b1ed8dc8
io.7mind.izumi	distage-core_2.12	0.9.9		b49391dd8dc393dea515f467261279a297852540
io.7mind.izumi	distage-core_2.12	1.0.0		6bd8d748145a7d05d29d805ab5ccaf31f509cccb
io.7mind.izumi	distage-core_2.12	1.0.0-M1		5c68beea9ca66fd347d34809f21e8234dbe15dc3
io.7mind.izumi	distage-core_2.12	1.0.1		457987e093f7e149f0263d39d34b4be2b60429b4
io.7mind.izumi	distage-core_2.12	1.0.10		034cc3b7f802209264359e145be6356600847ac6
io.7mind.izumi	distage-core_2.12	1.0.2		ac3e017e9e56fc007c1e3eb9c96582fe6ea289d1
io.7mind.izumi	distage-core_2.12	1.0.3		53f9495af19078f942c393c99b717c2300ec5914
io.7mind.izumi	distage-core_2.12	1.0.4		3e14eaa3f1c64de8cbd3abca80a2ca594d3ba49d
io.7mind.izumi	distage-core_2.12	1.0.5		adb9e3ae75d0c85984f8ff05f7d480d0c3b125a8
io.7mind.izumi	distage-core_2.12	1.0.6		971af5f35bd00a7586bd75a6ba1df1d8a20eeb89
io.7mind.izumi	distage-core_2.12	1.0.7		58c1506846db261a224f8c8aac0f8bbc9158ffd2
io.7mind.izumi	distage-core_2.12	1.0.8		fc680207db1f2e2963c9c5cf424f3deef4b2ac81
io.7mind.izumi	distage-core_2.12	1.0.9		5300e04104c492c6a181791afe9df242a551db9d
io.7mind.izumi	distage-core_2.12	1.1.0		ed6cc6788ad39822b752d1e1f79e7a86771a301d
io.7mind.izumi	distage-core_2.12	1.1.0-M1		67050b8417c555836b4fadf78b01bf62e975c09f
io.7mind.izumi	distage-core_2.12	1.1.0-M10		6a6509f763d82e6f499a2bdb3edfef77628007d9
io.7mind.izumi	distage-core_2.12	1.1.0-M11		8834fbaa45b30a4b1c24612b19113d133203f065
io.7mind.izumi	distage-core_2.12	1.1.0-M12		f6f5addbb1b514b89f4fab8af58fed6fccd74bc6
io.7mind.izumi	distage-core_2.12	1.1.0-M13		e1593722b0713ce7c36cf4064e4fbf228ea1284d
io.7mind.izumi	distage-core_2.12	1.1.0-M14		8ec9473e4a99799db7cd7feb55e2c5ad5ff8cd6f
io.7mind.izumi	distage-core_2.12	1.1.0-M15		53821cdee86da157e0a1384b9581544fb107d613
io.7mind.izumi	distage-core_2.12	1.1.0-M16		f013bd9fd6154c93de8e200aefc29468149f1f2e
io.7mind.izumi	distage-core_2.12	1.1.0-M17		711069496f25e893ad60c7b0a15bee2f5c6877b8
io.7mind.izumi	distage-core_2.12	1.1.0-M18		21c6ebd73682c4df30055ef6c6eeb288aeb7ea42
io.7mind.izumi	distage-core_2.12	1.1.0-M19		9223147ea121e5701f869b92406d34ed7bb9a05c
io.7mind.izumi	distage-core_2.12	1.1.0-M2		c46ebce6b7d9be1f3b404e8e9d02c2888be80416
io.7mind.izumi	distage-core_2.12	1.1.0-M20		fee956bc986445eecea338e8a438daa7476c46a0
io.7mind.izumi	distage-core_2.12	1.1.0-M21		716f25a55d57d6153131dd48a161d96050dff1b3
io.7mind.izumi	distage-core_2.12	1.1.0-M22		89660f2de6041a629c89cc3c0d180cc40d32b3c5
io.7mind.izumi	distage-core_2.12	1.1.0-M23		5aaa2b5e5f57820ef3167b1d571c11d331f5020a
io.7mind.izumi	distage-core_2.12	1.1.0-M24		ca487bfafe2bfab75162c16210620de74819ac98
io.7mind.izumi	distage-core_2.12	1.1.0-M25		e4a9838eb7662da6f49a72fe4da3f3e9ac255f30
io.7mind.izumi	distage-core_2.12	1.1.0-M26		7ebddf1e0966a985d4823e3a971b0a0b3d6ac14d
io.7mind.izumi	distage-core_2.12	1.1.0-M27		51960aa188bb6b47b210d919c5d5f1c210caa00b
io.7mind.izumi	distage-core_2.12	1.1.0-M3		1b96d893bad73dbecb4d3276109cd00a3c4d6e74
io.7mind.izumi	distage-core_2.12	1.1.0-M4		a8d0519c6e27fdb6607c811aa9cc52af2aeb1f28
io.7mind.izumi	distage-core_2.12	1.1.0-M5		3fbe0962301fafa0444cebe491506138fab53263
io.7mind.izumi	distage-core_2.12	1.1.0-M6		417aab9eebf083094f3904205d87f736356beba3
io.7mind.izumi	distage-core_2.12	1.1.0-M7		7cb49d2c7953dc85937310499812f715f2950345
io.7mind.izumi	distage-core_2.12	1.1.0-M8		46f8ecffd0b347f6be59c84e021be4267e6cb447
io.7mind.izumi	distage-core_2.12	1.1.0-M9		474adacf189b9c0d55418433a5907c239a4ec31a
io.7mind.izumi	distage-core_2.12	1.2.0		5deae32277db65358b63361fa23fa4f1881312ec
io.7mind.izumi	distage-core_2.12	1.2.1		772f7389ea78cd9337f1b3b0133c5ffd0286bb6c
io.7mind.izumi	distage-core_2.12	1.2.10		9cba73300b75f46485ce9e45baf8fb56ee69569b
io.7mind.izumi	distage-core_2.12	1.2.11		c0cfdd4bacfd4a08efa8028c719349210948921f
io.7mind.izumi	distage-core_2.12	1.2.12		6c7050d1a9dee7ea5afbd7765e09755f7c641755
io.7mind.izumi	distage-core_2.12	1.2.13		6bbea982f72d37263827646392d59a20a792ec6c
io.7mind.izumi	distage-core_2.12	1.2.14		5346968f4c7d074453f7b026a25c545c96936b0e
io.7mind.izumi	distage-core_2.12	1.2.15		7a43378cdd6edcd2289f3f52ac061c57a5dc3a3e
io.7mind.izumi	distage-core_2.12	1.2.16		c4a0a9ae818eb5e8ac572803467d7eeb4b500c48
io.7mind.izumi	distage-core_2.12	1.2.17		9b80391d89424ed41e99382b23365fc84e0a84e4
io.7mind.izumi	distage-core_2.12	1.2.2		47348f4e477e3ea4cd0500322a617111ee102f2e
io.7mind.izumi	distage-core_2.12	1.2.3		c6b0eb6ddcaa5c9cfe51e4935ed9ceea0761828e
io.7mind.izumi	distage-core_2.12	1.2.4		6d29f631b693630e40cb06441fda1af0543ae9aa
io.7mind.izumi	distage-core_2.12	1.2.5		17afda83b18e09793f7a083f613cc59b27e9084b
io.7mind.izumi	distage-core_2.12	1.2.6		de3c6aefb1917bee1c44db68244846e598a051a5
io.7mind.izumi	distage-core_2.12	1.2.7		61ac26642ee9755054bfed4025a0aea7fe3cf4bc
io.7mind.izumi	distage-core_2.12	1.2.8		e5e9fb76f4e5f67746531473a90f3421ede17b55
io.7mind.izumi	distage-core_2.12	1.2.9		a3b305f63b1e850d7817f9dac285a3b79c5d64b7
io.github.airpay-mobile	security-android	0.0.1-alpha01		N/A
io.github.airpay-mobile	security-android	0.0.1-alpha02		N/A
io.github.airpay-mobile	security-android	0.0.1-alpha03		N/A
io.github.airpay-mobile	security-android	0.0.1-alpha04		N/A
io.github.airpay-mobile	security-android	0.0.1-alpha05		N/A
io.github.airpay-mobile	security-android	0.0.1-alpha06		N/A
io.github.airpay-mobile	security-android	0.0.1-alpha07		N/A
io.github.bradfordcan	kotlin-client-petstore-multiplatform	1.0.0		4e63f8e93a67fdfc8ae308071785005a9269b690
io.github.bradfordcan	kotlin-client-petstore-multiplatform	1.0.1		13fb9d38138adfe3638fc72f026257378662ccbb
io.github.bradfordcan	kotlin-client-petstore-multiplatform	1.0.3		9e7ef2542074792013381561dc37d53fb84b2360
io.github.cquiroz.react	cats_sjs0.6_2.13	0.4.0		b4796a0314f74cb70cdcd196bf2f346bad31a601
io.github.cquiroz.react	cats_sjs0.6_2.13	0.4.1		6c99ee30a7c0411c7c2601745ddaa987d22d0600
io.github.cquiroz.react	cats_sjs0.6_2.13	0.4.2		dd65f75b236a55599c566404f6f03c6ed02a845e
io.github.cquiroz.react	cats_sjs0.6_2.13	0.5.0		1a5e3dc4cb70886982ffea07848751e5a6cb087b
io.github.cquiroz.react	cats_sjs0.6_2.13	0.5.1		8d360c9294cd4bf8cb82dbb8d8e72ff6b17883b7
io.github.cquiroz.react	cats_sjs0.6_2.13	0.5.2		f202968446c18fa654b84c8f2615f4a4293e0b3f
io.github.cquiroz.react	cats_sjs0.6_2.13	0.6.0		5a766a61f75ced15229e18fd8c19e9b604d2d372
io.github.cquiroz.react	cats_sjs0.6_2.13	0.6.1		054b8cf7ecbf943a9251b7673b003bcd8b14f546
io.github.cquiroz.react	cats_sjs0.6_2.13	0.6.2		33f74d24da9e057bfeb797c65b7f275bb0b9857d
io.github.cquiroz.react	cats_sjs0.6_2.13	0.6.3		e675e3df7a5ca3dd487cca7bc02426a02965fb2a
io.github.cquiroz.react	cats_sjs0.6_2.13	0.6.4		67fac00be453d57daae806ddf920a444f0e55fda
io.github.cquiroz.react	cats_sjs0.6_2.13	0.6.5		0553c962cb4459b94d682e3b5f79ed11cdb8e32d
io.github.cquiroz.react	cats_sjs0.6_2.13	0.7.0		da2315fc08803149d3b79eb2ecd9459c8ac29a1b
io.github.cquiroz.react	cats_sjs0.6_2.13	0.7.1		2e3c498f1ce2752464eb62ec74041828e9d99858
io.github.firzaelbuho	hlsmui	0.1.0-alpha01		73ac117e8eb835a289d9643ee640937ddd61743c
io.github.lcf-wmz	hbase-plugin	1.1		2b32bfd20b7f2ebadee5a338273668e53729656e
io.github.lynn-hu-d	BinaryTree	1.0		66f9e48d9b3aaac86e9353d8c7788396a66dc059
io.github.waibozi	shapeview	1.3.1		N/A
io.github.waibozi	shapeview	1.3.2		N/A
io.github.waibozi	shapeview	1.3.3		N/A
io.github.waibozi	shapeview	1.3.4		N/A
io.github.waibozi	shapeview	1.3.5		N/A
io.gravitee.policy	gravitee-policy-regex-threat-protection	1.0.0		51398f119657c4dfcd84c56437eb166a41670248
io.gravitee.policy	gravitee-policy-regex-threat-protection	1.1.0		ddb94db962e059706129a46344c52c8b645711d1
io.gravitee.policy	gravitee-policy-regex-threat-protection	1.2.0		8973092d961f0c0da19b366f5e34f1cb12819966
io.gravitee.policy	gravitee-policy-regex-threat-protection	1.2.1		54345c1cd31929a474e8f7146bbbeb2b04b2fa48
io.gravitee.policy	gravitee-policy-regex-threat-protection	1.2.2		3e1c08cc1080883669b811c8d84b3f237e1d40b2
io.gravitee.policy	gravitee-policy-regex-threat-protection	1.3.0		5ab80025b8b6fd026ed321450753b8a1df263e16
io.gravitee.policy	gravitee-policy-regex-threat-protection	1.3.1		5e83e0606ab95855a566c34332ae467dd41b4fa2
io.gravitee.policy	gravitee-policy-regex-threat-protection	1.3.2		786f37dde0934731c983d5498ec12c6df4fb5f9c
io.gravitee.policy	gravitee-policy-regex-threat-protection	1.3.3		8ee5ee7ade39234a86456534154fb8631af7ab96
io.gravitee.policy	gravitee-policy-regex-threat-protection	1.4.0		cff40976b528b1daa12e348372321643a1ca9e1c
io.gravitee.policy	gravitee-policy-regex-threat-protection	1.4.1		c9e8cc1e27eb25b579507b22015f61b3350b963e
io.gravitee.policy	gravitee-policy-regex-threat-protection	1.5.0		81737a744421ba3f9bce646e2f1e6b24b12a4805
io.gravitee.policy	gravitee-policy-regex-threat-protection	1.6.0		4925cfee72c3410591303ef2bc31226410ee0150
io.lsn.spring	file	1.0.0		df1ff9e967edba87486e666b5d748e9698fc80c4
io.lsn.spring	file	1.0.1		3485396cfa5a7f673bc631b55897420055c1542c
io.lsn.spring	file	1.0.2		5d4067564133356f951045f2d88ce7dcef73cfdb
io.lsn.spring	file	2.0.1		a3913aad9310c397fa639eb379e67e6e02f68392
io.lsn.spring	file	2.2.0		f59d6baedb3a876fdd72e0577bcb9ce23be38fd9
io.lsn.spring	file	2.2.1		b300394023b2200955a05e0e9801cb73127dbc97
io.lsn.spring	file	2.2.2		4a0ae67f13bd04326eefccf4c236fc15b11b01a9
io.scalajs.npm	numeral_sjs0.6_2.11	0.3.0.0-RC2		b342321bc04e01dd5ff693db5a689dcf61935d37
io.scalajs.npm	numeral_sjs0.6_2.11	0.3.0.0-RC3		e1da17017a8f7f4c5f91fe8dff29c887abe69e08
io.scalajs.npm	numeral_sjs0.6_2.11	0.3.0.1		b33a972a6021caa89ae29c787a7cfc5791e3ea35
io.scalajs.npm	numeral_sjs0.6_2.11	0.3.0.3		44a6d44e62ff9522025651c83563fbe240aff1da
io.scalajs.npm	numeral_sjs0.6_2.11	0.4.0		712983c9368b4e82d8bc2fd8c643cd801445a1a7
io.scalajs.npm	numeral_sjs0.6_2.11	0.4.0-pre1		02514642faec32c44703b502466778dfa051b91b
io.scalajs.npm	numeral_sjs0.6_2.11	0.4.0-pre2		365fa46a476ac10678d7d70b236883119c889253
io.scalajs.npm	numeral_sjs0.6_2.11	0.4.0-pre3		a7a247c39ca07bbc18b380aefe2bed6c00de4422
io.scalajs.npm	numeral_sjs0.6_2.11	0.4.0-pre4		b5c9e06248dbdfad93ed632dd83d56f5f7801a02
io.scalajs.npm	numeral_sjs0.6_2.11	0.4.0-pre5		5ff2e99e453dffe531ec50edbab3d5bd83696be0
io.scalajs.npm	numeral_sjs0.6_2.11	0.4.1		7bbe84fd8076c036d5e7257fcd5a27a4c3bda544
io.scalajs.npm	numeral_sjs0.6_2.11	0.4.2		8016a87b295b1fe487cb0d93c6a23ae4c2f85ca1
io.scalajs.npm	numeral_sjs0.6_2.11	2.0.4-1		50fa833a3e20097ea15fdfcb60b794d92464c222
io.scalajs.npm	numeral_sjs0.6_2.11	2.0.4-2		1164895987b72678158582c047f88f67aa1bf959
io.scalajs.npm	numeral_sjs0.6_2.11	2.0.4-3		b689b8af1de1fd9973ec28e6239c15ac0454dc9b
io.scalajs.npm	numeral_sjs0.6_2.11	2.0.4-4		d397de78d3d96215633a2fb0787f3e74f6866990
io.tiklab	tiklab-xcode	1.0.0		N/A
io.tiklab	tiklab-xcode	1.0.0.3		N/A
io.vacco.murmux	murmux	0.2.2		dd2ef5b1ee204efabdc53ab947edd6418f28ff37
io.vacco.murmux	murmux	2.0.0		27535de9824c4964394c5b8f74792ae912e491dd
io.vacco.murmux	murmux	2.0.0-MILESTONE-202302060801		99010a8ec97c9e23f1bfab90436e3536a92fd3c5
io.vacco.murmux	murmux	2.1.1		70d5d3c29268d59403b8b5cf87501ba050ea0553
io.vacco.murmux	murmux	2.2.0		b18e82da611f2001e81704748f7f896b98b0e682
io.vacco.murmux	murmux	2.2.1		a76a58c18d766b8c106d558328066b0a27bc8fc5
io.vacco.murmux	murmux	2.2.2		1e05c881947f2de5fe4774c10b9cceac27a55e1c
io.vacco.murmux	murmux	2.2.2-MILESTONE-202302121918		a2a761031aac0b1b586115cc88e3fd90041c7e33
io.vacco.murmux	murmux	2.2.5		b8512401a155bf02a9e97f96a6ec448bbd05c75d
io.vacco.murmux	murmux	2.3.0		b29f24b7323869255546415fd7c43af20948981a
io.vacco.murmux	murmux	2.3.0-MILESTONE-202504150612		35b0d91c0409faa3cb31c21f2ed350136f5ae99a
io.vacco.murmux	murmux	2.3.1		7b3428b22c7d881060e293069d5910f903bb2a38
jp.ne.opt	chronoscala_2.12.0-RC1	0.1.0		cf1b7263621c6029fa7bdf2340056844ad598f83
me.2bab	koncat-runtime-model	2.0.0		d433c53ea4562c56c0b41158ceadb03345c50499
me.2bab	koncat-runtime-model	2.0.1		3d5fae24d425363bba5ee91b8aaf8e5a2e0a90cc
me.2bab	koncat-runtime-model	2.1.0		0ac29104e23c7cd57208bb262e726ce78a8636d7
net.sf.sevenzipjbinding	sevenzipjbinding-mac-x86_64	16.02-2.01		8c6b9b7163bed76eadc1eefa019a6ce2a72c4882
net.sf.sevenzipjbinding	sevenzipjbinding-mac-x86_64	9.20-2.00beta		6f9a77a02f6d389146d5582e6ef124208e44a293
nl.grons	metrics-akka_a25_2.12	4.0.0		5a0f554251c4a93c90bd9c28faa9074422da4830
org.activiti	spring-boot-starter-basic	5.17.0		ad552134905266428b59d967ee4603bb07968617
org.activiti.cloud.rb	activiti-cloud-services-core	7.0.0.Beta2		7308c6a2efc1b088cd77e9e917e61359092740ae
org.activiti.cloud.rb	activiti-cloud-services-core	7.0.0.Beta3		2cd00f80a1d82ba92411cd1a39515aa26bd7d978
org.activiti.cloud.rb	activiti-cloud-services-core	7.0.0.Beta4		13d5f6b88b0449b5898c4139bc63800040153774
org.activiti.cloud.rb	activiti-cloud-services-core	7.0.0.Beta5		eab7823c3fc620c8baf1f6da9b2fc38523ca9c8e
org.activiti.cloud.rb	activiti-cloud-services-core	7.0.0.GA		f9c91ceb18987727cb25b5061bfb9c59c2d7826c
