app.bondar.gradle.git-version	app.bondar.gradle.git-version.gradle.plugin	1.0.0	-	25d175af013c7eb9b2d2d586f548176d7dcd9c43
io.github.lsd-consulting	lsd-distributed-generator	8.0.19	-	9d7862eee86c77e3a90a4a88d2ca058e81f9c125
io.github.lsd-consulting	lsd-distributed-generator	8.0.2	-	1ecae629eb2d0f4d7774c3b2e8f4a5c9a6937a20
io.github.lsd-consulting	lsd-distributed-generator	8.0.20	-	b99e265b47ed3195267e9d75938e78d2ac7847c3
io.github.lsd-consulting	lsd-distributed-generator	8.0.21	-	39142b430a95693de0352c00744cc36255713525
io.github.lsd-consulting	lsd-distributed-generator	8.0.22	-	6387aa976a3b9ec63517abbcf99a57ce3a40aadd
io.github.lsd-consulting	lsd-distributed-generator	8.0.23	-	9ba27a66d60192fc60d9d5a77bbb17dd5b652951
io.github.lsd-consulting	lsd-distributed-generator	8.0.24	-	aa7e35e2154d47e3dbdbca04c9c2d38125a28245
io.github.lsd-consulting	lsd-distributed-generator	8.0.25	-	1a23a71c297abb18ca529dbcd0de65ff4800c287
io.github.lsd-consulting	lsd-distributed-generator	8.0.26	-	f36f7cf1a8a5b951555758b9b5761138fbcbbaf4
io.github.lsd-consulting	lsd-distributed-generator	8.0.27	-	fd9c42f6a6983020f879539f1234ac2c660a2818
io.github.lsd-consulting	lsd-distributed-generator	8.0.28	-	de949971738c823bfe0d45c4800b66cead8935a6
io.github.lsd-consulting	lsd-distributed-generator	8.0.29	-	758946bf3b8c7edec3e68c0ec353089ace4d58f4
io.github.lsd-consulting	lsd-distributed-generator	8.0.3	-	f2af741406f1a442bdf4de75789e52e9b1f9b27d
io.github.lsd-consulting	lsd-distributed-generator	8.0.30	-	b9144ee4828ef626a8e1438491d34102af41a0f3
io.github.lsd-consulting	lsd-distributed-generator	8.0.31	-	96a1ef0f9d67628e201de8f789b95e4e4d49c159
io.github.lsd-consulting	lsd-distributed-generator	8.0.4	-	53f4b837614f4d5058de52084b8af51e679af234
io.github.lsd-consulting	lsd-distributed-generator	8.0.5	-	16924f24e30883409051189e8ef82942c31a907f
io.github.lsd-consulting	lsd-distributed-generator	8.0.6	-	33c54447e23337329065ca218233f47d538f6079
io.github.lsd-consulting	lsd-distributed-generator	8.0.7	-	b1a5bd52a035fdcf850726fe4a8db9f381ef4d7a
io.github.lsd-consulting	lsd-distributed-generator	8.0.8	-	e9c73b4eb1148dc952693d3059aaba159b594de0
io.github.lsd-consulting	lsd-distributed-generator	8.0.9	-	10a2902ade05e6af32fae3cde84924d53e52ba5f
io.github.lsd-consulting	lsd-distributed-generator	8.1.0	-	2dd254996f2aa9e37072999ab4f53c5b94036a5f
io.github.lsd-consulting	lsd-distributed-generator	8.1.1	-	33264081e0354a927dffbc862c3e085001e79313
io.github.lsd-consulting	lsd-distributed-generator	8.1.10	-	12e15f32b6ea162c20fadaa686b8499c6e196496
io.github.lsd-consulting	lsd-distributed-generator	8.1.11	-	c10ec762c032e72380bbe964ca423898a4fb4d82
io.github.lsd-consulting	lsd-distributed-generator	8.1.12	-	03afa31ee311d2d91c9cb2ab16796e9d0281d3fe
io.github.lsd-consulting	lsd-distributed-generator	8.1.15	-	f4d1b3a154b55eda523c548e23c4bf975ca199e6
io.github.lsd-consulting	lsd-distributed-generator	8.1.2	-	e34adc56ffea0cd3b5468e56005b1cf96c054f60
io.github.lsd-consulting	lsd-distributed-generator	8.1.22	-	26441f18c4303c893a17c543814214cf0b8a00db
io.github.lsd-consulting	lsd-distributed-generator	8.1.23	-	003a15df5db35d4f57aeb79d78526be3629ee507
io.github.lsd-consulting	lsd-distributed-generator	8.1.24	-	f3473e10bd8047a1d3c4293681c0c29872ed2103
io.github.lsd-consulting	lsd-distributed-generator	8.1.25	-	25794db53455926ec9cfde63fa5a31595fb30304
io.github.lsd-consulting	lsd-distributed-generator	8.1.26	-	cd89901bb64f4e81ba1c3ac5f56223fc8b8ff145
io.github.lsd-consulting	lsd-distributed-generator	8.1.3	-	d49bf43dc638d6a50f54497e76420061290e5cd7
io.github.lsd-consulting	lsd-distributed-generator	8.1.4	-	96cdf5c5a37aca5db7463e41e4cf439a5d138fe3
io.github.lsd-consulting	lsd-distributed-generator	8.1.5	-	4b529a0c11183340a55b9e67fae2e8867c356de0
io.github.lsd-consulting	lsd-distributed-generator	8.1.6	-	e3c74317c5bec640f97c89cacf243a23df92c6e5
io.github.lsd-consulting	lsd-distributed-generator	8.1.7	-	9193fdb36a103940c332562eb8bf9454fdea1a54
io.github.lsd-consulting	lsd-distributed-generator	8.1.8	-	adf2193827e4b0d6aec22d7346e984b5e8e122cf
io.github.lsd-consulting	lsd-distributed-generator	8.1.9	-	6da930df73603a88946e457ea61f2a6aba28e688
io.github.lsd-consulting	lsd-distributed-generator	8.2.0	-	1a7019fdf486901a3d8645f7390879e732d3eb88
io.github.lsd-consulting	lsd-distributed-generator	8.2.1	-	149f3615a1ea4cb65b4228541c582c40953fd43f
io.github.lsd-consulting	lsd-distributed-generator	8.2.10	-	a9fb6b0fad82b45f23767ffb71a439e5f27d39f7
io.github.lsd-consulting	lsd-distributed-generator	8.2.11	-	cbed6a982bb43348ee825beeca98af4b4b99a4d5
io.github.lsd-consulting	lsd-distributed-generator	8.2.12	-	178cf4a03766f9cc7332181a2a0e3becfdd5c8c0
io.github.lsd-consulting	lsd-distributed-generator	8.2.13	-	80b5049dec0ef40bbec81e2bfa7fa6fb87db153a
io.github.lsd-consulting	lsd-distributed-generator	8.2.14	-	eca5663aeb7ef0a22ef67b97d43408a0c78520b5
io.github.lsd-consulting	lsd-distributed-generator	8.2.15	-	98038102ebad8ac90568855dcaf2cfe61ea87ce3
io.github.lsd-consulting	lsd-distributed-generator	8.2.16	-	52d1da39dbcc4815525a42ad686ac4f982801758
io.github.lsd-consulting	lsd-distributed-generator	8.2.17	-	12c4a10f5663a66da6079232c0df2fe98d6530e1
io.github.lsd-consulting	lsd-distributed-generator	8.2.18	-	eec0f689a984f6b436d41dfe3d2d7fb6b6ef8516
io.github.lsd-consulting	lsd-distributed-generator	8.2.19	-	14a41171a1c87da79d6e102dae09bd267e9c9247
io.github.lsd-consulting	lsd-distributed-generator	8.2.2	-	360693f672eca8e9e71a706838d625792675b1e2
io.github.lsd-consulting	lsd-distributed-generator	8.2.20	-	499ce4b708f916b12172dcdd83c8e79aed256b14
io.github.lsd-consulting	lsd-distributed-generator	8.2.21	-	5b2958ed3ad7a09cd8fbe171435289c0c9546e04
io.github.lsd-consulting	lsd-distributed-generator	8.2.22	-	97587383a7d84db23e24e4362198c4e3f8da7a9c
io.github.lsd-consulting	lsd-distributed-generator	8.2.23	-	1a6c5b8ae007617a9d0bd186885e72e497cde504
io.github.lsd-consulting	lsd-distributed-generator	8.2.24	-	0b4fd59b29c5c785c2883f9cf257277c4adb7fc8
io.github.lsd-consulting	lsd-distributed-generator	8.2.25	-	544c8df46a153bb4c49377e5bbb05d0aa9a06ff4
io.github.lsd-consulting	lsd-distributed-generator	8.2.26	-	7434c96877d364d47aa50627829d982050a7dc15
io.github.lsd-consulting	lsd-distributed-generator	8.2.27	-	5fced93529d597da78e077fead0b3a4c7b954afb
io.github.lsd-consulting	lsd-distributed-generator	8.2.28	-	4e9d66948a3d7f249fbd139505d61f287a2281b6
io.github.lsd-consulting	lsd-distributed-generator	8.2.29	-	5b8db62867e4fc99a9c6a67dfb0d3587c8d690c6
io.github.lsd-consulting	lsd-distributed-generator	8.2.3	-	89038ec907e90130118246115ae97cad394ba280
io.github.lsd-consulting	lsd-distributed-generator	8.2.30	-	2facfe1041319bd4a1d7345fdc13f2209112c400
io.github.lsd-consulting	lsd-distributed-generator	8.2.31	-	f4309d8fd64cae5718f3545f9730adebcf848263
io.github.lsd-consulting	lsd-distributed-generator	8.2.32	-	a279743e1edc8e8a9991398072c9d56c829e2ae0
io.github.lsd-consulting	lsd-distributed-generator	8.2.33	-	232de6283b7e41995d485efc757c4f76fa2379e3
io.github.lsd-consulting	lsd-distributed-generator	8.2.34	-	d46768740c3c470d5426d28b456d24cbbd305740
io.github.lsd-consulting	lsd-distributed-generator	8.2.35	-	31447793b02fe04be312985a2231347e9ebbad29
io.github.lsd-consulting	lsd-distributed-generator	8.2.36	-	da5869361ce2bc31f335c4e427adef415d8112fe
io.github.lsd-consulting	lsd-distributed-generator	8.2.37	-	8fadf9537ab8f90b43f179a40b776365968b21f4
io.github.lsd-consulting	lsd-distributed-generator	8.2.38	-	dcb089aa7b6862cc3ab58230dffbf0dd1d5778f3
io.github.lsd-consulting	lsd-distributed-generator	8.2.4	-	801ca91b1fe6f45ab2aa775df3bbb381e3ac4f4a
io.github.lsd-consulting	lsd-distributed-generator	8.2.5	-	76941d8fd83d5db7f898fb36a735e0e4840fcf1f
io.github.lsd-consulting	lsd-distributed-generator	8.2.6	-	8c4185a43a42407588eb89efb35ad4fe33029dc0
io.github.lsd-consulting	lsd-distributed-generator	8.2.7	-	04a0577cbe0bcea7045fcfcb650832d5c3f2834b
io.github.lsd-consulting	lsd-distributed-generator	8.2.8	-	0597dc74d02e63e77b4ca70bb21b7e369efca8ca
io.github.lsd-consulting	lsd-distributed-generator	8.2.9	-	70180aab72b17041af97dbc131ffbc3e65781d80
io.github.luca992.cash.z.ecc.android	kotlin-bip39-jvm	1.0.2-mpp	-	7ed27a7b01830a9c65c3c7aff9dd7a0f6f74c1aa
io.github.luca992.cash.z.ecc.android	kotlin-bip39-jvm	1.0.6-mpp	-	87c564f7322b53c0ec2d8f6cc6b0de5d3cf2b737
io.github.luca992.cash.z.ecc.android	kotlin-bip39-jvm	1.0.8-mpp	-	f7909ad72c52343c66dccd222cc4036c4c6dd897
io.github.mioxs	mybatis-extension-plugin	1.4.1	-	a0349924869bd437deec25f7bfd7e586aa1016c7
io.github.mioxs	mybatis-extension-plugin	1.4.2	-	19a5d358bb57f4198874f1220a55b51d71b97def
io.github.nafg.zio-messaging	zio-messaging_2.13	0.0.1	-	fdcbc75ab6383bfa2bf3570598a6715a863f16db
io.github.nafg.zio-messaging	zio-messaging_2.13	0.0.2	-	6cb1ff4d16b7dc2d54ed7f6e40d645ca55e20bb3
io.github.nafg.zio-messaging	zio-messaging_2.13	0.0.3	-	f576fc95e987b153d5da65c2bb462cbf748265a9
io.github.nafg.zio-messaging	zio-messaging_2.13	0.1.0	-	fca10bfe93e665407c7f202a5db303d7f36847ea
io.github.nafg.zio-messaging	zio-messaging_2.13	0.1.1	-	c3911abdee7d3a27c7396611e443f2ec3bdeb93f
io.github.nafg.zio-messaging	zio-messaging_2.13	0.2.0	-	02770bc80e670f3c85efb38d69e7d816f7778c49
io.github.nbaars	paseto4j-version1	0.0.26	-	351a5bec9e41d9bc80f1282001bf229d94d8d9b1
io.github.nbaars	paseto4j-version1	0.0.27	-	7213f30bf38710072ea3c8066c6ad8d771051b02
io.github.nbaars	paseto4j-version1	0.0.29	-	b4f84273aa87c617be778bdc3309ff33d94466ea
io.github.nbaars	paseto4j-version1	0.0.31	-	e2bf61a0e42bcbe8c8251aba0c1c47f4696dc3be
io.github.nbaars	paseto4j-version1	0.0.32	-	0256fc8eb5fd6a79e0d740115262bbcba3bbb912
io.github.nbaars	paseto4j-version1	0.0.33	-	77930dec2e568431729b95edab03e2d8b8d071c1
io.github.nbaars	paseto4j-version1	0.0.35	-	16100a25237454b3047e96060700d1ed3827d5ef
io.github.nbaars	paseto4j-version1	0.0.36	-	a45cc7e615466d9e9346cbff22c3b9b28d765332
io.github.nbaars	paseto4j-version1	2023.0	-	f6019b5c415d51de16e5855a6cf4f18b0ab525f1
io.github.nbaars	paseto4j-version1	2023.1	-	5609392942f6adb5e8f0350c372b84deb8ec93a5
io.github.nbaars	paseto4j-version1	2024.1	-	c9b0b21c1fc08e28a1bd418f85a5e67a5b267a87
io.github.nbaars	paseto4j-version1	2024.2	-	c98b8834cb1ca9f164e3de98d354a2570b7302aa
io.github.nbaars	paseto4j-version1	2024.3	-	ce41e3f60054207a8419b6fb62bad1b0f15a7339
io.github.netvl.picopickle	picopickle-backend-jawn_2.10	0.0.1	-	c524e443e275f9f26b539e6e5f010ba09737b263
io.github.netvl.picopickle	picopickle-backend-jawn_2.10	0.0.2	-	bc20c5818b9b9efde4c13f5476bfbc0daa457fa0
io.github.netvl.picopickle	picopickle-backend-jawn_2.10	0.1.0	-	c99228b2f7b365487460f99b4c94392a717e7f99
io.github.netvl.picopickle	picopickle-backend-jawn_2.10	0.1.1	-	8ccff97bc9813334b4b7cc68c2681a9ed474006a
io.github.netvl.picopickle	picopickle-backend-jawn_2.10	0.1.2	-	89fd7bf992d6c26a1e48bec20ee685dda4ab03c4
io.github.netvl.picopickle	picopickle-backend-jawn_2.10	0.1.3	-	c0f6fa60355197af338a653c39d288ef6d00baad
io.github.netvl.picopickle	picopickle-backend-jawn_2.10	0.2.0	-	7e63fc1da1c630fe0393edd5a45a2eea42885c4d
io.github.netvl.picopickle	picopickle-backend-jawn_2.10	0.2.1	-	7fafdd267ae9070ae18db397b7926184201040d5
io.github.netvl.picopickle	picopickle-backend-jawn_2.10	0.3.0	-	61c837acea4d90ba323819fb7a914d975f778e1a
io.github.netvl.picopickle	picopickle-backend-jawn_2.10	0.3.1	-	e859e522f1926f91f91f5cbc0cf0d967e156fcd5
io.github.obscure1910	flow-landscape-api	1.0.0	-	20ba4261562dbb3035eed81908bc703840f08f1a
io.github.obscure1910	flow-landscape-api	1.0.1	-	8087cbf8ff1f581bc9988beead007a9204318162
io.github.obscure1910	flow-landscape-api	1.1.1	-	f0b68732ebe27491a3ad0be32d7c7c7b3f276160
io.github.obscure1910	flow-landscape-api	1.1.2	-	bc1a2ad129a3af8312ecf60e4271c2df75580d7f
io.github.obscure1910	flow-landscape-api	1.1.3	-	715f542d0e1b13097b8cd86dc4e3ea20e17b6f38
io.github.obscure1910	flow-landscape-api	1.1.4	-	409368fda327de149b60d918b078272b510f4227
io.github.obscure1910	flow-landscape-api	1.1.5	-	443ae9aa1ab315113d0525ced0fa76a11dc737ae
io.github.obscure1910	flow-landscape-api	1.1.6	-	08945d437a4f3921d4568e136c6ece190ddb505b
io.github.obscure1910	flow-landscape-api	1.1.7	-	6495eb26ba90fca10b2106e7d5dc759640d5722e
io.github.palexdev.playwright	driver-bundle	1.30.0	-	5d7ae636d2bc2393d2126a66f3420405a68251ea
io.github.palexdev.playwright	driver-bundle	1.30.1	-	08cf8d960faa0e928effd2246cc51ba3a8ed6d86
io.github.pcmind	leveldb	0.11	-	9ced89a092f3558226a103821302ae4a8c7f1722
io.github.pcmind	leveldb	0.11	0.11-uber	32bda7544818d0c8c572f17236dd552b2a6421af
io.github.pcmind	leveldb	0.12	-	f8386ec9d8b9ce2acadd728cc35ad82a601073b8
io.github.pcmind	leveldb	0.12	0.12-uber	9b9bbfe8124165fe8745f52b7f6f3016b62c16c6
io.github.pcmind	leveldb	1.0	-	bc8c93a5ded0b502fa740d64eca0f01accc31f7e
io.github.pcmind	leveldb	1.0	1.0-uber	66b651786de13e7ed9efc6629ef7e0cbd59a3fe3
io.github.pcmind	leveldb	1.1	-	643c21308e8d140267a4fe6e953f25921f196c1e
io.github.pcmind	leveldb	1.1	1.1-uber	d104364be6925de7d7af9caf9a0501b9062e7e2f
io.github.pcmind	leveldb	1.2	-	a1cac8149f4719b79c6e6ae6c65bd16b4778ee31
io.github.pcmind	leveldb	1.2	1.2-uber	34758b735a1fa7ac7b46cd96a28a8286ce384c4a
io.github.pixerena	firework	0.1.0	-	0b7015f19f10847ad8abb9bdb1fc8f40c3824863
io.github.pixerena	firework	0.1.1	-	c1e18cb95fc6151de5dcdf15e5409bad6d1ca13b
io.github.pixerena	firework	0.2.0	-	8290d22d9a668696192c92e16198f9568ea299cb
io.github.pixerena	firework	0.3.0	-	2046e7af4c7e84b019eecbc5f7a772bdc0f2f3da
io.github.pixerena	firework	0.4.0	-	36a8b9fa6734061e4fb6f98f95df5738f20957c1
io.github.pixerena	firework	0.5.0	-	8738997d763e8c39331978cb8775846be39fae21
io.github.pixerena	firework	0.5.1	-	73c7bb58081fc91ab01447b69692f074bd4ee6b7
io.github.pixerena	firework	0.6.0	-	fb101046d2280e405196621e9010ae5853c9995c
io.github.quickmsg	smqttx-metric-influxdb	2.0.0	-	0e57e9afa4911da866b8e28594b455bdfcf3d4e7
io.github.quickmsg	smqttx-metric-influxdb	2.0.1	-	d66273538ebea1a547b3a8837c64b255e759cb96
io.github.quickmsg	smqttx-metric-influxdb	2.0.10	-	10f59e88e9bdc9e73b48641bc51264efe2189751
io.github.quickmsg	smqttx-metric-influxdb	2.0.12	-	2843a2263d1ee2b87461c820163cf82125c08f19
io.github.quickmsg	smqttx-metric-influxdb	2.0.2	-	941ee2a1e18661ae6f0e1bf6c3fa1a82ff5efdf2
io.github.quickmsg	smqttx-metric-influxdb	2.0.3	-	8359f19aff9abec8b62b8088d89885a79ffc803c
io.github.quickmsg	smqttx-metric-influxdb	2.0.4	-	d239cfc2093a237ecc221a17bbd53c908f870bd8
io.github.quickmsg	smqttx-metric-influxdb	2.0.5	-	229e2ac3e015c1c190da6c48cea9911f35e0cb25
io.github.quickmsg	smqttx-metric-influxdb	2.0.6	-	85d82c37406441ef12eeac60e9da010e9d19d9fa
io.github.quickmsg	smqttx-metric-influxdb	2.0.7	-	d9db2e415658ac1c8f3cc19052dcb02a7dc11b7c
io.github.quickmsg	smqttx-metric-influxdb	2.0.8	-	4370810be6fa9ef7d06415c209454d7968305650
io.github.quickmsg	smqttx-metric-influxdb	2.0.9	-	44ea92063e5428b0706b16734ee94edefe5885e3
io.github.rhdunn	xqt-platform-xslt-iosarm32	0.2.0	0.2.0-metadata	493fa1aff08ba716f6efec3965c27b127071faf6
io.github.rysefoxx.anvilgui	anvilgui-1_15_R1	1.6.3	-	09fddcb8adece89397c33cdb301deefeaf33e0df
io.github.rysefoxx.anvilgui	anvilgui-1_15_R1	1.6.4	-	000741d472c718db0b95bfae12df2c7c4f8608eb
io.github.rysefoxx.anvilgui	anvilgui-1_15_R1	1.6.5	-	7f8f8f337687d36c71116e5f95fb7d131a421755
io.github.rysefoxx.anvilgui	anvilgui-1_15_R1	1.6.5.1	-	ba1020919a02d24888a68f49be6a07d2aeb81c93
io.github.rysefoxx.anvilgui	anvilgui-1_15_R1	1.6.5.2	-	510e52befe7325b68327060f378625ebcd30b88f
io.github.rysefoxx.anvilgui	anvilgui-1_15_R1	1.6.5.3	-	4b153a2fb14123f10fa8c1e56dd4d260a2e43141
io.github.rysefoxx.anvilgui	anvilgui-1_15_R1	1.6.5.4	-	a7279e6909c5e21f718cae97ef8eb464494b9157
io.github.stuartwdouglas.supply-chain-security.cool-lib	cool-library	1.0.0	-	2145ac79c6138f72df96b4a3248a26ea92e75384
io.github.stuartwdouglas.supply-chain-security.cool-lib	cool-library	1.0.1	-	39c2c9892800c0617fa6158a59d9b76cb5dc1cd3
io.github.techacademy-curricula	daily-report-system-archetype	1.0	-	e840b6f8689f633a0a064397ce3a8befa31c7f70
io.github.techacademy-curricula	daily-report-system-archetype	1.1	-	6fd093cf3fec11240d14bd11a44286c5183dd0bf
io.github.verils	gotemplate4j	0.1.0	-	b4c84dcaf3d8b18f60d5c7dc2422fa1fd4a21440
io.github.verils	gotemplate4j	0.2.0	-	3242f77245435c39da31db0176136e64b57f18ea
io.github.verils	gotemplate4j	0.2.1	-	d64d04628a249110e365a1c9dbfbe0df56ccb040
io.github.verils	gotemplate4j	0.3.0	-	0ff1b49b8d14c982541e13c3379dad2fc017491b
io.github.verils	gotemplate4j	0.3.1	-	0d3450613780e5f8bc91ccbd76c84eff85c0bf45
io.github.verils	gotemplate4j	0.3.2	-	e88e40a8a900008f6a5520b0e73a0b1df1d92bb2
io.github.vigoo	zio-aws-devicefarm_3	3.16.100.1	-	f8b6f23eac8791b94b4fe121ebc4951ed1b9fde5
io.github.vigoo	zio-aws-devicefarm_3	3.16.101.1	-	14f12ecd923cd581cef40bf3aee1c1262997689a
io.github.vigoo	zio-aws-devicefarm_3	3.16.102.1	-	40ec7d5abff08d05e92eb91046b4de8c61c293e7
io.github.vigoo	zio-aws-devicefarm_3	3.16.102.2	-	da7c4f0bad45f123dbc886a9a572ffae2f903efc
io.github.vigoo	zio-aws-devicefarm_3	3.16.104.1	-	85ed67871006c72afe19081b506c895b2a5f9655
io.github.vigoo	zio-aws-devicefarm_3	3.16.78.4	-	a247e647bea662680fa707e7c446f6b32442af0b
io.github.vigoo	zio-aws-devicefarm_3	3.16.78.5	-	91ac4593e326c45ee23ed8b5b08bc51fcc51af77
io.github.vigoo	zio-aws-devicefarm_3	3.16.78.6	-	30316009ddf30952fdef18900d9449e083a3fa13
io.github.vigoo	zio-aws-devicefarm_3	3.16.79.1	-	adc502ea40768af24aecbe55df8900513b56c316
io.github.vigoo	zio-aws-devicefarm_3	3.16.79.2	-	c8803a6891e8eb6c9db5439751883a8732df53d9
io.github.vigoo	zio-aws-devicefarm_3	3.16.79.3	-	af00a1e0adb0543cec19fb04a533beccd694a16b
io.github.vigoo	zio-aws-devicefarm_3	3.16.87.1	-	4b07cda3d3a4d4efd1f2179fd7c9d1871ef3c25b
io.github.vigoo	zio-aws-devicefarm_3	3.16.88.1	-	86ac8e75e5ced5dcfc4e3df672e5d71da844b0ce
io.github.vigoo	zio-aws-devicefarm_3	3.16.89.1	-	dcea828291e1cdf5d277d403980caaf5d8667f23
io.github.vigoo	zio-aws-devicefarm_3	3.16.90.1	-	bf7bc59300a65e333b1f042d4cccba7d7aeca251
io.github.vigoo	zio-aws-devicefarm_3	3.16.91.1	-	ef2b6cfc249513c9fb9c0e37f40b2f86c9bb42e2
io.github.vigoo	zio-aws-devicefarm_3	3.16.92.1	-	8570a2cc4fbede36e56d98d6b7dda0a9dbd32bc0
io.github.vigoo	zio-aws-devicefarm_3	3.16.92.2	-	306c8db100041689adc4241eae2042843bb0b784
io.github.vigoo	zio-aws-devicefarm_3	3.16.94.1	-	8e0d1267c49d4a27c30bf48678a43b3aaa7db8ec
io.github.vigoo	zio-aws-devicefarm_3	3.16.95.1	-	4c1ccdb3a97b5aa48ab509db459a361efd03aa44
io.github.vigoo	zio-aws-devicefarm_3	3.16.95.2	-	222918a251bea6744809cf7c37f27fa78c098379
io.github.vigoo	zio-aws-devicefarm_3	3.16.96.1	-	ab8f8ea585bd462dcdc2754d0d931149e26e7ffd
io.github.vigoo	zio-aws-devicefarm_3	3.16.97.1	-	634e7ed64ee881e537142aa82f6721b9912b1dc6
io.github.vigoo	zio-aws-devicefarm_3	3.16.97.2	-	f4321376b8e1c19c90f95e8299dd122bf34f742d
io.github.vigoo	zio-aws-devicefarm_3	3.16.97.3	-	4cea090a23d6214f508c78b78803c37285f8e2b3
io.github.vigoo	zio-aws-devicefarm_3	3.16.99.1	-	c0425ff1d244f1cecb33b48c6c568b8da919e797
io.github.vigoo	zio-aws-devicefarm_3	3.17.1.1	-	3deb90380b343879fcc396cfc086763fad540889
io.github.vigoo	zio-aws-devicefarm_3	3.17.100.1	-	664f2f102bccdf1caa62133aa8024349d6b4bcf4
io.github.vigoo	zio-aws-devicefarm_3	3.17.100.3	-	2fbf23416321ab20a7b7e0b51cd59bdc6e654b7a
io.github.vigoo	zio-aws-devicefarm_3	3.17.101.1	-	195d4ec104b1164375a577bd938994720187302e
io.github.vigoo	zio-aws-devicefarm_3	3.17.102.4	-	9e8a4eabebb0ee7cdd2ec8bd116f6052f308c905
io.github.vigoo	zio-aws-devicefarm_3	3.17.102.5	-	7c9ab4a4adb372f615bde28076270b00a7d8e82b
io.github.vigoo	zio-aws-devicefarm_3	3.17.102.6	-	f82a411bb661943328571198b875c17dd82d64a5
io.github.vigoo	zio-aws-devicefarm_3	3.17.103.1	-	287ff2d7d410b212c09350a01dc3795080fbe8c8
io.github.vigoo	zio-aws-devicefarm_3	3.17.104.1	-	1b2bae89847780c0355a37bbb5548018fc4e4aa8
io.github.vigoo	zio-aws-devicefarm_3	3.17.104.2	-	238beb9379a2f051b323856b5ac23526a778a7f7
io.github.vigoo	zio-aws-devicefarm_3	3.17.104.3	-	1f2275609e28e7d2ab93eb7c841a4af54a08601c
io.github.vigoo	zio-aws-devicefarm_3	3.17.104.4	-	ee684ad6c9c923969087d0fff09df15ddf26660d
io.github.vigoo	zio-aws-devicefarm_3	3.17.104.5	-	4f0a0d1dfb6cb2171ff780659e1db2f636aaf574
io.github.vigoo	zio-aws-devicefarm_3	3.17.104.7	-	82edde832c9c2dbb1b813e2bd5c56e46b04b718c
io.github.vigoo	zio-aws-devicefarm_3	3.17.11.1	-	caff867123299f64bfaa93c1c3528ad089053dda
io.github.vigoo	zio-aws-devicefarm_3	3.17.12.1	-	728b7d6231fbc12d3f39b88ec67509b27e0b0e23
io.github.vigoo	zio-aws-devicefarm_3	3.17.12.2	-	156bc44b093e4cf56bc4268045ebbd1889cdeca1
io.github.vigoo	zio-aws-devicefarm_3	3.17.12.3	-	b9d098689de0a39545667c265b6895f1c8eec485
io.github.vigoo	zio-aws-devicefarm_3	3.17.19.1	-	ba3c5b873ab9d14edf177d0cb41d45daf632772b
io.github.vigoo	zio-aws-devicefarm_3	3.17.2.1	-	451fd968fd82a26c8672c1ebd62bc4e4dee424e5
io.github.vigoo	zio-aws-devicefarm_3	3.17.20.1	-	f5176a07853ce7f8d8ff98d981cb2a185ebffd26
io.github.vigoo	zio-aws-devicefarm_3	3.17.21.1	-	24c06e428e60180fbcc51f876a6bdbd704c94ae1
io.github.vigoo	zio-aws-devicefarm_3	3.17.21.2	-	64db8a451f67e372111e39df5f0f49186dbcd5b1
io.github.vigoo	zio-aws-devicefarm_3	3.17.22.1	-	ecbcf9d4ab49bfdbfc294a60dd24ef35b356b390
io.github.vigoo	zio-aws-devicefarm_3	3.17.23.1	-	a3f6b275b3d383cc83db882a711ee3ae69394062
io.github.vigoo	zio-aws-devicefarm_3	3.17.24.1	-	382341caf0bc9388892d03956cdb141401506aa2
io.github.vigoo	zio-aws-devicefarm_3	3.17.24.2	-	a04edee4abf0ec926b8c90c3eca698ad7fe4b200
io.github.vigoo	zio-aws-devicefarm_3	3.17.25.1	-	8eafbb26c9172cecffa0903ebea635e6822e61dd
io.github.vigoo	zio-aws-devicefarm_3	3.17.26.1	-	8d5259d0de3afdaff94a1baead2b1161553f89dd
io.github.vigoo	zio-aws-devicefarm_3	3.17.26.2	-	1d0cf8913f35bd6f47d275acd6c2633b36621a79
io.github.vigoo	zio-aws-devicefarm_3	3.17.27.1	-	74867f169b836d20a926ebd6b04cd07862788377
io.github.vigoo	zio-aws-devicefarm_3	3.17.27.2	-	9a270e81da83bd702356d964229f4a31aea6f942
io.github.vigoo	zio-aws-devicefarm_3	3.17.29.1	-	3b9a25375b0c127103b419f8462f7d1e5e2a0a57
io.github.vigoo	zio-aws-devicefarm_3	3.17.30.1	-	c3e5179c69889991eef9a2a9e045e8967f6f00fe
io.github.vigoo	zio-aws-devicefarm_3	3.17.31.1	-	37419911168bd9c11a08a36529edff6828e37dc9
io.github.vigoo	zio-aws-devicefarm_3	3.17.31.2	-	0fb2692872552942e97e6766ac85d4b4bd8807a6
io.github.vigoo	zio-aws-devicefarm_3	3.17.33.1	-	7c9419f70bb3ba4d60c2b49583f058b7902c5b4b
io.github.vigoo	zio-aws-devicefarm_3	3.17.34.1	-	13125af0d8faeab783210ada587018730d8d30e9
io.github.vigoo	zio-aws-devicefarm_3	3.17.35.1	-	20495b65774e31bb991c078856ddd937415431d5
io.github.vigoo	zio-aws-devicefarm_3	3.17.36.1	-	0bce210651d55fb2904f53a571a359eff0c953fd
io.github.vigoo	zio-aws-devicefarm_3	3.17.37.1	-	beb24d189fb9ef8e57523559ae850c3f932017f6
