app.cash.redwood	redwood-layout-api-density-macosx64	0.3.0	0.3.0-metadata	3f593a05bf1e8b69999e3964ce883202dcfd4aee
com.softwaremill.sttp.tapir	tapir-pekko-http-server_3	1.10.4	-	63f5bea13f3319bb09fd47e3db902bc56e9a593a
com.softwaremill.sttp.tapir	tapir-pekko-http-server_3	1.10.5	-	0316c8a37c6b6c6e05b2670fa482e388ebb02889
com.softwaremill.sttp.tapir	tapir-pekko-http-server_3	1.10.6	-	1a0027ebd0e0022e237f24107a986da8f32805b5
com.softwaremill.sttp.tapir	tapir-pekko-http-server_3	1.10.7	-	658c4568ed61568c27d3dd009937be41fce1f5fc
com.softwaremill.sttp.tapir	tapir-pekko-http-server_3	1.10.8	-	9e1062340bc1f2d54cd9c517637654830f6b4064
com.softwaremill.sttp.tapir	tapir-pekko-http-server_3	1.10.9	-	fbe0bb90e3aa9cfa7c5dd8608ae834f7bccd7b40
com.softwaremill.sttp.tapir	tapir-pekko-http-server_3	1.11.0	-	4013ea59724bb5790dce35cbd9607772193134a9
com.softwaremill.sttp.tapir	tapir-pekko-http-server_3	1.11.1	-	64607741422ff8811eee3131daad6db3a84dc624
com.softwaremill.sttp.tapir	tapir-pekko-http-server_3	1.11.10	-	7f94871346e0d1d03295d5d79d8289f5ecebda17
com.softwaremill.sttp.tapir	tapir-pekko-http-server_3	1.11.11	-	b0bab33afe5ed5e3bbbfccfe1e22398b52f7df3f
com.softwaremill.sttp.tapir	tapir-pekko-http-server_3	1.11.12	-	39f61f7fbf787ac11c1222f5627e3bba3968643a
com.softwaremill.sttp.tapir	tapir-pekko-http-server_3	1.11.13	-	d528dedd3fa7aa5cc7d9041ade8afdc21de8864f
com.softwaremill.sttp.tapir	tapir-pekko-http-server_3	1.11.14	-	8c7eefa8f89d8e028a38c3ca346ddf34bb202648
com.softwaremill.sttp.tapir	tapir-pekko-http-server_3	1.11.15	-	da8f07b44de951eff18585c3c8db94cc786f4acd
com.softwaremill.sttp.tapir	tapir-pekko-http-server_3	1.11.16	-	8ec10545075ffb163b49e6eb575cac61efab0196
com.softwaremill.sttp.tapir	tapir-pekko-http-server_3	1.11.17	-	47e0bcc16c4859dcc162e0c719a09bd77f501b70
com.softwaremill.sttp.tapir	tapir-pekko-http-server_3	1.11.18	-	35fdb913843cb048c9d1212ee12272abab9b1aeb
com.softwaremill.sttp.tapir	tapir-pekko-http-server_3	1.11.19	-	1e7eddf27cb4eb83f8fd2f574d4b7d6f0ec0d8bc
com.softwaremill.sttp.tapir	tapir-pekko-http-server_3	1.11.2	-	c9f57d2a47a95b90a27fc871555190de9f36308d
com.softwaremill.sttp.tapir	tapir-pekko-http-server_3	1.11.20	-	c7fea169f0ce24d9f75bc09a98e81d4a87aa3fd9
com.softwaremill.sttp.tapir	tapir-pekko-http-server_3	1.11.21	-	bd99081802c7696731f7d0fc4a5562daaabe421a
com.softwaremill.sttp.tapir	tapir-pekko-http-server_3	1.11.22	-	5c863e4d3a463162d7c026ffc5064a659c1f54d2
com.softwaremill.sttp.tapir	tapir-pekko-http-server_3	1.11.23	-	2a0340886945f03f4b58bafa13520ab30bded350
com.softwaremill.sttp.tapir	tapir-pekko-http-server_3	1.11.24	-	dd19b62d17610dbaf9e6e865df3e1e49ba363490
com.softwaremill.sttp.tapir	tapir-pekko-http-server_3	1.11.25	-	81fd72d2bcdf7533214b7400e1e3e57fe1292d7f
com.softwaremill.sttp.tapir	tapir-pekko-http-server_3	1.11.3	-	14342355583a364129d86685347160c1ee1d4799
com.softwaremill.sttp.tapir	tapir-pekko-http-server_3	1.11.4	-	8825ac9cae689449e54faa016a1c0530747e4d58
com.softwaremill.sttp.tapir	tapir-pekko-http-server_3	1.11.5	-	511e445f3093f289a3e8bfece7e5a58fef012705
com.softwaremill.sttp.tapir	tapir-pekko-http-server_3	1.11.6	-	620421a7dc222cb1c75b6a888938eb2b8ad1100e
com.softwaremill.sttp.tapir	tapir-pekko-http-server_3	1.11.7	-	6497b238901aa60238d68e43b726209c3ee0ab70
com.softwaremill.sttp.tapir	tapir-pekko-http-server_3	1.11.8	-	20b21dd8bb425ccc4546b97a06d21065b90f0fbb
com.softwaremill.sttp.tapir	tapir-pekko-http-server_3	1.11.9	-	ac1f77427fa1cad12c21940912d59b1a5f114fdd
com.softwaremill.sttp.tapir	tapir-pekko-http-server_3	1.7.1	-	905f6425dc2d67d7a801cf6aa308c6589a5ec32a
com.softwaremill.sttp.tapir	tapir-pekko-http-server_3	1.7.2	-	dce2ad63e2b1372d24a274efc08aae5b38cb5adc
com.softwaremill.sttp.tapir	tapir-pekko-http-server_3	1.7.3	-	ec5131bf8fea01e7009095e39db1e321d0d5d0d9
com.softwaremill.sttp.tapir	tapir-pekko-http-server_3	1.7.4	-	84fd8ac1a0030dfb42ad35fac631a8b74d0f19e1
com.softwaremill.sttp.tapir	tapir-pekko-http-server_3	1.7.5	-	ffa73c308be38a840752323d8d3d8509b7743e40
com.softwaremill.sttp.tapir	tapir-pekko-http-server_3	1.7.6	-	8629caee7a32ef0d853183893304b3fa04508260
com.softwaremill.sttp.tapir	tapir-pekko-http-server_3	1.8.0	-	3eae6533fac9ee4fcc61c1f9b6aa0619c3fc4a03
com.softwaremill.sttp.tapir	tapir-pekko-http-server_3	1.8.1	-	f5d0e63a14640ccb73cee70404a2ea2796143eb0
com.softwaremill.sttp.tapir	tapir-pekko-http-server_3	1.8.2	-	7db3b426e19b5dbc92eeeffcc0296ec0092b537e
com.softwaremill.sttp.tapir	tapir-pekko-http-server_3	1.8.3	-	0550cb7cc5246058e8c3d3e811f09ff14021bc1d
com.softwaremill.sttp.tapir	tapir-pekko-http-server_3	1.8.4	-	498f95c144ea46054003351587e8ff0793bd06f7
com.softwaremill.sttp.tapir	tapir-pekko-http-server_3	1.8.5	-	2ffcaeb8235f141b059f72ccd7d088a156ac6db5
com.softwaremill.sttp.tapir	tapir-pekko-http-server_3	1.9.0	-	f30f5f4fedd3842af7407b1a8fd3c15839c39de3
com.softwaremill.sttp.tapir	tapir-pekko-http-server_3	1.9.1	-	da7035e847c1da7bbe10ca41595cac01c954f5e7
com.softwaremill.sttp.tapir	tapir-pekko-http-server_3	1.9.10	-	6d31015bc8224bf17f71c2321c4ec07341e1883b
com.softwaremill.sttp.tapir	tapir-pekko-http-server_3	1.9.11	-	8837b21f8770834d0ee7310744b4064d628b1134
com.softwaremill.sttp.tapir	tapir-pekko-http-server_3	1.9.2	-	3bd3a89369ca8810207e9f4467c265414759ed7c
com.softwaremill.sttp.tapir	tapir-pekko-http-server_3	1.9.3	-	d0bf4a309f201e4821e771e2bf5dc37060a5ad8f
com.softwaremill.sttp.tapir	tapir-pekko-http-server_3	1.9.4	-	5dd7f81c55e7cb75f52ebde9f80e958cb29187ff
com.softwaremill.sttp.tapir	tapir-pekko-http-server_3	1.9.5	-	877213148d6cd0897e10c2497d2b74824a45e8fd
com.softwaremill.sttp.tapir	tapir-pekko-http-server_3	1.9.6	-	f8a2f5ff775b11ca832eb9cc6f315dc29d59fa58
com.softwaremill.sttp.tapir	tapir-pekko-http-server_3	1.9.7	-	c0760e1918f2b1baceb3c4bea1e490b4d6763fca
com.softwaremill.sttp.tapir	tapir-pekko-http-server_3	1.9.8	-	9b143531563d2b8c980b62948c0d12f80a80020d
com.softwaremill.sttp.tapir	tapir-pekko-http-server_3	1.9.9	-	aa9467f152bbd509849bb794f45e16ba35fddfa5
com.softwaremill.sttp.tapir	tapir-vertx-server-zio1_2.12	1.0.0	-	5abecf399e719ee7f8fa8a224ff8f49a26257642
com.softwaremill.sttp.tapir	tapir-vertx-server-zio1_2.12	1.0.0-RC2	-	ea0e709b26b8357063f9208cf210a660e84af50c
com.softwaremill.sttp.tapir	tapir-vertx-server-zio1_2.12	1.0.0-RC3	-	c7f029a69598aa07dbc1f9f2e3bf5e26110a074f
com.softwaremill.sttp.tapir	tapir-vertx-server-zio1_2.12	1.0.1	-	43d6e60ea1c1892843af0e8242549983753e5f63
com.softwaremill.sttp.tapir	tapir-vertx-server-zio1_2.12	1.0.2	-	9117b15c2ab8da471987c90f4698d1de7bf1a210
com.softwaremill.sttp.tapir	tapir-vertx-server-zio1_2.12	1.0.3	-	c606a08523cde97d2af072789fbf881a697693b9
com.softwaremill.sttp.tapir	tapir-vertx-server-zio1_2.12	1.0.4	-	eafcb3f2e6d0f4c9c39ae9ebd78075c2f12fefd7
com.softwaremill.sttp.tapir	tapir-vertx-server-zio1_2.12	1.0.5	-	fd6de255949b0d230fe33f4a3c2d391899c2c612
com.softwaremill.sttp.tapir	tapir-vertx-server-zio1_2.12	1.0.6	-	0a0768c34a82ff84192833ad2f2eed5c4661d075
com.softwaremill.sttp.tapir	tapir-vertx-server-zio1_2.12	1.1.0	-	f42527fe8e80ccfe84de73cf4654b2996e23cacc
com.softwaremill.sttp.tapir	tapir-vertx-server-zio1_2.12	1.1.1	-	9ce859885debb3c5d08f1ca30dc24142c83bc805
com.softwaremill.sttp.tapir	tapir-vertx-server-zio1_2.12	1.1.2	-	6e53c4daafcb24dd16772cc877c3c8c130a32df0
com.softwaremill.sttp.tapir	tapir-vertx-server-zio1_2.12	1.1.3	-	8625bbd3c225fc4fc52a8a2d1551cc414cbe7acc
com.softwaremill.sttp.tapir	tapir-vertx-server-zio1_2.12	1.1.4	-	f0a6498d1961002d8628a98b6093d837d8503f1a
com.softwaremill.sttp.tapir	tapir-vertx-server-zio1_2.12	1.2.0	-	ae8b19d64cfa790e73f2ba4d8a090f5c451c182d
com.softwaremill.sttp.tapir	tapir-vertx-server-zio1_2.12	1.2.1	-	6caecfd6e79d3a750995885c0166ddd8aee28a5c
com.softwaremill.sttp.tapir	tapir-vertx-server-zio1_2.12	1.2.10	-	52ea1573e355471ca38f80b9659e0e580927294e
com.softwaremill.sttp.tapir	tapir-vertx-server-zio1_2.12	1.2.11	-	f36c0209815f8863d986c04b83581b3096781dda
com.softwaremill.sttp.tapir	tapir-vertx-server-zio1_2.12	1.2.12	-	b46d2a0e82a1b26b470f1f7929c2db35fd2bf6d2
com.softwaremill.sttp.tapir	tapir-vertx-server-zio1_2.12	1.2.13	-	0d413e2a3943925bd70776f481b6697b81677fab
com.softwaremill.sttp.tapir	tapir-vertx-server-zio1_2.12	1.2.2	-	294b9bded47e2de06bb51abf7c91830a80005040
com.softwaremill.sttp.tapir	tapir-vertx-server-zio1_2.12	1.2.3	-	4aef55880ca2a9457037003a99d4d7e3ef871422
com.softwaremill.sttp.tapir	tapir-vertx-server-zio1_2.12	1.2.4	-	a3e26c5577ae7b65874fc7e637d6e22ad9e6f0d5
com.softwaremill.sttp.tapir	tapir-vertx-server-zio1_2.12	1.2.5	-	c84f765a5d1b4464181935d53c14807da04adeda
com.softwaremill.sttp.tapir	tapir-vertx-server-zio1_2.12	1.2.6	-	e54f05fdfc47772e995ef2281c98f01e7c966c05
com.softwaremill.sttp.tapir	tapir-vertx-server-zio1_2.12	1.2.7	-	efd377b562f662963898e1a2a033febcdd5d0b74
com.softwaremill.sttp.tapir	tapir-vertx-server-zio1_2.12	1.2.8	-	aa40740210e85460c299ea35bc927e9b503eb43a
com.softwaremill.sttp.tapir	tapir-vertx-server-zio1_2.12	1.2.9	-	6eba13a450f5163212f5bd1036a431690b097ffa
com.softwaremill.sttp.tapir	tapir-vertx-server-zio1_2.12	1.3.0	-	38d61bf6de7bc438ea1a90f96131de0a7dc49534
com.softwaremill.sttp.tapir	tapir-vertx-server-zio1_2.12	1.4.0	-	3cec02500d35f156b4e12a0c372345805d47d268
com.softwaremill.sttp.tapir	tapir-vertx-server-zio1_2.12	1.5.0	-	5a53b529fe2312760bfad53c0a4d52eefd15107d
com.softwaremill.sttp.tapir	tapir-vertx-server-zio1_2.12	1.5.1	-	7c29a295d8edd186664c54e81ae03c01ead06a69
com.softwaremill.sttp.tapir	tapir-vertx-server-zio1_2.12	1.5.4	-	f0712e0c89f99101e09c2eafa5a1b67474a4a33c
com.softwaremill.sttp.tapir	tapir-vertx-server-zio1_2.12	1.5.5	-	8dcb9dbfbc199473545e9ad14816a759bf69876a
com.softwaremill.sttp.tapir	tapir-vertx-server-zio1_2.12	1.6.0	-	04b9344bc3aa3588cdace73081b53415ca831d64
com.softwaremill.sttp.tapir	tapir-vertx-server-zio1_2.12	1.6.1	-	9214a5ad7043c48993866c62a5d19cc563c89f4e
com.softwaremill.sttp.tapir	tapir-vertx-server-zio1_2.12	1.6.2	-	183b1fb7e062f390635aeeb8f19a707388302a49
com.softwaremill.sttp.tapir	tapir-vertx-server-zio1_2.12	1.6.3	-	3bd33ff856ac2f44ba5e5828f31a775b7e940def
com.softwaremill.sttp.tapir	tapir-vertx-server-zio1_2.12	1.6.4	-	e5cc8b6b57d663b9ebb925f8485e9b0cb0bc3713
com.softwaremill.sttp.tapir	tapir-vertx-server-zio1_2.12	1.7.0	-	ff692445aaceac86f4c15daa27f7534ed756cba1
com.softwaremill.sttp.tapir	tapir-vertx-server-zio1_2.12	1.7.1	-	497e4fd85fddf2fb90b56d15afda701bf9fd51fa
com.softwaremill.sttp.tapir	tapir-vertx-server-zio1_2.12	1.7.2	-	d667777fb05fa70ea64c9073b8b2a59165c1c21f
com.softwaremill.sttp.tapir	tapir-vertx-server-zio1_2.12	1.7.3	-	651b11f564e10c0c560c0f10667630156eedcef4
com.softwaremill.sttp.tapir	tapir-vertx-server-zio1_2.12	1.7.4	-	ffa6fd4b18b0ec970f2a71081a355eac392da131
com.softwaremill.sttp.tapir	tapir-vertx-server-zio1_2.12	1.7.5	-	06964eb45c3f6d4e56d69bf1964adcfe40494983
com.softwaremill.sttp.tapir	tapir-vertx-server-zio1_2.12	1.7.6	-	7ac653047f045643be167c6a8f1c7eeb4177ec7c
com.softwaremill.sttp.tapir	tapir-vertx-server-zio1_2.12	1.8.0	-	02c718099cb7dc6660e18d4ffdaa860ceff2bddb
com.softwaremill.sttp.tapir	tapir-vertx-server-zio1_2.12	1.8.1	-	b45771cee584c6d6f4c47d35c92ccd30172394d5
com.softwaremill.sttp.tapir	tapir-vertx-server-zio1_2.12	1.8.2	-	cb5d7df8a8b303feea1f68eaa31ccbe7e6d7d6b7
com.softwaremill.sttp.tapir	tapir-vertx-server-zio1_2.12	1.8.3	-	ca9ca1c504d133c32afa14391777243bd3ce885a
com.softwaremill.sttp.tapir	tapir-vertx-server-zio1_2.12	1.8.4	-	6334e48c671df16666b91b703fad3efbaa19e673
com.softwaremill.sttp.tapir	tapir-vertx-server-zio1_2.12	1.8.5	-	46bcfd1f81398e6f5a42f77c84937ab9d3215227
com.softwaremill.sttp.tapir	tapir-vertx-server-zio1_2.12	1.9.0	-	3b9f93392c9ab593028d3acbea0494afd5b70b7f
com.softwaremill.sttp.tapir	tapir-vertx-server-zio1_2.12	1.9.1	-	2f721bff8b2ad0f0da16ed556dd940057ca873c7
com.softwaremill.sttp.tapir	tapir-vertx-server-zio1_2.12	1.9.2	-	cdf5e8e44f55c17e9df4a24e0da5416c5b01ac9d
com.softwaremill.sttp.tapir	tapir-vertx-server-zio1_2.12	1.9.3	-	0007269f6234d9abfdfeb415c0c2f1d3917565d1
com.softwaremill.sttp.tapir	tapir-zio1_3	0.20.0	-	bdd4cd365b3c9a69fa803c3c846d70ec42e325cb
com.softwaremill.sttp.tapir	tapir-zio1_3	0.20.0-M10	-	93de44820db1f67aa86217faf2c38dc0359aeda3
com.softwaremill.sttp.tapir	tapir-zio1_3	0.20.0-M8	-	9448f3b1a3b4f26289cd9b053417878d1f1d92f0
com.softwaremill.sttp.tapir	tapir-zio1_3	0.20.0-M9	-	5a556acbb46e84cc3af1bd293b0c9b988a64579f
com.softwaremill.sttp.tapir	tapir-zio1_3	0.20.1	-	b4aeb49361a7de5e5981e751fd8db18adebdcfb8
com.softwaremill.sttp.tapir	tapir-zio1_3	0.20.2	-	be2c27c51633100b40ff2d382f5d494029c089ae
com.softwaremill.sttp.tapir	tapir-zio1_3	1.0.0	-	0a5a8e8f4d3b3206170fd8151b0b6f9c3a2e0e82
com.softwaremill.sttp.tapir	tapir-zio1_3	1.0.0-M1	-	bd743292642621765d3e7311c14a4e0316874de6
com.softwaremill.sttp.tapir	tapir-zio1_3	1.0.0-M2	-	b6c47ce0313c6f0354ceec24ef6067c50a34059f
com.softwaremill.sttp.tapir	tapir-zio1_3	1.0.0-M3	-	45f4f9985a2f72855b8dbf8a1918b93c1dd44db7
com.softwaremill.sttp.tapir	tapir-zio1_3	1.0.0-M4	-	cb3ae295691acd45aba9f8731105430de6a0cb17
com.softwaremill.sttp.tapir	tapir-zio1_3	1.0.0-M5	-	4653d24871398d0804272ea9a58d94fc895ce942
com.softwaremill.sttp.tapir	tapir-zio1_3	1.0.0-M6	-	afc44864f10ac21523d934d48bcbb962fc5aed91
com.softwaremill.sttp.tapir	tapir-zio1_3	1.0.0-M7	-	f9506b3151d9f44fe34bbda08a186f70d1c43ea8
com.softwaremill.sttp.tapir	tapir-zio1_3	1.0.0-M8	-	66829979ea95e2b03c58a42d99bd6638e09e4d6f
com.softwaremill.sttp.tapir	tapir-zio1_3	1.0.0-M9	-	9c7725b2db2be8e9e1405ca9054eca326a6eb391
com.softwaremill.sttp.tapir	tapir-zio1_3	1.0.0-RC1	-	54a6693becd28e8f102a493b5862df9c3174dcdd
com.softwaremill.sttp.tapir	tapir-zio1_3	1.0.0-RC2	-	93bf70a31eac7dcabef797a60319a14ef7573bc7
com.softwaremill.sttp.tapir	tapir-zio1_3	1.0.0-RC3	-	3dab6cd4dd93839af93bbc9cbece8f0c870df97e
com.softwaremill.sttp.tapir	tapir-zio1_3	1.0.1	-	785f708158e781a639d94635a902680e710bf4e2
com.softwaremill.sttp.tapir	tapir-zio1_3	1.0.2	-	5db95a22432db1612f749d3dec113c3c03c79f0c
com.softwaremill.sttp.tapir	tapir-zio1_3	1.0.3	-	c621d582d98bebbd83123355befd884ad85aecfe
com.softwaremill.sttp.tapir	tapir-zio1_3	1.0.4	-	6f44fc464dea2b2f8e092f937cd7cb98208972af
com.softwaremill.sttp.tapir	tapir-zio1_3	1.0.5	-	b43f2d2bdce9ebe35be2c52ef24e5ae54da4fecf
com.softwaremill.sttp.tapir	tapir-zio1_3	1.0.6	-	11b3e9ace064ded1312388d9c9c0f30e85e38b51
com.softwaremill.sttp.tapir	tapir-zio1_3	1.1.0	-	597bcceee1d91f7bd1fa7b2ee9d0e48ee496e9a7
com.softwaremill.sttp.tapir	tapir-zio1_3	1.1.1	-	f36b241344737fc1ed2b5a20fd9a79a2fcc68f16
com.softwaremill.sttp.tapir	tapir-zio1_3	1.1.2	-	c093b5e1e58071ee0f686bea52f197f4e391fbf8
com.softwaremill.sttp.tapir	tapir-zio1_3	1.1.3	-	1ba7fe3bdf796900d3604870e27c350601f1a757
com.softwaremill.sttp.tapir	tapir-zio1_3	1.1.4	-	5328435eea692b430f5456e1b16ccc472ed4062e
com.softwaremill.sttp.tapir	tapir-zio1_3	1.2.0	-	dcdc28ef54e845cc7ac353629b808fbbd718bb4a
com.softwaremill.sttp.tapir	tapir-zio1_3	1.2.1	-	24b8ec7ef0700d5c2dfa3c739207044270962ee4
com.softwaremill.sttp.tapir	tapir-zio1_3	1.2.10	-	68fccd2368071efd53e7e1ab7ea95c2859d681f1
com.softwaremill.sttp.tapir	tapir-zio1_3	1.2.11	-	4b4aeffe194c05f7586097ed8de0efa6b8ea1ee0
com.softwaremill.sttp.tapir	tapir-zio1_3	1.2.12	-	c69b0cf427962d9fd464316d476ca464e22d2173
com.softwaremill.sttp.tapir	tapir-zio1_3	1.2.13	-	b9e386e32a07c3738444097ad3905094d88c8f40
com.softwaremill.sttp.tapir	tapir-zio1_3	1.2.2	-	aa8f8ce115b0060187f5352634699cfdc7004604
com.softwaremill.sttp.tapir	tapir-zio1_3	1.2.3	-	d47d2e3445b697dbecfedd9cbaf192b31aed6539
com.softwaremill.sttp.tapir	tapir-zio1_3	1.2.4	-	4f5045c52d510b295deed0d8f3d69c69851c00a8
com.softwaremill.sttp.tapir	tapir-zio1_3	1.2.5	-	6c3180ef63a0a332d006dfdeed8dd745e9bb24a3
com.softwaremill.sttp.tapir	tapir-zio1_3	1.2.6	-	3d7fa03c2f98677ef57b3a164933b309bc979ae8
com.softwaremill.sttp.tapir	tapir-zio1_3	1.2.7	-	0364ed9efdefe7e9898e24b638dce28b7581ac8a
com.softwaremill.sttp.tapir	tapir-zio1_3	1.2.8	-	f1b34efc4aadd246f27147d33701b2d3c61e917d
com.softwaremill.sttp.tapir	tapir-zio1_3	1.2.9	-	36500301489179cf41b12a5c3b1453b69a57f792
com.softwaremill.sttp.tapir	tapir-zio1_3	1.3.0	-	a6ba249d82296b587a323a5ebb5cf942f8f8202f
com.softwaremill.sttp.tapir	tapir-zio1_3	1.4.0	-	61b8f124c16297790192c0783de41e2a1ea60743
com.softwaremill.sttp.tapir	tapir-zio1_3	1.5.0	-	11e0f3db6b411d64295b285a1c15d88ed7d87aa7
com.softwaremill.sttp.tapir	tapir-zio1_3	1.5.1	-	61433b4136d6f81fd30e97c6104ec3c7d222944f
com.softwaremill.sttp.tapir	tapir-zio1_3	1.5.4	-	b599d71141bbce64f00bae4eea4c321e610f0f6b
com.softwaremill.sttp.tapir	tapir-zio1_3	1.5.5	-	c5defcd68ca499c62fd148abe3d6a5c64a31c26c
com.softwaremill.sttp.tapir	tapir-zio1_3	1.6.0	-	d6697254eea36d38ebc5ae23270337d0cb6183db
com.softwaremill.sttp.tapir	tapir-zio1_3	1.6.1	-	3cd3e56e4348eb329f8429fded54bf94fb3eeb69
com.softwaremill.sttp.tapir	tapir-zio1_3	1.6.2	-	0689c5bd51a7897c13fa741b78a907b889ceccb5
com.softwaremill.sttp.tapir	tapir-zio1_3	1.6.3	-	1dcb70eab5e7901003f9716fd7b588ce54308525
com.softwaremill.sttp.tapir	tapir-zio1_3	1.6.4	-	efe967f848b6746fe1df61228f934256d4ede8d9
com.softwaremill.sttp.tapir	tapir-zio1_3	1.7.0	-	0071e3460de9c28074b0094a426df04f88f8c34c
com.softwaremill.sttp.tapir	tapir-zio1_3	1.7.1	-	870222ed8e4cfa46a0cbc538f27a4b6f6e8fa773
com.softwaremill.sttp.tapir	tapir-zio1_3	1.7.2	-	97c23d1dd2bbeb392e8912a6f49630fa25327bda
com.softwaremill.sttp.tapir	tapir-zio1_3	1.7.3	-	da10f06335352f79ea7c2d5d50d1ca92a3a3869c
com.softwaremill.sttp.tapir	tapir-zio1_3	1.7.4	-	e579c302988cd4c2d753c873673a6f70f8316c07
com.softwaremill.sttp.tapir	tapir-zio1_3	1.7.5	-	3e99d1cd11f321ef91dac64997e9e76ea5a79767
com.softwaremill.sttp.tapir	tapir-zio1_3	1.7.6	-	e80bbe13caae797a849a566fd82c1ae2e1d285cf
com.softwaremill.sttp.tapir	tapir-zio1_3	1.8.0	-	cad9fe5cb89c8dcb1e890d6f7293b11d698c87e1
com.softwaremill.sttp.tapir	tapir-zio1_3	1.8.1	-	e9c7ce6823cda65a2093f84037664c9ca76bdc2b
com.softwaremill.sttp.tapir	tapir-zio1_3	1.8.2	-	2b84125049a2fc1108f24eac1fbbf4c54cf0d952
com.softwaremill.sttp.tapir	tapir-zio1_3	1.8.3	-	5fd0b6eaff08dcc94140292f60a063919f52665a
com.softwaremill.sttp.tapir	tapir-zio1_3	1.8.4	-	b8ae8564f6cac409fa2bf33b4f0fd235f8ee57d2
com.softwaremill.sttp.tapir	tapir-zio1_3	1.8.5	-	5f6f32998ec62019f5a04b091347a6e013d1a836
com.softwaremill.sttp.tapir	tapir-zio1_3	1.9.0	-	1dcbe6eeb888d48b0c8a77111ad495faa8a1c55b
com.softwaremill.sttp.tapir	tapir-zio1_3	1.9.1	-	395c01588e43baccc1438514f6896ba3027971c7
com.softwaremill.sttp.tapir	tapir-zio1_3	1.9.2	-	a49a9c1ed9e83b3d24e25edc0f5c48f42efaefd6
com.softwaremill.sttp.tapir	tapir-zio1_3	1.9.3	-	ce0953f1ec794ff5365a020c25bcbd3597c2b2e7
com.solace.connector.beam	beam-sdks-java-io-solace	1.0.0	-	0c1ab7c0258603a280073914c0f581d8c6f221a8
com.solace.connector.beam	beam-sdks-java-io-solace	1.1.0	-	ac01397b390b3098de5560e1fe241dee1551d65e
com.solace.connector.beam	beam-sdks-java-io-solace	1.2.0	-	e335c518745c6931ecb9eb2eb20fef1e2792136a
com.soywiz	korio-example	0.15.0	-	3c8dae4679df4cb7d2a44553e8e7dcb089c5bba5
com.soywiz	korlibs-closeable-macosx64	6.0.0-alpha2	6.0.0-alpha2-metadata	eea6e3f2c19915776cc0e0072c066c6553e61e34
com.soywiz	korlibs-io-socket-core-macosarm64	6.0.0-alpha2	6.0.0-alpha2-metadata	3dea1ff5233a19704947c5717ad95f37ebc0567f
com.splinter-log	splinter-logging-util	1.0	-	4220019cd5388534443f857e3410cda36c992ea4
com.splinter-log	splinter-logging-util	1.1	-	a41b31c592bcb85345f2bb5fc4fd8dc68a75e2c2
com.splinter-log	splinter-logging-util	1.2	-	d7e618f1c90426bdde5037401ab7b5e4f47b3234
com.squareup.okio	okio-nodefilesystem-metadata	3.0.0-alpha.3	-	2fe045fc47fc157d2895cb4496c80bfe97c93983
com.squareup.okio	okio-nodefilesystem-metadata	3.0.0-alpha.4	-	93cf4a279f1790f066af11340ec71bd14bdf2542
com.squareup.okio	okio-nodefilesystem-metadata	3.0.0-alpha.5	-	f482ac8e730f158b372530bb578bc3193162f617
com.squareup.okio	okio-nodefilesystem-metadata	3.0.0-alpha.6	-	43cd26a4e2d2c783198ff96d088f6ab6a5f0ff27
com.sshtools	j2ssh-maverick	1.5.2	-	728cdea0050cea3b4f074dd8b1fad147f8479558
com.sshtools	j2ssh-maverick	1.5.3	-	08f01011c6ad8d82c8268659512dff9e10615b3a
com.sshtools	j2ssh-maverick	1.5.4	-	6a7eff60d384b5841aa2f039d4a063bf1d6c42c1
com.sshtools	j2ssh-maverick	1.5.5	-	37d68e404eba0b39c7c655ecc6ec065b6a8fb3a6
com.starxmind	piano-dingtalk	0.0.1	-	54c202ef90a6cc599578b32e027e5aee939e1e42
com.starxmind	piano-dingtalk	0.0.2	-	5378ee66d6800de228e0f9a7a126cce9ce94743e
com.starxmind	piano-dingtalk	0.0.3	-	60143156a0e081c0379cde83053e641c19c9d25b
com.starxmind	piano-dingtalk	0.0.4	-	7fee93a218407749acc860a665d031da830a8a27
com.starxmind	piano-dingtalk	0.0.5	-	27db55c01a090e4d2d4a60c4064f1e36dff4c36e
com.starxmind	piano-dingtalk	0.0.6	-	3bec473ebc50088f39f3b27a2f5a0e70c5913ab3
com.starxmind	piano-dingtalk	0.1.0	-	0d4b3382ddce13cf75808706df4a29c20a2b5b21
com.starxmind	piano-dingtalk	0.1.1	-	fa257ebc7c432aa1b78ca2f6de6ef7a5322ad3b1
com.starxmind	piano-dingtalk	0.1.3	-	c1a3cde2eba1c567fda54e310d3cfe41c866bdf5
com.starxmind	piano-dingtalk	0.1.4	-	394e0f6a5dd9675382e2ad8dd33f00a456aab1f6
com.starxmind	piano-dingtalk	0.1.5	-	3a603a275a403d096984544aa6183008b41fbdf3
com.starxmind	piano-dingtalk	0.1.6	-	4cb26e8a98e6d5eff921bae34174f965888ab977
com.starxmind	piano-dingtalk	0.1.8	-	5a3ddcf4322cca59e3af1f721b5359a23c675d74
com.starxmind	piano-dingtalk	0.1.9	-	e1a436b9eb95eec9b54d11f7630d0c89435795c0
com.starxmind	piano-dingtalk	0.2.0	-	2fbe9bc0cda8c584624e8a5911daed1449c1162b
com.starxmind	piano-dingtalk	0.2.1	-	24fac428d036cb8644264a2008451442f45035af
com.starxmind	piano-dingtalk	0.2.2	-	34a3e4be89f59463158ff7a04ede960b6bb8f928
